County,State,State_FIPS,County_FIPS,disability_rate,high_school_and_above_percentage,median_gross_rent,age_15_to_44_percentage,white_population,total_population,age_60_and_over,poverty_rate,housing_cost_burden,median_household_income,gini_index,native_american_population,health_insurance_rate,unemployment_rate,total_population_race,median_home_value,black_population,age_18_and_under_percentage,asian_population,per_capita_income,Year
Mercer County,New Jersey,34,21,10.0,40.7,1135.0,79.7,230476.0,369526.0,11.2,11.7,3896.0,74118.0,0.4873,667.0,11.3,10.4,369526.0,280400.0,74614.0,11.5,230476.0,38076.0,2014
Mercer County,North Dakota,38,57,11.6,20.1,584.0,80.1,8164.0,8532.0,14.2,8.3,40.0,66712.0,0.3981,212.0,8.0,4.9,8532.0,118800.0,46.0,6.3,8164.0,31584.0,2014
Mercer County,Ohio,39,107,11.1,15.6,650.0,77.0,39781.0,40789.0,14.1,8.8,340.0,52033.0,0.3913,26.0,8.0,6.2,40789.0,127200.0,182.0,8.3,39781.0,24362.0,2014
Mercer County,Pennsylvania,42,85,16.2,21.2,612.0,81.7,105827.0,115739.0,16.5,14.0,972.0,43715.0,0.4303,80.0,9.5,7.8,115739.0,105100.0,6640.0,10.3,105827.0,23195.0,2014
Mercer County,West Virginia,54,55,24.4,17.5,580.0,80.5,56796.0,62161.0,16.6,21.8,328.0,35678.0,0.4594,210.0,13.4,5.9,62161.0,84100.0,3520.0,9.3,56796.0,20833.0,2014
Meriwether County,Georgia,13,199,19.8,9.3,723.0,78.9,12458.0,21434.0,15.4,22.9,142.0,36606.0,0.4537,4.0,20.2,15.2,21434.0,88400.0,8354.0,9.2,12458.0,18441.0,2014
Merrick County,Nebraska,31,121,13.5,13.1,550.0,78.6,7500.0,7790.0,16.6,11.1,74.0,49637.0,0.4341,33.0,10.0,5.1,7790.0,83900.0,45.0,7.4,7500.0,25403.0,2014
Merrimack County,New Hampshire,33,13,12.7,31.6,942.0,81.4,139662.0,146880.0,13.1,9.5,1565.0,65226.0,0.4159,119.0,9.7,6.0,146880.0,227300.0,1604.0,9.7,139662.0,31579.0,2014
Mesa County,Colorado,8,77,13.8,25.0,841.0,78.7,135965.0,147509.0,14.4,15.8,1694.0,48610.0,0.4559,1168.0,15.6,9.2,147509.0,203200.0,1060.0,10.4,135965.0,26518.0,2014
Metcalfe County,Kentucky,21,169,23.0,10.3,512.0,79.0,9588.0,10025.0,15.6,21.7,50.0,30453.0,0.4533,27.0,18.9,8.8,10025.0,82000.0,127.0,8.0,9588.0,17265.0,2014
Miami County,Indiana,18,103,17.0,9.9,646.0,81.4,33187.0,36394.0,12.5,16.7,232.0,43862.0,0.4158,376.0,13.7,12.0,36394.0,85100.0,1819.0,9.5,33187.0,21209.0,2014
Miami County,Kansas,20,121,11.8,22.5,801.0,76.4,31383.0,32765.0,12.8,9.3,190.0,60622.0,0.4088,219.0,9.6,7.0,32765.0,167100.0,411.0,7.3,31383.0,28822.0,2014
Miami County,Ohio,39,109,12.8,20.4,741.0,78.4,97474.0,103145.0,14.6,12.8,672.0,51847.0,0.4037,162.0,9.9,8.5,103145.0,134200.0,2256.0,8.1,97474.0,25654.0,2014
Miami-Dade County,Florida,12,86,10.3,26.6,1098.0,80.4,1963920.0,2600861.0,12.5,20.5,32281.0,43099.0,0.5199,4192.0,28.3,11.2,2600861.0,194100.0,489045.0,10.1,1963920.0,23433.0,2014
Middlesex County,Connecticut,9,7,9.6,39.5,1069.0,81.7,147394.0,165534.0,14.8,6.9,1097.0,77931.0,0.4333,208.0,6.6,6.6,165534.0,288300.0,8048.0,8.9,147394.0,40589.0,2014
Middlesex County,Massachusetts,25,17,8.9,52.1,1320.0,80.7,1225379.0,1539832.0,11.7,8.4,19972.0,83488.0,0.4728,2135.0,3.4,6.8,1539832.0,404600.0,73785.0,10.0,1225379.0,43667.0,2014
Middlesex County,New Jersey,34,23,8.6,41.8,1292.0,79.4,507667.0,824046.0,11.1,8.5,8192.0,80118.0,0.421,1457.0,12.6,8.4,824046.0,325000.0,79558.0,10.5,507667.0,34616.0,2014
Middlesex County,Virginia,51,119,16.1,27.5,807.0,86.3,8597.0,10817.0,26.1,9.8,41.0,54452.0,0.4442,45.0,8.6,6.0,10817.0,241600.0,2096.0,8.0,8597.0,30489.0,2014
Midland County,Michigan,26,111,13.3,33.0,729.0,79.7,78495.0,83620.0,13.7,13.2,726.0,52613.0,0.4594,374.0,8.9,8.8,83620.0,128000.0,1095.0,10.2,78495.0,29408.0,2014
Midland County,Texas,48,329,11.6,25.8,1035.0,74.2,120937.0,146387.0,9.1,10.0,1217.0,66966.0,0.4849,651.0,21.5,3.9,146387.0,157300.0,9456.0,10.4,120937.0,34885.0,2014
Mifflin County,Pennsylvania,42,87,17.4,12.6,621.0,78.7,45553.0,46705.0,17.4,15.8,431.0,40947.0,0.402,28.0,15.4,7.8,46705.0,96700.0,331.0,7.7,45553.0,20772.0,2014
Milam County,Texas,48,331,21.1,14.9,661.0,77.0,20437.0,24388.0,16.9,19.5,203.0,37183.0,0.4733,248.0,16.6,9.2,24388.0,79600.0,2053.0,7.2,20437.0,21465.0,2014
Millard County,Utah,49,27,10.8,21.0,580.0,72.7,11167.0,12582.0,14.3,12.5,85.0,51117.0,0.3765,100.0,18.4,6.5,12582.0,130300.0,47.0,7.6,11167.0,20310.0,2014
Mille Lacs County,Minnesota,27,95,14.8,14.9,726.0,76.8,23601.0,25891.0,14.9,12.8,182.0,48763.0,0.4024,1399.0,9.4,8.5,25891.0,141900.0,169.0,7.4,23601.0,23510.0,2014
Miller County,Arkansas,5,91,17.0,9.3,692.0,77.4,31251.0,43537.0,12.6,20.0,384.0,40829.0,0.4337,161.0,18.0,9.3,43537.0,92400.0,10772.0,9.3,31251.0,20853.0,2014
Miller County,Georgia,13,201,15.5,10.5,602.0,78.7,4189.0,6017.0,16.4,26.2,57.0,33224.0,0.4872,2.0,16.4,9.9,6017.0,90700.0,1820.0,9.5,4189.0,20641.0,2014
Miller County,Missouri,29,131,19.0,14.9,615.0,78.4,23931.0,24905.0,15.6,21.5,168.0,36592.0,0.4384,114.0,15.6,10.0,24905.0,115800.0,113.0,7.8,23931.0,19969.0,2014
Mills County,Iowa,19,129,15.7,24.9,706.0,77.2,14556.0,14946.0,13.6,7.2,42.0,65160.0,0.3669,9.0,6.6,3.8,14946.0,151700.0,77.0,7.4,14556.0,27942.0,2014
Mills County,Texas,48,333,15.3,22.9,535.0,75.4,4790.0,4881.0,21.0,12.2,52.0,44241.0,0.4702,0.0,15.8,3.4,4881.0,100000.0,15.0,6.2,4790.0,22615.0,2014
Milwaukee County,Wisconsin,55,79,13.0,28.2,802.0,76.8,591716.0,953401.0,9.9,21.9,15404.0,43385.0,0.4695,5389.0,11.8,10.5,953401.0,154400.0,251235.0,11.1,591716.0,24622.0,2014
Miner County,South Dakota,46,97,11.8,21.7,447.0,76.8,2250.0,2340.0,18.0,11.1,8.0,48241.0,0.5192,3.0,7.5,3.3,2340.0,64600.0,11.0,4.5,2250.0,31017.0,2014
Mineral County,Montana,30,61,20.1,12.4,541.0,86.0,4147.0,4230.0,25.0,20.2,59.0,33060.0,0.4558,31.0,25.3,15.1,4230.0,171300.0,35.0,8.1,4147.0,20363.0,2014
Mineral County,Nevada,32,21,27.5,9.7,508.0,85.2,3090.0,4627.0,18.6,20.4,14.0,38664.0,0.4274,805.0,20.2,16.2,4627.0,84400.0,81.0,9.9,3090.0,23222.0,2014
Mineral County,West Virginia,54,57,19.3,13.4,522.0,81.1,26503.0,27912.0,17.3,18.7,547.0,30713.0,0.4534,1.0,16.1,11.0,27912.0,118300.0,849.0,10.6,26503.0,19055.0,2014
Mingo County,West Virginia,54,59,29.9,7.7,556.0,78.8,25263.0,26229.0,13.5,23.0,137.0,34495.0,0.4646,14.0,14.8,13.0,26229.0,68000.0,434.0,7.8,25263.0,20222.0,2014
Minidoka County,Idaho,16,67,13.1,10.7,561.0,74.2,18058.0,20191.0,14.0,15.6,98.0,44220.0,0.4186,101.0,22.9,5.8,20191.0,109000.0,54.0,9.5,18058.0,20238.0,2014
Minnehaha County,South Dakota,46,99,10.2,28.6,698.0,76.8,153592.0,176014.0,9.9,11.7,2134.0,53391.0,0.4221,4708.0,9.7,4.7,176014.0,152900.0,7315.0,9.6,153592.0,27143.0,2014
Missaukee County,Michigan,26,113,16.9,13.0,713.0,78.1,14524.0,14986.0,17.2,16.1,34.0,40983.0,0.3988,98.0,12.6,11.4,14986.0,99800.0,47.0,7.5,14524.0,20594.0,2014
Mississippi County,Arkansas,5,93,21.1,12.6,617.0,74.6,28513.0,45385.0,11.1,26.7,493.0,34424.0,0.4688,83.0,16.7,13.3,45385.0,78000.0,15651.0,9.7,28513.0,18732.0,2014
Mississippi County,Missouri,29,133,22.8,9.0,571.0,80.6,10581.0,14276.0,12.7,29.7,133.0,28436.0,0.4469,27.0,20.1,13.9,14276.0,58800.0,3424.0,8.7,10581.0,15032.0,2014
Missoula County,Montana,30,63,11.2,38.2,769.0,81.8,102712.0,111011.0,11.5,16.0,2117.0,47029.0,0.4522,2935.0,16.0,9.1,111011.0,237300.0,455.0,15.2,102712.0,26559.0,2014
Mitchell County,Georgia,13,205,17.0,9.5,547.0,78.4,11210.0,23175.0,10.9,30.4,251.0,31101.0,0.4712,26.0,22.5,11.6,23175.0,80400.0,11082.0,9.8,11210.0,15547.0,2014
Mitchell County,Iowa,19,131,10.1,14.7,534.0,77.8,10577.0,10744.0,18.5,11.1,32.0,47326.0,0.394,0.0,10.6,4.4,10744.0,105300.0,32.0,7.4,10577.0,24629.0,2014
Mitchell County,Kansas,20,123,13.4,24.6,539.0,81.1,6177.0,6324.0,19.3,10.4,66.0,46836.0,0.4478,42.0,6.6,2.8,6324.0,75800.0,10.0,12.3,6177.0,27271.0,2014
Mitchell County,North Carolina,37,121,22.2,16.0,563.0,83.0,14884.0,15380.0,20.2,19.6,97.0,37487.0,0.4704,75.0,14.5,10.8,15380.0,122500.0,123.0,8.3,14884.0,21388.0,2014
Mitchell County,Texas,48,335,17.0,6.4,564.0,84.1,7446.0,9236.0,10.7,11.0,92.0,45769.0,0.4246,63.0,21.5,8.0,9236.0,45800.0,940.0,15.3,7446.0,17330.0,2014
Mobile County,Alabama,1,97,15.2,20.1,773.0,77.0,249439.0,414045.0,12.0,19.9,4074.0,43844.0,0.4732,2801.0,15.3,11.1,414045.0,124500.0,144637.0,10.2,249439.0,23009.0,2014
Modoc County,California,6,49,19.1,17.9,671.0,81.9,8396.0,9335.0,21.2,21.0,77.0,38560.0,0.4465,236.0,16.9,12.3,9335.0,157300.0,108.0,6.5,8396.0,21830.0,2014
Moffat County,Colorado,8,81,10.7,12.8,739.0,74.5,12331.0,13286.0,10.4,11.6,148.0,50123.0,0.4097,305.0,14.9,5.5,13286.0,177700.0,25.0,8.6,12331.0,24623.0,2014
Mohave County,Arizona,4,15,19.1,12.3,799.0,82.6,180836.0,202482.0,24.6,19.9,1840.0,38456.0,0.435,3832.0,17.0,14.3,202482.0,124600.0,2193.0,7.2,180836.0,20709.0,2014
Moniteau County,Missouri,29,135,14.7,15.6,537.0,78.1,14587.0,15719.0,12.1,11.9,133.0,47386.0,0.3842,82.0,16.4,7.2,15719.0,110500.0,574.0,8.3,14587.0,19540.0,2014
Monmouth County,New Jersey,34,25,9.4,43.4,1241.0,78.9,522220.0,629702.0,12.8,7.4,5003.0,85605.0,0.4681,909.0,9.6,8.5,629702.0,386900.0,45548.0,8.7,522220.0,43548.0,2014
Mono County,California,6,51,9.2,30.7,1061.0,84.6,11993.0,14193.0,11.1,5.0,101.0,61814.0,0.3534,380.0,22.8,11.9,14193.0,324600.0,63.0,11.0,11993.0,29578.0,2014
Monona County,Iowa,19,133,14.3,13.1,542.0,78.8,8841.0,9149.0,20.5,11.4,60.0,41238.0,0.4301,19.0,8.7,5.1,9149.0,78900.0,32.0,7.0,8841.0,24645.0,2014
Monongalia County,West Virginia,54,61,11.0,37.7,735.0,85.7,91058.0,100332.0,8.8,22.8,750.0,46166.0,0.5153,143.0,11.1,6.1,100332.0,161500.0,3597.0,25.7,91058.0,26109.0,2014
Monroe County,Alabama,1,99,15.4,9.9,529.0,78.0,12436.0,22509.0,15.0,29.2,86.0,30569.0,0.492,221.0,16.9,18.8,22509.0,78800.0,9449.0,9.3,12436.0,16273.0,2014
Monroe County,Arkansas,5,95,25.3,10.9,514.0,79.5,4431.0,7855.0,17.5,30.2,62.0,27571.0,0.4905,8.0,15.7,12.7,7855.0,54100.0,3265.0,7.7,4431.0,17571.0,2014
Monroe County,Florida,12,87,13.3,29.0,1400.0,86.8,67153.0,75208.0,18.8,13.9,1146.0,55449.0,0.5037,280.0,25.3,7.1,75208.0,379700.0,4826.0,7.8,67153.0,34424.0,2014
Monroe County,Georgia,13,207,14.7,19.0,748.0,80.8,19713.0,26788.0,13.9,13.4,99.0,47815.0,0.4318,44.0,14.5,10.5,26788.0,150000.0,6451.0,9.8,19713.0,23196.0,2014
Monroe County,Illinois,17,133,9.9,27.1,833.0,77.8,32721.0,33373.0,13.3,5.4,247.0,69592.0,0.3958,4.0,5.7,5.4,33373.0,192400.0,98.0,7.3,32721.0,33059.0,2014
Monroe County,Indiana,18,105,10.5,45.1,819.0,85.1,122835.0,141101.0,9.2,24.9,2090.0,41857.0,0.5106,528.0,11.4,7.5,141101.0,158700.0,4155.0,28.9,122835.0,23837.0,2014
Monroe County,Iowa,19,135,14.4,16.5,542.0,78.6,7927.0,8019.0,16.8,10.9,45.0,47297.0,0.3929,5.0,12.1,6.4,8019.0,96800.0,16.0,7.6,7927.0,23983.0,2014
Monroe County,Kentucky,21,171,23.3,12.1,538.0,79.0,10418.0,10837.0,15.7,25.8,131.0,30378.0,0.458,0.0,12.6,9.2,10837.0,72000.0,224.0,8.9,10418.0,17571.0,2014
Monroe County,Michigan,26,115,12.9,17.9,791.0,79.3,142767.0,150851.0,12.9,11.8,1170.0,54911.0,0.4119,606.0,8.2,10.0,150851.0,137500.0,3462.0,8.9,142767.0,26617.0,2014
Monroe County,Mississippi,28,95,18.6,14.4,561.0,77.8,24735.0,36383.0,14.5,21.3,223.0,36708.0,0.4307,0.0,14.3,12.3,36383.0,77900.0,11232.0,9.2,24735.0,18576.0,2014
Monroe County,Missouri,29,137,16.6,12.2,565.0,78.5,8284.0,8725.0,18.6,15.4,72.0,40342.0,0.3707,54.0,15.5,6.3,8725.0,90200.0,267.0,6.8,8284.0,20303.0,2014
Monroe County,New York,36,55,12.2,37.2,820.0,79.7,569686.0,748076.0,12.8,15.4,9023.0,52501.0,0.4631,2644.0,6.7,8.1,748076.0,136600.0,113581.0,11.7,569686.0,29170.0,2014
Monroe County,Ohio,39,111,17.8,9.2,521.0,80.7,14307.0,14590.0,19.9,18.8,74.0,41394.0,0.4199,32.0,11.6,8.4,14590.0,88300.0,62.0,6.8,14307.0,22337.0,2014
Monroe County,Pennsylvania,42,89,13.7,22.8,1038.0,80.4,132910.0,168342.0,12.8,12.5,1013.0,57748.0,0.4051,612.0,12.2,13.7,168342.0,183100.0,22960.0,11.3,132910.0,25266.0,2014
Monroe County,Tennessee,47,123,19.4,10.7,577.0,79.5,42831.0,45002.0,16.6,19.0,423.0,37202.0,0.4563,258.0,15.1,13.7,45002.0,113700.0,1059.0,8.2,42831.0,19880.0,2014
Monroe County,West Virginia,54,63,24.6,12.2,571.0,82.1,13193.0,13524.0,20.3,16.5,48.0,38239.0,0.3896,43.0,15.0,8.6,13524.0,103600.0,79.0,7.1,13193.0,20041.0,2014
Monroe County,Wisconsin,55,81,12.6,15.9,759.0,76.8,42556.0,45116.0,13.6,15.4,332.0,49752.0,0.3911,448.0,12.1,6.3,45116.0,135600.0,561.0,7.3,42556.0,23406.0,2014
Montague County,Texas,48,337,18.0,16.9,721.0,79.1,18705.0,19568.0,19.7,14.7,215.0,45897.0,0.4538,56.0,22.3,6.0,19568.0,91800.0,41.0,6.8,18705.0,26109.0,2014
Montcalm County,Michigan,26,117,18.1,12.4,687.0,79.6,59373.0,63046.0,13.4,18.9,348.0,40739.0,0.41,256.0,13.3,13.0,63046.0,94800.0,1390.0,8.9,59373.0,19371.0,2014
Monterey County,California,6,53,8.6,22.1,1228.0,76.0,319839.0,424927.0,9.8,17.2,6479.0,58582.0,0.4579,4161.0,20.9,9.6,424927.0,362100.0,11826.0,11.3,319839.0,25048.0,2014
Montezuma County,Colorado,8,83,14.8,27.4,713.0,78.8,21246.0,25569.0,16.8,18.4,285.0,43431.0,0.4273,3107.0,22.7,9.6,25569.0,184300.0,75.0,7.2,21246.0,23611.0,2014
Montgomery County,Alabama,1,101,15.6,30.5,816.0,76.8,90109.0,228850.0,10.8,22.0,2594.0,44830.0,0.4771,593.0,13.4,8.9,228850.0,123100.0,127389.0,11.8,90109.0,25089.0,2014
Montgomery County,Arkansas,5,97,31.4,13.9,582.0,80.5,8776.0,9296.0,22.1,20.4,61.0,32293.0,0.4202,132.0,20.3,4.7,9296.0,76600.0,65.0,7.4,8776.0,18698.0,2014
Montgomery County,Georgia,13,209,16.4,12.6,534.0,80.6,6408.0,9000.0,11.8,24.7,76.0,34653.0,0.4552,29.0,20.5,6.2,9000.0,73400.0,2379.0,14.4,6408.0,17378.0,2014
Montgomery County,Illinois,17,135,14.1,10.1,606.0,82.4,26726.0,29740.0,14.5,14.6,220.0,45158.0,0.4228,53.0,6.9,6.8,29740.0,81100.0,2412.0,9.3,26726.0,20067.0,2014
Montgomery County,Indiana,18,107,14.4,18.3,672.0,78.7,36732.0,38183.0,13.9,15.1,382.0,46286.0,0.3998,86.0,13.8,8.9,38183.0,108200.0,405.0,12.1,36732.0,22392.0,2014
Montgomery County,Iowa,19,137,17.4,16.9,586.0,78.4,10228.0,10549.0,17.5,16.9,40.0,43566.0,0.4326,0.0,9.2,9.9,10549.0,78100.0,0.0,6.8,10228.0,23342.0,2014
Montgomery County,Kansas,20,125,18.1,17.1,601.0,77.9,29451.0,34602.0,15.1,18.2,339.0,40716.0,0.4329,793.0,15.2,10.0,34602.0,72400.0,1850.0,10.8,29451.0,20912.0,2014
Montgomery County,Kentucky,21,173,19.4,17.9,638.0,76.7,25398.0,26983.0,12.2,25.2,250.0,38373.0,0.4852,45.0,13.8,13.2,26983.0,111800.0,817.0,8.9,25398.0,21057.0,2014
Montgomery County,Maryland,24,31,7.7,59.2,1611.0,77.8,565216.0,1005087.0,11.4,6.9,12345.0,98704.0,0.4558,2754.0,11.2,6.5,1005087.0,448700.0,174915.0,8.2,565216.0,48916.0,2014
Montgomery County,Mississippi,28,97,18.1,14.2,597.0,77.8,5594.0,10634.0,16.3,27.4,48.0,30993.0,0.4332,0.0,13.8,9.6,10634.0,73300.0,5003.0,12.7,5594.0,16761.0,2014
Montgomery County,Missouri,29,139,18.0,9.7,623.0,78.5,11591.0,12054.0,17.0,17.8,81.0,40114.0,0.4172,15.0,13.4,10.9,12054.0,102800.0,100.0,7.5,11591.0,20529.0,2014
Montgomery County,New York,36,57,15.4,14.9,702.0,78.1,44837.0,49951.0,14.8,19.1,550.0,44167.0,0.4472,101.0,10.7,10.4,49951.0,101100.0,1123.0,8.8,44837.0,23809.0,2014
Montgomery County,North Carolina,37,123,16.1,15.6,544.0,78.3,21264.0,27626.0,15.3,26.2,283.0,32715.0,0.4842,423.0,18.7,12.6,27626.0,88600.0,4874.0,8.8,21264.0,19193.0,2014
Montgomery County,Ohio,39,113,15.3,26.2,731.0,78.6,394526.0,534801.0,13.8,18.5,6877.0,43281.0,0.4619,1076.0,11.5,10.6,534801.0,110500.0,110924.0,10.0,394526.0,25171.0,2014
Montgomery County,Pennsylvania,42,91,9.4,46.8,1146.0,79.2,658510.0,809372.0,13.6,6.4,6797.0,79926.0,0.4604,777.0,6.3,6.8,809372.0,290800.0,71761.0,8.1,658510.0,41699.0,2014
Montgomery County,Tennessee,47,125,13.0,23.2,856.0,74.6,130733.0,182015.0,7.3,16.3,2574.0,50693.0,0.42,1161.0,12.2,9.9,182015.0,143400.0,34480.0,12.4,130733.0,22867.0,2014
Montgomery County,Texas,48,339,10.7,33.9,994.0,75.0,423152.0,487028.0,10.3,12.3,3987.0,68840.0,0.4646,1925.0,17.9,6.7,487028.0,169800.0,21435.0,8.6,423152.0,33455.0,2014
Montgomery County,Virginia,51,121,9.3,46.2,851.0,86.5,83583.0,95808.0,8.8,25.6,1052.0,44810.0,0.4891,236.0,8.9,6.0,95808.0,201100.0,4041.0,32.6,83583.0,23727.0,2014
Montmorency County,Michigan,26,119,25.7,9.7,608.0,85.8,9258.0,9506.0,27.0,15.8,48.0,36448.0,0.3981,86.0,13.8,20.1,9506.0,94800.0,19.0,5.6,9258.0,20209.0,2014
Montour County,Pennsylvania,42,93,13.5,28.8,722.0,80.6,17489.0,18475.0,15.8,10.6,159.0,53604.0,0.4731,11.0,7.6,7.4,18475.0,157900.0,303.0,7.5,17489.0,30455.0,2014
Montrose County,Colorado,8,85,15.2,25.4,829.0,78.7,37489.0,40885.0,18.3,17.2,318.0,44885.0,0.4153,363.0,20.3,9.9,40885.0,194600.0,276.0,7.1,37489.0,23408.0,2014
Moody County,South Dakota,46,101,11.9,22.4,540.0,76.2,5191.0,6445.0,14.0,14.3,43.0,50651.0,0.4331,802.0,10.0,5.9,6445.0,113000.0,47.0,9.7,5191.0,26995.0,2014
Moore County,North Carolina,37,125,14.6,34.1,740.0,79.6,74988.0,90579.0,21.7,16.3,681.0,50393.0,0.4816,615.0,12.5,9.2,90579.0,199000.0,11160.0,6.9,74988.0,29570.0,2014
Moore County,Tennessee,47,127,17.4,14.2,660.0,83.2,5965.0,6348.0,18.8,12.3,34.0,43393.0,0.466,45.0,12.9,10.8,6348.0,141700.0,203.0,6.7,5965.0,25687.0,2014
Moore County,Texas,48,341,12.8,13.1,639.0,70.1,17771.0,22172.0,8.5,18.8,89.0,48149.0,0.3905,166.0,21.3,3.8,22172.0,87600.0,593.0,10.6,17771.0,19434.0,2014
Mora County,New Mexico,35,33,29.0,3.4,635.0,75.1,3140.0,4722.0,24.6,21.9,0.0,24425.0,0.4557,21.0,20.4,3.8,4722.0,81500.0,4.0,9.9,3140.0,18950.0,2014
Morehouse Parish,Louisiana,22,67,17.0,12.5,548.0,76.9,13889.0,27319.0,14.3,27.3,202.0,28304.0,0.519,34.0,22.2,10.4,27319.0,77400.0,12976.0,9.2,13889.0,17969.0,2014
Morgan County,Alabama,1,103,15.8,20.8,609.0,78.6,99065.0,119744.0,13.2,15.1,1052.0,45341.0,0.4488,915.0,15.8,10.8,119744.0,121900.0,14413.0,9.0,99065.0,24222.0,2014
Morgan County,Colorado,8,87,11.5,12.7,736.0,75.1,25350.0,28342.0,13.3,12.3,274.0,46223.0,0.4021,155.0,15.7,5.8,28342.0,135000.0,747.0,9.0,25350.0,21297.0,2014
Morgan County,Georgia,13,211,14.1,22.2,912.0,78.1,13178.0,17866.0,15.7,15.3,113.0,49746.0,0.4438,15.0,17.6,8.5,17866.0,175600.0,4323.0,6.8,13178.0,25012.0,2014
Morgan County,Illinois,17,137,14.6,20.0,615.0,81.0,32232.0,35272.0,14.6,14.4,426.0,46524.0,0.4277,34.0,9.6,8.8,35272.0,94600.0,2177.0,11.7,32232.0,24822.0,2014
Morgan County,Indiana,18,109,14.7,15.3,763.0,78.0,67620.0,69343.0,13.0,11.9,467.0,54986.0,0.396,43.0,12.5,8.0,69343.0,139900.0,218.0,8.1,67620.0,25245.0,2014
Morgan County,Kentucky,21,175,23.2,10.4,482.0,82.7,12753.0,13522.0,12.6,29.7,75.0,29730.0,0.468,10.0,13.6,9.7,13522.0,75600.0,416.0,7.4,12753.0,16379.0,2014
Morgan County,Missouri,29,141,21.5,11.6,637.0,80.4,19554.0,20314.0,22.1,21.4,133.0,34179.0,0.4316,9.0,23.4,13.9,20314.0,110300.0,257.0,6.5,19554.0,18445.0,2014
Morgan County,Ohio,39,115,18.5,9.9,537.0,79.0,13967.0,14977.0,17.1,19.5,72.0,38696.0,0.4535,33.0,13.4,9.0,14977.0,88600.0,509.0,7.6,13967.0,21010.0,2014
Morgan County,Tennessee,47,129,22.9,6.1,644.0,82.8,20630.0,21866.0,12.6,22.0,90.0,38003.0,0.4317,17.0,12.6,9.3,21866.0,91100.0,809.0,10.1,20630.0,16927.0,2014
Morgan County,Utah,49,29,8.6,37.8,819.0,67.9,9662.0,9955.0,10.6,4.8,48.0,79304.0,0.3763,0.0,9.5,6.1,9955.0,265400.0,0.0,7.9,9662.0,28193.0,2014
Morgan County,West Virginia,54,65,18.8,16.1,704.0,81.7,16976.0,17450.0,18.5,13.4,150.0,37406.0,0.4554,4.0,18.0,14.1,17450.0,160700.0,140.0,7.0,16976.0,22770.0,2014
Morrill County,Nebraska,31,123,14.9,15.9,626.0,77.4,4751.0,4918.0,17.2,14.0,43.0,45000.0,0.4167,15.0,14.8,5.1,4918.0,80600.0,13.0,7.4,4751.0,23268.0,2014
Morris County,Kansas,20,127,15.8,13.2,553.0,82.8,5589.0,5808.0,22.0,8.4,37.0,48072.0,0.3837,33.0,10.1,3.9,5808.0,83100.0,15.0,6.9,5589.0,24558.0,2014
Morris County,New Jersey,34,27,7.7,52.0,1353.0,79.1,406912.0,497103.0,12.9,4.7,3514.0,99142.0,0.451,485.0,8.0,7.0,497103.0,426700.0,16039.0,8.2,406912.0,48928.0,2014
Morris County,Texas,48,343,23.3,8.8,627.0,78.5,8900.0,12805.0,18.6,17.6,63.0,39387.0,0.443,57.0,17.5,13.1,12805.0,66000.0,2956.0,7.1,8900.0,20124.0,2014
Morrison County,Minnesota,27,97,12.5,14.5,643.0,78.5,32167.0,33054.0,14.8,12.1,256.0,48080.0,0.4123,59.0,8.0,7.4,33054.0,152200.0,123.0,7.4,32167.0,24091.0,2014
Morrow County,Ohio,39,117,13.9,12.2,662.0,76.5,34155.0,34991.0,13.3,13.4,66.0,51444.0,0.3872,18.0,11.1,8.3,34991.0,132600.0,153.0,7.9,34155.0,22825.0,2014
Morrow County,Oregon,41,49,15.1,9.1,647.0,75.2,9725.0,11217.0,12.6,19.3,115.0,50443.0,0.4007,95.0,17.2,10.7,11217.0,122200.0,34.0,9.6,9725.0,20750.0,2014
Morton County,Kansas,20,129,13.5,17.4,603.0,74.4,2583.0,3159.0,14.3,10.4,16.0,45638.0,0.427,10.0,9.8,4.1,3159.0,87200.0,52.0,11.1,2583.0,23486.0,2014
Morton County,North Dakota,38,59,11.2,21.1,710.0,79.2,26398.0,28428.0,13.3,8.7,270.0,58949.0,0.4118,943.0,6.1,3.3,28428.0,156400.0,239.0,8.3,26398.0,30293.0,2014
Motley County,Texas,48,345,18.3,16.1,543.0,80.5,1109.0,1172.0,17.3,14.5,12.0,34853.0,0.4339,7.0,29.9,9.6,1172.0,55400.0,12.0,13.9,1109.0,20712.0,2014
Moultrie County,Illinois,17,139,11.8,15.0,622.0,77.2,14655.0,14896.0,16.2,14.4,70.0,47438.0,0.4073,16.0,13.1,5.9,14896.0,96700.0,40.0,7.8,14655.0,23801.0,2014
Mountrail County,North Dakota,38,61,8.2,16.5,663.0,78.4,5735.0,8743.0,10.4,12.0,39.0,66250.0,0.4572,2445.0,17.6,3.8,8743.0,110500.0,30.0,9.6,5735.0,33839.0,2014
Mower County,Minnesota,27,99,12.6,17.9,711.0,77.3,36293.0,39312.0,14.8,14.9,444.0,47623.0,0.4419,64.0,9.9,6.5,39312.0,108300.0,986.0,9.4,36293.0,25209.0,2014
Muhlenberg County,Kentucky,21,177,20.2,6.4,530.0,80.3,29141.0,31391.0,14.1,21.2,172.0,38849.0,0.4265,69.0,14.1,9.5,31391.0,78200.0,1431.0,10.0,29141.0,19200.0,2014
