County,State,State_FIPS,County_FIPS,disability_rate,high_school_and_above_percentage,median_gross_rent,age_15_to_44_percentage,white_population,total_population,age_60_and_over,poverty_rate,housing_cost_burden,median_household_income,gini_index,native_american_population,health_insurance_rate,unemployment_rate,total_population_race,median_home_value,black_population,age_18_and_under_percentage,asian_population,per_capita_income,Year
Barbour County,Alabama,1,5,20.0,12.9,608.0,81.0,12806.0,27119.0,12.4,24.1,123.0,35634.0,0.4608,48.0,15.5,14.2,27119.0,89500.0,12565.0,10.1,12806.0,17350.0,2014
Barbour County,West Virginia,54,1,19.9,12.2,533.0,79.9,16206.0,16723.0,16.6,19.8,87.0,36351.0,0.4277,127.0,15.0,8.9,16723.0,86600.0,140.0,9.8,16206.0,17909.0,2014
Barnes County,North Dakota,38,3,11.2,23.1,560.0,83.4,10545.0,11096.0,17.4,7.4,55.0,54009.0,0.4631,90.0,6.7,1.5,11096.0,92000.0,71.0,11.0,10545.0,32698.0,2014
Barnstable County,Massachusetts,25,1,13.0,39.5,1101.0,84.7,200273.0,215167.0,24.0,9.7,2195.0,61597.0,0.4602,910.0,4.8,7.9,215167.0,362800.0,5384.0,8.4,200273.0,36964.0,2014
Barnwell County,South Carolina,45,11,22.4,9.9,632.0,76.7,11566.0,22287.0,13.6,28.7,337.0,33639.0,0.4843,145.0,15.9,16.3,22287.0,72200.0,9985.0,10.7,11566.0,18695.0,2014
Barren County,Kentucky,21,9,19.2,13.7,586.0,78.1,39908.0,42691.0,14.1,20.3,558.0,38885.0,0.4423,130.0,15.0,8.3,42691.0,101900.0,1861.0,8.4,39908.0,19907.0,2014
Barron County,Wisconsin,55,5,12.5,15.4,642.0,80.9,43879.0,45718.0,17.1,13.4,424.0,44709.0,0.4086,338.0,10.0,6.9,45718.0,135600.0,548.0,8.3,43879.0,23547.0,2014
Barrow County,Georgia,13,13,12.4,14.9,904.0,73.5,57049.0,70873.0,8.7,13.5,640.0,53256.0,0.3726,236.0,18.3,11.2,70873.0,122600.0,8387.0,8.4,57049.0,21185.0,2014
Barry County,Michigan,26,15,14.1,16.6,760.0,78.7,57148.0,59107.0,14.5,11.2,321.0,53730.0,0.3941,120.0,9.4,9.4,59107.0,135900.0,281.0,8.0,57148.0,25264.0,2014
Barry County,Missouri,29,9,18.0,12.2,579.0,78.0,32984.0,35681.0,17.6,20.0,241.0,38789.0,0.4142,199.0,18.4,12.1,35681.0,108800.0,23.0,8.1,32984.0,19680.0,2014
Bartholomew County,Indiana,18,5,12.3,30.8,807.0,77.7,68855.0,78628.0,12.6,12.8,591.0,54488.0,0.4292,274.0,12.2,5.6,78628.0,135900.0,1513.0,8.5,68855.0,27623.0,2014
Barton County,Kansas,20,9,14.0,16.2,603.0,77.4,25151.0,27566.0,15.2,16.0,161.0,43573.0,0.4729,71.0,15.1,7.0,27566.0,79800.0,526.0,9.3,25151.0,25750.0,2014
Barton County,Missouri,29,11,17.9,14.9,503.0,76.2,11604.0,12286.0,16.0,22.2,61.0,38792.0,0.4375,108.0,12.0,6.9,12286.0,87000.0,27.0,7.6,11604.0,20275.0,2014
Bartow County,Georgia,13,15,13.8,16.5,796.0,76.4,84464.0,100771.0,10.5,16.3,760.0,48306.0,0.4173,581.0,18.4,10.5,100771.0,123900.0,10785.0,9.4,84464.0,21715.0,2014
Bastrop County,Texas,48,21,13.1,15.2,856.0,76.7,63257.0,75708.0,11.3,15.9,410.0,53382.0,0.4147,819.0,22.1,9.0,75708.0,121500.0,5950.0,8.1,63257.0,23605.0,2014
Bates County,Missouri,29,13,19.7,11.7,600.0,76.7,16065.0,16780.0,16.5,20.4,285.0,39744.0,0.43,103.0,15.2,8.9,16780.0,100200.0,113.0,7.5,16065.0,21369.0,2014
Bath County,Kentucky,21,11,21.5,9.6,575.0,75.4,11434.0,11870.0,13.9,26.7,55.0,33091.0,0.4921,0.0,16.4,14.2,11870.0,69700.0,226.0,7.5,11434.0,17137.0,2014
Bath County,Virginia,51,17,15.7,19.8,583.0,81.8,4260.0,4644.0,26.0,9.3,17.0,46153.0,0.5055,0.0,14.2,4.1,4644.0,151200.0,275.0,0.9,4260.0,32259.0,2014
Baxter County,Arkansas,5,5,22.7,18.1,611.0,83.2,39830.0,41154.0,28.5,14.9,333.0,35594.0,0.4395,197.0,12.7,9.1,41154.0,119700.0,115.0,5.9,39830.0,21693.0,2014
Bay County,Florida,12,5,16.6,20.9,932.0,80.3,142262.0,172988.0,14.0,14.8,2492.0,47274.0,0.4347,1005.0,18.2,9.8,172988.0,156500.0,18052.0,9.6,142262.0,24937.0,2014
Bay County,Michigan,26,17,15.8,19.0,650.0,80.0,101200.0,107074.0,15.1,15.6,780.0,45715.0,0.4349,372.0,9.9,10.5,107074.0,93300.0,1377.0,8.8,101200.0,24538.0,2014
Bayfield County,Wisconsin,55,7,15.2,26.6,563.0,83.9,13051.0,15064.0,21.9,12.9,114.0,45158.0,0.411,1530.0,10.6,7.6,15064.0,158300.0,91.0,5.7,13051.0,25919.0,2014
Baylor County,Texas,48,23,19.9,21.4,469.0,78.7,3432.0,3648.0,22.1,16.8,107.0,33019.0,0.5835,26.0,20.0,2.7,3648.0,76600.0,60.0,2.8,3432.0,30573.0,2014
Beadle County,South Dakota,46,5,13.7,19.6,548.0,77.0,16119.0,17922.0,14.1,20.4,229.0,44258.0,0.4355,221.0,11.2,3.4,17922.0,91600.0,112.0,7.9,16119.0,24265.0,2014
Bear Lake County,Idaho,16,7,13.7,20.5,568.0,76.5,5740.0,5941.0,18.4,13.2,21.0,44974.0,0.3987,8.0,14.1,3.6,5941.0,127200.0,9.0,6.8,5740.0,21867.0,2014
Beaufort County,North Carolina,37,13,19.1,17.2,653.0,79.7,32947.0,47587.0,18.5,19.9,371.0,40671.0,0.4482,23.0,15.4,12.9,47587.0,116600.0,12350.0,8.4,32947.0,21789.0,2014
Beaufort County,South Carolina,45,13,12.0,40.0,1042.0,81.2,123152.0,168453.0,21.7,12.4,1987.0,57295.0,0.4604,434.0,16.3,7.9,168453.0,272900.0,31513.0,11.8,123152.0,32290.0,2014
Beauregard Parish,Louisiana,22,11,20.4,14.2,650.0,77.1,29708.0,36109.0,12.2,18.7,271.0,46420.0,0.4515,326.0,17.3,6.7,36109.0,97300.0,4750.0,9.6,29708.0,23451.0,2014
Beaver County,Oklahoma,40,7,9.6,16.4,633.0,77.7,4595.0,5581.0,16.2,9.2,20.0,52386.0,0.4222,23.0,16.4,2.9,5581.0,87200.0,62.0,8.0,4595.0,25610.0,2014
Beaver County,Pennsylvania,42,7,15.0,23.3,642.0,81.2,154687.0,170124.0,16.5,12.1,1761.0,50242.0,0.4282,151.0,7.4,7.2,170124.0,117300.0,10276.0,8.5,154687.0,26925.0,2014
Beaver County,Utah,49,1,11.1,17.9,689.0,68.9,6067.0,6514.0,11.3,13.0,28.0,50685.0,0.4033,43.0,12.2,9.5,6514.0,144200.0,15.0,8.6,6067.0,20405.0,2014
Beaverhead County,Montana,30,1,12.8,29.9,567.0,84.3,8878.0,9294.0,18.3,15.3,131.0,42577.0,0.4419,101.0,11.2,6.3,9294.0,172800.0,4.0,12.7,8878.0,25294.0,2014
Becker County,Minnesota,27,5,12.2,21.5,677.0,78.2,29021.0,32971.0,17.2,13.5,151.0,51470.0,0.421,2406.0,11.7,4.5,32971.0,173400.0,147.0,6.9,29021.0,25899.0,2014
Beckham County,Oklahoma,40,9,15.4,15.2,700.0,78.0,19551.0,22941.0,9.5,14.4,190.0,49027.0,0.4878,314.0,18.4,3.2,22941.0,110600.0,775.0,10.4,19551.0,25654.0,2014
Bedford City,Virginia,51,515,,,,,,,,,,,,,,,,,,,,,2014
Bedford County,Pennsylvania,42,9,17.3,13.3,620.0,81.2,48310.0,49332.0,17.8,13.5,366.0,44692.0,0.4164,96.0,11.3,7.3,49332.0,120100.0,325.0,7.8,48310.0,23075.0,2014
Bedford County,Tennessee,47,3,15.1,12.8,667.0,75.6,38954.0,45660.0,12.8,21.1,397.0,40989.0,0.4443,366.0,16.9,8.5,45660.0,113200.0,2810.0,8.6,38954.0,19855.0,2014
Bedford County,Virginia,51,19,13.4,26.1,756.0,81.2,68143.0,75607.0,17.2,10.2,427.0,56043.0,0.4223,125.0,9.7,7.0,75607.0,196500.0,5257.0,7.4,68143.0,28548.0,2014
Bee County,Texas,48,25,18.1,7.5,781.0,84.9,25771.0,32462.0,8.2,23.3,110.0,41738.0,0.473,108.0,21.5,7.3,32462.0,72300.0,2849.0,12.0,25771.0,16509.0,2014
Belknap County,New Hampshire,33,1,12.3,28.7,899.0,81.8,58050.0,60252.0,17.2,10.2,446.0,60782.0,0.4257,182.0,11.9,6.0,60252.0,220600.0,489.0,7.5,58050.0,31044.0,2014
Bell County,Kentucky,21,13,29.9,9.8,486.0,79.9,26780.0,28234.0,14.2,32.7,270.0,24976.0,0.4729,58.0,17.9,11.8,28234.0,62600.0,734.0,9.4,26780.0,14657.0,2014
Bell County,Texas,48,27,13.3,21.3,865.0,73.9,209370.0,321591.0,8.2,14.9,4133.0,51027.0,0.4238,2629.0,15.3,9.4,321591.0,124500.0,68492.0,13.3,209370.0,23335.0,2014
Belmont County,Ohio,39,13,16.7,14.3,554.0,82.9,65442.0,69793.0,15.0,14.5,546.0,43045.0,0.4329,66.0,10.6,9.0,69793.0,89700.0,2654.0,9.1,65442.0,23285.0,2014
Beltrami County,Minnesota,27,7,12.2,26.9,661.0,76.9,33650.0,45236.0,12.5,20.5,452.0,43990.0,0.4422,9109.0,14.2,11.0,45236.0,147200.0,386.0,14.6,33650.0,22120.0,2014
Ben Hill County,Georgia,13,17,23.7,10.6,609.0,74.8,10509.0,17547.0,12.3,36.2,115.0,30643.0,0.4829,0.0,21.3,12.0,17547.0,80400.0,6141.0,11.1,10509.0,15497.0,2014
Benewah County,Idaho,16,9,18.7,11.4,654.0,79.9,7896.0,9149.0,19.7,15.6,64.0,38963.0,0.4062,839.0,22.0,10.6,9149.0,135600.0,49.0,8.1,7896.0,21131.0,2014
Bennett County,South Dakota,46,7,12.7,13.7,461.0,69.4,1029.0,3440.0,9.7,39.4,39.0,34697.0,0.492,1825.0,23.5,15.4,3440.0,52100.0,36.0,10.3,1029.0,16032.0,2014
Bennington County,Vermont,50,3,16.4,29.6,872.0,81.4,35396.0,36739.0,18.3,14.2,527.0,49303.0,0.4657,29.0,5.4,7.3,36739.0,210600.0,209.0,8.6,35396.0,29647.0,2014
Benson County,North Dakota,38,5,8.6,11.4,410.0,69.7,2908.0,6764.0,12.4,35.5,31.0,38729.0,0.5074,3770.0,19.7,5.4,6764.0,54500.0,0.0,9.0,2908.0,19443.0,2014
Bent County,Colorado,8,11,23.3,5.4,706.0,89.2,4845.0,6000.0,11.1,18.4,106.0,39053.0,0.4481,157.0,16.4,10.1,6000.0,69800.0,724.0,3.8,4845.0,15402.0,2014
Benton County,Arkansas,5,7,9.5,31.5,787.0,74.5,204379.0,232611.0,11.3,11.7,2153.0,56325.0,0.437,3595.0,14.1,5.0,232611.0,148500.0,3131.0,8.3,204379.0,27522.0,2014
Benton County,Indiana,18,7,17.8,15.2,697.0,75.5,8645.0,8810.0,13.6,13.4,81.0,46909.0,0.3832,0.0,15.8,5.8,8810.0,84300.0,66.0,8.1,8645.0,22591.0,2014
Benton County,Iowa,19,11,12.0,18.8,604.0,77.6,25194.0,25895.0,14.3,8.7,168.0,59186.0,0.3884,7.0,5.9,4.2,25895.0,137100.0,162.0,8.0,25194.0,28177.0,2014
Benton County,Minnesota,27,9,12.5,18.9,658.0,77.6,36841.0,38980.0,10.9,14.2,385.0,53006.0,0.3981,195.0,9.3,8.1,38980.0,155500.0,954.0,9.4,36841.0,24791.0,2014
Benton County,Mississippi,28,9,18.7,10.0,583.0,77.7,5204.0,8573.0,16.8,21.6,51.0,29132.0,0.5216,13.0,17.2,16.2,8573.0,74300.0,3140.0,10.5,5204.0,19734.0,2014
Benton County,Missouri,29,15,21.8,10.1,589.0,83.8,18406.0,18961.0,27.0,19.7,113.0,33145.0,0.4272,79.0,14.1,8.4,18961.0,105400.0,51.0,5.7,18406.0,19412.0,2014
Benton County,Oregon,41,3,10.4,52.7,845.0,85.1,75656.0,86034.0,12.0,22.7,899.0,49338.0,0.4848,484.0,10.0,8.7,86034.0,268400.0,857.0,24.2,75656.0,27233.0,2014
Benton County,Tennessee,47,5,23.1,8.9,562.0,82.1,15603.0,16345.0,20.2,21.8,102.0,34087.0,0.4347,28.0,15.5,14.5,16345.0,82200.0,581.0,7.0,15603.0,19168.0,2014
Benton County,Washington,53,5,11.9,32.1,822.0,75.5,146078.0,182053.0,11.4,13.7,1687.0,60589.0,0.4329,1482.0,14.1,7.2,182053.0,179800.0,2871.0,9.4,146078.0,29060.0,2014
Benzie County,Michigan,26,19,18.3,24.0,765.0,82.1,16756.0,17450.0,21.5,12.0,78.0,47620.0,0.4065,215.0,13.5,9.4,17450.0,147400.0,92.0,6.9,16756.0,25433.0,2014
Bergen County,New Jersey,34,3,8.4,47.5,1340.0,79.5,655209.0,920456.0,13.6,7.5,9235.0,83686.0,0.4811,1881.0,12.2,7.3,920456.0,443500.0,52849.0,8.3,655209.0,43194.0,2014
Berkeley County,South Carolina,45,15,12.7,19.9,982.0,77.3,127306.0,188835.0,10.0,14.5,1908.0,51844.0,0.4231,973.0,16.5,11.2,188835.0,151100.0,46763.0,12.2,127306.0,24474.0,2014
Berkeley County,West Virginia,54,3,13.2,20.0,874.0,76.9,94247.0,107324.0,11.6,14.6,981.0,55100.0,0.4202,124.0,12.9,11.2,107324.0,162400.0,7663.0,8.1,94247.0,26516.0,2014
Berks County,Pennsylvania,42,11,13.1,22.2,849.0,78.9,346306.0,413016.0,13.4,14.3,4019.0,55798.0,0.4322,1752.0,10.1,9.4,413016.0,169200.0,20084.0,10.3,346306.0,26998.0,2014
Berkshire County,Massachusetts,25,3,14.3,31.2,754.0,83.0,119613.0,130064.0,17.6,12.7,1904.0,49737.0,0.4723,369.0,3.3,9.4,130064.0,204100.0,3642.0,10.0,119613.0,30168.0,2014
Bernalillo County,New Mexico,35,1,12.7,32.6,800.0,78.3,481651.0,671429.0,11.7,18.6,7977.0,48390.0,0.4683,29705.0,15.8,8.7,671429.0,185500.0,19358.0,10.4,481651.0,26916.0,2014
Berrien County,Georgia,13,19,17.8,12.8,533.0,77.9,16153.0,19091.0,13.7,25.3,137.0,31812.0,0.4526,14.0,25.6,15.8,19091.0,80900.0,2070.0,9.4,16153.0,16660.0,2014
Berrien County,Michigan,26,21,14.0,26.4,665.0,78.7,121768.0,155992.0,15.1,17.6,1356.0,44701.0,0.4573,614.0,12.1,10.6,155992.0,130700.0,23475.0,9.0,121768.0,24304.0,2014
Bertie County,North Carolina,37,15,20.7,8.2,620.0,82.9,7474.0,20677.0,15.4,25.5,200.0,29388.0,0.4634,124.0,15.1,15.2,20677.0,79300.0,12868.0,9.8,7474.0,16557.0,2014
Bethel Census Area,Alaska,2,50,9.8,8.9,1212.0,67.8,2043.0,17576.0,6.0,23.7,54.0,51930.0,0.4427,14303.0,25.9,17.3,17576.0,185100.0,117.0,11.4,2043.0,18875.0,2014
Bexar County,Texas,48,29,13.3,27.0,862.0,75.5,1372868.0,1789088.0,9.4,17.8,21081.0,50867.0,0.4606,12664.0,19.1,8.0,1789088.0,126100.0,131053.0,11.6,1372868.0,24525.0,2014
Bibb County,Alabama,1,7,15.8,9.2,610.0,82.2,17379.0,22653.0,11.8,17.0,138.0,37984.0,0.4365,160.0,12.9,10.9,22653.0,96300.0,4797.0,9.3,17379.0,18110.0,2014
Bibb County,Georgia,13,21,14.3,22.6,742.0,75.3,67556.0,155237.0,11.1,26.7,1898.0,36614.0,0.515,125.0,17.4,12.7,155237.0,122000.0,81443.0,10.3,67556.0,21276.0,2014
Bienville Parish,Louisiana,22,13,21.5,11.5,490.0,78.1,7822.0,14122.0,16.3,27.5,87.0,32826.0,0.498,36.0,15.9,10.9,14122.0,60900.0,5980.0,8.9,7822.0,20622.0,2014
Big Horn County,Montana,30,3,11.0,15.5,675.0,66.9,4311.0,13079.0,9.9,28.8,59.0,42650.0,0.449,8317.0,41.6,20.6,13079.0,88400.0,0.0,10.7,4311.0,16279.0,2014
Big Horn County,Wyoming,56,3,16.5,19.0,593.0,78.6,11094.0,11827.0,18.7,10.8,36.0,52432.0,0.3926,257.0,14.0,4.9,11827.0,137000.0,6.0,9.0,11094.0,24960.0,2014
Big Stone County,Minnesota,27,11,16.4,17.4,518.0,82.1,5084.0,5180.0,23.5,13.2,12.0,47537.0,0.4395,13.0,5.5,3.2,5180.0,93900.0,14.0,6.7,5084.0,27698.0,2014
Bingham County,Idaho,16,11,13.0,17.5,617.0,70.1,39784.0,45558.0,11.4,13.9,190.0,48088.0,0.4028,2474.0,16.7,7.2,45558.0,136300.0,133.0,8.9,39784.0,19647.0,2014
Black Hawk County,Iowa,19,13,11.9,26.1,694.0,79.9,113211.0,131947.0,12.6,16.6,1515.0,47002.0,0.4297,290.0,7.5,7.8,131947.0,125700.0,12200.0,15.4,113211.0,24771.0,2014
Blackford County,Indiana,18,9,20.9,9.4,599.0,79.1,12277.0,12576.0,16.2,16.0,119.0,39370.0,0.4197,16.0,17.0,11.0,12576.0,67600.0,73.0,8.0,12277.0,20754.0,2014
Bladen County,North Carolina,37,17,22.5,8.5,614.0,78.9,20183.0,34915.0,15.0,27.9,200.0,29532.0,0.4913,847.0,17.5,12.9,34915.0,86100.0,12325.0,10.3,20183.0,19059.0,2014
Blaine County,Idaho,16,13,6.4,45.0,934.0,79.1,19151.0,21269.0,14.4,10.8,442.0,62489.0,0.455,63.0,17.6,4.7,21269.0,373000.0,18.0,6.3,19151.0,34517.0,2014
Blaine County,Montana,30,5,16.0,12.6,469.0,71.6,3154.0,6576.0,12.0,28.0,29.0,37065.0,0.4473,3240.0,33.3,11.0,6576.0,78400.0,8.0,9.3,3154.0,17529.0,2014
Blaine County,Oklahoma,40,11,21.2,14.2,562.0,80.2,7827.0,9832.0,14.7,15.2,45.0,44183.0,0.4462,516.0,15.2,3.2,9832.0,74400.0,613.0,8.5,7827.0,21130.0,2014
Blair County,Pennsylvania,42,13,16.0,19.1,630.0,80.4,121835.0,126708.0,15.8,14.2,1307.0,43871.0,0.4361,67.0,9.4,6.7,126708.0,108500.0,2041.0,9.9,121835.0,23785.0,2014
Blanco County,Texas,48,31,16.8,24.5,739.0,80.3,9960.0,10625.0,18.4,10.1,90.0,51740.0,0.4234,100.0,21.4,8.2,10625.0,171900.0,132.0,4.7,9960.0,28113.0,2014
Bland County,Virginia,51,21,20.5,13.3,607.0,85.1,6402.0,6727.0,15.6,13.5,31.0,43508.0,0.3824,0.0,11.0,8.3,6727.0,94100.0,302.0,6.8,6402.0,19042.0,2014
Bleckley County,Georgia,13,23,20.1,14.7,636.0,78.5,8960.0,12912.0,13.4,25.9,122.0,35507.0,0.5324,3.0,14.6,7.0,12912.0,85500.0,3667.0,16.4,8960.0,19191.0,2014
Bledsoe County,Tennessee,47,7,25.4,7.7,523.0,84.5,12390.0,13240.0,14.3,21.6,80.0,34450.0,0.4443,14.0,14.9,12.5,13240.0,105000.0,576.0,8.3,12390.0,16631.0,2014
Blount County,Alabama,1,9,17.0,11.5,609.0,78.4,54927.0,57645.0,14.3,17.3,159.0,44409.0,0.4134,287.0,12.1,9.3,57645.0,117700.0,885.0,8.6,54927.0,20501.0,2014
Blount County,Tennessee,47,9,15.7,21.9,744.0,80.2,117279.0,124435.0,15.7,14.4,1115.0,46518.0,0.4434,511.0,12.4,9.0,124435.0,163600.0,3658.0,8.5,117279.0,24507.0,2014
Blue Earth County,Minnesota,27,13,9.2,28.0,726.0,82.3,59808.0,64720.0,10.6,18.9,638.0,50977.0,0.4472,234.0,6.5,5.7,64720.0,159100.0,1970.0,21.9,59808.0,26181.0,2014
Boise County,Idaho,16,15,16.1,24.7,553.0,81.7,6569.0,6880.0,21.0,15.9,51.0,41194.0,0.4572,146.0,17.2,12.9,6880.0,187700.0,28.0,4.8,6569.0,25562.0,2014
Bolivar County,Mississippi,28,11,12.3,17.9,576.0,75.7,11266.0,33961.0,11.1,34.8,350.0,29255.0,0.4959,48.0,18.9,16.7,33961.0,84900.0,21794.0,12.3,11266.0,16666.0,2014
Bollinger County,Missouri,29,17,23.2,10.2,556.0,78.9,12137.0,12394.0,16.4,22.0,45.0,38906.0,0.4545,9.0,11.5,5.0,12394.0,96800.0,41.0,7.9,12137.0,20186.0,2014
Bon Homme County,South Dakota,46,9,12.9,14.9,509.0,85.5,6354.0,7032.0,15.4,12.8,56.0,42795.0,0.4495,392.0,7.4,1.3,7032.0,69200.0,44.0,9.4,6354.0,21983.0,2014
Bond County,Illinois,17,5,14.9,18.0,631.0,82.3,15983.0,17571.0,12.9,15.9,82.0,48120.0,0.4549,18.0,7.2,7.9,17571.0,106500.0,817.0,10.6,15983.0,23232.0,2014
Bonner County,Idaho,16,17,15.3,21.8,734.0,81.0,39195.0,40899.0,19.3,15.6,398.0,41879.0,0.4657,338.0,18.4,8.1,40899.0,215600.0,49.0,6.6,39195.0,24333.0,2014
Bonneville County,Idaho,16,19,12.7,30.3,706.0,71.4,96550.0,106703.0,10.1,12.7,1033.0,50897.0,0.4291,481.0,14.0,6.1,106703.0,154000.0,579.0,8.4,96550.0,23160.0,2014
Boone County,Arkansas,5,9,20.6,15.5,596.0,78.9,35846.0,37169.0,17.3,16.9,182.0,38705.0,0.4486,344.0,15.1,9.3,37169.0,109000.0,60.0,8.1,35846.0,21348.0,2014
Boone County,Illinois,17,7,9.0,18.7,720.0,76.1,48297.0,54005.0,11.4,11.9,277.0,60166.0,0.4211,13.0,10.9,11.5,54005.0,150900.0,1249.0,9.1,48297.0,25950.0,2014
Boone County,Indiana,18,11,8.6,43.8,800.0,74.3,56172.0,59246.0,10.9,6.9,411.0,67416.0,0.4896,67.0,8.5,4.8,59246.0,183900.0,761.0,7.2,56172.0,38024.0,2014
Boone County,Iowa,19,15,12.2,20.5,642.0,79.4,25635.0,26326.0,14.2,10.7,232.0,52714.0,0.4099,85.0,8.4,5.3,26326.0,119800.0,270.0,8.1,25635.0,27160.0,2014
Boone County,Kentucky,21,15,10.9,32.1,892.0,74.2,113086.0,123030.0,9.4,8.7,737.0,67286.0,0.4001,356.0,8.6,6.2,123030.0,174200.0,3760.0,7.9,113086.0,29656.0,2014
Boone County,Missouri,29,19,10.3,47.5,798.0,80.3,138849.0,168268.0,8.7,20.1,1819.0,49059.0,0.4881,467.0,9.0,5.6,168268.0,165900.0,14684.0,20.5,138849.0,27098.0,2014
Boone County,Nebraska,31,11,12.6,13.5,578.0,78.9,5371.0,5404.0,18.4,10.7,17.0,47450.0,0.4442,0.0,7.1,2.8,5404.0,86500.0,5.0,7.5,5371.0,25985.0,2014
Boone County,West Virginia,54,5,28.9,7.3,569.0,78.4,23860.0,24257.0,13.9,21.1,153.0,42740.0,0.4557,0.0,11.6,9.3,24257.0,77400.0,209.0,7.9,23860.0,22400.0,2014
Bosque County,Texas,48,35,17.6,15.6,618.0,80.3,16974.0,18052.0,21.0,14.3,130.0,44339.0,0.4581,63.0,21.5,9.3,18052.0,86600.0,283.0,7.1,16974.0,24290.0,2014
Bossier Parish,Louisiana,22,15,12.4,25.2,888.0,76.0,88168.0,121918.0,10.8,13.6,1592.0,52754.0,0.4359,870.0,14.3,6.3,121918.0,147500.0,25859.0,10.5,88168.0,27199.0,2014
Botetourt County,Virginia,51,23,13.6,25.3,881.0,81.2,31172.0,33105.0,17.0,7.2,72.0,63011.0,0.4315,90.0,5.6,5.3,33105.0,210300.0,1242.0,7.3,31172.0,32266.0,2014
Bottineau County,North Dakota,38,9,12.4,15.8,599.0,82.3,6195.0,6579.0,18.6,10.4,33.0,52593.0,0.4786,125.0,9.9,3.2,6579.0,94000.0,45.0,11.0,6195.0,31638.0,2014
Boulder County,Colorado,8,13,8.1,59.0,1149.0,81.3,267572.0,305166.0,9.8,14.6,3485.0,69407.0,0.4758,1599.0,10.3,6.9,305166.0,358000.0,2821.0,15.8,267572.0,38524.0,2014
Boundary County,Idaho,16,21,18.6,15.1,719.0,79.2,10292.0,10903.0,19.4,16.3,42.0,39204.0,0.4456,218.0,28.5,5.2,10903.0,173500.0,15.0,6.8,10292.0,20049.0,2014
Bourbon County,Kansas,20,11,17.5,19.5,580.0,76.4,13916.0,14913.0,15.4,17.6,110.0,39555.0,0.4414,62.0,11.1,4.8,14913.0,80100.0,581.0,11.0,13916.0,20798.0,2014
Bourbon County,Kentucky,21,17,14.5,13.8,657.0,77.2,17990.0,19972.0,14.3,17.7,225.0,43521.0,0.4571,26.0,14.1,10.8,19972.0,139300.0,1438.0,8.6,17990.0,23267.0,2014
Bowie County,Texas,48,37,15.4,17.9,713.0,78.3,64647.0,93068.0,12.3,19.4,863.0,42917.0,0.4826,769.0,18.2,8.4,93068.0,99800.0,22695.0,9.6,64647.0,22977.0,2014
Bowman County,North Dakota,38,11,10.9,16.8,569.0,79.2,3041.0,3192.0,18.8,7.9,22.0,63750.0,0.4647,32.0,6.5,2.1,3192.0,128700.0,3.0,7.2,3041.0,34290.0,2014
Box Butte County,Nebraska,31,13,11.7,14.5,551.0,72.5,10487.0,11308.0,13.2,20.3,242.0,49367.0,0.4187,571.0,10.9,4.6,11308.0,93000.0,13.0,9.1,10487.0,24865.0,2014
Box Elder County,Utah,49,3,12.0,24.5,653.0,69.6,47157.0,50613.0,10.9,9.6,184.0,57336.0,0.3833,460.0,9.6,6.3,50613.0,166200.0,149.0,8.9,47157.0,22150.0,2014
Boyd County,Kentucky,21,19,20.2,16.3,602.0,81.0,46653.0,49242.0,15.0,19.7,528.0,41739.0,0.4949,144.0,13.5,11.4,49242.0,96700.0,1313.0,7.6,46653.0,24446.0,2014
Boyd County,Nebraska,31,15,16.8,18.9,395.0,79.0,2007.0,2067.0,23.8,12.1,9.0,40083.0,0.4201,14.0,12.1,1.2,2067.0,54100.0,16.0,4.7,2007.0,22783.0,2014
Boyle County,Kentucky,21,21,17.8,21.9,630.0,80.6,25992.0,29150.0,14.5,15.8,366.0,40853.0,0.4685,20.0,12.7,8.7,29150.0,133000.0,2009.0,12.9,25992.0,22394.0,2014
Bracken County,Kentucky,21,23,15.1,11.6,536.0,76.9,8382.0,8459.0,13.2,17.0,77.0,40194.0,0.431,0.0,9.2,7.2,8459.0,93400.0,1.0,8.2,8382.0,21742.0,2014
Bradford County,Florida,12,7,18.6,9.1,704.0,83.2,21368.0,27552.0,13.6,19.3,206.0,40481.0,0.4533,36.0,18.3,14.5,27552.0,93000.0,5449.0,8.9,21368.0,18540.0,2014
Bradford County,Pennsylvania,42,15,14.4,15.1,666.0,79.3,60929.0,62510.0,17.0,13.2,485.0,48418.0,0.4215,61.0,11.7,6.0,62510.0,123700.0,323.0,7.8,60929.0,24431.0,2014
Bradley County,Arkansas,5,11,20.5,11.0,611.0,76.7,6835.0,11316.0,15.4,29.4,55.0,33745.0,0.4891,19.0,20.0,7.3,11316.0,64400.0,3240.0,8.6,6835.0,20243.0,2014
Bradley County,Tennessee,47,11,18.5,19.7,711.0,78.6,92821.0,101004.0,13.3,19.8,1196.0,41575.0,0.4649,164.0,14.5,11.2,101004.0,141400.0,4551.0,10.4,92821.0,22294.0,2014
Branch County,Michigan,26,23,14.3,12.1,672.0,79.1,41670.0,43965.0,13.9,18.2,291.0,42538.0,0.4325,124.0,12.7,9.1,43965.0,94800.0,1077.0,8.6,41670.0,20823.0,2014
Brantley County,Georgia,13,25,24.3,4.4,523.0,74.8,17412.0,18463.0,12.4,20.9,94.0,36301.0,0.4061,0.0,29.5,12.9,18463.0,66900.0,748.0,8.9,17412.0,16774.0,2014
