County,State,State_FIPS,County_FIPS,disability_rate,high_school_and_above_percentage,age_15_to_44_percentage,median_gross_rent,housing_cost_burden,poverty_rate,age_60_and_over,total_population,white_population,median_household_income,unemployment_rate,health_insurance_rate,native_american_population,gini_index,age_18_and_under_percentage,black_population,median_home_value,total_population_race,per_capita_income,asian_population,Year
Washington County,Missouri,29,221,26.1,8.0,80.1,505.0,140.0,19.8,13.9,25002.0,23702.0,36701.0,10.9,84.8,96.0,0.4459,8.2,594.0,80400.0,25002.0,18472.0,23702.0,2016
Washington County,Nebraska,31,177,13.6,30.6,78.3,696.0,232.0,9.2,14.8,20338.0,19692.0,65565.0,1.5,94.4,33.0,0.4075,9.0,135.0,178000.0,20338.0,31776.0,19692.0,2016
Washington County,New York,36,115,13.8,20.2,82.7,819.0,605.0,12.9,15.1,62465.0,58702.0,51449.0,8.1,91.9,165.0,0.4127,9.5,2038.0,143900.0,62465.0,25200.0,58702.0,2016
Washington County,North Carolina,37,187,22.5,9.7,79.8,679.0,131.0,23.6,19.4,12503.0,5815.0,33286.0,16.0,84.7,18.0,0.4833,11.1,6079.0,82400.0,12503.0,20423.0,5815.0,2016
Washington County,Ohio,39,167,19.9,18.4,81.9,625.0,565.0,15.7,17.2,61154.0,58825.0,44763.0,4.7,91.4,240.0,0.4528,10.0,682.0,114000.0,61154.0,25462.0,58825.0,2016
Washington County,Oklahoma,40,147,16.2,26.3,77.8,686.0,465.0,14.4,16.4,51892.0,40589.0,50038.0,4.8,84.9,5192.0,0.4661,8.6,1287.0,111900.0,51892.0,28528.0,40589.0,2016
Washington County,Oregon,41,67,10.2,41.2,77.5,1111.0,7829.0,11.1,10.3,564088.0,437467.0,69743.0,6.6,90.5,3550.0,0.427,8.4,10288.0,301600.0,564088.0,33433.0,437467.0,2016
Washington County,Pennsylvania,42,125,14.7,28.1,81.9,687.0,1684.0,10.1,16.8,208269.0,195449.0,57534.0,6.2,94.3,184.0,0.4503,9.1,5987.0,156000.0,208269.0,31561.0,195449.0,2016
Washington County,Rhode Island,44,9,11.0,44.6,83.7,1062.0,1215.0,10.0,16.5,126319.0,117729.0,74302.0,6.6,94.9,1056.0,0.4401,14.9,1942.0,315100.0,126319.0,37692.0,117729.0,2016
Washington County,Tennessee,47,179,17.7,30.9,81.6,706.0,1266.0,17.1,15.8,126044.0,115871.0,44444.0,5.7,88.9,450.0,0.4873,12.1,5017.0,149200.0,126044.0,26662.0,115871.0,2016
Washington County,Texas,48,477,14.8,22.0,79.3,806.0,52.0,14.4,17.5,34544.0,26919.0,52718.0,4.9,84.6,242.0,0.4509,11.5,5851.0,156000.0,34544.0,25976.0,26919.0,2016
Washington County,Utah,49,53,13.0,27.6,73.7,964.0,1116.0,14.8,18.9,151959.0,138580.0,52865.0,6.3,84.6,2136.0,0.4289,9.0,968.0,221700.0,151959.0,23549.0,138580.0,2016
Washington County,Vermont,50,23,11.5,40.5,82.3,861.0,786.0,11.4,15.5,58963.0,56607.0,58171.0,4.6,95.3,132.0,0.4346,11.1,482.0,213200.0,58963.0,31464.0,56607.0,2016
Washington County,Virginia,51,191,18.0,24.8,83.4,626.0,412.0,14.3,18.8,54562.0,52516.0,43835.0,6.4,89.1,46.0,0.447,8.5,699.0,136600.0,54562.0,25287.0,52516.0,2016
Washington County,Wisconsin,55,131,10.1,29.4,79.4,841.0,881.0,5.7,14.1,133422.0,127480.0,70325.0,4.0,95.3,196.0,0.4058,7.7,1447.0,215700.0,133422.0,34722.0,127480.0,2016
Washington Parish,Louisiana,22,117,23.2,11.9,77.7,581.0,401.0,26.4,14.3,46367.0,31155.0,31013.0,13.1,83.9,124.0,0.49,8.4,13821.0,82100.0,46367.0,17957.0,31155.0,2016
Washita County,Oklahoma,40,149,12.2,21.4,76.1,651.0,95.0,15.9,14.5,11626.0,10638.0,48715.0,3.0,89.0,105.0,0.4412,7.7,9.0,80800.0,11626.0,25032.0,10638.0,2016
Washoe County,Nevada,32,31,12.2,29.0,79.6,918.0,6356.0,15.0,13.8,439914.0,354121.0,54955.0,8.0,85.9,6906.0,0.4676,9.6,10117.0,236900.0,439914.0,29942.0,354121.0,2016
Washtenaw County,Michigan,26,161,8.6,53.2,82.2,980.0,4229.0,15.2,10.7,358082.0,264906.0,62484.0,6.3,94.3,1076.0,0.4796,19.1,42970.0,218100.0,358082.0,35888.0,264906.0,2016
Watauga County,North Carolina,37,189,10.7,38.9,88.0,832.0,488.0,31.3,13.0,52745.0,49587.0,39443.0,8.8,89.6,170.0,0.5248,31.4,632.0,230700.0,52745.0,22892.0,49587.0,2016
Watonwan County,Minnesota,27,165,10.4,16.3,77.3,593.0,72.0,11.7,17.6,10996.0,9970.0,50068.0,2.7,85.2,50.0,0.4219,8.9,70.0,94900.0,10996.0,26273.0,9970.0,2016
Waukesha County,Wisconsin,55,133,9.9,41.6,79.7,943.0,2667.0,5.2,14.8,395377.0,366591.0,78268.0,3.7,96.1,898.0,0.4357,8.1,5709.0,254700.0,395377.0,40174.0,366591.0,2016
Waupaca County,Wisconsin,55,135,14.0,17.7,80.8,685.0,363.0,10.6,18.0,51974.0,50292.0,52441.0,4.5,93.0,280.0,0.4239,7.6,223.0,137700.0,51974.0,28145.0,50292.0,2016
Waushara County,Wisconsin,55,137,15.6,15.1,84.3,661.0,146.0,11.5,20.8,24238.0,22695.0,46581.0,6.3,91.1,125.0,0.4296,6.8,383.0,137200.0,24238.0,24861.0,22695.0,2016
Wayne County,Georgia,13,305,17.5,13.3,78.5,599.0,202.0,20.6,12.9,30006.0,22401.0,39908.0,12.8,79.9,30.0,0.4576,9.2,6155.0,98600.0,30006.0,18663.0,22401.0,2016
Wayne County,Illinois,17,191,17.2,14.0,79.3,569.0,139.0,15.6,18.1,16517.0,16070.0,46903.0,5.2,91.8,27.0,0.4209,7.9,110.0,78000.0,16517.0,24342.0,16070.0,2016
Wayne County,Indiana,18,177,18.1,17.1,79.8,622.0,933.0,19.9,15.4,67423.0,60513.0,39691.0,7.3,85.1,118.0,0.4684,9.8,3372.0,94300.0,67423.0,22227.0,60513.0,2016
Wayne County,Iowa,19,185,17.1,13.1,78.6,475.0,29.0,14.7,19.6,6403.0,6264.0,42088.0,3.0,87.2,21.0,0.4149,7.3,41.0,73200.0,6403.0,22461.0,6264.0,2016
Wayne County,Kentucky,21,231,25.3,9.3,81.3,487.0,166.0,25.4,16.5,20557.0,19503.0,30260.0,12.8,88.5,14.0,0.4477,8.4,492.0,80700.0,20557.0,16104.0,19503.0,2016
Wayne County,Michigan,26,163,16.1,22.3,77.4,808.0,18820.0,24.5,11.9,1767593.0,940071.0,42043.0,13.0,89.5,5950.0,0.4955,10.1,694872.0,86000.0,1767593.0,23666.0,940071.0,2016
Wayne County,Mississippi,28,153,23.2,11.6,76.5,506.0,208.0,25.5,14.2,20517.0,12099.0,34458.0,9.8,86.0,53.0,0.4954,8.9,8082.0,74000.0,20517.0,20460.0,12099.0,2016
Wayne County,Missouri,29,223,28.1,11.9,81.0,573.0,139.0,23.0,21.2,13341.0,12944.0,33954.0,9.1,85.8,51.0,0.4233,7.5,90.0,69600.0,13341.0,18378.0,12944.0,2016
Wayne County,Nebraska,31,179,10.5,36.3,82.6,546.0,77.0,12.1,12.2,9414.0,8969.0,55141.0,2.3,93.9,29.0,0.433,26.2,309.0,129100.0,9414.0,26732.0,8969.0,2016
Wayne County,New York,36,117,14.7,21.2,80.2,716.0,956.0,11.9,15.3,91874.0,85661.0,51627.0,7.0,93.0,164.0,0.406,8.7,2883.0,115100.0,91874.0,26209.0,85661.0,2016
Wayne County,North Carolina,37,191,17.1,18.7,77.8,727.0,1341.0,21.8,12.2,124447.0,74099.0,40457.0,11.8,85.4,289.0,0.45,11.0,38504.0,114200.0,124447.0,21674.0,74099.0,2016
Wayne County,Ohio,39,169,11.0,21.5,77.0,690.0,1250.0,12.7,14.3,115747.0,109989.0,51363.0,4.3,87.0,239.0,0.4131,10.2,1806.0,136400.0,115747.0,24311.0,109989.0,2016
Wayne County,Pennsylvania,42,127,17.5,20.5,85.3,812.0,247.0,12.7,18.6,51307.0,48155.0,50595.0,7.4,92.3,109.0,0.4149,7.8,1823.0,174500.0,51307.0,24962.0,48155.0,2016
Wayne County,Tennessee,47,181,20.3,10.6,84.6,506.0,40.0,18.9,14.9,16842.0,15448.0,34008.0,8.4,87.9,69.0,0.4458,9.7,1128.0,87600.0,16842.0,17735.0,15448.0,2016
Wayne County,Utah,49,55,10.6,29.1,75.1,548.0,6.0,13.7,17.9,2716.0,2637.0,41684.0,1.9,82.2,11.0,0.4172,7.5,11.0,195900.0,2716.0,21501.0,2637.0,2016
Wayne County,West Virginia,54,99,23.7,12.9,80.2,627.0,294.0,20.9,17.2,41237.0,40383.0,38311.0,9.5,89.1,30.0,0.4593,8.3,136.0,85000.0,41237.0,20450.0,40383.0,2016
Waynesboro City,Virginia,51,820,14.8,22.6,75.8,801.0,397.0,16.0,15.0,21366.0,17478.0,45097.0,5.1,84.4,27.0,0.3912,7.4,2702.0,158800.0,21366.0,22967.0,17478.0,2016
Weakley County,Tennessee,47,183,16.9,21.1,82.2,575.0,303.0,19.1,14.8,34024.0,30238.0,38040.0,10.0,90.6,49.0,0.4376,17.5,3047.0,98200.0,34024.0,19847.0,30238.0,2016
Webb County,Texas,48,479,11.9,17.5,68.0,758.0,2009.0,32.1,7.4,266006.0,252215.0,38711.0,5.9,69.8,547.0,0.4912,11.8,1045.0,110500.0,266006.0,15691.0,252215.0,2016
Weber County,Utah,49,57,11.1,23.3,73.6,795.0,2008.0,12.4,10.1,241328.0,215502.0,59660.0,5.3,88.0,1839.0,0.3986,9.9,2610.0,171200.0,241328.0,24226.0,215502.0,2016
Webster County,Georgia,13,307,18.9,9.4,78.2,563.0,23.0,22.4,17.7,2672.0,1319.0,37072.0,5.2,87.4,0.0,0.4755,8.0,1323.0,50700.0,2672.0,20834.0,1319.0,2016
Webster County,Iowa,19,187,14.1,20.6,80.8,597.0,435.0,15.7,14.4,37050.0,33912.0,42196.0,6.6,93.0,140.0,0.4434,13.3,1672.0,90000.0,37050.0,23921.0,33912.0,2016
Webster County,Kentucky,21,233,20.4,8.9,79.2,553.0,136.0,20.1,14.3,13331.0,12223.0,38374.0,7.1,90.2,11.0,0.4439,9.3,595.0,78700.0,13331.0,20117.0,12223.0,2016
Webster County,Mississippi,28,155,20.5,18.5,77.5,484.0,57.0,21.5,13.9,9922.0,7852.0,37083.0,10.0,87.1,21.0,0.4801,8.0,1903.0,79900.0,9922.0,20722.0,7852.0,2016
Webster County,Missouri,29,225,14.5,16.2,74.8,607.0,392.0,18.7,13.4,37075.0,35389.0,44814.0,5.6,83.2,153.0,0.4171,8.1,458.0,119500.0,37075.0,20424.0,35389.0,2016
Webster County,Nebraska,31,181,15.8,20.8,80.5,450.0,8.0,10.4,20.9,3665.0,3522.0,40313.0,3.0,89.4,0.0,0.4511,8.0,4.0,77900.0,3665.0,24534.0,3522.0,2016
Webster County,West Virginia,54,101,23.2,9.2,80.9,491.0,43.0,27.2,20.1,8820.0,8791.0,29982.0,10.8,89.1,5.0,0.4789,7.2,2.0,66700.0,8820.0,18652.0,8791.0,2016
Webster Parish,Louisiana,22,119,19.3,13.9,78.6,606.0,337.0,24.7,16.0,40335.0,25658.0,31920.0,8.3,83.3,189.0,0.4804,9.1,13895.0,80800.0,40335.0,19512.0,25658.0,2016
Weld County,Colorado,8,123,10.2,26.8,75.2,926.0,2514.0,12.6,10.4,278065.0,243393.0,62820.0,6.0,89.0,2244.0,0.4234,10.0,3109.0,227100.0,278065.0,27808.0,243393.0,2016
Wells County,Indiana,18,179,12.7,17.4,77.7,629.0,196.0,12.6,15.2,27836.0,26968.0,51568.0,3.8,91.1,89.0,0.3879,8.8,201.0,118800.0,27836.0,24544.0,26968.0,2016
Wells County,North Dakota,38,103,13.8,21.3,81.9,422.0,18.0,5.2,25.4,4179.0,4095.0,50685.0,2.2,94.0,15.0,0.4367,5.6,0.0,74900.0,4179.0,30260.0,4095.0,2016
West Baton Rouge Parish,Louisiana,22,121,14.5,19.7,77.1,788.0,88.0,20.3,10.8,25017.0,14832.0,53882.0,6.6,89.4,69.0,0.4448,9.1,9518.0,168600.0,25017.0,27245.0,14832.0,2016
West Carroll Parish,Louisiana,22,123,13.3,12.4,78.2,516.0,20.0,24.0,15.0,11370.0,9242.0,36670.0,11.1,70.8,31.0,0.5012,9.0,1817.0,73100.0,11370.0,21459.0,9242.0,2016
West Feliciana Parish,Louisiana,22,125,11.9,22.5,87.0,789.0,105.0,15.6,10.9,15384.0,8192.0,53364.0,10.5,88.7,45.0,0.4712,13.9,7004.0,197700.0,15384.0,22335.0,8192.0,2016
Westchester County,New York,36,119,9.1,47.3,78.5,1394.0,11067.0,9.8,13.5,969229.0,641027.0,86226.0,7.1,91.1,3863.0,0.5382,9.2,140015.0,507300.0,969229.0,49938.0,641027.0,2016
Westmoreland County,Pennsylvania,42,129,14.8,26.9,82.9,664.0,2752.0,10.3,18.3,359377.0,341205.0,54142.0,5.3,94.7,324.0,0.4421,8.4,8673.0,140600.0,359377.0,30153.0,341205.0,2016
Westmoreland County,Virginia,51,193,16.8,21.2,79.6,1012.0,126.0,11.1,21.4,17528.0,12016.0,51566.0,6.6,87.6,78.0,0.4357,8.4,4728.0,198300.0,17528.0,29824.0,12016.0,2016
Weston County,Wyoming,56,45,14.0,18.8,81.2,762.0,9.0,14.7,16.8,7175.0,6686.0,55640.0,3.6,85.7,9.0,0.4291,7.8,18.0,172300.0,7175.0,29493.0,6686.0,2016
Wetzel County,West Virginia,54,103,17.4,10.7,81.3,543.0,98.0,21.1,19.4,15997.0,15686.0,39446.0,8.5,90.1,6.0,0.4483,7.8,69.0,86500.0,15997.0,21484.0,15686.0,2016
Wexford County,Michigan,26,165,16.3,16.7,78.7,718.0,287.0,18.8,16.5,32829.0,31552.0,40417.0,8.2,88.9,210.0,0.4331,8.0,222.0,92400.0,32829.0,21200.0,31552.0,2016
Wharton County,Texas,48,481,14.9,14.5,76.7,699.0,214.0,17.7,14.1,41377.0,33682.0,46445.0,5.7,80.9,42.0,0.4647,9.4,5834.0,107000.0,41377.0,23245.0,33682.0,2016
Whatcom County,Washington,53,73,13.6,32.6,81.6,938.0,2382.0,16.0,14.5,209729.0,177367.0,54207.0,7.7,90.1,6455.0,0.4507,14.7,2059.0,283000.0,209729.0,27810.0,177367.0,2016
Wheatland County,Montana,30,107,13.4,19.1,77.5,525.0,7.0,17.6,22.6,2109.0,2035.0,36076.0,2.8,88.2,33.0,0.4049,8.7,0.0,89700.0,2109.0,19407.0,2035.0,2016
Wheeler County,Georgia,13,309,15.0,4.9,87.8,482.0,37.0,27.4,9.5,7932.0,4579.0,27779.0,7.5,79.5,9.0,0.4413,13.7,3333.0,48300.0,7932.0,9688.0,4579.0,2016
Wheeler County,Oregon,41,69,23.9,17.0,89.2,562.0,6.0,20.2,38.1,1369.0,1309.0,33400.0,10.5,92.1,15.0,0.4374,4.6,0.0,114700.0,1369.0,22723.0,1309.0,2016
Wheeler County,Texas,48,483,15.3,14.1,74.5,628.0,31.0,17.2,16.6,5642.0,5004.0,51082.0,5.4,79.3,7.0,0.4182,6.3,159.0,86300.0,5642.0,26736.0,5004.0,2016
White County,Arkansas,5,145,16.1,19.3,77.9,664.0,773.0,17.7,13.6,78823.0,72140.0,42197.0,6.3,87.7,155.0,0.4686,12.5,3357.0,113500.0,78823.0,22510.0,72140.0,2016
White County,Georgia,13,311,16.8,20.8,80.4,759.0,217.0,19.3,19.1,28140.0,26542.0,42264.0,4.8,86.0,19.0,0.4417,8.8,695.0,155200.0,28140.0,22055.0,26542.0,2016
White County,Illinois,17,193,19.8,13.7,79.4,536.0,75.0,14.0,19.6,14410.0,14133.0,43678.0,8.5,91.6,15.0,0.4502,6.9,47.0,69000.0,14410.0,25065.0,14133.0,2016
White County,Indiana,18,181,15.8,15.7,78.8,702.0,124.0,10.0,16.7,24265.0,22663.0,51547.0,5.4,90.2,46.0,0.4104,8.0,112.0,106600.0,24265.0,25859.0,22663.0,2016
White County,Tennessee,47,185,20.2,11.8,79.5,637.0,152.0,18.1,18.2,26373.0,25363.0,35989.0,10.5,87.2,0.0,0.4475,8.3,485.0,96400.0,26373.0,18785.0,25363.0,2016
White Pine County,Nevada,32,33,19.9,14.0,82.9,758.0,39.0,12.8,13.2,9893.0,8481.0,58156.0,7.9,85.1,625.0,0.4201,9.3,419.0,127100.0,9893.0,24186.0,8481.0,2016
Whiteside County,Illinois,17,195,15.4,17.3,79.5,656.0,560.0,11.4,17.1,57155.0,52983.0,49151.0,6.8,92.8,111.0,0.4185,8.2,1135.0,99500.0,57155.0,26155.0,52983.0,2016
Whitfield County,Georgia,13,313,10.9,13.6,75.4,669.0,1178.0,19.6,11.4,103653.0,91573.0,41764.0,9.6,79.0,679.0,0.4775,10.0,3964.0,120200.0,103653.0,21158.0,91573.0,2016
Whitley County,Indiana,18,183,16.2,18.3,78.1,636.0,318.0,8.8,14.3,33354.0,32300.0,54837.0,4.7,91.6,153.0,0.3888,8.2,130.0,129800.0,33354.0,27062.0,32300.0,2016
Whitley County,Kentucky,21,235,19.7,17.9,77.3,575.0,465.0,27.0,13.4,35842.0,34728.0,32397.0,9.8,89.3,59.0,0.4891,12.7,350.0,79100.0,35842.0,17520.0,34728.0,2016
Whitman County,Washington,53,75,11.0,49.8,86.6,719.0,538.0,30.0,8.8,47494.0,39433.0,38636.0,8.9,92.6,243.0,0.4966,36.6,962.0,188100.0,47494.0,20957.0,39433.0,2016
Wibaux County,Montana,30,109,13.8,20.1,85.9,708.0,15.0,13.2,32.2,1143.0,1143.0,40833.0,2.7,87.9,0.0,0.4006,5.8,0.0,109600.0,1143.0,23985.0,1143.0,2016
Wichita County,Kansas,20,203,14.2,18.3,74.2,674.0,8.0,6.0,18.2,2168.0,2033.0,57596.0,2.6,92.2,22.0,0.3945,4.7,8.0,81800.0,2168.0,26194.0,2033.0,2016
Wichita County,Texas,48,485,15.4,22.2,79.8,750.0,1707.0,18.5,11.3,132148.0,105403.0,45371.0,5.2,83.6,1136.0,0.4602,15.9,13471.0,91700.0,132148.0,23239.0,105403.0,2016
Wicomico County,Maryland,24,45,10.7,27.4,79.2,1015.0,1175.0,16.3,13.0,101527.0,69094.0,53508.0,7.7,90.9,214.0,0.4416,14.9,25001.0,173100.0,101527.0,26498.0,69094.0,2016
Wilbarger County,Texas,48,487,19.8,15.5,76.5,625.0,164.0,16.4,14.7,13061.0,10961.0,43635.0,6.1,82.9,136.0,0.4213,10.0,1215.0,71000.0,13061.0,21638.0,10961.0,2016
Wilcox County,Alabama,1,131,18.5,11.3,79.7,457.0,71.0,34.9,15.7,11119.0,3050.0,24442.0,20.4,84.8,7.0,0.5301,13.2,8000.0,81600.0,11119.0,14800.0,3050.0,2016
Wilcox County,Georgia,13,315,19.8,9.5,85.7,479.0,17.0,20.9,12.9,8884.0,5517.0,34071.0,7.9,85.1,20.0,0.4432,11.0,3179.0,67300.0,8884.0,14536.0,5517.0,2016
Wilkes County,Georgia,13,317,18.2,13.8,80.7,603.0,198.0,26.7,19.7,9924.0,5250.0,33462.0,8.6,83.9,0.0,0.4623,8.9,4266.0,87200.0,9924.0,19129.0,5250.0,2016
Wilkes County,North Carolina,37,193,18.1,13.8,80.8,593.0,323.0,21.1,17.9,68888.0,62792.0,34846.0,9.7,86.5,133.0,0.4634,8.2,2945.0,119100.0,68888.0,20145.0,62792.0,2016
Wilkin County,Minnesota,27,167,14.5,21.3,78.7,498.0,64.0,9.2,16.5,6479.0,6174.0,52963.0,2.0,95.0,99.0,0.4083,7.0,47.0,110800.0,6479.0,27814.0,6174.0,2016
Wilkinson County,Georgia,13,319,16.6,8.6,78.4,602.0,65.0,20.8,15.8,9312.0,5515.0,38827.0,7.4,89.3,10.0,0.4298,8.1,3564.0,69600.0,9312.0,19173.0,5515.0,2016
Wilkinson County,Mississippi,28,157,24.8,13.0,81.3,435.0,28.0,35.6,12.6,9233.0,2584.0,25846.0,9.8,83.4,0.0,0.4961,9.2,6598.0,61900.0,9233.0,14183.0,2584.0,2016
Will County,Illinois,17,197,8.8,33.5,75.9,1067.0,4046.0,7.7,10.0,685378.0,508499.0,77507.0,6.8,92.8,1466.0,0.4097,9.5,76513.0,210600.0,685378.0,32311.0,508499.0,2016
Willacy County,Texas,48,489,18.2,8.6,78.0,570.0,66.0,37.2,10.7,21944.0,21113.0,28817.0,13.4,70.2,42.0,0.4931,14.7,151.0,49400.0,21944.0,12564.0,21113.0,2016
Williams County,North Dakota,38,105,8.6,22.5,77.4,915.0,158.0,9.8,7.7,31643.0,27732.0,90080.0,2.0,90.5,854.0,0.4621,9.5,891.0,224000.0,31643.0,45442.0,27732.0,2016
Williams County,Ohio,39,171,14.4,14.2,79.7,645.0,344.0,14.4,15.6,37270.0,35640.0,45044.0,5.8,93.4,108.0,0.4054,8.3,414.0,95200.0,37270.0,22757.0,35640.0,2016
Williamsburg City,Virginia,51,830,9.1,56.7,87.8,1093.0,194.0,22.8,15.7,14988.0,11207.0,50091.0,9.1,94.8,31.0,0.5281,37.3,2223.0,319500.0,14988.0,25548.0,11207.0,2016
Williamsburg County,South Carolina,45,89,20.1,12.5,79.7,613.0,165.0,29.3,15.3,32816.0,10549.0,28494.0,10.3,85.5,25.0,0.496,9.0,21490.0,68100.0,32816.0,16650.0,10549.0,2016
Williamson County,Illinois,17,199,16.8,22.1,79.8,654.0,622.0,14.9,15.4,67336.0,62148.0,45902.0,7.6,91.8,133.0,0.4456,8.3,2916.0,101700.0,67336.0,25238.0,62148.0,2016
Williamson County,Tennessee,47,187,7.1,56.6,73.9,1270.0,1295.0,5.2,10.6,205645.0,184114.0,100140.0,3.7,94.8,285.0,0.4505,7.5,8788.0,368100.0,205645.0,46494.0,184114.0,2016
Williamson County,Texas,48,491,9.3,39.4,74.8,1120.0,4807.0,7.2,9.8,490619.0,400363.0,75935.0,5.3,88.9,1377.0,0.3949,8.1,30836.0,209400.0,490619.0,32705.0,400363.0,2016
Wilson County,Kansas,20,205,22.3,15.3,79.5,578.0,148.0,16.7,18.7,8956.0,8493.0,43594.0,5.7,85.2,65.0,0.439,7.7,43.0,61700.0,8956.0,23869.0,8493.0,2016
Wilson County,North Carolina,37,195,15.1,18.6,77.2,711.0,986.0,22.5,14.6,81617.0,41325.0,40260.0,8.4,84.9,515.0,0.4679,9.3,31846.0,117100.0,81617.0,22519.0,41325.0,2016
Wilson County,Tennessee,47,189,13.1,28.9,77.8,903.0,1038.0,9.1,13.6,125616.0,111183.0,63426.0,5.4,92.0,542.0,0.4141,8.2,8409.0,211700.0,125616.0,29762.0,111183.0,2016
Wilson County,Texas,48,493,12.1,19.3,77.7,889.0,116.0,10.5,14.1,46444.0,43615.0,68737.0,6.2,86.0,118.0,0.409,8.6,647.0,162300.0,46444.0,28419.0,43615.0,2016
Winchester City,Virginia,51,840,14.1,31.3,79.0,937.0,655.0,14.6,13.1,27349.0,22131.0,46466.0,5.1,83.5,102.0,0.4623,11.7,2642.0,218600.0,27349.0,26984.0,22131.0,2016
Windham County,Connecticut,9,15,13.7,23.9,81.2,852.0,1192.0,11.2,13.0,117078.0,105140.0,60689.0,8.4,93.7,684.0,0.4111,10.8,2692.0,196900.0,117078.0,28663.0,105140.0,2016
Windham County,Vermont,50,25,15.9,35.3,82.8,849.0,468.0,14.0,17.9,43609.0,41368.0,50917.0,6.0,93.8,61.0,0.4397,8.9,387.0,209500.0,43609.0,28923.0,41368.0,2016
Windsor County,Vermont,50,27,16.1,35.2,83.0,886.0,765.0,10.0,19.6,55894.0,53679.0,54763.0,4.5,93.3,63.0,0.4688,7.0,401.0,215800.0,55894.0,33257.0,53679.0,2016
Winkler County,Texas,48,495,13.0,10.3,73.7,716.0,29.0,17.3,9.7,7723.0,6864.0,54261.0,4.1,76.6,4.0,0.4243,11.0,300.0,49700.0,7723.0,23051.0,6864.0,2016
Winn Parish,Louisiana,22,127,20.1,12.6,81.8,545.0,127.0,25.6,13.4,14695.0,9762.0,32063.0,7.4,82.8,137.0,0.5011,10.1,4605.0,71700.0,14695.0,18358.0,9762.0,2016
Winnebago County,Illinois,17,201,13.8,22.4,77.7,740.0,2813.0,15.5,14.0,288896.0,227040.0,49468.0,10.5,91.6,648.0,0.449,8.8,36120.0,116200.0,288896.0,26187.0,227040.0,2016
Winnebago County,Iowa,19,189,14.5,21.6,80.8,529.0,25.0,10.2,17.3,10580.0,10088.0,49278.0,6.6,95.7,81.0,0.4153,9.7,79.0,93300.0,10580.0,25917.0,10088.0,2016
Winnebago County,Wisconsin,55,139,11.3,26.9,81.1,693.0,1884.0,12.2,12.9,169487.0,156765.0,53501.0,4.4,94.0,1048.0,0.4323,12.1,3559.0,144300.0,169487.0,28446.0,156765.0,2016
Winneshiek County,Iowa,19,191,8.6,27.6,83.2,610.0,27.0,8.0,16.3,20789.0,20124.0,57009.0,2.5,96.1,41.0,0.3927,15.6,178.0,159400.0,20789.0,27240.0,20124.0,2016
Winona County,Minnesota,27,169,11.3,29.3,83.6,629.0,503.0,13.9,13.8,51145.0,48034.0,52840.0,5.7,92.7,170.0,0.4288,19.9,755.0,156500.0,51145.0,25967.0,48034.0,2016
Winston County,Alabama,1,133,25.6,13.1,81.3,540.0,124.0,20.6,18.3,24013.0,23191.0,33896.0,8.7,87.1,166.0,0.4415,7.4,98.0,77700.0,24013.0,19299.0,23191.0,2016
Winston County,Mississippi,28,159,18.7,17.3,77.6,630.0,310.0,28.3,15.3,18519.0,9476.0,32820.0,11.4,87.3,89.0,0.5164,7.8,8869.0,80400.0,18519.0,21943.0,9476.0,2016
Wirt County,West Virginia,54,105,22.1,9.7,79.8,587.0,29.0,15.2,18.1,5826.0,5699.0,38101.0,5.4,89.2,24.0,0.4556,7.7,45.0,78300.0,5826.0,22021.0,5699.0,2016
Wise County,Texas,48,497,16.8,16.9,77.4,908.0,270.0,12.5,13.5,62089.0,58788.0,56396.0,6.6,82.0,343.0,0.4403,8.5,729.0,132700.0,62089.0,27104.0,58788.0,2016
Wise County,Virginia,51,195,24.9,14.4,82.4,634.0,224.0,21.2,13.8,40074.0,37110.0,36352.0,10.4,87.5,35.0,0.4815,10.4,2115.0,86000.0,40074.0,20896.0,37110.0,2016
Wolfe County,Kentucky,21,237,31.0,11.8,78.0,478.0,42.0,40.8,17.0,7221.0,7118.0,21797.0,10.2,89.0,35.0,0.5215,7.5,24.0,64000.0,7221.0,14274.0,7118.0,2016
Wood County,Ohio,39,173,10.9,31.7,80.8,747.0,1086.0,13.7,12.3,129418.0,119403.0,55985.0,6.3,94.3,274.0,0.452,17.5,3638.0,149100.0,129418.0,28843.0,119403.0,2016
Wood County,Texas,48,499,22.0,17.1,82.5,758.0,187.0,13.3,24.8,43198.0,38697.0,47814.0,9.3,83.3,301.0,0.4524,8.6,2259.0,113800.0,43198.0,25353.0,38697.0,2016
Wood County,West Virginia,54,107,18.3,20.3,80.5,641.0,921.0,17.4,16.8,86262.0,83014.0,43944.0,7.6,90.5,120.0,0.4584,8.0,969.0,109100.0,86262.0,25465.0,83014.0,2016
Wood County,Wisconsin,55,141,12.7,20.4,79.9,634.0,680.0,10.6,16.8,73621.0,69994.0,49926.0,5.7,94.1,470.0,0.4262,7.8,522.0,124000.0,73621.0,27687.0,69994.0,2016
Woodbury County,Iowa,19,193,12.5,21.7,76.1,693.0,1269.0,14.2,12.0,102426.0,88291.0,49010.0,5.0,90.9,1570.0,0.4369,10.6,3149.0,104300.0,102426.0,24469.0,88291.0,2016
Woodford County,Illinois,17,203,9.5,30.4,77.6,714.0,128.0,7.7,14.7,39123.0,37882.0,68040.0,5.3,95.6,14.0,0.4162,9.0,215.0,158600.0,39123.0,32360.0,37882.0,2016
