County,State,State_FIPS,County_FIPS,disability_rate,high_school_and_above_percentage,age_15_to_44_percentage,median_gross_rent,housing_cost_burden,poverty_rate,age_60_and_over,total_population,white_population,median_household_income,unemployment_rate,health_insurance_rate,native_american_population,gini_index,age_18_and_under_percentage,black_population,median_home_value,total_population_race,per_capita_income,asian_population,Year
Clay County,Nebraska,31,35,16.0,18.6,77.9,557.0,45.0,9.9,17.4,6313.0,6115.0,51613.0,2.8,88.8,13.0,0.3924,7.6,25.0,82100.0,6313.0,25472.0,6115.0,2016
Clay County,North Carolina,37,43,17.2,21.0,84.4,673.0,14.0,16.2,28.0,10730.0,10646.0,36296.0,10.3,82.4,0.0,0.4554,8.1,45.0,145800.0,10730.0,23076.0,10646.0,2016
Clay County,South Dakota,46,27,9.7,47.8,84.4,693.0,129.0,27.3,10.1,14029.0,12676.0,38399.0,6.2,90.5,421.0,0.522,32.0,214.0,137500.0,14029.0,23046.0,12676.0,2016
Clay County,Tennessee,47,27,23.5,13.7,82.4,507.0,27.0,24.8,23.0,7769.0,7518.0,28147.0,8.5,86.6,61.0,0.4438,7.8,111.0,89400.0,7769.0,16470.0,7518.0,2016
Clay County,Texas,48,77,19.0,16.3,79.9,634.0,23.0,15.4,19.7,10367.0,9797.0,45341.0,6.7,83.9,137.0,0.4693,7.8,89.0,82300.0,10367.0,26696.0,9797.0,2016
Clay County,West Virginia,54,15,25.4,10.1,79.6,461.0,110.0,23.1,18.2,9033.0,8850.0,33639.0,10.9,91.8,48.0,0.4306,7.1,3.0,77700.0,9033.0,16980.0,8850.0,2016
Clayton County,Georgia,13,63,10.7,19.0,72.8,896.0,3639.0,24.3,7.2,270269.0,52955.0,42470.0,12.2,77.3,607.0,0.4226,11.0,184017.0,86700.0,270269.0,18728.0,52955.0,2016
Clayton County,Iowa,19,43,13.5,15.3,80.2,584.0,141.0,10.5,19.4,17735.0,17377.0,48482.0,4.0,92.4,40.0,0.4315,7.0,110.0,111500.0,17735.0,26960.0,17377.0,2016
Clear Creek County,Colorado,8,19,9.5,44.6,85.6,808.0,32.0,7.4,17.8,9238.0,8710.0,68250.0,4.4,90.8,74.0,0.4565,6.9,105.0,297000.0,9238.0,42355.0,8710.0,2016
Clearfield County,Pennsylvania,42,33,17.8,13.2,84.0,596.0,636.0,14.8,16.1,81170.0,77296.0,43361.0,8.1,91.5,138.0,0.4187,8.7,2026.0,88300.0,81170.0,21650.0,77296.0,2016
Clearwater County,Idaho,16,35,25.9,16.8,87.2,652.0,25.0,13.1,23.0,8528.0,8021.0,40266.0,6.6,86.6,168.0,0.411,6.7,18.0,129500.0,8528.0,21316.0,8021.0,2016
Clearwater County,Minnesota,27,29,16.3,14.6,77.5,543.0,33.0,16.7,18.2,8764.0,7564.0,44203.0,7.3,89.0,805.0,0.4545,7.5,29.0,116500.0,8764.0,23777.0,7564.0,2016
Cleburne County,Alabama,1,29,22.0,11.5,77.2,582.0,83.0,19.6,16.3,14991.0,14176.0,36316.0,7.2,86.2,21.0,0.4441,7.5,354.0,108100.0,14991.0,19791.0,14176.0,2016
Cleburne County,Arkansas,5,23,18.3,15.4,82.1,679.0,267.0,15.5,24.2,25587.0,24850.0,41717.0,8.5,86.2,103.0,0.4727,7.5,143.0,126100.0,25587.0,25078.0,24850.0,2016
Clermont County,Ohio,39,25,12.8,27.6,77.8,774.0,1527.0,10.5,12.7,201092.0,191898.0,61265.0,5.0,92.7,391.0,0.436,8.4,2682.0,159100.0,201092.0,30060.0,191898.0,2016
Cleveland County,Arkansas,5,25,22.6,15.7,79.0,651.0,38.0,20.0,17.0,8421.0,7299.0,42429.0,8.9,90.5,19.0,0.4317,8.6,885.0,84000.0,8421.0,21485.0,7299.0,2016
Cleveland County,North Carolina,37,45,16.8,16.3,79.3,662.0,1208.0,20.8,15.3,97113.0,73303.0,39134.0,12.2,85.7,221.0,0.4628,10.0,20151.0,108100.0,97113.0,20677.0,73303.0,2016
Cleveland County,Oklahoma,40,27,13.0,31.8,79.4,848.0,3040.0,12.5,10.5,271818.0,214323.0,58488.0,4.9,89.4,10342.0,0.4298,15.2,12299.0,150400.0,271818.0,28378.0,214323.0,2016
Clinch County,Georgia,13,65,19.4,14.4,72.4,456.0,43.0,35.3,14.7,6814.0,4570.0,24848.0,11.3,79.3,42.0,0.5458,6.4,1826.0,65400.0,6814.0,16912.0,4570.0,2016
Clinton County,Illinois,17,27,13.4,21.2,81.3,751.0,146.0,9.5,13.4,37858.0,35539.0,63929.0,4.8,94.8,96.0,0.4105,8.6,1283.0,141200.0,37858.0,29512.0,35539.0,2016
Clinton County,Indiana,18,23,13.2,14.9,75.6,688.0,306.0,12.7,13.6,32692.0,30571.0,50096.0,6.0,87.8,55.0,0.3974,8.5,357.0,98700.0,32692.0,23260.0,30571.0,2016
Clinton County,Iowa,19,45,13.6,19.4,79.0,641.0,424.0,13.6,16.5,47972.0,45020.0,50067.0,4.6,94.9,125.0,0.4341,8.1,1284.0,110900.0,47972.0,27116.0,45020.0,2016
Clinton County,Kentucky,21,53,15.2,11.0,78.5,534.0,48.0,22.4,16.4,10172.0,9966.0,29872.0,8.9,87.9,0.0,0.4894,7.5,72.0,65900.0,10172.0,18444.0,9966.0,2016
Clinton County,Michigan,26,37,11.7,30.7,79.5,778.0,498.0,11.4,14.5,77245.0,72543.0,62646.0,5.3,94.6,131.0,0.4311,9.8,1173.0,160000.0,77245.0,31170.0,72543.0,2016
Clinton County,Missouri,29,49,12.4,18.6,78.4,772.0,121.0,9.5,16.3,20494.0,19482.0,57486.0,5.0,88.2,134.0,0.3818,7.7,351.0,138400.0,20494.0,26551.0,19482.0,2016
Clinton County,New York,36,19,15.5,22.2,83.8,748.0,814.0,16.1,13.3,81505.0,74418.0,50502.0,6.6,94.4,163.0,0.4358,13.5,3482.0,127500.0,81505.0,25024.0,74418.0,2016
Clinton County,Ohio,39,27,14.9,16.5,77.7,696.0,540.0,15.2,13.9,41854.0,39547.0,48675.0,6.6,91.4,56.0,0.4287,9.9,994.0,121700.0,41854.0,23612.0,39547.0,2016
Clinton County,Pennsylvania,42,35,15.2,17.5,81.4,675.0,315.0,17.3,15.8,39536.0,38030.0,47163.0,6.6,90.5,54.0,0.4117,15.7,645.0,119500.0,39536.0,22084.0,38030.0,2016
Cloud County,Kansas,20,29,15.2,20.2,79.6,612.0,55.0,12.9,17.3,9302.0,8828.0,40947.0,5.9,89.0,28.0,0.4215,11.9,71.0,72500.0,9302.0,24677.0,8828.0,2016
Coahoma County,Mississippi,28,27,14.6,17.2,73.9,573.0,301.0,35.2,11.8,24804.0,5460.0,28217.0,21.1,83.9,9.0,0.5119,11.6,19158.0,62500.0,24804.0,16066.0,5460.0,2016
Coal County,Oklahoma,40,29,20.4,17.0,76.7,585.0,58.0,19.6,17.7,5755.0,4078.0,39231.0,9.0,75.3,781.0,0.5067,9.2,24.0,85200.0,5755.0,23716.0,4078.0,2016
Cobb County,Georgia,13,67,8.5,45.0,77.1,1046.0,8353.0,11.6,9.5,728388.0,441994.0,68818.0,6.8,84.6,1494.0,0.4534,9.7,194744.0,205600.0,728388.0,34891.0,441994.0,2016
Cochise County,Arizona,4,3,17.0,23.2,79.9,790.0,1323.0,18.9,18.6,128177.0,106136.0,45383.0,8.6,89.9,1496.0,0.4529,9.8,5076.0,140700.0,128177.0,23757.0,106136.0,2016
Cochran County,Texas,48,79,16.6,9.5,74.1,453.0,7.0,19.6,13.1,2955.0,2613.0,38625.0,7.0,72.2,6.0,0.4967,9.7,99.0,33000.0,2955.0,20408.0,2613.0,2016
Cocke County,Tennessee,47,29,23.1,10.2,80.3,562.0,329.0,26.1,18.4,35256.0,33550.0,31081.0,10.0,85.6,191.0,0.4754,8.0,587.0,100100.0,35256.0,18959.0,33550.0,2016
Coconino County,Arizona,4,5,11.5,34.2,80.1,1025.0,1620.0,22.2,10.4,138064.0,87335.0,51106.0,8.2,83.6,37054.0,0.4767,19.0,2136.0,231300.0,138064.0,24711.0,87335.0,2016
Codington County,South Dakota,46,29,12.7,20.9,77.2,652.0,294.0,10.4,13.5,27886.0,26378.0,50133.0,2.8,92.8,592.0,0.4218,9.0,78.0,159300.0,27886.0,27294.0,26378.0,2016
Coffee County,Alabama,1,31,18.2,23.7,78.3,701.0,422.0,16.4,14.0,50991.0,38945.0,47872.0,6.2,89.3,421.0,0.4485,8.5,8766.0,142800.0,50991.0,25325.0,38945.0,2016
Coffee County,Georgia,13,69,17.7,13.1,78.2,550.0,328.0,24.5,10.7,43042.0,28964.0,34536.0,7.3,77.8,49.0,0.5031,11.4,12104.0,84400.0,43042.0,18060.0,28964.0,2016
Coffee County,Tennessee,47,31,18.4,18.5,77.8,680.0,477.0,15.9,15.0,53808.0,48936.0,45456.0,7.0,88.3,249.0,0.4407,8.6,1163.0,116500.0,53808.0,23404.0,48936.0,2016
Coffey County,Kansas,20,31,14.7,21.1,80.2,600.0,69.0,10.7,18.8,8433.0,8083.0,57442.0,4.8,90.4,64.0,0.4152,7.4,78.0,107300.0,8433.0,30242.0,8083.0,2016
Coke County,Texas,48,81,18.2,20.5,78.3,531.0,23.0,17.2,23.8,3228.0,2989.0,41756.0,4.3,83.9,41.0,0.4832,7.4,26.0,74000.0,3228.0,27755.0,2989.0,2016
Colbert County,Alabama,1,33,19.6,18.5,80.3,638.0,382.0,16.5,16.3,54377.0,43379.0,43786.0,7.5,90.9,328.0,0.4396,8.2,8532.0,102500.0,54377.0,23318.0,43379.0,2016
Cole County,Missouri,29,51,14.0,31.7,79.8,608.0,628.0,12.6,12.1,76603.0,63844.0,54130.0,5.0,90.8,347.0,0.4187,9.5,8795.0,150700.0,76603.0,26557.0,63844.0,2016
Coleman County,Texas,48,83,13.0,14.2,80.2,603.0,40.0,18.3,22.1,8476.0,7850.0,42049.0,6.0,75.7,67.0,0.4995,7.1,234.0,63800.0,8476.0,25178.0,7850.0,2016
Coles County,Illinois,17,29,13.5,25.3,83.0,637.0,506.0,21.9,13.5,52802.0,49104.0,38800.0,7.4,90.7,120.0,0.5001,19.6,1940.0,92800.0,52802.0,23944.0,49104.0,2016
Colfax County,Nebraska,31,37,7.9,13.9,73.3,538.0,58.0,12.0,11.3,10499.0,9407.0,52712.0,5.4,88.3,98.0,0.4164,9.4,281.0,93100.0,10499.0,23619.0,9407.0,2016
Colfax County,New Mexico,35,7,21.4,22.1,83.6,591.0,118.0,21.4,22.5,12716.0,10840.0,32693.0,11.5,88.7,275.0,0.4721,8.4,60.0,110600.0,12716.0,20911.0,10840.0,2016
Colleton County,South Carolina,45,29,16.7,15.3,78.5,710.0,363.0,20.8,17.7,37884.0,21536.0,33918.0,10.5,83.7,296.0,0.4725,8.7,14457.0,85800.0,37884.0,20297.0,21536.0,2016
Collier County,Florida,12,21,11.5,33.9,83.1,1125.0,3371.0,13.2,28.5,348236.0,306114.0,59783.0,6.4,81.4,1083.0,0.5298,7.4,24300.0,291900.0,348236.0,39616.0,306114.0,2016
Collin County,Texas,48,85,6.7,50.2,75.1,1168.0,9373.0,7.1,8.7,886633.0,638396.0,86188.0,4.5,88.2,3818.0,0.4316,8.4,81491.0,240700.0,886633.0,39933.0,638396.0,2016
Collingsworth County,Texas,48,87,16.4,17.0,76.4,583.0,4.0,19.7,13.7,3032.0,2444.0,40257.0,4.9,78.8,141.0,0.4334,7.5,111.0,57600.0,3032.0,21116.0,2444.0,2016
Colonial Heights City,Virginia,51,570,16.7,21.9,78.5,965.0,306.0,12.9,17.6,17554.0,13707.0,49639.0,8.4,89.6,106.0,0.4178,8.5,2329.0,166800.0,17554.0,27209.0,13707.0,2016
Colorado County,Texas,48,89,14.7,18.4,78.2,646.0,96.0,14.0,18.8,20792.0,15576.0,45398.0,3.3,83.5,113.0,0.4755,7.1,2864.0,106200.0,20792.0,26161.0,15576.0,2016
Colquitt County,Georgia,13,71,15.0,12.9,75.3,595.0,501.0,25.0,12.2,46002.0,30679.0,33968.0,7.7,73.3,181.0,0.4664,9.9,10244.0,82600.0,46002.0,17477.0,30679.0,2016
Columbia County,Arkansas,5,27,18.5,21.9,79.5,645.0,144.0,24.9,14.6,24168.0,14506.0,36507.0,9.3,88.4,76.0,0.463,17.0,8420.0,77100.0,24168.0,19922.0,14506.0,2016
Columbia County,Florida,12,23,18.8,15.9,80.4,781.0,337.0,19.4,15.3,68198.0,52704.0,42848.0,11.7,85.5,118.0,0.4605,11.2,12112.0,105100.0,68198.0,21875.0,52704.0,2016
Columbia County,Georgia,13,73,10.8,35.1,75.5,1094.0,781.0,9.5,10.7,139904.0,105145.0,71962.0,6.9,91.2,502.0,0.4148,9.1,23253.0,176400.0,139904.0,31004.0,105145.0,2016
Columbia County,New York,36,21,15.9,29.5,83.1,877.0,518.0,12.7,19.0,61860.0,55383.0,59916.0,5.5,93.9,15.0,0.4662,8.2,2693.0,222300.0,61860.0,33864.0,55383.0,2016
Columbia County,Oregon,41,9,16.6,19.2,80.0,831.0,498.0,13.4,16.3,49645.0,46036.0,55146.0,8.6,90.4,575.0,0.4377,7.8,303.0,213200.0,49645.0,27449.0,46036.0,2016
Columbia County,Pennsylvania,42,37,12.2,21.4,83.1,721.0,687.0,15.3,15.6,66772.0,63555.0,46952.0,5.3,94.0,107.0,0.4554,15.3,1231.0,140100.0,66772.0,24155.0,63555.0,2016
Columbia County,Washington,53,13,20.3,25.4,84.9,745.0,51.0,14.8,26.6,3971.0,3594.0,42083.0,9.0,92.3,21.0,0.4604,9.0,15.0,162200.0,3971.0,26536.0,3594.0,2016
Columbia County,Wisconsin,55,21,10.9,22.7,80.5,753.0,399.0,8.6,14.5,56650.0,54028.0,61004.0,4.3,93.7,307.0,0.398,7.7,821.0,177200.0,56650.0,29936.0,54028.0,2016
Columbiana County,Ohio,39,29,15.9,13.9,81.5,621.0,883.0,15.8,16.0,105230.0,100017.0,45389.0,8.4,90.2,156.0,0.4375,7.8,2386.0,104100.0,105230.0,23785.0,100017.0,2016
Columbus County,North Carolina,37,47,20.5,12.0,80.1,595.0,231.0,23.0,15.3,57015.0,35133.0,35847.0,8.5,84.2,2111.0,0.5009,10.0,17625.0,84800.0,57015.0,21133.0,35133.0,2016
Colusa County,California,6,11,12.6,14.4,74.7,896.0,160.0,13.5,12.2,21361.0,18721.0,54946.0,8.7,84.4,211.0,0.4563,10.0,222.0,205000.0,21361.0,25745.0,18721.0,2016
Comal County,Texas,48,91,13.6,34.5,78.7,1018.0,892.0,9.2,16.4,124234.0,112597.0,69666.0,4.5,86.1,367.0,0.442,8.1,2467.0,227000.0,124234.0,33872.0,112597.0,2016
Comanche County,Kansas,20,33,14.1,20.1,79.3,463.0,13.0,8.6,25.7,1898.0,1841.0,43542.0,4.7,86.7,0.0,0.4197,4.2,0.0,65900.0,1898.0,24574.0,1841.0,2016
Comanche County,Oklahoma,40,31,18.4,20.7,78.5,793.0,1629.0,16.8,9.4,124583.0,79469.0,47238.0,9.0,85.0,6892.0,0.4431,15.4,21505.0,118700.0,124583.0,23925.0,79469.0,2016
Comanche County,Texas,48,93,19.0,17.0,78.7,496.0,44.0,21.3,21.5,13506.0,12888.0,39054.0,5.2,76.6,35.0,0.459,8.3,189.0,79400.0,13506.0,21681.0,12888.0,2016
Concho County,Texas,48,95,8.5,11.5,91.6,618.0,15.0,10.6,12.1,4142.0,3882.0,48516.0,1.9,83.5,0.0,0.4774,12.3,29.0,100800.0,4142.0,16599.0,3882.0,2016
Concordia Parish,Louisiana,22,29,12.2,11.3,78.3,525.0,166.0,31.9,13.3,20288.0,11776.0,28405.0,9.7,73.6,13.0,0.5043,10.0,8338.0,77800.0,20288.0,17110.0,11776.0,2016
Conecuh County,Alabama,1,35,21.4,8.7,79.8,528.0,47.0,32.5,19.3,12697.0,6593.0,27609.0,20.4,80.9,19.0,0.4791,9.5,5880.0,72300.0,12697.0,16004.0,6593.0,2016
Conejos County,Colorado,8,21,21.5,18.3,76.1,526.0,76.0,22.1,16.6,8213.0,7518.0,34630.0,10.3,84.3,154.0,0.4469,8.5,14.0,113800.0,8213.0,18221.0,7518.0,2016
Contra Costa County,California,6,13,11.0,40.3,78.3,1506.0,12186.0,10.2,12.7,1107925.0,661857.0,82881.0,7.7,91.5,5447.0,0.4679,9.0,97032.0,472900.0,1107925.0,40792.0,661857.0,2016
Converse County,Wyoming,56,9,15.7,15.5,78.9,685.0,103.0,8.4,12.0,14223.0,13532.0,66737.0,5.3,90.3,80.0,0.3951,7.9,12.0,194500.0,14223.0,31470.0,13532.0,2016
Conway County,Arkansas,5,29,20.9,16.9,78.3,573.0,132.0,21.5,17.0,21060.0,17959.0,38266.0,7.2,89.1,112.0,0.4702,8.3,2490.0,100300.0,21060.0,21896.0,17959.0,2016
Cook County,Georgia,13,75,17.1,13.8,75.0,689.0,112.0,26.2,13.5,17103.0,11852.0,35199.0,5.4,77.5,73.0,0.456,8.8,4790.0,80000.0,17103.0,17564.0,11852.0,2016
Cook County,Illinois,17,31,10.3,36.5,78.8,999.0,67537.0,16.7,11.1,5227575.0,2965530.0,56902.0,9.7,87.4,14296.0,0.5048,9.7,1248948.0,219800.0,5227575.0,32179.0,2965530.0,2016
Cook County,Minnesota,27,31,11.8,39.6,85.3,655.0,115.0,11.9,23.9,5215.0,4527.0,51793.0,2.4,90.9,429.0,0.4635,6.4,15.0,242200.0,5215.0,32774.0,4527.0,2016
Cooke County,Texas,48,97,14.7,21.6,78.8,740.0,289.0,15.0,16.1,38878.0,36011.0,56269.0,6.5,83.8,247.0,0.4381,9.0,1027.0,134000.0,38878.0,28045.0,36011.0,2016
Cooper County,Missouri,29,53,14.9,20.5,80.7,655.0,158.0,13.3,13.8,17613.0,15711.0,44917.0,5.4,90.0,49.0,0.4288,11.6,1113.0,122900.0,17613.0,22822.0,15711.0,2016
Coos County,New Hampshire,33,7,20.0,17.8,86.5,713.0,231.0,13.3,19.2,32219.0,31047.0,45154.0,6.7,88.5,100.0,0.4296,7.4,637.0,122000.0,32219.0,25467.0,31047.0,2016
Coos County,Oregon,41,11,23.3,18.4,83.4,727.0,766.0,18.1,23.1,62944.0,55775.0,39110.0,10.7,87.5,1447.0,0.4798,7.5,824.0,169900.0,62944.0,24261.0,55775.0,2016
Coosa County,Alabama,1,37,22.3,9.9,85.1,567.0,39.0,15.3,17.1,10864.0,7204.0,31910.0,12.6,87.4,8.0,0.4263,11.4,3516.0,76500.0,10864.0,18080.0,7204.0,2016
Copiah County,Mississippi,28,29,16.7,12.9,77.4,642.0,36.0,28.1,13.7,28780.0,13159.0,34738.0,14.7,82.2,3.0,0.5031,11.7,14848.0,88800.0,28780.0,18188.0,13159.0,2016
Corson County,South Dakota,46,31,12.6,16.4,68.2,414.0,37.0,46.8,10.2,4170.0,1248.0,32115.0,29.9,76.5,2823.0,0.5072,9.0,16.0,56000.0,4170.0,13830.0,1248.0,2016
Cortland County,New York,36,23,12.8,24.8,81.9,700.0,486.0,13.8,13.9,48713.0,45887.0,50910.0,5.2,94.1,69.0,0.4219,16.6,799.0,111400.0,48713.0,24665.0,45887.0,2016
Coryell County,Texas,48,99,15.6,15.1,76.7,917.0,914.0,14.1,7.9,75710.0,54254.0,49275.0,9.2,89.8,639.0,0.4162,15.9,10755.0,103400.0,75710.0,20555.0,54254.0,2016
Coshocton County,Ohio,39,31,13.8,12.1,78.3,574.0,186.0,14.0,15.8,36665.0,35539.0,43380.0,6.4,87.1,64.0,0.4035,8.0,378.0,97100.0,36665.0,21521.0,35539.0,2016
Costilla County,Colorado,8,23,31.5,20.0,82.3,552.0,28.0,30.4,24.7,3590.0,3345.0,26610.0,11.6,85.8,7.0,0.5279,8.8,13.0,110800.0,3590.0,20238.0,3345.0,2016
Cottle County,Texas,48,101,20.1,16.2,74.7,-666666666.0,22.0,25.0,25.8,1560.0,1197.0,33750.0,11.6,81.0,33.0,0.451,11.3,235.0,42600.0,1560.0,20397.0,1197.0,2016
Cotton County,Oklahoma,40,33,19.2,16.4,77.7,596.0,17.0,16.1,16.7,6062.0,4841.0,48732.0,9.4,82.8,590.0,0.4146,8.2,123.0,79300.0,6062.0,22411.0,4841.0,2016
Cottonwood County,Minnesota,27,33,14.1,19.9,78.2,592.0,94.0,16.0,20.1,11557.0,10474.0,47407.0,4.8,94.7,54.0,0.4452,7.3,72.0,88800.0,11557.0,25967.0,10474.0,2016
Covington City,Virginia,51,580,20.8,11.3,80.3,590.0,35.0,21.4,16.4,5650.0,4610.0,34703.0,5.2,86.7,0.0,0.4533,11.6,835.0,70900.0,5650.0,21512.0,4610.0,2016
Covington County,Alabama,1,39,21.1,14.9,78.9,585.0,255.0,19.0,17.5,37729.0,31881.0,37313.0,10.7,87.6,130.0,0.4555,8.2,4945.0,93700.0,37729.0,21738.0,31881.0,2016
Covington County,Mississippi,28,31,22.8,14.4,78.0,649.0,82.0,25.8,15.6,19503.0,12044.0,31684.0,13.1,84.1,0.0,0.4373,10.7,7276.0,72300.0,19503.0,16941.0,12044.0,2016
Coweta County,Georgia,13,77,10.6,28.1,75.9,957.0,1174.0,12.0,11.4,135625.0,103978.0,65244.0,6.6,89.3,169.0,0.4249,8.6,23913.0,182300.0,135625.0,29769.0,103978.0,2016
Cowley County,Kansas,20,35,16.2,19.4,78.1,657.0,462.0,16.4,15.1,35977.0,31538.0,44960.0,6.2,88.6,793.0,0.4285,11.2,1159.0,83000.0,35977.0,22249.0,31538.0,2016
Cowlitz County,Washington,53,15,20.1,15.9,79.6,785.0,1332.0,16.9,17.0,102854.0,93319.0,49127.0,9.7,90.9,1209.0,0.4357,8.3,634.0,180000.0,102854.0,24756.0,93319.0,2016
Craig County,Oklahoma,40,35,22.9,14.3,80.4,632.0,121.0,17.7,16.4,14683.0,9694.0,40036.0,5.3,82.3,2891.0,0.4241,8.4,458.0,91400.0,14683.0,20130.0,9694.0,2016
Craig County,Virginia,51,45,23.0,13.0,79.4,533.0,39.0,12.9,17.1,5195.0,5097.0,40500.0,5.6,88.9,0.0,0.4323,3.5,8.0,153700.0,5195.0,22371.0,5097.0,2016
Craighead County,Arkansas,5,31,17.7,25.4,76.4,699.0,1244.0,18.9,11.1,102884.0,83094.0,43892.0,6.3,86.4,657.0,0.4762,11.9,14233.0,131700.0,102884.0,24226.0,83094.0,2016
Crane County,Texas,48,103,7.6,12.9,69.8,690.0,18.0,11.7,9.9,4823.0,2396.0,60133.0,3.3,83.0,25.0,0.4428,8.6,210.0,77800.0,4823.0,25367.0,2396.0,2016
Craven County,North Carolina,37,49,17.7,22.5,79.7,869.0,1253.0,15.2,15.0,104190.0,73456.0,47957.0,9.9,86.4,699.0,0.4344,15.6,22365.0,154000.0,104190.0,25230.0,73456.0,2016
Crawford County,Arkansas,5,33,18.8,13.5,77.1,654.0,403.0,18.8,13.9,61927.0,55876.0,41792.0,7.1,87.2,1248.0,0.4387,8.4,825.0,109500.0,61927.0,20889.0,55876.0,2016
Crawford County,Georgia,13,79,16.4,13.1,79.3,685.0,179.0,19.1,15.3,12483.0,9250.0,40459.0,9.6,85.8,28.0,0.4702,5.3,2870.0,89900.0,12483.0,22183.0,9250.0,2016
Crawford County,Illinois,17,33,16.3,17.2,83.1,576.0,72.0,12.3,14.8,19441.0,18055.0,47364.0,6.7,91.2,16.0,0.4552,9.3,818.0,82000.0,19441.0,26245.0,18055.0,2016
Crawford County,Indiana,18,25,20.1,9.8,80.2,550.0,38.0,19.5,16.1,10582.0,10322.0,41173.0,6.3,91.7,114.0,0.3955,7.4,19.0,88600.0,10582.0,19756.0,10322.0,2016
Crawford County,Iowa,19,47,12.8,11.7,77.4,568.0,117.0,21.7,14.5,17147.0,15849.0,49699.0,5.7,89.4,202.0,0.4957,10.1,286.0,88800.0,17147.0,26693.0,15849.0,2016
Crawford County,Kansas,20,37,15.7,28.4,80.0,696.0,445.0,21.8,12.4,39281.0,36152.0,37607.0,5.8,87.1,207.0,0.4586,20.0,908.0,85100.0,39281.0,20642.0,36152.0,2016
Crawford County,Michigan,26,39,19.9,16.7,83.1,709.0,77.0,17.2,22.9,13840.0,13314.0,41034.0,10.9,92.0,39.0,0.4028,7.3,70.0,93500.0,13840.0,22348.0,13314.0,2016
Crawford County,Missouri,29,55,21.6,12.5,78.1,610.0,178.0,21.4,16.5,24545.0,23953.0,36983.0,11.9,84.2,109.0,0.4604,8.0,53.0,116500.0,24545.0,20373.0,23953.0,2016
Crawford County,Ohio,39,33,17.1,12.7,78.7,633.0,413.0,15.7,17.3,42485.0,41167.0,40563.0,7.7,91.7,14.0,0.4395,8.3,269.0,85200.0,42485.0,22631.0,41167.0,2016
Crawford County,Pennsylvania,42,39,16.0,20.6,79.9,633.0,767.0,14.5,17.2,87027.0,83395.0,45637.0,6.8,88.4,39.0,0.4281,9.7,1646.0,106700.0,87027.0,23578.0,83395.0,2016
Crawford County,Wisconsin,55,23,15.7,15.7,81.7,557.0,184.0,13.6,19.2,16415.0,15762.0,45780.0,5.4,91.9,82.0,0.4221,8.3,292.0,123800.0,16415.0,23466.0,15762.0,2016
Creek County,Oklahoma,40,37,14.5,15.6,77.8,715.0,387.0,15.0,15.3,70931.0,56645.0,46517.0,4.8,85.4,8146.0,0.4422,8.6,1530.0,106600.0,70931.0,23336.0,56645.0,2016
Crenshaw County,Alabama,1,41,19.5,14.6,77.6,515.0,119.0,18.2,15.1,13896.0,9935.0,37557.0,7.4,88.7,123.0,0.468,9.2,3312.0,77600.0,13896.0,20455.0,9935.0,2016
Crisp County,Georgia,13,81,18.8,15.1,76.8,627.0,237.0,32.9,14.1,23061.0,12384.0,31672.0,13.9,81.9,15.0,0.5386,10.5,9935.0,91000.0,23061.0,19943.0,12384.0,2016
Crittenden County,Arkansas,5,35,17.5,17.4,73.2,697.0,703.0,24.6,10.9,49511.0,22338.0,39407.0,9.1,88.5,87.0,0.4512,9.6,25110.0,102800.0,49511.0,20133.0,22338.0,2016
Crittenden County,Kentucky,21,55,18.3,12.8,79.1,517.0,55.0,21.2,18.1,9211.0,8964.0,38739.0,6.1,85.1,8.0,0.4577,7.1,117.0,78500.0,9211.0,21735.0,8964.0,2016
Crockett County,Tennessee,47,33,20.3,13.6,78.5,652.0,97.0,18.3,15.6,14558.0,11694.0,38043.0,6.8,84.9,25.0,0.446,8.2,1884.0,94200.0,14558.0,20542.0,11694.0,2016
Crockett County,Texas,48,105,11.4,11.0,77.3,554.0,11.0,22.7,11.0,3836.0,1782.0,50646.0,2.8,78.5,0.0,0.4596,10.3,14.0,76600.0,3836.0,23861.0,1782.0,2016
Crook County,Oregon,41,13,21.6,16.1,81.6,793.0,189.0,17.7,24.2,21334.0,19606.0,39583.0,11.3,89.5,238.0,0.4146,6.0,98.0,172600.0,21334.0,22346.0,19606.0,2016
Crook County,Wyoming,56,11,10.4,21.4,79.3,736.0,16.0,6.1,17.3,7284.0,7209.0,60307.0,4.4,88.8,7.0,0.4261,6.8,12.0,217500.0,7284.0,32817.0,7209.0,2016
Crosby County,Texas,48,107,17.2,12.1,73.3,589.0,30.0,20.0,16.4,5987.0,5448.0,39026.0,9.5,78.3,0.0,0.4471,8.4,238.0,56100.0,5987.0,19651.0,5448.0,2016
Cross County,Arkansas,5,37,21.9,14.7,77.0,647.0,212.0,19.8,15.2,17329.0,12940.0,39306.0,7.5,89.6,27.0,0.4626,8.4,4033.0,83900.0,17329.0,20692.0,12940.0,2016
Crow Wing County,Minnesota,27,35,14.0,24.2,79.3,758.0,578.0,10.4,19.4,63321.0,60995.0,50893.0,4.3,93.3,747.0,0.4539,7.4,389.0,181800.0,63321.0,29106.0,60995.0,2016
Crowley County,Colorado,8,25,23.1,10.2,90.5,659.0,28.0,34.1,12.1,5537.0,4668.0,31719.0,26.4,89.6,84.0,0.4411,16.4,294.0,74200.0,5537.0,12513.0,4668.0,2016
