County,State,State_FIPS,County_FIPS,white_population,total_population,age_60_and_over,housing_cost_burden,median_gross_rent,age_15_to_44_percentage,gini_index,native_american_population,median_household_income,asian_population,per_capita_income,total_population_race,median_home_value,black_population,age_18_and_under_percentage,Year
Lewis County,Washington,53,41,69299,75399,16.1,743,737,79.4,0.4054,615,43490,69299,22246,75399,188600,459,8.8,2012
Lewis County,West Virginia,54,41,16005,16389,16.1,118,515,82.1,0.4749,14,35179,16005,20920,16389,90000,44,7.8,2012
Lewis and Clark County,Montana,30,49,59516,63432,12.8,600,695,78.8,0.3909,1471,54535,59516,27861,63432,200600,266,8.9,2012
Lexington City,Virginia,51,678,5572,6990,7.8,14,768,92.1,0.5057,0,36511,5572,15829,6990,271000,616,66.5,2012
Lexington County,South Carolina,45,63,212467,262424,11.0,1852,797,77.7,0.4201,813,53644,212467,26774,262424,138900,37717,9.0,2012
Liberty County,Florida,12,77,6300,8300,8.2,9,592,87.9,0.4705,115,39225,6300,16384,8300,80300,1316,17.1,2012
Liberty County,Georgia,13,179,30711,64663,5.4,983,871,71.9,0.4174,224,44295,30711,20326,64663,126800,26948,16.8,2012
Liberty County,Montana,30,51,2246,2326,21.9,0,461,78.4,0.4501,33,40734,2246,19845,2326,83000,8,7.4,2012
Liberty County,Texas,48,291,60191,75662,10.2,246,720,77.1,0.4261,297,48408,60191,20114,75662,83200,8526,9.6,2012
Licking County,Ohio,39,89,155098,166135,12.0,1436,721,77.0,0.422,221,54247,155098,26295,166135,151300,5535,9.0,2012
Limestone County,Alabama,1,83,68300,83313,10.9,599,605,78.6,0.4448,431,48197,68300,24872,83313,132500,10670,8.2,2012
Limestone County,Texas,48,293,18148,23350,13.8,182,671,79.3,0.4244,55,40213,18148,19753,23350,84800,4107,8.7,2012
Lincoln County,Arkansas,5,79,9410,14167,8.9,81,578,85.3,0.4876,27,34107,9410,15161,14167,64100,4182,12.6,2012
Lincoln County,Colorado,8,73,4657,5443,13.4,67,640,85.8,0.4464,119,43807,4657,19858,5443,105700,499,9.3,2012
Lincoln County,Georgia,13,181,5192,7962,16.6,78,471,81.7,0.4473,28,34347,5192,20438,7962,103700,2595,11.9,2012
Lincoln County,Idaho,16,63,4418,5167,10.2,24,696,71.3,0.3645,74,43926,4418,16678,5167,126500,30,9.6,2012
Lincoln County,Kansas,20,105,3158,3240,17.5,9,527,77.5,0.4154,5,41250,3158,23939,3240,61000,3,3.2,2012
Lincoln County,Kentucky,21,137,23517,24671,13.4,200,533,77.3,0.443,7,34454,23517,17331,24671,84400,637,8.0,2012
Lincoln County,Maine,23,15,33637,34440,20.1,200,827,82.8,0.4089,53,50494,33637,27839,34440,204500,75,7.0,2012
Lincoln County,Minnesota,27,81,5755,5876,21.6,36,478,80.0,0.4102,26,47778,5755,25533,5876,81300,13,6.8,2012
Lincoln County,Mississippi,28,85,23931,34850,12.0,266,564,75.3,0.4672,97,37176,23931,19964,34850,80100,10634,8.6,2012
Lincoln County,Missouri,29,113,49836,52637,10.0,207,686,74.5,0.378,197,53822,49836,22347,52637,151000,1110,7.9,2012
Lincoln County,Montana,30,53,18831,19594,20.8,85,530,83.6,0.4558,383,33234,18831,21669,19594,164900,54,6.0,2012
Lincoln County,Nebraska,31,111,34094,36212,13.6,417,598,77.1,0.4276,59,49382,34094,26123,36212,110300,242,8.1,2012
Lincoln County,Nevada,32,17,4787,5282,18.1,8,543,77.0,0.4187,266,39293,4787,19215,5282,153900,159,9.1,2012
Lincoln County,New Mexico,35,27,17297,20440,22.2,81,758,82.5,0.4318,317,44149,17297,24960,20440,162100,82,7.0,2012
Lincoln County,North Carolina,37,109,70721,78052,12.5,805,665,78.6,0.4425,204,50065,70721,25647,78052,156100,4263,7.7,2012
Lincoln County,Oklahoma,40,81,29405,34106,14.4,253,545,77.1,0.4178,2011,42953,29405,21221,34106,89800,649,7.7,2012
Lincoln County,Oregon,41,41,40666,45992,20.8,771,783,83.9,0.4408,1303,41996,40666,25177,45992,242600,129,7.2,2012
Lincoln County,South Dakota,46,83,43245,45055,8.1,279,829,72.0,0.4328,246,73340,43245,35386,45055,181900,289,6.6,2012
Lincoln County,Tennessee,47,103,29754,33295,14.7,151,578,78.4,0.4257,170,40904,29754,21638,33295,110300,1609,8.4,2012
Lincoln County,Washington,53,43,9912,10536,20.1,92,630,79.8,0.4122,181,45563,9912,25154,10536,154800,30,6.1,2012
Lincoln County,West Virginia,54,43,21424,21714,14.3,104,547,79.2,0.4309,10,34066,21424,17431,21714,73000,51,7.5,2012
Lincoln County,Wisconsin,55,69,27862,28710,16.5,159,585,81.3,0.3853,44,48293,27862,24119,28710,131600,252,6.7,2012
Lincoln County,Wyoming,56,23,17412,17960,12.1,78,738,74.7,0.3578,86,62542,17412,26459,17960,204600,13,6.4,2012
Lincoln Parish,Louisiana,22,61,25790,46543,9.8,478,652,81.1,0.5234,106,35433,25790,20450,46543,114900,18912,26.0,2012
Linn County,Iowa,19,113,192021,211954,11.3,2119,658,77.7,0.4263,566,56790,192021,29739,211954,142300,8621,9.9,2012
Linn County,Kansas,20,107,9324,9613,18.7,60,556,80.0,0.4635,25,44771,9324,26860,9613,98800,40,6.8,2012
Linn County,Missouri,29,115,12292,12668,16.6,56,520,78.0,0.4563,18,39028,12292,20968,12668,72400,75,7.6,2012
Linn County,Oregon,41,43,106970,116871,14.3,1254,777,77.7,0.4034,2334,47129,106970,21911,116871,176800,557,8.4,2012
Lipscomb County,Texas,48,295,2751,3324,10.9,5,622,75.0,0.4359,72,56131,2751,26489,3324,78800,21,9.0,2012
Litchfield County,Connecticut,9,5,178558,189277,14.4,1650,931,80.8,0.4353,507,71345,178558,37410,189277,272000,2229,7.4,2012
Little River County,Arkansas,5,81,9722,13068,15.5,72,485,77.5,0.4026,70,39042,9722,20081,13068,78600,2863,8.1,2012
Live Oak County,Texas,48,297,10253,11526,17.2,40,664,83.7,0.4477,101,42182,10253,21622,11526,86800,551,7.3,2012
Livingston County,Illinois,17,105,35363,38903,13.2,219,633,79.8,0.3981,10,54339,35363,23512,38903,108300,2333,9.1,2012
Livingston County,Kentucky,21,139,9275,9479,17.1,55,553,81.2,0.4002,8,40101,9275,19553,9479,81600,77,8.3,2012
Livingston County,Michigan,26,93,175601,181678,11.1,880,913,77.3,0.3898,509,72396,175601,32096,181678,191000,772,7.6,2012
Livingston County,Missouri,29,117,14404,15068,17.3,82,572,79.3,0.4216,50,42241,14404,20543,15068,94800,385,9.2,2012
Livingston County,New York,36,51,61181,65215,12.3,466,694,82.2,0.3923,160,54244,61181,23881,65215,118200,1582,14.8,2012
Livingston Parish,Louisiana,22,63,118139,128192,9.2,488,748,74.7,0.4126,537,57150,118139,24885,128192,152800,6796,9.0,2012
Llano County,Texas,48,299,18323,19115,31.0,149,659,85.3,0.5295,40,45533,18323,33905,19115,157800,157,6.2,2012
Logan County,Arkansas,5,83,20969,22352,16.0,143,504,78.0,0.4308,234,37237,20969,19587,22352,82400,308,8.2,2012
Logan County,Colorado,8,75,21164,22541,11.6,147,615,83.1,0.4305,64,41369,21164,22815,22541,121200,327,15.4,2012
Logan County,Illinois,17,107,25416,30278,12.8,201,555,83.4,0.4333,17,46647,25416,21255,30278,97000,3600,12.4,2012
Logan County,Kansas,20,109,2617,2766,18.2,22,525,79.7,0.4176,0,46047,2617,25608,2766,74600,0,6.9,2012
Logan County,Kentucky,21,141,24414,26786,14.1,228,555,78.3,0.4369,11,35962,24414,19844,26786,87700,2087,7.6,2012
Logan County,North Dakota,38,47,1970,1972,26.1,20,607,81.1,0.4796,0,47857,1970,27289,1972,56100,2,3.2,2012
Logan County,Ohio,39,91,43682,45816,13.5,366,689,77.4,0.4154,106,47345,43682,22993,45816,122000,658,7.9,2012
Logan County,Oklahoma,40,83,34385,41982,12.6,251,622,77.7,0.48,1433,52031,34385,25982,41982,131400,3692,10.6,2012
Logan County,West Virginia,54,45,35274,36508,13.4,166,522,81.5,0.4422,62,36698,35274,19327,36508,76000,823,7.8,2012
Long County,Georgia,13,183,9659,14488,7.6,144,646,74.5,0.3793,125,40044,9659,16310,14488,102700,3693,11.6,2012
Lonoke County,Arkansas,5,85,61297,68274,9.9,510,681,74.0,0.3874,478,51499,61297,22791,68274,119100,4248,8.4,2012
Lorain County,Ohio,39,93,255556,301108,12.6,2661,716,78.1,0.4298,994,51756,255556,25629,301108,143600,25238,8.9,2012
Los Alamos County,New Mexico,35,28,15932,18008,14.0,119,960,78.4,0.3693,60,106426,15932,50740,18008,285800,78,5.3,2012
Los Angeles County,California,6,37,5229697,9840024,9.5,146423,1187,77.9,0.4951,49624,56241,5229697,27900,9840024,443300,839837,11.1,2012
Loudon County,Tennessee,47,105,46326,48586,20.2,251,685,81.3,0.4522,71,49602,46326,27332,48586,175900,537,7.2,2012
Loudoun County,Virginia,51,107,220871,314980,5.9,2432,1629,71.8,0.3577,630,122068,220871,46732,314980,448700,23431,6.4,2012
Louisa County,Iowa,19,115,10659,11448,13.3,63,597,76.4,0.3932,0,49905,10659,23149,11448,94100,125,7.9,2012
Louisa County,Virginia,51,109,26038,33083,14.1,74,892,80.1,0.4114,120,55765,26038,27654,33083,199100,5970,6.9,2012
Love County,Oklahoma,40,85,7965,9404,16.1,41,583,78.9,0.436,719,41517,7965,21392,9404,80400,241,7.9,2012
Lowndes County,Alabama,1,85,2874,11304,13.5,77,519,78.1,0.5192,23,28023,2874,17895,11304,70200,8365,9.8,2012
Lowndes County,Georgia,13,185,63482,109730,8.1,1305,775,77.1,0.4695,202,38348,63482,19867,109730,134000,39481,18.0,2012
Lowndes County,Mississippi,28,87,32362,59584,11.1,866,646,75.7,0.4969,70,37508,32362,21593,59584,112500,26040,10.8,2012
Lubbock County,Texas,48,303,222418,278339,9.5,2822,764,77.6,0.4862,1125,43993,222418,23880,278339,107300,19707,18.0,2012
Lucas County,Iowa,19,117,8790,8913,17.7,79,460,78.1,0.4167,51,44020,8790,21240,8913,84700,12,7.1,2012
Lucas County,Ohio,39,95,328791,441198,11.3,5119,642,77.6,0.4757,1347,41436,328791,23827,441198,114300,84171,11.2,2012
Luce County,Michigan,26,95,5346,6590,13.8,38,587,86.6,0.3877,265,42414,5346,19016,6590,83300,751,7.2,2012
Lumpkin County,Georgia,13,187,28147,30040,12.5,192,826,81.2,0.4403,147,44595,28147,20970,30040,169100,496,16.3,2012
Luna County,New Mexico,35,29,22815,25162,19.2,115,524,74.9,0.4902,241,29365,22815,16546,25162,90600,222,9.7,2012
Lunenburg County,Virginia,51,111,7911,12838,14.5,30,674,83.1,0.4346,5,34455,7911,17457,12838,105200,4553,9.0,2012
Luzerne County,Pennsylvania,42,79,294883,320555,14.9,3641,639,81.8,0.4516,490,43486,294883,24446,320555,119500,11509,9.9,2012
Lycoming County,Pennsylvania,42,81,107893,116447,14.1,1068,649,81.0,0.4217,221,44557,107893,22808,116447,129200,5103,12.3,2012
Lyman County,South Dakota,46,85,2174,3752,13.1,28,442,73.5,0.3826,1416,46339,2174,19659,3752,68800,0,9.0,2012
Lynchburg City,Virginia,51,680,49167,75657,11.3,1266,701,81.2,0.5003,140,37774,49167,21824,75657,147100,21809,22.6,2012
Lynn County,Texas,48,305,5509,5886,13.6,46,565,78.0,0.4059,86,45066,5509,20363,5886,67000,99,9.9,2012
Lyon County,Iowa,19,119,11416,11623,14.4,22,533,73.9,0.3831,20,49727,11416,22714,11623,105500,3,7.1,2012
Lyon County,Kansas,20,111,30285,34103,10.8,400,588,78.7,0.419,88,38877,30285,19421,34103,92700,723,16.7,2012
Lyon County,Kentucky,21,143,7710,8336,17.6,30,454,88.8,0.43,0,38414,7710,21122,8336,96600,557,6.6,2012
Lyon County,Minnesota,27,83,23167,25714,11.6,204,585,78.4,0.4229,145,47256,23167,24427,25714,138700,550,12.4,2012
Lyon County,Nevada,32,19,45453,51797,16.2,459,940,78.0,0.376,1454,46088,45453,21003,51797,144000,498,7.4,2012
Mackinac County,Michigan,26,97,8494,11144,21.6,149,572,82.6,0.4044,1762,38507,8494,21950,11144,121500,96,6.3,2012
Macomb County,Michigan,26,99,718496,841769,12.2,6661,801,78.7,0.4131,2554,53628,718496,26618,841769,134700,72896,8.7,2012
Macon County,Alabama,1,87,3365,21214,12.6,228,584,81.0,0.4751,42,27957,3365,16402,21214,77500,17635,18.0,2012
Macon County,Georgia,13,193,5239,14552,10.3,92,530,82.0,0.4222,20,30906,5239,14060,14552,72400,8872,11.8,2012
Macon County,Illinois,17,115,88035,110558,14.6,1015,656,78.8,0.4558,78,46165,88035,25948,110558,92500,17612,9.5,2012
Macon County,Missouri,29,121,14798,15532,17.6,146,504,76.4,0.421,78,37405,14798,19857,15532,85900,420,7.6,2012
Macon County,North Carolina,37,113,31663,33815,21.8,267,733,83.0,0.4764,102,38134,31663,24003,33815,166800,308,7.4,2012
Macon County,Tennessee,47,111,21328,22265,12.1,154,507,77.3,0.4466,44,35452,21328,17666,22265,91800,89,8.3,2012
Macoupin County,Illinois,17,117,46523,47712,15.1,293,607,79.3,0.3953,33,48788,46523,24267,47712,93600,291,8.3,2012
Madera County,California,6,39,121838,150615,11.2,1296,888,74.0,0.4356,2650,47937,121838,18474,150615,210300,5248,11.0,2012
Madison County,Alabama,1,89,232397,334661,10.8,2939,725,78.5,0.4597,2262,58242,232397,31367,334661,163300,80303,10.7,2012
Madison County,Arkansas,5,87,14975,15674,14.1,36,569,80.1,0.4503,80,33481,14975,17718,15674,95000,27,8.6,2012
Madison County,Florida,12,79,10866,19187,13.1,117,669,81.3,0.4415,70,34361,10866,15989,19187,85600,7463,10.2,2012
Madison County,Georgia,13,195,24544,27988,12.8,122,650,78.1,0.432,76,41404,24544,19232,27988,127600,2244,7.8,2012
Madison County,Idaho,16,65,35753,37311,5.3,380,633,74.7,0.4773,71,33776,35753,14623,37311,171600,209,30.3,2012
Madison County,Illinois,17,119,238068,268586,12.5,2079,761,78.9,0.432,474,52756,238068,26797,268586,124900,21124,10.2,2012
Madison County,Indiana,18,95,115997,131244,13.4,1042,682,78.8,0.413,116,44245,115997,21854,131244,93600,8813,9.2,2012
Madison County,Iowa,19,121,15315,15630,13.2,102,708,74.2,0.4156,17,56765,15315,27745,15630,159600,91,6.1,2012
Madison County,Kentucky,21,151,76249,83174,10.0,1159,606,80.0,0.4508,231,42020,76249,21652,83174,143000,3583,16.7,2012
Madison County,Mississippi,28,89,55027,95481,9.3,577,853,74.4,0.4894,189,60195,55027,32637,95481,196600,36495,8.8,2012
Madison County,Missouri,29,123,12003,12334,16.4,128,576,78.6,0.3884,8,36197,12003,17253,12334,82400,21,8.4,2012
Madison County,Montana,30,57,7453,7688,21.3,35,687,85.2,0.4863,22,48600,7453,32711,7688,238000,15,6.0,2012
Madison County,Nebraska,31,119,32498,34766,13.1,383,566,77.2,0.4371,595,45717,32498,23970,34766,106500,442,10.9,2012
Madison County,New York,36,53,69358,72977,12.9,425,722,80.5,0.4131,501,52293,69358,24623,72977,117400,1353,13.4,2012
Madison County,North Carolina,37,115,19919,20727,16.2,139,587,80.7,0.419,67,38658,19919,19953,20727,159400,269,10.6,2012
Madison County,Ohio,39,97,39247,43213,10.0,436,721,82.1,0.4183,148,54647,39247,24011,43213,148000,2751,9.4,2012
Madison County,Tennessee,47,113,59127,97976,11.7,841,726,77.2,0.4774,182,42348,59127,22809,97976,112200,35520,11.3,2012
Madison County,Texas,48,313,10098,13590,10.9,53,607,83.8,0.4331,28,41202,10098,15191,13590,84200,2862,18.7,2012
Madison County,Virginia,51,113,11311,13270,17.4,59,989,78.7,0.4176,0,54510,11311,25940,13270,227700,1524,7.3,2012
Madison Parish,Louisiana,22,65,4506,12113,10.0,85,529,77.5,0.5137,49,24700,4506,13886,12113,70800,7387,10.2,2012
Magoffin County,Kentucky,21,153,13021,13229,11.7,52,480,78.1,0.4843,34,25461,13021,14505,13229,48300,37,8.3,2012
Mahaska County,Iowa,19,123,21394,22432,13.8,218,567,77.0,0.4203,46,47758,21394,22931,22432,99100,169,10.4,2012
Mahnomen County,Minnesota,27,87,2763,5442,14.9,19,447,72.1,0.4372,2138,39442,2763,19093,5442,96800,28,7.2,2012
Mahoning County,Ohio,39,99,191858,238352,15.0,2314,609,80.3,0.4646,388,41112,191858,23941,238352,97400,37898,9.0,2012
Major County,Oklahoma,40,93,6917,7563,17.2,25,508,78.9,0.4646,297,48698,6917,27184,7563,82200,20,7.2,2012
Malheur County,Oregon,41,45,25936,31057,12.9,186,580,78.6,0.4412,276,37191,25936,16690,31057,141100,390,10.5,2012
Manassas City,Virginia,51,683,27524,37943,6.1,517,1284,74.5,0.4039,18,70634,27524,28632,37943,247100,5410,10.7,2012
Manassas Park City,Virginia,51,685,8849,14409,4.2,117,1384,74.2,0.3502,93,71810,8849,27306,14409,233100,1876,11.0,2012
Manatee County,Florida,12,81,271678,324834,22.3,3475,926,81.0,0.4599,780,47910,271678,27544,324834,175100,28052,7.5,2012
Manistee County,Michigan,26,101,22856,24753,18.9,221,665,84.3,0.4291,502,41228,22856,22351,24753,113100,754,9.6,2012
Manitowoc County,Wisconsin,55,71,76812,81266,14.6,643,583,80.7,0.404,513,50091,76812,26138,81266,126400,408,8.2,2012
Marathon County,Wisconsin,55,73,123161,134041,12.6,1238,685,78.2,0.4209,417,53762,123161,27173,134041,142600,693,8.3,2012
Marengo County,Alabama,1,91,9688,20909,15.1,140,453,77.3,0.4978,13,34515,9688,20208,20909,89500,10926,9.1,2012
Maricopa County,Arizona,4,13,3114615,3841819,11.0,44938,944,75.9,0.4559,71329,54385,3114615,27552,3841819,193900,192883,10.3,2012
Maries County,Missouri,29,125,8874,9140,16.9,24,521,78.3,0.3987,44,44885,8874,21883,9140,118600,76,8.1,2012
Marin County,California,6,41,201272,252759,15.2,3413,1598,81.3,0.5067,667,90962,201272,55695,252759,810700,7284,6.5,2012
Marinette County,Wisconsin,55,75,40481,41704,18.0,299,568,82.4,0.4282,186,41533,40481,23689,41704,108100,117,7.9,2012
Marion County,Alabama,1,93,28907,30641,16.6,199,467,79.6,0.4527,48,31970,28907,18610,30641,76400,1189,7.7,2012
Marion County,Arkansas,5,89,16183,16712,23.7,83,557,84.8,0.4196,72,33497,16183,18935,16712,91600,39,6.7,2012
Marion County,Florida,12,83,270917,331987,25.0,2683,835,81.9,0.4427,1261,39770,270917,22191,331987,130900,41173,7.6,2012
Marion County,Georgia,13,197,5203,8615,12.6,106,435,76.5,0.4299,0,33875,5203,16590,8615,75300,2854,7.6,2012
Marion County,Illinois,17,121,36672,39319,15.4,299,615,79.3,0.428,52,41723,36672,21696,39319,71800,1283,8.6,2012
Marion County,Indiana,18,97,580773,904535,9.0,13292,751,76.2,0.4658,2274,42603,580773,24301,904535,120000,239965,10.3,2012
Marion County,Iowa,19,125,32338,33388,13.8,188,650,77.4,0.3891,99,53684,32338,24898,33388,132700,185,10.5,2012
Marion County,Kansas,20,115,12163,12565,18.3,65,562,79.4,0.3761,43,45323,12163,21827,12565,81500,110,10.2,2012
Marion County,Kentucky,21,155,17544,19872,10.7,208,539,78.8,0.4468,0,37710,17544,18720,19872,100600,1815,8.5,2012
Marion County,Mississippi,28,91,17722,26810,12.7,138,583,75.2,0.4896,3,31865,17722,17927,26810,79500,8806,9.2,2012
Marion County,Missouri,29,127,26349,28703,13.6,262,553,77.3,0.4536,118,42756,26349,22168,28703,102000,1676,9.0,2012
Marion County,Ohio,39,101,60324,66514,11.3,546,684,81.5,0.4224,318,40966,60324,20165,66514,99800,3446,9.6,2012
Marion County,Oregon,41,47,253676,315391,11.3,3724,778,75.9,0.4285,5189,46654,253676,22182,315391,201100,3238,10.2,2012
Marion County,South Carolina,45,67,13540,33038,12.7,205,529,77.1,0.4712,43,30562,13540,16783,33038,82400,18711,9.4,2012
Marion County,Tennessee,47,115,26474,28184,14.2,166,564,78.9,0.4413,21,39817,26474,21008,28184,118200,396,8.6,2012
Marion County,Texas,48,315,7830,10544,20.8,96,566,82.2,0.4859,12,32226,7830,20570,10544,71400,2538,6.0,2012
Marion County,West Virginia,54,49,53352,56460,14.6,336,631,81.2,0.442,35,40827,53352,22295,56460,88300,1928,11.0,2012
Mariposa County,California,6,43,16132,18193,21.0,171,797,85.8,0.4224,669,52584,16132,27670,18193,242900,141,5.4,2012
Marlboro County,South Carolina,45,69,11905,28750,10.6,263,537,81.5,0.4711,1039,28612,11905,14466,28750,63600,14579,9.5,2012
Marquette County,Michigan,26,103,62916,67178,13.5,589,601,83.3,0.4475,1181,45349,62916,23514,67178,126300,1066,14.6,2012
Marquette County,Wisconsin,55,77,14929,15366,19.3,99,696,81.7,0.3943,60,44879,14929,23004,15366,145100,47,6.8,2012
Marshall County,Alabama,1,95,87176,93070,12.9,461,596,76.6,0.4613,696,38649,87176,20480,93070,109800,1498,9.3,2012
Marshall County,Illinois,17,123,12158,12567,17.9,80,606,80.3,0.3935,11,52565,12158,25985,12567,103500,52,6.9,2012
Marshall County,Indiana,18,99,43495,47045,12.4,228,650,74.9,0.4046,82,47218,43495,22172,47045,123700,330,8.5,2012
Marshall County,Iowa,19,127,35248,40568,14.5,329,599,76.9,0.3998,162,49259,35248,23121,40568,104000,756,8.5,2012
Marshall County,Kansas,20,117,9839,10083,18.5,53,503,79.5,0.4041,18,41867,9839,22606,10083,77700,24,6.4,2012
Marshall County,Kentucky,21,157,30869,31393,17.8,118,591,81.0,0.4063,17,44802,30869,22727,31393,103300,112,7.5,2012
Marshall County,Minnesota,27,89,9291,9475,16.9,56,509,79.7,0.3962,43,51000,9291,26719,9475,87800,39,6.9,2012
Marshall County,Mississippi,28,93,18414,37019,11.4,188,649,78.7,0.4569,39,34459,18414,17784,37019,86100,17587,9.9,2012
Marshall County,Oklahoma,40,95,11760,15774,18.3,125,581,77.2,0.4231,798,36727,11760,19291,15774,79700,259,7.8,2012
Marshall County,South Dakota,46,91,3950,4631,16.4,18,506,76.8,0.4331,355,44516,3950,22504,4631,88200,2,8.3,2012
Marshall County,Tennessee,47,117,27297,30585,11.7,296,655,77.1,0.4364,36,40687,27297,20855,30585,107800,1746,8.1,2012
Marshall County,West Virginia,54,51,32362,32993,15.6,279,485,81.5,0.4751,29,40288,32362,24297,32993,83900,209,8.0,2012
Martin County,Florida,12,85,128266,146497,25.6,1266,955,84.4,0.5156,895,50573,128266,34522,146497,214300,8288,7.0,2012
Martin County,Indiana,18,101,10106,10300,14.1,64,584,78.5,0.3748,18,44291,10106,21992,10300,88600,20,7.3,2012
Martin County,Kentucky,21,159,11776,12934,9.6,58,491,82.0,0.4786,66,25340,11776,14512,12934,77100,887,8.9,2012
Martin County,Minnesota,27,91,20202,20727,17.8,111,599,79.5,0.44,14,46790,20202,26066,20727,102200,72,6.8,2012
Martin County,North Carolina,37,117,12910,24298,15.5,128,589,79.5,0.4398,84,35585,12910,18812,24298,85200,10497,8.3,2012
Martin County,Texas,48,317,4153,4804,11.6,27,486,73.2,0.4556,47,41964,4153,20904,4804,69600,120,8.6,2012
Martinsville City,Virginia,51,690,6803,13854,16.6,165,560,79.1,0.5039,86,28840,6803,20132,13854,88300,6137,8.1,2012
Mason County,Illinois,17,125,14366,14636,17.2,61,595,80.5,0.4292,20,42394,14366,23967,14636,81600,135,7.7,2012
Mason County,Kentucky,21,161,15781,17495,12.4,150,507,75.6,0.475,19,39192,15781,21645,17495,99000,1244,8.4,2012
Mason County,Michigan,26,105,27367,28672,17.5,224,644,80.0,0.4206,269,40957,27367,22494,28672,121500,176,7.5,2012
Mason County,Texas,48,319,3932,3978,25.2,29,444,82.2,0.4859,12,44408,3932,27590,3978,162900,0,10.6,2012
Mason County,Washington,53,45,52221,60545,17.8,428,839,82.3,0.4147,2016,48878,52221,23682,60545,222100,797,8.5,2012
Mason County,West Virginia,54,53,26601,27242,15.5,183,543,79.9,0.4343,15,37877,26601,20079,27242,82400,174,7.3,2012
Massac County,Illinois,17,127,13967,15370,16.2,135,584,79.6,0.4116,16,42190,13967,21466,15370,82700,817,7.7,2012
Matagorda County,Texas,48,321,29836,36653,12.9,263,649,75.9,0.4755,123,43146,29836,23079,36653,90400,4011,10.9,2012
Matanuska-Susitna Borough,Alaska,2,170,76133,89319,7.8,488,1003,74.5,0.3955,4273,70728,76133,29465,89319,217700,907,8.7,2012
Mathews County,Virginia,51,115,7818,8965,25.8,105,1000,84.5,0.4193,33,55590,7818,30528,8965,227800,875,8.4,2012
Maui County,Hawaii,15,9,54276,154937,11.6,1956,1293,78.9,0.4387,253,64058,54276,29493,154937,563500,579,7.8,2012
Maury County,Tennessee,47,119,68072,80965,11.4,939,654,77.1,0.4257,201,45603,68072,22624,80965,136800,10051,8.4,2012
Maverick County,Texas,48,323,48983,54107,9.8,278,544,69.2,0.4692,756,30959,48983,13498,54107,83300,90,11.4,2012
Mayes County,Oklahoma,40,97,28087,41162,14.4,258,597,76.3,0.4,3630,41475,28087,19971,41162,94400,117,8.2,2012
McClain County,Oklahoma,40,87,29385,34471,12.4,155,691,75.9,0.4041,1711,54554,29385,25128,34471,126300,251,8.0,2012
McCone County,Montana,30,55,1764,1808,16.8,20,431,80.5,0.4114,2,46528,1764,25683,1808,94500,0,4.1,2012
McCook County,South Dakota,46,87,5483,5592,16.2,36,582,77.2,0.4759,31,47392,5483,27950,5592,92900,5,6.3,2012
McCormick County,South Carolina,45,65,4953,10140,22.3,71,511,88.1,0.4689,0,38385,4953,21313,10140,113700,4947,7.7,2012
McCracken County,Kentucky,21,145,56034,65558,14.2,857,581,78.8,0.4688,187,44757,56034,25884,65558,118600,6400,7.6,2012
McCreary County,Kentucky,21,147,16582,18204,10.5,80,436,81.0,0.4427,62,21758,16582,12213,18204,65300,1152,9.6,2012
McCulloch County,Texas,48,307,7519,8281,16.2,26,601,76.7,0.4676,270,36560,7519,21134,8281,69800,89,9.0,2012
McCurtain County,Oklahoma,40,89,22607,33144,14.4,207,536,76.0,0.4518,5697,32134,22607,17601,33144,70600,2880,8.7,2012
McDonald County,Missouri,29,119,20317,22970,11.9,165,563,75.6,0.4423,589,36719,20317,17429,22970,86100,211,9.0,2012
McDonough County,Illinois,17,109,29583,32568,11.8,282,675,86.2,0.4746,65,35812,29583,19897,32568,86500,1654,31.1,2012
McDowell County,North Carolina,37,111,41380,44926,14.4,343,550,79.5,0.4379,132,36388,41380,19537,44926,100900,1638,7.4,2012
McDowell County,West Virginia,54,47,19511,21966,14.4,102,453,82.0,0.4694,14,22972,19511,13917,21966,33900,2288,8.1,2012
McDuffie County,Georgia,13,189,12564,21762,11.8,152,633,75.0,0.4439,70,38855,12564,18105,21762,105000,8829,8.7,2012
McHenry County,Illinois,17,111,279509,308163,9.2,1683,1029,75.7,0.3934,550,77325,279509,32408,308163,233400,3449,8.2,2012
McHenry County,North Dakota,38,49,5340,5478,18.4,26,462,80.8,0.4556,32,41763,5340,26418,5478,74200,3,6.0,2012
McIntosh County,Georgia,13,191,8569,14119,18.4,55,578,82.2,0.4259,92,39506,8569,20764,14119,116500,5084,15.2,2012
McIntosh County,North Dakota,38,51,2748,2813,29.2,21,473,81.8,0.4656,8,36327,2748,24134,2813,51900,5,4.4,2012
McIntosh County,Oklahoma,40,91,14249,20266,21.9,127,585,79.9,0.4309,3091,32669,14249,17729,20266,77300,702,6.4,2012
McKean County,Pennsylvania,42,83,41417,43451,14.5,394,583,81.7,0.436,109,41351,41417,22471,43451,73200,1044,9.4,2012
McKenzie County,North Dakota,38,53,5127,6692,12.3,30,470,77.0,0.4959,1366,61893,5127,33574,6692,104400,12,9.4,2012
McKinley County,New Mexico,35,31,12146,71888,8.2,295,539,71.0,0.4874,53553,30780,12146,13445,71888,81300,433,12.0,2012
McLean County,Illinois,17,113,143872,169689,9.2,1293,728,79.1,0.446,298,61049,143872,29960,169689,156600,12198,17.1,2012
