County,State,mean_life_expectancy,State_FIPS,County_FIPS,disability_rate,median_gross_rent,age_15_to_44_percentage,bachelors_and_above_percentage,housing_cost_burden,white_population,total_population,age_60_and_over,poverty_rate,median_household_income,native_american_population,less_than_9th_grade_percentage,health_insurance_rate,unemployment_rate,gini_index,high_school_only_percentage,median_home_value,age_18_and_under_percentage,black_population,total_population_race,asian_population,per_capita_income,Year
Lebanon County,Pennsylvania,78.7903729833157,42,75,12.8,810.0,35.6,20.4,1058.0,120081.0,137616.0,24.9,10.5,57698.0,123.0,4.3,89.7,5.8,0.4041,43.5,166600.0,23.0,3021.0,137616.0,120081.0,27916.0,2017
Lee County,Alabama,77.5526205196881,1,81,12.2,818.0,49.5,34.9,1182.0,109481.0,156597.0,15.7,22.0,47564.0,166.0,3.6,91.3,5.7,0.5008,24.5,157100.0,21.6,36139.0,156597.0,109481.0,26170.0,2017
Lee County,Arkansas,73.2670721314187,5,77,24.3,542.0,39.7,8.4,98.0,4032.0,9614.0,23.8,27.3,27901.0,21.0,9.2,88.7,15.3,0.5057,39.3,67100.0,19.3,5471.0,9614.0,4032.0,15610.0,2017
Lee County,Florida,81.3739581271401,12,71,13.8,1035.0,31.6,27.2,6672.0,593227.0,700165.0,34.2,14.9,52052.0,1246.0,5.3,84.4,7.1,0.4786,30.9,190200.0,18.4,60664.0,700165.0,593227.0,30233.0,2017
Lee County,Georgia,76.6914056662725,13,177,10.0,855.0,41.1,25.7,325.0,21774.0,29216.0,17.0,11.6,65018.0,19.0,2.4,89.3,7.1,0.3956,29.0,156800.0,26.8,5708.0,29216.0,21774.0,28061.0,2017
Lee County,Illinois,77.9323802056279,17,103,14.4,695.0,36.1,17.8,196.0,31494.0,34670.0,24.8,11.8,58319.0,62.0,2.8,93.9,5.9,0.4343,35.3,116500.0,20.0,1814.0,34670.0,31494.0,28179.0,2017
Lee County,Iowa,76.2751575520909,19,111,16.7,623.0,34.3,15.7,343.0,32551.0,34785.0,26.2,16.3,48266.0,77.0,1.9,93.7,7.6,0.4048,40.4,90200.0,21.6,872.0,34785.0,32551.0,24408.0,2017
Lee County,Kentucky,70.7339224174525,21,129,32.4,550.0,34.6,8.9,9.0,6537.0,6717.0,24.1,32.7,23297.0,22.0,15.9,93.0,10.3,0.5099,39.9,64200.0,20.5,85.0,6717.0,6537.0,16489.0,2017
Lee County,Mississippi,74.3497617163344,28,81,16.7,686.0,39.1,23.5,783.0,57917.0,84840.0,19.1,17.3,45985.0,134.0,4.7,88.1,6.3,0.4608,25.9,125600.0,25.9,24499.0,84840.0,57917.0,23968.0,2017
Lee County,North Carolina,76.3736448958367,37,105,14.5,723.0,37.6,21.2,551.0,43207.0,59805.0,20.9,17.5,49272.0,419.0,8.2,85.2,7.4,0.439,25.7,138400.0,25.1,11408.0,59805.0,43207.0,23613.0,2017
Lee County,South Carolina,71.9935999955051,45,61,21.8,645.0,37.4,11.6,86.0,5898.0,17897.0,23.2,26.4,31963.0,63.0,6.9,88.3,9.0,0.4924,42.5,69800.0,21.3,11517.0,17897.0,5898.0,16972.0,2017
Lee County,Texas,77.8113991266465,48,287,14.8,855.0,36.4,17.6,93.0,13507.0,16850.0,25.1,13.8,55741.0,6.0,8.5,84.3,4.5,0.4497,36.9,138300.0,22.6,1853.0,16850.0,13507.0,26740.0,2017
Lee County,Virginia,74.1973592921761,51,105,25.7,530.0,36.3,11.1,171.0,22797.0,24428.0,25.3,26.2,32590.0,125.0,10.7,86.5,11.4,0.4765,33.5,81700.0,18.9,1096.0,24428.0,22797.0,18514.0,2017
Leelanau County,Michigan,82.563534806091,26,89,12.1,899.0,27.0,40.8,78.0,20030.0,21564.0,38.4,7.7,62646.0,631.0,1.4,94.0,6.3,0.4676,23.1,248900.0,17.1,104.0,21564.0,20030.0,37061.0,2017
Leflore County,Mississippi,70.9186274275444,28,83,11.2,542.0,40.4,17.9,258.0,7386.0,30113.0,18.8,40.3,25210.0,0.0,10.0,84.1,12.0,0.5431,35.5,76100.0,27.9,22053.0,30113.0,7386.0,15403.0,2017
Lehigh County,Pennsylvania,79.2240540872602,42,77,13.9,993.0,38.5,29.1,4085.0,283607.0,360774.0,22.2,13.3,60116.0,822.0,4.3,92.1,7.0,0.4544,33.0,196000.0,22.8,24878.0,360774.0,283607.0,30988.0,2017
Lemhi County,Idaho,78.4546129208234,16,59,20.1,616.0,26.7,22.3,71.0,7427.0,7755.0,37.3,17.1,36031.0,54.0,2.4,85.6,4.4,0.4174,32.2,173400.0,17.6,15.0,7755.0,7427.0,22489.0,2017
Lenawee County,Michigan,77.8774764530282,26,91,15.6,756.0,36.9,20.5,634.0,91353.0,98585.0,24.2,13.7,51339.0,449.0,2.7,92.8,5.9,0.4149,36.9,124900.0,21.6,2649.0,98585.0,91353.0,25649.0,2017
Lenoir County,North Carolina,74.3790968742586,37,107,24.2,690.0,34.7,13.5,715.0,31894.0,57934.0,25.4,22.3,37515.0,222.0,8.4,85.4,11.6,0.468,31.9,93500.0,22.6,22791.0,57934.0,31894.0,21594.0,2017
Leon County,Florida,79.030358739809,12,73,11.1,968.0,50.8,45.5,4801.0,177406.0,285890.0,17.2,20.5,49941.0,703.0,2.1,90.9,8.8,0.4859,18.6,187400.0,18.8,88973.0,285890.0,177406.0,28548.0,2017
Leon County,Texas,76.1893300396539,48,289,16.6,633.0,31.7,15.9,85.0,15185.0,16966.0,30.5,16.3,44875.0,103.0,6.5,80.6,7.1,0.4672,39.8,102300.0,22.7,1263.0,16966.0,15185.0,27096.0,2017
Leslie County,Kentucky,69.8710534328241,21,131,32.9,458.0,35.9,8.9,36.0,10410.0,10648.0,22.7,34.5,27861.0,0.0,13.8,90.7,14.6,0.4982,37.8,48900.0,21.7,13.0,10648.0,10410.0,15112.0,2017
Letcher County,Kentucky,70.9868655984605,21,133,30.3,568.0,35.5,11.7,93.0,22600.0,23011.0,23.9,30.5,30293.0,43.0,9.7,92.0,12.2,0.475,38.3,58500.0,21.6,67.0,23011.0,22600.0,18085.0,2017
Levy County,Florida,74.6229846286448,12,75,20.0,691.0,31.7,11.9,281.0,34748.0,39713.0,31.3,21.9,36554.0,136.0,3.9,83.4,8.5,0.4589,41.4,88700.0,20.1,3496.0,39713.0,34748.0,21043.0,2017
Lewis County,Idaho,78.3617255307179,16,61,22.4,596.0,28.1,16.3,34.0,3364.0,3824.0,32.7,15.3,40313.0,282.0,3.7,83.3,5.9,0.444,32.9,120000.0,22.9,4.0,3824.0,3364.0,23285.0,2017
Lewis County,Kentucky,72.8184507240136,21,135,22.2,445.0,35.3,12.1,36.0,13279.0,13565.0,23.7,26.1,32054.0,111.0,13.3,90.8,7.0,0.4954,40.5,68300.0,22.2,54.0,13565.0,13279.0,19346.0,2017
Lewis County,Missouri,76.609073277272,29,111,12.6,522.0,37.4,14.4,84.0,9525.0,10078.0,23.8,15.2,47148.0,65.0,3.7,88.8,2.9,0.4228,45.9,85500.0,23.2,297.0,10078.0,9525.0,22083.0,2017
Lewis County,New York,79.4186943362448,36,49,13.9,742.0,35.0,16.3,189.0,25943.0,26845.0,23.5,14.2,51475.0,56.0,2.7,92.2,7.6,0.4191,45.9,121700.0,23.3,198.0,26845.0,25943.0,25779.0,2017
Lewis County,Tennessee,74.2078968277841,47,101,18.1,492.0,32.8,12.0,137.0,11371.0,11944.0,29.4,22.1,37092.0,0.0,6.6,85.6,4.0,0.4236,42.9,88300.0,21.4,143.0,11944.0,11371.0,20099.0,2017
Lewis County,Washington,77.5288762620298,53,41,21.0,834.0,34.7,15.4,885.0,69415.0,76012.0,27.0,16.0,46387.0,472.0,4.3,89.8,8.8,0.4221,30.8,176000.0,21.9,503.0,76012.0,69415.0,23853.0,2017
Lewis County,West Virginia,73.6592946137817,54,41,20.4,622.0,34.5,13.4,81.0,16016.0,16371.0,26.8,19.8,39793.0,65.0,3.8,90.4,7.5,0.4274,49.4,98600.0,20.9,36.0,16371.0,16016.0,21513.0,2017
Lewis and Clark County,Montana,79.2955692635492,30,49,13.8,819.0,36.3,37.5,863.0,62193.0,66290.0,24.6,11.4,60789.0,1300.0,1.4,92.6,3.2,0.4061,24.8,220600.0,21.6,220.0,66290.0,62193.0,31252.0,2017
Lexington City,Virginia,76.8057788134345,51,678,14.7,785.0,65.6,38.5,85.0,5994.0,7113.0,18.3,21.4,37309.0,0.0,6.9,94.6,4.1,0.5078,22.6,252500.0,7.6,631.0,7113.0,5994.0,16668.0,2017
Lexington County,South Carolina,77.4705657786103,45,63,13.2,881.0,38.6,30.1,2802.0,224791.0,281870.0,21.0,12.8,57482.0,773.0,3.7,89.1,6.0,0.4343,28.7,148400.0,23.6,40985.0,281870.0,224791.0,29311.0,2017
Liberty County,Florida,75.7518222351327,12,77,21.9,578.0,46.7,11.1,18.0,6570.0,8347.0,19.4,17.8,36741.0,30.0,6.8,78.3,9.6,0.4552,48.8,62400.0,18.1,1561.0,8347.0,6570.0,16937.0,2017
Liberty County,Georgia,76.3021109268363,13,179,13.4,1014.0,48.1,19.4,1237.0,29100.0,62120.0,12.0,16.6,43493.0,306.0,2.8,87.3,11.9,0.4129,31.3,120500.0,28.7,25506.0,62120.0,29100.0,20966.0,2017
Liberty County,Montana,81.4900849335824,30,51,17.1,542.0,31.3,16.3,17.0,2215.0,2245.0,32.2,13.9,46641.0,0.0,22.3,89.3,1.9,0.5649,24.2,108000.0,16.6,0.0,2245.0,2215.0,36525.0,2017
Liberty County,Texas,73.9043730659397,48,291,18.1,806.0,40.2,9.3,381.0,64602.0,79884.0,18.3,16.2,48344.0,309.0,9.4,79.3,7.8,0.4444,39.8,93200.0,25.5,7979.0,79884.0,64602.0,22153.0,2017
Licking County,Ohio,77.5346842526012,39,89,14.6,792.0,37.1,24.6,1454.0,157716.0,170678.0,21.5,11.8,59747.0,242.0,2.0,92.6,5.9,0.4288,35.7,157800.0,23.6,6119.0,170678.0,157716.0,29093.0,2017
Limestone County,Alabama,77.3036396921757,1,83,15.1,622.0,39.1,24.6,598.0,74794.0,91695.0,20.1,14.8,52831.0,724.0,6.1,88.8,7.1,0.4582,30.7,146300.0,23.2,12042.0,91695.0,74794.0,26685.0,2017
Limestone County,Texas,75.1781242406486,48,293,17.3,680.0,37.1,13.8,187.0,17887.0,23480.0,24.4,20.7,40356.0,263.0,9.2,79.2,10.3,0.4552,34.1,84800.0,23.0,4240.0,23480.0,17887.0,21093.0,2017
Lincoln County,Arkansas,75.0420292899519,5,79,23.9,539.0,44.1,7.9,89.0,9256.0,13885.0,20.8,17.9,38873.0,57.0,5.1,90.5,8.1,0.4404,52.2,66100.0,17.8,4356.0,13885.0,9256.0,13142.0,2017
Lincoln County,Colorado,78.5091614921194,8,73,17.9,781.0,40.8,13.2,58.0,4854.0,5520.0,21.7,14.0,44725.0,57.0,4.2,94.3,3.7,0.4427,53.2,132100.0,19.9,504.0,5520.0,4854.0,14765.0,2017
Lincoln County,Georgia,76.1794942621868,13,181,18.2,707.0,32.0,12.1,156.0,5160.0,7768.0,29.8,23.0,37711.0,4.0,5.9,86.8,6.0,0.4878,43.9,115600.0,19.4,2503.0,7768.0,5160.0,24529.0,2017
Lincoln County,Idaho,77.8110567313034,16,63,15.3,789.0,37.7,9.1,49.0,4954.0,5296.0,18.4,11.5,46383.0,27.0,10.9,76.0,3.1,0.3854,35.8,127200.0,30.9,0.0,5296.0,4954.0,19095.0,2017
Lincoln County,Kansas,78.421504967925,20,105,18.4,524.0,29.6,19.9,36.0,3080.0,3121.0,30.2,8.4,48693.0,3.0,2.8,90.0,6.0,0.4138,33.0,68900.0,22.6,21.0,3121.0,3080.0,25667.0,2017
Lincoln County,Kentucky,74.1691940960378,21,137,20.9,620.0,35.4,10.8,204.0,23163.0,24413.0,23.4,23.8,37930.0,39.0,10.5,88.2,8.7,0.4371,42.9,96100.0,23.6,531.0,24413.0,23163.0,19351.0,2017
Lincoln County,Maine,79.4427461737673,23,15,16.6,761.0,29.5,33.1,207.0,33065.0,34021.0,35.2,11.8,54041.0,165.0,2.1,88.9,3.4,0.4455,32.6,211900.0,17.1,98.0,34021.0,33065.0,31522.0,2017
Lincoln County,Minnesota,79.8343394354466,27,81,13.0,596.0,29.4,19.7,16.0,5591.0,5724.0,31.0,11.4,51102.0,41.0,3.0,94.2,3.0,0.4382,38.4,95300.0,23.0,18.0,5724.0,5591.0,28382.0,2017
Lincoln County,Mississippi,73.4430021565852,28,85,15.7,688.0,37.8,15.0,126.0,23567.0,34542.0,22.5,23.6,37308.0,4.0,3.8,86.6,7.5,0.4668,36.7,94800.0,24.5,10641.0,34542.0,23567.0,20627.0,2017
Lincoln County,Missouri,76.5028105340331,29,113,15.8,828.0,38.6,15.7,334.0,52071.0,54800.0,18.2,13.2,58603.0,145.0,2.7,91.2,6.3,0.3903,42.6,154100.0,26.1,1022.0,54800.0,52071.0,24023.0,2017
Lincoln County,Montana,77.9740395261073,30,53,21.5,664.0,27.1,20.4,165.0,18337.0,19249.0,36.5,16.4,36934.0,194.0,4.9,85.7,9.9,0.4603,35.1,175500.0,18.2,15.0,19249.0,18337.0,22483.0,2017
Lincoln County,Nebraska,78.5271945259761,31,111,14.7,683.0,35.5,22.2,433.0,33965.0,35569.0,24.6,12.6,55875.0,87.0,2.5,90.7,2.7,0.4315,28.9,130800.0,24.0,410.0,35569.0,33965.0,29687.0,2017
Lincoln County,Nevada,77.9517165570616,32,17,17.0,592.0,39.8,21.7,0.0,4541.0,5203.0,27.3,12.1,52971.0,166.0,1.9,89.6,9.3,0.4776,33.0,132900.0,18.9,163.0,5203.0,4541.0,27218.0,2017
Lincoln County,New Mexico,79.4095256882596,35,27,19.5,727.0,27.5,29.6,113.0,17796.0,19497.0,35.3,15.4,42145.0,344.0,4.3,88.4,5.2,0.4893,29.1,171900.0,18.5,121.0,19497.0,17796.0,26820.0,2017
Lincoln County,North Carolina,77.0262703201055,37,109,15.0,698.0,35.5,20.2,654.0,71325.0,80504.0,23.2,15.2,50782.0,165.0,5.1,88.2,7.9,0.4539,30.9,158700.0,21.8,4309.0,80504.0,71325.0,27359.0,2017
Lincoln County,Oklahoma,75.0728269568576,40,81,19.1,651.0,34.5,14.3,176.0,29690.0,34759.0,24.2,14.3,47539.0,2782.0,3.5,85.5,5.9,0.4469,39.3,103400.0,24.6,638.0,34759.0,29690.0,23911.0,2017
Lincoln County,Oregon,77.8949476870402,41,41,21.7,862.0,28.7,24.1,649.0,41697.0,47307.0,36.5,18.4,43291.0,1503.0,2.8,88.3,6.5,0.4445,28.7,227700.0,17.2,213.0,47307.0,41697.0,25782.0,2017
Lincoln County,South Dakota,83.7070044880099,46,83,7.3,895.0,41.5,41.0,390.0,50437.0,53147.0,15.8,3.0,81849.0,259.0,2.2,95.4,2.1,0.4351,20.7,209700.0,28.8,562.0,53147.0,50437.0,39404.0,2017
Lincoln County,Tennessee,75.0449630526018,47,103,19.9,666.0,34.0,18.3,277.0,30122.0,33543.0,26.1,16.9,42153.0,82.0,5.5,90.7,5.9,0.4484,41.1,117500.0,22.4,2320.0,33543.0,30122.0,24029.0,2017
Lincoln County,Washington,80.1333611504602,53,43,19.7,713.0,29.3,22.9,75.0,9746.0,10344.0,32.1,13.7,49460.0,140.0,2.9,93.5,4.2,0.4144,29.9,150500.0,21.5,60.0,10344.0,9746.0,26918.0,2017
Lincoln County,West Virginia,71.724412701683,54,43,28.0,536.0,34.7,8.9,83.0,20946.0,21241.0,24.4,24.9,37075.0,32.0,10.7,91.6,7.3,0.429,45.4,82000.0,22.5,116.0,21241.0,20946.0,19321.0,2017
Lincoln County,Wisconsin,78.5311952878332,55,69,13.5,627.0,32.0,17.3,321.0,27150.0,27994.0,27.5,9.2,54203.0,98.0,2.8,94.5,4.0,0.3919,38.7,135500.0,19.4,150.0,27994.0,27150.0,28603.0,2017
Lincoln County,Wyoming,79.6974249914786,56,23,12.5,836.0,34.0,20.5,145.0,18022.0,18791.0,22.6,9.3,63756.0,61.0,1.2,88.2,6.0,0.4036,31.3,205900.0,27.4,56.0,18791.0,18022.0,29516.0,2017
Lincoln Parish,Louisiana,76.9879291582876,22,61,13.6,679.0,51.4,36.2,604.0,25588.0,47536.0,17.5,31.2,34424.0,89.0,3.3,87.6,8.8,0.5442,26.8,145900.0,20.2,19322.0,47536.0,25588.0,21934.0,2017
Linn County,Iowa,80.2303424015715,19,113,10.0,727.0,39.9,32.3,1993.0,195466.0,220008.0,20.8,9.5,62702.0,342.0,1.6,95.6,3.8,0.4248,27.2,150600.0,23.7,10863.0,220008.0,195466.0,32786.0,2017
Linn County,Kansas,77.0689639336192,20,107,18.9,653.0,32.5,14.1,66.0,9227.0,9602.0,27.4,17.4,46576.0,105.0,3.5,89.5,5.8,0.4512,39.9,89400.0,23.1,78.0,9602.0,9227.0,25796.0,2017
Linn County,Missouri,75.8654983733096,29,115,14.9,528.0,32.7,14.8,71.0,11800.0,12248.0,26.6,16.5,41652.0,24.0,4.8,87.8,3.2,0.4118,47.2,80400.0,23.9,62.0,12248.0,11800.0,22361.0,2017
Linn County,Oregon,77.931853603926,41,43,17.4,888.0,36.9,18.6,1538.0,111010.0,121074.0,24.4,16.1,49515.0,1269.0,2.7,91.7,8.8,0.426,30.2,184900.0,23.1,465.0,121074.0,111010.0,24448.0,2017
Lipscomb County,Texas,77.3685527786518,48,295,12.9,705.0,36.8,18.8,9.0,3068.0,3495.0,20.9,10.5,59583.0,24.0,8.5,82.0,5.2,0.4431,33.9,92400.0,27.3,13.0,3495.0,3068.0,29995.0,2017
Litchfield County,Connecticut,80.2933334667025,9,5,10.8,995.0,32.3,35.0,1263.0,171607.0,184454.0,27.2,6.8,76438.0,330.0,2.9,95.0,6.0,0.4412,29.1,250100.0,19.1,3560.0,184454.0,171607.0,40619.0,2017
Little River County,Arkansas,73.9743483215101,5,81,21.3,543.0,35.3,10.3,134.0,9223.0,12494.0,26.2,18.8,36963.0,164.0,3.0,88.9,10.3,0.4746,40.4,72400.0,22.4,2559.0,12494.0,9223.0,23412.0,2017
Live Oak County,Texas,78.4631311009812,48,297,19.2,765.0,38.0,11.3,54.0,10954.0,12043.0,26.3,16.3,51480.0,19.0,9.3,81.1,3.8,0.4371,34.7,84900.0,20.0,304.0,12043.0,10954.0,22847.0,2017
Livingston County,Illinois,76.7108390543287,17,105,14.8,655.0,36.3,15.1,216.0,34170.0,36812.0,24.6,13.3,54339.0,5.0,3.1,93.9,5.5,0.4354,43.5,109500.0,21.9,1499.0,36812.0,34170.0,27318.0,2017
Livingston County,Kentucky,74.5642752384381,21,139,21.4,633.0,31.9,8.9,56.0,9044.0,9288.0,27.6,16.2,43472.0,17.0,6.0,94.5,5.9,0.4564,46.6,90800.0,20.8,17.0,9288.0,9044.0,24464.0,2017
Livingston County,Michigan,80.3460114558161,26,93,10.3,966.0,35.0,34.7,967.0,180154.0,186946.0,22.3,5.9,78430.0,495.0,1.1,95.4,4.6,0.3995,25.7,218700.0,22.6,1035.0,186946.0,180154.0,36845.0,2017
Livingston County,Missouri,77.1574234361009,29,117,15.1,630.0,37.5,18.8,131.0,14125.0,15025.0,25.8,17.9,45929.0,94.0,4.3,87.6,3.4,0.4429,42.0,106000.0,21.5,417.0,15025.0,14125.0,22248.0,2017
Livingston County,New York,79.9585394523158,36,51,13.2,755.0,40.2,23.7,407.0,60055.0,64373.0,23.1,14.6,53654.0,103.0,2.7,95.8,4.8,0.4139,33.4,125000.0,18.4,1688.0,64373.0,60055.0,25882.0,2017
Livingston Parish,Louisiana,75.8628748912791,22,63,13.5,847.0,41.2,17.4,577.0,124798.0,137096.0,17.7,13.2,60456.0,330.0,5.2,88.5,5.8,0.4227,40.4,155800.0,26.3,8191.0,137096.0,124798.0,27280.0,2017
Llano County,Texas,78.345966723313,48,299,25.2,819.0,23.3,26.6,150.0,18911.0,20195.0,45.5,12.5,50524.0,191.0,4.8,83.1,8.3,0.5207,26.5,184500.0,14.5,155.0,20195.0,18911.0,35680.0,2017
Logan County,Arkansas,74.1726732947248,5,83,21.1,562.0,34.4,12.0,127.0,20058.0,21802.0,25.2,20.2,37982.0,231.0,5.2,91.3,8.1,0.4443,44.4,90400.0,22.4,462.0,21802.0,20058.0,19708.0,2017
Logan County,Colorado,79.1781984236642,8,75,14.6,712.0,40.1,19.0,229.0,20097.0,21885.0,23.1,16.8,44876.0,190.0,4.7,89.0,6.2,0.4513,31.8,148700.0,21.4,254.0,21885.0,20097.0,24595.0,2017
Logan County,Illinois,77.2926126571723,17,107,15.0,683.0,40.1,19.8,145.0,26048.0,29488.0,24.0,9.2,58271.0,38.0,2.5,95.1,5.6,0.3988,35.9,101300.0,19.0,1998.0,29488.0,26048.0,26479.0,2017
Logan County,Kansas,77.9291998338467,20,109,13.4,777.0,33.9,19.1,39.0,2670.0,2790.0,30.1,8.9,49926.0,11.0,3.1,94.1,3.0,0.4528,30.2,83100.0,23.7,1.0,2790.0,2670.0,28549.0,2017
Logan County,Kentucky,75.2153627590409,21,141,14.7,603.0,36.3,14.8,300.0,24294.0,26847.0,23.3,17.4,40982.0,48.0,8.2,90.4,6.2,0.4376,40.6,105400.0,23.7,1685.0,26847.0,24294.0,21465.0,2017
Logan County,North Dakota,79.719065661897,38,47,12.3,610.0,26.0,13.7,9.0,1892.0,1932.0,37.4,7.5,57379.0,5.0,10.9,96.9,1.7,0.4254,39.0,79000.0,18.7,1.0,1932.0,1892.0,31952.0,2017
Logan County,Ohio,76.3008879779996,39,91,13.9,717.0,35.0,15.1,280.0,43028.0,45323.0,24.4,13.7,53051.0,75.0,2.8,90.7,5.8,0.4215,49.4,127200.0,23.9,776.0,45323.0,43028.0,26525.0,2017
Logan County,Oklahoma,78.3383967763961,40,83,13.3,748.0,39.1,28.0,230.0,37437.0,45326.0,20.4,13.2,59133.0,1602.0,2.8,87.1,4.8,0.4471,32.4,153100.0,23.9,3930.0,45326.0,37437.0,28265.0,2017
Logan County,West Virginia,69.7564753431037,54,45,30.0,605.0,35.7,8.7,186.0,33240.0,34428.0,24.9,22.5,37859.0,101.0,8.1,90.9,12.8,0.4679,43.3,85800.0,20.7,579.0,34428.0,33240.0,21074.0,2017
Long County,Georgia,78.4618707054974,13,183,16.3,759.0,44.1,15.6,108.0,11527.0,17857.0,13.4,20.0,53083.0,39.0,3.9,82.0,17.2,0.3724,30.8,117500.0,28.5,4308.0,17857.0,11527.0,20321.0,2017
Lonoke County,Arkansas,74.7455691325912,5,85,14.1,764.0,40.9,20.1,674.0,63760.0,71568.0,17.8,12.3,57290.0,366.0,3.3,91.1,4.8,0.3938,34.3,135100.0,26.3,4315.0,71568.0,63760.0,25184.0,2017
Lorain County,Ohio,77.6454279525107,39,93,15.3,751.0,36.3,23.7,3098.0,260322.0,305405.0,23.5,13.7,54987.0,932.0,2.5,94.1,7.0,0.4427,32.2,140300.0,22.6,25708.0,305405.0,260322.0,28555.0,2017
Los Alamos County,New Mexico,83.3407436700519,35,28,9.7,1004.0,33.0,65.5,148.0,15611.0,18031.0,23.9,5.1,110190.0,212.0,0.6,95.7,3.7,0.3803,10.0,285300.0,23.1,55.0,18031.0,15611.0,52125.0,2017
Los Angeles County,California,81.5691962087237,6,37,9.9,1322.0,43.7,31.2,161522.0,5232835.0,10105722.0,17.8,17.0,61015.0,68211.0,12.9,86.7,7.8,0.5029,20.7,495800.0,22.5,828981.0,10105722.0,5232835.0,30798.0,2017
Loudon County,Tennessee,76.915340848669,47,105,15.5,740.0,31.3,26.2,337.0,48513.0,51024.0,32.8,13.7,55431.0,74.0,7.1,88.8,6.6,0.4641,33.7,193000.0,20.0,656.0,51024.0,48513.0,30177.0,2017
Loudoun County,Virginia,83.9061215343121,51,107,5.6,1764.0,41.6,59.8,2331.0,250975.0,374558.0,12.5,3.7,129588.0,977.0,3.6,93.2,3.8,0.3773,12.9,475500.0,29.0,28333.0,374558.0,250975.0,50456.0,2017
Louisa County,Iowa,78.5788470550303,19,115,12.4,623.0,36.2,14.9,51.0,10289.0,11238.0,23.2,11.0,54393.0,31.0,7.4,95.3,4.1,0.4231,35.8,104200.0,23.2,117.0,11238.0,10289.0,27234.0,2017
Louisa County,Virginia,78.0818061009228,51,109,16.6,932.0,33.2,23.2,195.0,27345.0,34813.0,26.5,11.8,56946.0,125.0,6.1,87.6,7.7,0.4461,35.0,212900.0,20.7,5298.0,34813.0,27345.0,30237.0,2017
Love County,Oklahoma,74.9531702253289,40,85,18.4,694.0,35.5,14.8,29.0,8247.0,9843.0,24.9,12.2,49409.0,614.0,7.5,87.3,3.9,0.3832,42.8,94600.0,25.2,189.0,9843.0,8247.0,20965.0,2017
Lowndes County,Alabama,71.8712681595456,1,85,23.1,624.0,35.4,13.7,55.0,2559.0,10362.0,23.9,30.2,29785.0,9.0,6.4,87.7,11.2,0.5059,36.1,63000.0,22.9,7722.0,10362.0,2559.0,18976.0,2017
Lowndes County,Georgia,75.8358035603923,13,185,12.1,760.0,47.8,25.2,1680.0,66027.0,113941.0,15.7,25.0,39911.0,263.0,4.5,83.3,9.2,0.5026,29.4,129700.0,24.0,41416.0,113941.0,66027.0,21199.0,2017
Lowndes County,Mississippi,74.916652954213,28,87,13.9,750.0,39.8,23.6,653.0,32099.0,59558.0,20.2,21.1,43198.0,119.0,5.5,86.9,11.4,0.458,30.7,123400.0,24.0,25925.0,59558.0,32099.0,23141.0,2017
Lubbock County,Texas,76.1580677795763,48,303,14.4,882.0,46.9,28.7,4532.0,239525.0,298042.0,16.5,18.8,49078.0,3071.0,6.1,85.1,4.8,0.4821,25.9,122700.0,24.1,21687.0,298042.0,239525.0,26196.0,2017
Lucas County,Iowa,78.1114617832566,19,117,15.8,675.0,31.6,16.9,97.0,8535.0,8600.0,28.6,9.9,47325.0,3.0,1.5,95.3,4.2,0.4273,42.6,84900.0,23.0,9.0,8600.0,8535.0,27234.0,2017
Lucas County,Ohio,75.860765320929,39,95,15.2,699.0,39.0,25.6,5789.0,313924.0,433404.0,21.4,19.8,44820.0,1163.0,2.6,92.7,8.5,0.4882,29.9,109000.0,23.2,82399.0,433404.0,313924.0,27111.0,2017
Luce County,Michigan,78.2315649753422,26,95,23.4,632.0,37.4,15.1,41.0,5098.0,6406.0,28.2,19.4,41221.0,442.0,3.5,91.0,11.8,0.3995,40.5,83200.0,16.6,440.0,6406.0,5098.0,19442.0,2017
Lumpkin County,Georgia,77.7101053772346,13,187,16.3,848.0,43.4,26.7,244.0,29645.0,31567.0,23.7,20.1,43039.0,238.0,5.7,86.5,6.0,0.4853,28.9,176300.0,18.5,722.0,31567.0,29645.0,23364.0,2017
Luna County,New Mexico,75.4847871855196,35,29,19.8,549.0,34.5,14.1,203.0,22268.0,24319.0,26.5,31.8,27602.0,258.0,18.0,85.6,11.4,0.4805,30.6,83800.0,26.4,329.0,24319.0,22268.0,16622.0,2017
Lunenburg County,Virginia,75.6024504971381,51,111,19.9,676.0,34.1,10.6,77.0,7705.0,12369.0,28.3,18.6,39537.0,17.0,7.9,85.7,4.5,0.3998,37.0,108400.0,18.8,3831.0,12369.0,7705.0,18555.0,2017
Luzerne County,Pennsylvania,76.4096978946803,42,79,15.5,742.0,36.6,22.8,3043.0,283692.0,318222.0,25.9,15.2,49290.0,750.0,3.2,93.4,7.0,0.4474,38.7,124100.0,19.6,13687.0,318222.0,283692.0,26809.0,2017
Lycoming County,Pennsylvania,78.0498665326598,42,81,15.4,769.0,37.2,22.1,997.0,106211.0,115398.0,24.9,14.0,50634.0,173.0,2.3,93.5,6.2,0.4285,39.4,147400.0,20.6,5711.0,115398.0,106211.0,26265.0,2017
Lyman County,South Dakota,76.4565761007818,46,85,10.2,537.0,36.6,17.9,14.0,2236.0,3882.0,21.9,21.7,47113.0,1569.0,3.4,81.1,6.3,0.3976,38.1,81700.0,28.3,2.0,3882.0,2236.0,21155.0,2017
