County,State,mean_life_expectancy,State_FIPS,County_FIPS,disability_rate,median_gross_rent,age_15_to_44_percentage,bachelors_and_above_percentage,housing_cost_burden,white_population,total_population,age_60_and_over,poverty_rate,median_household_income,native_american_population,less_than_9th_grade_percentage,health_insurance_rate,unemployment_rate,gini_index,high_school_only_percentage,median_home_value,age_18_and_under_percentage,black_population,total_population_race,asian_population,per_capita_income,Year
Warren County,Iowa,79.6052568343068,19,181,11.9,766.0,37.7,30.4,480.0,46926.0,48630.0,20.8,6.2,71514.0,82.0,1.1,96.5,3.8,0.395,31.0,171400.0,25.0,145.0,48630.0,46926.0,33013.0,2017
Warren County,Kentucky,76.9046897173168,21,227,14.8,735.0,46.0,30.4,1297.0,101530.0,123824.0,17.4,18.0,49508.0,452.0,5.4,92.5,5.6,0.4706,29.4,152300.0,22.6,11550.0,123824.0,101530.0,25840.0,2017
Warren County,Mississippi,73.6814403064106,28,149,14.8,666.0,37.6,22.9,427.0,22808.0,47510.0,22.3,23.7,41635.0,50.0,3.8,85.3,7.9,0.4617,32.2,114600.0,24.6,23850.0,47510.0,22808.0,22542.0,2017
Warren County,Missouri,78.1556259102142,29,219,15.6,803.0,34.5,18.7,273.0,31209.0,33554.0,24.0,12.8,56193.0,163.0,3.9,90.4,6.1,0.4249,36.5,166100.0,24.1,779.0,33554.0,31209.0,26845.0,2017
Warren County,New Jersey,79.8407540667501,34,41,12.6,1056.0,35.2,31.7,1530.0,95692.0,107088.0,23.0,8.2,75500.0,129.0,3.8,92.9,7.4,0.4212,31.5,256700.0,20.9,4663.0,107088.0,95692.0,37001.0,2017
Warren County,New York,79.4331036290459,36,113,14.5,881.0,33.6,29.3,537.0,62111.0,64701.0,27.7,9.9,60222.0,158.0,2.7,94.1,4.8,0.4374,32.9,192800.0,18.8,759.0,64701.0,62111.0,33127.0,2017
Warren County,North Carolina,76.7970018112049,37,185,19.7,604.0,32.5,15.8,49.0,8100.0,20190.0,31.5,22.3,35443.0,1026.0,5.9,86.0,8.1,0.4844,34.6,93900.0,18.6,10173.0,20190.0,8100.0,21543.0,2017
Warren County,Ohio,79.2687936914355,39,165,9.6,998.0,37.7,41.9,1179.0,199068.0,223868.0,19.0,5.1,79397.0,157.0,1.8,95.6,4.5,0.4242,26.0,200100.0,25.7,7840.0,223868.0,199068.0,37479.0,2017
Warren County,Pennsylvania,77.9922830246965,42,123,17.3,588.0,31.9,18.9,303.0,39488.0,40345.0,29.6,13.4,45781.0,47.0,1.9,93.4,5.7,0.436,46.6,92200.0,19.7,185.0,40345.0,39488.0,26558.0,2017
Warren County,Tennessee,73.9238197217503,47,177,19.7,619.0,36.8,14.4,321.0,37027.0,40210.0,23.3,21.6,36765.0,61.0,8.2,86.9,6.8,0.4669,42.6,108600.0,23.8,505.0,40210.0,37027.0,21339.0,2017
Warren County,Virginia,76.4798691557132,51,187,14.3,940.0,36.6,20.9,267.0,35339.0,38991.0,21.8,9.8,65353.0,101.0,3.7,89.0,6.0,0.3981,36.1,231000.0,22.5,1435.0,38991.0,35339.0,30009.0,2017
Warrick County,Indiana,78.5857950061115,18,173,11.6,826.0,35.8,29.2,488.0,57941.0,61581.0,22.3,7.7,66080.0,108.0,1.9,93.7,3.4,0.4281,32.0,158100.0,24.5,968.0,61581.0,57941.0,33528.0,2017
Wasatch County,Utah,81.1770015915513,49,51,7.8,1257.0,40.8,38.7,219.0,28022.0,29306.0,14.4,7.8,74552.0,34.0,1.8,89.3,2.4,0.408,18.8,357300.0,32.6,26.0,29306.0,28022.0,30086.0,2017
Wasco County,Oregon,77.4729719344427,41,65,18.6,743.0,35.1,19.8,212.0,22448.0,25687.0,27.0,13.7,48510.0,1002.0,5.7,90.6,6.5,0.4201,28.7,191400.0,22.6,150.0,25687.0,22448.0,24727.0,2017
Waseca County,Minnesota,80.6390839616165,27,161,12.0,611.0,37.9,20.2,204.0,17666.0,18898.0,22.7,9.2,55189.0,180.0,3.0,95.9,3.2,0.4053,35.4,147800.0,23.7,394.0,18898.0,17666.0,27383.0,2017
Washakie County,Wyoming,78.0273577292463,56,43,17.0,627.0,34.0,21.0,50.0,7427.0,8253.0,26.7,12.8,51362.0,53.0,2.9,83.2,6.1,0.4093,29.0,165500.0,24.6,25.0,8253.0,7427.0,27345.0,2017
Washburn County,Wisconsin,78.1481816675727,55,129,15.8,677.0,27.5,22.0,111.0,14995.0,15638.0,33.8,13.0,46592.0,227.0,1.8,93.3,5.1,0.456,36.8,147000.0,19.3,82.0,15638.0,14995.0,28232.0,2017
Washington County,Alabama,74.379913964713,1,129,24.0,657.0,34.3,10.7,62.0,10970.0,16746.0,24.5,22.0,42185.0,1270.0,5.4,90.5,11.0,0.4635,44.8,83900.0,22.8,4120.0,16746.0,10970.0,23239.0,2017
Washington County,Arkansas,77.8764673272239,5,143,10.3,743.0,47.1,31.9,3375.0,174108.0,223683.0,15.5,18.0,47452.0,1892.0,7.4,87.4,4.9,0.4909,26.6,162900.0,24.9,7797.0,223683.0,174108.0,26371.0,2017
Washington County,Colorado,79.4007814134676,8,121,12.2,678.0,34.9,16.6,35.0,4601.0,4809.0,26.7,9.9,51458.0,13.0,2.0,94.0,4.2,0.4123,34.3,120300.0,22.7,52.0,4809.0,4601.0,26279.0,2017
Washington County,Florida,72.8960237830396,12,133,19.3,699.0,38.7,11.3,98.0,19690.0,24472.0,22.7,21.0,36989.0,370.0,6.0,86.7,10.1,0.4523,41.1,102700.0,19.8,3760.0,24472.0,19690.0,18718.0,2017
Washington County,Georgia,75.2417260624277,13,303,16.9,656.0,37.7,13.1,159.0,9218.0,20506.0,21.9,27.1,38097.0,0.0,6.6,85.6,9.3,0.476,41.8,82400.0,22.5,10880.0,20506.0,9218.0,19238.0,2017
Washington County,Idaho,78.2033448393429,16,87,21.4,658.0,30.1,16.4,94.0,8797.0,9996.0,31.9,15.7,37521.0,75.0,7.2,83.2,9.3,0.4421,33.1,149100.0,23.4,4.0,9996.0,8797.0,20435.0,2017
Washington County,Illinois,78.4912721636025,17,189,12.7,640.0,34.0,20.2,103.0,13798.0,14260.0,25.5,9.7,54520.0,42.0,3.4,95.5,4.4,0.4224,33.9,108100.0,21.7,75.0,14260.0,13798.0,29687.0,2017
Washington County,Indiana,74.6414175232495,18,175,17.9,639.0,35.7,12.1,151.0,27306.0,27807.0,22.9,13.3,46861.0,89.0,4.7,88.2,7.0,0.4269,45.4,106200.0,23.5,25.0,27807.0,27306.0,23223.0,2017
Washington County,Iowa,79.3371274203564,19,183,12.4,749.0,34.1,21.1,203.0,21363.0,22095.0,24.4,9.1,59157.0,58.0,4.6,91.6,3.6,0.3923,38.7,140400.0,24.9,210.0,22095.0,21363.0,28397.0,2017
Washington County,Kansas,79.0774692134267,20,201,13.3,448.0,30.1,19.1,17.0,5386.0,5572.0,30.9,9.7,47992.0,6.0,3.3,93.9,2.2,0.427,37.8,75300.0,23.0,22.0,5572.0,5386.0,26927.0,2017
Washington County,Kentucky,76.2558604433231,21,229,17.9,581.0,35.8,17.7,88.0,10708.0,11999.0,23.8,17.0,47843.0,0.0,8.3,91.0,5.7,0.4197,40.2,105600.0,23.3,627.0,11999.0,10708.0,22611.0,2017
Washington County,Maine,76.0867017251121,23,29,21.1,619.0,30.9,20.9,354.0,29037.0,31822.0,31.3,18.2,40328.0,1505.0,4.7,87.4,7.9,0.46,38.1,110000.0,18.9,146.0,31822.0,29037.0,24311.0,2017
Washington County,Maryland,77.0675186362717,24,43,15.7,889.0,37.7,21.5,1504.0,124033.0,149546.0,22.2,12.8,58260.0,330.0,3.2,93.0,6.8,0.442,36.7,205300.0,22.3,15675.0,149546.0,124033.0,28742.0,2017
Washington County,Minnesota,81.813781357859,27,163,9.0,1246.0,37.3,42.3,1469.0,216738.0,250979.0,19.6,5.0,89598.0,989.0,1.4,96.4,3.5,0.4121,21.7,264300.0,25.0,10300.0,250979.0,216738.0,41591.0,2017
Washington County,Mississippi,70.7749959140637,28,151,18.7,664.0,37.6,19.0,660.0,12442.0,48002.0,20.5,33.7,29387.0,55.0,7.9,81.2,16.8,0.538,30.6,74400.0,26.4,34492.0,48002.0,12442.0,19247.0,2017
Washington County,Missouri,73.2850034176147,29,221,25.5,498.0,36.5,8.9,88.0,23725.0,24968.0,22.0,20.2,37810.0,145.0,9.1,85.5,9.9,0.4246,40.1,90400.0,23.0,594.0,24968.0,23725.0,18314.0,2017
Washington County,Nebraska,79.9198296464717,31,177,14.9,706.0,35.0,30.8,300.0,19687.0,20414.0,22.7,9.8,66485.0,16.0,1.0,94.4,1.7,0.4158,29.3,182400.0,24.1,307.0,20414.0,19687.0,33136.0,2017
Washington County,New York,78.7194164371072,36,115,14.2,823.0,36.0,19.8,668.0,58317.0,62183.0,24.8,12.8,52527.0,122.0,3.6,93.0,6.6,0.4154,39.2,144900.0,19.6,2090.0,62183.0,58317.0,26064.0,2017
Washington County,North Carolina,76.110970903345,37,187,22.7,619.0,35.0,9.1,44.0,5781.0,12331.0,29.9,24.1,34557.0,7.0,9.1,87.3,10.4,0.4911,36.0,86000.0,20.9,5949.0,12331.0,5781.0,21117.0,2017
Washington County,Ohio,76.7542072250952,39,167,20.1,639.0,35.3,18.7,509.0,58526.0,60871.0,26.4,15.5,46021.0,301.0,2.1,91.8,4.2,0.4605,40.3,119400.0,19.9,737.0,60871.0,58526.0,26608.0,2017
Washington County,Oklahoma,76.4808318413534,40,147,16.1,687.0,35.8,27.0,461.0,40538.0,51867.0,24.9,14.0,50388.0,5470.0,2.0,85.8,4.7,0.4734,35.7,112600.0,23.7,1318.0,51867.0,40538.0,28913.0,2017
Washington County,Oregon,82.452477390427,41,67,10.2,1183.0,42.7,42.4,7580.0,442693.0,572071.0,17.6,10.3,74033.0,3467.0,4.1,91.9,5.6,0.4261,18.1,331700.0,24.0,10980.0,572071.0,442693.0,35369.0,2017
Washington County,Pennsylvania,76.9998440851649,42,125,14.7,708.0,34.7,29.0,1791.0,194604.0,207661.0,26.7,9.7,59309.0,236.0,2.3,95.0,5.8,0.4524,38.5,158600.0,19.8,6286.0,207661.0,194604.0,32828.0,2017
Washington County,Rhode Island,80.9775072645584,44,9,11.0,1086.0,37.1,45.0,911.0,117596.0,126190.0,26.4,9.6,77862.0,1064.0,1.7,96.0,6.0,0.446,22.9,320600.0,17.6,1719.0,126190.0,117596.0,39568.0,2017
Washington County,Tennessee,75.6903579678626,47,179,17.8,713.0,40.3,31.9,1165.0,115706.0,126437.0,23.7,16.5,44180.0,490.0,4.0,89.7,5.3,0.4879,30.0,152800.0,19.6,5057.0,126437.0,115706.0,27334.0,2017
Washington County,Texas,79.2069680185884,48,477,14.8,854.0,35.6,23.9,72.0,27017.0,34667.0,26.8,13.2,55793.0,192.0,6.2,86.0,6.2,0.4607,29.7,163400.0,21.5,5911.0,34667.0,27017.0,28517.0,2017
Washington County,Utah,81.3695209908991,49,53,12.7,983.0,36.8,28.1,1179.0,140936.0,155577.0,25.7,14.2,55175.0,2149.0,2.7,85.4,5.2,0.4381,23.4,240300.0,27.7,1066.0,155577.0,140936.0,25415.0,2017
Washington County,Vermont,80.1457659004654,50,23,12.1,880.0,35.9,40.5,774.0,56325.0,58691.0,25.7,11.8,60602.0,185.0,1.7,96.1,3.9,0.4271,28.4,217200.0,19.4,502.0,58691.0,56325.0,32137.0,2017
Washington County,Virginia,76.8200560553834,51,191,18.7,644.0,33.9,23.4,351.0,52420.0,54457.0,28.2,14.6,44844.0,58.0,6.7,89.8,6.4,0.4482,32.4,137200.0,18.9,774.0,54457.0,52420.0,25640.0,2017
Washington County,Wisconsin,80.714187343308,55,131,10.5,873.0,34.4,29.7,947.0,127937.0,133967.0,22.7,5.5,73021.0,234.0,1.8,95.8,3.4,0.4059,30.2,219600.0,22.8,1514.0,133967.0,127937.0,36177.0,2017
Washington Parish,Louisiana,72.1215364641443,22,117,23.2,582.0,36.7,12.2,424.0,31184.0,46449.0,24.7,26.3,32962.0,119.0,8.5,84.6,12.3,0.4794,41.1,84600.0,24.1,13993.0,46449.0,31184.0,18345.0,2017
Washita County,Oklahoma,75.075218631134,40,149,12.6,661.0,34.8,21.5,73.0,10466.0,11550.0,23.0,14.2,51909.0,125.0,4.0,89.6,4.6,0.4464,41.4,80200.0,25.6,15.0,11550.0,10466.0,26409.0,2017
Washoe County,Nevada,78.0533459051136,32,31,12.1,947.0,39.9,29.8,6322.0,354735.0,445551.0,21.4,13.3,58595.0,7219.0,5.3,88.2,6.8,0.4625,23.8,268100.0,22.2,10103.0,445551.0,354735.0,31879.0,2017
Washtenaw County,Michigan,81.2180103538333,26,161,8.8,1025.0,47.8,54.3,4234.0,267225.0,361509.0,18.2,14.5,65618.0,1214.0,1.5,95.3,5.4,0.4785,15.3,231500.0,19.3,42966.0,361509.0,267225.0,37455.0,2017
Watauga County,North Carolina,81.3280906107058,37,189,11.2,822.0,52.3,41.7,441.0,50149.0,53421.0,20.7,28.3,41541.0,166.0,4.3,90.6,8.1,0.5224,19.8,240700.0,13.1,832.0,53421.0,50149.0,24545.0,2017
Watonwan County,Minnesota,79.9568954747274,27,165,11.9,616.0,34.2,15.2,67.0,9556.0,10936.0,26.0,12.2,50044.0,63.0,8.8,85.9,2.4,0.4336,41.3,94500.0,24.2,65.0,10936.0,9556.0,26884.0,2017
Waukesha County,Wisconsin,81.443978654315,55,133,9.8,978.0,34.6,42.9,2728.0,367228.0,396731.0,24.0,5.0,81140.0,870.0,1.3,96.6,3.3,0.4398,23.6,262700.0,22.2,6000.0,396731.0,367228.0,42094.0,2017
Waupaca County,Wisconsin,77.4612379345334,55,135,14.8,681.0,33.1,18.5,380.0,49870.0,51651.0,26.9,11.0,54071.0,247.0,2.3,93.2,3.8,0.4244,42.4,142300.0,21.0,240.0,51651.0,49870.0,29423.0,2017
Waushara County,Wisconsin,78.6802820980016,55,137,15.6,669.0,29.7,15.2,164.0,22545.0,24170.0,31.4,11.1,48412.0,93.0,4.5,91.8,5.0,0.4278,41.5,140500.0,18.7,404.0,24170.0,22545.0,25838.0,2017
Wayne County,Georgia,73.9333969783465,13,305,17.5,609.0,38.5,12.7,151.0,22294.0,29833.0,20.6,21.3,41534.0,31.0,6.5,81.2,9.5,0.4533,39.8,107300.0,24.7,5966.0,29833.0,22294.0,19188.0,2017
Wayne County,Illinois,76.9666743433746,17,191,18.3,582.0,33.4,13.2,207.0,16179.0,16569.0,26.7,15.8,46405.0,51.0,5.3,91.6,4.8,0.4261,36.9,78600.0,22.7,99.0,16569.0,16179.0,25046.0,2017
Wayne County,Indiana,74.3338733785861,18,177,18.7,665.0,36.2,18.2,993.0,60305.0,66972.0,25.3,18.2,41813.0,124.0,4.1,87.0,6.5,0.4753,37.7,96500.0,22.2,3438.0,66972.0,60305.0,23895.0,2017
Wayne County,Iowa,77.1368005099372,19,185,16.7,489.0,31.0,13.8,28.0,6213.0,6405.0,29.2,15.9,42434.0,19.0,6.3,87.5,2.6,0.4227,45.4,74700.0,24.6,43.0,6405.0,6213.0,23367.0,2017
Wayne County,Kentucky,75.5508495249673,21,231,21.4,519.0,34.6,11.4,158.0,19830.0,20692.0,25.5,23.2,33715.0,16.0,14.8,90.0,10.1,0.4395,38.5,81400.0,22.3,307.0,20692.0,19830.0,17627.0,2017
Wayne County,Michigan,75.2581858729629,26,163,16.1,826.0,39.0,22.8,18708.0,937802.0,1763822.0,20.6,23.7,43702.0,5673.0,4.5,91.2,11.6,0.4963,30.2,92400.0,24.0,689583.0,1763822.0,937802.0,24847.0,2017
Wayne County,Mississippi,74.6612919839401,28,153,23.6,523.0,37.1,12.6,231.0,11831.0,20458.0,21.7,24.3,35215.0,67.0,8.9,88.2,10.4,0.4942,37.4,80100.0,25.0,8289.0,20458.0,11831.0,21515.0,2017
Wayne County,Missouri,74.0204758818898,29,223,29.0,557.0,30.5,12.1,105.0,12949.0,13369.0,29.1,23.4,35135.0,58.0,8.7,86.0,8.1,0.4373,36.2,72700.0,21.4,81.0,13369.0,12949.0,18897.0,2017
Wayne County,Nebraska,82.7113078705402,31,179,10.0,680.0,47.3,32.4,35.0,8947.0,9409.0,20.9,13.5,58093.0,48.0,1.5,93.5,2.0,0.4353,25.9,133000.0,19.5,196.0,9409.0,8947.0,27292.0,2017
Wayne County,New York,78.7569257112341,36,117,14.7,742.0,34.2,21.7,927.0,85127.0,91442.0,24.3,11.7,53693.0,175.0,3.5,94.1,6.4,0.4104,35.3,118900.0,21.9,2725.0,91442.0,85127.0,27318.0,2017
Wayne County,North Carolina,75.8293050732963,37,191,16.8,743.0,39.2,19.7,1387.0,75921.0,124496.0,21.1,21.2,41766.0,318.0,7.3,86.3,9.7,0.4596,30.0,117000.0,23.9,37887.0,124496.0,75921.0,23163.0,2017
Wayne County,Ohio,78.0254326492606,39,169,11.6,700.0,37.0,21.0,1035.0,110182.0,115915.0,22.9,13.0,54037.0,262.0,7.0,87.2,4.0,0.4203,40.5,140100.0,24.6,1610.0,115915.0,110182.0,25762.0,2017
Wayne County,Pennsylvania,77.89533319519,42,127,18.4,832.0,32.7,20.4,204.0,48572.0,51656.0,29.9,11.1,52161.0,143.0,2.9,93.4,6.5,0.4113,43.4,174600.0,17.2,1764.0,51656.0,48572.0,25569.0,2017
Wayne County,Tennessee,74.8686601964803,47,181,20.0,503.0,38.7,11.1,71.0,15375.0,16713.0,24.8,19.6,34299.0,54.0,8.5,88.1,8.4,0.4651,44.7,96400.0,18.4,942.0,16713.0,15375.0,18702.0,2017
Wayne County,Utah,78.406580984017,49,55,13.2,574.0,33.6,26.0,16.0,2613.0,2700.0,26.4,9.2,42444.0,5.0,0.7,79.2,1.9,0.4077,23.8,175800.0,27.2,4.0,2700.0,2613.0,22195.0,2017
Wayne County,West Virginia,74.6779787020897,54,99,25.9,649.0,34.8,13.0,225.0,40194.0,41063.0,26.0,20.8,38905.0,50.0,8.0,90.7,8.8,0.4541,40.2,90600.0,21.3,114.0,41063.0,40194.0,20582.0,2017
Waynesboro City,Virginia,77.9541651385276,51,820,16.2,835.0,36.7,22.3,371.0,17627.0,21620.0,23.3,17.4,42112.0,163.0,4.7,84.6,4.4,0.4322,32.7,161600.0,23.3,2936.0,21620.0,17627.0,23640.0,2017
Weakley County,Tennessee,75.8646076641875,47,183,18.2,590.0,41.6,20.8,348.0,29837.0,33776.0,23.7,20.5,36550.0,78.0,5.7,90.4,8.3,0.4432,39.2,94300.0,19.6,2933.0,33776.0,29837.0,19699.0,2017
Webb County,Texas,79.2960928031664,48,479,11.7,784.0,43.5,17.4,2079.0,256620.0,269624.0,12.7,31.5,40442.0,585.0,19.5,70.7,5.7,0.4912,26.9,115500.0,33.9,1089.0,269624.0,256620.0,16316.0,2017
Weber County,Utah,77.9518602868496,49,57,11.3,825.0,43.0,24.0,2067.0,218619.0,244101.0,16.0,12.1,62036.0,1665.0,3.6,89.4,4.8,0.4011,29.2,183100.0,29.0,2571.0,244101.0,218619.0,25275.0,2017
Webster County,Georgia,78.3816983844406,13,307,16.5,571.0,32.4,11.3,34.0,1299.0,2627.0,25.5,19.5,36658.0,2.0,5.8,90.3,4.0,0.4707,49.1,57200.0,23.6,1283.0,2627.0,1299.0,22206.0,2017
Webster County,Iowa,76.9181760396132,19,187,14.9,614.0,38.1,20.4,456.0,33959.0,36945.0,24.3,16.2,42148.0,118.0,2.4,94.2,5.7,0.4571,33.2,95300.0,21.5,1727.0,36945.0,33959.0,24629.0,2017
Webster County,Kentucky,73.9645722885221,21,233,21.5,545.0,36.6,9.0,63.0,11955.0,13180.0,23.7,21.4,39273.0,15.0,7.2,91.1,6.1,0.4584,43.8,80800.0,23.1,544.0,13180.0,11955.0,21150.0,2017
Webster County,Mississippi,72.3855963624167,28,155,22.9,525.0,35.5,18.1,51.0,7822.0,9868.0,22.3,25.3,35634.0,17.0,5.7,86.9,9.4,0.474,36.1,77400.0,24.3,1893.0,9868.0,7822.0,20662.0,2017
Webster County,Missouri,76.9561775866636,29,225,15.2,614.0,36.1,15.7,377.0,35872.0,37558.0,20.1,18.4,45185.0,121.0,5.7,83.4,4.8,0.4113,40.0,122500.0,27.2,499.0,37558.0,35872.0,20468.0,2017
Webster County,Nebraska,77.2891366643645,31,181,16.0,460.0,30.2,22.8,1.0,3441.0,3597.0,30.9,11.3,43831.0,0.0,2.8,91.0,2.1,0.4556,36.0,75600.0,22.7,8.0,3597.0,3441.0,26136.0,2017
Webster County,West Virginia,73.9294455952103,54,101,21.5,508.0,31.6,10.5,26.0,8606.0,8637.0,29.6,26.7,33390.0,10.0,10.2,93.9,10.6,0.4954,47.1,68400.0,20.3,3.0,8637.0,8606.0,20314.0,2017
Webster Parish,Louisiana,73.5601117120773,22,119,16.9,633.0,35.8,15.5,318.0,25448.0,40043.0,25.0,24.9,30891.0,157.0,4.3,86.4,6.5,0.4765,39.4,81600.0,22.9,13775.0,40043.0,25448.0,19256.0,2017
Weld County,Colorado,80.2868507759135,8,123,10.2,955.0,41.9,27.0,2848.0,253742.0,285729.0,16.9,11.2,66489.0,2070.0,5.3,91.0,5.3,0.421,27.3,245000.0,26.8,3199.0,285729.0,253742.0,29226.0,2017
Wells County,Indiana,77.9214866340531,18,179,13.1,662.0,34.8,18.6,195.0,26887.0,27832.0,23.8,11.0,53038.0,47.0,2.0,91.7,3.0,0.3892,39.0,121000.0,24.7,227.0,27832.0,26887.0,25850.0,2017
Wells County,North Dakota,78.6458032553712,38,103,14.9,514.0,25.4,22.9,23.0,4013.0,4089.0,34.8,5.8,54464.0,15.0,8.4,96.3,2.0,0.4518,33.0,84200.0,19.4,0.0,4089.0,4013.0,33580.0,2017
West Baton Rouge Parish,Louisiana,76.5948475100227,22,121,14.9,815.0,40.5,20.1,72.0,14975.0,25518.0,19.1,17.9,60902.0,89.0,4.9,89.6,5.7,0.4314,37.5,177000.0,24.3,9906.0,25518.0,14975.0,28140.0,2017
West Carroll Parish,Louisiana,74.2181518393564,22,123,13.2,523.0,36.1,12.0,24.0,9116.0,11274.0,24.7,22.0,37304.0,43.0,6.8,76.8,10.2,0.5152,44.8,79400.0,23.6,1789.0,11274.0,9116.0,22857.0,2017
West Feliciana Parish,Louisiana,76.9155464188706,22,125,11.5,853.0,43.0,23.0,90.0,8203.0,15376.0,19.8,12.5,55647.0,30.0,5.7,93.4,4.5,0.4467,33.9,209600.0,16.6,6909.0,15376.0,8203.0,23041.0,2017
Westchester County,New York,83.237797493164,36,119,9.2,1444.0,37.4,47.7,11415.0,637798.0,975321.0,22.0,9.4,89968.0,4098.0,6.7,92.2,6.5,0.538,19.5,513300.0,22.6,142677.0,975321.0,637798.0,52049.0,2017
Westmoreland County,Pennsylvania,77.8030749729763,42,129,15.0,674.0,32.8,28.0,2569.0,338659.0,356835.0,29.1,10.3,56702.0,317.0,1.9,95.6,4.9,0.4444,37.9,144900.0,18.8,8432.0,356835.0,338659.0,31827.0,2017
Westmoreland County,Virginia,76.5914705642058,51,193,15.9,961.0,31.3,21.1,224.0,12078.0,17596.0,32.9,9.5,55688.0,73.0,5.4,87.4,7.3,0.4551,33.8,203100.0,19.0,4683.0,17596.0,12078.0,32265.0,2017
Weston County,Wyoming,78.7946246052291,56,45,13.9,769.0,34.7,19.8,8.0,6619.0,7117.0,29.1,14.4,59605.0,6.0,1.5,87.2,2.2,0.4151,34.4,180100.0,21.1,33.0,7117.0,6619.0,30955.0,2017
Wetzel County,West Virginia,75.4003688842629,54,103,18.7,630.0,32.8,11.8,93.0,15474.0,15793.0,28.6,23.2,40694.0,7.0,4.5,92.1,6.7,0.449,49.6,90700.0,20.4,91.0,15793.0,15474.0,22088.0,2017
Wexford County,Michigan,77.2981272465639,26,165,16.0,723.0,33.8,17.6,280.0,31609.0,32915.0,25.2,17.3,42793.0,178.0,2.4,89.7,7.2,0.426,37.7,96500.0,23.5,236.0,32915.0,31609.0,22028.0,2017
Wharton County,Texas,77.0016183970866,48,481,14.7,727.0,36.9,15.0,269.0,33717.0,41430.0,21.9,17.5,50145.0,28.0,10.8,81.9,5.3,0.49,32.5,115700.0,26.1,5917.0,41430.0,33717.0,25867.0,2017
Whatcom County,Washington,80.8747242800225,53,73,13.3,972.0,42.6,33.8,2668.0,179035.0,212738.0,22.3,15.3,56419.0,6651.0,2.7,92.0,6.8,0.4476,23.0,299800.0,19.9,2129.0,212738.0,179035.0,29186.0,2017
Wheatland County,Montana,78.3925561791917,30,107,12.6,575.0,34.9,17.8,8.0,2014.0,2108.0,25.5,19.8,37222.0,62.0,16.0,85.3,3.4,0.424,32.7,89300.0,24.8,0.0,2108.0,2014.0,20165.0,2017
Wheeler County,Georgia,77.2642870472334,13,309,14.0,477.0,46.3,8.1,60.0,4556.0,7952.0,19.5,29.3,28490.0,27.0,6.2,78.1,9.1,0.4412,49.7,46800.0,16.9,3358.0,7952.0,4556.0,11192.0,2017
Wheeler County,Oregon,79.2690147198928,41,69,21.9,592.0,23.7,15.8,6.0,1334.0,1415.0,44.5,20.6,33563.0,15.0,1.4,92.8,8.3,0.4382,38.5,138300.0,15.8,0.0,1415.0,1334.0,21268.0,2017
Wheeler County,Texas,74.7213941210792,48,483,16.4,630.0,34.0,14.6,47.0,4919.0,5599.0,23.0,19.2,50910.0,10.0,6.9,78.7,5.6,0.4141,30.6,86500.0,26.0,162.0,5599.0,4919.0,25809.0,2017
White County,Arkansas,75.2058017632126,5,145,16.1,686.0,40.2,20.8,826.0,71712.0,78706.0,20.7,16.6,44074.0,207.0,5.3,89.8,6.2,0.4668,38.4,116400.0,23.7,3200.0,78706.0,71712.0,23120.0,2017
White County,Georgia,78.6709389268035,13,311,17.0,751.0,33.5,20.2,225.0,26930.0,28509.0,26.5,17.7,43944.0,67.0,3.4,86.1,4.3,0.4346,31.7,157900.0,20.9,586.0,28509.0,26930.0,23630.0,2017
White County,Illinois,75.2679042005485,17,193,20.6,545.0,32.8,15.6,75.0,13897.0,14186.0,27.5,13.9,46279.0,18.0,3.5,94.9,8.2,0.4499,37.7,69700.0,21.9,61.0,14186.0,13897.0,26522.0,2017
White County,Indiana,76.9014590005706,18,181,16.3,703.0,33.8,16.6,165.0,22329.0,24279.0,26.4,9.8,51404.0,61.0,4.0,90.8,4.4,0.3976,41.2,105800.0,23.4,112.0,24279.0,22329.0,26275.0,2017
White County,Tennessee,73.8940828649312,47,185,20.5,628.0,33.9,12.3,161.0,25373.0,26394.0,26.9,17.6,37654.0,8.0,8.0,89.0,9.3,0.458,44.8,97700.0,22.1,433.0,26394.0,25373.0,19867.0,2017
White Pine County,Nevada,77.1791818745079,32,33,18.6,696.0,39.1,14.6,38.0,8465.0,9858.0,23.2,13.0,60358.0,623.0,4.3,88.8,6.2,0.4095,36.1,130600.0,20.8,477.0,9858.0,8465.0,25350.0,2017
Whiteside County,Illinois,77.9074910103982,17,195,15.2,673.0,34.3,18.1,485.0,53013.0,56823.0,26.4,11.1,51969.0,99.0,4.0,94.0,6.0,0.4309,36.5,102200.0,22.6,980.0,56823.0,53013.0,28188.0,2017
Whitfield County,Georgia,77.0741142029924,13,313,10.5,695.0,40.3,14.6,1096.0,91949.0,103963.0,17.9,19.2,43871.0,625.0,14.0,80.3,8.0,0.4734,28.9,124300.0,26.8,4103.0,103963.0,91949.0,22262.0,2017
Whitley County,Indiana,78.6749626069212,18,183,15.9,645.0,35.3,19.5,362.0,32330.0,33481.0,24.1,9.5,57041.0,105.0,2.7,92.4,3.6,0.3916,40.8,131600.0,23.3,146.0,33481.0,32330.0,28073.0,2017
Whitley County,Kentucky,71.0290042519955,21,235,20.6,612.0,38.4,19.9,515.0,34890.0,36027.0,22.4,25.2,34103.0,110.0,10.1,91.9,9.2,0.4877,36.0,83800.0,24.2,434.0,36027.0,34890.0,18463.0,2017
