County,State,State_FIPS,County_FIPS,age_15_to_44_percentage,median_gross_rent,age_60_and_over,total_population,white_population,housing_cost_burden,median_household_income,gini_index,native_american_population,total_population_race,black_population,age_18_and_under_percentage,median_home_value,per_capita_income,asian_population,Year
Chelan County,Washington,53,7,77.7,788.0,15.6,74267.0,66916.0,718.0,51837.0,0.4449,907.0,74267.0,340.0,9.4,246300.0,25564.0,66916.0,2015
Chemung County,New York,36,15,80.1,713.0,14.3,88267.0,78077.0,903.0,50320.0,0.4567,395.0,88267.0,5209.0,9.2,100400.0,26262.0,78077.0,2015
Chenango County,New York,36,17,80.7,637.0,17.2,49549.0,47687.0,456.0,45668.0,0.4117,134.0,49549.0,421.0,8.5,91700.0,23036.0,47687.0,2015
Cherokee County,Alabama,1,19,80.8,621.0,18.2,26008.0,24167.0,321.0,36296.0,0.4573,144.0,26008.0,1281.0,7.7,105100.0,21811.0,24167.0,2015
Cherokee County,Georgia,13,57,75.5,1010.0,10.3,225944.0,195450.0,1625.0,68926.0,0.4101,526.0,225944.0,14910.0,8.3,190500.0,30595.0,195450.0,2015
Cherokee County,Iowa,19,35,80.8,516.0,19.2,11853.0,11534.0,111.0,48599.0,0.433,42.0,11853.0,54.0,8.5,84200.0,27934.0,11534.0,2015
Cherokee County,Kansas,20,21,77.7,657.0,15.5,20952.0,18909.0,138.0,41388.0,0.3923,746.0,20952.0,119.0,7.3,72500.0,19809.0,18909.0,2015
Cherokee County,North Carolina,37,39,82.6,666.0,24.3,27092.0,25385.0,134.0,34662.0,0.4286,501.0,27092.0,438.0,6.8,142600.0,18787.0,25385.0,2015
Cherokee County,Oklahoma,40,21,79.1,580.0,13.6,48097.0,25319.0,359.0,38694.0,0.4617,15872.0,48097.0,643.0,15.3,108100.0,19509.0,25319.0,2015
Cherokee County,South Carolina,45,21,77.8,633.0,13.2,55863.0,42258.0,501.0,35389.0,0.4794,166.0,55863.0,11250.0,10.6,86500.0,19279.0,42258.0,2015
Cherokee County,Texas,48,73,77.0,661.0,14.0,51167.0,41138.0,320.0,39595.0,0.4676,90.0,51167.0,7459.0,10.3,84500.0,19420.0,41138.0,2015
Cherry County,Nebraska,31,31,79.5,579.0,19.9,5770.0,5283.0,2.0,48750.0,0.3956,110.0,5770.0,2.0,6.8,114200.0,26229.0,5283.0,2015
Chesapeake City,Virginia,51,550,77.5,1176.0,10.0,230601.0,143623.0,2096.0,68620.0,0.3983,512.0,230601.0,68582.0,10.0,253800.0,29703.0,143623.0,2015
Cheshire County,New Hampshire,33,5,83.2,916.0,15.5,76430.0,73134.0,901.0,57782.0,0.4445,147.0,76430.0,558.0,12.8,188800.0,30181.0,73134.0,2015
Chester County,Pennsylvania,42,29,78.3,1197.0,12.7,509797.0,440588.0,3561.0,85976.0,0.452,533.0,509797.0,30146.0,9.2,325800.0,42556.0,440588.0,2015
Chester County,South Carolina,45,23,78.1,591.0,14.7,32556.0,19561.0,296.0,31914.0,0.4894,64.0,32556.0,12503.0,10.3,86700.0,18819.0,19561.0,2015
Chester County,Tennessee,47,23,80.8,655.0,15.0,17324.0,14991.0,212.0,40167.0,0.4539,47.0,17324.0,1826.0,15.4,108300.0,19440.0,14991.0,2015
Chesterfield County,South Carolina,45,25,78.5,577.0,13.5,46192.0,29500.0,241.0,32083.0,0.4658,107.0,46192.0,15336.0,9.6,77600.0,17840.0,29500.0,2015
Chesterfield County,Virginia,51,41,77.1,1123.0,11.2,328176.0,225540.0,2533.0,72609.0,0.4079,869.0,328176.0,74545.0,9.4,216800.0,33220.0,225540.0,2015
Cheyenne County,Colorado,8,17,75.2,636.0,11.0,2002.0,1928.0,25.0,52554.0,0.3938,11.0,2002.0,6.0,8.3,82300.0,23553.0,1928.0,2015
Cheyenne County,Kansas,20,23,79.8,564.0,24.5,2682.0,2540.0,2.0,44500.0,0.3947,0.0,2682.0,0.0,7.8,82800.0,26626.0,2540.0,2015
Cheyenne County,Nebraska,31,33,76.8,600.0,14.0,10077.0,9689.0,163.0,53814.0,0.4017,37.0,10077.0,22.0,7.7,113700.0,30339.0,9689.0,2015
Chickasaw County,Iowa,19,37,78.5,556.0,16.8,12244.0,12009.0,112.0,47040.0,0.43,9.0,12244.0,67.0,7.7,103400.0,26981.0,12009.0,2015
Chickasaw County,Mississippi,28,17,76.8,533.0,13.1,17391.0,9522.0,78.0,30926.0,0.4866,7.0,17391.0,7549.0,10.6,63400.0,17538.0,9522.0,2015
Chicot County,Arkansas,5,17,78.5,575.0,15.7,11353.0,4862.0,141.0,28913.0,0.5403,44.0,11353.0,6121.0,9.8,57300.0,19053.0,4862.0,2015
Childress County,Texas,48,75,86.7,702.0,11.8,7059.0,5701.0,43.0,36633.0,0.4526,69.0,7059.0,680.0,15.9,73300.0,19861.0,5701.0,2015
Chilton County,Alabama,1,21,77.9,661.0,13.5,43819.0,36828.0,326.0,41627.0,0.4462,158.0,43819.0,4528.0,9.0,100100.0,21399.0,36828.0,2015
Chippewa County,Michigan,26,33,83.6,608.0,13.7,38586.0,27614.0,279.0,41993.0,0.4365,5762.0,38586.0,2583.0,11.6,106300.0,20396.0,27614.0,2015
Chippewa County,Minnesota,27,23,78.8,630.0,17.1,12154.0,11410.0,85.0,50858.0,0.408,164.0,12154.0,99.0,7.3,100600.0,26372.0,11410.0,2015
Chippewa County,Wisconsin,55,17,79.7,724.0,13.9,63209.0,60128.0,600.0,52109.0,0.4035,166.0,63209.0,859.0,7.7,148500.0,25651.0,60128.0,2015
Chisago County,Minnesota,27,25,79.0,785.0,12.2,53834.0,51390.0,271.0,71001.0,0.367,251.0,53834.0,626.0,8.4,192300.0,29553.0,51390.0,2015
Chittenden County,Vermont,50,7,82.3,1102.0,11.1,159711.0,146260.0,1933.0,65350.0,0.4421,392.0,159711.0,3806.0,16.1,271300.0,33977.0,146260.0,2015
Choctaw County,Alabama,1,23,79.8,497.0,18.6,13395.0,7487.0,129.0,33536.0,0.4849,2.0,13395.0,5801.0,8.3,61100.0,20755.0,7487.0,2015
Choctaw County,Mississippi,28,19,78.2,537.0,16.4,8354.0,5661.0,55.0,30692.0,0.4435,0.0,8354.0,2596.0,8.3,70300.0,17464.0,5661.0,2015
Choctaw County,Oklahoma,40,23,77.3,530.0,18.1,15120.0,9533.0,84.0,30617.0,0.48,1825.0,15120.0,1729.0,8.5,80900.0,18269.0,9533.0,2015
Chouteau County,Montana,30,15,78.7,424.0,16.8,5855.0,4456.0,47.0,38521.0,0.452,1162.0,5855.0,4.0,8.7,123800.0,22032.0,4456.0,2015
Chowan County,North Carolina,37,41,80.9,734.0,19.5,14656.0,9241.0,88.0,38759.0,0.4605,154.0,14656.0,5006.0,6.7,135900.0,21451.0,9241.0,2015
Christian County,Illinois,17,21,80.8,598.0,15.4,34200.0,32960.0,293.0,45334.0,0.418,49.0,34200.0,576.0,8.8,83800.0,23263.0,32960.0,2015
Christian County,Kentucky,21,47,74.2,754.0,8.8,74159.0,53731.0,1077.0,39521.0,0.4458,432.0,74159.0,14721.0,19.1,108500.0,19614.0,53731.0,2015
Christian County,Missouri,29,43,75.5,769.0,12.8,80904.0,77373.0,796.0,53270.0,0.4019,475.0,80904.0,474.0,7.9,143100.0,24730.0,77373.0,2015
Churchill County,Nevada,32,1,78.5,851.0,15.8,24252.0,19848.0,179.0,47415.0,0.4159,1161.0,24252.0,575.0,10.1,151000.0,24202.0,19848.0,2015
Cibola County,New Mexico,35,6,78.4,594.0,12.5,27382.0,11878.0,210.0,34565.0,0.443,11149.0,27382.0,278.0,10.0,88200.0,16072.0,11878.0,2015
Cimarron County,Oklahoma,40,25,78.8,393.0,20.0,2341.0,1977.0,0.0,46680.0,0.4452,22.0,2341.0,5.0,6.4,59500.0,26981.0,1977.0,2015
Citrus County,Florida,12,17,86.5,767.0,34.1,139654.0,130285.0,1059.0,38312.0,0.4601,500.0,139654.0,4179.0,6.6,112300.0,23979.0,130285.0,2015
Clackamas County,Oregon,41,5,79.6,1037.0,14.1,389438.0,347657.0,4424.0,65965.0,0.446,2605.0,389438.0,3555.0,8.4,301000.0,34047.0,347657.0,2015
Claiborne County,Mississippi,28,21,78.4,569.0,14.1,9330.0,1271.0,61.0,23259.0,0.5062,15.0,9330.0,7918.0,20.4,53800.0,12229.0,1271.0,2015
Claiborne County,Tennessee,47,25,81.9,519.0,16.2,31748.0,30560.0,148.0,34899.0,0.451,62.0,31748.0,334.0,10.0,101500.0,18817.0,30560.0,2015
Claiborne Parish,Louisiana,22,27,84.3,617.0,13.5,16639.0,7742.0,121.0,32072.0,0.4912,86.0,16639.0,8347.0,11.9,73700.0,17547.0,7742.0,2015
Clallam County,Washington,53,9,83.9,822.0,24.7,72397.0,63774.0,964.0,47253.0,0.4334,3418.0,72397.0,664.0,8.3,217100.0,27000.0,63774.0,2015
Clare County,Michigan,26,35,82.4,596.0,20.8,30710.0,29630.0,286.0,33015.0,0.4404,143.0,30710.0,139.0,7.5,79800.0,19181.0,29630.0,2015
Clarendon County,South Carolina,45,27,81.2,568.0,17.9,34178.0,16556.0,301.0,33162.0,0.4888,46.0,34178.0,16730.0,12.6,88500.0,18535.0,16556.0,2015
Clarion County,Pennsylvania,42,31,82.7,608.0,15.7,39454.0,38221.0,317.0,42536.0,0.4355,55.0,39454.0,467.0,14.4,107100.0,22136.0,38221.0,2015
Clark County,Arkansas,5,19,82.2,580.0,14.1,22751.0,16685.0,284.0,35031.0,0.4856,39.0,22751.0,5441.0,22.3,87200.0,19555.0,16685.0,2015
Clark County,Illinois,17,23,79.1,638.0,15.9,16159.0,15719.0,165.0,50517.0,0.4317,6.0,16159.0,51.0,7.7,86200.0,25744.0,15719.0,2015
Clark County,Indiana,18,19,78.3,755.0,12.1,113181.0,99907.0,1031.0,51699.0,0.4157,155.0,113181.0,7930.0,8.4,129000.0,25470.0,99907.0,2015
Clark County,Kansas,20,25,77.2,715.0,19.6,2145.0,1966.0,3.0,42589.0,0.4345,37.0,2145.0,22.0,6.7,62200.0,25106.0,1966.0,2015
Clark County,Kentucky,21,49,78.6,698.0,14.3,35657.0,33140.0,479.0,47959.0,0.4499,16.0,35657.0,1872.0,8.0,142700.0,25492.0,33140.0,2015
Clark County,Missouri,29,45,78.7,497.0,17.3,6919.0,6760.0,34.0,43883.0,0.4074,29.0,6919.0,18.0,7.0,84000.0,23463.0,6760.0,2015
Clark County,Nevada,32,3,78.2,999.0,12.0,2035572.0,1297687.0,29403.0,51575.0,0.4516,12821.0,2035572.0,220592.0,9.2,170400.0,26048.0,1297687.0,2015
Clark County,Ohio,39,23,78.6,675.0,15.6,136827.0,118001.0,1789.0,43625.0,0.4423,273.0,136827.0,11648.0,9.1,103600.0,23445.0,118001.0,2015
Clark County,South Dakota,46,25,79.6,518.0,18.2,3625.0,3440.0,19.0,49600.0,0.417,67.0,3625.0,35.0,9.0,76100.0,25250.0,3440.0,2015
Clark County,Washington,53,11,76.7,990.0,12.1,444506.0,376619.0,6108.0,60756.0,0.4197,3140.0,444506.0,8576.0,8.6,234800.0,28801.0,376619.0,2015
Clark County,Wisconsin,55,19,73.7,586.0,14.2,34518.0,33524.0,247.0,45048.0,0.4249,120.0,34518.0,139.0,8.0,113100.0,21699.0,33524.0,2015
Clarke County,Alabama,1,25,79.3,545.0,16.0,25070.0,13427.0,291.0,32011.0,0.531,7.0,25070.0,11346.0,9.2,86900.0,20064.0,13427.0,2015
Clarke County,Georgia,13,59,83.3,790.0,7.9,120905.0,78234.0,1698.0,32162.0,0.5397,227.0,120905.0,32110.0,28.1,150300.0,19276.0,78234.0,2015
Clarke County,Iowa,19,39,76.2,678.0,14.5,9280.0,8910.0,117.0,43327.0,0.4125,0.0,9280.0,13.0,9.4,91200.0,22586.0,8910.0,2015
Clarke County,Mississippi,28,23,78.7,586.0,16.4,16362.0,10502.0,75.0,35993.0,0.4508,27.0,16362.0,5731.0,8.8,65300.0,20071.0,10502.0,2015
Clarke County,Virginia,51,43,80.3,1032.0,16.7,14299.0,12688.0,148.0,71295.0,0.4454,61.0,14299.0,784.0,7.2,329500.0,37558.0,12688.0,2015
Clatsop County,Oregon,41,7,82.7,846.0,17.4,37382.0,33870.0,563.0,46408.0,0.4273,221.0,37382.0,286.0,8.9,246500.0,26294.0,33870.0,2015
Clay County,Alabama,1,27,79.3,451.0,17.5,13537.0,11065.0,47.0,35327.0,0.4217,105.0,13537.0,1963.0,7.6,84100.0,18905.0,11065.0,2015
Clay County,Arkansas,5,21,80.9,509.0,18.7,15400.0,14841.0,217.0,32552.0,0.4427,51.0,15400.0,56.0,8.4,63900.0,19166.0,14841.0,2015
Clay County,Florida,12,19,77.7,1014.0,12.6,197417.0,161899.0,1279.0,58290.0,0.4122,447.0,197417.0,19275.0,9.3,153000.0,26464.0,161899.0,2015
Clay County,Georgia,13,61,76.8,375.0,14.3,3104.0,987.0,23.0,20438.0,0.4698,0.0,3104.0,1895.0,8.2,69400.0,12790.0,987.0,2015
Clay County,Illinois,17,25,79.4,508.0,15.9,13582.0,13276.0,91.0,44209.0,0.4016,25.0,13582.0,74.0,8.6,77000.0,22797.0,13276.0,2015
Clay County,Indiana,18,21,78.8,653.0,14.5,26686.0,25987.0,169.0,47602.0,0.4041,42.0,26686.0,63.0,8.3,95000.0,21856.0,25987.0,2015
Clay County,Iowa,19,41,78.5,594.0,16.4,16537.0,15857.0,133.0,50389.0,0.4144,18.0,16537.0,118.0,8.0,110500.0,27138.0,15857.0,2015
Clay County,Kansas,20,27,79.0,613.0,19.9,8421.0,8144.0,49.0,52066.0,0.4424,35.0,8421.0,51.0,6.3,96500.0,26807.0,8144.0,2015
Clay County,Kentucky,21,51,81.6,473.0,10.9,21300.0,19889.0,53.0,21549.0,0.4836,71.0,21300.0,834.0,8.9,56300.0,13802.0,19889.0,2015
Clay County,Minnesota,27,27,77.9,723.0,11.0,60879.0,56377.0,410.0,57965.0,0.4138,704.0,60879.0,1221.0,15.7,159500.0,25896.0,56377.0,2015
Clay County,Mississippi,28,25,76.4,662.0,14.5,20279.0,8213.0,28.0,31669.0,0.4874,20.0,20279.0,11809.0,9.9,80900.0,18405.0,8213.0,2015
Clay County,Missouri,29,47,76.8,828.0,11.0,230361.0,199863.0,2286.0,62099.0,0.4022,973.0,230361.0,12442.0,8.4,154900.0,29793.0,199863.0,2015
Clay County,Nebraska,31,35,78.0,562.0,17.2,6382.0,6176.0,48.0,51470.0,0.4089,7.0,6382.0,29.0,7.3,81100.0,26324.0,6176.0,2015
Clay County,North Carolina,37,43,82.6,653.0,26.6,10656.0,10419.0,18.0,37076.0,0.4728,0.0,10656.0,56.0,8.1,147900.0,22106.0,10419.0,2015
Clay County,South Dakota,46,27,84.4,679.0,9.6,14011.0,12619.0,140.0,36608.0,0.488,400.0,14011.0,208.0,31.7,135000.0,21121.0,12619.0,2015
Clay County,Tennessee,47,27,82.7,505.0,22.4,7780.0,7517.0,28.0,28804.0,0.4581,58.0,7780.0,128.0,7.2,94000.0,16881.0,7517.0,2015
Clay County,Texas,48,77,79.8,629.0,18.4,10479.0,9936.0,24.0,48297.0,0.4513,143.0,10479.0,75.0,7.5,83600.0,26339.0,9936.0,2015
Clay County,West Virginia,54,15,80.1,477.0,17.6,9141.0,8962.0,93.0,31325.0,0.4438,37.0,9141.0,0.0,7.1,78000.0,16827.0,8962.0,2015
Clayton County,Georgia,13,63,72.4,881.0,6.9,267234.0,58563.0,3782.0,40938.0,0.4252,581.0,267234.0,178548.0,11.0,85200.0,18107.0,58563.0,2015
Clayton County,Iowa,19,43,80.1,574.0,18.8,17806.0,17384.0,106.0,48007.0,0.4203,9.0,17806.0,166.0,7.4,106700.0,26124.0,17384.0,2015
Clear Creek County,Colorado,8,19,85.5,813.0,16.8,9136.0,8589.0,59.0,67710.0,0.4744,59.0,9136.0,120.0,6.6,283900.0,42812.0,8589.0,2015
Clearfield County,Pennsylvania,42,33,83.7,582.0,15.6,81343.0,77458.0,596.0,42257.0,0.4203,140.0,81343.0,1996.0,8.9,87300.0,21362.0,77458.0,2015
Clearwater County,Idaho,16,35,86.8,635.0,22.6,8560.0,8050.0,26.0,38837.0,0.3989,191.0,8560.0,14.0,7.3,126200.0,20079.0,8050.0,2015
Clearwater County,Minnesota,27,29,77.5,558.0,17.7,8752.0,7594.0,45.0,43421.0,0.4439,760.0,8752.0,22.0,7.5,116200.0,23391.0,7594.0,2015
Cleburne County,Alabama,1,29,78.0,557.0,16.0,15002.0,14098.0,110.0,38056.0,0.4381,33.0,15002.0,442.0,7.5,108000.0,20151.0,14098.0,2015
Cleburne County,Arkansas,5,23,82.5,660.0,24.0,25711.0,24992.0,216.0,42905.0,0.4717,136.0,25711.0,133.0,7.6,126500.0,24912.0,24992.0,2015
Clermont County,Ohio,39,25,77.6,764.0,12.1,200285.0,191010.0,1406.0,60805.0,0.431,419.0,200285.0,2793.0,8.4,155500.0,29288.0,191010.0,2015
Cleveland County,Arkansas,5,25,78.7,627.0,16.6,8510.0,7379.0,47.0,43158.0,0.4387,18.0,8510.0,935.0,8.1,84700.0,21905.0,7379.0,2015
Cleveland County,North Carolina,37,45,79.0,668.0,14.8,97178.0,73670.0,1096.0,39453.0,0.4608,264.0,97178.0,20260.0,10.2,104400.0,20825.0,73670.0,2015
Cleveland County,Oklahoma,40,27,79.2,831.0,10.1,268614.0,212391.0,2743.0,56452.0,0.4329,10394.0,268614.0,12156.0,15.2,146100.0,27745.0,212391.0,2015
Clinch County,Georgia,13,65,73.3,417.0,14.4,6791.0,4563.0,47.0,24015.0,0.5314,59.0,6791.0,1809.0,6.5,58000.0,17127.0,4563.0,2015
Clinton County,Illinois,17,27,81.4,779.0,13.2,37929.0,35608.0,106.0,63236.0,0.4074,51.0,37929.0,1307.0,8.8,134500.0,28839.0,35608.0,2015
Clinton County,Indiana,18,23,75.5,680.0,13.0,32835.0,30470.0,270.0,48478.0,0.4003,72.0,32835.0,407.0,8.8,98100.0,22337.0,30470.0,2015
Clinton County,Iowa,19,45,79.1,620.0,15.8,48365.0,45280.0,522.0,50498.0,0.4349,197.0,48365.0,1352.0,8.3,110100.0,27255.0,45280.0,2015
Clinton County,Kentucky,21,53,79.0,528.0,16.2,10188.0,9893.0,82.0,28025.0,0.4706,0.0,10188.0,58.0,7.5,65300.0,16712.0,9893.0,2015
Clinton County,Michigan,26,37,79.2,779.0,13.8,76905.0,71986.0,574.0,60909.0,0.4249,113.0,76905.0,1206.0,9.9,154400.0,29766.0,71986.0,2015
Clinton County,Missouri,29,49,78.0,768.0,15.9,20498.0,19521.0,143.0,54773.0,0.3829,131.0,20498.0,359.0,7.8,135500.0,25500.0,19521.0,2015
Clinton County,New York,36,19,83.8,744.0,12.7,81685.0,74714.0,834.0,49930.0,0.437,255.0,81685.0,3505.0,13.8,124200.0,24941.0,74714.0,2015
Clinton County,Ohio,39,27,76.7,707.0,13.2,41892.0,39655.0,545.0,46787.0,0.4309,38.0,41892.0,1040.0,9.8,120000.0,23039.0,39655.0,2015
Clinton County,Pennsylvania,42,35,81.3,661.0,15.5,39614.0,38114.0,293.0,45078.0,0.4191,70.0,39614.0,594.0,15.7,117400.0,21937.0,38114.0,2015
Cloud County,Kansas,20,29,81.4,588.0,17.1,9339.0,8869.0,48.0,39282.0,0.4126,22.0,9339.0,40.0,12.2,69000.0,22441.0,8869.0,2015
Coahoma County,Mississippi,28,27,73.0,567.0,11.3,25254.0,5710.0,361.0,28851.0,0.4921,30.0,25254.0,19167.0,11.5,61900.0,15393.0,5710.0,2015
Coal County,Oklahoma,40,29,76.5,589.0,17.0,5812.0,4180.0,62.0,38243.0,0.5045,676.0,5812.0,28.0,9.2,80100.0,22977.0,4180.0,2015
Cobb County,Georgia,13,67,76.9,1006.0,9.0,719133.0,442490.0,8308.0,65873.0,0.4567,1421.0,719133.0,190681.0,9.7,197400.0,33778.0,442490.0,2015
Cochise County,Arizona,4,3,79.6,802.0,17.8,129647.0,103744.0,1291.0,45075.0,0.4532,1519.0,129647.0,5023.0,10.1,143900.0,23506.0,103744.0,2015
Cochran County,Texas,48,79,74.5,445.0,13.4,2993.0,2566.0,5.0,39113.0,0.4965,5.0,2993.0,118.0,10.8,32300.0,18968.0,2566.0,2015
Cocke County,Tennessee,47,29,80.7,556.0,18.3,35321.0,33609.0,285.0,31187.0,0.4804,150.0,35321.0,547.0,7.8,99500.0,18691.0,33609.0,2015
Coconino County,Arizona,4,5,79.8,1003.0,9.9,136701.0,85870.0,1596.0,50234.0,0.478,36791.0,136701.0,2137.0,18.7,219300.0,24308.0,85870.0,2015
Codington County,South Dakota,46,29,77.3,618.0,13.2,27750.0,26247.0,188.0,48912.0,0.431,747.0,27750.0,122.0,9.2,145500.0,26767.0,26247.0,2015
Coffee County,Alabama,1,31,78.1,683.0,13.6,50884.0,39067.0,425.0,46729.0,0.4476,475.0,50884.0,8829.0,8.8,142400.0,24936.0,39067.0,2015
Coffee County,Georgia,13,69,77.9,545.0,10.3,43003.0,28479.0,295.0,33965.0,0.5,73.0,43003.0,12147.0,11.9,83400.0,17540.0,28479.0,2015
Coffee County,Tennessee,47,31,77.4,670.0,14.6,53448.0,48530.0,439.0,41590.0,0.4454,202.0,53448.0,1028.0,8.6,113100.0,21680.0,48530.0,2015
Coffey County,Kansas,20,31,79.7,578.0,17.9,8458.0,8134.0,85.0,57433.0,0.4056,84.0,8458.0,66.0,7.3,102000.0,29382.0,8134.0,2015
Coke County,Texas,48,81,78.6,533.0,23.7,3238.0,3051.0,15.0,42467.0,0.4688,28.0,3238.0,25.0,6.4,79000.0,29355.0,3051.0,2015
Colbert County,Alabama,1,33,80.0,632.0,16.0,54444.0,43311.0,422.0,40576.0,0.4432,312.0,54444.0,8478.0,8.6,99400.0,22546.0,43311.0,2015
Cole County,Missouri,29,51,79.5,611.0,11.6,76533.0,63664.0,737.0,53088.0,0.4175,330.0,76533.0,8895.0,8.9,149200.0,26014.0,63664.0,2015
Coleman County,Texas,48,83,81.1,529.0,23.2,8536.0,7973.0,52.0,35156.0,0.4649,69.0,8536.0,202.0,8.3,60000.0,20085.0,7973.0,2015
Coles County,Illinois,17,29,83.1,626.0,13.1,53037.0,49289.0,570.0,39588.0,0.4918,80.0,53037.0,1835.0,20.2,91800.0,23525.0,49289.0,2015
Colfax County,Nebraska,31,37,73.7,596.0,11.5,10522.0,9598.0,48.0,51367.0,0.4181,85.0,10522.0,224.0,9.4,88300.0,22857.0,9598.0,2015
Colfax County,New Mexico,35,7,83.9,586.0,21.4,12997.0,11112.0,82.0,32380.0,0.4602,170.0,12997.0,54.0,8.4,117700.0,20534.0,11112.0,2015
Colleton County,South Carolina,45,29,77.9,705.0,16.9,38004.0,21950.0,400.0,32804.0,0.4588,295.0,38004.0,14588.0,9.2,86000.0,19015.0,21950.0,2015
Collier County,Florida,12,21,82.8,1063.0,27.7,341091.0,299480.0,3480.0,57452.0,0.5338,908.0,341091.0,23297.0,7.5,272800.0,38297.0,299480.0,2015
Collin County,Texas,48,85,74.8,1119.0,8.3,862215.0,625093.0,8850.0,84735.0,0.4308,3801.0,862215.0,77771.0,8.2,223400.0,38883.0,625093.0,2015
Collingsworth County,Texas,48,87,76.1,486.0,17.3,3058.0,2562.0,4.0,39743.0,0.4026,62.0,3058.0,106.0,6.7,64200.0,20269.0,2562.0,2015
Colonial Heights City,Virginia,51,570,78.0,940.0,16.5,17515.0,13952.0,285.0,50304.0,0.4138,131.0,17515.0,2287.0,8.8,169300.0,27572.0,13952.0,2015
Colorado County,Texas,48,89,78.5,703.0,18.8,20757.0,16620.0,86.0,46618.0,0.4835,111.0,20757.0,2831.0,7.5,109800.0,25578.0,16620.0,2015
Colquitt County,Georgia,13,71,75.2,598.0,11.8,46024.0,31484.0,619.0,32409.0,0.4738,128.0,46024.0,10631.0,9.4,79600.0,17353.0,31484.0,2015
Columbia County,Arkansas,5,27,79.4,599.0,14.2,24327.0,14608.0,144.0,36619.0,0.4656,85.0,24327.0,8659.0,17.5,79000.0,20045.0,14608.0,2015
Columbia County,Florida,12,23,80.9,780.0,14.9,67806.0,52347.0,435.0,41926.0,0.4426,195.0,67806.0,12153.0,11.3,103500.0,20563.0,52347.0,2015
Columbia County,Georgia,13,73,75.3,1094.0,10.3,136204.0,102806.0,796.0,71021.0,0.411,456.0,136204.0,22623.0,9.0,170800.0,30603.0,102806.0,2015
Columbia County,New York,36,21,82.6,884.0,18.7,62195.0,55911.0,532.0,59105.0,0.4573,38.0,62195.0,2733.0,8.2,222100.0,32851.0,55911.0,2015
Columbia County,Oregon,41,9,79.5,791.0,15.5,49389.0,45727.0,472.0,53179.0,0.4196,621.0,49389.0,235.0,7.8,206100.0,25885.0,45727.0,2015
Columbia County,Pennsylvania,42,37,83.1,707.0,15.1,66912.0,63863.0,912.0,45374.0,0.4576,103.0,66912.0,1256.0,15.3,140600.0,23580.0,63863.0,2015
Columbia County,Washington,53,13,83.4,721.0,25.1,3989.0,3660.0,65.0,38581.0,0.4608,21.0,3989.0,14.0,9.6,154800.0,24400.0,3660.0,2015
Columbia County,Wisconsin,55,21,80.4,744.0,14.1,56607.0,54158.0,358.0,59769.0,0.3955,287.0,56607.0,857.0,7.6,175300.0,28967.0,54158.0,2015
Columbiana County,Ohio,39,29,81.3,615.0,15.6,105987.0,100959.0,867.0,44497.0,0.4385,136.0,105987.0,2443.0,7.7,101100.0,23348.0,100959.0,2015
Columbus County,North Carolina,37,47,79.4,596.0,14.7,57230.0,35328.0,228.0,34949.0,0.4841,2005.0,57230.0,17424.0,9.8,83900.0,19814.0,35328.0,2015
Colusa County,California,6,11,74.1,869.0,12.0,21396.0,18188.0,189.0,52168.0,0.4134,231.0,21396.0,151.0,10.1,196000.0,21897.0,18188.0,2015
Comal County,Texas,48,91,78.5,982.0,15.9,119632.0,108851.0,994.0,65833.0,0.4439,503.0,119632.0,2355.0,8.1,214400.0,32838.0,108851.0,2015
Comanche County,Kansas,20,33,76.9,511.0,25.2,2010.0,1969.0,16.0,45288.0,0.3968,0.0,2010.0,0.0,3.7,61800.0,23661.0,1969.0,2015
Comanche County,Oklahoma,40,31,78.2,784.0,9.1,125531.0,80915.0,1616.0,46241.0,0.4468,6628.0,125531.0,21187.0,15.5,115800.0,23264.0,80915.0,2015
Comanche County,Texas,48,93,79.0,525.0,21.4,13623.0,13075.0,32.0,37470.0,0.4429,25.0,13623.0,57.0,7.9,72100.0,19743.0,13075.0,2015
Concho County,Texas,48,95,89.2,597.0,11.3,4086.0,3822.0,0.0,48368.0,0.4662,0.0,4086.0,21.0,9.2,86000.0,15820.0,3822.0,2015
Concordia Parish,Louisiana,22,29,77.4,494.0,13.1,20449.0,11837.0,161.0,29654.0,0.4948,18.0,20449.0,8430.0,9.9,77400.0,17498.0,11837.0,2015
Conecuh County,Alabama,1,35,78.6,522.0,18.2,12865.0,6710.0,89.0,24900.0,0.5014,37.0,12865.0,5752.0,9.4,70100.0,15968.0,6710.0,2015
Conejos County,Colorado,8,21,76.5,498.0,16.2,8249.0,7561.0,84.0,36652.0,0.4495,155.0,8249.0,8.0,8.4,107100.0,18844.0,7561.0,2015
Contra Costa County,California,6,13,78.0,1426.0,12.3,1096068.0,663406.0,12218.0,80185.0,0.4684,6059.0,1096068.0,97338.0,9.0,439900.0,39313.0,663406.0,2015
Converse County,Wyoming,56,9,77.9,647.0,11.7,14101.0,13411.0,119.0,62307.0,0.3781,68.0,14101.0,20.0,8.0,190300.0,30249.0,13411.0,2015
Conway County,Arkansas,5,29,79.0,598.0,16.6,21110.0,18030.0,126.0,37732.0,0.4685,153.0,21110.0,2541.0,8.5,91500.0,21897.0,18030.0,2015
Cook County,Georgia,13,75,75.3,688.0,13.3,17033.0,11776.0,141.0,35683.0,0.4733,55.0,17033.0,4718.0,8.3,86000.0,18790.0,11776.0,2015
