County,State,mean_life_expectancy,State_FIPS,County_FIPS,per_capita_income,asian_population,black_population,age_18_and_under_percentage,median_home_value,high_school_only_percentage,total_population_race,unemployment_rate,health_insurance_rate,less_than_9th_grade_percentage,native_american_population,gini_index,median_household_income,housing_cost_burden,poverty_rate,age_60_and_over,total_population,white_population,age_15_to_44_percentage,median_gross_rent,bachelors_and_above_percentage,disability_rate,Year
Edgar County,Illinois,76.5809520655277,17,45,27797.0,17212.0,53.0,20.3,82800.0,37.3,17407.0,5.2,95.1,3.8,12.0,0.4004,53647.0,176.0,12.0,29.5,17407.0,17212.0,33.3,611.0,17.2,16.9,2019
Edgecombe County,North Carolina,73.8506988868835,37,65,20626.0,20721.0,30332.0,22.8,85700.0,37.5,52648.0,8.5,89.7,6.9,70.0,0.4728,36866.0,436.0,23.7,26.7,52648.0,20721.0,34.8,695.0,13.6,16.7,2019
Edgefield County,South Carolina,78.8630710939806,45,37,26228.0,16163.0,9511.0,18.3,129300.0,36.7,26927.0,6.6,91.1,6.7,107.0,0.4841,49127.0,131.0,16.2,24.6,26927.0,16163.0,38.1,637.0,16.7,16.3,2019
Edmonson County,Kentucky,76.3853693829538,21,61,21802.0,11588.0,181.0,18.6,87300.0,39.3,12138.0,8.9,93.7,9.8,54.0,0.424,43401.0,59.0,18.2,27.3,12138.0,11588.0,36.3,660.0,10.3,27.1,2019
Edmunds County,South Dakota,80.7715984142793,46,45,34628.0,3819.0,7.0,24.8,118400.0,34.5,3909.0,1.5,95.4,4.7,37.0,0.4311,71324.0,24.0,4.7,26.2,3909.0,3819.0,31.6,604.0,26.3,9.8,2019
Edwards County,Illinois,77.2841835757641,17,47,28255.0,6250.0,57.0,23.2,79300.0,34.5,6455.0,5.3,93.8,2.5,39.0,0.4144,51080.0,100.0,10.2,27.4,6455.0,6250.0,33.0,495.0,13.9,16.1,2019
Edwards County,Kansas,75.5552274283807,20,47,27431.0,2727.0,10.0,22.8,61400.0,28.2,2869.0,2.3,93.4,5.0,0.0,0.3881,50902.0,23.0,10.0,29.4,2869.0,2727.0,30.3,586.0,18.1,13.6,2019
Edwards County,Texas,78.2149819837801,48,137,24689.0,1912.0,0.0,14.8,69200.0,22.7,1918.0,0.0,80.3,18.4,1.0,0.4648,40766.0,0.0,8.7,33.1,1918.0,1912.0,30.1,394.0,18.2,29.4,2019
Effingham County,Georgia,76.7115741558666,13,103,31704.0,49360.0,8050.0,26.6,163600.0,37.5,60477.0,3.7,91.1,3.7,106.0,0.4409,66822.0,456.0,8.5,16.8,60477.0,49360.0,40.6,1023.0,20.0,11.1,2019
Effingham County,Illinois,78.2284970466595,17,49,31665.0,33128.0,231.0,23.7,143600.0,35.8,34137.0,2.8,95.3,3.1,30.0,0.4544,56685.0,288.0,10.6,24.6,34137.0,33128.0,36.4,650.0,22.7,13.5,2019
El Dorado County,California,81.9417323021439,6,17,42749.0,165234.0,1516.0,20.1,460900.0,21.3,188563.0,5.5,95.4,2.2,1532.0,0.4556,83377.0,1490.0,8.4,28.7,188563.0,165234.0,32.4,1260.0,34.3,13.2,2019
El Paso County,Colorado,78.8629762838757,8,41,33728.0,556174.0,44801.0,24.3,275000.0,20.4,698974.0,5.8,92.8,2.0,5377.0,0.4322,68779.0,9329.0,10.1,17.9,698974.0,556174.0,43.5,1174.0,38.5,12.4,2019
El Paso County,Texas,79.633433874146,48,141,21683.0,666059.0,27876.0,27.5,121500.0,23.7,836062.0,6.1,79.7,12.7,5215.0,0.4613,46871.0,9118.0,20.2,16.7,836062.0,666059.0,43.5,838.0,23.3,13.7,2019
Elbert County,Colorado,82.0085057703699,8,39,44690.0,24062.0,110.0,21.7,463600.0,24.1,25717.0,2.0,94.7,0.5,251.0,0.4013,99199.0,23.0,4.8,24.4,25717.0,24062.0,31.7,1182.0,35.8,8.9,2019
Elbert County,Georgia,74.483630029281,13,105,22355.0,13059.0,5727.0,21.9,84700.0,40.9,19166.0,7.4,86.8,6.2,0.0,0.4702,38678.0,133.0,21.3,27.2,19166.0,13059.0,34.3,685.0,11.6,21.2,2019
Elk County,Kansas,75.4531570390588,20,49,23875.0,2367.0,10.0,21.6,54700.0,42.6,2523.0,5.7,90.9,4.1,43.0,0.4583,38750.0,23.0,18.0,37.6,2523.0,2367.0,24.5,495.0,15.6,24.5,2019
Elk County,Pennsylvania,78.400576273261,42,47,29772.0,29663.0,268.0,19.4,103200.0,48.0,30340.0,4.5,97.1,2.3,42.0,0.403,53440.0,265.0,9.5,29.1,30340.0,29663.0,30.9,591.0,19.6,16.3,2019
Elkhart County,Indiana,78.3655219221084,18,39,26150.0,178541.0,11115.0,27.7,144300.0,34.7,204558.0,4.5,85.4,8.5,479.0,0.4263,57021.0,1831.0,12.4,19.9,204558.0,178541.0,38.4,810.0,19.8,12.8,2019
Elko County,Nevada,78.8776980672198,32,7,33875.0,44789.0,270.0,27.4,212500.0,32.8,52297.0,4.7,89.9,5.8,3461.0,0.3806,81232.0,213.0,11.7,16.5,52297.0,44789.0,41.0,952.0,16.6,10.7,2019
Elliott County,Kentucky,75.4990964268554,21,63,13856.0,7205.0,268.0,18.4,82700.0,43.4,7510.0,1.6,94.9,11.7,6.0,0.4535,32306.0,20.0,30.6,24.7,7510.0,7205.0,39.8,655.0,9.7,26.5,2019
Ellis County,Kansas,79.3473569495684,20,51,30956.0,26783.0,312.0,22.0,169100.0,26.9,28775.0,2.8,93.0,2.0,69.0,0.484,52883.0,562.0,15.5,21.8,28775.0,26783.0,44.7,711.0,36.3,12.3,2019
Ellis County,Oklahoma,75.950160764903,40,45,28195.0,3692.0,7.0,23.2,89800.0,34.5,4015.0,6.6,86.3,4.1,92.0,0.4387,53245.0,27.0,16.0,28.2,4015.0,3692.0,31.7,677.0,20.1,17.2,2019
Ellis County,Texas,78.4814827959861,48,139,32571.0,141636.0,17580.0,26.8,191400.0,27.7,173772.0,3.4,84.9,5.9,1386.0,0.4176,76871.0,1184.0,8.8,18.3,173772.0,141636.0,39.7,1054.0,24.3,11.8,2019
Ellsworth County,Kansas,77.4280280374497,20,53,26443.0,5647.0,199.0,18.4,99400.0,34.3,6231.0,3.5,94.5,2.2,56.0,0.3936,54902.0,24.0,9.3,29.0,6231.0,5647.0,37.4,639.0,19.5,16.7,2019
Elmore County,Alabama,76.2158567842262,1,51,29052.0,61104.0,17449.0,22.5,166600.0,32.5,81144.0,4.6,92.6,4.5,214.0,0.4413,60891.0,940.0,11.5,21.0,81144.0,61104.0,40.0,892.0,25.1,17.1,2019
Elmore County,Idaho,78.1176729196358,16,39,23028.0,22766.0,720.0,25.1,153800.0,26.8,26743.0,7.1,86.2,3.0,555.0,0.3976,46855.0,525.0,15.3,18.5,26743.0,22766.0,42.9,833.0,18.7,14.2,2019
Emanuel County,Georgia,72.8820410119048,13,107,19389.0,14069.0,7636.0,25.0,73100.0,40.8,22533.0,6.9,82.3,8.2,57.0,0.461,37453.0,175.0,22.1,20.9,22533.0,14069.0,38.7,619.0,13.0,20.0,2019
Emery County,Utah,77.0170867405147,49,15,23705.0,9848.0,2.0,29.8,140200.0,30.2,10117.0,3.8,92.3,1.3,71.0,0.3689,55554.0,57.0,11.6,23.5,10117.0,9848.0,35.8,605.0,16.3,14.8,2019
Emmet County,Iowa,78.8393890947691,19,63,28651.0,8929.0,199.0,20.8,89300.0,32.8,9438.0,3.6,93.6,3.8,16.0,0.4333,51563.0,63.0,12.4,28.8,9438.0,8929.0,35.0,694.0,18.8,14.2,2019
Emmet County,Michigan,79.6792559238991,26,47,34074.0,30573.0,246.0,19.5,186900.0,24.7,33104.0,4.9,93.0,1.1,959.0,0.4656,55829.0,297.0,9.1,29.4,33104.0,30573.0,33.8,818.0,33.4,13.4,2019
Emmons County,North Dakota,79.3191705328654,38,29,33088.0,3182.0,0.0,19.1,97000.0,35.2,3310.0,1.5,95.1,7.3,3.0,0.4502,55902.0,5.0,9.9,36.8,3310.0,3182.0,26.8,484.0,18.2,15.6,2019
Emporia City,Virginia,73.9652069742638,51,595,18494.0,1525.0,3440.0,28.7,116800.0,33.8,5442.0,23.4,86.1,8.5,4.0,0.4801,27063.0,129.0,27.0,21.3,5442.0,1525.0,37.8,694.0,13.8,17.0,2019
Erath County,Texas,78.9208041070581,48,143,27639.0,37186.0,799.0,20.9,159900.0,26.3,41841.0,3.6,83.2,5.2,679.0,0.4938,52742.0,374.0,18.4,18.8,41841.0,37186.0,47.2,911.0,31.5,12.5,2019
Erie County,New York,78.787162192097,36,29,33598.0,715409.0,123742.0,20.4,153400.0,27.6,919355.0,4.3,96.8,2.7,4634.0,0.4661,58121.0,10075.0,14.2,24.5,919355.0,715409.0,38.3,829.0,34.4,13.2,2019
Erie County,Ohio,76.9125534025203,39,43,32790.0,63928.0,6769.0,20.5,139900.0,37.2,74780.0,5.0,95.3,2.0,292.0,0.466,54226.0,598.0,11.7,29.0,74780.0,63928.0,33.6,756.0,23.2,15.1,2019
Erie County,Pennsylvania,77.7020811712385,42,49,28306.0,236779.0,19663.0,21.5,134100.0,38.5,273835.0,5.4,95.4,2.7,721.0,0.4568,51529.0,2941.0,16.0,24.2,273835.0,236779.0,38.1,753.0,27.9,15.3,2019
Escambia County,Alabama,73.3131687800953,1,53,19028.0,23053.0,11878.0,22.4,99400.0,43.7,37057.0,11.0,85.8,4.5,1479.0,0.4818,36275.0,280.0,22.2,24.4,37057.0,23053.0,37.9,616.0,12.5,18.0,2019
Escambia County,Florida,74.8858720184732,12,33,28022.0,213368.0,68733.0,20.9,146200.0,27.2,313491.0,6.2,89.7,2.6,1301.0,0.4448,50915.0,4107.0,14.0,22.9,313491.0,213368.0,40.6,983.0,26.5,15.4,2019
Essex County,Massachusetts,80.2087786787985,25,9,42347.0,626140.0,33424.0,21.4,409900.0,25.1,783676.0,4.9,97.0,5.7,1596.0,0.4816,79263.0,10269.0,10.4,23.3,783676.0,626140.0,37.4,1241.0,39.9,11.8,2019
Essex County,New Jersey,80.1088635467788,34,13,38722.0,341516.0,315997.0,23.8,386000.0,28.0,795404.0,8.1,88.6,7.0,1796.0,0.5551,61510.0,14382.0,15.8,19.2,795404.0,341516.0,40.4,1178.0,35.5,11.2,2019
Essex County,New York,80.1419068715093,36,31,31667.0,34788.0,1194.0,16.4,153600.0,34.4,37459.0,5.0,96.4,2.5,93.0,0.4362,56763.0,282.0,9.9,30.8,37459.0,34788.0,33.6,812.0,26.8,16.9,2019
Essex County,Vermont,78.6971768159934,50,9,25376.0,5984.0,61.0,17.6,136600.0,46.0,6200.0,3.9,96.1,4.7,20.0,0.4179,44349.0,58.0,13.4,34.8,6200.0,5984.0,28.0,731.0,16.2,19.8,2019
Essex County,Virginia,76.449945156809,51,57,26847.0,6115.0,4319.0,20.2,202800.0,37.7,10998.0,6.8,91.4,4.6,0.0,0.4236,51954.0,85.0,16.8,29.9,10998.0,6115.0,31.7,885.0,17.4,14.7,2019
Estill County,Kentucky,71.881666471421,21,65,17746.0,14096.0,16.0,21.6,76800.0,45.8,14224.0,11.0,93.5,12.4,23.0,0.4613,31688.0,76.0,30.9,25.0,14224.0,14096.0,34.6,574.0,9.9,26.3,2019
Etowah County,Alabama,73.3604926263926,1,55,24883.0,82027.0,16330.0,21.6,113700.0,32.9,102748.0,5.5,89.4,4.8,581.0,0.4594,44637.0,529.0,17.4,25.4,102748.0,82027.0,36.5,669.0,17.8,18.4,2019
Eureka County,Nevada,77.7557767944326,32,11,34249.0,1744.0,1.0,23.0,120100.0,47.4,1859.0,0.0,90.1,1.8,94.0,0.4095,67105.0,25.0,8.0,28.2,1859.0,1744.0,25.8,-666666666.0,8.8,17.2,2019
Evangeline Parish,Louisiana,73.0274645441488,22,39,18770.0,22794.0,9273.0,24.9,96600.0,41.5,33589.0,12.9,88.4,12.1,116.0,0.4904,31965.0,399.0,28.7,21.7,33589.0,22794.0,39.4,577.0,11.6,24.4,2019
Evans County,Georgia,75.2129516041769,13,109,20725.0,6199.0,3175.0,26.4,87900.0,38.9,10687.0,6.4,83.1,10.2,15.0,0.4574,42607.0,82.0,26.9,23.0,10687.0,6199.0,36.5,662.0,15.8,16.9,2019
Fairbanks North Star Borough,Alaska,80.6262503620013,2,90,37025.0,74722.0,4412.0,24.2,240000.0,22.6,99072.0,6.5,90.2,2.0,7849.0,0.4094,76992.0,1183.0,8.0,15.3,99072.0,74722.0,47.6,1305.0,31.4,11.6,2019
Fairfax City,Virginia,85.1824238123836,51,600,50029.0,15955.0,1157.0,22.3,560400.0,13.4,23531.0,4.1,92.3,3.1,13.0,0.4053,116979.0,138.0,9.3,20.5,23531.0,15955.0,39.8,1834.0,60.8,6.1,2019
Fairfax County,Virginia,85.1824238123836,51,59,56231.0,701055.0,112371.0,23.6,563100.0,12.8,1145862.0,3.9,91.8,4.2,2662.0,0.4258,124831.0,11228.0,6.1,19.1,1145862.0,701055.0,40.2,1881.0,61.6,7.2,2019
Fairfield County,Connecticut,83.06367075044,9,1,57263.0,688856.0,109186.0,22.7,428500.0,21.5,943926.0,6.6,91.6,5.3,2074.0,0.5422,95645.0,8750.0,8.9,21.9,943926.0,688856.0,37.3,1499.0,47.9,9.6,2019
Fairfield County,Ohio,78.3724040118669,39,45,32021.0,134573.0,11384.0,24.1,185300.0,34.0,154457.0,4.0,94.7,2.0,163.0,0.4206,67609.0,1257.0,9.2,21.7,154457.0,134573.0,37.6,867.0,27.6,13.2,2019
Fairfield County,South Carolina,73.9571975094253,45,39,23380.0,8825.0,13234.0,19.3,103000.0,41.3,22565.0,6.3,89.5,5.2,46.0,0.4931,38213.0,102.0,20.9,31.1,22565.0,8825.0,32.7,712.0,16.9,17.3,2019
Fall River County,South Dakota,75.2796348692775,46,47,27556.0,5873.0,0.0,17.2,129400.0,35.1,6747.0,2.6,92.9,1.7,441.0,0.4036,50588.0,22.0,14.0,38.2,6747.0,5873.0,26.8,608.0,21.1,22.0,2019
Fallon County,Montana,78.6669026070591,30,25,37024.0,2785.0,1.0,24.9,169800.0,37.5,2921.0,1.1,89.4,2.2,30.0,0.4112,64545.0,0.0,8.9,28.8,2921.0,2785.0,35.5,774.0,19.0,16.4,2019
Falls Church City,Virginia,81.9297989256637,51,610,72325.0,11213.0,692.0,24.9,789300.0,7.3,14128.0,3.9,97.3,0.3,23.0,0.4556,127610.0,239.0,3.2,19.3,14128.0,11213.0,38.1,1867.0,77.6,6.4,2019
Falls County,Texas,76.8650007281032,48,145,18745.0,12433.0,4233.0,21.3,75300.0,38.4,17272.0,4.9,82.8,8.9,86.0,0.4705,39497.0,105.0,26.5,24.0,17272.0,12433.0,38.0,509.0,12.4,22.4,2019
Fannin County,Georgia,77.7982430579873,13,111,27940.0,24517.0,63.0,16.7,197800.0,33.5,25395.0,5.3,86.1,4.4,34.0,0.4539,47997.0,243.0,12.4,38.2,25395.0,24517.0,27.5,794.0,21.8,25.2,2019
Fannin County,Texas,75.5245564590863,48,147,27112.0,30288.0,1953.0,21.2,123100.0,35.2,34537.0,3.8,83.8,4.8,267.0,0.4559,54648.0,156.0,12.0,25.3,34537.0,30288.0,36.8,788.0,17.4,15.4,2019
Faribault County,Minnesota,79.3445594232454,27,43,29991.0,13350.0,35.0,22.0,89500.0,37.7,13801.0,3.2,95.1,3.2,41.0,0.4295,53156.0,67.0,11.5,30.8,13801.0,13350.0,31.2,590.0,18.6,12.0,2019
Faulk County,South Dakota,81.2950147881082,46,49,27569.0,2229.0,1.0,22.3,85100.0,34.5,2312.0,0.2,93.0,2.0,70.0,0.3875,55096.0,35.0,14.7,35.6,2312.0,2229.0,27.7,660.0,26.9,11.6,2019
Faulkner County,Arkansas,76.6906424011415,5,45,26913.0,101450.0,14094.0,23.2,161500.0,30.5,123624.0,3.8,91.2,2.4,532.0,0.4674,52827.0,1196.0,16.7,17.2,123624.0,101450.0,46.1,826.0,30.6,14.3,2019
Fauquier County,Virginia,79.8760033036525,51,61,45408.0,60352.0,5170.0,23.4,395500.0,26.6,69728.0,3.2,92.4,2.7,261.0,0.4107,100783.0,295.0,5.8,22.9,69728.0,60352.0,35.3,1281.0,36.4,10.1,2019
Fayette County,Alabama,74.0421749009191,1,57,22483.0,14068.0,1948.0,21.1,88500.0,41.3,16494.0,6.3,92.4,7.2,0.0,0.461,39856.0,242.0,19.4,28.1,16494.0,14068.0,34.7,527.0,12.4,26.1,2019
Fayette County,Georgia,81.1591964534197,13,113,44061.0,75117.0,25506.0,23.3,281400.0,20.9,112303.0,3.9,92.8,1.4,200.0,0.4369,90145.0,799.0,5.5,24.3,112303.0,75117.0,33.9,1326.0,46.2,10.4,2019
Fayette County,Illinois,78.15145433359,17,51,23194.0,20245.0,1007.0,20.7,88300.0,40.2,21565.0,5.7,91.8,4.9,68.0,0.4373,46650.0,159.0,17.2,25.3,21565.0,20245.0,36.8,612.0,11.3,17.7,2019
Fayette County,Indiana,73.3178804469784,18,41,24015.0,22352.0,571.0,22.1,81900.0,42.1,23194.0,5.0,90.3,5.1,57.0,0.4145,46175.0,240.0,19.0,26.9,23194.0,22352.0,35.0,705.0,13.3,17.9,2019
Fayette County,Iowa,78.6772728086239,19,65,28643.0,18890.0,444.0,21.0,104100.0,39.6,19803.0,3.1,95.0,2.5,34.0,0.4506,51128.0,155.0,11.4,28.5,19803.0,18890.0,33.9,612.0,18.3,15.4,2019
Fayette County,Kentucky,78.4201998634114,21,67,34442.0,239996.0,46844.0,20.9,189800.0,19.6,320601.0,5.1,93.2,3.7,608.0,0.4926,57291.0,4793.0,16.8,18.3,320601.0,239996.0,46.0,896.0,43.6,12.4,2019
Fayette County,Ohio,73.925977733448,39,47,26079.0,26802.0,710.0,23.7,113500.0,45.9,28620.0,5.8,92.9,3.5,9.0,0.4387,47308.0,325.0,16.2,23.6,28620.0,26802.0,35.5,718.0,16.3,18.5,2019
Fayette County,Pennsylvania,75.4711146186179,42,51,27368.0,121435.0,5502.0,19.3,101500.0,48.0,131302.0,7.3,95.3,2.7,55.0,0.4681,47364.0,992.0,17.3,28.5,131302.0,121435.0,34.3,675.0,17.3,19.7,2019
Fayette County,Tennessee,77.6205022221264,47,47,33383.0,27926.0,11000.0,19.6,206700.0,32.1,40164.0,6.3,92.9,3.0,350.0,0.478,60711.0,218.0,13.5,29.1,40164.0,27926.0,33.1,739.0,22.2,16.3,2019
Fayette County,Texas,79.1947067229344,48,149,30170.0,22671.0,1645.0,20.5,182100.0,39.1,25141.0,3.3,89.0,6.6,11.0,0.4481,60189.0,106.0,11.9,32.8,25141.0,22671.0,30.3,809.0,19.7,15.1,2019
Fayette County,West Virginia,73.1582189878557,54,19,21914.0,40722.0,2274.0,20.7,91300.0,43.9,43576.0,7.6,92.9,5.1,146.0,0.4365,41394.0,380.0,20.5,28.8,43576.0,40722.0,33.8,639.0,14.8,26.9,2019
Fentress County,Tennessee,73.3427506182592,47,49,20093.0,17718.0,59.0,21.1,110400.0,43.6,18213.0,7.0,92.3,8.6,76.0,0.4208,36520.0,155.0,20.6,28.0,18213.0,17718.0,32.6,526.0,16.0,23.3,2019
Fergus County,Montana,78.1449096001316,30,27,30529.0,10602.0,15.0,20.9,143000.0,28.5,11221.0,3.1,90.8,1.6,156.0,0.4667,50540.0,8.0,15.8,30.9,11221.0,10602.0,32.2,759.0,29.1,12.3,2019
Ferry County,Washington,78.5158228126146,53,19,25857.0,5789.0,11.0,16.6,169600.0,34.9,7578.0,7.8,92.8,2.8,994.0,0.479,41939.0,60.0,17.3,35.5,7578.0,5789.0,30.7,672.0,18.8,26.3,2019
Fillmore County,Minnesota,80.7613102053587,27,45,30392.0,20442.0,107.0,24.4,153800.0,34.1,20949.0,2.6,90.8,4.5,7.0,0.406,61207.0,125.0,10.7,28.1,20949.0,20442.0,32.2,659.0,22.2,10.8,2019
Fillmore County,Nebraska,78.1804347489578,31,59,34483.0,5374.0,21.0,20.1,80100.0,33.5,5547.0,1.9,94.2,3.0,32.0,0.4542,60313.0,27.0,8.8,30.6,5547.0,5374.0,32.1,561.0,21.4,14.0,2019
Finney County,Kansas,78.7869074688073,20,55,24152.0,29758.0,1067.0,30.7,152500.0,22.2,36750.0,4.0,87.4,16.6,150.0,0.3884,60798.0,347.0,12.3,15.7,36750.0,29758.0,41.0,806.0,17.1,11.1,2019
Fisher County,Texas,78.1410717274784,48,151,28750.0,3408.0,102.0,22.6,66900.0,34.7,3856.0,4.4,87.4,7.4,46.0,0.4848,46146.0,15.0,15.1,29.2,3856.0,3408.0,31.9,605.0,18.6,18.6,2019
Flagler County,Florida,78.8047744405017,12,35,29383.0,90342.0,11010.0,17.2,217500.0,34.3,109801.0,4.8,86.6,2.2,326.0,0.4359,54514.0,707.0,12.4,38.3,109801.0,90342.0,28.4,1255.0,25.1,14.8,2019
Flathead County,Montana,79.6211012349359,30,29,31694.0,93989.0,440.0,22.0,273600.0,29.4,99899.0,3.5,91.3,1.2,1528.0,0.4581,56182.0,797.0,10.9,27.5,99899.0,93989.0,35.1,855.0,31.0,11.7,2019
Fleming County,Kentucky,73.3876187194457,21,69,23593.0,13961.0,318.0,24.5,89900.0,40.3,14513.0,7.4,90.9,8.0,9.0,0.4549,44612.0,79.0,19.9,24.5,14513.0,13961.0,34.5,584.0,12.9,23.5,2019
Florence County,South Carolina,73.8741837298594,45,41,26127.0,74278.0,59193.0,23.8,131900.0,32.9,138475.0,6.5,89.7,4.6,354.0,0.4843,47058.0,1363.0,18.4,22.9,138475.0,74278.0,37.8,772.0,23.6,14.5,2019
Florence County,Wisconsin,77.6578384228772,55,37,32348.0,4238.0,13.0,15.7,129600.0,37.6,4314.0,5.5,94.5,1.7,14.0,0.4795,52181.0,4.0,10.3,35.6,4314.0,4238.0,25.2,480.0,19.9,18.5,2019
Floyd County,Georgia,75.3084423705215,13,115,25776.0,76218.0,13576.0,23.3,132400.0,34.3,97369.0,5.4,86.5,6.9,167.0,0.475,48336.0,1083.0,18.4,22.6,97369.0,76218.0,38.9,762.0,20.9,15.4,2019
Floyd County,Indiana,76.463432252425,18,43,33478.0,69863.0,3985.0,22.8,171400.0,30.9,77320.0,3.8,95.2,2.5,313.0,0.4447,64468.0,665.0,9.8,22.6,77320.0,69863.0,37.8,796.0,29.6,13.2,2019
Floyd County,Iowa,79.685447421035,19,67,29622.0,14832.0,271.0,22.6,106200.0,35.4,15786.0,2.2,91.5,4.4,97.0,0.4334,50406.0,219.0,14.5,28.4,15786.0,14832.0,32.6,539.0,19.8,15.7,2019
Floyd County,Kentucky,70.6638789159013,21,71,19471.0,35532.0,356.0,21.6,74400.0,37.8,36456.0,11.3,95.2,12.0,3.0,0.5145,32730.0,236.0,30.7,24.6,36456.0,35532.0,36.0,646.0,11.3,28.2,2019
Floyd County,Texas,77.2441099184678,48,153,23617.0,5375.0,242.0,26.8,64300.0,27.7,5803.0,5.0,78.5,15.4,3.0,0.4073,50580.0,27.0,14.7,24.9,5803.0,5375.0,36.7,724.0,15.9,12.2,2019
Floyd County,Virginia,79.4022088285265,51,63,26882.0,14967.0,240.0,19.5,170700.0,35.7,15704.0,2.3,90.8,6.9,93.0,0.4019,51521.0,112.0,10.3,30.8,15704.0,14967.0,32.2,705.0,22.1,14.5,2019
Fluvanna County,Virginia,80.8816116313591,51,65,39633.0,21348.0,3787.0,20.2,234700.0,24.1,26594.0,2.4,93.2,2.2,41.0,0.4488,76873.0,40.0,5.5,26.9,26594.0,21348.0,35.8,1163.0,33.9,13.4,2019
Foard County,Texas,76.2223261521057,48,155,27573.0,1048.0,29.0,18.1,46400.0,32.0,1275.0,9.2,85.3,8.3,6.0,0.4655,43625.0,8.0,10.4,33.2,1275.0,1048.0,30.0,491.0,16.2,20.1,2019
Fond du Lac County,Wisconsin,80.324452222152,55,39,31653.0,95232.0,1448.0,21.4,157800.0,36.1,102597.0,3.3,96.1,2.6,522.0,0.4101,62391.0,1040.0,8.4,24.9,102597.0,95232.0,36.1,747.0,23.1,11.6,2019
Ford County,Illinois,76.4781750643941,17,53,28957.0,12610.0,150.0,22.7,98300.0,35.5,13270.0,4.5,95.0,2.9,69.0,0.4239,52092.0,180.0,13.9,27.2,13270.0,12610.0,34.7,676.0,21.4,15.2,2019
Ford County,Kansas,77.8995229960608,20,57,23293.0,30528.0,685.0,30.3,112500.0,25.3,34179.0,5.8,85.8,17.9,324.0,0.4126,51711.0,294.0,14.5,14.9,34179.0,30528.0,41.0,778.0,17.7,9.7,2019
Forest County,Pennsylvania,76.5345957917799,42,53,15245.0,5095.0,1893.0,10.7,95900.0,57.4,7313.0,4.6,96.1,3.2,9.0,0.392,39717.0,19.0,18.1,28.6,7313.0,5095.0,45.3,520.0,8.1,28.4,2019
Forest County,Wisconsin,77.0579680805469,55,41,25700.0,7215.0,77.0,20.0,132300.0,39.2,8995.0,6.1,90.6,3.1,1392.0,0.4378,45536.0,28.0,17.3,31.7,8995.0,7215.0,31.1,506.0,14.7,16.9,2019
Forrest County,Mississippi,73.8191773831766,28,35,22534.0,44649.0,27951.0,23.2,122700.0,27.2,75224.0,8.1,86.1,4.0,163.0,0.4955,39840.0,1204.0,26.0,19.5,75224.0,44649.0,45.1,773.0,27.8,20.8,2019
Forsyth County,Georgia,82.1629515233153,13,117,43832.0,180891.0,8013.0,27.9,339700.0,15.6,228383.0,3.2,91.2,3.2,687.0,0.4017,107218.0,955.0,5.7,16.3,228383.0,180891.0,38.3,1380.0,53.1,7.3,2019
Forsyth County,North Carolina,77.8917760903258,37,67,30769.0,247912.0,98362.0,23.2,159300.0,25.7,375195.0,5.6,89.2,4.4,1488.0,0.5008,51569.0,4735.0,16.8,21.5,375195.0,247912.0,38.9,812.0,34.0,10.3,2019
Fort Bend County,Texas,82.7226309746589,48,157,39994.0,395904.0,157134.0,27.7,265900.0,17.9,765394.0,5.1,88.3,4.8,2600.0,0.4343,97743.0,4258.0,7.4,16.4,765394.0,395904.0,40.7,1431.0,46.2,7.2,2019
Foster County,North Dakota,79.3689694312422,38,31,35299.0,3127.0,0.0,21.4,143500.0,26.0,3260.0,0.5,95.5,2.0,58.0,0.4066,61425.0,41.0,7.2,29.5,3260.0,3127.0,32.4,595.0,26.7,11.9,2019
Fountain County,Indiana,76.3755465816679,18,45,28058.0,16023.0,37.0,22.1,103000.0,43.7,16430.0,4.3,92.1,2.8,28.0,0.4318,52874.0,150.0,11.1,26.7,16430.0,16023.0,34.3,674.0,14.9,18.7,2019
Franklin City,Virginia,76.1116514363154,51,620,24025.0,3003.0,4618.0,25.2,164100.0,29.1,8147.0,13.6,93.3,3.1,0.0,0.4326,40417.0,124.0,14.7,26.9,8147.0,3003.0,34.6,860.0,19.1,14.0,2019
Franklin County,Alabama,74.0661703364282,1,59,21641.0,26118.0,1385.0,25.1,95000.0,36.6,31466.0,4.8,88.3,10.0,408.0,0.4276,43514.0,107.0,19.4,23.4,31466.0,26118.0,37.7,581.0,14.0,15.0,2019
Franklin County,Arkansas,74.8382795580183,5,47,20480.0,16682.0,174.0,23.8,100900.0,41.0,17738.0,3.1,94.5,6.1,288.0,0.4533,38923.0,233.0,23.0,26.9,17738.0,16682.0,35.0,625.0,12.1,22.8,2019
Franklin County,Florida,76.2443544791436,12,37,26574.0,9555.0,1664.0,16.1,166000.0,34.6,11811.0,6.2,81.7,7.2,11.0,0.5056,46643.0,111.0,18.8,30.5,11811.0,9555.0,35.2,802.0,18.8,22.5,2019
Franklin County,Georgia,74.074368213478,13,119,23187.0,19429.0,2119.0,21.9,108700.0,39.4,22766.0,4.5,85.3,5.1,19.0,0.4911,42488.0,210.0,22.9,25.1,22766.0,19429.0,35.9,627.0,15.9,19.6,2019
Franklin County,Idaho,79.2301783970525,16,41,24185.0,12748.0,35.0,32.5,211900.0,37.8,13464.0,1.5,89.1,1.8,115.0,0.3944,57215.0,48.0,10.4,20.2,13464.0,12748.0,38.4,680.0,17.7,15.6,2019
