County,State,mean_life_expectancy,State_FIPS,County_FIPS,per_capita_income,asian_population,black_population,age_18_and_under_percentage,median_home_value,high_school_only_percentage,total_population_race,unemployment_rate,health_insurance_rate,less_than_9th_grade_percentage,native_american_population,gini_index,median_household_income,housing_cost_burden,poverty_rate,age_60_and_over,total_population,white_population,age_15_to_44_percentage,median_gross_rent,bachelors_and_above_percentage,disability_rate,Year
Baca County,Colorado,77.5452423013832,8,9,24061.0,3357.0,34.0,21.0,83500.0,28.0,3561.0,2.1,93.2,5.6,57.0,0.4562,35878.0,13.0,19.0,33.9,3561.0,3357.0,31.3,443.0,21.4,20.2,2019
Bacon County,Georgia,72.7153851629149,13,5,20326.0,8956.0,1701.0,25.6,81100.0,42.4,11201.0,4.5,79.4,4.3,0.0,0.462,37519.0,68.0,23.8,20.6,11201.0,8956.0,39.5,526.0,10.5,19.7,2019
Bailey County,Texas,78.5194184342046,48,17,21945.0,5949.0,46.0,29.0,69700.0,35.1,7100.0,2.5,78.8,10.9,80.0,0.4025,52273.0,53.0,8.7,19.8,7100.0,5949.0,44.0,591.0,17.2,13.0,2019
Baker County,Florida,75.128460017376,12,3,24686.0,23279.0,3824.0,23.9,138900.0,42.6,28211.0,4.6,90.0,3.7,144.0,0.422,63275.0,183.0,12.0,20.3,28211.0,23279.0,39.6,782.0,13.2,15.9,2019
Baker County,Georgia,77.2265523808269,13,7,22525.0,1710.0,1244.0,20.9,81800.0,37.9,3132.0,7.1,88.4,5.9,1.0,0.4874,32917.0,41.0,22.9,30.1,3132.0,1710.0,33.6,513.0,12.9,21.4,2019
Baker County,Oregon,78.4032670034736,41,1,28700.0,14844.0,147.0,19.6,173100.0,31.1,16019.0,8.1,91.6,1.7,198.0,0.4528,45998.0,124.0,12.4,33.8,16019.0,14844.0,31.2,674.0,23.7,22.6,2019
Baldwin County,Alabama,78.2935223384932,1,3,32626.0,183471.0,19718.0,21.7,197900.0,27.7,212830.0,4.3,91.1,2.3,1645.0,0.4587,58320.0,1657.0,10.4,27.2,212830.0,183471.0,34.5,1020.0,31.9,14.2,2019
Baldwin County,Georgia,75.958726877356,13,9,21716.0,24245.0,19102.0,18.9,120300.0,35.0,45111.0,8.2,88.1,3.8,106.0,0.4639,43672.0,290.0,23.6,21.9,45111.0,24245.0,44.1,703.0,23.3,15.5,2019
Ballard County,Kentucky,75.0008624394233,21,7,25217.0,7452.0,328.0,22.0,102900.0,36.4,8032.0,6.1,92.4,3.8,48.0,0.4549,45048.0,25.0,15.4,28.6,8032.0,7452.0,33.5,627.0,15.9,17.2,2019
Baltimore City,Maryland,72.8443826692087,24,510,31271.0,185489.0,379751.0,20.7,160100.0,29.1,609032.0,8.3,93.4,4.7,1732.0,0.5145,50379.0,10454.0,21.2,19.8,609032.0,185489.0,44.2,1073.0,31.9,15.5,2019
Baltimore County,Maryland,78.1013101775101,24,5,40105.0,501423.0,239308.0,21.6,261500.0,25.8,828018.0,4.8,94.8,3.1,2460.0,0.452,76866.0,8564.0,9.0,23.6,828018.0,501423.0,38.5,1302.0,39.4,11.6,2019
Bamberg County,South Carolina,74.1484428738256,45,9,18479.0,5237.0,8786.0,20.1,75400.0,32.5,14376.0,4.4,86.5,5.5,62.0,0.4499,31422.0,75.0,23.4,28.2,14376.0,5237.0,36.6,794.0,18.8,19.8,2019
Bandera County,Texas,79.7611145700132,48,19,29561.0,19990.0,154.0,17.1,174200.0,32.3,22215.0,4.4,82.7,3.9,262.0,0.421,58661.0,85.0,15.7,37.5,22215.0,19990.0,27.7,897.0,22.8,20.1,2019
Banks County,Georgia,76.7747953820731,13,11,21403.0,17392.0,486.0,23.2,151100.0,38.0,18708.0,4.9,84.7,7.1,100.0,0.4162,47811.0,22.0,13.3,22.8,18708.0,17392.0,36.6,731.0,13.4,18.4,2019
Bannock County,Idaho,77.2122914211476,16,5,25076.0,76327.0,603.0,26.3,160000.0,26.4,85765.0,5.5,91.2,2.0,2536.0,0.4402,51734.0,618.0,16.4,19.6,85765.0,76327.0,42.3,691.0,27.8,15.9,2019
Baraga County,Michigan,77.1841794925398,26,13,22920.0,6181.0,783.0,17.9,102200.0,40.6,8421.0,6.1,94.5,2.6,842.0,0.4566,46065.0,33.0,14.8,28.7,8421.0,6181.0,35.1,528.0,15.8,17.7,2019
Barber County,Kansas,75.8851799165542,20,7,27648.0,4377.0,37.0,23.9,72300.0,33.7,4624.0,2.5,89.7,1.8,38.0,0.4708,50174.0,23.0,16.4,28.6,4624.0,4377.0,30.1,563.0,20.7,18.6,2019
Barbour County,Alabama,74.8145320945807,1,5,18473.0,11869.0,12066.0,20.9,90700.0,35.6,25361.0,9.2,88.7,8.5,82.0,0.4883,32525.0,250.0,30.7,25.0,25361.0,11869.0,38.2,576.0,11.6,21.4,2019
Barbour County,West Virginia,76.4474543931625,54,1,22899.0,15939.0,146.0,20.0,110300.0,47.3,16633.0,7.6,95.1,3.8,48.0,0.477,38459.0,94.0,20.8,25.6,16633.0,15939.0,37.3,549.0,15.6,17.5,2019
Barnes County,North Dakota,79.2463625623595,38,3,35491.0,10046.0,239.0,18.9,141400.0,31.5,10706.0,1.9,93.9,2.8,183.0,0.4671,58365.0,93.0,11.3,29.7,10706.0,10046.0,34.2,679.0,29.4,14.5,2019
Barnstable County,Massachusetts,79.7210376129869,25,1,44505.0,195669.0,6210.0,15.3,393500.0,23.7,213496.0,4.1,96.7,1.4,1313.0,0.4542,74336.0,1657.0,6.4,39.1,213496.0,195669.0,27.8,1311.0,43.4,13.3,2019
Barnwell County,South Carolina,73.3012738311339,45,11,20297.0,10863.0,9785.0,24.1,81900.0,35.4,21346.0,5.7,88.3,7.8,45.0,0.4741,35803.0,42.0,28.1,24.6,21346.0,10863.0,35.2,621.0,12.5,24.0,2019
Barren County,Kentucky,75.6183089086578,21,9,21869.0,40712.0,1547.0,23.9,125400.0,42.0,43884.0,6.7,93.3,8.3,54.0,0.4392,41459.0,277.0,24.2,23.6,43884.0,40712.0,35.7,681.0,16.3,20.8,2019
Barron County,Wisconsin,79.3186943571,55,5,29681.0,42809.0,718.0,21.6,153200.0,36.1,45229.0,2.6,93.5,3.9,332.0,0.4386,52703.0,374.0,10.7,29.3,45229.0,42809.0,32.6,705.0,20.6,14.4,2019
Barrow County,Georgia,76.8906956716554,13,13,25266.0,62276.0,9340.0,26.3,159700.0,34.1,78991.0,5.0,85.6,5.3,156.0,0.3931,62345.0,444.0,12.6,17.2,78991.0,62276.0,41.2,994.0,19.0,13.9,2019
Barry County,Michigan,79.4873498623825,26,15,31760.0,58329.0,415.0,22.3,158400.0,37.7,60540.0,4.8,95.8,1.8,222.0,0.4094,64490.0,196.0,7.7,26.0,60540.0,58329.0,34.5,869.0,21.1,12.3,2019
Barry County,Missouri,75.9940412895763,29,9,25068.0,32723.0,80.0,22.7,120600.0,41.3,35530.0,4.6,85.7,5.4,260.0,0.4814,44403.0,447.0,21.1,28.4,35530.0,32723.0,32.7,666.0,14.6,17.4,2019
Bartholomew County,Indiana,78.1362788276523,18,5,31774.0,70299.0,1549.0,24.0,153500.0,30.8,82481.0,4.2,91.4,3.4,179.0,0.4298,63431.0,627.0,13.4,21.7,82481.0,70299.0,39.2,937.0,33.5,13.0,2019
Barton County,Kansas,77.6943522206123,20,9,27495.0,24847.0,325.0,23.7,93300.0,32.0,26453.0,3.9,88.3,4.4,282.0,0.4369,49723.0,333.0,15.4,26.3,26453.0,24847.0,36.2,648.0,20.9,15.0,2019
Barton County,Missouri,77.355859623953,29,11,26509.0,10959.0,35.0,23.8,97500.0,41.1,11797.0,7.1,89.0,5.0,291.0,0.4761,44125.0,123.0,20.3,26.1,11797.0,10959.0,34.6,557.0,19.9,19.9,2019
Bartow County,Georgia,76.6574000836464,13,15,26493.0,87869.0,10931.0,24.4,163900.0,33.4,104919.0,4.7,85.1,5.2,319.0,0.4388,57423.0,1007.0,14.0,19.0,104919.0,87869.0,39.0,937.0,18.6,14.0,2019
Bastrop County,Texas,78.0958476300383,48,21,27773.0,57462.0,6298.0,25.5,172000.0,30.4,84522.0,6.0,83.7,9.4,398.0,0.432,64597.0,487.0,11.2,21.6,84522.0,57462.0,37.0,1056.0,20.7,13.6,2019
Bates County,Missouri,76.3272460490433,29,13,27635.0,15542.0,246.0,23.7,114600.0,44.2,16296.0,4.5,90.7,3.5,102.0,0.4564,47625.0,58.0,12.0,26.6,16296.0,15542.0,34.0,654.0,16.1,15.9,2019
Bath County,Kentucky,73.1148194016368,21,11,22238.0,11921.0,188.0,25.9,89700.0,41.2,12355.0,5.8,94.4,11.7,14.0,0.4284,44898.0,196.0,20.4,22.4,12355.0,11921.0,35.0,631.0,14.5,25.9,2019
Bath County,Virginia,75.9952963817985,51,17,27527.0,3933.0,130.0,16.8,165300.0,42.9,4307.0,8.0,88.4,3.8,6.0,0.3879,49738.0,0.0,10.9,31.9,4307.0,3933.0,33.8,537.0,15.9,14.6,2019
Baxter County,Arkansas,76.2501239643624,5,5,26863.0,40058.0,67.0,17.5,133400.0,36.3,41427.0,4.6,94.8,2.6,176.0,0.4517,42260.0,327.0,13.1,39.1,41427.0,40058.0,28.0,703.0,17.9,20.5,2019
Bay County,Florida,75.8516440862453,12,5,29290.0,147657.0,20057.0,21.4,178400.0,31.0,182161.0,5.1,86.9,2.7,636.0,0.4427,54316.0,2579.0,14.6,23.4,182161.0,147657.0,37.8,1049.0,23.7,19.5,2019
Bay County,Michigan,77.1524686832726,26,17,27469.0,98568.0,1796.0,20.4,102000.0,34.6,104104.0,6.4,94.9,2.5,362.0,0.4349,48819.0,678.0,15.8,27.5,104104.0,98568.0,35.1,663.0,19.3,15.5,2019
Bayfield County,Wisconsin,80.3523079507331,55,7,31825.0,12904.0,130.0,17.4,170200.0,29.1,14993.0,4.6,93.5,0.9,1516.0,0.42,56096.0,115.0,11.0,37.5,14993.0,12904.0,26.5,653.0,31.1,16.9,2019
Baylor County,Texas,74.5792249922929,48,23,22987.0,3291.0,123.0,20.9,62000.0,35.0,3577.0,2.4,85.4,3.3,9.0,0.4084,40739.0,7.0,11.7,30.9,3577.0,3291.0,30.8,523.0,22.8,19.5,2019
Beadle County,South Dakota,78.7117822039803,46,5,27655.0,14813.0,216.0,27.0,109700.0,34.0,18346.0,1.6,92.6,9.4,250.0,0.4188,52313.0,127.0,16.2,25.0,18346.0,14813.0,34.7,619.0,20.5,12.0,2019
Bear Lake County,Idaho,79.0613207816828,16,7,26378.0,5659.0,53.0,26.4,149800.0,38.4,6000.0,3.0,94.3,1.4,68.0,0.4051,54167.0,37.0,16.8,27.4,6000.0,5659.0,34.4,589.0,18.9,14.2,2019
Beaufort County,North Carolina,75.9101971567683,37,13,27504.0,33969.0,11782.0,20.4,132800.0,32.5,47168.0,7.1,88.0,4.7,124.0,0.4826,45212.0,339.0,18.6,31.1,47168.0,33969.0,31.8,740.0,20.6,18.1,2019
Beaufort County,South Carolina,82.4519536072558,45,13,38946.0,138993.0,33027.0,19.0,298100.0,22.3,186095.0,5.0,89.3,2.6,512.0,0.4765,68377.0,1647.0,10.2,33.1,186095.0,138993.0,33.4,1202.0,41.2,13.5,2019
Beauregard Parish,Louisiana,75.0655810964382,22,11,26331.0,30920.0,4620.0,24.8,127500.0,38.1,37043.0,8.5,89.8,5.6,179.0,0.4441,53209.0,188.0,15.5,21.4,37043.0,30920.0,39.0,741.0,17.8,19.9,2019
Beaver County,Oklahoma,77.8707242647867,40,7,24514.0,4335.0,31.0,26.2,101200.0,34.9,5377.0,4.2,86.5,6.8,73.0,0.4062,52349.0,7.0,11.4,25.2,5377.0,4335.0,34.7,708.0,19.9,11.7,2019
Beaver County,Pennsylvania,76.8468129507845,42,7,31305.0,149833.0,9648.0,19.4,141100.0,36.8,165833.0,4.9,96.2,1.6,147.0,0.425,57807.0,1988.0,11.0,28.5,165833.0,149833.0,33.8,698.0,24.7,16.2,2019
Beaver County,Utah,76.9655556469389,49,1,23382.0,6103.0,0.0,32.8,177600.0,32.6,6517.0,3.5,87.3,2.7,63.0,0.3921,55221.0,14.0,9.1,20.2,6517.0,6103.0,37.6,717.0,21.1,13.1,2019
Beaverhead County,Montana,81.2611681336567,30,1,28401.0,8922.0,7.0,17.6,215400.0,28.8,9415.0,3.8,91.9,1.3,132.0,0.4927,43201.0,94.0,17.7,30.0,9415.0,8922.0,37.9,620.0,35.4,17.1,2019
Becker County,Minnesota,78.4197750759958,27,5,31729.0,29783.0,167.0,24.4,198400.0,31.6,34011.0,3.7,93.7,2.3,2513.0,0.4489,60284.0,185.0,11.0,28.3,34011.0,29783.0,33.0,731.0,25.0,13.5,2019
Beckham County,Oklahoma,73.8666763081084,40,9,24480.0,18816.0,944.0,25.0,128400.0,36.2,22268.0,3.3,86.2,2.8,508.0,0.4523,50721.0,99.0,16.7,20.0,22268.0,18816.0,40.5,718.0,16.8,14.3,2019
Bedford City,Virginia,79.0347240545691,51,515,,,,,,,,,,,,,,,,,,,,,,,2019
Bedford County,Pennsylvania,78.3933319975608,42,9,26078.0,47175.0,310.0,19.7,136700.0,51.3,48337.0,4.5,93.2,3.3,72.0,0.4138,50509.0,242.0,11.9,30.3,48337.0,47175.0,31.9,691.0,14.7,16.5,2019
Bedford County,Tennessee,74.8690544388695,47,3,24864.0,41129.0,3908.0,25.4,151100.0,41.4,48292.0,4.3,88.7,7.1,111.0,0.4434,50415.0,453.0,14.3,21.6,48292.0,41129.0,38.2,767.0,16.6,15.4,2019
Bedford County,Virginia,79.0347240545691,51,19,33678.0,70090.0,5384.0,20.2,201900.0,30.2,78376.0,3.6,92.9,3.2,42.0,0.4408,64199.0,477.0,8.9,29.2,78376.0,70090.0,32.0,855.0,29.2,14.3,2019
Bee County,Texas,76.7116118931414,48,25,18340.0,28172.0,2399.0,21.2,90600.0,34.2,32611.0,8.0,80.8,9.9,164.0,0.4868,44578.0,131.0,20.6,16.5,32611.0,28172.0,46.8,868.0,8.9,16.3,2019
Belknap County,New Hampshire,77.9506216537254,33,1,37430.0,58664.0,400.0,18.7,226500.0,29.5,60887.0,3.9,93.4,1.5,217.0,0.4395,69447.0,433.0,8.6,30.1,60887.0,58664.0,32.0,999.0,32.6,16.3,2019
Bell County,Kentucky,71.0210164727217,21,13,15501.0,25531.0,742.0,21.3,59800.0,38.5,26791.0,10.0,94.7,13.6,60.0,0.4862,26272.0,282.0,35.5,25.1,26791.0,25531.0,35.7,522.0,9.2,30.6,2019
Bell County,Texas,77.9461667321548,48,27,26677.0,220872.0,84435.0,27.8,147700.0,26.0,348574.0,7.6,87.9,3.6,1969.0,0.4372,54884.0,4790.0,13.9,15.0,348574.0,220872.0,45.5,927.0,25.2,14.7,2019
Belmont County,Ohio,76.6845232820318,39,13,27580.0,63374.0,2652.0,19.0,100500.0,42.4,68024.0,5.3,94.5,2.4,159.0,0.453,50904.0,505.0,12.3,28.5,68024.0,63374.0,35.0,629.0,16.7,16.3,2019
Beltrami County,Minnesota,78.2323218596698,27,7,25418.0,33818.0,729.0,25.2,162600.0,27.8,46403.0,7.2,91.2,1.9,9395.0,0.4506,49160.0,395.0,18.9,21.8,46403.0,33818.0,40.4,765.0,29.2,13.8,2019
Ben Hill County,Georgia,73.1077252518848,13,17,17774.0,10163.0,6236.0,25.1,83400.0,45.3,17033.0,5.8,82.2,4.9,0.0,0.4845,32229.0,151.0,29.6,23.4,17033.0,10163.0,35.7,656.0,11.2,15.2,2019
Benewah County,Idaho,76.2461373514745,16,9,23255.0,7916.0,6.0,22.6,167000.0,38.4,9138.0,8.0,88.6,2.0,853.0,0.4029,47556.0,36.0,17.3,31.8,9138.0,7916.0,30.1,644.0,15.2,22.1,2019
Bennett County,South Dakota,72.6968328298941,46,7,17793.0,1151.0,2.0,35.8,75900.0,33.0,3425.0,12.7,75.4,4.8,2064.0,0.4366,47500.0,8.0,35.9,17.6,3425.0,1151.0,38.3,564.0,15.7,12.2,2019
Bennington County,Vermont,78.7894670113564,50,3,33789.0,34210.0,247.0,19.0,207600.0,29.1,35746.0,3.6,95.7,2.1,89.0,0.4714,56183.0,272.0,10.9,30.3,35746.0,34210.0,32.5,812.0,36.2,18.2,2019
Benson County,North Dakota,73.7743345451962,38,5,21707.0,2793.0,3.0,34.7,78100.0,29.5,6873.0,5.9,89.0,3.7,3801.0,0.5035,47667.0,17.0,31.9,19.2,6873.0,2793.0,34.5,447.0,16.2,15.9,2019
Bent County,Colorado,76.0410177047456,8,11,13930.0,5287.0,238.0,15.2,81000.0,48.7,5787.0,5.8,91.2,4.3,60.0,0.4527,30900.0,98.0,29.5,23.6,5787.0,5287.0,46.4,643.0,11.4,26.1,2019
Benton County,Arkansas,79.69562751172,5,7,34442.0,232718.0,4541.0,26.5,183400.0,29.2,265759.0,2.4,91.1,5.4,3707.0,0.4586,66362.0,2080.0,9.4,18.2,265759.0,232718.0,41.5,903.0,33.4,10.1,2019
Benton County,Indiana,77.7252618267823,18,7,25187.0,8448.0,43.0,24.9,92500.0,42.8,8677.0,3.2,90.6,2.4,7.0,0.4039,49488.0,105.0,13.5,24.1,8677.0,8448.0,35.2,708.0,16.1,18.5,2019
Benton County,Iowa,80.5921417599229,19,11,33301.0,24852.0,143.0,23.6,157200.0,36.9,25636.0,3.0,97.8,1.7,41.0,0.4174,67729.0,76.0,8.8,25.2,25636.0,24852.0,33.8,640.0,22.1,11.2,2019
Benton County,Minnesota,78.9102194461483,27,9,29831.0,36637.0,1601.0,25.3,174900.0,29.9,40129.0,3.8,96.5,2.5,78.0,0.4091,57715.0,594.0,10.3,19.8,40129.0,36637.0,40.7,760.0,23.6,11.7,2019
Benton County,Mississippi,73.5793688949727,28,9,20643.0,5051.0,2813.0,21.5,78000.0,33.4,8232.0,5.9,84.7,9.2,0.0,0.4587,36258.0,30.0,20.3,24.7,8232.0,5051.0,37.1,503.0,11.5,17.4,2019
Benton County,Missouri,76.2745054683023,29,15,24317.0,18354.0,48.0,17.4,117500.0,40.3,19107.0,8.0,88.2,5.6,294.0,0.4669,40249.0,75.0,17.7,39.5,19107.0,18354.0,25.0,638.0,13.0,26.0,2019
Benton County,Oregon,83.1111841566066,41,3,33817.0,77177.0,982.0,16.4,331300.0,13.3,91107.0,5.4,94.9,1.6,605.0,0.4801,62077.0,1085.0,19.1,21.5,91107.0,77177.0,49.2,1081.0,54.1,11.0,2019
Benton County,Tennessee,72.8329361535027,47,5,22636.0,15319.0,487.0,19.5,85600.0,46.4,16140.0,6.8,91.0,6.2,65.0,0.4662,37512.0,113.0,19.5,31.3,16140.0,15319.0,30.8,658.0,12.3,28.0,2019
Benton County,Washington,80.4891428325627,53,5,32882.0,162240.0,3198.0,26.8,235800.0,24.5,197518.0,4.9,92.7,5.2,1526.0,0.4246,69023.0,1750.0,11.9,20.6,197518.0,162240.0,38.9,974.0,30.9,14.1,2019
Benzie County,Michigan,79.8535346106406,26,19,29425.0,16863.0,32.0,18.5,185500.0,31.2,17615.0,4.5,94.7,2.6,304.0,0.4119,57974.0,45.0,9.5,35.1,17615.0,16863.0,29.0,702.0,30.3,15.0,2019
Bergen County,New Jersey,83.3765358270654,34,3,51214.0,666126.0,55381.0,21.3,469500.0,22.7,930390.0,4.0,92.5,3.8,1778.0,0.4759,101144.0,9600.0,6.7,23.5,930390.0,666126.0,36.7,1506.0,49.3,8.0,2019
Berkeley County,South Carolina,78.1142270778626,45,15,29662.0,143238.0,51660.0,24.0,185500.0,29.4,215044.0,5.0,89.2,3.4,947.0,0.4198,63309.0,1880.0,11.9,19.2,215044.0,143238.0,41.4,1109.0,25.0,14.3,2019
Berkeley County,West Virginia,75.9053320611783,54,3,29994.0,100097.0,9039.0,23.5,182200.0,37.6,115329.0,6.0,93.8,3.0,89.0,0.3998,62515.0,938.0,12.2,20.7,115329.0,100097.0,38.8,995.0,21.2,15.4,2019
Berks County,Pennsylvania,79.372297754787,42,11,31571.0,344474.0,22697.0,22.5,178700.0,36.7,418025.0,5.9,94.0,5.3,2474.0,0.4398,63728.0,4398.0,12.0,23.0,418025.0,344474.0,37.5,939.0,24.9,13.7,2019
Berkshire County,Massachusetts,79.0831147584166,25,3,35616.0,114485.0,3548.0,17.1,216100.0,29.4,126425.0,4.8,97.0,2.5,338.0,0.4621,59230.0,1858.0,10.9,30.8,126425.0,114485.0,33.9,872.0,33.6,15.8,2019
Bernalillo County,New Mexico,78.5856894177157,35,1,30734.0,503337.0,20127.0,22.1,199300.0,23.2,677858.0,5.7,91.8,4.3,33349.0,0.477,53329.0,8029.0,16.7,22.1,677858.0,503337.0,40.7,874.0,34.4,13.7,2019
Berrien County,Georgia,74.4030446681557,13,19,19547.0,15904.0,2247.0,24.3,88000.0,42.4,19152.0,5.2,77.3,5.8,103.0,0.4356,40415.0,125.0,24.2,23.5,19152.0,15904.0,36.4,653.0,11.4,18.6,2019
Berrien County,Michigan,77.8072114550306,26,21,30864.0,121313.0,22561.0,21.9,150700.0,28.1,154133.0,5.9,93.1,2.8,621.0,0.4842,50795.0,1621.0,16.1,26.3,154133.0,121313.0,35.1,743.0,27.8,15.7,2019
Bertie County,North Carolina,75.9032823118724,37,15,22947.0,6830.0,11933.0,17.5,82200.0,38.1,19380.0,10.9,88.1,6.3,138.0,0.5274,35527.0,147.0,23.2,30.5,19380.0,6830.0,35.0,638.0,13.6,22.4,2019
Bethel Census Area,Alaska,72.7950243111552,2,50,19885.0,2022.0,135.0,35.3,83600.0,46.4,18134.0,18.4,79.7,7.2,15075.0,0.4502,53553.0,106.0,28.3,12.4,18134.0,2022.0,42.8,1352.0,11.9,11.0,2019
Bexar County,Texas,78.6302378106871,48,29,27834.0,1549704.0,149706.0,25.7,161800.0,25.4,1952843.0,5.3,84.8,7.3,14054.0,0.4688,57157.0,22296.0,15.7,16.8,1952843.0,1549704.0,44.1,1015.0,28.0,14.1,2019
Bibb County,Alabama,73.9200538034534,1,7,20778.0,17272.0,5014.0,20.6,92800.0,44.9,22493.0,7.3,89.3,6.5,30.0,0.4487,47542.0,113.0,18.1,22.4,22493.0,17272.0,39.3,734.0,10.4,17.2,2019
Bibb County,Georgia,74.0479230862072,13,21,25640.0,61569.0,83405.0,24.6,120200.0,30.5,153200.0,7.2,87.1,3.9,291.0,0.52,41334.0,2005.0,24.9,21.5,153200.0,61569.0,39.4,818.0,25.4,15.7,2019
Bienville Parish,Louisiana,73.7257362873653,22,13,21491.0,7428.0,5858.0,22.6,75900.0,44.5,13564.0,4.4,90.1,4.0,6.0,0.5069,30272.0,110.0,28.4,27.1,13564.0,7428.0,34.0,487.0,12.8,21.6,2019
Big Horn County,Montana,72.1537982236296,30,3,18934.0,4009.0,4.0,33.9,126100.0,35.2,13387.0,12.0,67.7,1.8,8758.0,0.4293,49859.0,120.0,25.5,18.4,13387.0,4009.0,36.7,586.0,18.1,9.0,2019
Big Horn County,Wyoming,76.3771821930747,56,3,24693.0,11028.0,52.0,25.4,163400.0,29.1,11882.0,7.4,84.4,3.1,99.0,0.4071,52804.0,41.0,12.7,27.9,11882.0,11028.0,33.0,678.0,19.0,15.0,2019
Big Stone County,Minnesota,78.8133721443642,27,11,29459.0,4878.0,3.0,20.7,97900.0,45.0,4996.0,2.9,95.2,4.3,14.0,0.4234,53900.0,37.0,10.1,35.2,4996.0,4878.0,28.8,606.0,15.4,14.1,2019
Bingham County,Idaho,77.9455324012578,16,11,23059.0,37701.0,143.0,31.0,160100.0,31.3,45839.0,4.8,89.5,4.9,2936.0,0.4048,55472.0,282.0,11.2,19.8,45839.0,37701.0,37.7,662.0,21.2,15.8,2019
Black Hawk County,Iowa,78.8427102793679,19,13,30563.0,110821.0,12534.0,21.7,147500.0,30.5,132393.0,4.4,95.0,3.1,557.0,0.4694,53539.0,1375.0,15.8,22.2,132393.0,110821.0,42.7,801.0,29.1,12.0,2019
Blackford County,Indiana,75.6251086287901,18,9,24302.0,11669.0,4.0,21.6,70600.0,49.6,12013.0,5.8,94.5,2.8,37.0,0.4259,43505.0,101.0,12.8,27.4,12013.0,11669.0,32.8,644.0,13.5,20.6,2019
Bladen County,North Carolina,75.1166589663767,37,17,23440.0,19260.0,11594.0,20.9,95300.0,33.4,33407.0,5.1,87.1,5.5,850.0,0.5101,36173.0,188.0,24.3,29.5,33407.0,19260.0,33.6,655.0,15.8,18.9,2019
Blaine County,Idaho,83.586055802518,16,13,33645.0,21206.0,98.0,22.2,428900.0,25.6,22373.0,2.0,87.2,4.7,159.0,0.4757,56694.0,156.0,12.5,25.3,22373.0,21206.0,33.9,933.0,35.4,10.1,2019
Blaine County,Montana,75.9422719315746,30,5,19258.0,3026.0,27.0,29.9,94300.0,27.4,6719.0,15.1,84.9,3.4,3448.0,0.4374,41279.0,54.0,30.5,19.9,6719.0,3026.0,36.7,466.0,22.9,19.9,2019
Blaine County,Oklahoma,74.2893750288934,40,11,25851.0,7608.0,399.0,20.6,85100.0,35.9,9556.0,3.0,88.0,6.9,721.0,0.4559,45792.0,12.0,12.2,24.8,9556.0,7608.0,35.1,571.0,16.5,19.2,2019
Blair County,Pennsylvania,77.1210659951418,42,13,28119.0,117570.0,2053.0,20.4,123600.0,45.0,123157.0,4.3,95.2,2.3,158.0,0.4482,49181.0,1406.0,14.7,27.2,123157.0,117570.0,35.1,722.0,21.3,17.6,2019
Blanco County,Texas,79.110807040512,48,31,37998.0,10256.0,3.0,18.3,246400.0,30.3,11478.0,5.1,83.4,5.1,194.0,0.4697,66390.0,38.0,9.0,32.9,11478.0,10256.0,28.1,852.0,26.5,16.5,2019
Bland County,Virginia,75.6700699346918,51,21,22522.0,6066.0,243.0,16.2,113200.0,42.4,6388.0,5.4,92.5,4.4,0.0,0.4122,48531.0,28.0,10.3,29.7,6388.0,6066.0,34.7,589.0,14.2,18.3,2019
Bleckley County,Georgia,76.0332417443827,13,23,20458.0,8955.0,3522.0,21.3,102300.0,40.9,12807.0,6.2,90.5,5.9,12.0,0.4415,48174.0,46.0,18.0,23.7,12807.0,8955.0,41.7,620.0,18.7,16.1,2019
Bledsoe County,Tennessee,76.9849449433529,47,7,21700.0,13343.0,491.0,19.1,134600.0,39.8,14836.0,10.0,87.8,10.4,307.0,0.4754,44122.0,41.0,23.2,24.2,14836.0,13343.0,36.7,656.0,12.0,27.0,2019
Blount County,Alabama,75.0291855488467,1,9,24747.0,55062.0,928.0,23.2,127800.0,33.4,57681.0,3.4,89.2,8.5,46.0,0.457,49358.0,329.0,13.6,24.5,57681.0,55062.0,36.3,667.0,13.1,14.1,2019
Blount County,Tennessee,77.1943375824791,47,9,30548.0,121965.0,3461.0,20.4,182100.0,34.6,129927.0,4.4,91.3,3.7,264.0,0.452,56667.0,1053.0,11.1,27.0,129927.0,121965.0,35.2,788.0,24.2,14.3,2019
Blue Earth County,Minnesota,80.7459627492939,27,13,29677.0,60604.0,2578.0,19.8,184800.0,26.5,66795.0,3.8,96.2,1.8,177.0,0.4349,57429.0,1047.0,17.6,19.0,66795.0,60604.0,49.2,883.0,34.8,9.8,2019
Boise County,Idaho,82.0989425092998,16,15,31975.0,7016.0,19.0,17.1,232300.0,30.6,7378.0,5.4,88.7,1.0,32.0,0.4139,59646.0,40.0,10.7,36.4,7378.0,7016.0,25.7,754.0,27.1,13.8,2019
Bolivar County,Mississippi,71.0922222769784,28,11,18843.0,10497.0,20453.0,24.9,96100.0,24.9,31848.0,8.2,85.7,7.2,40.0,0.5283,29854.0,425.0,35.0,21.5,31848.0,10497.0,39.9,637.0,23.6,19.3,2019
Bollinger County,Missouri,76.3646490785415,29,17,21340.0,11872.0,50.0,21.8,110800.0,47.3,12225.0,4.0,88.4,6.6,105.0,0.4082,44158.0,64.0,15.2,27.5,12225.0,11872.0,33.0,647.0,8.9,22.5,2019
