County,State,State_FIPS,County_FIPS,asian_population,per_capita_income,high_school_only_percentage,median_home_value,black_population,age_18_and_under_percentage,total_population_race,native_american_population,less_than_9th_grade_percentage,health_insurance_rate,unemployment_rate,gini_index,median_household_income,housing_cost_burden,white_population,total_population,age_60_and_over,poverty_rate,median_gross_rent,age_15_to_44_percentage,bachelors_and_above_percentage,disability_rate,Year
San Juan County,New Mexico,35,45,66357.0,23206.0,30.7,150400.0,816.0,27.2,127455.0,50524.0,5.8,85.5,8.9,0.4518,50582.0,1042.0,66357.0,127455.0,19.4,21.3,811.0,39.4,15.2,14.8,2018
San Juan County,Utah,49,37,7377.0,18128.0,30.6,133200.0,36.0,31.8,15281.0,7315.0,8.0,79.0,8.3,0.4741,44680.0,62.0,7377.0,15281.0,18.9,26.6,639.0,38.9,18.4,16.4,2018
San Juan County,Washington,53,55,15164.0,42307.0,16.7,470500.0,150.0,13.5,16473.0,146.0,1.0,92.9,3.0,0.4969,60711.0,128.0,15164.0,16473.0,42.2,11.4,986.0,25.5,48.6,12.0,2018
San Luis Obispo County,California,6,79,242078.0,35832.0,19.8,537900.0,5265.0,17.9,281455.0,1900.0,4.1,92.5,4.6,0.4538,70699.0,3520.0,242078.0,281455.0,25.8,13.3,1385.0,40.8,34.6,11.5,2018
San Mateo County,California,6,81,391024.0,57375.0,15.0,994100.0,17849.0,21.1,765935.0,2922.0,6.4,95.2,4.1,0.4852,113776.0,8287.0,391024.0,765935.0,21.6,7.0,2158.0,39.8,49.9,8.5,2018
San Miguel County,Colorado,8,113,7617.0,45396.0,15.2,491100.0,16.0,18.3,7968.0,42.0,0.8,92.0,2.6,0.5273,64478.0,105.0,7617.0,7968.0,19.5,8.9,1125.0,41.1,56.7,6.8,2018
San Miguel County,New Mexico,35,47,15503.0,20285.0,26.3,127200.0,376.0,20.2,28034.0,370.0,7.3,92.7,6.4,0.5035,31660.0,118.0,15503.0,28034.0,27.3,27.7,657.0,37.0,22.7,28.5,2018
San Patricio County,Texas,48,409,61920.0,25281.0,32.7,117700.0,1124.0,27.1,67046.0,177.0,8.8,82.6,4.8,0.4412,55229.0,722.0,61920.0,67046.0,19.4,16.4,945.0,39.5,14.9,15.0,2018
San Saba County,Texas,48,411,5106.0,24307.0,33.8,97900.0,143.0,20.4,5962.0,0.0,12.7,81.0,3.1,0.475,44698.0,34.0,5106.0,5962.0,29.2,15.1,695.0,37.6,14.4,16.7,2018
Sanborn County,South Dakota,46,111,2304.0,32404.0,40.0,76700.0,0.0,22.1,2388.0,20.0,4.3,92.7,3.2,0.4543,54899.0,31.0,2304.0,2388.0,28.1,10.3,571.0,34.3,19.7,11.8,2018
Sanders County,Montana,30,89,10630.0,23822.0,42.7,224200.0,19.0,17.9,11521.0,410.0,3.4,84.5,8.4,0.4663,36984.0,109.0,10630.0,11521.0,38.8,19.5,635.0,25.8,17.1,19.8,2018
Sandoval County,New Mexico,35,43,100391.0,27549.0,25.0,191300.0,3098.0,23.9,140769.0,17653.0,3.1,90.2,7.7,0.4293,59420.0,963.0,100391.0,140769.0,23.0,14.3,1065.0,37.3,30.0,13.2,2018
Sandusky County,Ohio,39,143,53723.0,26256.0,42.3,113100.0,1754.0,22.9,59299.0,158.0,2.7,94.6,5.0,0.4149,51701.0,539.0,53723.0,59299.0,24.3,13.6,684.0,35.4,16.0,15.5,2018
Sangamon County,Illinois,17,167,161828.0,34548.0,27.9,138100.0,25260.0,22.6,197661.0,230.0,1.8,95.8,6.3,0.4627,60466.0,1731.0,161828.0,197661.0,23.4,15.2,799.0,37.3,34.2,13.9,2018
Sanilac County,Michigan,26,151,40015.0,24835.0,41.5,106400.0,242.0,21.8,41376.0,136.0,4.0,89.9,7.0,0.4342,45277.0,313.0,40015.0,41376.0,28.1,15.6,655.0,32.3,14.2,17.8,2018
Sanpete County,Utah,49,39,25880.0,17980.0,27.7,174000.0,276.0,26.5,29366.0,301.0,4.0,88.5,7.2,0.3897,51720.0,232.0,25880.0,29366.0,18.1,16.5,725.0,45.3,18.8,12.4,2018
Santa Barbara County,California,6,83,344026.0,34229.0,17.9,549900.0,8626.0,22.3,443738.0,4389.0,12.2,89.4,6.1,0.4798,71657.0,6413.0,344026.0,443738.0,20.0,14.8,1576.0,44.2,33.8,9.9,2018
Santa Clara County,California,6,85,865460.0,52451.0,14.5,913000.0,48058.0,22.5,1922200.0,9303.0,6.7,95.2,4.8,0.4652,116178.0,25013.0,865460.0,1922200.0,18.1,7.9,2126.0,42.7,51.3,7.9,2018
Santa Cruz County,Arizona,4,23,39656.0,20324.0,27.2,148500.0,248.0,27.6,46584.0,362.0,11.6,88.4,8.3,0.4933,40467.0,694.0,39656.0,46584.0,23.2,24.0,666.0,36.4,21.0,12.4,2018
Santa Cruz County,California,6,87,208476.0,39001.0,15.8,711000.0,2596.0,19.6,273765.0,1375.0,9.1,93.8,6.3,0.4826,78041.0,3407.0,208476.0,273765.0,21.6,14.3,1647.0,42.3,40.0,11.1,2018
Santa Fe County,New Mexico,35,49,124370.0,37080.0,22.9,282600.0,1496.0,18.8,148917.0,4736.0,5.4,87.7,4.5,0.4843,59192.0,1506.0,124370.0,148917.0,30.0,12.8,1016.0,33.6,40.9,12.9,2018
Santa Rosa County,Florida,12,113,145869.0,30904.0,27.2,184400.0,10339.0,22.2,170442.0,900.0,2.1,90.0,5.6,0.4216,66242.0,1152.0,145869.0,170442.0,21.5,9.8,1087.0,38.7,28.1,15.9,2018
Sarasota County,Florida,12,115,375993.0,39364.0,29.1,234800.0,18646.0,14.6,412144.0,698.0,2.4,88.6,4.7,0.485,58644.0,3737.0,375993.0,412144.0,43.5,9.7,1201.0,25.6,34.7,15.5,2018
Saratoga County,New York,36,91,211245.0,41709.0,24.5,251200.0,3960.0,20.7,227377.0,472.0,1.7,96.5,3.8,0.4198,80839.0,2126.0,211245.0,227377.0,23.7,6.2,1090.0,36.6,41.4,11.2,2018
Sargent County,North Dakota,38,81,3700.0,37039.0,36.7,105400.0,92.0,19.5,3883.0,32.0,4.5,95.9,1.3,0.3781,67200.0,33.0,3700.0,3883.0,29.2,3.8,699.0,33.7,17.5,13.1,2018
Sarpy County,Nebraska,31,153,156868.0,34928.0,21.1,183700.0,6944.0,27.8,178351.0,694.0,1.7,94.3,3.0,0.3841,79549.0,1723.0,156868.0,178351.0,16.0,5.4,984.0,41.8,40.1,9.0,2018
Sauk County,Wisconsin,55,111,60031.0,29608.0,34.4,174500.0,513.0,22.9,63596.0,695.0,2.7,93.7,3.2,0.415,56732.0,775.0,60031.0,63596.0,24.6,10.4,780.0,35.6,23.8,12.3,2018
Saunders County,Nebraska,31,155,20468.0,32344.0,29.8,161800.0,64.0,24.9,21024.0,59.0,1.7,95.3,2.4,0.3904,66718.0,98.0,20468.0,21024.0,24.6,8.4,747.0,32.9,25.4,13.7,2018
Sawyer County,Wisconsin,55,113,12625.0,30094.0,34.5,164700.0,89.0,19.6,16370.0,2794.0,1.6,91.7,5.8,0.5057,44555.0,135.0,12625.0,16370.0,34.5,17.3,646.0,27.6,23.2,15.1,2018
Schenectady County,New York,36,93,119664.0,31412.0,29.3,165400.0,15965.0,21.6,154883.0,351.0,3.5,95.2,6.6,0.4411,63785.0,1377.0,119664.0,154883.0,23.0,11.4,922.0,38.2,31.4,12.9,2018
Schleicher County,Texas,48,413,1871.0,25128.0,24.0,69800.0,13.0,27.5,3061.0,0.0,13.3,78.9,9.2,0.4027,55677.0,15.0,1871.0,3061.0,23.2,14.8,474.0,36.2,16.5,9.4,2018
Schley County,Georgia,13,249,3454.0,20585.0,35.3,111600.0,1558.0,23.7,5211.0,0.0,4.8,83.3,12.7,0.4679,41276.0,50.0,3454.0,5211.0,21.3,21.3,653.0,39.8,12.9,16.6,2018
Schoharie County,New York,36,95,30007.0,28712.0,36.9,143500.0,541.0,18.0,31364.0,49.0,3.2,95.8,5.8,0.4227,53989.0,224.0,30007.0,31364.0,27.7,13.2,792.0,35.3,22.3,16.1,2018
Schoolcraft County,Michigan,26,153,6996.0,22931.0,44.3,109300.0,41.0,17.8,8069.0,557.0,3.9,93.3,10.3,0.4295,40747.0,62.0,6996.0,8069.0,36.0,20.5,626.0,27.1,15.8,21.7,2018
Schuyler County,Illinois,17,169,6429.0,23068.0,37.8,85900.0,518.0,19.0,7064.0,7.0,2.8,86.1,5.5,0.3868,46151.0,68.0,6429.0,7064.0,28.2,21.4,641.0,33.6,18.2,20.2,2018
Schuyler County,Missouri,29,197,4383.0,19316.0,46.9,70500.0,23.0,26.6,4502.0,0.0,6.6,82.9,4.0,0.449,39697.0,16.0,4383.0,4502.0,24.6,15.6,443.0,33.5,11.6,16.4,2018
Schuyler County,New York,36,97,17353.0,26484.0,36.5,121300.0,224.0,19.5,17992.0,31.0,3.4,94.4,5.5,0.4014,51479.0,75.0,17353.0,17992.0,27.8,13.9,730.0,33.0,22.3,16.9,2018
Schuylkill County,Pennsylvania,42,107,134386.0,26070.0,46.6,97400.0,4322.0,19.8,143555.0,303.0,3.0,93.9,6.2,0.428,49190.0,1273.0,134386.0,143555.0,27.0,12.7,691.0,34.8,16.2,17.6,2018
Scioto County,Ohio,39,145,71975.0,23042.0,42.0,94500.0,2152.0,21.9,76377.0,329.0,4.2,93.7,7.9,0.4926,39731.0,784.0,71975.0,76377.0,24.0,23.6,590.0,38.1,15.0,22.3,2018
Scotland County,Missouri,29,199,4772.0,23809.0,39.0,87200.0,79.0,28.4,4898.0,0.0,16.1,64.6,5.0,0.4938,42965.0,38.0,4772.0,4898.0,22.8,15.8,527.0,33.8,12.0,14.2,2018
Scotland County,North Carolina,37,165,15650.0,18242.0,34.1,84500.0,13764.0,23.0,35262.0,4039.0,5.6,88.4,12.5,0.4639,35617.0,282.0,15650.0,35262.0,23.7,27.7,662.0,37.4,15.5,17.9,2018
Scott County,Arkansas,5,127,9179.0,17375.0,43.0,72800.0,28.0,25.9,10442.0,248.0,6.6,91.2,10.3,0.4325,35509.0,72.0,9179.0,10442.0,25.5,22.1,512.0,32.4,9.1,22.1,2018
Scott County,Illinois,17,171,4956.0,27218.0,48.7,85000.0,8.0,22.4,5047.0,15.0,2.6,96.0,6.7,0.4337,53973.0,12.0,4956.0,5047.0,25.9,12.9,543.0,33.1,15.0,12.0,2018
Scott County,Indiana,18,143,23149.0,22688.0,44.2,99600.0,60.0,23.0,23743.0,66.0,6.6,91.1,5.4,0.4046,47123.0,320.0,23149.0,23743.0,22.5,15.6,783.0,36.7,11.9,18.1,2018
Scott County,Iowa,19,163,147815.0,31873.0,29.9,158200.0,12861.0,24.0,172288.0,614.0,2.3,95.1,4.2,0.4516,58803.0,1640.0,147815.0,172288.0,21.9,12.1,779.0,38.5,31.9,10.5,2018
Scott County,Kansas,20,171,4672.0,31132.0,28.9,134200.0,0.0,26.8,4949.0,5.0,2.5,94.2,3.8,0.3426,71394.0,63.0,4672.0,4949.0,24.2,2.3,793.0,36.3,24.9,8.5,2018
Scott County,Kentucky,21,209,47156.0,31505.0,30.5,178400.0,2569.0,25.5,53517.0,133.0,3.4,93.8,4.0,0.4154,66966.0,595.0,47156.0,53517.0,16.5,12.0,849.0,41.8,28.6,12.7,2018
Scott County,Minnesota,27,139,120909.0,39952.0,22.6,285200.0,5840.0,28.2,143372.0,1082.0,2.3,96.3,3.3,0.3965,97744.0,776.0,120909.0,143372.0,14.8,5.8,1139.0,39.7,39.3,7.5,2018
Scott County,Mississippi,28,123,16565.0,21640.0,35.5,68700.0,10889.0,26.6,28415.0,136.0,10.4,84.1,7.9,0.5323,33735.0,223.0,16565.0,28415.0,21.2,29.0,699.0,38.4,12.7,23.0,2018
Scott County,Missouri,29,201,33004.0,23185.0,42.1,106300.0,4456.0,23.8,38729.0,151.0,5.1,87.9,5.2,0.4682,42231.0,353.0,33004.0,38729.0,23.9,20.7,633.0,36.0,14.5,19.7,2018
Scott County,Tennessee,47,151,21521.0,19179.0,45.0,90400.0,116.0,24.4,21954.0,62.0,8.4,88.1,9.0,0.4477,35453.0,323.0,21521.0,21954.0,21.5,22.3,527.0,37.4,9.4,25.9,2018
Scott County,Virginia,51,169,21566.0,21157.0,37.2,94400.0,162.0,18.5,22009.0,57.0,7.9,89.1,5.6,0.4436,39144.0,36.0,21566.0,22009.0,31.2,18.6,553.0,32.8,14.4,24.8,2018
Scotts Bluff County,Nebraska,31,157,33318.0,28089.0,28.9,121900.0,304.0,24.9,36255.0,635.0,5.9,88.5,5.1,0.4602,50157.0,400.0,33318.0,36255.0,25.4,13.4,744.0,35.6,22.4,14.5,2018
Screven County,Georgia,13,251,7775.0,21557.0,42.7,77000.0,5868.0,21.8,13990.0,31.0,5.7,85.9,6.2,0.4697,37588.0,74.0,7775.0,13990.0,25.3,22.3,616.0,36.4,14.2,16.6,2018
Scurry County,Texas,48,415,15043.0,24508.0,32.3,88100.0,837.0,25.0,17239.0,69.0,10.4,84.7,4.2,0.4117,55889.0,95.0,15043.0,17239.0,20.4,14.0,767.0,40.8,16.5,14.2,2018
Searcy County,Arkansas,5,129,7421.0,20709.0,45.1,98000.0,54.0,20.1,7923.0,203.0,4.6,92.7,3.0,0.4693,36390.0,45.0,7421.0,7923.0,32.6,21.1,524.0,30.9,12.5,22.7,2018
Sebastian County,Arkansas,5,131,95473.0,25084.0,32.0,119900.0,8877.0,24.2,127461.0,1644.0,6.8,89.3,4.9,0.4781,43240.0,1576.0,95473.0,127461.0,21.1,20.3,680.0,39.0,19.7,18.8,2018
Sedgwick County,Colorado,8,115,2165.0,25048.0,30.0,87300.0,30.0,22.9,2350.0,17.0,4.1,92.3,6.7,0.4462,45188.0,25.0,2165.0,2350.0,32.1,17.0,575.0,27.6,20.8,16.8,2018
Sedgwick County,Kansas,20,173,400828.0,28673.0,26.2,135600.0,45888.0,26.1,512064.0,5077.0,3.9,89.1,5.2,0.4554,54974.0,5732.0,400828.0,512064.0,19.6,14.0,803.0,40.0,30.9,12.8,2018
Seminole County,Florida,12,117,351484.0,33419.0,21.7,224000.0,53080.0,21.3,455086.0,954.0,2.0,89.6,5.6,0.46,63760.0,4676.0,351484.0,455086.0,21.1,11.4,1198.0,40.5,38.2,10.3,2018
Seminole County,Georgia,13,253,5215.0,26358.0,39.6,89500.0,2790.0,21.5,8437.0,0.0,4.8,83.8,7.7,0.5647,34338.0,131.0,5215.0,8437.0,30.2,24.4,726.0,33.9,14.4,17.7,2018
Seminole County,Oklahoma,40,133,17080.0,20460.0,34.1,72900.0,1192.0,25.3,25071.0,4920.0,4.3,80.4,7.7,0.4516,38706.0,175.0,17080.0,25071.0,23.8,21.0,624.0,36.2,14.1,21.7,2018
Seneca County,New York,36,99,31669.0,27366.0,34.9,101400.0,1707.0,20.0,34612.0,135.0,5.1,90.4,3.5,0.4318,54695.0,256.0,31669.0,34612.0,24.8,12.4,761.0,36.7,20.9,17.0,2018
Seneca County,Ohio,39,147,52041.0,25555.0,46.1,101800.0,1544.0,22.1,55475.0,170.0,2.4,95.3,4.9,0.4288,49936.0,417.0,52041.0,55475.0,24.1,14.7,700.0,38.0,15.2,14.7,2018
Sequatchie County,Tennessee,47,153,14305.0,22383.0,39.2,141500.0,28.0,21.3,14730.0,9.0,7.0,88.7,5.6,0.3972,51750.0,102.0,14305.0,14730.0,25.8,16.6,673.0,35.1,14.6,23.0,2018
Sequoyah County,Oklahoma,40,135,26698.0,20020.0,38.5,94600.0,775.0,23.3,41359.0,8342.0,5.9,81.0,8.2,0.4479,38328.0,379.0,26698.0,41359.0,23.9,23.1,667.0,36.2,13.3,23.1,2018
Sevier County,Arkansas,5,133,10858.0,20627.0,36.1,79200.0,874.0,28.7,17193.0,364.0,13.7,85.3,5.2,0.4221,46667.0,87.0,10858.0,17193.0,19.8,21.0,558.0,38.8,11.5,13.8,2018
Sevier County,Tennessee,47,155,91233.0,23869.0,36.4,168600.0,724.0,20.9,96287.0,338.0,6.0,83.7,5.7,0.4285,45943.0,1365.0,91233.0,96287.0,25.4,15.0,764.0,35.6,17.1,17.6,2018
Sevier County,Utah,49,41,19932.0,22349.0,33.1,156700.0,149.0,30.1,21118.0,379.0,2.2,86.7,5.5,0.4135,53020.0,177.0,19932.0,21118.0,22.5,13.4,723.0,37.7,17.1,13.8,2018
Seward County,Kansas,20,175,13044.0,20352.0,30.6,98200.0,1173.0,31.9,22692.0,160.0,19.5,82.4,5.3,0.4103,47025.0,252.0,13044.0,22692.0,14.9,16.7,743.0,41.9,11.1,7.7,2018
Seward County,Nebraska,31,159,16484.0,30694.0,26.9,162600.0,82.0,23.5,17127.0,31.0,2.1,94.6,2.1,0.3992,67591.0,184.0,16484.0,17127.0,23.0,7.5,723.0,38.5,29.2,10.6,2018
Shackelford County,Texas,48,417,3181.0,23855.0,22.6,80300.0,6.0,23.7,3311.0,10.0,5.7,87.1,8.1,0.4541,45187.0,0.0,3181.0,3311.0,23.0,14.8,582.0,33.9,24.9,18.6,2018
Shannon County,Missouri,29,203,7876.0,18066.0,42.5,110100.0,12.0,21.8,8246.0,38.0,6.5,83.0,6.3,0.4501,32180.0,46.0,7876.0,8246.0,28.9,28.5,601.0,31.9,15.8,25.2,2018
Shannon County,South Dakota,46,113,,,,,,,,,,,,,,,,,,,,,,,2018
Sharkey County,Mississippi,28,125,1132.0,17877.0,24.2,61800.0,3337.0,24.4,4511.0,6.0,9.8,80.4,16.5,0.4779,28799.0,36.0,1132.0,4511.0,25.1,25.9,486.0,34.6,18.7,21.4,2018
Sharp County,Arkansas,5,135,16216.0,20721.0,42.0,81000.0,119.0,21.3,17043.0,96.0,4.9,92.9,5.0,0.4758,33708.0,148.0,16216.0,17043.0,33.3,21.6,549.0,29.5,11.3,26.6,2018
Shasta County,California,6,89,155840.0,27983.0,24.8,242500.0,2209.0,21.6,179085.0,4704.0,2.4,92.5,6.2,0.4603,50905.0,2274.0,155840.0,179085.0,27.4,17.1,1000.0,35.1,22.2,17.8,2018
Shawano County,Wisconsin,55,115,36549.0,28051.0,44.5,136600.0,154.0,21.7,41009.0,3060.0,2.4,93.3,2.5,0.4153,54143.0,124.0,36549.0,41009.0,27.4,10.1,618.0,32.2,16.1,12.5,2018
Shawnee County,Kansas,20,177,147172.0,29979.0,31.3,130500.0,14754.0,24.0,178284.0,1570.0,2.7,92.2,4.5,0.4436,55199.0,2090.0,147172.0,178284.0,23.8,12.8,800.0,36.7,30.8,13.8,2018
Sheboygan County,Wisconsin,55,117,102818.0,30151.0,36.3,153700.0,2129.0,22.5,115205.0,279.0,2.4,95.5,3.6,0.4092,58943.0,972.0,102818.0,115205.0,24.0,7.6,706.0,36.0,23.9,10.5,2018
Shelby County,Alabama,1,117,169598.0,36576.0,20.3,204500.0,25455.0,24.0,211261.0,468.0,2.5,93.2,4.0,0.4344,75761.0,1312.0,169598.0,211261.0,20.6,8.4,1020.0,39.1,42.1,11.2,2018
Shelby County,Illinois,17,173,21459.0,25320.0,44.9,90100.0,203.0,21.4,21832.0,19.0,2.0,95.7,4.6,0.3856,51157.0,244.0,21459.0,21832.0,28.9,11.2,604.0,33.0,16.9,12.5,2018
Shelby County,Indiana,18,145,41895.0,28491.0,42.7,130100.0,481.0,22.9,44399.0,57.0,3.2,92.9,4.2,0.3978,59214.0,509.0,41895.0,44399.0,23.1,11.2,783.0,35.9,19.4,13.3,2018
Shelby County,Iowa,19,165,11338.0,31283.0,36.1,117000.0,96.0,22.6,11694.0,17.0,3.1,94.9,3.2,0.4305,55489.0,183.0,11338.0,11694.0,28.9,8.7,673.0,30.8,20.8,14.0,2018
Shelby County,Kentucky,21,211,40987.0,30932.0,31.0,187200.0,2949.0,23.8,46786.0,0.0,6.3,91.1,4.7,0.4588,64240.0,479.0,40987.0,46786.0,21.0,12.6,791.0,38.0,24.2,14.9,2018
Shelby County,Missouri,29,205,5868.0,23501.0,42.6,74700.0,117.0,24.1,6061.0,5.0,4.0,87.1,3.4,0.4211,44051.0,48.0,5868.0,6061.0,27.5,15.0,549.0,33.0,17.0,15.6,2018
Shelby County,Ohio,39,149,45915.0,29008.0,42.5,139100.0,1298.0,25.3,48797.0,172.0,2.9,95.9,4.5,0.4059,61042.0,404.0,45915.0,48797.0,22.0,9.1,731.0,36.2,17.4,12.8,2018
Shelby County,Tennessee,47,157,368340.0,28828.0,27.5,142300.0,501627.0,25.2,937005.0,1607.0,4.1,87.9,7.7,0.5106,49782.0,13552.0,368340.0,937005.0,18.7,20.6,922.0,41.0,31.1,12.6,2018
Shelby County,Texas,48,419,19850.0,20969.0,33.4,72600.0,4671.0,26.9,25478.0,204.0,10.8,75.6,7.2,0.462,40764.0,256.0,19850.0,25478.0,22.9,23.3,571.0,36.5,14.5,19.1,2018
Shenandoah County,Virginia,51,171,40424.0,28064.0,38.0,207900.0,841.0,21.3,43045.0,38.0,4.9,90.8,4.9,0.4158,54921.0,460.0,40424.0,43045.0,27.8,10.8,854.0,33.0,20.1,14.7,2018
Sherburne County,Minnesota,27,141,86420.0,34013.0,27.8,217200.0,2053.0,26.9,93231.0,591.0,1.4,97.1,3.1,0.3699,85818.0,370.0,86420.0,93231.0,15.3,7.1,960.0,40.7,27.4,8.8,2018
Sheridan County,Kansas,20,179,2456.0,31526.0,33.2,106900.0,11.0,24.4,2506.0,5.0,1.9,89.5,2.2,0.418,56071.0,14.0,2456.0,2506.0,29.2,5.1,605.0,30.8,21.4,14.9,2018
Sheridan County,Montana,30,91,3343.0,33711.0,29.3,135900.0,0.0,21.1,3574.0,45.0,3.7,91.9,2.8,0.4513,54321.0,30.0,3343.0,3574.0,30.8,11.0,753.0,31.9,23.6,12.9,2018
Sheridan County,Nebraska,31,161,4331.0,27304.0,34.3,72300.0,40.0,22.6,5234.0,502.0,4.1,86.5,2.4,0.477,41719.0,38.0,4331.0,5234.0,33.0,18.0,613.0,30.1,23.6,18.0,2018
Sheridan County,North Dakota,38,83,1379.0,32559.0,37.4,83400.0,0.0,16.2,1405.0,11.0,5.8,93.7,2.6,0.4789,49261.0,0.0,1379.0,1405.0,34.9,14.0,445.0,25.8,10.9,13.5,2018
Sheridan County,Wyoming,56,33,28534.0,34059.0,24.3,261500.0,153.0,21.8,30012.0,368.0,1.3,90.3,2.7,0.4383,58521.0,431.0,28534.0,30012.0,28.1,6.2,809.0,35.3,30.0,13.1,2018
Sherman County,Kansas,20,181,5415.0,23687.0,31.9,92700.0,43.0,23.9,5966.0,46.0,2.3,92.2,4.2,0.3563,52847.0,52.0,5415.0,5966.0,25.8,19.1,784.0,38.0,19.1,17.6,2018
Sherman County,Nebraska,31,163,2980.0,27380.0,38.8,89400.0,0.0,20.5,3042.0,1.0,3.0,90.9,1.8,0.3968,51172.0,11.0,2980.0,3042.0,34.1,11.4,533.0,27.6,18.2,15.7,2018
Sherman County,Oregon,41,55,1532.0,33821.0,33.0,148300.0,9.0,16.4,1605.0,15.0,1.9,87.2,3.9,0.5114,48056.0,11.0,1532.0,1605.0,32.4,13.1,740.0,31.4,19.5,22.1,2018
Sherman County,Texas,48,421,2690.0,26335.0,27.8,98400.0,11.0,23.2,3058.0,6.0,15.8,80.3,0.9,0.4116,56576.0,6.0,2690.0,3058.0,21.3,15.2,760.0,38.7,19.7,15.9,2018
Shiawassee County,Michigan,26,155,66193.0,27398.0,36.3,115300.0,396.0,21.7,68493.0,174.0,1.5,94.3,5.0,0.4041,54742.0,498.0,66193.0,68493.0,24.5,11.4,726.0,35.8,17.2,15.4,2018
Shoshone County,Idaho,16,79,11743.0,24204.0,38.5,124600.0,55.0,20.1,12526.0,325.0,3.2,83.4,8.6,0.4508,39091.0,107.0,11743.0,12526.0,30.9,17.3,674.0,30.7,11.6,25.4,2018
Sibley County,Minnesota,27,143,14301.0,30977.0,39.2,151000.0,127.0,23.9,14912.0,49.0,4.3,95.4,2.8,0.4063,62761.0,88.0,14301.0,14912.0,24.4,7.1,671.0,34.2,16.7,10.6,2018
Sierra County,California,6,91,2890.0,31972.0,26.6,173200.0,6.0,15.1,2930.0,25.0,0.4,89.8,4.6,0.4269,48125.0,63.0,2890.0,2930.0,35.1,8.3,888.0,27.0,18.7,13.2,2018
Sierra County,New Mexico,35,51,10005.0,25389.0,28.4,111900.0,65.0,16.1,11135.0,376.0,4.7,93.6,10.9,0.5345,30451.0,61.0,10005.0,11135.0,44.2,24.9,537.0,24.1,20.5,26.1,2018
Silver Bow County,Montana,30,93,32810.0,26224.0,33.8,143300.0,205.0,20.2,34814.0,891.0,2.3,92.1,5.0,0.4806,42237.0,382.0,32810.0,34814.0,25.6,19.1,622.0,37.5,26.4,18.7,2018
Simpson County,Kentucky,21,213,15469.0,23991.0,44.7,131600.0,1781.0,24.6,18063.0,109.0,4.3,93.0,3.2,0.4316,48311.0,171.0,15469.0,18063.0,22.7,15.5,814.0,37.2,14.2,12.4,2018
Simpson County,Mississippi,28,127,16736.0,20495.0,33.2,84200.0,9878.0,24.4,27073.0,3.0,7.5,86.6,8.2,0.4682,37946.0,179.0,16736.0,27073.0,23.5,24.9,682.0,37.2,12.6,18.2,2018
Sioux County,Iowa,19,167,32474.0,28467.0,31.4,159400.0,124.0,27.1,34825.0,104.0,5.1,95.8,2.6,0.3844,67178.0,128.0,32474.0,34825.0,20.3,6.8,686.0,40.5,28.1,8.7,2018
Sioux County,Nebraska,31,165,1164.0,26951.0,31.0,113900.0,6.0,20.8,1266.0,3.0,3.9,91.7,1.1,0.402,46875.0,0.0,1164.0,1266.0,32.6,10.7,608.0,28.8,26.6,9.3,2018
Sioux County,North Dakota,38,85,576.0,16706.0,32.2,83000.0,6.0,36.2,4413.0,3694.0,3.7,68.2,16.0,0.5365,40862.0,17.0,576.0,4413.0,12.1,36.5,455.0,40.7,16.2,11.0,2018
Siskiyou County,California,6,93,36971.0,28130.0,25.5,186300.0,632.0,20.2,43540.0,1469.0,3.2,93.0,7.9,0.488,44200.0,578.0,36971.0,43540.0,32.6,19.4,836.0,30.3,22.5,19.4,2018
Sitka City and Borough,Alaska,2,220,5655.0,38423.0,28.3,349300.0,103.0,22.2,8738.0,1118.0,1.6,81.7,4.4,0.4222,71534.0,120.0,5655.0,8738.0,21.0,7.5,1123.0,39.7,32.6,12.2,2018
Skagit County,Washington,53,57,101768.0,31822.0,26.3,286200.0,974.0,22.2,123907.0,2216.0,4.8,92.3,5.8,0.4427,62865.0,1566.0,101768.0,123907.0,26.7,12.8,1058.0,35.6,26.3,15.0,2018
Skagway Municipality,Alaska,2,230,917.0,39842.0,23.4,314500.0,13.0,17.4,1061.0,55.0,2.7,81.1,6.8,0.3224,72237.0,16.0,917.0,1061.0,16.9,5.3,1056.0,44.5,33.7,11.0,2018
Skamania County,Washington,53,59,10799.0,30217.0,31.0,282400.0,103.0,19.3,11620.0,246.0,2.6,95.3,4.8,0.4228,58598.0,127.0,10799.0,11620.0,28.9,13.5,779.0,32.1,23.8,13.5,2018
Smith County,Kansas,20,183,3539.0,28598.0,36.6,66900.0,8.0,19.8,3663.0,19.0,2.1,92.8,2.8,0.465,43438.0,12.0,3539.0,3663.0,36.1,12.8,491.0,27.1,19.1,18.0,2018
Smith County,Mississippi,28,129,12182.0,23164.0,42.0,95400.0,3706.0,24.2,16063.0,0.0,6.0,88.5,3.4,0.4772,41657.0,25.0,12182.0,16063.0,24.9,16.9,572.0,35.5,12.5,18.2,2018
Smith County,Tennessee,47,159,18492.0,26256.0,46.9,132100.0,512.0,23.1,19458.0,88.0,6.9,91.3,3.6,0.4966,46404.0,155.0,18492.0,19458.0,22.7,14.9,593.0,35.4,12.4,17.5,2018
Smith County,Texas,48,423,172884.0,27141.0,24.2,153500.0,39321.0,24.7,225015.0,778.0,6.3,82.8,6.2,0.4683,53511.0,1754.0,172884.0,225015.0,21.8,16.4,901.0,39.4,25.8,13.5,2018
