County,State,State_FIPS,County_FIPS,asian_population,per_capita_income,high_school_only_percentage,median_home_value,black_population,age_18_and_under_percentage,total_population_race,native_american_population,less_than_9th_grade_percentage,health_insurance_rate,unemployment_rate,gini_index,median_household_income,housing_cost_burden,white_population,total_population,age_60_and_over,poverty_rate,median_gross_rent,age_15_to_44_percentage,bachelors_and_above_percentage,disability_rate,Year
Howard County,Arkansas,5,61,8964.0,24590.0,37.3,92500.0,2761.0,25.8,13389.0,27.0,7.1,90.9,6.4,0.5284,35900.0,148.0,8964.0,13389.0,24.0,19.2,590.0,35.3,14.7,18.4,2018
Howard County,Indiana,18,67,72036.0,27297.0,36.5,106300.0,5968.0,22.7,82387.0,447.0,3.1,92.3,5.9,0.4345,50869.0,791.0,72036.0,82387.0,25.6,15.9,699.0,35.3,21.2,17.6,2018
Howard County,Iowa,19,89,9098.0,28828.0,40.8,107600.0,29.0,25.1,9264.0,0.0,4.6,95.9,2.5,0.4145,52742.0,54.0,9098.0,9264.0,27.0,11.9,589.0,31.2,14.9,10.8,2018
Howard County,Maryland,24,27,182836.0,52586.0,14.0,448000.0,58856.0,24.5,315327.0,715.0,2.1,96.0,3.8,0.4038,117730.0,2080.0,182836.0,315327.0,18.8,5.4,1690.0,38.9,61.4,7.6,2018
Howard County,Missouri,29,89,9277.0,23328.0,38.5,116100.0,531.0,22.3,10113.0,54.0,3.9,91.4,4.2,0.401,50372.0,27.0,9277.0,10113.0,24.8,15.0,618.0,36.8,24.4,16.6,2018
Howard County,Nebraska,31,93,6179.0,26651.0,37.4,127400.0,12.0,24.1,6405.0,2.0,4.4,94.2,3.3,0.3737,54399.0,38.0,6179.0,6405.0,28.3,10.5,650.0,31.9,20.5,13.2,2018
Howard County,Texas,48,227,30180.0,23784.0,33.6,93100.0,2287.0,21.9,36667.0,437.0,8.6,82.6,6.8,0.4798,51528.0,270.0,30180.0,36667.0,17.8,16.8,870.0,42.9,12.3,16.4,2018
Howell County,Missouri,29,91,38602.0,20873.0,39.6,104500.0,188.0,23.7,40102.0,216.0,3.9,87.2,4.5,0.4693,36143.0,419.0,38602.0,40102.0,24.9,22.2,601.0,35.4,16.5,21.7,2018
Hubbard County,Minnesota,27,57,19560.0,29312.0,30.8,189500.0,154.0,21.1,20862.0,456.0,2.0,94.3,3.5,0.4191,55472.0,83.0,19560.0,20862.0,33.6,10.9,672.0,28.6,27.2,15.3,2018
Hudson County,New Jersey,34,17,368360.0,38147.0,25.7,364100.0,83215.0,20.6,668631.0,2110.0,9.0,85.9,6.1,0.5049,66289.0,15965.0,368360.0,668631.0,16.7,16.3,1340.0,47.8,40.9,9.2,2018
Hudspeth County,Texas,48,229,2843.0,14190.0,30.7,46000.0,65.0,23.9,4098.0,0.0,26.6,76.6,8.3,0.5103,29318.0,16.0,2843.0,4098.0,22.0,28.2,619.0,36.7,6.9,27.2,2018
Huerfano County,Colorado,8,55,6199.0,25636.0,28.7,157200.0,38.0,16.1,6583.0,115.0,3.2,91.4,4.1,0.4314,36705.0,70.0,6199.0,6583.0,39.3,16.0,631.0,24.8,21.4,23.8,2018
Hughes County,Oklahoma,40,63,9079.0,20438.0,39.2,70800.0,804.0,21.8,13460.0,2752.0,5.0,79.6,8.5,0.4893,39265.0,52.0,9079.0,13460.0,24.9,21.8,551.0,39.0,12.9,21.4,2018
Hughes County,South Dakota,46,65,14770.0,33810.0,27.8,174900.0,56.0,24.0,17617.0,2189.0,3.0,93.4,2.1,0.421,63564.0,179.0,14770.0,17617.0,23.1,11.2,632.0,36.7,35.5,12.1,2018
Humboldt County,California,6,23,108784.0,26747.0,23.5,296600.0,1585.0,19.3,135768.0,6797.0,2.8,90.3,8.0,0.4754,45528.0,2315.0,108784.0,135768.0,23.9,20.3,947.0,42.2,29.8,16.3,2018
Humboldt County,Iowa,19,91,9315.0,29882.0,35.9,102300.0,25.0,23.2,9566.0,41.0,2.6,95.9,3.7,0.4252,52219.0,33.0,9315.0,9566.0,28.1,11.7,569.0,32.6,20.8,13.4,2018
Humboldt County,Nevada,32,13,14803.0,30516.0,34.3,173300.0,70.0,27.5,16904.0,926.0,6.9,86.8,5.3,0.3659,70373.0,153.0,14803.0,16904.0,19.4,11.5,816.0,38.4,16.3,11.3,2018
Humphreys County,Mississippi,28,53,1848.0,16604.0,32.8,68900.0,6489.0,26.6,8539.0,14.0,8.9,84.6,18.4,0.5034,28507.0,121.0,1848.0,8539.0,23.2,38.1,617.0,34.6,14.4,20.9,2018
Humphreys County,Tennessee,47,85,17155.0,23636.0,46.7,104200.0,435.0,20.7,18318.0,206.0,4.3,90.3,6.4,0.4542,41510.0,100.0,17155.0,18318.0,26.4,18.0,639.0,35.6,13.3,22.1,2018
Hunt County,Texas,48,231,73179.0,25077.0,34.9,114500.0,7328.0,24.0,92152.0,1047.0,5.0,83.0,5.5,0.4479,51928.0,850.0,73179.0,92152.0,21.7,17.5,848.0,38.1,19.3,15.8,2018
Hunterdon County,New Jersey,34,19,113719.0,54984.0,21.2,402800.0,3369.0,20.2,125051.0,63.0,2.0,97.1,4.0,0.4335,112535.0,535.0,113719.0,125051.0,24.9,4.8,1402.0,32.9,52.0,8.9,2018
Huntingdon County,Pennsylvania,42,61,41637.0,24159.0,49.2,126800.0,2485.0,18.5,45421.0,52.0,2.8,94.7,6.3,0.4098,48597.0,326.0,41637.0,45421.0,27.0,13.3,625.0,36.9,16.9,16.7,2018
Huntington County,Indiana,18,69,34924.0,25386.0,42.0,105000.0,357.0,21.8,36378.0,148.0,2.6,92.2,3.4,0.3827,52208.0,474.0,34924.0,36378.0,23.0,10.2,693.0,37.4,19.0,14.1,2018
Huron County,Michigan,26,63,30648.0,27130.0,42.2,97300.0,124.0,19.4,31543.0,77.0,4.3,93.7,5.4,0.4335,46320.0,167.0,30648.0,31543.0,32.8,12.9,607.0,29.7,15.5,16.4,2018
Huron County,Ohio,39,77,55328.0,25375.0,46.6,120800.0,847.0,24.4,58457.0,94.0,4.1,92.4,4.9,0.4122,51559.0,553.0,55328.0,58457.0,23.4,13.6,685.0,36.2,13.6,13.7,2018
Hutchinson County,South Dakota,46,67,7033.0,27995.0,33.0,84700.0,0.0,24.7,7315.0,149.0,7.7,94.4,3.9,0.4286,54868.0,20.0,7033.0,7315.0,29.6,10.5,543.0,30.5,25.5,15.1,2018
Hutchinson County,Texas,48,233,19040.0,24725.0,33.4,77300.0,494.0,25.9,21571.0,369.0,3.6,82.7,6.0,0.4345,50651.0,92.0,19040.0,21571.0,22.7,15.2,797.0,38.0,13.8,18.4,2018
Hyde County,North Carolina,37,95,3578.0,18433.0,41.5,108300.0,1636.0,21.6,5393.0,6.0,3.3,84.2,10.4,0.3983,45466.0,0.0,3578.0,5393.0,23.7,22.3,801.0,38.8,9.4,14.1,2018
Hyde County,South Dakota,46,69,1132.0,31692.0,42.8,78000.0,16.0,20.9,1331.0,151.0,3.8,95.0,1.9,0.4274,54891.0,5.0,1132.0,1331.0,35.6,14.4,616.0,27.0,22.5,9.5,2018
Iberia Parish,Louisiana,22,45,44409.0,23156.0,42.8,112000.0,23053.0,26.3,72691.0,71.0,8.2,88.4,10.2,0.4588,45274.0,747.0,44409.0,72691.0,20.6,21.6,747.0,37.9,12.7,16.4,2018
Iberville Parish,Louisiana,22,47,16248.0,23179.0,40.4,143800.0,15935.0,21.4,32956.0,71.0,7.3,89.2,6.5,0.4686,47797.0,220.0,16248.0,32956.0,21.2,18.0,745.0,40.3,14.5,20.2,2018
Ida County,Iowa,19,93,6724.0,32562.0,38.3,96200.0,6.0,23.3,6916.0,48.0,1.6,96.5,4.2,0.4608,55969.0,72.0,6724.0,6916.0,29.6,10.5,469.0,31.0,19.0,14.3,2018
Idaho County,Idaho,16,49,15256.0,21584.0,35.1,166100.0,33.0,19.8,16337.0,577.0,3.0,89.1,4.9,0.4223,39113.0,72.0,15256.0,16337.0,35.0,14.6,675.0,28.9,20.2,22.9,2018
Imperial County,California,6,25,115817.0,17590.0,24.5,177100.0,4591.0,28.7,180216.0,1801.0,16.9,90.7,15.3,0.4768,45834.0,1680.0,115817.0,180216.0,17.3,24.2,818.0,42.0,14.5,14.4,2018
Independence County,Arkansas,5,63,34252.0,23426.0,35.8,105200.0,693.0,23.9,37264.0,76.0,5.2,91.4,4.9,0.45,43523.0,430.0,34252.0,37264.0,23.4,17.3,633.0,36.9,18.9,19.7,2018
Indian River County,Florida,12,61,130147.0,35172.0,29.7,185800.0,13617.0,16.8,150984.0,411.0,4.0,87.9,7.1,0.5283,52336.0,1145.0,130147.0,150984.0,40.1,12.2,957.0,27.8,28.3,16.6,2018
Indiana County,Pennsylvania,42,63,81170.0,25276.0,43.7,115500.0,1938.0,18.2,85755.0,210.0,3.7,91.3,7.3,0.4557,46877.0,598.0,81170.0,85755.0,25.0,16.8,705.0,40.4,22.6,15.3,2018
Ingham County,Michigan,26,65,215518.0,28366.0,21.7,129000.0,33020.0,20.1,289564.0,1049.0,2.6,94.1,7.1,0.4757,50940.0,3419.0,215518.0,289564.0,18.3,20.1,857.0,48.1,38.5,13.2,2018
Inyo County,California,6,27,14557.0,31540.0,29.3,262400.0,161.0,20.1,18085.0,2101.0,4.2,93.6,5.2,0.424,52874.0,595.0,14557.0,18085.0,31.3,10.2,891.0,32.6,26.1,14.1,2018
Ionia County,Michigan,26,67,59051.0,23956.0,39.6,122600.0,2940.0,23.4,64176.0,204.0,2.7,93.8,5.2,0.395,54343.0,451.0,59051.0,64176.0,20.6,12.8,764.0,39.0,16.1,12.0,2018
Iosco County,Michigan,26,69,24185.0,25075.0,37.8,91100.0,172.0,16.6,25247.0,200.0,2.2,92.8,8.2,0.4217,42102.0,232.0,24185.0,25247.0,37.8,16.4,639.0,27.0,16.3,22.6,2018
Iowa County,Iowa,19,95,15776.0,32663.0,37.7,146400.0,150.0,23.2,16207.0,11.0,2.0,94.4,2.7,0.4397,58570.0,113.0,15776.0,16207.0,25.9,8.2,552.0,33.6,19.1,12.3,2018
Iowa County,Wisconsin,55,49,22817.0,33674.0,35.1,174500.0,194.0,23.2,23620.0,54.0,1.6,95.6,3.2,0.4311,62785.0,191.0,22817.0,23620.0,24.7,7.7,762.0,33.4,24.3,12.2,2018
Iredell County,North Carolina,37,97,140774.0,32006.0,28.1,180700.0,21229.0,23.4,172525.0,504.0,4.1,90.4,6.0,0.4736,58198.0,1444.0,140774.0,172525.0,20.9,11.8,854.0,37.2,27.5,13.1,2018
Irion County,Texas,48,235,1259.0,31449.0,35.9,137500.0,54.0,23.4,1524.0,0.0,3.2,86.1,6.6,0.4715,54706.0,7.0,1259.0,1524.0,28.0,14.8,1045.0,31.2,16.9,12.1,2018
Iron County,Michigan,26,71,10776.0,24876.0,43.8,77800.0,57.0,16.2,11212.0,176.0,1.2,92.9,6.0,0.4334,38918.0,129.0,10776.0,11212.0,39.0,14.0,516.0,25.7,18.8,17.2,2018
Iron County,Missouri,29,93,9777.0,20696.0,42.2,83700.0,124.0,20.9,10221.0,74.0,6.3,87.1,7.2,0.4317,37188.0,44.0,9777.0,10221.0,28.2,20.9,571.0,32.7,10.9,24.9,2018
Iron County,Utah,49,21,45242.0,20861.0,25.2,201400.0,264.0,29.1,49691.0,1173.0,1.9,87.3,5.1,0.4389,46809.0,481.0,45242.0,49691.0,16.9,19.6,778.0,44.4,29.1,10.8,2018
Iron County,Wisconsin,55,51,5519.0,28550.0,33.8,113100.0,47.0,14.1,5715.0,56.0,1.0,93.1,7.3,0.4467,40801.0,59.0,5519.0,5715.0,38.6,14.8,535.0,25.4,20.0,17.6,2018
Iroquois County,Illinois,17,75,26149.0,26976.0,39.9,99500.0,290.0,21.9,28169.0,16.0,3.4,94.0,5.6,0.4197,51825.0,126.0,26149.0,28169.0,28.8,14.0,665.0,33.1,15.4,15.5,2018
Irwin County,Georgia,13,155,6318.0,18406.0,40.6,74300.0,2759.0,21.7,9268.0,13.0,4.1,84.2,9.2,0.4842,32339.0,109.0,6318.0,9268.0,23.9,26.5,549.0,39.2,14.3,20.5,2018
Isabella County,Michigan,26,73,62114.0,23164.0,31.5,131500.0,1868.0,17.4,70775.0,2395.0,2.6,91.2,7.6,0.4803,44408.0,869.0,62114.0,70775.0,17.2,26.5,731.0,53.0,29.2,13.4,2018
Isanti County,Minnesota,27,59,37154.0,32008.0,33.8,186000.0,190.0,24.1,38974.0,160.0,1.4,95.8,4.6,0.389,72473.0,224.0,37154.0,38974.0,21.5,7.1,981.0,36.7,17.7,13.1,2018
Island County,Washington,53,29,69186.0,35364.0,22.4,337800.0,2592.0,18.5,81636.0,858.0,1.5,94.5,6.1,0.4244,64809.0,1057.0,69186.0,81636.0,31.2,8.6,1138.0,35.1,33.0,15.4,2018
Isle of Wight County,Virginia,51,93,26334.0,35344.0,27.0,262300.0,7955.0,21.0,36372.0,99.0,4.1,92.7,7.9,0.4266,71376.0,352.0,26334.0,36372.0,26.2,10.0,1036.0,33.4,28.2,14.3,2018
Issaquena County,Mississippi,28,55,521.0,18942.0,37.7,57500.0,799.0,15.1,1328.0,0.0,10.1,89.6,13.7,0.5841,25776.0,11.0,521.0,1328.0,21.7,41.7,406.0,42.7,6.7,23.3,2018
Itasca County,Minnesota,27,61,41967.0,28636.0,30.2,159000.0,228.0,21.1,45203.0,1663.0,1.6,94.5,5.2,0.4285,53022.0,293.0,41967.0,45203.0,30.6,13.3,683.0,31.5,22.7,15.5,2018
Itawamba County,Mississippi,28,57,21346.0,20629.0,30.2,89500.0,1681.0,21.9,23480.0,75.0,6.4,88.6,4.2,0.4299,40510.0,76.0,21346.0,23480.0,23.2,15.4,665.0,39.1,13.4,19.8,2018
Izard County,Arkansas,5,65,12835.0,20501.0,37.8,81500.0,254.0,18.2,13559.0,195.0,6.4,92.8,9.3,0.4257,40218.0,30.0,12835.0,13559.0,31.3,17.1,610.0,30.9,13.8,24.5,2018
Jack County,Texas,48,237,8226.0,25626.0,39.6,83000.0,423.0,21.1,8842.0,23.0,7.8,82.6,3.2,0.4601,51700.0,30.0,8226.0,8842.0,22.7,15.1,694.0,40.5,12.6,16.6,2018
Jackson County,Alabama,1,71,47412.0,21608.0,40.8,105300.0,1799.0,21.4,52094.0,615.0,5.8,90.4,5.9,0.4616,39816.0,415.0,47412.0,52094.0,26.1,20.2,619.0,35.0,14.2,18.8,2018
Jackson County,Arkansas,5,67,13516.0,19848.0,41.1,66900.0,2143.0,20.2,17225.0,17.0,7.9,91.9,6.6,0.5031,33174.0,205.0,13516.0,17225.0,23.5,23.3,581.0,39.1,10.2,22.2,2018
Jackson County,Colorado,8,57,1211.0,25467.0,29.6,195400.0,0.0,19.1,1296.0,0.0,4.6,89.4,2.2,0.3796,48828.0,0.0,1211.0,1296.0,32.0,15.7,675.0,26.6,16.8,6.7,2018
Jackson County,Florida,12,63,33431.0,18882.0,37.4,98800.0,13140.0,18.6,48472.0,312.0,4.9,88.7,8.8,0.4463,39002.0,217.0,33431.0,48472.0,24.8,20.6,656.0,39.1,13.4,19.6,2018
Jackson County,Georgia,13,157,57489.0,27115.0,32.3,174000.0,4393.0,25.5,65755.0,81.0,5.5,88.0,4.8,0.4194,62495.0,360.0,57489.0,65755.0,20.0,11.0,799.0,38.4,21.0,13.6,2018
Jackson County,Illinois,17,77,44880.0,24521.0,23.7,106400.0,8753.0,18.2,58551.0,111.0,3.3,92.6,9.4,0.5355,37802.0,895.0,44880.0,58551.0,19.8,27.5,701.0,49.2,36.0,14.0,2018
Jackson County,Indiana,18,71,40171.0,24522.0,43.5,116700.0,471.0,24.6,43938.0,157.0,4.6,90.3,4.6,0.4203,49506.0,227.0,40171.0,43938.0,21.8,16.1,741.0,37.6,15.5,14.8,2018
Jackson County,Iowa,19,97,18776.0,29207.0,41.9,123500.0,99.0,22.3,19395.0,7.0,3.5,95.5,4.3,0.4267,54070.0,219.0,18776.0,19395.0,27.5,12.4,621.0,32.2,18.8,12.1,2018
Jackson County,Kansas,20,85,11518.0,27950.0,39.1,132500.0,86.0,24.9,13318.0,966.0,1.2,94.8,5.8,0.4057,55904.0,83.0,11518.0,13318.0,26.7,10.0,674.0,33.1,21.3,18.0,2018
Jackson County,Kentucky,21,109,13316.0,17692.0,42.6,78200.0,13.0,22.8,13373.0,2.0,10.1,95.9,10.0,0.4579,32143.0,140.0,13316.0,13373.0,22.2,30.4,524.0,36.3,12.2,28.4,2018
Jackson County,Michigan,26,75,138852.0,26942.0,33.0,124100.0,12687.0,21.8,158913.0,694.0,2.1,93.6,6.8,0.4439,51431.0,1561.0,138852.0,158913.0,23.4,14.1,763.0,37.0,21.4,15.5,2018
Jackson County,Minnesota,27,63,9499.0,33358.0,34.2,120000.0,13.0,22.0,10047.0,10.0,2.3,96.9,3.1,0.4418,57010.0,57.0,9499.0,10047.0,27.8,7.8,659.0,33.1,22.0,10.8,2018
Jackson County,Mississippi,28,59,101325.0,25341.0,31.5,129400.0,30698.0,23.8,142014.0,514.0,3.8,86.5,8.2,0.4437,51142.0,1069.0,101325.0,142014.0,21.3,16.0,862.0,38.6,20.8,17.3,2018
Jackson County,Missouri,29,95,461134.0,30237.0,28.4,139000.0,163422.0,23.8,692003.0,2656.0,3.1,88.4,5.1,0.4657,52805.0,9101.0,461134.0,692003.0,20.3,15.2,881.0,40.1,30.9,13.3,2018
Jackson County,North Carolina,37,99,35367.0,24073.0,26.7,192300.0,986.0,17.0,42256.0,3480.0,4.3,87.0,4.7,0.4473,44028.0,376.0,35367.0,42256.0,25.9,19.4,723.0,43.2,30.5,14.1,2018
Jackson County,Ohio,39,79,31509.0,22117.0,41.8,94600.0,202.0,24.2,32524.0,13.0,5.0,90.1,10.5,0.4133,45340.0,315.0,31509.0,32524.0,22.8,19.6,695.0,37.0,15.3,18.5,2018
Jackson County,Oklahoma,40,65,17963.0,23226.0,27.6,99000.0,1764.0,25.6,25384.0,413.0,8.3,86.6,5.1,0.4334,45757.0,395.0,17963.0,25384.0,19.8,17.4,725.0,41.3,20.9,16.7,2018
Jackson County,Oregon,41,29,195769.0,28728.0,26.3,261700.0,1324.0,20.8,214267.0,2338.0,3.5,92.2,6.5,0.4656,50851.0,2913.0,195769.0,214267.0,28.8,16.3,954.0,35.3,27.4,16.0,2018
Jackson County,South Dakota,46,71,1292.0,13595.0,33.3,54900.0,3.0,31.3,3287.0,1832.0,3.9,73.6,8.4,0.4782,33438.0,2.0,1292.0,3287.0,19.3,47.7,513.0,35.7,20.5,12.3,2018
Jackson County,Tennessee,47,87,11137.0,20276.0,46.8,107000.0,82.0,18.4,11615.0,0.0,10.3,89.7,7.9,0.4442,36703.0,97.0,11137.0,11615.0,30.4,19.7,538.0,33.1,9.0,23.5,2018
Jackson County,Texas,48,239,12770.0,26329.0,33.0,103300.0,983.0,25.6,14820.0,0.0,7.0,84.2,4.1,0.4161,60276.0,118.0,12770.0,14820.0,22.9,13.9,828.0,36.6,16.1,18.3,2018
Jackson County,West Virginia,54,35,28303.0,24661.0,44.0,121000.0,23.0,21.7,29018.0,246.0,4.2,94.1,4.3,0.4572,44783.0,47.0,28303.0,29018.0,27.4,15.6,647.0,34.0,17.1,17.1,2018
Jackson County,Wisconsin,55,53,17950.0,26037.0,40.0,133200.0,436.0,22.0,20506.0,1154.0,4.6,90.8,5.0,0.4128,52984.0,152.0,17950.0,20506.0,25.6,11.8,668.0,35.3,14.4,13.4,2018
Jackson Parish,Louisiana,22,49,10901.0,20942.0,43.3,87200.0,4771.0,22.1,15926.0,12.0,6.4,88.3,6.0,0.4806,38523.0,148.0,10901.0,15926.0,25.7,26.0,524.0,35.9,13.5,23.9,2018
James City County,Virginia,51,95,59610.0,43815.0,18.7,339600.0,9759.0,20.4,74153.0,138.0,1.6,93.3,4.0,0.4527,83048.0,716.0,59610.0,74153.0,31.5,7.8,1248.0,31.6,49.6,13.1,2018
Jasper County,Georgia,13,159,10380.0,19999.0,38.9,122300.0,2881.0,23.9,13784.0,8.0,7.1,86.3,6.6,0.4199,43284.0,78.0,10380.0,13784.0,23.6,17.8,888.0,35.0,10.8,17.6,2018
Jasper County,Illinois,17,79,9347.0,25536.0,40.2,99400.0,97.0,23.0,9598.0,16.0,4.7,92.7,4.1,0.4112,54951.0,50.0,9347.0,9598.0,25.8,13.1,562.0,33.1,17.5,20.3,2018
Jasper County,Indiana,18,73,31547.0,26415.0,42.3,158300.0,254.0,23.9,33449.0,30.0,1.7,92.8,4.3,0.3775,59574.0,179.0,31547.0,33449.0,23.5,8.8,771.0,36.9,14.9,14.7,2018
Jasper County,Iowa,19,99,35225.0,27551.0,42.4,128000.0,705.0,22.5,36891.0,68.0,2.0,96.4,4.9,0.4093,55727.0,221.0,35225.0,36891.0,25.5,9.8,723.0,34.7,17.9,14.0,2018
Jasper County,Mississippi,28,61,7408.0,21929.0,37.2,73400.0,8997.0,22.9,16529.0,1.0,4.3,87.0,6.0,0.4846,35931.0,75.0,7408.0,16529.0,27.2,23.2,620.0,34.8,14.5,18.3,2018
Jasper County,Missouri,29,97,107744.0,24086.0,34.3,115900.0,2400.0,25.2,119238.0,1948.0,4.2,87.0,5.3,0.4403,46929.0,1257.0,107744.0,119238.0,20.2,17.4,773.0,40.1,22.9,14.3,2018
Jasper County,South Carolina,45,53,14577.0,22406.0,38.3,154400.0,12015.0,21.2,27900.0,27.0,5.6,82.4,9.1,0.4564,41930.0,230.0,14577.0,27900.0,24.7,20.2,906.0,37.9,16.9,15.4,2018
Jasper County,Texas,48,241,27662.0,25004.0,44.6,104600.0,5849.0,24.2,35504.0,109.0,4.8,83.3,8.6,0.4662,46088.0,404.0,27662.0,35504.0,25.3,16.7,746.0,34.2,12.4,18.2,2018
Jay County,Indiana,18,75,20417.0,22470.0,47.2,85400.0,90.0,25.9,20993.0,13.0,4.5,89.2,5.4,0.4218,44772.0,222.0,20417.0,20993.0,24.1,16.9,643.0,34.9,10.6,16.4,2018
Jeff Davis County,Georgia,13,161,11392.0,18042.0,40.4,76500.0,2465.0,27.0,14991.0,0.0,5.6,80.3,5.9,0.4429,36531.0,87.0,11392.0,14991.0,21.8,20.6,555.0,38.0,10.0,16.6,2018
Jeff Davis County,Texas,48,243,2116.0,26053.0,22.7,112900.0,18.0,19.0,2234.0,9.0,3.8,86.4,5.3,0.3696,53194.0,0.0,2116.0,2234.0,42.0,6.5,678.0,24.1,35.1,15.6,2018
Jefferson County,Alabama,1,73,342591.0,30657.0,26.8,154400.0,281702.0,23.0,659892.0,1564.0,3.0,90.5,7.3,0.4996,51979.0,7424.0,342591.0,659892.0,21.4,17.0,878.0,39.9,32.4,15.5,2018
Jefferson County,Arkansas,5,69,28231.0,20925.0,38.5,83800.0,39889.0,22.4,70424.0,213.0,4.4,92.1,10.0,0.4695,38289.0,697.0,28231.0,70424.0,22.5,23.2,716.0,38.8,17.8,18.0,2018
Jefferson County,Colorado,8,59,517644.0,41930.0,20.6,366800.0,6639.0,20.3,570427.0,4162.0,1.7,94.2,3.7,0.4337,78943.0,6195.0,517644.0,570427.0,22.6,7.4,1285.0,39.1,44.1,9.9,2018
Jefferson County,Florida,12,65,8824.0,23448.0,33.3,117900.0,4868.0,16.4,14105.0,77.0,5.3,93.6,4.9,0.4545,48173.0,103.0,8824.0,14105.0,31.3,14.1,758.0,33.8,22.0,16.4,2018
Jefferson County,Georgia,13,163,6826.0,18764.0,41.3,74300.0,8515.0,23.8,15772.0,20.0,9.6,85.6,6.9,0.4742,34300.0,125.0,6826.0,15772.0,24.5,24.8,545.0,36.3,11.0,15.4,2018
Jefferson County,Idaho,16,51,25759.0,22934.0,27.7,184100.0,24.0,34.5,27969.0,158.0,5.0,90.4,4.6,0.3723,60162.0,62.0,25759.0,27969.0,15.7,7.7,784.0,39.1,22.6,10.9,2018
Jefferson County,Illinois,17,81,33448.0,25770.0,30.6,94400.0,3201.0,22.1,38169.0,44.0,4.3,94.3,7.4,0.4579,47617.0,405.0,33448.0,38169.0,25.1,18.4,661.0,36.3,17.4,19.3,2018
Jefferson County,Indiana,18,77,30728.0,26060.0,42.3,123700.0,704.0,20.8,32237.0,98.0,3.1,92.7,6.0,0.4321,51119.0,236.0,30728.0,32237.0,23.1,14.9,741.0,38.4,17.9,15.7,2018
Jefferson County,Iowa,19,101,15066.0,26064.0,27.7,109400.0,321.0,18.3,18077.0,2.0,1.5,95.4,6.7,0.5016,43378.0,81.0,15066.0,18077.0,29.6,14.2,666.0,37.2,31.6,11.1,2018
Jefferson County,Kansas,20,87,18048.0,29258.0,40.4,145000.0,128.0,23.2,18888.0,129.0,1.8,92.8,5.5,0.3655,61793.0,53.0,18048.0,18888.0,25.6,8.0,740.0,32.3,21.9,14.7,2018
Jefferson County,Kentucky,21,111,551540.0,31980.0,26.8,164400.0,164685.0,22.4,767154.0,1436.0,3.2,94.5,5.9,0.477,54357.0,9097.0,551540.0,767154.0,21.6,14.8,834.0,39.6,32.7,14.2,2018
Jefferson County,Mississippi,28,63,979.0,13374.0,36.1,62300.0,6310.0,23.0,7346.0,11.0,11.4,83.1,7.5,0.4982,20188.0,12.0,979.0,7346.0,22.4,49.7,423.0,36.6,15.0,11.9,2018
Jefferson County,Missouri,29,99,214439.0,28844.0,31.8,158100.0,2034.0,23.6,223302.0,652.0,2.7,91.6,5.7,0.389,63030.0,1575.0,214439.0,223302.0,20.7,10.3,848.0,37.7,20.2,13.2,2018
Jefferson County,Montana,30,43,11154.0,32133.0,28.5,277500.0,26.0,20.9,11778.0,128.0,1.3,93.1,4.8,0.4061,66867.0,46.0,11154.0,11778.0,30.5,8.8,742.0,30.4,34.0,13.0,2018
Jefferson County,Nebraska,31,95,6961.0,26439.0,39.9,80100.0,18.0,22.2,7188.0,42.0,2.8,94.3,1.7,0.4558,43295.0,66.0,6961.0,7188.0,33.1,12.0,594.0,30.3,15.3,16.9,2018
Jefferson County,New York,36,45,98570.0,25884.0,34.0,149500.0,6894.0,24.3,114448.0,533.0,2.5,94.0,6.5,0.4181,52268.0,1946.0,98570.0,114448.0,17.9,14.2,979.0,44.8,22.3,14.2,2018
Jefferson County,Ohio,39,81,61119.0,25658.0,43.4,90000.0,3683.0,19.4,66886.0,82.0,2.5,94.1,8.0,0.4718,44819.0,674.0,61119.0,66886.0,28.5,18.1,650.0,34.5,15.3,18.2,2018
Jefferson County,Oklahoma,40,67,5270.0,19155.0,39.4,62500.0,80.0,23.9,6223.0,400.0,5.5,81.4,7.2,0.435,37319.0,44.0,5270.0,6223.0,26.9,22.8,522.0,34.2,13.9,24.1,2018
Jefferson County,Oregon,41,31,16448.0,22492.0,29.6,204100.0,206.0,23.6,23143.0,3903.0,4.1,89.8,10.0,0.4133,50339.0,239.0,16448.0,23143.0,25.7,19.9,823.0,35.0,18.4,17.6,2018
Jefferson County,Pennsylvania,42,65,43169.0,24974.0,50.1,99800.0,235.0,21.2,44084.0,78.0,3.5,92.5,4.3,0.4206,46818.0,336.0,43169.0,44084.0,27.4,13.9,632.0,33.7,16.4,16.1,2018
Jefferson County,Tennessee,47,89,50837.0,24855.0,38.9,142200.0,961.0,20.4,53247.0,64.0,6.3,90.0,5.9,0.4559,47264.0,342.0,50837.0,53247.0,26.5,14.0,671.0,35.7,16.4,20.1,2018
Jefferson County,Texas,48,245,148751.0,26205.0,32.6,107800.0,86351.0,23.9,255210.0,821.0,7.3,79.5,5.7,0.4888,48463.0,3192.0,148751.0,255210.0,19.7,18.4,839.0,41.0,19.6,14.1,2018
Jefferson County,Washington,53,31,28181.0,34187.0,20.9,311100.0,250.0,12.7,30856.0,639.0,1.3,94.0,6.3,0.4505,54471.0,360.0,28181.0,30856.0,46.3,13.3,911.0,23.5,41.8,17.2,2018
