County,State,State_FIPS,County_FIPS,total_population
Calhoun County,Arkansas,05,013,5529
Carroll County,Arkansas,05,015,26971
Chicot County,Arkansas,05,017,12102
Clark County,Arkansas,05,019,23083
Clay County,Arkansas,05,021,16297
Cleburne County,Arkansas,05,023,25692
Cleveland County,Arkansas,05,025,8769
Columbia County,Arkansas,05,027,24756
Conway County,Arkansas,05,029,21059
Craighead County,Arkansas,05,031,93329
Crawford County,Arkansas,05,033,60778
Crittenden County,Arkansas,05,035,50673
Cross County,Arkansas,05,037,18144
Dallas County,Arkansas,05,039,8280
Desha County,Arkansas,05,041,13351
Drew County,Arkansas,05,043,18546
Faulkner County,Arkansas,05,045,108375
Franklin County,Arkansas,05,047,18176
Fulton County,Arkansas,05,049,12263
Garland County,Arkansas,05,051,95290
Grant County,Arkansas,05,053,17657
Greene County,Arkansas,05,055,41318
Hempstead County,Arkansas,05,057,22747
Hot Spring County,Arkansas,05,059,32671
Howard County,Arkansas,05,061,13778
Independence County,Arkansas,05,063,35994
Izard County,Arkansas,05,065,13636
Jackson County,Arkansas,05,067,18015
Jefferson County,Arkansas,05,069,78447
Johnson County,Arkansas,05,071,25180
Lafayette County,Arkansas,05,073,7764
Lawrence County,Arkansas,05,075,17340
Lee County,Arkansas,05,077,10709
Lincoln County,Arkansas,05,079,14203
Little River County,Arkansas,05,081,13145
Logan County,Arkansas,05,083,22580
Lonoke County,Arkansas,05,085,65846
Madison County,Arkansas,05,087,15507
Marion County,Arkansas,05,089,16779
Miller County,Arkansas,05,091,43048
Mississippi County,Arkansas,05,093,46815
Monroe County,Arkansas,05,095,8492
Montgomery County,Arkansas,05,097,9490
Nevada County,Arkansas,05,099,9149
Newton County,Arkansas,05,101,8394
Ouachita County,Arkansas,05,103,26293
Perry County,Arkansas,05,105,10435
Phillips County,Arkansas,05,107,22412
Pike County,Arkansas,05,109,11286
Poinsett County,Arkansas,05,111,24703
Polk County,Arkansas,05,113,20490
Pope County,Arkansas,05,115,60460
Prairie County,Arkansas,05,117,8839
Pulaski County,Arkansas,05,119,377060
Randolph County,Arkansas,05,121,18049
Saint Francis County,Arkansas,05,123,28302
Saline County,Arkansas,05,125,102439
Scott County,Arkansas,05,127,11226
Searcy County,Arkansas,05,129,8227
Sebastian County,Arkansas,05,131,123847
Sevier County,Arkansas,05,133,16636
Sharp County,Arkansas,05,135,17432
Stone County,Arkansas,05,137,12321
Union County,Arkansas,05,139,42180
Van Buren County,Arkansas,05,141,17237
Washington County,Arkansas,05,143,197192
White County,Arkansas,05,145,74957
Woodruff County,Arkansas,05,147,7505
Yell County,Arkansas,05,149,21895
Alameda County,California,06,001,1477980
Alpine County,California,06,003,1176
Amador County,California,06,005,38327
Butte County,California,06,007,218635
Calaveras County,California,06,009,45994
Colusa County,California,06,011,21165
Contra Costa County,California,06,013,1024809
Del Norte County,California,06,015,28471
El Dorado County,California,06,017,179053
Fresno County,California,06,019,908830
Glenn County,California,06,021,27935
Humboldt County,California,06,023,133058
Imperial County,California,06,025,168052
Inyo County,California,06,027,18434
Kern County,California,06,029,815693
Kings County,California,06,031,151122
Lake County,California,06,033,64371
Lassen County,California,06,035,35081
Los Angeles County,California,06,037,9758256
Madera County,California,06,039,147738
Marin County,California,06,041,248601
Mariposa County,California,06,043,18290
Mendocino County,California,06,045,87487
Merced County,California,06,047,250699
Modoc County,California,06,049,9605
Mono County,California,06,051,13905
Monterey County,California,06,053,407435
Napa County,California,06,055,134051
Nevada County,California,06,057,98186
Orange County,California,06,059,2965525
Placer County,California,06,061,336477
Plumas County,California,06,063,20392
Riverside County,California,06,065,2109464
Sacramento County,California,06,067,1395144
San Benito County,California,06,069,54492
San Bernardino County,California,06,071,2005287
San Diego County,California,06,073,3022468
San Francisco County,California,06,075,789172
San Joaquin County,California,06,077,673613
San Luis Obispo County,California,06,079,265577
San Mateo County,California,06,081,704327
Santa Barbara County,California,06,083,416051
Santa Clara County,California,06,085,1739396
Santa Cruz County,California,06,087,256901
Shasta County,California,06,089,176906
Sierra County,California,06,091,3366
Siskiyou County,California,06,093,44690
Solano County,California,06,095,410042
Sonoma County,California,06,097,474047
Stanislaus County,California,06,099,509682
Sutter County,California,06,101,93420
Tehama County,California,06,103,62575
Trinity County,California,06,105,13701
Tulare County,California,06,107,429404
Tuolumne County,California,06,109,56074
Ventura County,California,06,111,809080
Yolo County,California,06,113,196418
Yuba County,California,06,115,71160
Alamosa County,Colorado,08,003,15293
Archuleta County,Colorado,08,007,12136
Baca County,Colorado,08,009,3833
Bent County,Colorado,08,011,6125
Chaffee County,Colorado,08,015,17540
Cheyenne County,Colorado,08,017,2194
Clear Creek County,Colorado,08,019,9088
Conejos County,Colorado,08,021,8220
Costilla County,Colorado,08,023,3536
Crowley County,Colorado,08,025,5897
Custer County,Colorado,08,027,3899
Delta County,Colorado,08,029,30533
Dolores County,Colorado,08,033,2027
Douglas County,Colorado,08,035,273440
Eagle County,Colorado,08,037,50793
Elbert County,Colorado,08,039,22712
El Paso County,Colorado,08,041,599988
Fremont County,Colorado,08,043,46941
Garfield County,Colorado,08,045,54761
Gilpin County,Colorado,08,047,5126
Grand County,Colorado,08,049,14526
Gunnison County,Colorado,08,051,15136
Huerfano County,Colorado,08,055,6948
Jackson County,Colorado,08,057,1464
Kiowa County,Colorado,08,061,1643
Kit Carson County,Colorado,08,063,8156
Lake County,Colorado,08,065,7039
La Plata County,Colorado,08,067,50149
Larimer County,Colorado,08,069,291162
Las Animas County,Colorado,08,071,15675
Lincoln County,Colorado,08,073,5476
Logan County,Colorado,08,075,22278
Mesa County,Colorado,08,077,142284
Moffat County,Colorado,08,081,13519
Montezuma County,Colorado,08,083,25279
Montrose County,Colorado,08,085,40266
Morgan County,Colorado,08,087,27911
Otero County,Colorado,08,089,18830
Ouray County,Colorado,08,091,4319
Park County,Colorado,08,093,16286
Phillips County,Colorado,08,095,4394
Pitkin County,Colorado,08,097,16389
Prowers County,Colorado,08,099,12734
Pueblo County,Colorado,08,101,156244
Rio Blanco County,Colorado,08,103,6494
Rio Grande County,Colorado,08,105,11926
Routt County,Colorado,08,107,22924
Saguache County,Colorado,08,109,6161
San Miguel County,Colorado,08,113,7299
Sedgwick County,Colorado,08,115,2412
Summit County,Colorado,08,117,27105
Teller County,Colorado,08,119,22821
Washington County,Colorado,08,121,4773
Yuma County,Colorado,08,125,9896
Adams County,Colorado,08,001,425330
Arapahoe County,Colorado,08,005,552860
Boulder County,Colorado,08,013,290177
Broomfield County,Colorado,08,014,52872
Denver County,Colorado,08,031,578087
Jefferson County,Colorado,08,059,528614
Weld County,Colorado,08,123,242860
Fairfield County,Connecticut,09,001,905342
Hartford County,Connecticut,09,003,887976
Litchfield County,Connecticut,09,005,189916
Middlesex County,Connecticut,09,007,164774
New Haven County,Connecticut,09,009,856688
New London County,Connecticut,09,011,272360
Tolland County,Connecticut,09,013,151073
Windham County,Connecticut,09,015,117708
Kent County,Delaware,10,001,156918
New Castle County,Delaware,10,003,533514
Sussex County,Delaware,10,005,190846
Alachua County,Florida,12,001,244247
Baker County,Florida,12,003,26548
Bay County,Florida,12,005,166798
Bradford County,Florida,12,007,28750
Brevard County,Florida,12,009,540583
Broward County,Florida,12,011,1734139
Calhoun County,Florida,12,013,14372
Charlotte County,Florida,12,015,159385
Citrus County,Florida,12,017,140686
Clay County,Florida,12,019,186076
Collier County,Florida,12,021,316931
Columbia County,Florida,12,023,66964
Miami-Dade County,Florida,12,086,2445374
DeSoto County,Florida,12,027,34557
Dixie County,Florida,12,029,16196
Duval County,Florida,12,031,854848
Escambia County,Florida,12,033,297940
Flagler County,Florida,12,035,91806
Franklin County,Florida,12,037,11470
Gadsden County,Florida,12,039,46031
Gilchrist County,Florida,12,041,16683
Glades County,Florida,12,043,12617
Gulf County,Florida,12,045,15879
Hamilton County,Florida,12,047,14696
Hardee County,Florida,12,049,27521
Hendry County,Florida,12,051,39030
Hernando County,Florida,12,053,170337
Highlands County,Florida,12,055,98807
Hillsborough County,Florida,12,057,1200236
Holmes County,Florida,12,059,19992
Indian River County,Florida,12,061,135518
Jackson County,Florida,12,063,49334
Jefferson County,Florida,12,065,14583
Lafayette County,Florida,12,067,8506
Lake County,Florida,12,069,291671
Lee County,Florida,12,071,606165
Leon County,Florida,12,073,270409
Levy County,Florida,12,075,40415
Liberty County,Florida,12,077,8230
Madison County,Florida,12,079,19300
Manatee County,Florida,12,081,318619
Marion County,Florida,12,083,326833
Martin County,Florida,12,085,144322
Monroe County,Florida,12,087,73065
Nassau County,Florida,12,089,71099
Okaloosa County,Florida,12,091,182076
Okeechobee County,Florida,12,093,39883
Orange County,Florida,12,095,1116094
Osceola County,Florida,12,097,258531
Palm Beach County,Florida,12,099,1299356
Pasco County,Florida,12,101,456514
Pinellas County,Florida,12,103,918263
Polk County,Florida,12,105,590116
Putnam County,Florida,12,107,74715
Saint Johns County,Florida,12,109,180624
Saint Lucie County,Florida,12,111,269659
Santa Rosa County,Florida,12,113,147838
Sarasota County,Florida,12,115,376200
Seminole County,Florida,12,117,417330
Sumter County,Florida,12,119,85891
Suwannee County,Florida,12,121,40675
Taylor County,Florida,12,123,22000
Union County,Florida,12,125,15375
Volusia County,Florida,12,127,496053
Wakulla County,Florida,12,129,29368
Walton County,Florida,12,131,53366
Washington County,Florida,12,133,24125
Appling County,Georgia,13,001,18050
Atkinson County,Georgia,13,003,8332
Bacon County,Georgia,13,005,10969
Baker County,Georgia,13,007,3657
Baldwin County,Georgia,13,009,46905
Banks County,Georgia,13,011,17840
Barrow County,Georgia,13,013,66359
Bartow County,Georgia,13,015,97423
Ben Hill County,Georgia,13,017,17631
Berrien County,Georgia,13,019,18708
Bibb County,Georgia,13,021,154810
Bleckley County,Georgia,13,023,12937
Brantley County,Georgia,13,025,17650
Brooks County,Georgia,13,027,16338
Bryan County,Georgia,13,029,29039
Bulloch County,Georgia,13,031,67298
Burke County,Georgia,13,033,23083
Butts County,Georgia,13,035,23401
Calhoun County,Georgia,13,037,6488
Camden County,Georgia,13,039,49293
Candler County,Georgia,13,043,10715
Carroll County,Georgia,13,045,109227
Catoosa County,Georgia,13,047,62951
Charlton County,Georgia,13,049,12310
Chatham County,Georgia,13,051,256428
Chattahoochee County,Georgia,13,053,11702
Chattooga County,Georgia,13,055,25985
Cherokee County,Georgia,13,057,206283
Clarke County,Georgia,13,059,115070
Clay County,Georgia,13,061,2981
Clayton County,Georgia,13,063,260156
Clinch County,Georgia,13,065,6841
Cobb County,Georgia,13,067,677402
Coffee County,Georgia,13,069,41647
Colquitt County,Georgia,13,071,44712
Columbia County,Georgia,13,073,117858
Cook County,Georgia,13,075,16976
Coweta County,Georgia,13,077,121528
Crawford County,Georgia,13,079,12821
Crisp County,Georgia,13,081,23182
Dade County,Georgia,13,083,16595
Dawson County,Georgia,13,085,21758
Decatur County,Georgia,13,087,27920
DeKalb County,Georgia,13,089,685371
Dodge County,Georgia,13,091,21402
Dooly County,Georgia,13,093,14283
Dougherty County,Georgia,13,095,94514
Douglas County,Georgia,13,097,127800
Early County,Georgia,13,099,11286
Echols County,Georgia,13,101,3973
Effingham County,Georgia,13,103,50513
Elbert County,Georgia,13,105,20421
Emanuel County,Georgia,13,107,22348
Evans County,Georgia,13,109,10966
Fannin County,Georgia,13,111,23337
Fayette County,Georgia,13,113,105344
Floyd County,Georgia,13,115,95810
Forsyth County,Georgia,13,117,163885
Franklin County,Georgia,13,119,22121
Fulton County,Georgia,13,121,886982
Gilmer County,Georgia,13,123,28076
Glascock County,Georgia,13,125,3007
Glynn County,Georgia,13,127,77632
Gordon County,Georgia,13,129,54059
Grady County,Georgia,13,131,24738
Greene County,Georgia,13,133,15844
Gwinnett County,Georgia,13,135,778022
Habersham County,Georgia,13,137,42212
Hall County,Georgia,13,139,175001
Hancock County,Georgia,13,141,9649
Haralson County,Georgia,13,143,28574
Harris County,Georgia,13,145,30807
Hart County,Georgia,13,147,25024
Heard County,Georgia,13,149,11720
Henry County,Georgia,13,151,193717
Houston County,Georgia,13,153,134880
Irwin County,Georgia,13,155,9642
Jackson County,Georgia,13,157,58347
Jasper County,Georgia,13,159,13695
Jeff Davis County,Georgia,13,161,14558
Jefferson County,Georgia,13,163,16919
Jenkins County,Georgia,13,165,8400
Johnson County,Georgia,13,167,9967
Jones County,Georgia,13,169,28292
Lamar County,Georgia,13,171,17837
Lanier County,Georgia,13,173,9404
Laurens County,Georgia,13,175,48034
Lee County,Georgia,13,177,27998
Liberty County,Georgia,13,179,63854
Lincoln County,Georgia,13,181,8111
Long County,Georgia,13,183,13142
Lowndes County,Georgia,13,185,104916
Lumpkin County,Georgia,13,187,28875
McDuffie County,Georgia,13,189,21719
McIntosh County,Georgia,13,191,13817
Macon County,Georgia,13,193,14553
Madison County,Georgia,13,195,27798
Marion County,Georgia,13,197,8403
Meriwether County,Georgia,13,199,22425
Miller County,Georgia,13,201,6128
Mitchell County,Georgia,13,205,23697
Monroe County,Georgia,13,207,25864
Montgomery County,Georgia,13,209,9138
Morgan County,Georgia,13,211,17741
Murray County,Georgia,13,213,39925
Muscogee County,Georgia,13,215,187629
Newton County,Georgia,13,217,96833
Oconee County,Georgia,13,219,31508
Oglethorpe County,Georgia,13,221,14556
Paulding County,Georgia,13,223,134875
Peach County,Georgia,13,225,26883
Pickens County,Georgia,13,227,29155
Pierce County,Georgia,13,229,18205
Pike County,Georgia,13,231,17411
Polk County,Georgia,13,233,41095
Pulaski County,Georgia,13,235,11632
Putnam County,Georgia,13,237,20925
Quitman County,Georgia,13,239,2528
Rabun County,Georgia,13,241,16266
Randolph County,Georgia,13,243,7724
Richmond County,Georgia,13,245,198170
Rockdale County,Georgia,13,247,83135
Schley County,Georgia,13,249,4755
Screven County,Georgia,13,251,14799
Seminole County,Georgia,13,253,8797
Spalding County,Georgia,13,255,63304
Stephens County,Georgia,13,257,25876
Stewart County,Georgia,13,259,5831
Sumter County,Georgia,13,261,32865
Talbot County,Georgia,13,263,6920
Taliaferro County,Georgia,13,265,2041
Tattnall County,Georgia,13,267,24263
Taylor County,Georgia,13,269,8875
Telfair County,Georgia,13,271,16052
Terrell County,Georgia,13,273,9647
Thomas County,Georgia,13,275,44451
Tift County,Georgia,13,277,39823
Toombs County,Georgia,13,279,27151
Towns County,Georgia,13,281,10430
Treutlen County,Georgia,13,283,6835
Troup County,Georgia,13,285,65652
Turner County,Georgia,13,287,9025
Twiggs County,Georgia,13,289,9385
Union County,Georgia,13,291,21083
Upson County,Georgia,13,293,27308
Walker County,Georgia,13,295,67845
Walton County,Georgia,13,297,81491
Ware County,Georgia,13,299,36006
Warren County,Georgia,13,301,5936
Washington County,Georgia,13,303,21112
Wayne County,Georgia,13,305,29705
Webster County,Georgia,13,307,2727
Wheeler County,Georgia,13,309,7093
White County,Georgia,13,311,26498
Whitfield County,Georgia,13,313,99910
Wilcox County,Georgia,13,315,9041
Wilkes County,Georgia,13,317,10580
Wilkinson County,Georgia,13,319,9685
Worth County,Georgia,13,321,21712
Hawaii County,Hawaii,15,001,180362
Honolulu County,Hawaii,15,003,936984
Kauai County,Hawaii,15,007,65460
Kalawao County,Hawaii,15,005,74
Maui County,Hawaii,15,009,150711
Ada County,Idaho,16,001,380718
Adams County,Idaho,16,003,3942
Bannock County,Idaho,16,005,80701
Bear Lake County,Idaho,16,007,6026
Benewah County,Idaho,16,009,9302
Bingham County,Idaho,16,011,44496
Blaine County,Idaho,16,013,21329
Boise County,Idaho,16,015,7122
Bonner County,Idaho,16,017,40711
Bonneville County,Idaho,16,019,100213
Boundary County,Idaho,16,021,10792
Butte County,Idaho,16,023,2842
Camas County,Idaho,16,025,1216
Canyon County,Idaho,16,027,182723
Caribou County,Idaho,16,029,6900
Cassia County,Idaho,16,031,22109
Clearwater County,Idaho,16,035,8766
Custer County,Idaho,16,037,4277
Elmore County,Idaho,16,039,26669
Franklin County,Idaho,16,041,12497
Fremont County,Idaho,16,043,13062
Gem County,Idaho,16,045,16778
Gooding County,Idaho,16,047,15140
Idaho County,Idaho,16,049,15947
Jefferson County,Idaho,16,051,24523
Jerome County,Idaho,16,053,21282
Kootenai County,Idaho,16,055,134851
Latah County,Idaho,16,057,36645
Lemhi County,Idaho,16,059,7861
Lewis County,Idaho,16,061,3761
Lincoln County,Idaho,16,063,5021
Madison County,Idaho,16,065,36413
Minidoka County,Idaho,16,067,19524
Nez Perce County,Idaho,16,069,38886
Oneida County,Idaho,16,071,4212
Owyhee County,Idaho,16,073,11389
Payette County,Idaho,16,075,22451
Power County,Idaho,16,077,7633
Shoshone County,Idaho,16,079,12917
Teton County,Idaho,16,081,9413
Twin Falls County,Idaho,16,083,74929
Valley County,Idaho,16,085,9846
Washington County,Idaho,16,087,10105
Adams County,Illinois,17,001,67030
Alexander County,Illinois,17,003,8449
Bond County,Illinois,17,005,17904
Boone County,Illinois,17,007,53567
Brown County,Illinois,17,009,6897
Bureau County,Illinois,17,011,35083
Calhoun County,Illinois,17,013,5118
Carroll County,Illinois,17,015,15615
Cass County,Illinois,17,017,13648
Champaign County,Illinois,17,019,197867
Christian County,Illinois,17,021,34936
Clark County,Illinois,17,023,16545
Clay County,Illinois,17,025,13927
Clinton County,Illinois,17,027,37395
Coles County,Illinois,17,029,53568
Cook County,Illinois,17,031,5172848
Crawford County,Illinois,17,033,19864
Cumberland County,Illinois,17,035,11073
DeKalb County,Illinois,17,037,104026
De Witt County,Illinois,17,039,16672
Douglas County,Illinois,17,041,20012
DuPage County,Illinois,17,043,911481
Edgar County,Illinois,17,045,18776
Edwards County,Illinois,17,047,6707
Effingham County,Illinois,17,049,34232
Fayette County,Illinois,17,051,22007
Ford County,Illinois,17,053,14113
Franklin County,Illinois,17,055,39528
Fulton County,Illinois,17,057,37205
Gallatin County,Illinois,17,059,5773
Greene County,Illinois,17,061,13983
Grundy County,Illinois,17,063,48744
Hamilton County,Illinois,17,065,8453
Hancock County,Illinois,17,067,19227
Hardin County,Illinois,17,069,4402
Henderson County,Illinois,17,071,7462
Henry County,Illinois,17,073,50477
Iroquois County,Illinois,17,075,30068
Jackson County,Illinois,17,077,59864
Jasper County,Illinois,17,079,9752
Jefferson County,Illinois,17,081,39202
Jersey County,Illinois,17,083,22932
Jo Daviess County,Illinois,17,085,22728
Johnson County,Illinois,17,087,12710
Kane County,Illinois,17,089,502628
Kankakee County,Illinois,17,091,112100
Kendall County,Illinois,17,093,105602
Knox County,Illinois,17,095,52932
Lake County,Illinois,17,097,697179
LaSalle County,Illinois,17,099,113789
Lawrence County,Illinois,17,101,16849
Lee County,Illinois,17,103,36100
Livingston County,Illinois,17,105,39010
Logan County,Illinois,17,107,30440
McDonough County,Illinois,17,109,32730
McHenry County,Illinois,17,111,306050
McLean County,Illinois,17,113,166706
Macon County,Illinois,17,115,110719
Macoupin County,Illinois,17,117,47980
Madison County,Illinois,17,119,268005
Marion County,Illinois,17,121,39722
Marshall County,Illinois,17,123,12763
Mason County,Illinois,17,125,14921
Massac County,Illinois,17,127,15425
Menard County,Illinois,17,129,12702
Mercer County,Illinois,17,131,16551
Monroe County,Illinois,17,133,32431
Montgomery County,Illinois,17,135,30230
Morgan County,Illinois,17,137,35755
Moultrie County,Illinois,17,139,14723
Ogle County,Illinois,17,141,53578
Peoria County,Illinois,17,143,185108
Perry County,Illinois,17,145,22488
Piatt County,Illinois,17,147,16708
Pike County,Illinois,17,149,16580
Pope County,Illinois,17,151,4426
Pulaski County,Illinois,17,153,6262
Putnam County,Illinois,17,155,5982
Randolph County,Illinois,17,157,33567
Richland County,Illinois,17,159,16166
Rock Island County,Illinois,17,161,147524
Saint Clair County,Illinois,17,163,266727
Saline County,Illinois,17,165,25171
Sangamon County,Illinois,17,167,195288
Schuyler County,Illinois,17,169,7527
Scott County,Illinois,17,171,5374
Shelby County,Illinois,17,173,22362
Stark County,Illinois,17,175,6086
Stephenson County,Illinois,17,177,47791
Tazewell County,Illinois,17,179,133863
Union County,Illinois,17,181,17959
Vermilion County,Illinois,17,183,82033
Wabash County,Illinois,17,185,12141
Warren County,Illinois,17,187,17745
Washington County,Illinois,17,189,14841
Wayne County,Illinois,17,191,16846
White County,Illinois,17,193,14800
Whiteside County,Illinois,17,195,58750
Will County,Illinois,17,197,667977
Williamson County,Illinois,17,199,65579
Winnebago County,Illinois,17,201,293972
Woodford County,Illinois,17,203,38226
Adams County,Indiana,18,001,34162
Allen County,Indiana,18,003,351332
Bartholomew County,Indiana,18,005,75855
Benton County,Indiana,18,007,8820
Blackford County,Indiana,18,009,12960
Boone County,Indiana,18,011,54796
Brown County,Indiana,18,013,15271
Carroll County,Indiana,18,015,20135
Cass County,Indiana,18,017,39058
Clark County,Indiana,18,019,107381
Clay County,Indiana,18,021,26983
Clinton County,Indiana,18,023,33270
Crawford County,Indiana,18,025,10825
Daviess County,Indiana,18,027,31045
Dearborn County,Indiana,18,029,49580
Decatur County,Indiana,18,031,25584
DeKalb County,Indiana,18,033,41968
Delaware County,Indiana,18,035,117344
Dubois County,Indiana,18,037,41809
Elkhart County,Indiana,18,039,196855
Fayette County,Indiana,18,041,24367
Floyd County,Indiana,18,043,73594
Fountain County,Indiana,18,045,17329
Franklin County,Indiana,18,047,23194
Fulton County,Indiana,18,049,20684
Gibson County,Indiana,18,051,33386
Grant County,Indiana,18,053,70176
Greene County,Indiana,18,055,33084
Hamilton County,Indiana,18,057,261244
Hancock County,Indiana,18,059,68011
Harrison County,Indiana,18,061,38616
Hendricks County,Indiana,18,063,140028
Henry County,Indiana,18,065,48921
Howard County,Indiana,18,067,83326
Huntington County,Indiana,18,069,37321
Jackson County,Indiana,18,071,41902
Jasper County,Indiana,18,073,33055
Jay County,Indiana,18,075,21441
Jefferson County,Indiana,18,077,32393
Jennings County,Indiana,18,079,28470
Johnson County,Indiana,18,081,135994
Knox County,Indiana,18,083,38425
Kosciusko County,Indiana,18,085,76982
LaGrange County,Indiana,18,087,36996
Lake County,Indiana,18,089,494417
LaPorte County,Indiana,18,091,110937
Lawrence County,Indiana,18,093,46192
Madison County,Indiana,18,095,131444
Marion County,Indiana,18,097,890976
Marshall County,Indiana,18,099,46976
Martin County,Indiana,18,101,10324
Miami County,Indiana,18,103,37307
Monroe County,Indiana,18,105,134442
Montgomery County,Indiana,18,107,38138
Morgan County,Indiana,18,109,68654
Newton County,Indiana,18,111,14300
Noble County,Indiana,18,113,47513
Ohio County,Indiana,18,115,6067
Orange County,Indiana,18,117,19820
Owen County,Indiana,18,119,21737
Parke County,Indiana,18,121,17394
Perry County,Indiana,18,123,19316
Pike County,Indiana,18,125,12955
Porter County,Indiana,18,127,162026
Posey County,Indiana,18,129,26100
Pulaski County,Indiana,18,131,13596
Putnam County,Indiana,18,133,38048
Randolph County,Indiana,18,135,26262
Ripley County,Indiana,18,137,28570
Rush County,Indiana,18,139,17568
Saint Joseph County,Indiana,18,141,266522
Scott County,Indiana,18,143,24109
Shelby County,Indiana,18,145,44237
Spencer County,Indiana,18,147,20977
Starke County,Indiana,18,149,23343
Steuben County,Indiana,18,151,34092
Sullivan County,Indiana,18,153,21520
Switzerland County,Indiana,18,155,10393
Tippecanoe County,Indiana,18,157,168635
Tipton County,Indiana,18,159,16132
Union County,Indiana,18,161,7463
