County,State,State_FIPS,County_FIPS,total_population_for_poverty
Saline County,Arkansas,05,125,112143.0
Scott County,Arkansas,05,127,10769.0
Searcy County,Arkansas,05,129,7860.0
Sebastian County,Arkansas,05,131,124958.0
Sevier County,Arkansas,05,133,17005.0
Sharp County,Arkansas,05,135,16701.0
Stone County,Arkansas,05,137,12385.0
Union County,Arkansas,05,139,40041.0
Van Buren County,Arkansas,05,141,16737.0
Washington County,Arkansas,05,143,208522.0
White County,Arkansas,05,145,74765.0
Woodruff County,Arkansas,05,147,6863.0
Yell County,Arkansas,05,149,21510.0
Alameda County,California,06,001,1557087.0
Alpine County,California,06,003,1115.0
Amador County,California,06,005,32867.0
Butte County,California,06,007,217509.0
Calaveras County,California,06,009,44221.0
Colusa County,California,06,011,21182.0
Contra Costa County,California,06,013,1086538.0
Del Norte County,California,06,015,23896.0
El Dorado County,California,06,017,180411.0
Fresno County,California,06,019,939536.0
Glenn County,California,06,021,27568.0
Humboldt County,California,06,023,131639.0
Imperial County,California,06,025,167281.0
Inyo County,California,06,027,17762.0
Kern County,California,06,029,834229.0
Kings County,California,06,031,132265.0
Lake County,California,06,033,63264.0
Lassen County,California,06,035,21790.0
Los Angeles County,California,06,037,9886133.0
Madera County,California,06,039,144277.0
Marin County,California,06,041,251548.0
Mariposa County,California,06,043,17609.0
Mendocino County,California,06,045,85992.0
Merced County,California,06,047,257980.0
Modoc County,California,06,049,8916.0
Mono County,California,06,051,14036.0
Monterey County,California,06,053,408804.0
Napa County,California,06,055,136712.0
Nevada County,California,06,057,97742.0
Orange County,California,06,059,3078518.0
Placer County,California,06,061,362987.0
Plumas County,California,06,063,18571.0
Riverside County,California,06,065,2262800.0
Sacramento County,California,06,067,1444720.0
San Benito County,California,06,069,57210.0
San Bernardino County,California,06,071,2041779.0
San Diego County,California,06,073,3143203.0
San Francisco County,California,06,075,826944.0
San Joaquin County,California,06,077,694606.0
San Luis Obispo County,California,06,079,261011.0
San Mateo County,California,06,081,742937.0
Santa Barbara County,California,06,083,417866.0
Santa Clara County,California,06,085,1840035.0
Santa Cruz County,California,06,087,258676.0
Shasta County,California,06,089,176301.0
Sierra County,California,06,091,2991.0
Siskiyou County,California,06,093,43473.0
Solano County,California,06,095,414644.0
Sonoma County,California,06,097,488673.0
Stanislaus County,California,06,099,521482.0
Sutter County,California,06,101,94106.0
Tehama County,California,06,103,62282.0
Trinity County,California,06,105,13140.0
Tulare County,California,06,107,447798.0
Tuolumne County,California,06,109,50523.0
Ventura County,California,06,111,829904.0
Yolo County,California,06,113,199363.0
Yuba County,California,06,115,72283.0
Alamosa County,Colorado,08,003,15187.0
Archuleta County,Colorado,08,007,12018.0
Baca County,Colorado,08,009,3595.0
Bent County,Colorado,08,011,3604.0
Chaffee County,Colorado,08,015,17224.0
Cheyenne County,Colorado,08,017,1950.0
Clear Creek County,Colorado,08,019,8969.0
Conejos County,Colorado,08,021,8161.0
Costilla County,Colorado,08,023,3581.0
Crowley County,Colorado,08,025,4343.0
Custer County,Colorado,08,027,4219.0
Delta County,Colorado,08,029,29015.0
Dolores County,Colorado,08,033,1852.0
Douglas County,Colorado,08,035,305898.0
Eagle County,Colorado,08,037,52144.0
Elbert County,Colorado,08,039,23701.0
El Paso County,Colorado,08,041,637278.0
Fremont County,Colorado,08,043,36102.0
Garfield County,Colorado,08,045,56016.0
Gilpin County,Colorado,08,047,5552.0
Grand County,Colorado,08,049,14334.0
Gunnison County,Colorado,08,051,14803.0
Huerfano County,Colorado,08,055,6319.0
Jackson County,Colorado,08,057,1329.0
Kiowa County,Colorado,08,061,1434.0
Kit Carson County,Colorado,08,063,7050.0
Lake County,Colorado,08,065,7218.0
La Plata County,Colorado,08,067,51314.0
Larimer County,Colorado,08,069,309597.0
Las Animas County,Colorado,08,071,13784.0
Lincoln County,Colorado,08,073,3758.0
Logan County,Colorado,08,075,20835.0
Mesa County,Colorado,08,077,144291.0
Moffat County,Colorado,08,081,12861.0
Montezuma County,Colorado,08,083,25400.0
Montrose County,Colorado,08,085,40207.0
Morgan County,Colorado,08,087,27724.0
Otero County,Colorado,08,089,18067.0
Ouray County,Colorado,08,091,4568.0
Park County,Colorado,08,093,16062.0
Phillips County,Colorado,08,095,4306.0
Pitkin County,Colorado,08,097,17345.0
Prowers County,Colorado,08,099,11886.0
Pueblo County,Colorado,08,101,156889.0
Rio Blanco County,Colorado,08,103,6410.0
Rio Grande County,Colorado,08,105,11474.0
Routt County,Colorado,08,107,23302.0
Saguache County,Colorado,08,109,6205.0
San Miguel County,Colorado,08,113,7645.0
Sedgwick County,Colorado,08,115,2326.0
Summit County,Colorado,08,117,28821.0
Teller County,Colorado,08,119,23117.0
Washington County,Colorado,08,121,4485.0
Yuma County,Colorado,08,125,10030.0
Adams County,Colorado,08,001,466690.0
Arapahoe County,Colorado,08,005,602926.0
Boulder County,Colorado,08,013,299961.0
Broomfield County,Colorado,08,014,60239.0
Denver County,Colorado,08,031,636923.0
Jefferson County,Colorado,08,059,543273.0
Weld County,Colorado,08,123,263892.0
Fairfield County,Connecticut,09,001,921988.0
Hartford County,Connecticut,09,003,872464.0
Litchfield County,Connecticut,09,005,184074.0
Middlesex County,Connecticut,09,007,159552.0
New Haven County,Connecticut,09,009,835886.0
New London County,Connecticut,09,011,260973.0
Tolland County,Connecticut,09,013,136029.0
Windham County,Connecticut,09,015,112337.0
Kent County,Delaware,10,001,164093.0
New Castle County,Delaware,10,003,532852.0
Sussex County,Delaware,10,005,203875.0
Alachua County,Florida,12,001,239104.0
Baker County,Florida,12,003,24216.0
Bay County,Florida,12,005,172449.0
Bradford County,Florida,12,007,23818.0
Brevard County,Florida,12,009,546775.0
Broward County,Florida,12,011,1827525.0
Calhoun County,Florida,12,013,12482.0
Charlotte County,Florida,12,015,162112.0
Citrus County,Florida,12,017,136990.0
Clay County,Florida,12,019,195648.0
Collier County,Florida,12,021,337451.0
Columbia County,Florida,12,023,62900.0
Miami-Dade County,Florida,12,086,2598562.0
DeSoto County,Florida,12,027,33030.0
Dixie County,Florida,12,029,14493.0
Duval County,Florida,12,031,870858.0
Escambia County,Florida,12,033,286927.0
Flagler County,Florida,12,035,99791.0
Franklin County,Florida,12,037,9756.0
Gadsden County,Florida,12,039,43945.0
Gilchrist County,Florida,12,041,15748.0
Glades County,Florida,12,043,11916.0
Gulf County,Florida,12,045,13437.0
Hamilton County,Florida,12,047,11043.0
Hardee County,Florida,12,049,25643.0
Hendry County,Florida,12,051,36744.0
Hernando County,Florida,12,053,171873.0
Highlands County,Florida,12,055,97095.0
Hillsborough County,Florida,12,057,1282679.0
Holmes County,Florida,12,059,17630.0
Indian River County,Florida,12,061,141241.0
Jackson County,Florida,12,063,41066.0
Jefferson County,Florida,12,065,11713.0
Lafayette County,Florida,12,067,7014.0
Lake County,Florida,12,069,306532.0
Lee County,Florida,12,071,653328.0
Leon County,Florida,12,073,270268.0
Levy County,Florida,12,075,39078.0
Liberty County,Florida,12,077,6736.0
Madison County,Florida,12,079,16637.0
Manatee County,Florida,12,081,339451.0
Marion County,Florida,12,083,327405.0
Martin County,Florida,12,085,148615.0
Monroe County,Florida,12,087,74422.0
Nassau County,Florida,12,089,74892.0
Okaloosa County,Florida,12,091,186654.0
Okeechobee County,Florida,12,093,35911.0
Orange County,Florida,12,095,1196724.0
Osceola County,Florida,12,097,298081.0
Palm Beach County,Florida,12,099,1359987.0
Pasco County,Florida,12,101,471467.0
Pinellas County,Florida,12,103,916882.0
Polk County,Florida,12,105,612259.0
Putnam County,Florida,12,107,71192.0
Saint Johns County,Florida,12,109,208089.0
Saint Lucie County,Florida,12,111,285198.0
Santa Rosa County,Florida,12,113,154991.0
Sarasota County,Florida,12,115,386314.0
Seminole County,Florida,12,117,433522.0
Sumter County,Florida,12,119,99143.0
Suwannee County,Florida,12,121,41884.0
Taylor County,Florida,12,123,18534.0
Union County,Florida,12,125,9998.0
Volusia County,Florida,12,127,493575.0
Wakulla County,Florida,12,129,27494.0
Walton County,Florida,12,131,57318.0
Washington County,Florida,12,133,21953.0
Appling County,Georgia,13,001,17926.0
Atkinson County,Georgia,13,003,8261.0
Bacon County,Georgia,13,005,10701.0
Baker County,Georgia,13,007,3287.0
Baldwin County,Georgia,13,009,42074.0
Banks County,Georgia,13,011,18272.0
Barrow County,Georgia,13,013,71597.0
Bartow County,Georgia,13,015,100350.0
Ben Hill County,Georgia,13,017,17072.0
Berrien County,Georgia,13,019,18819.0
Bibb County,Georgia,13,021,148196.0
Bleckley County,Georgia,13,023,11153.0
Brantley County,Georgia,13,025,18117.0
Brooks County,Georgia,13,027,15447.0
Bryan County,Georgia,13,029,32997.0
Bulloch County,Georgia,13,031,66236.0
Burke County,Georgia,13,033,22709.0
Butts County,Georgia,13,035,20776.0
Calhoun County,Georgia,13,037,4622.0
Camden County,Georgia,13,039,49724.0
Candler County,Georgia,13,043,10678.0
Carroll County,Georgia,13,045,108629.0
Catoosa County,Georgia,13,047,64734.0
Charlton County,Georgia,13,049,11672.0
Chatham County,Georgia,13,051,267062.0
Chattahoochee County,Georgia,13,053,8359.0
Chattooga County,Georgia,13,055,23200.0
Cherokee County,Georgia,13,057,224010.0
Clarke County,Georgia,13,059,110728.0
Clay County,Georgia,13,061,3046.0
Clayton County,Georgia,13,063,262114.0
Clinch County,Georgia,13,065,6678.0
Cobb County,Georgia,13,067,708182.0
Coffee County,Georgia,13,069,39176.0
Colquitt County,Georgia,13,071,45118.0
Columbia County,Georgia,13,073,135410.0
Cook County,Georgia,13,075,16884.0
Coweta County,Georgia,13,077,132648.0
Crawford County,Georgia,13,079,12332.0
Crisp County,Georgia,13,081,22755.0
Dade County,Georgia,13,083,15178.0
Dawson County,Georgia,13,085,22289.0
Decatur County,Georgia,13,087,26130.0
DeKalb County,Georgia,13,089,701820.0
Dodge County,Georgia,13,091,19049.0
Dooly County,Georgia,13,093,12580.0
Dougherty County,Georgia,13,095,89802.0
Douglas County,Georgia,13,097,134882.0
Early County,Georgia,13,099,10413.0
Echols County,Georgia,13,101,4040.0
Effingham County,Georgia,13,103,54143.0
Elbert County,Georgia,13,105,19250.0
Emanuel County,Georgia,13,107,21924.0
Evans County,Georgia,13,109,10328.0
Fannin County,Georgia,13,111,23374.0
Fayette County,Georgia,13,113,107976.0
Floyd County,Georgia,13,115,92079.0
Forsyth County,Georgia,13,117,195371.0
Franklin County,Georgia,13,119,21468.0
Fulton County,Georgia,13,121,953329.0
Gilmer County,Georgia,13,123,28386.0
Glascock County,Georgia,13,125,2973.0
Glynn County,Georgia,13,127,80249.0
Gordon County,Georgia,13,129,54954.0
Grady County,Georgia,13,131,24941.0
Greene County,Georgia,13,133,16179.0
Gwinnett County,Georgia,13,135,853124.0
Habersham County,Georgia,13,137,40517.0
Hall County,Georgia,13,139,185412.0
Hancock County,Georgia,13,141,6971.0
Haralson County,Georgia,13,143,28162.0
Harris County,Georgia,13,145,32318.0
Hart County,Georgia,13,147,24635.0
Heard County,Georgia,13,149,11457.0
Henry County,Georgia,13,151,209775.0
Houston County,Georgia,13,153,145729.0
Irwin County,Georgia,13,155,8849.0
Jackson County,Georgia,13,157,60866.0
Jasper County,Georgia,13,159,13447.0
Jeff Davis County,Georgia,13,161,14834.0
Jefferson County,Georgia,13,163,15849.0
Jenkins County,Georgia,13,165,8831.0
Johnson County,Georgia,13,167,9186.0
Jones County,Georgia,13,169,28455.0
Lamar County,Georgia,13,171,16820.0
Lanier County,Georgia,13,173,10041.0
Laurens County,Georgia,13,175,46665.0
Lee County,Georgia,13,177,27711.0
Liberty County,Georgia,13,179,62238.0
Lincoln County,Georgia,13,181,7638.0
Long County,Georgia,13,183,16373.0
Lowndes County,Georgia,13,185,109266.0
Lumpkin County,Georgia,13,187,29506.0
McDuffie County,Georgia,13,189,21263.0
McIntosh County,Georgia,13,191,13886.0
Macon County,Georgia,13,193,12290.0
Madison County,Georgia,13,195,27983.0
Marion County,Georgia,13,197,8633.0
Meriwether County,Georgia,13,199,20861.0
Miller County,Georgia,13,201,5768.0
Mitchell County,Georgia,13,205,20601.0
Monroe County,Georgia,13,207,25589.0
Montgomery County,Georgia,13,209,8191.0
Morgan County,Georgia,13,211,17679.0
Murray County,Georgia,13,213,38897.0
Muscogee County,Georgia,13,215,190210.0
Newton County,Georgia,13,217,100876.0
Oconee County,Georgia,13,219,34116.0
Oglethorpe County,Georgia,13,221,14539.0
Paulding County,Georgia,13,223,146447.0
Peach County,Georgia,13,225,24942.0
Pickens County,Georgia,13,227,29469.0
Pierce County,Georgia,13,229,18768.0
Pike County,Georgia,13,231,17490.0
Polk County,Georgia,13,233,40777.0
Pulaski County,Georgia,13,235,10055.0
Putnam County,Georgia,13,237,20989.0
Quitman County,Georgia,13,239,2326.0
Rabun County,Georgia,13,241,15991.0
Randolph County,Georgia,13,243,7108.0
Richmond County,Georgia,13,245,192680.0
Rockdale County,Georgia,13,247,85887.0
Schley County,Georgia,13,249,5074.0
Screven County,Georgia,13,251,13807.0
Seminole County,Georgia,13,253,8658.0
Spalding County,Georgia,13,255,62595.0
Stephens County,Georgia,13,257,24905.0
Stewart County,Georgia,13,259,4282.0
Sumter County,Georgia,13,261,29355.0
Talbot County,Georgia,13,263,6462.0
Taliaferro County,Georgia,13,265,1704.0
Tattnall County,Georgia,13,267,19329.0
Taylor County,Georgia,13,269,8193.0
Telfair County,Georgia,13,271,12514.0
Terrell County,Georgia,13,273,8881.0
Thomas County,Georgia,13,275,43849.0
Tift County,Georgia,13,277,38884.0
Toombs County,Georgia,13,279,26891.0
Towns County,Georgia,13,281,9988.0
Treutlen County,Georgia,13,283,6328.0
Troup County,Georgia,13,285,67084.0
Turner County,Georgia,13,287,7984.0
Twiggs County,Georgia,13,289,8389.0
Union County,Georgia,13,291,21227.0
Upson County,Georgia,13,293,25891.0
Walker County,Georgia,13,295,66520.0
Walton County,Georgia,13,297,85153.0
Ware County,Georgia,13,299,33219.0
Warren County,Georgia,13,301,5483.0
Washington County,Georgia,13,303,19128.0
Wayne County,Georgia,13,305,27736.0
Webster County,Georgia,13,307,2708.0
Wheeler County,Georgia,13,309,4320.0
White County,Georgia,13,311,27349.0
Whitfield County,Georgia,13,313,102436.0
Wilcox County,Georgia,13,315,6933.0
Wilkes County,Georgia,13,317,9801.0
Wilkinson County,Georgia,13,319,9273.0
Worth County,Georgia,13,321,20969.0
Hawaii County,Hawaii,15,001,188613.0
Honolulu County,Hawaii,15,003,952784.0
Kauai County,Hawaii,15,007,68894.0
Kalawao County,Hawaii,15,005,79.0
Maui County,Hawaii,15,009,158715.0
Ada County,Idaho,16,001,409361.0
Adams County,Idaho,16,003,3848.0
Bannock County,Idaho,16,005,81121.0
Bear Lake County,Idaho,16,007,5887.0
Benewah County,Idaho,16,009,8982.0
Bingham County,Idaho,16,011,45064.0
Blaine County,Idaho,16,013,21249.0
Boise County,Idaho,16,015,6839.0
Bonner County,Idaho,16,017,40270.0
Bonneville County,Idaho,16,019,106406.0
Boundary County,Idaho,16,021,10793.0
Butte County,Idaho,16,023,2613.0
Camas County,Idaho,16,025,1052.0
Canyon County,Idaho,16,027,195522.0
Caribou County,Idaho,16,029,6649.0
Cassia County,Idaho,16,031,22842.0
Clearwater County,Idaho,16,035,7512.0
Custer County,Idaho,16,037,4190.0
Elmore County,Idaho,16,039,25103.0
Franklin County,Idaho,16,041,12864.0
Fremont County,Idaho,16,043,12273.0
Gem County,Idaho,16,045,16543.0
Gooding County,Idaho,16,047,14999.0
Idaho County,Idaho,16,049,15773.0
Jefferson County,Idaho,16,051,26686.0
Jerome County,Idaho,16,053,22402.0
Kootenai County,Idaho,16,055,143153.0
Latah County,Idaho,16,057,35107.0
Lemhi County,Idaho,16,059,7649.0
Lewis County,Idaho,16,061,3750.0
Lincoln County,Idaho,16,063,5202.0
Madison County,Idaho,16,065,37112.0
Minidoka County,Idaho,16,067,20080.0
Nez Perce County,Idaho,16,069,38632.0
Oneida County,Idaho,16,071,4212.0
Owyhee County,Idaho,16,073,11219.0
Payette County,Idaho,16,075,22261.0
Power County,Idaho,16,077,7659.0
Shoshone County,Idaho,16,079,12286.0
Teton County,Idaho,16,081,10278.0
Twin Falls County,Idaho,16,083,78646.0
Valley County,Idaho,16,085,9580.0
Washington County,Idaho,16,087,9840.0
Adams County,Illinois,17,001,65489.0
Alexander County,Illinois,17,003,7089.0
Bond County,Illinois,17,005,15702.0
Boone County,Illinois,17,007,53389.0
Brown County,Illinois,17,009,5196.0
Bureau County,Illinois,17,011,33562.0
Calhoun County,Illinois,17,013,4816.0
Carroll County,Illinois,17,015,14679.0
Cass County,Illinois,17,017,13057.0
Champaign County,Illinois,17,019,189737.0
Christian County,Illinois,17,021,32268.0
Clark County,Illinois,17,023,15891.0
Clay County,Illinois,17,025,13294.0
Clinton County,Illinois,17,027,35992.0
Coles County,Illinois,17,029,49094.0
Cook County,Illinois,17,031,5152023.0
Crawford County,Illinois,17,033,18129.0
Cumberland County,Illinois,17,035,10784.0
DeKalb County,Illinois,17,037,98305.0
De Witt County,Illinois,17,039,16106.0
Douglas County,Illinois,17,041,19636.0
DuPage County,Illinois,17,043,917563.0
Edgar County,Illinois,17,045,17668.0
Edwards County,Illinois,17,047,6613.0
Effingham County,Illinois,17,049,33672.0
Fayette County,Illinois,17,051,20288.0
Ford County,Illinois,17,053,13397.0
Franklin County,Illinois,17,055,38970.0
Fulton County,Illinois,17,057,33993.0
Gallatin County,Illinois,17,059,5360.0
Greene County,Illinois,17,061,13060.0
Grundy County,Illinois,17,063,49942.0
Hamilton County,Illinois,17,065,8200.0
Hancock County,Illinois,17,067,18495.0
Hardin County,Illinois,17,069,4183.0
Henderson County,Illinois,17,071,6982.0
Henry County,Illinois,17,073,48991.0
Iroquois County,Illinois,17,075,28529.0
Jackson County,Illinois,17,077,55336.0
Jasper County,Illinois,17,079,9532.0
Jefferson County,Illinois,17,081,36413.0
Jersey County,Illinois,17,083,21671.0
Jo Daviess County,Illinois,17,085,22148.0
Johnson County,Illinois,17,087,10876.0
Kane County,Illinois,17,089,518550.0
Kankakee County,Illinois,17,091,107602.0
Kendall County,Illinois,17,093,119248.0
Knox County,Illinois,17,095,47891.0
Lake County,Illinois,17,097,685586.0
LaSalle County,Illinois,17,099,109287.0
Lawrence County,Illinois,17,101,11152.0
Lee County,Illinois,17,103,31990.0
Livingston County,Illinois,17,105,33545.0
Logan County,Illinois,17,107,23290.0
McDonough County,Illinois,17,109,27748.0
McHenry County,Illinois,17,111,305451.0
McLean County,Illinois,17,113,165186.0
Macon County,Illinois,17,115,105591.0
Macoupin County,Illinois,17,117,45739.0
Madison County,Illinois,17,119,261690.0
Marion County,Illinois,17,121,37503.0
Marshall County,Illinois,17,123,11886.0
Mason County,Illinois,17,125,13844.0
Massac County,Illinois,17,127,14781.0
Menard County,Illinois,17,129,12382.0
Mercer County,Illinois,17,131,15862.0
Monroe County,Illinois,17,133,33202.0
Montgomery County,Illinois,17,135,23735.0
Morgan County,Illinois,17,137,31949.0
Moultrie County,Illinois,17,139,14543.0
Ogle County,Illinois,17,141,51715.0
Peoria County,Illinois,17,143,181772.0
Perry County,Illinois,17,145,19654.0
Piatt County,Illinois,17,147,16392.0
Pike County,Illinois,17,149,15576.0
Pope County,Illinois,17,151,4109.0
Pulaski County,Illinois,17,153,5839.0
Putnam County,Illinois,17,155,5781.0
Randolph County,Illinois,17,157,29660.0
Richland County,Illinois,17,159,15797.0
Rock Island County,Illinois,17,161,142166.0
Saint Clair County,Illinois,17,163,262974.0
Saline County,Illinois,17,165,24057.0
Sangamon County,Illinois,17,167,194717.0
Schuyler County,Illinois,17,169,7156.0
Scott County,Illinois,17,171,5029.0
Shelby County,Illinois,17,173,21857.0
Stark County,Illinois,17,175,5734.0
Stephenson County,Illinois,17,177,45719.0
Tazewell County,Illinois,17,179,132795.0
Union County,Illinois,17,181,17315.0
Vermilion County,Illinois,17,183,77368.0
Wabash County,Illinois,17,185,11531.0
Warren County,Illinois,17,187,16474.0
Washington County,Illinois,17,189,14199.0
Wayne County,Illinois,17,191,16436.0
White County,Illinois,17,193,14078.0
Whiteside County,Illinois,17,195,56349.0
Will County,Illinois,17,197,674901.0
Williamson County,Illinois,17,199,65167.0
Winnebago County,Illinois,17,201,285425.0
Woodford County,Illinois,17,203,38015.0
Adams County,Indiana,18,001,33911.0
Allen County,Indiana,18,003,357112.0
Bartholomew County,Indiana,18,005,78285.0
