County,State,State_FIPS,County_FIPS,total_population_for_poverty
Wade Hampton Census Area,Alaska,02,270,7514
Northwest Arctic Borough,Alaska,02,188,7524
Aleutians East Borough,Alaska,02,013,3109
Aleutians West Census Area,Alaska,02,016,5227
Dillingham Census Area,Alaska,02,070,4864
Lake and Peninsula Borough,Alaska,02,164,1547
Denali Borough,Alaska,02,068,1760
Yukon-Koyukuk Census Area,Alaska,02,290,5612
Hoonah-Angoon Census Area,Alaska,02,105,2135
Skagway Municipality,Alaska,02,230,1045
Yakutat City and Borough,Alaska,02,282,644
Ketchikan Gateway Borough,Alaska,02,130,13078
Petersburg Borough,Alaska,02,195,3770
Prince of Wales-Hyder Census Area,Alaska,02,198,5554
Wrangell City and Borough,Alaska,02,275,2338
Apache County,Arizona,04,001,70257
Cochise County,Arizona,04,003,123110
Coconino County,Arizona,04,005,126590
Gila County,Arizona,04,007,52496
Graham County,Arizona,04,009,33268
Greenlee County,Arizona,04,011,8458
Maricopa County,Arizona,04,013,3791843
Mohave County,Arizona,04,015,194383
Navajo County,Arizona,04,017,104688
Pima County,Arizona,04,019,955948
Pinal County,Arizona,04,021,342233
Santa Cruz County,Arizona,04,023,46724
Yavapai County,Arizona,04,025,208316
La Paz County,Arizona,04,012,20238
Yuma County,Arizona,04,027,188472
Arkansas County,Arkansas,05,001,18604
Ashley County,Arkansas,05,003,21549
Baxter County,Arkansas,05,005,40588
Benton County,Arkansas,05,007,218820
Boone County,Arkansas,05,009,36468
Bradley County,Arkansas,05,011,11343
Calhoun County,Arkansas,05,013,5277
Carroll County,Arkansas,05,015,26883
Chicot County,Arkansas,05,017,10951
Clark County,Arkansas,05,019,20196
Clay County,Arkansas,05,021,15866
Cleburne County,Arkansas,05,023,25393
Cleveland County,Arkansas,05,025,8618
Columbia County,Arkansas,05,027,23151
Conway County,Arkansas,05,029,20932
Craighead County,Arkansas,05,031,92886
Crawford County,Arkansas,05,033,61112
Crittenden County,Arkansas,05,035,49949
Cross County,Arkansas,05,037,17648
Dallas County,Arkansas,05,039,7696
Desha County,Arkansas,05,041,12807
Drew County,Arkansas,05,043,17594
Faulkner County,Arkansas,05,045,108448
Franklin County,Arkansas,05,047,17774
Fulton County,Arkansas,05,049,12023
Garland County,Arkansas,05,051,94232
Grant County,Arkansas,05,053,17653
Greene County,Arkansas,05,055,41507
Hempstead County,Arkansas,05,057,22224
Hot Spring County,Arkansas,05,059,31364
Howard County,Arkansas,05,061,13585
Independence County,Arkansas,05,063,35436
Izard County,Arkansas,05,065,12858
Jackson County,Arkansas,05,067,15234
Jefferson County,Arkansas,05,069,71394
Johnson County,Arkansas,05,071,24755
Lafayette County,Arkansas,05,073,7463
Lawrence County,Arkansas,05,075,16569
Lee County,Arkansas,05,077,8976
Lincoln County,Arkansas,05,079,10954
Little River County,Arkansas,05,081,12856
Logan County,Arkansas,05,083,21798
Lonoke County,Arkansas,05,085,67549
Madison County,Arkansas,05,087,15475
Marion County,Arkansas,05,089,16500
Miller County,Arkansas,05,091,42262
Mississippi County,Arkansas,05,093,45401
Monroe County,Arkansas,05,095,8014
Montgomery County,Arkansas,05,097,9297
Nevada County,Arkansas,05,099,8809
Newton County,Arkansas,05,101,8194
Ouachita County,Arkansas,05,103,25515
Perry County,Arkansas,05,105,10218
Phillips County,Arkansas,05,107,21370
Pike County,Arkansas,05,109,11074
Poinsett County,Arkansas,05,111,23949
Polk County,Arkansas,05,113,20350
Pope County,Arkansas,05,115,59424
Prairie County,Arkansas,05,117,8503
Pulaski County,Arkansas,05,119,377055
Randolph County,Arkansas,05,121,17558
Saint Francis County,Arkansas,05,123,24021
Saline County,Arkansas,05,125,105864
Scott County,Arkansas,05,127,10951
Searcy County,Arkansas,05,129,8063
Sebastian County,Arkansas,05,131,123863
Sevier County,Arkansas,05,133,16775
Sharp County,Arkansas,05,135,17024
Stone County,Arkansas,05,137,12337
Union County,Arkansas,05,139,40827
Van Buren County,Arkansas,05,141,16890
Washington County,Arkansas,05,143,196604
White County,Arkansas,05,145,73084
Woodruff County,Arkansas,05,147,7116
Yell County,Arkansas,05,149,21676
Alameda County,California,06,001,1487888
Alpine County,California,06,003,1160
Amador County,California,06,005,33228
Butte County,California,06,007,214624
Calaveras County,California,06,009,44740
Colusa County,California,06,011,21041
Contra Costa County,California,06,013,1042528
Del Norte County,California,06,015,24974
El Dorado County,California,06,017,179280
Fresno County,California,06,019,913669
Glenn County,California,06,021,27581
Humboldt County,California,06,023,130315
Imperial County,California,06,025,163074
Inyo County,California,06,027,17938
Kern County,California,06,029,804199
Kings County,California,06,031,134003
Lake County,California,06,033,63365
Lassen County,California,06,035,24197
Los Angeles County,California,06,037,9684503
Madera County,California,06,039,141598
Marin County,California,06,041,244670
Mariposa County,California,06,043,18047
Mendocino County,California,06,045,86212
Merced County,California,06,047,252170
Modoc County,California,06,049,9171
Mono County,California,06,051,14058
Monterey County,California,06,053,397891
Napa County,California,06,055,133196
Nevada County,California,06,057,97719
Orange County,California,06,059,2985156
Placer County,California,06,061,347344
Plumas County,California,06,063,19627
Riverside County,California,06,065,2157713
Sacramento County,California,06,067,1396487
San Benito County,California,06,069,55176
San Bernardino County,California,06,071,1995666
San Diego County,California,06,073,3019666
San Francisco County,California,06,075,795816
San Joaquin County,California,06,077,672265
San Luis Obispo County,California,06,079,254132
San Mateo County,California,06,081,713363
Santa Barbara County,California,06,083,406340
Santa Clara County,California,06,085,1761326
Santa Cruz County,California,06,087,253753
Shasta County,California,06,089,174707
Sierra County,California,06,091,3132
Siskiyou County,California,06,093,44039
Solano County,California,06,095,397076
Sonoma County,California,06,097,476043
Stanislaus County,California,06,099,508890
Sutter County,California,06,101,93434
Tehama County,California,06,103,62314
Trinity County,California,06,105,13409
Tulare County,California,06,107,435395
Tuolumne County,California,06,109,51217
Ventura County,California,06,111,811132
Yolo County,California,06,113,193063
Yuba County,California,06,115,70740
Alamosa County,Colorado,08,003,14622
Archuleta County,Colorado,08,007,11989
Baca County,Colorado,08,009,3649
Bent County,Colorado,08,011,4354
Chaffee County,Colorado,08,015,16573
Cheyenne County,Colorado,08,017,2045
Clear Creek County,Colorado,08,019,8924
Conejos County,Colorado,08,021,8131
Costilla County,Colorado,08,023,3534
Crowley County,Colorado,08,025,3834
Custer County,Colorado,08,027,4143
Delta County,Colorado,08,029,29596
Dolores County,Colorado,08,033,1801
Douglas County,Colorado,08,035,285910
Eagle County,Colorado,08,037,51623
Elbert County,Colorado,08,039,22944
El Paso County,Colorado,08,041,603781
Fremont County,Colorado,08,043,35583
Garfield County,Colorado,08,045,55299
Gilpin County,Colorado,08,047,5315
Grand County,Colorado,08,049,14525
Gunnison County,Colorado,08,051,14275
Huerfano County,Colorado,08,055,6027
Jackson County,Colorado,08,057,1374
Kiowa County,Colorado,08,061,1372
Kit Carson County,Colorado,08,063,7444
Lake County,Colorado,08,065,7234
La Plata County,Colorado,08,067,49422
Larimer County,Colorado,08,069,292830
Las Animas County,Colorado,08,071,14903
Lincoln County,Colorado,08,073,3952
Logan County,Colorado,08,075,21537
Mesa County,Colorado,08,077,143753
Moffat County,Colorado,08,081,13333
Montezuma County,Colorado,08,083,25016
Montrose County,Colorado,08,085,40368
Morgan County,Colorado,08,087,27416
Otero County,Colorado,08,089,18151
Ouray County,Colorado,08,091,4437
Park County,Colorado,08,093,16049
Phillips County,Colorado,08,095,4314
Pitkin County,Colorado,08,097,16965
Prowers County,Colorado,08,099,12127
Pueblo County,Colorado,08,101,154352
Rio Blanco County,Colorado,08,103,6503
Rio Grande County,Colorado,08,105,11605
Routt County,Colorado,08,107,23026
Saguache County,Colorado,08,109,6116
San Miguel County,Colorado,08,113,7386
Sedgwick County,Colorado,08,115,2347
Summit County,Colorado,08,117,27610
Teller County,Colorado,08,119,22859
Washington County,Colorado,08,121,4626
Yuma County,Colorado,08,125,9890
Adams County,Colorado,08,001,438171
Arapahoe County,Colorado,08,005,568999
Boulder County,Colorado,08,013,287760
Broomfield County,Colorado,08,014,55714
Denver County,Colorado,08,031,592866
Jefferson County,Colorado,08,059,527576
Weld County,Colorado,08,123,247164
Fairfield County,Connecticut,09,001,900967
Hartford County,Connecticut,09,003,867966
Litchfield County,Connecticut,09,005,186493
Middlesex County,Connecticut,09,007,159955
New Haven County,Connecticut,09,009,834706
New London County,Connecticut,09,011,261357
Tolland County,Connecticut,09,013,137942
Windham County,Connecticut,09,015,113806
Kent County,Delaware,10,001,157929
New Castle County,Delaware,10,003,523135
Sussex County,Delaware,10,005,193890
Alachua County,Florida,12,001,232921
Baker County,Florida,12,003,24566
Bay County,Florida,12,005,164413
Bradford County,Florida,12,007,24216
Brevard County,Florida,12,009,535740
Broward County,Florida,12,011,1746262
Calhoun County,Florida,12,013,12540
Charlotte County,Florida,12,015,157418
Citrus County,Florida,12,017,138129
Clay County,Florida,12,019,189198
Collier County,Florida,12,021,320139
Columbia County,Florida,12,023,63826
Miami-Dade County,Florida,12,086,2463898
DeSoto County,Florida,12,027,32354
Dixie County,Florida,12,029,15555
Duval County,Florida,12,031,849567
Escambia County,Florida,12,033,278126
Flagler County,Florida,12,035,95205
Franklin County,Florida,12,037,9519
Gadsden County,Florida,12,039,44487
Gilchrist County,Florida,12,041,15692
Glades County,Florida,12,043,11802
Gulf County,Florida,12,045,13359
Hamilton County,Florida,12,047,11550
Hardee County,Florida,12,049,25534
Hendry County,Florida,12,051,36346
Hernando County,Florida,12,053,170292
Highlands County,Florida,12,055,97210
Hillsborough County,Florida,12,057,1219572
Holmes County,Florida,12,059,18132
Indian River County,Florida,12,061,136523
Jackson County,Florida,12,063,41715
Jefferson County,Florida,12,065,12937
Lafayette County,Florida,12,067,7664
Lake County,Florida,12,069,294356
Lee County,Florida,12,071,615768
Leon County,Florida,12,073,262171
Levy County,Florida,12,075,39615
Liberty County,Florida,12,077,6772
Madison County,Florida,12,079,17056
Manatee County,Florida,12,081,320604
Marion County,Florida,12,083,323803
Martin County,Florida,12,085,143539
Monroe County,Florida,12,087,72129
Nassau County,Florida,12,089,72298
Okaloosa County,Florida,12,091,178325
Okeechobee County,Florida,12,093,37780
Orange County,Florida,12,095,1129625
Osceola County,Florida,12,097,269356
Palm Beach County,Florida,12,099,1305834
Pasco County,Florida,12,101,459094
Pinellas County,Florida,12,103,901657
Polk County,Florida,12,105,590073
Putnam County,Florida,12,107,72659
Saint Johns County,Florida,12,109,189044
Saint Lucie County,Florida,12,111,275036
Santa Rosa County,Florida,12,113,149339
Sarasota County,Florida,12,115,374857
Seminole County,Florida,12,117,419926
Sumter County,Florida,12,119,84952
Suwannee County,Florida,12,121,41055
Taylor County,Florida,12,123,19762
Union County,Florida,12,125,10889
Volusia County,Florida,12,127,482910
Wakulla County,Florida,12,129,27098
Walton County,Florida,12,131,53022
Washington County,Florida,12,133,22462
Appling County,Georgia,13,001,17916
Atkinson County,Georgia,13,003,8316
Bacon County,Georgia,13,005,10699
Baker County,Georgia,13,007,3440
Baldwin County,Georgia,13,009,41410
Banks County,Georgia,13,011,18191
Barrow County,Georgia,13,013,68653
Bartow County,Georgia,13,015,98746
Ben Hill County,Georgia,13,017,17210
Berrien County,Georgia,13,019,18775
Bibb County,Georgia,13,021,148825
Bleckley County,Georgia,13,023,11583
Brantley County,Georgia,13,025,18056
Brooks County,Georgia,13,027,15809
Bryan County,Georgia,13,029,30433
Bulloch County,Georgia,13,031,65456
Burke County,Georgia,13,033,23003
Butts County,Georgia,13,035,21422
Calhoun County,Georgia,13,037,5115
Camden County,Georgia,13,039,48829
Candler County,Georgia,13,043,10602
Carroll County,Georgia,13,045,106997
Catoosa County,Georgia,13,047,63645
Charlton County,Georgia,13,049,11488
Chatham County,Georgia,13,051,257301
Chattahoochee County,Georgia,13,053,8986
Chattooga County,Georgia,13,055,24126
Cherokee County,Georgia,13,057,213717
Clarke County,Georgia,13,059,106568
Clay County,Georgia,13,061,3116
Clayton County,Georgia,13,063,256580
Clinch County,Georgia,13,065,6614
Cobb County,Georgia,13,067,682799
Coffee County,Georgia,13,069,39173
Colquitt County,Georgia,13,071,44590
Columbia County,Georgia,13,073,123937
Cook County,Georgia,13,075,16816
Coweta County,Georgia,13,077,126076
Crawford County,Georgia,13,079,12558
Crisp County,Georgia,13,081,22772
Dade County,Georgia,13,083,15431
Dawson County,Georgia,13,085,21864
Decatur County,Georgia,13,087,26604
DeKalb County,Georgia,13,089,679527
Dodge County,Georgia,13,091,19320
Dooly County,Georgia,13,093,12620
Dougherty County,Georgia,13,095,91443
Douglas County,Georgia,13,097,130401
Early County,Georgia,13,099,10610
Echols County,Georgia,13,101,4024
Effingham County,Georgia,13,103,51767
Elbert County,Georgia,13,105,19843
Emanuel County,Georgia,13,107,21653
Evans County,Georgia,13,109,10322
Fannin County,Georgia,13,111,23268
Fayette County,Georgia,13,113,105713
Floyd County,Georgia,13,115,92020
Forsyth County,Georgia,13,117,176334
Franklin County,Georgia,13,119,21386
Fulton County,Georgia,13,121,899689
Gilmer County,Georgia,13,123,27819
Glascock County,Georgia,13,125,2997
Glynn County,Georgia,13,127,78235
Gordon County,Georgia,13,129,54368
Grady County,Georgia,13,131,24777
Greene County,Georgia,13,133,15801
Gwinnett County,Georgia,13,135,804399
Habersham County,Georgia,13,137,40256
Hall County,Georgia,13,139,176582
Hancock County,Georgia,13,141,7761
Haralson County,Georgia,13,143,28154
Harris County,Georgia,13,145,31494
Hart County,Georgia,13,147,24485
Heard County,Georgia,13,149,11617
Henry County,Georgia,13,151,201605
Houston County,Georgia,13,153,138692
Irwin County,Georgia,13,155,8965
Jackson County,Georgia,13,157,59636
Jasper County,Georgia,13,159,13668
Jeff Davis County,Georgia,13,161,14842
Jefferson County,Georgia,13,163,16247
Jenkins County,Georgia,13,165,8358
Johnson County,Georgia,13,167,8588
Jones County,Georgia,13,169,28336
Lamar County,Georgia,13,171,17077
Lanier County,Georgia,13,173,9686
Laurens County,Georgia,13,175,47056
Lee County,Georgia,13,177,27074
Liberty County,Georgia,13,179,62396
Lincoln County,Georgia,13,181,7879
Long County,Georgia,13,183,14171
Lowndes County,Georgia,13,185,105115
Lumpkin County,Georgia,13,187,28382
McDuffie County,Georgia,13,189,21384
McIntosh County,Georgia,13,191,13890
Macon County,Georgia,13,193,13064
Madison County,Georgia,13,195,27781
Marion County,Georgia,13,197,8534
Meriwether County,Georgia,13,199,21450
Miller County,Georgia,13,201,5925
Mitchell County,Georgia,13,205,21420
Monroe County,Georgia,13,207,25122
Montgomery County,Georgia,13,209,8236
Morgan County,Georgia,13,211,17701
Murray County,Georgia,13,213,39185
Muscogee County,Georgia,13,215,178783
Newton County,Georgia,13,217,98378
Oconee County,Georgia,13,219,32640
Oglethorpe County,Georgia,13,221,14612
Paulding County,Georgia,13,223,140912
Peach County,Georgia,13,225,25116
Pickens County,Georgia,13,227,29062
Pierce County,Georgia,13,229,18364
Pike County,Georgia,13,231,17376
Polk County,Georgia,13,233,40573
Pulaski County,Georgia,13,235,10258
Putnam County,Georgia,13,237,20958
Quitman County,Georgia,13,239,2542
Rabun County,Georgia,13,241,16139
Randolph County,Georgia,13,243,7157
Richmond County,Georgia,13,245,192073
Rockdale County,Georgia,13,247,84151
Schley County,Georgia,13,249,4927
Screven County,Georgia,13,251,14253
Seminole County,Georgia,13,253,8686
Spalding County,Georgia,13,255,62836
Stephens County,Georgia,13,257,24802
Stewart County,Georgia,13,259,5308
Sumter County,Georgia,13,261,30489
Talbot County,Georgia,13,263,6748
Taliaferro County,Georgia,13,265,1651
Tattnall County,Georgia,13,267,20666
Taylor County,Georgia,13,269,8411
Telfair County,Georgia,13,271,12442
Terrell County,Georgia,13,273,8981
Thomas County,Georgia,13,275,43663
Tift County,Georgia,13,277,38847
Toombs County,Georgia,13,279,26904
Towns County,Georgia,13,281,9740
Treutlen County,Georgia,13,283,6392
Troup County,Georgia,13,285,65251
Turner County,Georgia,13,287,8537
Twiggs County,Georgia,13,289,8873
Union County,Georgia,13,291,20990
Upson County,Georgia,13,293,26482
Walker County,Georgia,13,295,66894
Walton County,Georgia,13,297,82825
Ware County,Georgia,13,299,33416
Warren County,Georgia,13,301,5714
Washington County,Georgia,13,303,19520
Wayne County,Georgia,13,305,27852
Webster County,Georgia,13,307,2769
Wheeler County,Georgia,13,309,4241
White County,Georgia,13,311,26619
Whitfield County,Georgia,13,313,100917
Wilcox County,Georgia,13,315,7074
Wilkes County,Georgia,13,317,10181
Wilkinson County,Georgia,13,319,9485
Worth County,Georgia,13,321,21516
Hawaii County,Hawaii,15,001,182362
Honolulu County,Hawaii,15,003,925392
Kauai County,Hawaii,15,007,66073
Kalawao County,Hawaii,15,005,64
Maui County,Hawaii,15,009,153058
Ada County,Idaho,16,001,386708
Adams County,Idaho,16,003,3892
Bannock County,Idaho,16,005,80609
Bear Lake County,Idaho,16,007,5920
Benewah County,Idaho,16,009,9121
Bingham County,Idaho,16,011,44964
Blaine County,Idaho,16,013,21194
Boise County,Idaho,16,015,6942
Bonner County,Idaho,16,017,40290
Bonneville County,Idaho,16,019,103294
Boundary County,Idaho,16,021,10597
Butte County,Idaho,16,023,2771
Camas County,Idaho,16,025,1257
Canyon County,Idaho,16,027,186091
Caribou County,Idaho,16,029,6703
Cassia County,Idaho,16,031,22386
Clearwater County,Idaho,16,035,7861
Custer County,Idaho,16,037,4283
Elmore County,Idaho,16,039,25863
Franklin County,Idaho,16,041,12669
Fremont County,Idaho,16,043,12631
Gem County,Idaho,16,045,16493
Gooding County,Idaho,16,047,15047
Idaho County,Idaho,16,049,15741
Jefferson County,Idaho,16,051,25789
Jerome County,Idaho,16,053,21967
Kootenai County,Idaho,16,055,137497
Latah County,Idaho,16,057,34258
Lemhi County,Idaho,16,059,7771
Lewis County,Idaho,16,061,3749
Lincoln County,Idaho,16,063,5027
Madison County,Idaho,16,065,36091
Minidoka County,Idaho,16,067,19726
Nez Perce County,Idaho,16,069,38404
Oneida County,Idaho,16,071,4204
Owyhee County,Idaho,16,073,11355
Payette County,Idaho,16,075,22398
Power County,Idaho,16,077,7652
Shoshone County,Idaho,16,079,12177
Teton County,Idaho,16,081,9882
Twin Falls County,Idaho,16,083,75407
Valley County,Idaho,16,085,9611
Washington County,Idaho,16,087,9986
Adams County,Illinois,17,001,65070
Alexander County,Illinois,17,003,7723
Bond County,Illinois,17,005,16838
Boone County,Illinois,17,007,53692
Brown County,Illinois,17,009,5176
Bureau County,Illinois,17,011,34296
Calhoun County,Illinois,17,013,4989
Carroll County,Illinois,17,015,15042
Cass County,Illinois,17,017,13328
Champaign County,Illinois,17,019,184223
Christian County,Illinois,17,021,32965
Clark County,Illinois,17,023,15977
Clay County,Illinois,17,025,13562
Clinton County,Illinois,17,027,35651
Coles County,Illinois,17,029,49129
Cook County,Illinois,17,031,5121492
Crawford County,Illinois,17,033,18949
Cumberland County,Illinois,17,035,10835
DeKalb County,Illinois,17,037,97253
De Witt County,Illinois,17,039,16023
Douglas County,Illinois,17,041,19626
DuPage County,Illinois,17,043,905742
Edgar County,Illinois,17,045,18168
Edwards County,Illinois,17,047,6654
Effingham County,Illinois,17,049,33739
Fayette County,Illinois,17,051,21077
Ford County,Illinois,17,053,13546
Franklin County,Illinois,17,055,38839
Fulton County,Illinois,17,057,34426
Gallatin County,Illinois,17,059,5482
Greene County,Illinois,17,061,13446
Grundy County,Illinois,17,063,49369
Hamilton County,Illinois,17,065,8266
Hancock County,Illinois,17,067,18712
Hardin County,Illinois,17,069,4205
Henderson County,Illinois,17,071,7168
Henry County,Illinois,17,073,49320
Iroquois County,Illinois,17,075,28929
Jackson County,Illinois,17,077,54259
Jasper County,Illinois,17,079,9603
Jefferson County,Illinois,17,081,36824
Jersey County,Illinois,17,083,21913
Jo Daviess County,Illinois,17,085,22403
Johnson County,Illinois,17,087,10555
Kane County,Illinois,17,089,507964
Kankakee County,Illinois,17,091,109222
Kendall County,Illinois,17,093,113590
Knox County,Illinois,17,095,48504
Lake County,Illinois,17,097,683517
LaSalle County,Illinois,17,099,111209
Lawrence County,Illinois,17,101,10923
Lee County,Illinois,17,103,33624
Livingston County,Illinois,17,105,34308
Logan County,Illinois,17,107,23338
McDonough County,Illinois,17,109,27005
McHenry County,Illinois,17,111,306512
McLean County,Illinois,17,113,160213
Macon County,Illinois,17,115,106900
Macoupin County,Illinois,17,117,46311
Madison County,Illinois,17,119,261202
Marion County,Illinois,17,121,38431
Marshall County,Illinois,17,123,12232
Mason County,Illinois,17,125,14412
Massac County,Illinois,17,127,15023
Menard County,Illinois,17,129,12503
Mercer County,Illinois,17,131,16215
Monroe County,Illinois,17,133,32590
Montgomery County,Illinois,17,135,25058
Morgan County,Illinois,17,137,32706
Moultrie County,Illinois,17,139,14406
Ogle County,Illinois,17,141,52545
Peoria County,Illinois,17,143,180493
Perry County,Illinois,17,145,19988
Piatt County,Illinois,17,147,16468
Pike County,Illinois,17,149,15841
Pope County,Illinois,17,151,4246
Pulaski County,Illinois,17,153,5948
Putnam County,Illinois,17,155,5932
Randolph County,Illinois,17,157,29793
Richland County,Illinois,17,159,16000
Rock Island County,Illinois,17,161,142816
Saint Clair County,Illinois,17,163,264319
Saline County,Illinois,17,165,23969
Sangamon County,Illinois,17,167,193959
Schuyler County,Illinois,17,169,7235
Scott County,Illinois,17,171,5240
Shelby County,Illinois,17,173,22006
Stark County,Illinois,17,175,5839
Stephenson County,Illinois,17,177,46677
Tazewell County,Illinois,17,179,132429
Union County,Illinois,17,181,17405
Vermilion County,Illinois,17,183,79519
Wabash County,Illinois,17,185,11785
Warren County,Illinois,17,187,16450
Washington County,Illinois,17,189,14391
Wayne County,Illinois,17,191,16552
White County,Illinois,17,193,14343
Whiteside County,Illinois,17,195,57258
Will County,Illinois,17,197,669779
Williamson County,Illinois,17,199,64190
Winnebago County,Illinois,17,201,289393
Woodford County,Illinois,17,203,37516
Adams County,Indiana,18,001,33872
Allen County,Indiana,18,003,349713
Bartholomew County,Indiana,18,005,76024
Benton County,Indiana,18,007,8628
Blackford County,Indiana,18,009,12406
Boone County,Indiana,18,011,56229
Brown County,Indiana,18,013,15013
Carroll County,Indiana,18,015,19816
Cass County,Indiana,18,017,37865
Clark County,Indiana,18,019,108528
Clay County,Indiana,18,021,26480
Clinton County,Indiana,18,023,32378
Crawford County,Indiana,18,025,10554
Daviess County,Indiana,18,027,30986
Dearborn County,Indiana,18,029,49113
Decatur County,Indiana,18,031,25402
DeKalb County,Indiana,18,033,41758
Delaware County,Indiana,18,035,109077
Dubois County,Indiana,18,037,41164
Elkhart County,Indiana,18,039,194253
Fayette County,Indiana,18,041,23626
Floyd County,Indiana,18,043,73464
Fountain County,Indiana,18,045,17026
Franklin County,Indiana,18,047,22940
Fulton County,Indiana,18,049,20450
Gibson County,Indiana,18,051,32566
Grant County,Indiana,18,053,64482
Greene County,Indiana,18,055,32619
Hamilton County,Indiana,18,057,274404
Hancock County,Indiana,18,059,68921
Harrison County,Indiana,18,061,38514
Hendricks County,Indiana,18,063,142348
Henry County,Indiana,18,065,46045
Howard County,Indiana,18,067,81394
Huntington County,Indiana,18,069,35746
Jackson County,Indiana,18,071,41401
Jasper County,Indiana,18,073,32193
Jay County,Indiana,18,075,20967
Jefferson County,Indiana,18,077,30409
Jennings County,Indiana,18,079,27937
Johnson County,Indiana,18,081,136918
Knox County,Indiana,18,083,35580
Kosciusko County,Indiana,18,085,75926
LaGrange County,Indiana,18,087,36787
Lake County,Indiana,18,089,489221
LaPorte County,Indiana,18,091,103185
Lawrence County,Indiana,18,093,45388
Madison County,Indiana,18,095,124439
Marion County,Indiana,18,097,886045
Marshall County,Indiana,18,099,46307
Martin County,Indiana,18,101,10187
Miami County,Indiana,18,103,35004
Monroe County,Indiana,18,105,123441
Montgomery County,Indiana,18,107,36730
Morgan County,Indiana,18,109,68237
Newton County,Indiana,18,111,14038
Noble County,Indiana,18,113,46550
Ohio County,Indiana,18,115,5961
Orange County,Indiana,18,117,19445
Owen County,Indiana,18,119,21063
Parke County,Indiana,18,121,15674
Perry County,Indiana,18,123,17667
Pike County,Indiana,18,125,12536
Porter County,Indiana,18,127,160538
Posey County,Indiana,18,129,25589
Pulaski County,Indiana,18,131,13085
Putnam County,Indiana,18,133,32502
Randolph County,Indiana,18,135,25730
Ripley County,Indiana,18,137,28232
Rush County,Indiana,18,139,17042
Saint Joseph County,Indiana,18,141,254028
Scott County,Indiana,18,143,23573
Shelby County,Indiana,18,145,43679
Spencer County,Indiana,18,147,20608
Starke County,Indiana,18,149,23131
Steuben County,Indiana,18,151,32706
Sullivan County,Indiana,18,153,19031
Switzerland County,Indiana,18,155,10404
Tippecanoe County,Indiana,18,157,159419
Tipton County,Indiana,18,159,15551
