County,State,State_FIPS,County_FIPS,per_capita_income,asian_population,black_population,age_18_and_under_percentage,median_home_value,total_population_race,native_american_population,gini_index,median_household_income,housing_cost_burden,age_60_and_over,total_population,white_population,age_15_to_44_percentage,median_gross_rent
Berrien County,Georgia,13,19,19547.0,,,,,,,,,,,,,,
Bibb County,Georgia,13,21,25640.0,,,,,,,,,,,,,,
Bleckley County,Georgia,13,23,20458.0,,,,,,,,,,,,,,
Brantley County,Georgia,13,25,20191.0,,,,,,,,,,,,,,
Brooks County,Georgia,13,27,25700.0,,,,,,,,,,,,,,
Bryan County,Georgia,13,29,31623.0,,,,,,,,,,,,,,
Bulloch County,Georgia,13,31,22328.0,,,,,,,,,,,,,,
Burke County,Georgia,13,33,22173.0,,,,,,,,,,,,,,
Butts County,Georgia,13,35,27195.0,,,,,,,,,,,,,,
Calhoun County,Georgia,13,37,14005.0,,,,,,,,,,,,,,
Camden County,Georgia,13,39,29741.0,,,,,,,,,,,,,,
Candler County,Georgia,13,43,20687.0,,,,,,,,,,,,,,
Carroll County,Georgia,13,45,24993.0,,,,,,,,,,,,,,
Catoosa County,Georgia,13,47,27308.0,,,,,,,,,,,,,,
Charlton County,Georgia,13,49,18323.0,,,,,,,,,,,,,,
Chatham County,Georgia,13,51,32229.0,,,,,,,,,,,,,,
Chattahoochee County,Georgia,13,53,23769.0,,,,,,,,,,,,,,
Chattooga County,Georgia,13,55,18715.0,,,,,,,,,,,,,,
Cherokee County,Georgia,13,57,36503.0,,,,,,,,,,,,,,
Clarke County,Georgia,13,59,23827.0,,,,,,,,,,,,,,
Clay County,Georgia,13,61,17036.0,,,,,,,,,,,,,,
Clayton County,Georgia,13,63,20970.0,,,,,,,,,,,,,,
Clinch County,Georgia,13,65,15152.0,,,,,,,,,,,,,,
Cobb County,Georgia,13,67,40031.0,,,,,,,,,,,,,,
Coffee County,Georgia,13,69,19905.0,,,,,,,,,,,,,,
Colquitt County,Georgia,13,71,20529.0,,,,,,,,,,,,,,
Columbia County,Georgia,13,73,34579.0,,,,,,,,,,,,,,
Cook County,Georgia,13,75,20128.0,,,,,,,,,,,,,,
Coweta County,Georgia,13,77,33875.0,,,,,,,,,,,,,,
Crawford County,Georgia,13,79,23204.0,,,,,,,,,,,,,,
Crisp County,Georgia,13,81,22933.0,,,,,,,,,,,,,,
Dade County,Georgia,13,83,24000.0,,,,,,,,,,,,,,
Dawson County,Georgia,13,85,34239.0,,,,,,,,,,,,,,
Decatur County,Georgia,13,87,21568.0,,,,,,,,,,,,,,
DeKalb County,Georgia,13,89,36077.0,,,,,,,,,,,,,,
Dodge County,Georgia,13,91,20216.0,,,,,,,,,,,,,,
Dooly County,Georgia,13,93,22716.0,,,,,,,,,,,,,,
Dougherty County,Georgia,13,95,22059.0,,,,,,,,,,,,,,
Douglas County,Georgia,13,97,27743.0,,,,,,,,,,,,,,
Early County,Georgia,13,99,19026.0,,,,,,,,,,,,,,
Echols County,Georgia,13,101,23885.0,,,,,,,,,,,,,,
Effingham County,Georgia,13,103,31704.0,,,,,,,,,,,,,,
Elbert County,Georgia,13,105,22355.0,,,,,,,,,,,,,,
Emanuel County,Georgia,13,107,19389.0,,,,,,,,,,,,,,
Evans County,Georgia,13,109,20725.0,,,,,,,,,,,,,,
Fannin County,Georgia,13,111,27940.0,,,,,,,,,,,,,,
Fayette County,Georgia,13,113,44061.0,,,,,,,,,,,,,,
Floyd County,Georgia,13,115,25776.0,,,,,,,,,,,,,,
Forsyth County,Georgia,13,117,43832.0,,,,,,,,,,,,,,
Franklin County,Georgia,13,119,23187.0,,,,,,,,,,,,,,
Fulton County,Georgia,13,121,47163.0,,,,,,,,,,,,,,
Gilmer County,Georgia,13,123,27282.0,,,,,,,,,,,,,,
Glascock County,Georgia,13,125,23541.0,,,,,,,,,,,,,,
Glynn County,Georgia,13,127,33848.0,,,,,,,,,,,,,,
Gordon County,Georgia,13,129,24092.0,,,,,,,,,,,,,,
Grady County,Georgia,13,131,22543.0,,,,,,,,,,,,,,
Greene County,Georgia,13,133,37818.0,,,,,,,,,,,,,,
Gwinnett County,Georgia,13,135,30636.0,,,,,,,,,,,,,,
Habersham County,Georgia,13,137,23046.0,,,,,,,,,,,,,,
Hall County,Georgia,13,139,29680.0,,,,,,,,,,,,,,
Hancock County,Georgia,13,141,16704.0,,,,,,,,,,,,,,
Haralson County,Georgia,13,143,25074.0,,,,,,,,,,,,,,
Harris County,Georgia,13,145,36273.0,,,,,,,,,,,,,,
Hart County,Georgia,13,147,23181.0,,,,,,,,,,,,,,
Heard County,Georgia,13,149,22714.0,,,,,,,,,,,,,,
Henry County,Georgia,13,151,29889.0,,,,,,,,,,,,,,
Houston County,Georgia,13,153,29462.0,,,,,,,,,,,,,,
Irwin County,Georgia,13,155,19878.0,,,,,,,,,,,,,,
Jackson County,Georgia,13,157,28915.0,,,,,,,,,,,,,,
Jasper County,Georgia,13,159,22814.0,,,,,,,,,,,,,,
Jeff Davis County,Georgia,13,161,17833.0,,,,,,,,,,,,,,
Jefferson County,Georgia,13,163,19259.0,,,,,,,,,,,,,,
Jenkins County,Georgia,13,165,15531.0,,,,,,,,,,,,,,
Johnson County,Georgia,13,167,21087.0,,,,,,,,,,,,,,
Jones County,Georgia,13,169,25854.0,,,,,,,,,,,,,,
Lamar County,Georgia,13,171,22413.0,,,,,,,,,,,,,,
Lanier County,Georgia,13,173,19207.0,,,,,,,,,,,,,,
Laurens County,Georgia,13,175,21665.0,,,,,,,,,,,,,,
Lee County,Georgia,13,177,29348.0,,,,,,,,,,,,,,
Liberty County,Georgia,13,179,22811.0,,,,,,,,,,,,,,
Lincoln County,Georgia,13,181,26918.0,,,,,,,,,,,,,,
Long County,Georgia,13,183,22639.0,,,,,,,,,,,,,,
Lowndes County,Georgia,13,185,23348.0,,,,,,,,,,,,,,
Lumpkin County,Georgia,13,187,27155.0,,,,,,,,,,,,,,
McDuffie County,Georgia,13,189,21625.0,,,,,,,,,,,,,,
McIntosh County,Georgia,13,191,26892.0,,,,,,,,,,,,,,
Macon County,Georgia,13,193,17883.0,,,,,,,,,,,,,,
Madison County,Georgia,13,195,24511.0,,,,,,,,,,,,,,
Marion County,Georgia,13,197,22541.0,,,,,,,,,,,,,,
Meriwether County,Georgia,13,199,21038.0,,,,,,,,,,,,,,
Miller County,Georgia,13,201,23870.0,,,,,,,,,,,,,,
Mitchell County,Georgia,13,205,18619.0,,,,,,,,,,,,,,
Monroe County,Georgia,13,207,33290.0,,,,,,,,,,,,,,
Montgomery County,Georgia,13,209,22477.0,,,,,,,,,,,,,,
Morgan County,Georgia,13,211,33571.0,,,,,,,,,,,,,,
Murray County,Georgia,13,213,21989.0,,,,,,,,,,,,,,
Muscogee County,Georgia,13,215,26097.0,,,,,,,,,,,,,,
Newton County,Georgia,13,217,25247.0,,,,,,,,,,,,,,
Oconee County,Georgia,13,219,44336.0,,,,,,,,,,,,,,
Oglethorpe County,Georgia,13,221,23523.0,,,,,,,,,,,,,,
Paulding County,Georgia,13,223,27979.0,,,,,,,,,,,,,,
Peach County,Georgia,13,225,24486.0,,,,,,,,,,,,,,
Pickens County,Georgia,13,227,31965.0,,,,,,,,,,,,,,
Pierce County,Georgia,13,229,22268.0,,,,,,,,,,,,,,
Pike County,Georgia,13,231,27639.0,,,,,,,,,,,,,,
Polk County,Georgia,13,233,23857.0,,,,,,,,,,,,,,
Pulaski County,Georgia,13,235,20746.0,,,,,,,,,,,,,,
Putnam County,Georgia,13,237,31504.0,,,,,,,,,,,,,,
Quitman County,Georgia,13,239,18639.0,,,,,,,,,,,,,,
Rabun County,Georgia,13,241,28266.0,,,,,,,,,,,,,,
Randolph County,Georgia,13,243,16691.0,,,,,,,,,,,,,,
Richmond County,Georgia,13,245,22787.0,,,,,,,,,,,,,,
Rockdale County,Georgia,13,247,28320.0,,,,,,,,,,,,,,
Schley County,Georgia,13,249,20965.0,,,,,,,,,,,,,,
Screven County,Georgia,13,251,22213.0,,,,,,,,,,,,,,
Seminole County,Georgia,13,253,29614.0,,,,,,,,,,,,,,
Spalding County,Georgia,13,255,24582.0,,,,,,,,,,,,,,
Stephens County,Georgia,13,257,23546.0,,,,,,,,,,,,,,
Stewart County,Georgia,13,259,16705.0,,,,,,,,,,,,,,
Sumter County,Georgia,13,261,20654.0,,,,,,,,,,,,,,
Talbot County,Georgia,13,263,21357.0,,,,,,,,,,,,,,
Taliaferro County,Georgia,13,265,21416.0,,,,,,,,,,,,,,
Tattnall County,Georgia,13,267,18319.0,,,,,,,,,,,,,,
Taylor County,Georgia,13,269,21298.0,,,,,,,,,,,,,,
Telfair County,Georgia,13,271,17202.0,,,,,,,,,,,,,,
Terrell County,Georgia,13,273,20045.0,,,,,,,,,,,,,,
Thomas County,Georgia,13,275,27454.0,,,,,,,,,,,,,,
Tift County,Georgia,13,277,22974.0,,,,,,,,,,,,,,
Toombs County,Georgia,13,279,24399.0,,,,,,,,,,,,,,
Towns County,Georgia,13,281,25972.0,,,,,,,,,,,,,,
Treutlen County,Georgia,13,283,21830.0,,,,,,,,,,,,,,
Troup County,Georgia,13,285,23124.0,,,,,,,,,,,,,,
Turner County,Georgia,13,287,19527.0,,,,,,,,,,,,,,
Twiggs County,Georgia,13,289,20979.0,,,,,,,,,,,,,,
Union County,Georgia,13,291,28953.0,,,,,,,,,,,,,,
Upson County,Georgia,13,293,21747.0,,,,,,,,,,,,,,
Walker County,Georgia,13,295,24247.0,,,,,,,,,,,,,,
Walton County,Georgia,13,297,27889.0,,,,,,,,,,,,,,
Ware County,Georgia,13,299,20411.0,,,,,,,,,,,,,,
Warren County,Georgia,13,301,23448.0,,,,,,,,,,,,,,
Washington County,Georgia,13,303,20303.0,,,,,,,,,,,,,,
Wayne County,Georgia,13,305,21090.0,,,,,,,,,,,,,,
Webster County,Georgia,13,307,24102.0,,,,,,,,,,,,,,
Wheeler County,Georgia,13,309,14654.0,,,,,,,,,,,,,,
White County,Georgia,13,311,27406.0,,,,,,,,,,,,,,
Whitfield County,Georgia,13,313,23974.0,,,,,,,,,,,,,,
Wilcox County,Georgia,13,315,16183.0,,,,,,,,,,,,,,
Wilkes County,Georgia,13,317,24674.0,,,,,,,,,,,,,,
Wilkinson County,Georgia,13,319,22141.0,,,,,,,,,,,,,,
Worth County,Georgia,13,321,24415.0,,,,,,,,,,,,,,
Hawaii County,Hawaii,15,1,30542.0,,,,,,,,,,,,,,
Honolulu County,Hawaii,15,3,36816.0,,,,,,,,,,,,,,
Kauai County,Hawaii,15,7,33143.0,,,,,,,,,,,,,,
Kalawao County,Hawaii,15,5,49118.0,,,,,,,,,,,,,,
Maui County,Hawaii,15,9,35241.0,,,,,,,,,,,,,,
Ada County,Idaho,16,1,34919.0,,,,,,,,,,,,,,
Adams County,Idaho,16,3,28026.0,,,,,,,,,,,,,,
Bannock County,Idaho,16,5,25076.0,,,,,,,,,,,,,,
Bear Lake County,Idaho,16,7,26378.0,,,,,,,,,,,,,,
Benewah County,Idaho,16,9,23255.0,,,,,,,,,,,,,,
Bingham County,Idaho,16,11,23059.0,,,,,,,,,,,,,,
Blaine County,Idaho,16,13,33645.0,,,,,,,,,,,,,,
Boise County,Idaho,16,15,31975.0,,,,,,,,,,,,,,
Bonner County,Idaho,16,17,27918.0,,,,,,,,,,,,,,
Bonneville County,Idaho,16,19,28671.0,,,,,,,,,,,,,,
Boundary County,Idaho,16,21,25782.0,,,,,,,,,,,,,,
Butte County,Idaho,16,23,30294.0,,,,,,,,,,,,,,
Camas County,Idaho,16,25,30209.0,,,,,,,,,,,,,,
Canyon County,Idaho,16,27,22232.0,,,,,,,,,,,,,,
Caribou County,Idaho,16,29,26221.0,,,,,,,,,,,,,,
Cassia County,Idaho,16,31,21687.0,,,,,,,,,,,,,,
Clearwater County,Idaho,16,35,23412.0,,,,,,,,,,,,,,
Custer County,Idaho,16,37,23805.0,,,,,,,,,,,,,,
Elmore County,Idaho,16,39,23028.0,,,,,,,,,,,,,,
Franklin County,Idaho,16,41,24185.0,,,,,,,,,,,,,,
Fremont County,Idaho,16,43,23577.0,,,,,,,,,,,,,,
Gem County,Idaho,16,45,22661.0,,,,,,,,,,,,,,
Gooding County,Idaho,16,47,23607.0,,,,,,,,,,,,,,
Idaho County,Idaho,16,49,22672.0,,,,,,,,,,,,,,
Jefferson County,Idaho,16,51,24677.0,,,,,,,,,,,,,,
Jerome County,Idaho,16,53,21461.0,,,,,,,,,,,,,,
Kootenai County,Idaho,16,55,29948.0,,,,,,,,,,,,,,
Latah County,Idaho,16,57,27011.0,,,,,,,,,,,,,,
Lemhi County,Idaho,16,59,25075.0,,,,,,,,,,,,,,
Lewis County,Idaho,16,61,24094.0,,,,,,,,,,,,,,
Lincoln County,Idaho,16,63,21656.0,,,,,,,,,,,,,,
Madison County,Idaho,16,65,16585.0,,,,,,,,,,,,,,
Minidoka County,Idaho,16,67,24262.0,,,,,,,,,,,,,,
Nez Perce County,Idaho,16,69,29544.0,,,,,,,,,,,,,,
Oneida County,Idaho,16,71,22120.0,,,,,,,,,,,,,,
Owyhee County,Idaho,16,73,22806.0,,,,,,,,,,,,,,
Payette County,Idaho,16,75,25768.0,,,,,,,,,,,,,,
Power County,Idaho,16,77,23343.0,,,,,,,,,,,,,,
Shoshone County,Idaho,16,79,23987.0,,,,,,,,,,,,,,
Teton County,Idaho,16,81,31191.0,,,,,,,,,,,,,,
Twin Falls County,Idaho,16,83,25352.0,,,,,,,,,,,,,,
Valley County,Idaho,16,85,33709.0,,,,,,,,,,,,,,
Washington County,Idaho,16,87,22650.0,,,,,,,,,,,,,,
Adams County,Illinois,17,1,30343.0,,,,,,,,,,,,,,
Alexander County,Illinois,17,3,19519.0,,,,,,,,,,,,,,
Bond County,Illinois,17,5,28119.0,,,,,,,,,,,,,,
Boone County,Illinois,17,7,31943.0,,,,,,,,,,,,,,
Brown County,Illinois,17,9,23070.0,,,,,,,,,,,,,,
Bureau County,Illinois,17,11,30255.0,,,,,,,,,,,,,,
Calhoun County,Illinois,17,13,28822.0,,,,,,,,,,,,,,
Carroll County,Illinois,17,15,29166.0,,,,,,,,,,,,,,
Cass County,Illinois,17,17,26992.0,,,,,,,,,,,,,,
Champaign County,Illinois,17,19,30578.0,,,,,,,,,,,,,,
Christian County,Illinois,17,21,27361.0,,,,,,,,,,,,,,
Clark County,Illinois,17,23,30796.0,,,,,,,,,,,,,,
Clay County,Illinois,17,25,26815.0,,,,,,,,,,,,,,
Clinton County,Illinois,17,27,31783.0,,,,,,,,,,,,,,
Coles County,Illinois,17,29,28084.0,,,,,,,,,,,,,,
Cook County,Illinois,17,31,37552.0,,,,,,,,,,,,,,
Crawford County,Illinois,17,33,26546.0,,,,,,,,,,,,,,
Cumberland County,Illinois,17,35,27812.0,,,,,,,,,,,,,,
DeKalb County,Illinois,17,37,29430.0,,,,,,,,,,,,,,
De Witt County,Illinois,17,39,30729.0,,,,,,,,,,,,,,
Douglas County,Illinois,17,41,28139.0,,,,,,,,,,,,,,
DuPage County,Illinois,17,43,46272.0,,,,,,,,,,,,,,
Edgar County,Illinois,17,45,27797.0,,,,,,,,,,,,,,
Edwards County,Illinois,17,47,28255.0,,,,,,,,,,,,,,
Effingham County,Illinois,17,49,31665.0,,,,,,,,,,,,,,
Fayette County,Illinois,17,51,23194.0,,,,,,,,,,,,,,
Ford County,Illinois,17,53,28957.0,,,,,,,,,,,,,,
Franklin County,Illinois,17,55,24098.0,,,,,,,,,,,,,,
Fulton County,Illinois,17,57,27741.0,,,,,,,,,,,,,,
Gallatin County,Illinois,17,59,33377.0,,,,,,,,,,,,,,
Greene County,Illinois,17,61,25414.0,,,,,,,,,,,,,,
Grundy County,Illinois,17,63,35208.0,,,,,,,,,,,,,,
Hamilton County,Illinois,17,65,27702.0,,,,,,,,,,,,,,
Hancock County,Illinois,17,67,28576.0,,,,,,,,,,,,,,
Hardin County,Illinois,17,69,28932.0,,,,,,,,,,,,,,
Henderson County,Illinois,17,71,28950.0,,,,,,,,,,,,,,
Henry County,Illinois,17,73,30345.0,,,,,,,,,,,,,,
Iroquois County,Illinois,17,75,27574.0,,,,,,,,,,,,,,
Jackson County,Illinois,17,77,24804.0,,,,,,,,,,,,,,
Jasper County,Illinois,17,79,25849.0,,,,,,,,,,,,,,
Jefferson County,Illinois,17,81,26466.0,,,,,,,,,,,,,,
Jersey County,Illinois,17,83,30182.0,,,,,,,,,,,,,,
Jo Daviess County,Illinois,17,85,34437.0,,,,,,,,,,,,,,
Johnson County,Illinois,17,87,23140.0,,,,,,,,,,,,,,
Kane County,Illinois,17,89,36270.0,,,,,,,,,,,,,,
Kankakee County,Illinois,17,91,27984.0,,,,,,,,,,,,,,
Kendall County,Illinois,17,93,36382.0,,,,,,,,,,,,,,
Knox County,Illinois,17,95,24545.0,,,,,,,,,,,,,,
Lake County,Illinois,17,97,45766.0,,,,,,,,,,,,,,
LaSalle County,Illinois,17,99,30277.0,,,,,,,,,,,,,,
Lawrence County,Illinois,17,101,23613.0,,,,,,,,,,,,,,
Lee County,Illinois,17,103,29984.0,,,,,,,,,,,,,,
Livingston County,Illinois,17,105,27925.0,,,,,,,,,,,,,,
Logan County,Illinois,17,107,27546.0,,,,,,,,,,,,,,
McDonough County,Illinois,17,109,24094.0,,,,,,,,,,,,,,
McHenry County,Illinois,17,111,39006.0,,,,,,,,,,,,,,
McLean County,Illinois,17,113,34532.0,,,,,,,,,,,,,,
Macon County,Illinois,17,115,29644.0,,,,,,,,,,,,,,
Macoupin County,Illinois,17,117,28809.0,,,,,,,,,,,,,,
Madison County,Illinois,17,119,32427.0,,,,,,,,,,,,,,
Marion County,Illinois,17,121,25563.0,,,,,,,,,,,,,,
Marshall County,Illinois,17,123,30808.0,,,,,,,,,,,,,,
Mason County,Illinois,17,125,28534.0,,,,,,,,,,,,,,
Massac County,Illinois,17,127,23539.0,,,,,,,,,,,,,,
Menard County,Illinois,17,129,37098.0,,,,,,,,,,,,,,
Mercer County,Illinois,17,131,29268.0,,,,,,,,,,,,,,
Monroe County,Illinois,17,133,42152.0,,,,,,,,,,,,,,
Montgomery County,Illinois,17,135,26609.0,,,,,,,,,,,,,,
Morgan County,Illinois,17,137,26755.0,,,,,,,,,,,,,,
Moultrie County,Illinois,17,139,29538.0,,,,,,,,,,,,,,
Ogle County,Illinois,17,141,31397.0,,,,,,,,,,,,,,
Peoria County,Illinois,17,143,32041.0,,,,,,,,,,,,,,
Perry County,Illinois,17,145,26035.0,,,,,,,,,,,,,,
Piatt County,Illinois,17,147,33468.0,,,,,,,,,,,,,,
Pike County,Illinois,17,149,26157.0,,,,,,,,,,,,,,
Pope County,Illinois,17,151,22065.0,,,,,,,,,,,,,,
Pulaski County,Illinois,17,153,21605.0,,,,,,,,,,,,,,
Putnam County,Illinois,17,155,34438.0,,,,,,,,,,,,,,
Randolph County,Illinois,17,157,26558.0,,,,,,,,,,,,,,
Richland County,Illinois,17,159,26358.0,,,,,,,,,,,,,,
Rock Island County,Illinois,17,161,29756.0,,,,,,,,,,,,,,
Saint Clair County,Illinois,17,163,30807.0,,,,,,,,,,,,,,
Saline County,Illinois,17,165,25342.0,,,,,,,,,,,,,,
Sangamon County,Illinois,17,167,35509.0,,,,,,,,,,,,,,
Schuyler County,Illinois,17,169,24831.0,,,,,,,,,,,,,,
Scott County,Illinois,17,171,27052.0,,,,,,,,,,,,,,
Shelby County,Illinois,17,173,27029.0,,,,,,,,,,,,,,
Stark County,Illinois,17,175,30018.0,,,,,,,,,,,,,,
Stephenson County,Illinois,17,177,27911.0,,,,,,,,,,,,,,
Tazewell County,Illinois,17,179,33507.0,,,,,,,,,,,,,,
Union County,Illinois,17,181,25879.0,,,,,,,,,,,,,,
Vermilion County,Illinois,17,183,25307.0,,,,,,,,,,,,,,
Wabash County,Illinois,17,185,27781.0,,,,,,,,,,,,,,
Warren County,Illinois,17,187,25730.0,,,,,,,,,,,,,,
Washington County,Illinois,17,189,32838.0,,,,,,,,,,,,,,
Wayne County,Illinois,17,191,26313.0,,,,,,,,,,,,,,
White County,Illinois,17,193,26746.0,,,,,,,,,,,,,,
Whiteside County,Illinois,17,195,29856.0,,,,,,,,,,,,,,
Will County,Illinois,17,197,36524.0,,,,,,,,,,,,,,
Williamson County,Illinois,17,199,28375.0,,,,,,,,,,,,,,
Winnebago County,Illinois,17,201,29278.0,,,,,,,,,,,,,,
Woodford County,Illinois,17,203,37170.0,,,,,,,,,,,,,,
Adams County,Indiana,18,1,23316.0,,,,,,,,,,,,,,
Allen County,Indiana,18,3,29160.0,,,,,,,,,,,,,,
Bartholomew County,Indiana,18,5,31774.0,,,,,,,,,,,,,,
Benton County,Indiana,18,7,25187.0,,,,,,,,,,,,,,
Blackford County,Indiana,18,9,24302.0,,,,,,,,,,,,,,
Boone County,Indiana,18,11,48295.0,,,,,,,,,,,,,,
Brown County,Indiana,18,13,34372.0,,,,,,,,,,,,,,
Carroll County,Indiana,18,15,29366.0,,,,,,,,,,,,,,
Cass County,Indiana,18,17,24948.0,,,,,,,,,,,,,,
Clark County,Indiana,18,19,29062.0,,,,,,,,,,,,,,
Clay County,Indiana,18,21,26257.0,,,,,,,,,,,,,,
Clinton County,Indiana,18,23,24489.0,,,,,,,,,,,,,,
Crawford County,Indiana,18,25,22443.0,,,,,,,,,,,,,,
Daviess County,Indiana,18,27,23848.0,,,,,,,,,,,,,,
Dearborn County,Indiana,18,29,30800.0,,,,,,,,,,,,,,
Decatur County,Indiana,18,31,27006.0,,,,,,,,,,,,,,
DeKalb County,Indiana,18,33,29073.0,,,,,,,,,,,,,,
Delaware County,Indiana,18,35,25107.0,,,,,,,,,,,,,,
Dubois County,Indiana,18,37,30366.0,,,,,,,,,,,,,,
Elkhart County,Indiana,18,39,26150.0,,,,,,,,,,,,,,
Fayette County,Indiana,18,41,24015.0,,,,,,,,,,,,,,
Floyd County,Indiana,18,43,33478.0,,,,,,,,,,,,,,
Fountain County,Indiana,18,45,28058.0,,,,,,,,,,,,,,
Franklin County,Indiana,18,47,29166.0,,,,,,,,,,,,,,
Fulton County,Indiana,18,49,26427.0,,,,,,,,,,,,,,
Gibson County,Indiana,18,51,28076.0,,,,,,,,,,,,,,
Grant County,Indiana,18,53,23046.0,,,,,,,,,,,,,,
Greene County,Indiana,18,55,25453.0,,,,,,,,,,,,,,
Hamilton County,Indiana,18,57,49287.0,,,,,,,,,,,,,,
Hancock County,Indiana,18,59,34119.0,,,,,,,,,,,,,,
Harrison County,Indiana,18,61,28119.0,,,,,,,,,,,,,,
Hendricks County,Indiana,18,63,36569.0,,,,,,,,,,,,,,
Henry County,Indiana,18,65,24687.0,,,,,,,,,,,,,,
Howard County,Indiana,18,67,28129.0,,,,,,,,,,,,,,
Huntington County,Indiana,18,69,26502.0,,,,,,,,,,,,,,
Jackson County,Indiana,18,71,25840.0,,,,,,,,,,,,,,
Jasper County,Indiana,18,73,28240.0,,,,,,,,,,,,,,
Jay County,Indiana,18,75,23443.0,,,,,,,,,,,,,,
Jefferson County,Indiana,18,77,27152.0,,,,,,,,,,,,,,
Jennings County,Indiana,18,79,26017.0,,,,,,,,,,,,,,
Johnson County,Indiana,18,81,34408.0,,,,,,,,,,,,,,
Knox County,Indiana,18,83,26041.0,,,,,,,,,,,,,,
Kosciusko County,Indiana,18,85,29786.0,,,,,,,,,,,,,,
LaGrange County,Indiana,18,87,24549.0,,,,,,,,,,,,,,
Lake County,Indiana,18,89,28923.0,,,,,,,,,,,,,,
LaPorte County,Indiana,18,91,27264.0,,,,,,,,,,,,,,
Lawrence County,Indiana,18,93,26603.0,,,,,,,,,,,,,,
Madison County,Indiana,18,95,25557.0,,,,,,,,,,,,,,
Marion County,Indiana,18,97,28566.0,,,,,,,,,,,,,,
Marshall County,Indiana,18,99,25761.0,,,,,,,,,,,,,,
Martin County,Indiana,18,101,26758.0,,,,,,,,,,,,,,
Miami County,Indiana,18,103,24028.0,,,,,,,,,,,,,,
Monroe County,Indiana,18,105,28514.0,,,,,,,,,,,,,,
Montgomery County,Indiana,18,107,27162.0,,,,,,,,,,,,,,
Morgan County,Indiana,18,109,30721.0,,,,,,,,,,,,,,
Newton County,Indiana,18,111,26007.0,,,,,,,,,,,,,,
Noble County,Indiana,18,113,26832.0,,,,,,,,,,,,,,
Ohio County,Indiana,18,115,30517.0,,,,,,,,,,,,,,
Orange County,Indiana,18,117,24080.0,,,,,,,,,,,,,,
Owen County,Indiana,18,119,25209.0,,,,,,,,,,,,,,
Parke County,Indiana,18,121,23574.0,,,,,,,,,,,,,,
Perry County,Indiana,18,123,25707.0,,,,,,,,,,,,,,
Pike County,Indiana,18,125,25624.0,,,,,,,,,,,,,,
Porter County,Indiana,18,127,34595.0,,,,,,,,,,,,,,
Posey County,Indiana,18,129,32091.0,,,,,,,,,,,,,,
Pulaski County,Indiana,18,131,24992.0,,,,,,,,,,,,,,
Putnam County,Indiana,18,133,26120.0,,,,,,,,,,,,,,
Randolph County,Indiana,18,135,24964.0,,,,,,,,,,,,,,
Ripley County,Indiana,18,137,28312.0,,,,,,,,,,,,,,
Rush County,Indiana,18,139,26301.0,,,,,,,,,,,,,,
Saint Joseph County,Indiana,18,141,28215.0,,,,,,,,,,,,,,
Scott County,Indiana,18,143,23646.0,,,,,,,,,,,,,,
Shelby County,Indiana,18,145,29583.0,,,,,,,,,,,,,,
Spencer County,Indiana,18,147,31287.0,,,,,,,,,,,,,,
Starke County,Indiana,18,149,24673.0,,,,,,,,,,,,,,
Steuben County,Indiana,18,151,29949.0,,,,,,,,,,,,,,
Sullivan County,Indiana,18,153,24356.0,,,,,,,,,,,,,,
Switzerland County,Indiana,18,155,24944.0,,,,,,,,,,,,,,
Tippecanoe County,Indiana,18,157,27451.0,,,,,,,,,,,,,,
Tipton County,Indiana,18,159,31025.0,,,,,,,,,,,,,,
Union County,Indiana,18,161,25661.0,,,,,,,,,,,,,,
Vanderburgh County,Indiana,18,163,29638.0,,,,,,,,,,,,,,
Vermillion County,Indiana,18,165,26493.0,,,,,,,,,,,,,,
Vigo County,Indiana,18,167,25113.0,,,,,,,,,,,,,,
Wabash County,Indiana,18,169,27149.0,,,,,,,,,,,,,,
Warren County,Indiana,18,171,31104.0,,,,,,,,,,,,,,
Warrick County,Indiana,18,173,37466.0,,,,,,,,,,,,,,
Washington County,Indiana,18,175,25015.0,,,,,,,,,,,,,,
Wayne County,Indiana,18,177,26510.0,,,,,,,,,,,,,,
Wells County,Indiana,18,179,28663.0,,,,,,,,,,,,,,
White County,Indiana,18,181,27461.0,,,,,,,,,,,,,,
Whitley County,Indiana,18,183,31843.0,,,,,,,,,,,,,,
Adair County,Iowa,19,1,30822.0,,,,,,,,,,,,,,
Adams County,Iowa,19,3,28440.0,,,,,,,,,,,,,,
Allamakee County,Iowa,19,5,27892.0,,,,,,,,,,,,,,
Appanoose County,Iowa,19,7,26012.0,,,,,,,,,,,,,,
Audubon County,Iowa,19,9,30344.0,,,,,,,,,,,,,,
Benton County,Iowa,19,11,33301.0,,,,,,,,,,,,,,
Black Hawk County,Iowa,19,13,30563.0,,,,,,,,,,,,,,
Boone County,Iowa,19,15,32889.0,,,,,,,,,,,,,,
Bremer County,Iowa,19,17,32814.0,,,,,,,,,,,,,,
Buchanan County,Iowa,19,19,33373.0,,,,,,,,,,,,,,
Buena Vista County,Iowa,19,21,26526.0,,,,,,,,,,,,,,
Butler County,Iowa,19,23,30036.0,,,,,,,,,,,,,,
Calhoun County,Iowa,19,25,28434.0,,,,,,,,,,,,,,
Carroll County,Iowa,19,27,31648.0,,,,,,,,,,,,,,
Cass County,Iowa,19,29,28302.0,,,,,,,,,,,,,,
Cedar County,Iowa,19,31,32268.0,,,,,,,,,,,,,,
