County,State,State_FIPS,County_FIPS,age_15_to_44_percentage,median_gross_rent,housing_cost_burden,age_60_and_over,total_population,white_population,median_household_income,native_american_population,gini_index,age_18_and_under_percentage,black_population,median_home_value,total_population_race,per_capita_income,asian_population
White County,Indiana,18,181,,,,,,,51547.0,,,,,,,,
Whitley County,Indiana,18,183,,,,,,,54837.0,,,,,,,,
Adair County,Iowa,19,1,,,,,,,48765.0,,,,,,,,
Adams County,Iowa,19,3,,,,,,,48598.0,,,,,,,,
Allamakee County,Iowa,19,5,,,,,,,48089.0,,,,,,,,
Appanoose County,Iowa,19,7,,,,,,,40817.0,,,,,,,,
Audubon County,Iowa,19,9,,,,,,,47048.0,,,,,,,,
Benton County,Iowa,19,11,,,,,,,61222.0,,,,,,,,
Black Hawk County,Iowa,19,13,,,,,,,50348.0,,,,,,,,
Boone County,Iowa,19,15,,,,,,,54513.0,,,,,,,,
Bremer County,Iowa,19,17,,,,,,,64264.0,,,,,,,,
Buchanan County,Iowa,19,19,,,,,,,55881.0,,,,,,,,
Buena Vista County,Iowa,19,21,,,,,,,49942.0,,,,,,,,
Butler County,Iowa,19,23,,,,,,,52204.0,,,,,,,,
Calhoun County,Iowa,19,25,,,,,,,44635.0,,,,,,,,
Carroll County,Iowa,19,27,,,,,,,53785.0,,,,,,,,
Cass County,Iowa,19,29,,,,,,,45469.0,,,,,,,,
Cedar County,Iowa,19,31,,,,,,,60435.0,,,,,,,,
Cerro Gordo County,Iowa,19,33,,,,,,,47788.0,,,,,,,,
Cherokee County,Iowa,19,35,,,,,,,51590.0,,,,,,,,
Chickasaw County,Iowa,19,37,,,,,,,48013.0,,,,,,,,
Clarke County,Iowa,19,39,,,,,,,46510.0,,,,,,,,
Clay County,Iowa,19,41,,,,,,,48888.0,,,,,,,,
Clayton County,Iowa,19,43,,,,,,,48482.0,,,,,,,,
Clinton County,Iowa,19,45,,,,,,,50067.0,,,,,,,,
Crawford County,Iowa,19,47,,,,,,,49699.0,,,,,,,,
Dallas County,Iowa,19,49,,,,,,,78918.0,,,,,,,,
Davis County,Iowa,19,51,,,,,,,49696.0,,,,,,,,
Decatur County,Iowa,19,53,,,,,,,38467.0,,,,,,,,
Delaware County,Iowa,19,55,,,,,,,59452.0,,,,,,,,
Des Moines County,Iowa,19,57,,,,,,,44516.0,,,,,,,,
Dickinson County,Iowa,19,59,,,,,,,57914.0,,,,,,,,
Dubuque County,Iowa,19,61,,,,,,,56154.0,,,,,,,,
Emmet County,Iowa,19,63,,,,,,,45536.0,,,,,,,,
Fayette County,Iowa,19,65,,,,,,,47711.0,,,,,,,,
Floyd County,Iowa,19,67,,,,,,,46406.0,,,,,,,,
Franklin County,Iowa,19,69,,,,,,,47524.0,,,,,,,,
Fremont County,Iowa,19,71,,,,,,,52922.0,,,,,,,,
Greene County,Iowa,19,73,,,,,,,47264.0,,,,,,,,
Grundy County,Iowa,19,75,,,,,,,61606.0,,,,,,,,
Guthrie County,Iowa,19,77,,,,,,,52702.0,,,,,,,,
Hamilton County,Iowa,19,79,,,,,,,53970.0,,,,,,,,
Hancock County,Iowa,19,81,,,,,,,54813.0,,,,,,,,
Hardin County,Iowa,19,83,,,,,,,51821.0,,,,,,,,
Harrison County,Iowa,19,85,,,,,,,55845.0,,,,,,,,
Henry County,Iowa,19,87,,,,,,,49606.0,,,,,,,,
Howard County,Iowa,19,89,,,,,,,49199.0,,,,,,,,
Humboldt County,Iowa,19,91,,,,,,,47478.0,,,,,,,,
Ida County,Iowa,19,93,,,,,,,49957.0,,,,,,,,
Iowa County,Iowa,19,95,,,,,,,55099.0,,,,,,,,
Jackson County,Iowa,19,97,,,,,,,49115.0,,,,,,,,
Jasper County,Iowa,19,99,,,,,,,55503.0,,,,,,,,
Jefferson County,Iowa,19,101,,,,,,,45257.0,,,,,,,,
Johnson County,Iowa,19,103,,,,,,,56808.0,,,,,,,,
Jones County,Iowa,19,105,,,,,,,55507.0,,,,,,,,
Keokuk County,Iowa,19,107,,,,,,,45227.0,,,,,,,,
Kossuth County,Iowa,19,109,,,,,,,54231.0,,,,,,,,
Lee County,Iowa,19,111,,,,,,,44568.0,,,,,,,,
Linn County,Iowa,19,113,,,,,,,60989.0,,,,,,,,
Louisa County,Iowa,19,115,,,,,,,51615.0,,,,,,,,
Lucas County,Iowa,19,117,,,,,,,48768.0,,,,,,,,
Lyon County,Iowa,19,119,,,,,,,59888.0,,,,,,,,
Madison County,Iowa,19,121,,,,,,,60326.0,,,,,,,,
Mahaska County,Iowa,19,123,,,,,,,49599.0,,,,,,,,
Marion County,Iowa,19,125,,,,,,,57412.0,,,,,,,,
Marshall County,Iowa,19,127,,,,,,,54193.0,,,,,,,,
Mills County,Iowa,19,129,,,,,,,66203.0,,,,,,,,
Mitchell County,Iowa,19,131,,,,,,,52564.0,,,,,,,,
Monona County,Iowa,19,133,,,,,,,41455.0,,,,,,,,
Monroe County,Iowa,19,135,,,,,,,47515.0,,,,,,,,
Montgomery County,Iowa,19,137,,,,,,,42641.0,,,,,,,,
Muscatine County,Iowa,19,139,,,,,,,55971.0,,,,,,,,
O'Brien County,Iowa,19,141,,,,,,,52474.0,,,,,,,,
Osceola County,Iowa,19,143,,,,,,,48457.0,,,,,,,,
Page County,Iowa,19,145,,,,,,,46128.0,,,,,,,,
Palo Alto County,Iowa,19,147,,,,,,,49109.0,,,,,,,,
Plymouth County,Iowa,19,149,,,,,,,60339.0,,,,,,,,
Pocahontas County,Iowa,19,151,,,,,,,46250.0,,,,,,,,
Polk County,Iowa,19,153,,,,,,,61684.0,,,,,,,,
Pottawattamie County,Iowa,19,155,,,,,,,53260.0,,,,,,,,
Poweshiek County,Iowa,19,157,,,,,,,50725.0,,,,,,,,
Ringgold County,Iowa,19,159,,,,,,,46927.0,,,,,,,,
Sac County,Iowa,19,161,,,,,,,49570.0,,,,,,,,
Scott County,Iowa,19,163,,,,,,,56454.0,,,,,,,,
Shelby County,Iowa,19,165,,,,,,,52757.0,,,,,,,,
Sioux County,Iowa,19,167,,,,,,,63466.0,,,,,,,,
Story County,Iowa,19,169,,,,,,,51201.0,,,,,,,,
Tama County,Iowa,19,171,,,,,,,53833.0,,,,,,,,
Taylor County,Iowa,19,173,,,,,,,46510.0,,,,,,,,
Union County,Iowa,19,175,,,,,,,45934.0,,,,,,,,
Van Buren County,Iowa,19,177,,,,,,,46769.0,,,,,,,,
Wapello County,Iowa,19,179,,,,,,,42494.0,,,,,,,,
Warren County,Iowa,19,181,,,,,,,67090.0,,,,,,,,
Washington County,Iowa,19,183,,,,,,,56864.0,,,,,,,,
Wayne County,Iowa,19,185,,,,,,,42088.0,,,,,,,,
Webster County,Iowa,19,187,,,,,,,42196.0,,,,,,,,
Winnebago County,Iowa,19,189,,,,,,,49278.0,,,,,,,,
Winneshiek County,Iowa,19,191,,,,,,,57009.0,,,,,,,,
Woodbury County,Iowa,19,193,,,,,,,49010.0,,,,,,,,
Worth County,Iowa,19,195,,,,,,,49472.0,,,,,,,,
Wright County,Iowa,19,197,,,,,,,46071.0,,,,,,,,
Allen County,Kansas,20,1,,,,,,,40911.0,,,,,,,,
Anderson County,Kansas,20,3,,,,,,,42146.0,,,,,,,,
Atchison County,Kansas,20,5,,,,,,,46103.0,,,,,,,,
Barber County,Kansas,20,7,,,,,,,49455.0,,,,,,,,
Barton County,Kansas,20,9,,,,,,,44449.0,,,,,,,,
Bourbon County,Kansas,20,11,,,,,,,41529.0,,,,,,,,
Brown County,Kansas,20,13,,,,,,,44672.0,,,,,,,,
Butler County,Kansas,20,15,,,,,,,60338.0,,,,,,,,
Chase County,Kansas,20,17,,,,,,,41889.0,,,,,,,,
Chautauqua County,Kansas,20,19,,,,,,,37927.0,,,,,,,,
Cherokee County,Kansas,20,21,,,,,,,41240.0,,,,,,,,
Cheyenne County,Kansas,20,23,,,,,,,46058.0,,,,,,,,
Clark County,Kansas,20,25,,,,,,,42976.0,,,,,,,,
Clay County,Kansas,20,27,,,,,,,53041.0,,,,,,,,
Cloud County,Kansas,20,29,,,,,,,40947.0,,,,,,,,
Coffey County,Kansas,20,31,,,,,,,57442.0,,,,,,,,
Comanche County,Kansas,20,33,,,,,,,43542.0,,,,,,,,
Cowley County,Kansas,20,35,,,,,,,44960.0,,,,,,,,
Crawford County,Kansas,20,37,,,,,,,37607.0,,,,,,,,
Decatur County,Kansas,20,39,,,,,,,41362.0,,,,,,,,
Dickinson County,Kansas,20,41,,,,,,,48093.0,,,,,,,,
Doniphan County,Kansas,20,43,,,,,,,49375.0,,,,,,,,
Douglas County,Kansas,20,45,,,,,,,52698.0,,,,,,,,
Edwards County,Kansas,20,47,,,,,,,48684.0,,,,,,,,
Elk County,Kansas,20,49,,,,,,,37393.0,,,,,,,,
Ellis County,Kansas,20,51,,,,,,,50140.0,,,,,,,,
Ellsworth County,Kansas,20,53,,,,,,,49134.0,,,,,,,,
Finney County,Kansas,20,55,,,,,,,50712.0,,,,,,,,
Ford County,Kansas,20,57,,,,,,,49688.0,,,,,,,,
Franklin County,Kansas,20,59,,,,,,,51465.0,,,,,,,,
Geary County,Kansas,20,61,,,,,,,45243.0,,,,,,,,
Gove County,Kansas,20,63,,,,,,,46681.0,,,,,,,,
Graham County,Kansas,20,65,,,,,,,45982.0,,,,,,,,
Grant County,Kansas,20,67,,,,,,,54919.0,,,,,,,,
Gray County,Kansas,20,69,,,,,,,59629.0,,,,,,,,
Greeley County,Kansas,20,71,,,,,,,47000.0,,,,,,,,
Greenwood County,Kansas,20,73,,,,,,,39671.0,,,,,,,,
Hamilton County,Kansas,20,75,,,,,,,48523.0,,,,,,,,
Harper County,Kansas,20,77,,,,,,,46886.0,,,,,,,,
Harvey County,Kansas,20,79,,,,,,,52463.0,,,,,,,,
Haskell County,Kansas,20,81,,,,,,,55453.0,,,,,,,,
Hodgeman County,Kansas,20,83,,,,,,,56250.0,,,,,,,,
Jackson County,Kansas,20,85,,,,,,,54700.0,,,,,,,,
Jefferson County,Kansas,20,87,,,,,,,56777.0,,,,,,,,
Jewell County,Kansas,20,89,,,,,,,37750.0,,,,,,,,
Johnson County,Kansas,20,91,,,,,,,78186.0,,,,,,,,
Kearny County,Kansas,20,93,,,,,,,49396.0,,,,,,,,
Kingman County,Kansas,20,95,,,,,,,56142.0,,,,,,,,
Kiowa County,Kansas,20,97,,,,,,,44896.0,,,,,,,,
Labette County,Kansas,20,99,,,,,,,41851.0,,,,,,,,
Lane County,Kansas,20,101,,,,,,,58077.0,,,,,,,,
Leavenworth County,Kansas,20,103,,,,,,,66046.0,,,,,,,,
Lincoln County,Kansas,20,105,,,,,,,49583.0,,,,,,,,
Linn County,Kansas,20,107,,,,,,,45790.0,,,,,,,,
Logan County,Kansas,20,109,,,,,,,48205.0,,,,,,,,
Lyon County,Kansas,20,111,,,,,,,40611.0,,,,,,,,
McPherson County,Kansas,20,113,,,,,,,56783.0,,,,,,,,
Marion County,Kansas,20,115,,,,,,,47926.0,,,,,,,,
Marshall County,Kansas,20,117,,,,,,,47532.0,,,,,,,,
Meade County,Kansas,20,119,,,,,,,52960.0,,,,,,,,
Miami County,Kansas,20,121,,,,,,,63353.0,,,,,,,,
Mitchell County,Kansas,20,123,,,,,,,49755.0,,,,,,,,
Montgomery County,Kansas,20,125,,,,,,,42646.0,,,,,,,,
Morris County,Kansas,20,127,,,,,,,48551.0,,,,,,,,
Morton County,Kansas,20,129,,,,,,,44100.0,,,,,,,,
Nemaha County,Kansas,20,131,,,,,,,50400.0,,,,,,,,
Neosho County,Kansas,20,133,,,,,,,43867.0,,,,,,,,
Ness County,Kansas,20,135,,,,,,,47298.0,,,,,,,,
Norton County,Kansas,20,137,,,,,,,47651.0,,,,,,,,
Osage County,Kansas,20,139,,,,,,,52171.0,,,,,,,,
Osborne County,Kansas,20,141,,,,,,,41432.0,,,,,,,,
Ottawa County,Kansas,20,143,,,,,,,52241.0,,,,,,,,
Pawnee County,Kansas,20,145,,,,,,,46227.0,,,,,,,,
Phillips County,Kansas,20,147,,,,,,,45940.0,,,,,,,,
Pottawatomie County,Kansas,20,149,,,,,,,62500.0,,,,,,,,
Pratt County,Kansas,20,151,,,,,,,48995.0,,,,,,,,
Rawlins County,Kansas,20,153,,,,,,,49327.0,,,,,,,,
Reno County,Kansas,20,155,,,,,,,46000.0,,,,,,,,
Republic County,Kansas,20,157,,,,,,,41489.0,,,,,,,,
Rice County,Kansas,20,159,,,,,,,46335.0,,,,,,,,
Riley County,Kansas,20,161,,,,,,,46609.0,,,,,,,,
Rooks County,Kansas,20,163,,,,,,,46750.0,,,,,,,,
Rush County,Kansas,20,165,,,,,,,40395.0,,,,,,,,
Russell County,Kansas,20,167,,,,,,,42656.0,,,,,,,,
Saline County,Kansas,20,169,,,,,,,48497.0,,,,,,,,
Scott County,Kansas,20,171,,,,,,,61886.0,,,,,,,,
Sedgwick County,Kansas,20,173,,,,,,,51157.0,,,,,,,,
Seward County,Kansas,20,175,,,,,,,47507.0,,,,,,,,
Shawnee County,Kansas,20,177,,,,,,,52088.0,,,,,,,,
Sheridan County,Kansas,20,179,,,,,,,50822.0,,,,,,,,
Sherman County,Kansas,20,181,,,,,,,47036.0,,,,,,,,
Smith County,Kansas,20,183,,,,,,,43913.0,,,,,,,,
Stafford County,Kansas,20,185,,,,,,,46830.0,,,,,,,,
Stanton County,Kansas,20,187,,,,,,,44567.0,,,,,,,,
Stevens County,Kansas,20,189,,,,,,,54333.0,,,,,,,,
Sumner County,Kansas,20,191,,,,,,,50950.0,,,,,,,,
Thomas County,Kansas,20,193,,,,,,,52074.0,,,,,,,,
Trego County,Kansas,20,195,,,,,,,54630.0,,,,,,,,
Wabaunsee County,Kansas,20,197,,,,,,,57791.0,,,,,,,,
Wallace County,Kansas,20,199,,,,,,,45804.0,,,,,,,,
Washington County,Kansas,20,201,,,,,,,47045.0,,,,,,,,
Wichita County,Kansas,20,203,,,,,,,57596.0,,,,,,,,
Wilson County,Kansas,20,205,,,,,,,43594.0,,,,,,,,
Woodson County,Kansas,20,207,,,,,,,35321.0,,,,,,,,
Wyandotte County,Kansas,20,209,,,,,,,40757.0,,,,,,,,
Adair County,Kentucky,21,1,,,,,,,33873.0,,,,,,,,
Allen County,Kentucky,21,3,,,,,,,41166.0,,,,,,,,
Anderson County,Kentucky,21,5,,,,,,,53513.0,,,,,,,,
Ballard County,Kentucky,21,7,,,,,,,43923.0,,,,,,,,
Barren County,Kentucky,21,9,,,,,,,39034.0,,,,,,,,
Bath County,Kentucky,21,11,,,,,,,34986.0,,,,,,,,
Bell County,Kentucky,21,13,,,,,,,22603.0,,,,,,,,
Boone County,Kentucky,21,15,,,,,,,69165.0,,,,,,,,
Bourbon County,Kentucky,21,17,,,,,,,44232.0,,,,,,,,
Boyd County,Kentucky,21,19,,,,,,,44140.0,,,,,,,,
Boyle County,Kentucky,21,21,,,,,,,40758.0,,,,,,,,
Bracken County,Kentucky,21,23,,,,,,,35887.0,,,,,,,,
Breathitt County,Kentucky,21,25,,,,,,,25484.0,,,,,,,,
Breckinridge County,Kentucky,21,27,,,,,,,43390.0,,,,,,,,
Bullitt County,Kentucky,21,29,,,,,,,58702.0,,,,,,,,
Butler County,Kentucky,21,31,,,,,,,38427.0,,,,,,,,
Caldwell County,Kentucky,21,33,,,,,,,43491.0,,,,,,,,
Calloway County,Kentucky,21,35,,,,,,,36692.0,,,,,,,,
Campbell County,Kentucky,21,37,,,,,,,56772.0,,,,,,,,
Carlisle County,Kentucky,21,39,,,,,,,40913.0,,,,,,,,
Carroll County,Kentucky,21,41,,,,,,,42882.0,,,,,,,,
Carter County,Kentucky,21,43,,,,,,,37367.0,,,,,,,,
Casey County,Kentucky,21,45,,,,,,,32315.0,,,,,,,,
Christian County,Kentucky,21,47,,,,,,,40253.0,,,,,,,,
Clark County,Kentucky,21,49,,,,,,,49069.0,,,,,,,,
Clay County,Kentucky,21,51,,,,,,,22174.0,,,,,,,,
Clinton County,Kentucky,21,53,,,,,,,29872.0,,,,,,,,
Crittenden County,Kentucky,21,55,,,,,,,38739.0,,,,,,,,
Cumberland County,Kentucky,21,57,,,,,,,33268.0,,,,,,,,
Daviess County,Kentucky,21,59,,,,,,,46675.0,,,,,,,,
Edmonson County,Kentucky,21,61,,,,,,,41689.0,,,,,,,,
Elliott County,Kentucky,21,63,,,,,,,27969.0,,,,,,,,
Estill County,Kentucky,21,65,,,,,,,29694.0,,,,,,,,
Fayette County,Kentucky,21,67,,,,,,,50661.0,,,,,,,,
Fleming County,Kentucky,21,69,,,,,,,36063.0,,,,,,,,
Floyd County,Kentucky,21,71,,,,,,,30540.0,,,,,,,,
Franklin County,Kentucky,21,73,,,,,,,50999.0,,,,,,,,
Fulton County,Kentucky,21,75,,,,,,,26841.0,,,,,,,,
Gallatin County,Kentucky,21,77,,,,,,,51180.0,,,,,,,,
Garrard County,Kentucky,21,79,,,,,,,46373.0,,,,,,,,
Grant County,Kentucky,21,81,,,,,,,44191.0,,,,,,,,
Graves County,Kentucky,21,83,,,,,,,40268.0,,,,,,,,
Grayson County,Kentucky,21,85,,,,,,,36129.0,,,,,,,,
Green County,Kentucky,21,87,,,,,,,36681.0,,,,,,,,
Greenup County,Kentucky,21,89,,,,,,,46771.0,,,,,,,,
Hancock County,Kentucky,21,91,,,,,,,49375.0,,,,,,,,
Hardin County,Kentucky,21,93,,,,,,,51541.0,,,,,,,,
Harlan County,Kentucky,21,95,,,,,,,25350.0,,,,,,,,
Harrison County,Kentucky,21,97,,,,,,,40164.0,,,,,,,,
Hart County,Kentucky,21,99,,,,,,,35738.0,,,,,,,,
Henderson County,Kentucky,21,101,,,,,,,41630.0,,,,,,,,
Henry County,Kentucky,21,103,,,,,,,50412.0,,,,,,,,
Hickman County,Kentucky,21,105,,,,,,,39756.0,,,,,,,,
Hopkins County,Kentucky,21,107,,,,,,,43169.0,,,,,,,,
Jackson County,Kentucky,21,109,,,,,,,30884.0,,,,,,,,
Jefferson County,Kentucky,21,111,,,,,,,50099.0,,,,,,,,
Jessamine County,Kentucky,21,113,,,,,,,52748.0,,,,,,,,
Johnson County,Kentucky,21,115,,,,,,,35060.0,,,,,,,,
Kenton County,Kentucky,21,117,,,,,,,56568.0,,,,,,,,
Knott County,Kentucky,21,119,,,,,,,28165.0,,,,,,,,
Knox County,Kentucky,21,121,,,,,,,26553.0,,,,,,,,
Larue County,Kentucky,21,123,,,,,,,41050.0,,,,,,,,
Laurel County,Kentucky,21,125,,,,,,,36139.0,,,,,,,,
Lawrence County,Kentucky,21,127,,,,,,,35016.0,,,,,,,,
Lee County,Kentucky,21,129,,,,,,,21185.0,,,,,,,,
Leslie County,Kentucky,21,131,,,,,,,25282.0,,,,,,,,
Letcher County,Kentucky,21,133,,,,,,,29181.0,,,,,,,,
Lewis County,Kentucky,21,135,,,,,,,29088.0,,,,,,,,
Lincoln County,Kentucky,21,137,,,,,,,35185.0,,,,,,,,
Livingston County,Kentucky,21,139,,,,,,,43333.0,,,,,,,,
Logan County,Kentucky,21,141,,,,,,,39027.0,,,,,,,,
Lyon County,Kentucky,21,143,,,,,,,47861.0,,,,,,,,
McCracken County,Kentucky,21,145,,,,,,,42303.0,,,,,,,,
McCreary County,Kentucky,21,147,,,,,,,18972.0,,,,,,,,
McLean County,Kentucky,21,149,,,,,,,43005.0,,,,,,,,
Madison County,Kentucky,21,151,,,,,,,43707.0,,,,,,,,
Magoffin County,Kentucky,21,153,,,,,,,29463.0,,,,,,,,
Marion County,Kentucky,21,155,,,,,,,40392.0,,,,,,,,
Marshall County,Kentucky,21,157,,,,,,,45670.0,,,,,,,,
Martin County,Kentucky,21,159,,,,,,,29052.0,,,,,,,,
Mason County,Kentucky,21,161,,,,,,,38613.0,,,,,,,,
Meade County,Kentucky,21,163,,,,,,,50034.0,,,,,,,,
Menifee County,Kentucky,21,165,,,,,,,35280.0,,,,,,,,
Mercer County,Kentucky,21,167,,,,,,,46130.0,,,,,,,,
Metcalfe County,Kentucky,21,169,,,,,,,33788.0,,,,,,,,
Monroe County,Kentucky,21,171,,,,,,,34120.0,,,,,,,,
Montgomery County,Kentucky,21,173,,,,,,,39750.0,,,,,,,,
Morgan County,Kentucky,21,175,,,,,,,32517.0,,,,,,,,
Muhlenberg County,Kentucky,21,177,,,,,,,40445.0,,,,,,,,
Nelson County,Kentucky,21,179,,,,,,,51408.0,,,,,,,,
Nicholas County,Kentucky,21,181,,,,,,,37993.0,,,,,,,,
Ohio County,Kentucky,21,183,,,,,,,39479.0,,,,,,,,
Oldham County,Kentucky,21,185,,,,,,,86324.0,,,,,,,,
Owen County,Kentucky,21,187,,,,,,,41597.0,,,,,,,,
Owsley County,Kentucky,21,189,,,,,,,22106.0,,,,,,,,
Pendleton County,Kentucky,21,191,,,,,,,49766.0,,,,,,,,
Perry County,Kentucky,21,193,,,,,,,31578.0,,,,,,,,
Pike County,Kentucky,21,195,,,,,,,32816.0,,,,,,,,
Powell County,Kentucky,21,197,,,,,,,34048.0,,,,,,,,
Pulaski County,Kentucky,21,199,,,,,,,34673.0,,,,,,,,
Robertson County,Kentucky,21,201,,,,,,,30964.0,,,,,,,,
Rockcastle County,Kentucky,21,203,,,,,,,33500.0,,,,,,,,
Rowan County,Kentucky,21,205,,,,,,,36216.0,,,,,,,,
Russell County,Kentucky,21,207,,,,,,,31539.0,,,,,,,,
Scott County,Kentucky,21,209,,,,,,,64329.0,,,,,,,,
Shelby County,Kentucky,21,211,,,,,,,61737.0,,,,,,,,
Simpson County,Kentucky,21,213,,,,,,,42288.0,,,,,,,,
Spencer County,Kentucky,21,215,,,,,,,65700.0,,,,,,,,
Taylor County,Kentucky,21,217,,,,,,,32977.0,,,,,,,,
Todd County,Kentucky,21,219,,,,,,,41306.0,,,,,,,,
Trigg County,Kentucky,21,221,,,,,,,45032.0,,,,,,,,
Trimble County,Kentucky,21,223,,,,,,,45935.0,,,,,,,,
Union County,Kentucky,21,225,,,,,,,41255.0,,,,,,,,
Warren County,Kentucky,21,227,,,,,,,46929.0,,,,,,,,
Washington County,Kentucky,21,229,,,,,,,43719.0,,,,,,,,
Wayne County,Kentucky,21,231,,,,,,,30260.0,,,,,,,,
Webster County,Kentucky,21,233,,,,,,,38374.0,,,,,,,,
Whitley County,Kentucky,21,235,,,,,,,32397.0,,,,,,,,
Wolfe County,Kentucky,21,237,,,,,,,21797.0,,,,,,,,
Woodford County,Kentucky,21,239,,,,,,,59471.0,,,,,,,,
Acadia Parish,Louisiana,22,1,,,,,,,39837.0,,,,,,,,
Allen Parish,Louisiana,22,3,,,,,,,41801.0,,,,,,,,
Ascension Parish,Louisiana,22,5,,,,,,,71752.0,,,,,,,,
Assumption Parish,Louisiana,22,7,,,,,,,47822.0,,,,,,,,
Avoyelles Parish,Louisiana,22,9,,,,,,,34985.0,,,,,,,,
Beauregard Parish,Louisiana,22,11,,,,,,,46599.0,,,,,,,,
Bienville Parish,Louisiana,22,13,,,,,,,35722.0,,,,,,,,
Bossier Parish,Louisiana,22,15,,,,,,,51894.0,,,,,,,,
Caddo Parish,Louisiana,22,17,,,,,,,40815.0,,,,,,,,
Calcasieu Parish,Louisiana,22,19,,,,,,,46457.0,,,,,,,,
Caldwell Parish,Louisiana,22,21,,,,,,,29832.0,,,,,,,,
Cameron Parish,Louisiana,22,23,,,,,,,65679.0,,,,,,,,
Catahoula Parish,Louisiana,22,25,,,,,,,34736.0,,,,,,,,
Claiborne Parish,Louisiana,22,27,,,,,,,28927.0,,,,,,,,
Concordia Parish,Louisiana,22,29,,,,,,,28405.0,,,,,,,,
De Soto Parish,Louisiana,22,31,,,,,,,42368.0,,,,,,,,
East Baton Rouge Parish,Louisiana,22,33,,,,,,,49942.0,,,,,,,,
East Carroll Parish,Louisiana,22,35,,,,,,,22093.0,,,,,,,,
East Feliciana Parish,Louisiana,22,37,,,,,,,48997.0,,,,,,,,
Evangeline Parish,Louisiana,22,39,,,,,,,30724.0,,,,,,,,
Franklin Parish,Louisiana,22,41,,,,,,,32440.0,,,,,,,,
Grant Parish,Louisiana,22,43,,,,,,,40389.0,,,,,,,,
Iberia Parish,Louisiana,22,45,,,,,,,44573.0,,,,,,,,
Iberville Parish,Louisiana,22,47,,,,,,,46480.0,,,,,,,,
Jackson Parish,Louisiana,22,49,,,,,,,38310.0,,,,,,,,
Jefferson Parish,Louisiana,22,51,,,,,,,49457.0,,,,,,,,
Jefferson Davis Parish,Louisiana,22,53,,,,,,,39202.0,,,,,,,,
Lafayette Parish,Louisiana,22,55,,,,,,,52435.0,,,,,,,,
Lafourche Parish,Louisiana,22,57,,,,,,,52071.0,,,,,,,,
LaSalle Parish,Louisiana,22,59,,,,,,,35339.0,,,,,,,,
Lincoln Parish,Louisiana,22,61,,,,,,,34527.0,,,,,,,,
Livingston Parish,Louisiana,22,63,,,,,,,57334.0,,,,,,,,
Madison Parish,Louisiana,22,65,,,,,,,25404.0,,,,,,,,
Morehouse Parish,Louisiana,22,67,,,,,,,30279.0,,,,,,,,
Natchitoches Parish,Louisiana,22,69,,,,,,,30697.0,,,,,,,,
Orleans Parish,Louisiana,22,71,,,,,,,37488.0,,,,,,,,
Ouachita Parish,Louisiana,22,73,,,,,,,38974.0,,,,,,,,
Plaquemines Parish,Louisiana,22,75,,,,,,,50251.0,,,,,,,,
Pointe Coupee Parish,Louisiana,22,77,,,,,,,44275.0,,,,,,,,
Rapides Parish,Louisiana,22,79,,,,,,,42132.0,,,,,,,,
Red River Parish,Louisiana,22,81,,,,,,,36831.0,,,,,,,,
Richland Parish,Louisiana,22,83,,,,,,,35684.0,,,,,,,,
Sabine Parish,Louisiana,22,85,,,,,,,39372.0,,,,,,,,
Saint Bernard Parish,Louisiana,22,87,,,,,,,43565.0,,,,,,,,
Saint Charles Parish,Louisiana,22,89,,,,,,,61691.0,,,,,,,,
Saint Helena Parish,Louisiana,22,91,,,,,,,36418.0,,,,,,,,
Saint James Parish,Louisiana,22,93,,,,,,,51386.0,,,,,,,,
Saint John the Baptist Parish,Louisiana,22,95,,,,,,,51406.0,,,,,,,,
Saint Landry Parish,Louisiana,22,97,,,,,,,31424.0,,,,,,,,
Saint Martin Parish,Louisiana,22,99,,,,,,,46450.0,,,,,,,,
Saint Mary Parish,Louisiana,22,101,,,,,,,40771.0,,,,,,,,
Saint Tammany Parish,Louisiana,22,103,,,,,,,63686.0,,,,,,,,
Tangipahoa Parish,Louisiana,22,105,,,,,,,43690.0,,,,,,,,
Tensas Parish,Louisiana,22,107,,,,,,,22385.0,,,,,,,,
Terrebonne Parish,Louisiana,22,109,,,,,,,48166.0,,,,,,,,
Union Parish,Louisiana,22,111,,,,,,,37049.0,,,,,,,,
Vermilion Parish,Louisiana,22,113,,,,,,,47083.0,,,,,,,,
Vernon Parish,Louisiana,22,115,,,,,,,46561.0,,,,,,,,
Washington Parish,Louisiana,22,117,,,,,,,31013.0,,,,,,,,
Webster Parish,Louisiana,22,119,,,,,,,31920.0,,,,,,,,
West Baton Rouge Parish,Louisiana,22,121,,,,,,,53882.0,,,,,,,,
West Carroll Parish,Louisiana,22,123,,,,,,,36670.0,,,,,,,,
West Feliciana Parish,Louisiana,22,125,,,,,,,53364.0,,,,,,,,
Winn Parish,Louisiana,22,127,,,,,,,32063.0,,,,,,,,
Androscoggin County,Maine,23,1,,,,,,,48728.0,,,,,,,,
Aroostook County,Maine,23,3,,,,,,,38087.0,,,,,,,,
Cumberland County,Maine,23,5,,,,,,,61902.0,,,,,,,,
Franklin County,Maine,23,7,,,,,,,43007.0,,,,,,,,
Hancock County,Maine,23,9,,,,,,,50037.0,,,,,,,,
Kennebec County,Maine,23,11,,,,,,,48570.0,,,,,,,,
Knox County,Maine,23,13,,,,,,,52239.0,,,,,,,,
