County,State,State_FIPS,County_FIPS,age_15_to_44_percentage,median_gross_rent,age_60_and_over,total_population,white_population,housing_cost_burden,median_household_income,gini_index,native_american_population,total_population_race,black_population,age_18_and_under_percentage,median_home_value,per_capita_income,asian_population
Osborne County,Kansas,20,141,,,,,,,,0.4729,,,,,,,
Ottawa County,Kansas,20,143,,,,,,,,0.3886,,,,,,,
Pawnee County,Kansas,20,145,,,,,,,,0.4287,,,,,,,
Phillips County,Kansas,20,147,,,,,,,,0.4086,,,,,,,
Pottawatomie County,Kansas,20,149,,,,,,,,0.3892,,,,,,,
Pratt County,Kansas,20,151,,,,,,,,0.4544,,,,,,,
Rawlins County,Kansas,20,153,,,,,,,,0.4408,,,,,,,
Reno County,Kansas,20,155,,,,,,,,0.4221,,,,,,,
Republic County,Kansas,20,157,,,,,,,,0.4225,,,,,,,
Rice County,Kansas,20,159,,,,,,,,0.4275,,,,,,,
Riley County,Kansas,20,161,,,,,,,,0.4837,,,,,,,
Rooks County,Kansas,20,163,,,,,,,,0.4298,,,,,,,
Rush County,Kansas,20,165,,,,,,,,0.4235,,,,,,,
Russell County,Kansas,20,167,,,,,,,,0.4633,,,,,,,
Saline County,Kansas,20,169,,,,,,,,0.4428,,,,,,,
Scott County,Kansas,20,171,,,,,,,,0.3676,,,,,,,
Sedgwick County,Kansas,20,173,,,,,,,,0.4496,,,,,,,
Seward County,Kansas,20,175,,,,,,,,0.4096,,,,,,,
Shawnee County,Kansas,20,177,,,,,,,,0.4429,,,,,,,
Sheridan County,Kansas,20,179,,,,,,,,0.4188,,,,,,,
Sherman County,Kansas,20,181,,,,,,,,0.4052,,,,,,,
Smith County,Kansas,20,183,,,,,,,,0.4773,,,,,,,
Stafford County,Kansas,20,185,,,,,,,,0.4213,,,,,,,
Stanton County,Kansas,20,187,,,,,,,,0.3794,,,,,,,
Stevens County,Kansas,20,189,,,,,,,,0.4573,,,,,,,
Sumner County,Kansas,20,191,,,,,,,,0.4177,,,,,,,
Thomas County,Kansas,20,193,,,,,,,,0.474,,,,,,,
Trego County,Kansas,20,195,,,,,,,,0.3766,,,,,,,
Wabaunsee County,Kansas,20,197,,,,,,,,0.3536,,,,,,,
Wallace County,Kansas,20,199,,,,,,,,0.4745,,,,,,,
Washington County,Kansas,20,201,,,,,,,,0.4023,,,,,,,
Wichita County,Kansas,20,203,,,,,,,,0.3893,,,,,,,
Wilson County,Kansas,20,205,,,,,,,,0.4349,,,,,,,
Woodson County,Kansas,20,207,,,,,,,,0.4333,,,,,,,
Wyandotte County,Kansas,20,209,,,,,,,,0.428,,,,,,,
Adair County,Kentucky,21,1,,,,,,,,0.4542,,,,,,,
Allen County,Kentucky,21,3,,,,,,,,0.4369,,,,,,,
Anderson County,Kentucky,21,5,,,,,,,,0.3685,,,,,,,
Ballard County,Kentucky,21,7,,,,,,,,0.4461,,,,,,,
Barren County,Kentucky,21,9,,,,,,,,0.4472,,,,,,,
Bath County,Kentucky,21,11,,,,,,,,0.5118,,,,,,,
Bell County,Kentucky,21,13,,,,,,,,0.4796,,,,,,,
Boone County,Kentucky,21,15,,,,,,,,0.4013,,,,,,,
Bourbon County,Kentucky,21,17,,,,,,,,0.4476,,,,,,,
Boyd County,Kentucky,21,19,,,,,,,,0.5123,,,,,,,
Boyle County,Kentucky,21,21,,,,,,,,0.4698,,,,,,,
Bracken County,Kentucky,21,23,,,,,,,,0.4332,,,,,,,
Breathitt County,Kentucky,21,25,,,,,,,,0.4801,,,,,,,
Breckinridge County,Kentucky,21,27,,,,,,,,0.4069,,,,,,,
Bullitt County,Kentucky,21,29,,,,,,,,0.3719,,,,,,,
Butler County,Kentucky,21,31,,,,,,,,0.4413,,,,,,,
Caldwell County,Kentucky,21,33,,,,,,,,0.4396,,,,,,,
Calloway County,Kentucky,21,35,,,,,,,,0.4887,,,,,,,
Campbell County,Kentucky,21,37,,,,,,,,0.4439,,,,,,,
Carlisle County,Kentucky,21,39,,,,,,,,0.4092,,,,,,,
Carroll County,Kentucky,21,41,,,,,,,,0.431,,,,,,,
Carter County,Kentucky,21,43,,,,,,,,0.4175,,,,,,,
Casey County,Kentucky,21,45,,,,,,,,0.4532,,,,,,,
Christian County,Kentucky,21,47,,,,,,,,0.4458,,,,,,,
Clark County,Kentucky,21,49,,,,,,,,0.4499,,,,,,,
Clay County,Kentucky,21,51,,,,,,,,0.4836,,,,,,,
Clinton County,Kentucky,21,53,,,,,,,,0.4706,,,,,,,
Crittenden County,Kentucky,21,55,,,,,,,,0.4682,,,,,,,
Cumberland County,Kentucky,21,57,,,,,,,,0.4716,,,,,,,
Daviess County,Kentucky,21,59,,,,,,,,0.4373,,,,,,,
Edmonson County,Kentucky,21,61,,,,,,,,0.4236,,,,,,,
Elliott County,Kentucky,21,63,,,,,,,,0.4751,,,,,,,
Estill County,Kentucky,21,65,,,,,,,,0.4426,,,,,,,
Fayette County,Kentucky,21,67,,,,,,,,0.4986,,,,,,,
Fleming County,Kentucky,21,69,,,,,,,,0.507,,,,,,,
Floyd County,Kentucky,21,71,,,,,,,,0.4942,,,,,,,
Franklin County,Kentucky,21,73,,,,,,,,0.4184,,,,,,,
Fulton County,Kentucky,21,75,,,,,,,,0.4777,,,,,,,
Gallatin County,Kentucky,21,77,,,,,,,,0.4046,,,,,,,
Garrard County,Kentucky,21,79,,,,,,,,0.4346,,,,,,,
Grant County,Kentucky,21,81,,,,,,,,0.4004,,,,,,,
Graves County,Kentucky,21,83,,,,,,,,0.442,,,,,,,
Grayson County,Kentucky,21,85,,,,,,,,0.4731,,,,,,,
Green County,Kentucky,21,87,,,,,,,,0.4681,,,,,,,
Greenup County,Kentucky,21,89,,,,,,,,0.4604,,,,,,,
Hancock County,Kentucky,21,91,,,,,,,,0.4,,,,,,,
Hardin County,Kentucky,21,93,,,,,,,,0.4186,,,,,,,
Harlan County,Kentucky,21,95,,,,,,,,0.4732,,,,,,,
Harrison County,Kentucky,21,97,,,,,,,,0.4811,,,,,,,
Hart County,Kentucky,21,99,,,,,,,,0.4797,,,,,,,
Henderson County,Kentucky,21,101,,,,,,,,0.4473,,,,,,,
Henry County,Kentucky,21,103,,,,,,,,0.4182,,,,,,,
Hickman County,Kentucky,21,105,,,,,,,,0.3488,,,,,,,
Hopkins County,Kentucky,21,107,,,,,,,,0.4364,,,,,,,
Jackson County,Kentucky,21,109,,,,,,,,0.4604,,,,,,,
Jefferson County,Kentucky,21,111,,,,,,,,0.4847,,,,,,,
Jessamine County,Kentucky,21,113,,,,,,,,0.4866,,,,,,,
Johnson County,Kentucky,21,115,,,,,,,,0.4552,,,,,,,
Kenton County,Kentucky,21,117,,,,,,,,0.4461,,,,,,,
Knott County,Kentucky,21,119,,,,,,,,0.4705,,,,,,,
Knox County,Kentucky,21,121,,,,,,,,0.4768,,,,,,,
Larue County,Kentucky,21,123,,,,,,,,0.4368,,,,,,,
Laurel County,Kentucky,21,125,,,,,,,,0.4527,,,,,,,
Lawrence County,Kentucky,21,127,,,,,,,,0.4618,,,,,,,
Lee County,Kentucky,21,129,,,,,,,,0.4832,,,,,,,
Leslie County,Kentucky,21,131,,,,,,,,0.4862,,,,,,,
Letcher County,Kentucky,21,133,,,,,,,,0.4608,,,,,,,
Lewis County,Kentucky,21,135,,,,,,,,0.4687,,,,,,,
Lincoln County,Kentucky,21,137,,,,,,,,0.445,,,,,,,
Livingston County,Kentucky,21,139,,,,,,,,0.4505,,,,,,,
Logan County,Kentucky,21,141,,,,,,,,0.4202,,,,,,,
Lyon County,Kentucky,21,143,,,,,,,,0.4412,,,,,,,
McCracken County,Kentucky,21,145,,,,,,,,0.5136,,,,,,,
McCreary County,Kentucky,21,147,,,,,,,,0.4724,,,,,,,
McLean County,Kentucky,21,149,,,,,,,,0.4126,,,,,,,
Madison County,Kentucky,21,151,,,,,,,,0.4574,,,,,,,
Magoffin County,Kentucky,21,153,,,,,,,,0.4697,,,,,,,
Marion County,Kentucky,21,155,,,,,,,,0.4489,,,,,,,
Marshall County,Kentucky,21,157,,,,,,,,0.4206,,,,,,,
Martin County,Kentucky,21,159,,,,,,,,0.4853,,,,,,,
Mason County,Kentucky,21,161,,,,,,,,0.5235,,,,,,,
Meade County,Kentucky,21,163,,,,,,,,0.4326,,,,,,,
Menifee County,Kentucky,21,165,,,,,,,,0.4366,,,,,,,
Mercer County,Kentucky,21,167,,,,,,,,0.4427,,,,,,,
Metcalfe County,Kentucky,21,169,,,,,,,,0.4419,,,,,,,
Monroe County,Kentucky,21,171,,,,,,,,0.457,,,,,,,
Montgomery County,Kentucky,21,173,,,,,,,,0.4719,,,,,,,
Morgan County,Kentucky,21,175,,,,,,,,0.4647,,,,,,,
Muhlenberg County,Kentucky,21,177,,,,,,,,0.4299,,,,,,,
Nelson County,Kentucky,21,179,,,,,,,,0.4519,,,,,,,
Nicholas County,Kentucky,21,181,,,,,,,,0.4498,,,,,,,
Ohio County,Kentucky,21,183,,,,,,,,0.4476,,,,,,,
Oldham County,Kentucky,21,185,,,,,,,,0.422,,,,,,,
Owen County,Kentucky,21,187,,,,,,,,0.4813,,,,,,,
Owsley County,Kentucky,21,189,,,,,,,,0.5008,,,,,,,
Pendleton County,Kentucky,21,191,,,,,,,,0.4373,,,,,,,
Perry County,Kentucky,21,193,,,,,,,,0.4731,,,,,,,
Pike County,Kentucky,21,195,,,,,,,,0.4827,,,,,,,
Powell County,Kentucky,21,197,,,,,,,,0.4762,,,,,,,
Pulaski County,Kentucky,21,199,,,,,,,,0.4971,,,,,,,
Robertson County,Kentucky,21,201,,,,,,,,0.4447,,,,,,,
Rockcastle County,Kentucky,21,203,,,,,,,,0.4652,,,,,,,
Rowan County,Kentucky,21,205,,,,,,,,0.4546,,,,,,,
Russell County,Kentucky,21,207,,,,,,,,0.4548,,,,,,,
Scott County,Kentucky,21,209,,,,,,,,0.414,,,,,,,
Shelby County,Kentucky,21,211,,,,,,,,0.4307,,,,,,,
Simpson County,Kentucky,21,213,,,,,,,,0.4209,,,,,,,
Spencer County,Kentucky,21,215,,,,,,,,0.3665,,,,,,,
Taylor County,Kentucky,21,217,,,,,,,,0.4346,,,,,,,
Todd County,Kentucky,21,219,,,,,,,,0.4257,,,,,,,
Trigg County,Kentucky,21,221,,,,,,,,0.4661,,,,,,,
Trimble County,Kentucky,21,223,,,,,,,,0.3947,,,,,,,
Union County,Kentucky,21,225,,,,,,,,0.4418,,,,,,,
Warren County,Kentucky,21,227,,,,,,,,0.4684,,,,,,,
Washington County,Kentucky,21,229,,,,,,,,0.4159,,,,,,,
Wayne County,Kentucky,21,231,,,,,,,,0.4563,,,,,,,
Webster County,Kentucky,21,233,,,,,,,,0.4249,,,,,,,
Whitley County,Kentucky,21,235,,,,,,,,0.4754,,,,,,,
Wolfe County,Kentucky,21,237,,,,,,,,0.5142,,,,,,,
Woodford County,Kentucky,21,239,,,,,,,,0.4506,,,,,,,
Acadia Parish,Louisiana,22,1,,,,,,,,0.4679,,,,,,,
Allen Parish,Louisiana,22,3,,,,,,,,0.4688,,,,,,,
Ascension Parish,Louisiana,22,5,,,,,,,,0.4041,,,,,,,
Assumption Parish,Louisiana,22,7,,,,,,,,0.4501,,,,,,,
Avoyelles Parish,Louisiana,22,9,,,,,,,,0.4878,,,,,,,
Beauregard Parish,Louisiana,22,11,,,,,,,,0.4486,,,,,,,
Bienville Parish,Louisiana,22,13,,,,,,,,0.4813,,,,,,,
Bossier Parish,Louisiana,22,15,,,,,,,,0.443,,,,,,,
Caddo Parish,Louisiana,22,17,,,,,,,,0.5039,,,,,,,
Calcasieu Parish,Louisiana,22,19,,,,,,,,0.4689,,,,,,,
Caldwell Parish,Louisiana,22,21,,,,,,,,0.5253,,,,,,,
Cameron Parish,Louisiana,22,23,,,,,,,,0.4129,,,,,,,
Catahoula Parish,Louisiana,22,25,,,,,,,,0.5187,,,,,,,
Claiborne Parish,Louisiana,22,27,,,,,,,,0.4912,,,,,,,
Concordia Parish,Louisiana,22,29,,,,,,,,0.4948,,,,,,,
De Soto Parish,Louisiana,22,31,,,,,,,,0.4899,,,,,,,
East Baton Rouge Parish,Louisiana,22,33,,,,,,,,0.4908,,,,,,,
East Carroll Parish,Louisiana,22,35,,,,,,,,0.5093,,,,,,,
East Feliciana Parish,Louisiana,22,37,,,,,,,,0.4504,,,,,,,
Evangeline Parish,Louisiana,22,39,,,,,,,,0.4986,,,,,,,
Franklin Parish,Louisiana,22,41,,,,,,,,0.4862,,,,,,,
Grant Parish,Louisiana,22,43,,,,,,,,0.4332,,,,,,,
Iberia Parish,Louisiana,22,45,,,,,,,,0.4936,,,,,,,
Iberville Parish,Louisiana,22,47,,,,,,,,0.4803,,,,,,,
Jackson Parish,Louisiana,22,49,,,,,,,,0.455,,,,,,,
Jefferson Parish,Louisiana,22,51,,,,,,,,0.4725,,,,,,,
Jefferson Davis Parish,Louisiana,22,53,,,,,,,,0.4889,,,,,,,
Lafayette Parish,Louisiana,22,55,,,,,,,,0.4938,,,,,,,
Lafourche Parish,Louisiana,22,57,,,,,,,,0.4526,,,,,,,
LaSalle Parish,Louisiana,22,59,,,,,,,,0.4784,,,,,,,
Lincoln Parish,Louisiana,22,61,,,,,,,,0.5393,,,,,,,
Livingston Parish,Louisiana,22,63,,,,,,,,0.4255,,,,,,,
Madison Parish,Louisiana,22,65,,,,,,,,0.5,,,,,,,
Morehouse Parish,Louisiana,22,67,,,,,,,,0.5249,,,,,,,
Natchitoches Parish,Louisiana,22,69,,,,,,,,0.5519,,,,,,,
Orleans Parish,Louisiana,22,71,,,,,,,,0.5686,,,,,,,
Ouachita Parish,Louisiana,22,73,,,,,,,,0.4987,,,,,,,
Plaquemines Parish,Louisiana,22,75,,,,,,,,0.4527,,,,,,,
Pointe Coupee Parish,Louisiana,22,77,,,,,,,,0.4873,,,,,,,
Rapides Parish,Louisiana,22,79,,,,,,,,0.4682,,,,,,,
Red River Parish,Louisiana,22,81,,,,,,,,0.5318,,,,,,,
Richland Parish,Louisiana,22,83,,,,,,,,0.4736,,,,,,,
Sabine Parish,Louisiana,22,85,,,,,,,,0.484,,,,,,,
Saint Bernard Parish,Louisiana,22,87,,,,,,,,0.4336,,,,,,,
Saint Charles Parish,Louisiana,22,89,,,,,,,,0.4192,,,,,,,
Saint Helena Parish,Louisiana,22,91,,,,,,,,0.4785,,,,,,,
Saint James Parish,Louisiana,22,93,,,,,,,,0.443,,,,,,,
Saint John the Baptist Parish,Louisiana,22,95,,,,,,,,0.4215,,,,,,,
Saint Landry Parish,Louisiana,22,97,,,,,,,,0.5055,,,,,,,
Saint Martin Parish,Louisiana,22,99,,,,,,,,0.4592,,,,,,,
Saint Mary Parish,Louisiana,22,101,,,,,,,,0.4749,,,,,,,
Saint Tammany Parish,Louisiana,22,103,,,,,,,,0.4577,,,,,,,
Tangipahoa Parish,Louisiana,22,105,,,,,,,,0.4671,,,,,,,
Tensas Parish,Louisiana,22,107,,,,,,,,0.5047,,,,,,,
Terrebonne Parish,Louisiana,22,109,,,,,,,,0.4489,,,,,,,
Union Parish,Louisiana,22,111,,,,,,,,0.4817,,,,,,,
Vermilion Parish,Louisiana,22,113,,,,,,,,0.4589,,,,,,,
Vernon Parish,Louisiana,22,115,,,,,,,,0.4104,,,,,,,
Washington Parish,Louisiana,22,117,,,,,,,,0.4956,,,,,,,
Webster Parish,Louisiana,22,119,,,,,,,,0.4794,,,,,,,
West Baton Rouge Parish,Louisiana,22,121,,,,,,,,0.4327,,,,,,,
West Carroll Parish,Louisiana,22,123,,,,,,,,0.4799,,,,,,,
West Feliciana Parish,Louisiana,22,125,,,,,,,,0.4553,,,,,,,
Winn Parish,Louisiana,22,127,,,,,,,,0.5025,,,,,,,
Androscoggin County,Maine,23,1,,,,,,,,0.4321,,,,,,,
Aroostook County,Maine,23,3,,,,,,,,0.4462,,,,,,,
Cumberland County,Maine,23,5,,,,,,,,0.4696,,,,,,,
Franklin County,Maine,23,7,,,,,,,,0.4307,,,,,,,
Hancock County,Maine,23,9,,,,,,,,0.4605,,,,,,,
Kennebec County,Maine,23,11,,,,,,,,0.4308,,,,,,,
Knox County,Maine,23,13,,,,,,,,0.421,,,,,,,
Lincoln County,Maine,23,15,,,,,,,,0.4396,,,,,,,
Oxford County,Maine,23,17,,,,,,,,0.4211,,,,,,,
Penobscot County,Maine,23,19,,,,,,,,0.4468,,,,,,,
Piscataquis County,Maine,23,21,,,,,,,,0.4477,,,,,,,
Sagadahoc County,Maine,23,23,,,,,,,,0.4315,,,,,,,
Somerset County,Maine,23,25,,,,,,,,0.4221,,,,,,,
Waldo County,Maine,23,27,,,,,,,,0.4357,,,,,,,
Washington County,Maine,23,29,,,,,,,,0.4455,,,,,,,
York County,Maine,23,31,,,,,,,,0.4279,,,,,,,
Allegany County,Maryland,24,1,,,,,,,,0.458,,,,,,,
Anne Arundel County,Maryland,24,3,,,,,,,,0.4162,,,,,,,
Baltimore County,Maryland,24,5,,,,,,,,0.4463,,,,,,,
Calvert County,Maryland,24,9,,,,,,,,0.3768,,,,,,,
Caroline County,Maryland,24,11,,,,,,,,0.4248,,,,,,,
Carroll County,Maryland,24,13,,,,,,,,0.3984,,,,,,,
Cecil County,Maryland,24,15,,,,,,,,0.4009,,,,,,,
Charles County,Maryland,24,17,,,,,,,,0.3835,,,,,,,
Dorchester County,Maryland,24,19,,,,,,,,0.4683,,,,,,,
Frederick County,Maryland,24,21,,,,,,,,0.4009,,,,,,,
Garrett County,Maryland,24,23,,,,,,,,0.449,,,,,,,
Harford County,Maryland,24,25,,,,,,,,0.4025,,,,,,,
Howard County,Maryland,24,27,,,,,,,,0.396,,,,,,,
Kent County,Maryland,24,29,,,,,,,,0.4511,,,,,,,
Queen Anne's County,Maryland,24,35,,,,,,,,0.4049,,,,,,,
Saint Mary's County,Maryland,24,37,,,,,,,,0.3972,,,,,,,
Somerset County,Maryland,24,39,,,,,,,,0.4591,,,,,,,
Talbot County,Maryland,24,41,,,,,,,,0.5049,,,,,,,
Washington County,Maryland,24,43,,,,,,,,0.4315,,,,,,,
Wicomico County,Maryland,24,45,,,,,,,,0.4525,,,,,,,
Worcester County,Maryland,24,47,,,,,,,,0.4545,,,,,,,
Baltimore City,Maryland,24,510,,,,,,,,0.5098,,,,,,,
Montgomery County,Maryland,24,31,,,,,,,,0.456,,,,,,,
Prince George's County,Maryland,24,33,,,,,,,,0.3953,,,,,,,
Barnstable County,Massachusetts,25,1,,,,,,,,0.457,,,,,,,
Berkshire County,Massachusetts,25,3,,,,,,,,0.472,,,,,,,
Bristol County,Massachusetts,25,5,,,,,,,,0.4536,,,,,,,
Dukes County,Massachusetts,25,7,,,,,,,,0.5225,,,,,,,
Essex County,Massachusetts,25,9,,,,,,,,0.4769,,,,,,,
Franklin County,Massachusetts,25,11,,,,,,,,0.4349,,,,,,,
Hampden County,Massachusetts,25,13,,,,,,,,0.4677,,,,,,,
Hampshire County,Massachusetts,25,15,,,,,,,,0.4606,,,,,,,
Middlesex County,Massachusetts,25,17,,,,,,,,0.4734,,,,,,,
Nantucket County,Massachusetts,25,19,,,,,,,,0.4682,,,,,,,
Norfolk County,Massachusetts,25,21,,,,,,,,0.4751,,,,,,,
Plymouth County,Massachusetts,25,23,,,,,,,,0.4468,,,,,,,
Suffolk County,Massachusetts,25,25,,,,,,,,0.5327,,,,,,,
Worcester County,Massachusetts,25,27,,,,,,,,0.4496,,,,,,,
Alcona County,Michigan,26,1,,,,,,,,0.4337,,,,,,,
Alger County,Michigan,26,3,,,,,,,,0.4355,,,,,,,
Allegan County,Michigan,26,5,,,,,,,,0.4156,,,,,,,
Alpena County,Michigan,26,7,,,,,,,,0.4292,,,,,,,
Antrim County,Michigan,26,9,,,,,,,,0.4635,,,,,,,
Arenac County,Michigan,26,11,,,,,,,,0.4349,,,,,,,
Baraga County,Michigan,26,13,,,,,,,,0.4365,,,,,,,
Barry County,Michigan,26,15,,,,,,,,0.3957,,,,,,,
Bay County,Michigan,26,17,,,,,,,,0.4366,,,,,,,
Benzie County,Michigan,26,19,,,,,,,,0.4048,,,,,,,
Berrien County,Michigan,26,21,,,,,,,,0.4676,,,,,,,
Branch County,Michigan,26,23,,,,,,,,0.4221,,,,,,,
Calhoun County,Michigan,26,25,,,,,,,,0.4465,,,,,,,
Cass County,Michigan,26,27,,,,,,,,0.4326,,,,,,,
Charlevoix County,Michigan,26,29,,,,,,,,0.4707,,,,,,,
Cheboygan County,Michigan,26,31,,,,,,,,0.4491,,,,,,,
Chippewa County,Michigan,26,33,,,,,,,,0.4365,,,,,,,
Clare County,Michigan,26,35,,,,,,,,0.4404,,,,,,,
Clinton County,Michigan,26,37,,,,,,,,0.4249,,,,,,,
Crawford County,Michigan,26,39,,,,,,,,0.4035,,,,,,,
Delta County,Michigan,26,41,,,,,,,,0.4268,,,,,,,
Dickinson County,Michigan,26,43,,,,,,,,0.4537,,,,,,,
Eaton County,Michigan,26,45,,,,,,,,0.4009,,,,,,,
Emmet County,Michigan,26,47,,,,,,,,0.4824,,,,,,,
Genesee County,Michigan,26,49,,,,,,,,0.4535,,,,,,,
Gladwin County,Michigan,26,51,,,,,,,,0.4377,,,,,,,
Gogebic County,Michigan,26,53,,,,,,,,0.4536,,,,,,,
Grand Traverse County,Michigan,26,55,,,,,,,,0.4409,,,,,,,
Gratiot County,Michigan,26,57,,,,,,,,0.4353,,,,,,,
Hillsdale County,Michigan,26,59,,,,,,,,0.4295,,,,,,,
Houghton County,Michigan,26,61,,,,,,,,0.453,,,,,,,
Huron County,Michigan,26,63,,,,,,,,0.4244,,,,,,,
Ingham County,Michigan,26,65,,,,,,,,0.4805,,,,,,,
Ionia County,Michigan,26,67,,,,,,,,0.3977,,,,,,,
Iosco County,Michigan,26,69,,,,,,,,0.451,,,,,,,
Iron County,Michigan,26,71,,,,,,,,0.4314,,,,,,,
Isabella County,Michigan,26,73,,,,,,,,0.4847,,,,,,,
Jackson County,Michigan,26,75,,,,,,,,0.437,,,,,,,
Kalamazoo County,Michigan,26,77,,,,,,,,0.4716,,,,,,,
Kalkaska County,Michigan,26,79,,,,,,,,0.428,,,,,,,
Kent County,Michigan,26,81,,,,,,,,0.4554,,,,,,,
Keweenaw County,Michigan,26,83,,,,,,,,0.4463,,,,,,,
Lake County,Michigan,26,85,,,,,,,,0.4378,,,,,,,
Lapeer County,Michigan,26,87,,,,,,,,0.3887,,,,,,,
Leelanau County,Michigan,26,89,,,,,,,,0.4735,,,,,,,
Lenawee County,Michigan,26,91,,,,,,,,0.4074,,,,,,,
Livingston County,Michigan,26,93,,,,,,,,0.3878,,,,,,,
Luce County,Michigan,26,95,,,,,,,,0.4115,,,,,,,
Mackinac County,Michigan,26,97,,,,,,,,0.4247,,,,,,,
Macomb County,Michigan,26,99,,,,,,,,0.4212,,,,,,,
Manistee County,Michigan,26,101,,,,,,,,0.4261,,,,,,,
Marquette County,Michigan,26,103,,,,,,,,0.4512,,,,,,,
Mason County,Michigan,26,105,,,,,,,,0.4511,,,,,,,
Mecosta County,Michigan,26,107,,,,,,,,0.4394,,,,,,,
Menominee County,Michigan,26,109,,,,,,,,0.4263,,,,,,,
Midland County,Michigan,26,111,,,,,,,,0.4637,,,,,,,
Missaukee County,Michigan,26,113,,,,,,,,0.4043,,,,,,,
Monroe County,Michigan,26,115,,,,,,,,0.4111,,,,,,,
Montcalm County,Michigan,26,117,,,,,,,,0.4106,,,,,,,
Montmorency County,Michigan,26,119,,,,,,,,0.4032,,,,,,,
Muskegon County,Michigan,26,121,,,,,,,,0.4364,,,,,,,
Newaygo County,Michigan,26,123,,,,,,,,0.4239,,,,,,,
Oakland County,Michigan,26,125,,,,,,,,0.4676,,,,,,,
Oceana County,Michigan,26,127,,,,,,,,0.4171,,,,,,,
Ogemaw County,Michigan,26,129,,,,,,,,0.4338,,,,,,,
Ontonagon County,Michigan,26,131,,,,,,,,0.4044,,,,,,,
Osceola County,Michigan,26,133,,,,,,,,0.4216,,,,,,,
Oscoda County,Michigan,26,135,,,,,,,,0.4189,,,,,,,
Otsego County,Michigan,26,137,,,,,,,,0.4241,,,,,,,
Ottawa County,Michigan,26,139,,,,,,,,0.4137,,,,,,,
Presque Isle County,Michigan,26,141,,,,,,,,0.4031,,,,,,,
Roscommon County,Michigan,26,143,,,,,,,,0.4535,,,,,,,
Saginaw County,Michigan,26,145,,,,,,,,0.4515,,,,,,,
Saint Clair County,Michigan,26,147,,,,,,,,0.4285,,,,,,,
Saint Joseph County,Michigan,26,149,,,,,,,,0.4145,,,,,,,
Sanilac County,Michigan,26,151,,,,,,,,0.427,,,,,,,
Schoolcraft County,Michigan,26,153,,,,,,,,0.4419,,,,,,,
Shiawassee County,Michigan,26,155,,,,,,,,0.4116,,,,,,,
Tuscola County,Michigan,26,157,,,,,,,,0.398,,,,,,,
Van Buren County,Michigan,26,159,,,,,,,,0.4273,,,,,,,
Washtenaw County,Michigan,26,161,,,,,,,,0.4767,,,,,,,
Wayne County,Michigan,26,163,,,,,,,,0.493,,,,,,,
Wexford County,Michigan,26,165,,,,,,,,0.4256,,,,,,,
Aitkin County,Minnesota,27,1,,,,,,,,0.4338,,,,,,,
Anoka County,Minnesota,27,3,,,,,,,,0.3882,,,,,,,
Becker County,Minnesota,27,5,,,,,,,,0.4242,,,,,,,
Beltrami County,Minnesota,27,7,,,,,,,,0.4432,,,,,,,
Benton County,Minnesota,27,9,,,,,,,,0.4088,,,,,,,
Big Stone County,Minnesota,27,11,,,,,,,,0.4434,,,,,,,
Blue Earth County,Minnesota,27,13,,,,,,,,0.4563,,,,,,,
Brown County,Minnesota,27,15,,,,,,,,0.4216,,,,,,,
Carlton County,Minnesota,27,17,,,,,,,,0.4003,,,,,,,
Carver County,Minnesota,27,19,,,,,,,,0.4281,,,,,,,
Cass County,Minnesota,27,21,,,,,,,,0.4248,,,,,,,
Chippewa County,Minnesota,27,23,,,,,,,,0.408,,,,,,,
Chisago County,Minnesota,27,25,,,,,,,,0.367,,,,,,,
Clay County,Minnesota,27,27,,,,,,,,0.4138,,,,,,,
Clearwater County,Minnesota,27,29,,,,,,,,0.4439,,,,,,,
Cook County,Minnesota,27,31,,,,,,,,0.4476,,,,,,,
Cottonwood County,Minnesota,27,33,,,,,,,,0.434,,,,,,,
Crow Wing County,Minnesota,27,35,,,,,,,,0.4507,,,,,,,
Dakota County,Minnesota,27,37,,,,,,,,0.41,,,,,,,
Dodge County,Minnesota,27,39,,,,,,,,0.3878,,,,,,,
Douglas County,Minnesota,27,41,,,,,,,,0.439,,,,,,,
Faribault County,Minnesota,27,43,,,,,,,,0.4366,,,,,,,
Fillmore County,Minnesota,27,45,,,,,,,,0.4142,,,,,,,
Freeborn County,Minnesota,27,47,,,,,,,,0.431,,,,,,,
Goodhue County,Minnesota,27,49,,,,,,,,0.4311,,,,,,,
Grant County,Minnesota,27,51,,,,,,,,0.4276,,,,,,,
Hennepin County,Minnesota,27,53,,,,,,,,0.4854,,,,,,,
Houston County,Minnesota,27,55,,,,,,,,0.4016,,,,,,,
Hubbard County,Minnesota,27,57,,,,,,,,0.4109,,,,,,,
Isanti County,Minnesota,27,59,,,,,,,,0.3853,,,,,,,
Itasca County,Minnesota,27,61,,,,,,,,0.4135,,,,,,,
Jackson County,Minnesota,27,63,,,,,,,,0.4179,,,,,,,
Kanabec County,Minnesota,27,65,,,,,,,,0.4107,,,,,,,
Kandiyohi County,Minnesota,27,67,,,,,,,,0.438,,,,,,,
Kittson County,Minnesota,27,69,,,,,,,,0.4296,,,,,,,
Koochiching County,Minnesota,27,71,,,,,,,,0.448,,,,,,,
Lac qui Parle County,Minnesota,27,73,,,,,,,,0.4491,,,,,,,
Lake County,Minnesota,27,75,,,,,,,,0.4291,,,,,,,
