County,State,State_FIPS,County_FIPS,masters_degree
Shelby County,Alabama,01,117,11805
Sumter County,Alabama,01,119,505
Talladega County,Alabama,01,121,1794
Tallapoosa County,Alabama,01,123,973
Tuscaloosa County,Alabama,01,125,8324
Walker County,Alabama,01,127,1161
Washington County,Alabama,01,129,300
Wilcox County,Alabama,01,131,126
Winston County,Alabama,01,133,574
Anchorage Municipality,Alaska,02,020,14783
Bethel Census Area,Alaska,02,050,261
Bristol Bay Borough,Alaska,02,060,39
Fairbanks North Star Borough,Alaska,02,090,4564
Haines Borough,Alaska,02,100,116
Juneau City and Borough,Alaska,02,110,2076
Kenai Peninsula Borough,Alaska,02,122,2388
Kodiak Island Borough,Alaska,02,150,366
Matanuska-Susitna Borough,Alaska,02,170,2675
Nome Census Area,Alaska,02,180,128
North Slope Borough,Alaska,02,185,376
Sitka City and Borough,Alaska,02,220,481
Southeast Fairbanks Census Area,Alaska,02,240,292
Valdez-Cordova Census Area,Alaska,02,261,446
Wade Hampton Census Area,Alaska,02,270,62
Northwest Arctic Borough,Alaska,02,188,126
Aleutians East Borough,Alaska,02,013,12
Aleutians West Census Area,Alaska,02,016,146
Dillingham Census Area,Alaska,02,070,121
Lake and Peninsula Borough,Alaska,02,164,46
Denali Borough,Alaska,02,068,81
Yukon-Koyukuk Census Area,Alaska,02,290,101
Hoonah-Angoon Census Area,Alaska,02,105,126
Skagway Municipality,Alaska,02,230,30
Yakutat City and Borough,Alaska,02,282,18
Ketchikan Gateway Borough,Alaska,02,130,454
Petersburg Borough,Alaska,02,195,194
Prince of Wales-Hyder Census Area,Alaska,02,198,160
Wrangell City and Borough,Alaska,02,275,40
Apache County,Arizona,04,001,1363
Cochise County,Arizona,04,003,5976
Coconino County,Arizona,04,005,6946
Gila County,Arizona,04,007,1863
Graham County,Arizona,04,009,961
Greenlee County,Arizona,04,011,163
Maricopa County,Arizona,04,013,183850
Mohave County,Arizona,04,015,4186
Navajo County,Arizona,04,017,2668
Pima County,Arizona,04,019,53658
Pinal County,Arizona,04,021,11345
Santa Cruz County,Arizona,04,023,1130
Yavapai County,Arizona,04,025,9755
La Paz County,Arizona,04,012,398
Yuma County,Arizona,04,027,4152
Arkansas County,Arkansas,05,001,487
Ashley County,Arkansas,05,003,480
Baxter County,Arkansas,05,005,969
Benton County,Arkansas,05,007,9554
Boone County,Arkansas,05,009,937
Bradley County,Arkansas,05,011,114
Calhoun County,Arkansas,05,013,58
Carroll County,Arkansas,05,015,732
Chicot County,Arkansas,05,017,241
Clark County,Arkansas,05,019,856
Clay County,Arkansas,05,021,245
Cleburne County,Arkansas,05,023,736
Cleveland County,Arkansas,05,025,124
Columbia County,Arkansas,05,027,662
Conway County,Arkansas,05,029,490
Craighead County,Arkansas,05,031,3290
Crawford County,Arkansas,05,033,1374
Crittenden County,Arkansas,05,035,895
Cross County,Arkansas,05,037,250
Dallas County,Arkansas,05,039,99
Desha County,Arkansas,05,041,302
Drew County,Arkansas,05,043,519
Faulkner County,Arkansas,05,045,4160
Franklin County,Arkansas,05,047,368
Fulton County,Arkansas,05,049,348
Garland County,Arkansas,05,051,3367
Grant County,Arkansas,05,053,616
Greene County,Arkansas,05,055,869
Hempstead County,Arkansas,05,057,475
Hot Spring County,Arkansas,05,059,857
Howard County,Arkansas,05,061,360
Independence County,Arkansas,05,063,645
Izard County,Arkansas,05,065,318
Jackson County,Arkansas,05,067,319
Jefferson County,Arkansas,05,069,1920
Johnson County,Arkansas,05,071,502
Lafayette County,Arkansas,05,073,182
Lawrence County,Arkansas,05,075,262
Lee County,Arkansas,05,077,81
Lincoln County,Arkansas,05,079,152
Little River County,Arkansas,05,081,242
Logan County,Arkansas,05,083,316
Lonoke County,Arkansas,05,085,2011
Madison County,Arkansas,05,087,241
Marion County,Arkansas,05,089,337
Miller County,Arkansas,05,091,847
Mississippi County,Arkansas,05,093,828
Monroe County,Arkansas,05,095,134
Montgomery County,Arkansas,05,097,215
Nevada County,Arkansas,05,099,248
Newton County,Arkansas,05,101,159
Ouachita County,Arkansas,05,103,621
Perry County,Arkansas,05,105,193
Phillips County,Arkansas,05,107,465
Pike County,Arkansas,05,109,281
Poinsett County,Arkansas,05,111,358
Polk County,Arkansas,05,113,402
Pope County,Arkansas,05,115,2033
Prairie County,Arkansas,05,117,149
Pulaski County,Arkansas,05,119,18951
Randolph County,Arkansas,05,121,329
Saint Francis County,Arkansas,05,123,523
Saline County,Arkansas,05,125,3685
Scott County,Arkansas,05,127,215
Searcy County,Arkansas,05,129,191
Sebastian County,Arkansas,05,131,3348
Sevier County,Arkansas,05,133,242
Sharp County,Arkansas,05,135,421
Stone County,Arkansas,05,137,336
Union County,Arkansas,05,139,993
Van Buren County,Arkansas,05,141,405
Washington County,Arkansas,05,143,8322
White County,Arkansas,05,145,2292
Woodruff County,Arkansas,05,147,105
Yell County,Arkansas,05,149,318
Alameda County,California,06,001,116816
Alpine County,California,06,003,76
Amador County,California,06,005,825
Butte County,California,06,007,7246
Calaveras County,California,06,009,1373
Colusa County,California,06,011,231
Contra Costa County,California,06,013,64802
Del Norte County,California,06,015,510
El Dorado County,California,06,017,8419
Fresno County,California,06,019,21783
Glenn County,California,06,021,508
Humboldt County,California,06,023,5233
Imperial County,California,06,025,3221
Inyo County,California,06,027,780
Kern County,California,06,029,16911
Kings County,California,06,031,2123
Lake County,California,06,033,1566
Lassen County,California,06,035,657
Los Angeles County,California,06,037,418357
Madera County,California,06,039,2479
Marin County,California,06,041,26266
Mariposa County,California,06,043,532
Mendocino County,California,06,045,3526
Merced County,California,06,047,3754
Modoc County,California,06,049,245
Mono County,California,06,051,647
Monterey County,California,06,053,15155
Napa County,California,06,055,6365
Nevada County,California,06,057,5335
Orange County,California,06,059,168387
Placer County,California,06,061,18089
Plumas County,California,06,063,979
Riverside County,California,06,065,67662
Sacramento County,California,06,067,54086
San Benito County,California,06,069,1084
San Bernardino County,California,06,071,55110
San Diego County,California,06,073,168867
San Francisco County,California,06,075,80683
San Joaquin County,California,06,077,14862
San Luis Obispo County,California,06,079,13802
San Mateo County,California,06,081,55332
Santa Barbara County,California,06,083,21108
Santa Clara County,California,06,085,172758
Santa Cruz County,California,06,087,16327
Shasta County,California,06,089,5039
Sierra County,California,06,091,124
Siskiyou County,California,06,093,1671
Solano County,California,06,095,13380
Sonoma County,California,06,097,25179
Stanislaus County,California,06,099,10996
Sutter County,California,06,101,1948
Tehama County,California,06,103,1008
Trinity County,California,06,105,399
Tulare County,California,06,107,7059
Tuolumne County,California,06,109,1742
Ventura County,California,06,111,41320
Yolo County,California,06,113,10469
Yuba County,California,06,115,1176
Alamosa County,Colorado,08,003,787
Archuleta County,Colorado,08,007,843
Baca County,Colorado,08,009,100
Bent County,Colorado,08,011,119
Chaffee County,Colorado,08,015,1129
Cheyenne County,Colorado,08,017,59
Clear Creek County,Colorado,08,019,758
Conejos County,Colorado,08,021,267
Costilla County,Colorado,08,023,162
Crowley County,Colorado,08,025,46
Custer County,Colorado,08,027,328
Delta County,Colorado,08,029,1063
Dolores County,Colorado,08,033,95
Douglas County,Colorado,08,035,25197
Eagle County,Colorado,08,037,2695
Elbert County,Colorado,08,039,1049
El Paso County,Colorado,08,041,41838
Fremont County,Colorado,08,043,1472
Garfield County,Colorado,08,045,2181
Gilpin County,Colorado,08,047,466
Grand County,Colorado,08,049,644
Gunnison County,Colorado,08,051,966
Huerfano County,Colorado,08,055,325
Jackson County,Colorado,08,057,53
Kiowa County,Colorado,08,061,31
Kit Carson County,Colorado,08,063,234
Lake County,Colorado,08,065,316
La Plata County,Colorado,08,067,3554
Larimer County,Colorado,08,069,23017
Las Animas County,Colorado,08,071,454
Lincoln County,Colorado,08,073,133
Logan County,Colorado,08,075,622
Mesa County,Colorado,08,077,6038
Moffat County,Colorado,08,081,354
Montezuma County,Colorado,08,083,1513
Montrose County,Colorado,08,085,2018
Morgan County,Colorado,08,087,683
Otero County,Colorado,08,089,400
Ouray County,Colorado,08,091,455
Park County,Colorado,08,093,1036
Phillips County,Colorado,08,095,131
Pitkin County,Colorado,08,097,1370
Prowers County,Colorado,08,099,293
Pueblo County,Colorado,08,101,6021
Rio Blanco County,Colorado,08,103,269
Rio Grande County,Colorado,08,105,384
Routt County,Colorado,08,107,1626
Saguache County,Colorado,08,109,322
San Miguel County,Colorado,08,113,605
Sedgwick County,Colorado,08,115,49
Summit County,Colorado,08,117,2345
Teller County,Colorado,08,119,1740
Washington County,Colorado,08,121,146
Yuma County,Colorado,08,125,258
Adams County,Colorado,08,001,13283
Arapahoe County,Colorado,08,005,36945
Boulder County,Colorado,08,013,32592
Broomfield County,Colorado,08,014,4568
Denver County,Colorado,08,031,44510
Jefferson County,Colorado,08,059,39340
Weld County,Colorado,08,123,9230
Fairfield County,Connecticut,09,001,88322
Hartford County,Connecticut,09,003,63594
Litchfield County,Connecticut,09,005,13317
Middlesex County,Connecticut,09,007,15217
New Haven County,Connecticut,09,009,59081
New London County,Connecticut,09,011,19799
Tolland County,Connecticut,09,013,11964
Windham County,Connecticut,09,015,5189
Kent County,Delaware,10,001,6375
New Castle County,Delaware,10,003,33067
Sussex County,Delaware,10,005,8990
Alachua County,Florida,12,001,16247
Baker County,Florida,12,003,517
Bay County,Florida,12,005,6587
Bradford County,Florida,12,007,463
Brevard County,Florida,12,009,29149
Broward County,Florida,12,011,87370
Calhoun County,Florida,12,013,260
Charlotte County,Florida,12,015,7036
Citrus County,Florida,12,017,4724
Clay County,Florida,12,019,7492
Collier County,Florida,12,021,17738
Columbia County,Florida,12,023,1617
Miami-Dade County,Florida,12,086,100118
DeSoto County,Florida,12,027,535
Dixie County,Florida,12,029,270
Duval County,Florida,12,031,32121
Escambia County,Florida,12,033,11602
Flagler County,Florida,12,035,3878
Franklin County,Florida,12,037,265
Gadsden County,Florida,12,039,1306
Gilchrist County,Florida,12,041,387
Glades County,Florida,12,043,254
Gulf County,Florida,12,045,306
Hamilton County,Florida,12,047,149
Hardee County,Florida,12,049,200
Hendry County,Florida,12,051,670
Hernando County,Florida,12,053,4615
Highlands County,Florida,12,055,2616
Hillsborough County,Florida,12,057,55728
Holmes County,Florida,12,059,479
Indian River County,Florida,12,061,7415
Jackson County,Florida,12,063,1162
Jefferson County,Florida,12,065,384
Lafayette County,Florida,12,067,140
Lake County,Florida,12,069,10726
Lee County,Florida,12,071,28038
Leon County,Florida,12,073,19067
Levy County,Florida,12,075,654
Liberty County,Florida,12,077,162
Madison County,Florida,12,079,441
Manatee County,Florida,12,081,16521
Marion County,Florida,12,083,10326
Martin County,Florida,12,085,7658
Monroe County,Florida,12,087,3627
Nassau County,Florida,12,089,2934
Okaloosa County,Florida,12,091,10412
Okeechobee County,Florida,12,093,527
Orange County,Florida,12,095,51338
Osceola County,Florida,12,097,6322
Palm Beach County,Florida,12,099,74331
Pasco County,Florida,12,101,16121
Pinellas County,Florida,12,103,43008
Polk County,Florida,12,105,16186
Putnam County,Florida,12,107,1667
Saint Johns County,Florida,12,109,12222
Saint Lucie County,Florida,12,111,9907
Santa Rosa County,Florida,12,113,6766
Sarasota County,Florida,12,115,24617
Seminole County,Florida,12,117,23919
Sumter County,Florida,12,119,5976
Suwannee County,Florida,12,121,684
Taylor County,Florida,12,123,548
Union County,Florida,12,125,221
Volusia County,Florida,12,127,19272
Wakulla County,Florida,12,129,1028
Walton County,Florida,12,131,2157
Washington County,Florida,12,133,556
Appling County,Georgia,13,001,309
Atkinson County,Georgia,13,003,162
Bacon County,Georgia,13,005,149
Baker County,Georgia,13,007,5
Baldwin County,Georgia,13,009,1728
Banks County,Georgia,13,011,228
Barrow County,Georgia,13,013,1697
Bartow County,Georgia,13,015,2711
Ben Hill County,Georgia,13,017,343
Berrien County,Georgia,13,019,444
Bibb County,Georgia,13,021,4871
Bleckley County,Georgia,13,023,366
Brantley County,Georgia,13,025,211
Brooks County,Georgia,13,027,288
Bryan County,Georgia,13,029,1402
Bulloch County,Georgia,13,031,2688
Burke County,Georgia,13,033,374
Butts County,Georgia,13,035,418
Calhoun County,Georgia,13,037,115
Camden County,Georgia,13,039,1699
Candler County,Georgia,13,043,220
Carroll County,Georgia,13,045,3080
Catoosa County,Georgia,13,047,1630
Charlton County,Georgia,13,049,284
Chatham County,Georgia,13,051,12040
Chattahoochee County,Georgia,13,053,235
Chattooga County,Georgia,13,055,287
Cherokee County,Georgia,13,057,10372
Clarke County,Georgia,13,059,7146
Clay County,Georgia,13,061,45
Clayton County,Georgia,13,063,6761
Clinch County,Georgia,13,065,232
Cobb County,Georgia,13,067,49949
Coffee County,Georgia,13,069,954
Colquitt County,Georgia,13,071,998
Columbia County,Georgia,13,073,7062
Cook County,Georgia,13,075,400
Coweta County,Georgia,13,077,5576
Crawford County,Georgia,13,079,152
Crisp County,Georgia,13,081,487
Dade County,Georgia,13,083,413
Dawson County,Georgia,13,085,692
Decatur County,Georgia,13,087,687
DeKalb County,Georgia,13,089,47248
Dodge County,Georgia,13,091,432
Dooly County,Georgia,13,093,221
Dougherty County,Georgia,13,095,2741
Douglas County,Georgia,13,097,4988
Early County,Georgia,13,099,254
Echols County,Georgia,13,101,61
Effingham County,Georgia,13,103,1617
Elbert County,Georgia,13,105,442
Emanuel County,Georgia,13,107,402
Evans County,Georgia,13,109,208
Fannin County,Georgia,13,111,712
Fayette County,Georgia,13,113,7714
Floyd County,Georgia,13,115,3171
Forsyth County,Georgia,13,117,11686
Franklin County,Georgia,13,119,501
Fulton County,Georgia,13,121,77486
Gilmer County,Georgia,13,123,695
Glascock County,Georgia,13,125,69
Glynn County,Georgia,13,127,3588
Gordon County,Georgia,13,129,1239
Grady County,Georgia,13,131,485
Greene County,Georgia,13,133,671
Gwinnett County,Georgia,13,135,40875
Habersham County,Georgia,13,137,1385
Hall County,Georgia,13,139,6176
Hancock County,Georgia,13,141,166
Haralson County,Georgia,13,143,447
Harris County,Georgia,13,145,1774
Hart County,Georgia,13,147,681
Heard County,Georgia,13,149,115
Henry County,Georgia,13,151,7885
Houston County,Georgia,13,153,7291
Irwin County,Georgia,13,155,173
Jackson County,Georgia,13,157,1942
Jasper County,Georgia,13,159,412
Jeff Davis County,Georgia,13,161,234
Jefferson County,Georgia,13,163,191
Jenkins County,Georgia,13,165,209
Johnson County,Georgia,13,167,251
Jones County,Georgia,13,169,882
Lamar County,Georgia,13,171,415
Lanier County,Georgia,13,173,311
Laurens County,Georgia,13,175,1420
Lee County,Georgia,13,177,1073
Liberty County,Georgia,13,179,1584
Lincoln County,Georgia,13,181,180
Long County,Georgia,13,183,195
Lowndes County,Georgia,13,185,3531
Lumpkin County,Georgia,13,187,989
McDuffie County,Georgia,13,189,578
McIntosh County,Georgia,13,191,377
Macon County,Georgia,13,193,282
Madison County,Georgia,13,195,687
Marion County,Georgia,13,197,70
Meriwether County,Georgia,13,199,338
Miller County,Georgia,13,201,105
Mitchell County,Georgia,13,205,413
Monroe County,Georgia,13,207,916
Montgomery County,Georgia,13,209,194
Morgan County,Georgia,13,211,721
Murray County,Georgia,13,213,529
Muscogee County,Georgia,13,215,6834
Newton County,Georgia,13,217,3134
Oconee County,Georgia,13,219,2624
Oglethorpe County,Georgia,13,221,622
Paulding County,Georgia,13,223,5220
Peach County,Georgia,13,225,778
Pickens County,Georgia,13,227,1135
Pierce County,Georgia,13,229,276
Pike County,Georgia,13,231,652
Polk County,Georgia,13,233,966
Pulaski County,Georgia,13,235,183
Putnam County,Georgia,13,237,767
Quitman County,Georgia,13,239,10
Rabun County,Georgia,13,241,881
Randolph County,Georgia,13,243,430
Richmond County,Georgia,13,245,5922
Rockdale County,Georgia,13,247,3530
Schley County,Georgia,13,249,120
Screven County,Georgia,13,251,169
Seminole County,Georgia,13,253,235
Spalding County,Georgia,13,255,1559
Stephens County,Georgia,13,257,615
Stewart County,Georgia,13,259,100
Sumter County,Georgia,13,261,1120
Talbot County,Georgia,13,263,143
Taliaferro County,Georgia,13,265,41
Tattnall County,Georgia,13,267,599
Taylor County,Georgia,13,269,148
Telfair County,Georgia,13,271,604
Terrell County,Georgia,13,273,118
Thomas County,Georgia,13,275,1125
Tift County,Georgia,13,277,1165
Toombs County,Georgia,13,279,538
Towns County,Georgia,13,281,485
Treutlen County,Georgia,13,283,109
Troup County,Georgia,13,285,2150
Turner County,Georgia,13,287,127
Twiggs County,Georgia,13,289,165
Union County,Georgia,13,291,892
Upson County,Georgia,13,293,552
Walker County,Georgia,13,295,1363
Walton County,Georgia,13,297,2042
Ware County,Georgia,13,299,1066
Warren County,Georgia,13,301,94
Washington County,Georgia,13,303,354
Wayne County,Georgia,13,305,585
Webster County,Georgia,13,307,121
Wheeler County,Georgia,13,309,160
White County,Georgia,13,311,885
Whitfield County,Georgia,13,313,2327
Wilcox County,Georgia,13,315,74
Wilkes County,Georgia,13,317,181
Wilkinson County,Georgia,13,319,212
Worth County,Georgia,13,321,420
Hawaii County,Hawaii,15,001,7268
Honolulu County,Hawaii,15,003,45115
Kauai County,Hawaii,15,007,2521
Kalawao County,Hawaii,15,005,23
Maui County,Hawaii,15,009,6199
Ada County,Idaho,16,001,20613
Adams County,Idaho,16,003,121
Bannock County,Idaho,16,005,2854
Bear Lake County,Idaho,16,007,89
Benewah County,Idaho,16,009,269
Bingham County,Idaho,16,011,888
Blaine County,Idaho,16,013,1400
Boise County,Idaho,16,015,203
Bonner County,Idaho,16,017,1389
Bonneville County,Idaho,16,019,3476
Boundary County,Idaho,16,021,341
Butte County,Idaho,16,023,127
Camas County,Idaho,16,025,36
Canyon County,Idaho,16,027,3832
Caribou County,Idaho,16,029,75
Cassia County,Idaho,16,031,357
Clearwater County,Idaho,16,035,210
Custer County,Idaho,16,037,87
Elmore County,Idaho,16,039,776
Franklin County,Idaho,16,041,274
Fremont County,Idaho,16,043,254
Gem County,Idaho,16,045,373
Gooding County,Idaho,16,047,229
Idaho County,Idaho,16,049,298
Jefferson County,Idaho,16,051,557
Jerome County,Idaho,16,053,376
Kootenai County,Idaho,16,055,4389
Latah County,Idaho,16,057,2146
Lemhi County,Idaho,16,059,278
Lewis County,Idaho,16,061,67
Lincoln County,Idaho,16,063,106
Madison County,Idaho,16,065,946
Minidoka County,Idaho,16,067,231
Nez Perce County,Idaho,16,069,1134
Oneida County,Idaho,16,071,93
Owyhee County,Idaho,16,073,86
Payette County,Idaho,16,075,496
Power County,Idaho,16,077,148
Shoshone County,Idaho,16,079,241
Teton County,Idaho,16,081,280
Twin Falls County,Idaho,16,083,1548
Valley County,Idaho,16,085,535
Washington County,Idaho,16,087,304
Adams County,Illinois,17,001,2252
Alexander County,Illinois,17,003,103
Bond County,Illinois,17,005,850
Boone County,Illinois,17,007,1602
Brown County,Illinois,17,009,122
Bureau County,Illinois,17,011,1041
Calhoun County,Illinois,17,013,179
Carroll County,Illinois,17,015,514
Cass County,Illinois,17,017,233
Champaign County,Illinois,17,019,15765
Christian County,Illinois,17,021,681
Clark County,Illinois,17,023,529
Clay County,Illinois,17,025,257
Clinton County,Illinois,17,027,1367
Coles County,Illinois,17,029,2139
Cook County,Illinois,17,031,326956
Crawford County,Illinois,17,033,591
Cumberland County,Illinois,17,035,251
DeKalb County,Illinois,17,037,4503
De Witt County,Illinois,17,039,267
Douglas County,Illinois,17,041,453
DuPage County,Illinois,17,043,79318
Edgar County,Illinois,17,045,441
Edwards County,Illinois,17,047,110
Effingham County,Illinois,17,049,926
Fayette County,Illinois,17,051,644
Ford County,Illinois,17,053,293
Franklin County,Illinois,17,055,915
Fulton County,Illinois,17,057,880
Gallatin County,Illinois,17,059,75
Greene County,Illinois,17,061,301
Grundy County,Illinois,17,063,1510
Hamilton County,Illinois,17,065,290
Hancock County,Illinois,17,067,574
Hardin County,Illinois,17,069,100
Henderson County,Illinois,17,071,158
Henry County,Illinois,17,073,1880
Iroquois County,Illinois,17,075,673
Jackson County,Illinois,17,077,3778
Jasper County,Illinois,17,079,373
Jefferson County,Illinois,17,081,1101
Jersey County,Illinois,17,083,772
Jo Daviess County,Illinois,17,085,1110
Johnson County,Illinois,17,087,260
Kane County,Illinois,17,089,28385
Kankakee County,Illinois,17,091,3656
Kendall County,Illinois,17,093,6955
Knox County,Illinois,17,095,1728
Lake County,Illinois,17,097,54363
LaSalle County,Illinois,17,099,2850
Lawrence County,Illinois,17,101,195
Lee County,Illinois,17,103,813
Livingston County,Illinois,17,105,987
Logan County,Illinois,17,107,805
McDonough County,Illinois,17,109,1789
McHenry County,Illinois,17,111,16852
McLean County,Illinois,17,113,9650
Macon County,Illinois,17,115,4073
Macoupin County,Illinois,17,117,1307
Madison County,Illinois,17,119,11272
Marion County,Illinois,17,121,994
Marshall County,Illinois,17,123,247
Mason County,Illinois,17,125,390
Massac County,Illinois,17,127,343
Menard County,Illinois,17,129,458
Mercer County,Illinois,17,131,434
Monroe County,Illinois,17,133,1430
Montgomery County,Illinois,17,135,655
Morgan County,Illinois,17,137,1446
Moultrie County,Illinois,17,139,402
Ogle County,Illinois,17,141,1888
Peoria County,Illinois,17,143,9554
Perry County,Illinois,17,145,547
Piatt County,Illinois,17,147,818
Pike County,Illinois,17,149,308
Pope County,Illinois,17,151,131
Pulaski County,Illinois,17,153,154
Putnam County,Illinois,17,155,205
Randolph County,Illinois,17,157,567
Richland County,Illinois,17,159,474
Rock Island County,Illinois,17,161,5635
Saint Clair County,Illinois,17,163,13321
Saline County,Illinois,17,165,628
Sangamon County,Illinois,17,167,11437
Schuyler County,Illinois,17,169,158
Scott County,Illinois,17,171,98
Shelby County,Illinois,17,173,547
Stark County,Illinois,17,175,134
Stephenson County,Illinois,17,177,1692
Tazewell County,Illinois,17,179,4714
Union County,Illinois,17,181,707
Vermilion County,Illinois,17,183,1865
Wabash County,Illinois,17,185,335
Warren County,Illinois,17,187,505
Washington County,Illinois,17,189,557
Wayne County,Illinois,17,191,250
White County,Illinois,17,193,440
Whiteside County,Illinois,17,195,1607
Will County,Illinois,17,197,37952
Williamson County,Illinois,17,199,2598
Winnebago County,Illinois,17,201,10707
Woodford County,Illinois,17,203,1764
Adams County,Indiana,18,001,947
Allen County,Indiana,18,003,14609
Bartholomew County,Indiana,18,005,4536
Benton County,Indiana,18,007,207
Blackford County,Indiana,18,009,205
Boone County,Indiana,18,011,3580
Brown County,Indiana,18,013,752
Carroll County,Indiana,18,015,426
Cass County,Indiana,18,017,984
Clark County,Indiana,18,019,3429
Clay County,Indiana,18,021,788
Clinton County,Indiana,18,023,732
Crawford County,Indiana,18,025,356
Daviess County,Indiana,18,027,948
Dearborn County,Indiana,18,029,1533
Decatur County,Indiana,18,031,763
DeKalb County,Indiana,18,033,1344
Delaware County,Indiana,18,035,4975
Dubois County,Indiana,18,037,1683
Elkhart County,Indiana,18,039,5555
Fayette County,Indiana,18,041,385
Floyd County,Indiana,18,043,2883
Fountain County,Indiana,18,045,392
Franklin County,Indiana,18,047,729
Fulton County,Indiana,18,049,601
Gibson County,Indiana,18,051,686
Grant County,Indiana,18,053,2195
Greene County,Indiana,18,055,881
Hamilton County,Indiana,18,057,23065
Hancock County,Indiana,18,059,3060
Harrison County,Indiana,18,061,940
Hendricks County,Indiana,18,063,6644
Henry County,Indiana,18,065,1353
Howard County,Indiana,18,067,3428
Huntington County,Indiana,18,069,1100
Jackson County,Indiana,18,071,1067
Jasper County,Indiana,18,073,791
Jay County,Indiana,18,075,395
Jefferson County,Indiana,18,077,1167
Jennings County,Indiana,18,079,438
Johnson County,Indiana,18,081,5602
Knox County,Indiana,18,083,1021
Kosciusko County,Indiana,18,085,2873
LaGrange County,Indiana,18,087,784
Lake County,Indiana,18,089,15999
LaPorte County,Indiana,18,091,3183
Lawrence County,Indiana,18,093,1142
Madison County,Indiana,18,095,3921
Marion County,Indiana,18,097,38225
Marshall County,Indiana,18,099,1454
Martin County,Indiana,18,101,321
Miami County,Indiana,18,103,719
Monroe County,Indiana,18,105,10787
Montgomery County,Indiana,18,107,1246
Morgan County,Indiana,18,109,2046
Newton County,Indiana,18,111,170
Noble County,Indiana,18,113,989
Ohio County,Indiana,18,115,96
Orange County,Indiana,18,117,497
Owen County,Indiana,18,119,403
Parke County,Indiana,18,121,555
Perry County,Indiana,18,123,480
Pike County,Indiana,18,125,284
Porter County,Indiana,18,127,6409
Posey County,Indiana,18,129,878
Pulaski County,Indiana,18,131,224
Putnam County,Indiana,18,133,1221
Randolph County,Indiana,18,135,715
Ripley County,Indiana,18,137,609
Rush County,Indiana,18,139,539
Saint Joseph County,Indiana,18,141,12640
Scott County,Indiana,18,143,427
Shelby County,Indiana,18,145,1046
Spencer County,Indiana,18,147,844
Starke County,Indiana,18,149,580
Steuben County,Indiana,18,151,1275
Sullivan County,Indiana,18,153,505
Switzerland County,Indiana,18,155,178
Tippecanoe County,Indiana,18,157,9549
Tipton County,Indiana,18,159,488
Union County,Indiana,18,161,244
Vanderburgh County,Indiana,18,163,6265
Vermillion County,Indiana,18,165,380
Vigo County,Indiana,18,167,4351
Wabash County,Indiana,18,169,1085
Warren County,Indiana,18,171,145
Warrick County,Indiana,18,173,2575
Washington County,Indiana,18,175,911
Wayne County,Indiana,18,177,2470
Wells County,Indiana,18,179,846
White County,Indiana,18,181,690
Whitley County,Indiana,18,183,1048
Adair County,Iowa,19,001,110
Adams County,Iowa,19,003,76
Allamakee County,Iowa,19,005,232
Appanoose County,Iowa,19,007,341
Audubon County,Iowa,19,009,94
Benton County,Iowa,19,011,559
Black Hawk County,Iowa,19,013,4391
Boone County,Iowa,19,015,749
Bremer County,Iowa,19,017,995
Buchanan County,Iowa,19,019,513
Buena Vista County,Iowa,19,021,559
Butler County,Iowa,19,023,307
Calhoun County,Iowa,19,025,223
Carroll County,Iowa,19,027,350
Cass County,Iowa,19,029,347
