County,State,State_FIPS,County_FIPS,masters_degree
Santa Rosa County,Florida,12,113,6959
Sarasota County,Florida,12,115,25926
Seminole County,Florida,12,117,24623
Sumter County,Florida,12,119,6924
Suwannee County,Florida,12,121,752
Taylor County,Florida,12,123,680
Union County,Florida,12,125,236
Volusia County,Florida,12,127,19168
Wakulla County,Florida,12,129,1107
Walton County,Florida,12,131,2166
Washington County,Florida,12,133,584
Appling County,Georgia,13,001,305
Atkinson County,Georgia,13,003,152
Bacon County,Georgia,13,005,229
Baker County,Georgia,13,007,72
Baldwin County,Georgia,13,009,1732
Banks County,Georgia,13,011,311
Barrow County,Georgia,13,013,1779
Bartow County,Georgia,13,015,2869
Ben Hill County,Georgia,13,017,262
Berrien County,Georgia,13,019,504
Bibb County,Georgia,13,021,4934
Bleckley County,Georgia,13,023,403
Brantley County,Georgia,13,025,269
Brooks County,Georgia,13,027,257
Bryan County,Georgia,13,029,1501
Bulloch County,Georgia,13,031,2735
Burke County,Georgia,13,033,338
Butts County,Georgia,13,035,308
Calhoun County,Georgia,13,037,157
Camden County,Georgia,13,039,1768
Candler County,Georgia,13,043,175
Carroll County,Georgia,13,045,3116
Catoosa County,Georgia,13,047,1618
Charlton County,Georgia,13,049,310
Chatham County,Georgia,13,051,14025
Chattahoochee County,Georgia,13,053,264
Chattooga County,Georgia,13,055,318
Cherokee County,Georgia,13,057,10533
Clarke County,Georgia,13,059,7323
Clay County,Georgia,13,061,72
Clayton County,Georgia,13,063,6609
Clinch County,Georgia,13,065,203
Cobb County,Georgia,13,067,49852
Coffee County,Georgia,13,069,1194
Colquitt County,Georgia,13,071,957
Columbia County,Georgia,13,073,7532
Cook County,Georgia,13,075,446
Coweta County,Georgia,13,077,5966
Crawford County,Georgia,13,079,196
Crisp County,Georgia,13,081,582
Dade County,Georgia,13,083,425
Dawson County,Georgia,13,085,639
Decatur County,Georgia,13,087,698
DeKalb County,Georgia,13,089,48591
Dodge County,Georgia,13,091,592
Dooly County,Georgia,13,093,252
Dougherty County,Georgia,13,095,2619
Douglas County,Georgia,13,097,5182
Early County,Georgia,13,099,346
Echols County,Georgia,13,101,49
Effingham County,Georgia,13,103,1716
Elbert County,Georgia,13,105,409
Emanuel County,Georgia,13,107,402
Evans County,Georgia,13,109,211
Fannin County,Georgia,13,111,692
Fayette County,Georgia,13,113,7625
Floyd County,Georgia,13,115,3109
Forsyth County,Georgia,13,117,12208
Franklin County,Georgia,13,119,476
Fulton County,Georgia,13,121,81090
Gilmer County,Georgia,13,123,829
Glascock County,Georgia,13,125,66
Glynn County,Georgia,13,127,3812
Gordon County,Georgia,13,129,1358
Grady County,Georgia,13,131,543
Greene County,Georgia,13,133,743
Gwinnett County,Georgia,13,135,41621
Habersham County,Georgia,13,137,1401
Hall County,Georgia,13,139,6575
Hancock County,Georgia,13,141,116
Haralson County,Georgia,13,143,707
Harris County,Georgia,13,145,1691
Hart County,Georgia,13,147,644
Heard County,Georgia,13,149,147
Henry County,Georgia,13,151,8084
Houston County,Georgia,13,153,7014
Irwin County,Georgia,13,155,193
Jackson County,Georgia,13,157,1897
Jasper County,Georgia,13,159,362
Jeff Davis County,Georgia,13,161,182
Jefferson County,Georgia,13,163,237
Jenkins County,Georgia,13,165,159
Johnson County,Georgia,13,167,236
Jones County,Georgia,13,169,773
Lamar County,Georgia,13,171,418
Lanier County,Georgia,13,173,218
Laurens County,Georgia,13,175,1382
Lee County,Georgia,13,177,1101
Liberty County,Georgia,13,179,1716
Lincoln County,Georgia,13,181,207
Long County,Georgia,13,183,229
Lowndes County,Georgia,13,185,3762
Lumpkin County,Georgia,13,187,1074
McDuffie County,Georgia,13,189,515
McIntosh County,Georgia,13,191,524
Macon County,Georgia,13,193,257
Madison County,Georgia,13,195,802
Marion County,Georgia,13,197,134
Meriwether County,Georgia,13,199,275
Miller County,Georgia,13,201,79
Mitchell County,Georgia,13,205,441
Monroe County,Georgia,13,207,1106
Montgomery County,Georgia,13,209,215
Morgan County,Georgia,13,211,764
Murray County,Georgia,13,213,662
Muscogee County,Georgia,13,215,7150
Newton County,Georgia,13,217,3209
Oconee County,Georgia,13,219,2729
Oglethorpe County,Georgia,13,221,581
Paulding County,Georgia,13,223,6004
Peach County,Georgia,13,225,884
Pickens County,Georgia,13,227,1154
Pierce County,Georgia,13,229,395
Pike County,Georgia,13,231,549
Polk County,Georgia,13,233,1047
Pulaski County,Georgia,13,235,234
Putnam County,Georgia,13,237,681
Quitman County,Georgia,13,239,5
Rabun County,Georgia,13,241,892
Randolph County,Georgia,13,243,470
Richmond County,Georgia,13,245,6161
Rockdale County,Georgia,13,247,3486
Schley County,Georgia,13,249,146
Screven County,Georgia,13,251,256
Seminole County,Georgia,13,253,210
Spalding County,Georgia,13,255,1458
Stephens County,Georgia,13,257,695
Stewart County,Georgia,13,259,94
Sumter County,Georgia,13,261,933
Talbot County,Georgia,13,263,169
Taliaferro County,Georgia,13,265,29
Tattnall County,Georgia,13,267,591
Taylor County,Georgia,13,269,123
Telfair County,Georgia,13,271,531
Terrell County,Georgia,13,273,90
Thomas County,Georgia,13,275,1389
Tift County,Georgia,13,277,1151
Toombs County,Georgia,13,279,579
Towns County,Georgia,13,281,546
Treutlen County,Georgia,13,283,132
Troup County,Georgia,13,285,2074
Turner County,Georgia,13,287,117
Twiggs County,Georgia,13,289,176
Union County,Georgia,13,291,1001
Upson County,Georgia,13,293,646
Walker County,Georgia,13,295,1386
Walton County,Georgia,13,297,2009
Ware County,Georgia,13,299,981
Warren County,Georgia,13,301,115
Washington County,Georgia,13,303,345
Wayne County,Georgia,13,305,617
Webster County,Georgia,13,307,106
Wheeler County,Georgia,13,309,110
White County,Georgia,13,311,880
Whitfield County,Georgia,13,313,2340
Wilcox County,Georgia,13,315,90
Wilkes County,Georgia,13,317,181
Wilkinson County,Georgia,13,319,160
Worth County,Georgia,13,321,354
Hawaii County,Hawaii,15,001,7416
Honolulu County,Hawaii,15,003,46928
Kauai County,Hawaii,15,007,2377
Kalawao County,Hawaii,15,005,18
Maui County,Hawaii,15,009,6572
Ada County,Idaho,16,001,21263
Adams County,Idaho,16,003,183
Bannock County,Idaho,16,005,2950
Bear Lake County,Idaho,16,007,94
Benewah County,Idaho,16,009,249
Bingham County,Idaho,16,011,886
Blaine County,Idaho,16,013,1374
Boise County,Idaho,16,015,206
Bonner County,Idaho,16,017,1285
Bonneville County,Idaho,16,019,3451
Boundary County,Idaho,16,021,341
Butte County,Idaho,16,023,115
Camas County,Idaho,16,025,22
Canyon County,Idaho,16,027,4255
Caribou County,Idaho,16,029,79
Cassia County,Idaho,16,031,394
Clearwater County,Idaho,16,035,216
Custer County,Idaho,16,037,176
Elmore County,Idaho,16,039,812
Franklin County,Idaho,16,041,210
Fremont County,Idaho,16,043,288
Gem County,Idaho,16,045,358
Gooding County,Idaho,16,047,258
Idaho County,Idaho,16,049,344
Jefferson County,Idaho,16,051,618
Jerome County,Idaho,16,053,295
Kootenai County,Idaho,16,055,4622
Latah County,Idaho,16,057,2311
Lemhi County,Idaho,16,059,280
Lewis County,Idaho,16,061,63
Lincoln County,Idaho,16,063,117
Madison County,Idaho,16,065,1009
Minidoka County,Idaho,16,067,299
Nez Perce County,Idaho,16,069,1306
Oneida County,Idaho,16,071,109
Owyhee County,Idaho,16,073,98
Payette County,Idaho,16,075,622
Power County,Idaho,16,077,116
Shoshone County,Idaho,16,079,199
Teton County,Idaho,16,081,433
Twin Falls County,Idaho,16,083,1541
Valley County,Idaho,16,085,527
Washington County,Idaho,16,087,321
Adams County,Illinois,17,001,2357
Alexander County,Illinois,17,003,115
Bond County,Illinois,17,005,761
Boone County,Illinois,17,007,1668
Brown County,Illinois,17,009,134
Bureau County,Illinois,17,011,1104
Calhoun County,Illinois,17,013,165
Carroll County,Illinois,17,015,427
Cass County,Illinois,17,017,239
Champaign County,Illinois,17,019,15298
Christian County,Illinois,17,021,833
Clark County,Illinois,17,023,576
Clay County,Illinois,17,025,231
Clinton County,Illinois,17,027,1421
Coles County,Illinois,17,029,2130
Cook County,Illinois,17,031,337581
Crawford County,Illinois,17,033,686
Cumberland County,Illinois,17,035,284
DeKalb County,Illinois,17,037,4775
De Witt County,Illinois,17,039,316
Douglas County,Illinois,17,041,465
DuPage County,Illinois,17,043,80532
Edgar County,Illinois,17,045,591
Edwards County,Illinois,17,047,89
Effingham County,Illinois,17,049,1043
Fayette County,Illinois,17,051,595
Ford County,Illinois,17,053,303
Franklin County,Illinois,17,055,968
Fulton County,Illinois,17,057,853
Gallatin County,Illinois,17,059,109
Greene County,Illinois,17,061,271
Grundy County,Illinois,17,063,1687
Hamilton County,Illinois,17,065,300
Hancock County,Illinois,17,067,497
Hardin County,Illinois,17,069,88
Henderson County,Illinois,17,071,99
Henry County,Illinois,17,073,1712
Iroquois County,Illinois,17,075,700
Jackson County,Illinois,17,077,3830
Jasper County,Illinois,17,079,356
Jefferson County,Illinois,17,081,1080
Jersey County,Illinois,17,083,773
Jo Daviess County,Illinois,17,085,1093
Johnson County,Illinois,17,087,302
Kane County,Illinois,17,089,28292
Kankakee County,Illinois,17,091,3935
Kendall County,Illinois,17,093,6889
Knox County,Illinois,17,095,1684
Lake County,Illinois,17,097,54652
LaSalle County,Illinois,17,099,2899
Lawrence County,Illinois,17,101,162
Lee County,Illinois,17,103,949
Livingston County,Illinois,17,105,1075
Logan County,Illinois,17,107,775
McDonough County,Illinois,17,109,1738
McHenry County,Illinois,17,111,17350
McLean County,Illinois,17,113,9984
Macon County,Illinois,17,115,4310
Macoupin County,Illinois,17,117,1448
Madison County,Illinois,17,119,11842
Marion County,Illinois,17,121,1058
Marshall County,Illinois,17,123,276
Mason County,Illinois,17,125,342
Massac County,Illinois,17,127,389
Menard County,Illinois,17,129,479
Mercer County,Illinois,17,131,485
Monroe County,Illinois,17,133,1441
Montgomery County,Illinois,17,135,710
Morgan County,Illinois,17,137,1489
Moultrie County,Illinois,17,139,327
Ogle County,Illinois,17,141,1992
Peoria County,Illinois,17,143,9433
Perry County,Illinois,17,145,551
Piatt County,Illinois,17,147,753
Pike County,Illinois,17,149,353
Pope County,Illinois,17,151,142
Pulaski County,Illinois,17,153,180
Putnam County,Illinois,17,155,193
Randolph County,Illinois,17,157,570
Richland County,Illinois,17,159,470
Rock Island County,Illinois,17,161,5639
Saint Clair County,Illinois,17,163,13307
Saline County,Illinois,17,165,612
Sangamon County,Illinois,17,167,11733
Schuyler County,Illinois,17,169,188
Scott County,Illinois,17,171,85
Shelby County,Illinois,17,173,584
Stark County,Illinois,17,175,127
Stephenson County,Illinois,17,177,1667
Tazewell County,Illinois,17,179,4940
Union County,Illinois,17,181,744
Vermilion County,Illinois,17,183,1938
Wabash County,Illinois,17,185,341
Warren County,Illinois,17,187,474
Washington County,Illinois,17,189,581
Wayne County,Illinois,17,191,265
White County,Illinois,17,193,465
Whiteside County,Illinois,17,195,1712
Will County,Illinois,17,197,39002
Williamson County,Illinois,17,199,2970
Winnebago County,Illinois,17,201,11255
Woodford County,Illinois,17,203,1721
Adams County,Indiana,18,001,960
Allen County,Indiana,18,003,15038
Bartholomew County,Indiana,18,005,4230
Benton County,Indiana,18,007,213
Blackford County,Indiana,18,009,223
Boone County,Indiana,18,011,3492
Brown County,Indiana,18,013,751
Carroll County,Indiana,18,015,529
Cass County,Indiana,18,017,904
Clark County,Indiana,18,019,3515
Clay County,Indiana,18,021,727
Clinton County,Indiana,18,023,733
Crawford County,Indiana,18,025,308
Daviess County,Indiana,18,027,883
Dearborn County,Indiana,18,029,1557
Decatur County,Indiana,18,031,740
DeKalb County,Indiana,18,033,1298
Delaware County,Indiana,18,035,4861
Dubois County,Indiana,18,037,1635
Elkhart County,Indiana,18,039,5658
Fayette County,Indiana,18,041,398
Floyd County,Indiana,18,043,3104
Fountain County,Indiana,18,045,390
Franklin County,Indiana,18,047,797
Fulton County,Indiana,18,049,516
Gibson County,Indiana,18,051,794
Grant County,Indiana,18,053,2196
Greene County,Indiana,18,055,867
Hamilton County,Indiana,18,057,24496
Hancock County,Indiana,18,059,3323
Harrison County,Indiana,18,061,1111
Hendricks County,Indiana,18,063,6835
Henry County,Indiana,18,065,1415
Howard County,Indiana,18,067,3383
Huntington County,Indiana,18,069,1283
Jackson County,Indiana,18,071,1222
Jasper County,Indiana,18,073,769
Jay County,Indiana,18,075,407
Jefferson County,Indiana,18,077,1270
Jennings County,Indiana,18,079,568
Johnson County,Indiana,18,081,6004
Knox County,Indiana,18,083,1081
Kosciusko County,Indiana,18,085,2900
LaGrange County,Indiana,18,087,869
Lake County,Indiana,18,089,16354
LaPorte County,Indiana,18,091,3453
Lawrence County,Indiana,18,093,1207
Madison County,Indiana,18,095,3673
Marion County,Indiana,18,097,38767
Marshall County,Indiana,18,099,1401
Martin County,Indiana,18,101,266
Miami County,Indiana,18,103,794
Monroe County,Indiana,18,105,10990
Montgomery County,Indiana,18,107,1259
Morgan County,Indiana,18,109,2227
Newton County,Indiana,18,111,189
Noble County,Indiana,18,113,1121
Ohio County,Indiana,18,115,108
Orange County,Indiana,18,117,444
Owen County,Indiana,18,119,464
Parke County,Indiana,18,121,480
Perry County,Indiana,18,123,577
Pike County,Indiana,18,125,329
Porter County,Indiana,18,127,6865
Posey County,Indiana,18,129,948
Pulaski County,Indiana,18,131,196
Putnam County,Indiana,18,133,1131
Randolph County,Indiana,18,135,696
Ripley County,Indiana,18,137,633
Rush County,Indiana,18,139,588
Saint Joseph County,Indiana,18,141,12717
Scott County,Indiana,18,143,454
Shelby County,Indiana,18,145,992
Spencer County,Indiana,18,147,871
Starke County,Indiana,18,149,584
Steuben County,Indiana,18,151,1176
Sullivan County,Indiana,18,153,530
Switzerland County,Indiana,18,155,185
Tippecanoe County,Indiana,18,157,9834
Tipton County,Indiana,18,159,525
Union County,Indiana,18,161,269
Vanderburgh County,Indiana,18,163,6522
Vermillion County,Indiana,18,165,315
Vigo County,Indiana,18,167,3976
Wabash County,Indiana,18,169,1206
Warren County,Indiana,18,171,180
Warrick County,Indiana,18,173,2646
Washington County,Indiana,18,175,893
Wayne County,Indiana,18,177,2753
Wells County,Indiana,18,179,857
White County,Indiana,18,181,775
Whitley County,Indiana,18,183,1213
Adair County,Iowa,19,001,119
Adams County,Iowa,19,003,72
Allamakee County,Iowa,19,005,262
Appanoose County,Iowa,19,007,371
Audubon County,Iowa,19,009,106
Benton County,Iowa,19,011,597
Black Hawk County,Iowa,19,013,4681
Boone County,Iowa,19,015,665
Bremer County,Iowa,19,017,963
Buchanan County,Iowa,19,019,486
Buena Vista County,Iowa,19,021,484
Butler County,Iowa,19,023,283
Calhoun County,Iowa,19,025,199
Carroll County,Iowa,19,027,366
