County,State,State_FIPS,County_FIPS,some_college_1_plus_year
Hoonah-Angoon Census Area,Alaska,02,105,354
Skagway Municipality,Alaska,02,230,254
Yakutat City and Borough,Alaska,02,282,103
Ketchikan Gateway Borough,Alaska,02,130,1976
Petersburg Borough,Alaska,02,195,640
Prince of Wales-Hyder Census Area,Alaska,02,198,863
Wrangell City and Borough,Alaska,02,275,410
Apache County,Arizona,04,001,8413
Cochise County,Arizona,04,003,18808
Coconino County,Arizona,04,005,14555
Gila County,Arizona,04,007,6972
Graham County,Arizona,04,009,4613
Greenlee County,Arizona,04,011,1096
Maricopa County,Arizona,04,013,444409
Mohave County,Arizona,04,015,29446
Navajo County,Arizona,04,017,13791
Pima County,Arizona,04,019,124870
Pinal County,Arizona,04,021,44472
Santa Cruz County,Arizona,04,023,3762
Yavapai County,Arizona,04,025,34295
La Paz County,Arizona,04,012,2781
Yuma County,Arizona,04,027,20111
Arkansas County,Arkansas,05,001,1862
Ashley County,Arkansas,05,003,2042
Baxter County,Arkansas,05,005,5563
Benton County,Arkansas,05,007,20812
Boone County,Arkansas,05,009,4039
Bradley County,Arkansas,05,011,1078
Calhoun County,Arkansas,05,013,495
Carroll County,Arkansas,05,015,2729
Chicot County,Arkansas,05,017,882
Clark County,Arkansas,05,019,1812
Clay County,Arkansas,05,021,1289
Cleburne County,Arkansas,05,023,2739
Cleveland County,Arkansas,05,025,787
Columbia County,Arkansas,05,027,2500
Conway County,Arkansas,05,029,1942
Craighead County,Arkansas,05,031,9434
Crawford County,Arkansas,05,033,6228
Crittenden County,Arkansas,05,035,5608
Cross County,Arkansas,05,037,1360
Dallas County,Arkansas,05,039,461
Desha County,Arkansas,05,041,1179
Drew County,Arkansas,05,043,1764
Faulkner County,Arkansas,05,045,12529
Franklin County,Arkansas,05,047,1931
Fulton County,Arkansas,05,049,1170
Garland County,Arkansas,05,051,12043
Grant County,Arkansas,05,053,1561
Greene County,Arkansas,05,055,4008
Hempstead County,Arkansas,05,057,2481
Hot Spring County,Arkansas,05,059,3035
Howard County,Arkansas,05,061,1208
Independence County,Arkansas,05,063,4113
Izard County,Arkansas,05,065,1647
Jackson County,Arkansas,05,067,1485
Jefferson County,Arkansas,05,069,8754
Johnson County,Arkansas,05,071,2067
Lafayette County,Arkansas,05,073,641
Lawrence County,Arkansas,05,075,1192
Lee County,Arkansas,05,077,866
Lincoln County,Arkansas,05,079,1126
Little River County,Arkansas,05,081,1562
Logan County,Arkansas,05,083,1931
Lonoke County,Arkansas,05,085,7820
Madison County,Arkansas,05,087,1378
Marion County,Arkansas,05,089,2236
Miller County,Arkansas,05,091,5454
Mississippi County,Arkansas,05,093,4325
Monroe County,Arkansas,05,095,621
Montgomery County,Arkansas,05,097,920
Nevada County,Arkansas,05,099,1016
Newton County,Arkansas,05,101,945
Ouachita County,Arkansas,05,103,2785
Perry County,Arkansas,05,105,1171
Phillips County,Arkansas,05,107,1859
Pike County,Arkansas,05,109,1196
Poinsett County,Arkansas,05,111,2052
Polk County,Arkansas,05,113,2162
Pope County,Arkansas,05,115,6076
Prairie County,Arkansas,05,117,836
Pulaski County,Arkansas,05,119,44821
Randolph County,Arkansas,05,121,1703
Saint Francis County,Arkansas,05,123,2969
Saline County,Arkansas,05,125,11702
Scott County,Arkansas,05,127,1041
Searcy County,Arkansas,05,129,781
Sebastian County,Arkansas,05,131,13747
Sevier County,Arkansas,05,133,1314
Sharp County,Arkansas,05,135,1811
Stone County,Arkansas,05,137,1349
Union County,Arkansas,05,139,4504
Van Buren County,Arkansas,05,141,1819
Washington County,Arkansas,05,143,18140
White County,Arkansas,05,145,7308
Woodruff County,Arkansas,05,147,559
Yell County,Arkansas,05,149,1930
Alameda County,California,06,001,146937
Alpine County,California,06,003,167
Amador County,California,06,005,6254
Butte County,California,06,007,29086
Calaveras County,California,06,009,7715
Colusa County,California,06,011,1935
Contra Costa County,California,06,013,115498
Del Norte County,California,06,015,3754
El Dorado County,California,06,017,26015
Fresno County,California,06,019,90088
Glenn County,California,06,021,3234
Humboldt County,California,06,023,19106
Imperial County,California,06,025,17245
Inyo County,California,06,027,2910
Kern County,California,06,029,81631
Kings County,California,06,031,15988
Lake County,California,06,033,10179
Lassen County,California,06,035,5404
Los Angeles County,California,06,037,961585
Madera County,California,06,039,15414
Marin County,California,06,041,27677
Mariposa County,California,06,043,3201
Mendocino County,California,06,045,12121
Merced County,California,06,047,23451
Modoc County,California,06,049,1454
Mono County,California,06,051,1691
Monterey County,California,06,053,37345
Napa County,California,06,055,15941
Nevada County,California,06,057,15882
Orange County,California,06,059,316519
Placer County,California,06,061,47311
Plumas County,California,06,063,3365
Riverside County,California,06,065,245828
Sacramento County,California,06,067,173400
San Benito County,California,06,069,6446
San Bernardino County,California,06,071,218753
San Diego County,California,06,073,342777
San Francisco County,California,06,075,73042
San Joaquin County,California,06,077,71907
San Luis Obispo County,California,06,079,34684
San Mateo County,California,06,081,76616
Santa Barbara County,California,06,083,41737
Santa Clara County,California,06,085,156362
Santa Cruz County,California,06,087,29925
Shasta County,California,06,089,25675
Sierra County,California,06,091,527
Siskiyou County,California,06,093,6753
Solano County,California,06,095,55066
Sonoma County,California,06,097,61269
Stanislaus County,California,06,099,52284
Sutter County,California,06,101,10404
Tehama County,California,06,103,8734
Trinity County,California,06,105,2961
Tulare County,California,06,107,41442
Tuolumne County,California,06,109,9099
Ventura County,California,06,111,92681
Yolo County,California,06,113,16874
Yuba County,California,06,115,9357
Alamosa County,Colorado,08,003,1944
Archuleta County,Colorado,08,007,1574
Baca County,Colorado,08,009,524
Bent County,Colorado,08,011,596
Chaffee County,Colorado,08,015,2362
Cheyenne County,Colorado,08,017,269
Clear Creek County,Colorado,08,019,1498
Conejos County,Colorado,08,021,918
Costilla County,Colorado,08,023,437
Crowley County,Colorado,08,025,578
Custer County,Colorado,08,027,645
Delta County,Colorado,08,029,3796
Dolores County,Colorado,08,033,267
Douglas County,Colorado,08,035,29394
Eagle County,Colorado,08,037,4487
Elbert County,Colorado,08,039,3097
El Paso County,Colorado,08,041,72570
Fremont County,Colorado,08,043,5555
Garfield County,Colorado,08,045,6581
Gilpin County,Colorado,08,047,831
Grand County,Colorado,08,049,2075
Gunnison County,Colorado,08,051,1565
Huerfano County,Colorado,08,055,1107
Jackson County,Colorado,08,057,184
Kiowa County,Colorado,08,061,153
Kit Carson County,Colorado,08,063,1046
Lake County,Colorado,08,065,858
La Plata County,Colorado,08,067,6863
Larimer County,Colorado,08,069,32337
Las Animas County,Colorado,08,071,1784
Lincoln County,Colorado,08,073,521
Logan County,Colorado,08,075,2590
Mesa County,Colorado,08,077,17731
Moffat County,Colorado,08,081,1582
Montezuma County,Colorado,08,083,3353
Montrose County,Colorado,08,085,4440
Morgan County,Colorado,08,087,2801
Otero County,Colorado,08,089,1960
Ouray County,Colorado,08,091,657
Park County,Colorado,08,093,2677
Phillips County,Colorado,08,095,412
Pitkin County,Colorado,08,097,2403
Prowers County,Colorado,08,099,1378
Pueblo County,Colorado,08,101,19451
Rio Blanco County,Colorado,08,103,823
Rio Grande County,Colorado,08,105,1493
Routt County,Colorado,08,107,3001
Saguache County,Colorado,08,109,600
San Miguel County,Colorado,08,113,1086
Sedgwick County,Colorado,08,115,263
Summit County,Colorado,08,117,3633
Teller County,Colorado,08,119,3207
Washington County,Colorado,08,121,525
Yuma County,Colorado,08,125,1287
Adams County,Colorado,08,001,43251
Arapahoe County,Colorado,08,005,63978
Boulder County,Colorado,08,013,25571
Broomfield County,Colorado,08,014,6048
Denver County,Colorado,08,031,56560
Jefferson County,Colorado,08,059,61302
Weld County,Colorado,08,123,25821
Fairfield County,Connecticut,09,001,68178
Hartford County,Connecticut,09,003,75705
Litchfield County,Connecticut,09,005,18176
Middlesex County,Connecticut,09,007,15365
New Haven County,Connecticut,09,009,72167
New London County,Connecticut,09,011,25700
Tolland County,Connecticut,09,013,11987
Windham County,Connecticut,09,015,10376
Kent County,Delaware,10,001,15847
New Castle County,Delaware,10,003,48748
Sussex County,Delaware,10,005,18758
Alachua County,Florida,12,001,17998
Baker County,Florida,12,003,1697
Bay County,Florida,12,005,18668
Bradford County,Florida,12,007,3056
Brevard County,Florida,12,009,60011
Broward County,Florida,12,011,187315
Calhoun County,Florida,12,013,1259
Charlotte County,Florida,12,015,19922
Citrus County,Florida,12,017,15353
Clay County,Florida,12,019,22160
Collier County,Florida,12,021,32745
Columbia County,Florida,12,023,7664
Miami-Dade County,Florida,12,086,199525
DeSoto County,Florida,12,027,2649
Dixie County,Florida,12,029,1947
Duval County,Florida,12,031,94978
Escambia County,Florida,12,033,32002
Flagler County,Florida,12,035,12003
Franklin County,Florida,12,037,1413
Gadsden County,Florida,12,039,4288
Gilchrist County,Florida,12,041,1545
Glades County,Florida,12,043,1438
Gulf County,Florida,12,045,1743
Hamilton County,Florida,12,047,1173
Hardee County,Florida,12,049,1726
Hendry County,Florida,12,051,2656
Hernando County,Florida,12,053,18851
Highlands County,Florida,12,055,9945
Hillsborough County,Florida,12,057,116620
Holmes County,Florida,12,059,1962
Indian River County,Florida,12,061,15806
Jackson County,Florida,12,063,5188
Jefferson County,Florida,12,065,1826
Lafayette County,Florida,12,067,956
Lake County,Florida,12,069,34163
Lee County,Florida,12,071,66975
Leon County,Florida,12,073,22113
Levy County,Florida,12,075,4471
Liberty County,Florida,12,077,665
Madison County,Florida,12,079,1683
Manatee County,Florida,12,081,34385
Marion County,Florida,12,083,35467
Martin County,Florida,12,085,17135
Monroe County,Florida,12,087,8863
Nassau County,Florida,12,089,7451
Okaloosa County,Florida,12,091,21818
Okeechobee County,Florida,12,093,3650
Orange County,Florida,12,095,105333
Osceola County,Florida,12,097,25686
Palm Beach County,Florida,12,099,141523
Pasco County,Florida,12,101,48791
Pinellas County,Florida,12,103,103767
Polk County,Florida,12,105,54388
Putnam County,Florida,12,107,6339
Saint Johns County,Florida,12,109,20620
Saint Lucie County,Florida,12,111,28609
Santa Rosa County,Florida,12,113,17056
Sarasota County,Florida,12,115,44342
Seminole County,Florida,12,117,47771
Sumter County,Florida,12,119,11138
Suwannee County,Florida,12,121,3780
Taylor County,Florida,12,123,2133
Union County,Florida,12,125,1416
Volusia County,Florida,12,127,61219
Wakulla County,Florida,12,129,3174
Walton County,Florida,12,131,6080
Washington County,Florida,12,133,2093
Appling County,Georgia,13,001,1182
Atkinson County,Georgia,13,003,561
Bacon County,Georgia,13,005,552
Baker County,Georgia,13,007,326
Baldwin County,Georgia,13,009,4115
Banks County,Georgia,13,011,1217
Barrow County,Georgia,13,013,6323
Bartow County,Georgia,13,015,8896
Ben Hill County,Georgia,13,017,1475
Berrien County,Georgia,13,019,1807
Bibb County,Georgia,13,021,14904
Bleckley County,Georgia,13,023,967
Brantley County,Georgia,13,025,1469
Brooks County,Georgia,13,027,1507
Bryan County,Georgia,13,029,3057
Bulloch County,Georgia,13,031,6299
Burke County,Georgia,13,033,2302
Butts County,Georgia,13,035,2103
Calhoun County,Georgia,13,037,599
Camden County,Georgia,13,039,5700
Candler County,Georgia,13,043,734
Carroll County,Georgia,13,045,9687
Catoosa County,Georgia,13,047,6954
Charlton County,Georgia,13,049,1220
Chatham County,Georgia,13,051,30613
Chattahoochee County,Georgia,13,053,1182
Chattooga County,Georgia,13,055,2047
Cherokee County,Georgia,13,057,23974
Clarke County,Georgia,13,059,8114
Clay County,Georgia,13,061,303
Clayton County,Georgia,13,063,30483
Clinch County,Georgia,13,065,366
Cobb County,Georgia,13,067,69928
Coffee County,Georgia,13,069,3204
Colquitt County,Georgia,13,071,3222
Columbia County,Georgia,13,073,12673
Cook County,Georgia,13,075,1435
Coweta County,Georgia,13,077,12357
Crawford County,Georgia,13,079,1271
Crisp County,Georgia,13,081,1825
Dade County,Georgia,13,083,1723
Dawson County,Georgia,13,085,2295
Decatur County,Georgia,13,087,2683
DeKalb County,Georgia,13,089,72605
Dodge County,Georgia,13,091,1283
Dooly County,Georgia,13,093,1187
Dougherty County,Georgia,13,095,11044
Douglas County,Georgia,13,097,13993
Early County,Georgia,13,099,796
Echols County,Georgia,13,101,286
Effingham County,Georgia,13,103,4827
Elbert County,Georgia,13,105,1481
Emanuel County,Georgia,13,107,1908
Evans County,Georgia,13,109,912
Fannin County,Georgia,13,111,2047
Fayette County,Georgia,13,113,12629
Floyd County,Georgia,13,115,9308
Forsyth County,Georgia,13,117,16113
Franklin County,Georgia,13,119,1877
Fulton County,Georgia,13,121,86284
Gilmer County,Georgia,13,123,3090
Glascock County,Georgia,13,125,343
Glynn County,Georgia,13,127,8849
Gordon County,Georgia,13,129,4500
Grady County,Georgia,13,131,1755
Greene County,Georgia,13,133,1176
Gwinnett County,Georgia,13,135,76956
Habersham County,Georgia,13,137,4017
Hall County,Georgia,13,139,16649
Hancock County,Georgia,13,141,633
Haralson County,Georgia,13,143,2332
Harris County,Georgia,13,145,4012
Hart County,Georgia,13,147,2369
Heard County,Georgia,13,149,1011
Henry County,Georgia,13,151,22416
Houston County,Georgia,13,153,16295
Irwin County,Georgia,13,155,1105
Jackson County,Georgia,13,157,5222
Jasper County,Georgia,13,159,1128
Jeff Davis County,Georgia,13,161,1066
Jefferson County,Georgia,13,163,1276
Jenkins County,Georgia,13,165,548
Johnson County,Georgia,13,167,935
Jones County,Georgia,13,169,3126
Lamar County,Georgia,13,171,1702
Lanier County,Georgia,13,173,1001
Laurens County,Georgia,13,175,3831
Lee County,Georgia,13,177,3370
Liberty County,Georgia,13,179,6999
Lincoln County,Georgia,13,181,684
Long County,Georgia,13,183,1399
Lowndes County,Georgia,13,185,10452
Lumpkin County,Georgia,13,187,3328
McDuffie County,Georgia,13,189,1815
McIntosh County,Georgia,13,191,1733
Macon County,Georgia,13,193,1388
Madison County,Georgia,13,195,2544
Marion County,Georgia,13,197,773
Meriwether County,Georgia,13,199,1822
Miller County,Georgia,13,201,651
Mitchell County,Georgia,13,205,1833
Monroe County,Georgia,13,207,2885
Montgomery County,Georgia,13,209,519
Morgan County,Georgia,13,211,1447
Murray County,Georgia,13,213,2940
Muscogee County,Georgia,13,215,23998
Newton County,Georgia,13,217,11327
Oconee County,Georgia,13,219,3258
Oglethorpe County,Georgia,13,221,1431
Paulding County,Georgia,13,223,13745
Peach County,Georgia,13,225,2852
Pickens County,Georgia,13,227,2795
Pierce County,Georgia,13,229,1717
Pike County,Georgia,13,231,1965
Polk County,Georgia,13,233,3345
Pulaski County,Georgia,13,235,997
Putnam County,Georgia,13,237,1873
Quitman County,Georgia,13,239,220
Rabun County,Georgia,13,241,1879
Randolph County,Georgia,13,243,546
Richmond County,Georgia,13,245,22060
Rockdale County,Georgia,13,247,9917
Schley County,Georgia,13,249,459
Screven County,Georgia,13,251,1143
Seminole County,Georgia,13,253,1076
Spalding County,Georgia,13,255,5438
Stephens County,Georgia,13,257,1947
Stewart County,Georgia,13,259,485
Sumter County,Georgia,13,261,2615
Talbot County,Georgia,13,263,638
Taliaferro County,Georgia,13,265,78
Tattnall County,Georgia,13,267,1917
Taylor County,Georgia,13,269,811
Telfair County,Georgia,13,271,871
Terrell County,Georgia,13,273,727
Thomas County,Georgia,13,275,4621
Tift County,Georgia,13,277,3475
Toombs County,Georgia,13,279,2246
Towns County,Georgia,13,281,782
Treutlen County,Georgia,13,283,312
Troup County,Georgia,13,285,6547
Turner County,Georgia,13,287,618
Twiggs County,Georgia,13,289,583
Union County,Georgia,13,291,2483
Upson County,Georgia,13,293,2990
Walker County,Georgia,13,295,7338
Walton County,Georgia,13,297,8836
Ware County,Georgia,13,299,3428
Warren County,Georgia,13,301,384
Washington County,Georgia,13,303,1971
Wayne County,Georgia,13,305,3090
Webster County,Georgia,13,307,181
Wheeler County,Georgia,13,309,266
White County,Georgia,13,311,3290
Whitfield County,Georgia,13,313,9169
Wilcox County,Georgia,13,315,884
Wilkes County,Georgia,13,317,883
Wilkinson County,Georgia,13,319,880
Worth County,Georgia,13,321,1932
Hawaii County,Hawaii,15,001,22964
Honolulu County,Hawaii,15,003,106336
Kauai County,Hawaii,15,007,8848
Kalawao County,Hawaii,15,005,1
Maui County,Hawaii,15,009,20133
Ada County,Idaho,16,001,49658
Adams County,Idaho,16,003,576
Bannock County,Idaho,16,005,10314
Bear Lake County,Idaho,16,007,728
Benewah County,Idaho,16,009,1108
Bingham County,Idaho,16,011,4957
Blaine County,Idaho,16,013,2801
Boise County,Idaho,16,015,971
Bonner County,Idaho,16,017,5641
Bonneville County,Idaho,16,019,11507
Boundary County,Idaho,16,021,1333
Butte County,Idaho,16,023,442
Camas County,Idaho,16,025,168
Canyon County,Idaho,16,027,19813
Caribou County,Idaho,16,029,802
Cassia County,Idaho,16,031,2397
Clearwater County,Idaho,16,035,1117
Custer County,Idaho,16,037,496
Elmore County,Idaho,16,039,3330
Franklin County,Idaho,16,041,1324
Fremont County,Idaho,16,043,1578
Gem County,Idaho,16,045,2304
Gooding County,Idaho,16,047,1390
Idaho County,Idaho,16,049,2025
Jefferson County,Idaho,16,051,2733
Jerome County,Idaho,16,053,1915
Kootenai County,Idaho,16,055,18139
Latah County,Idaho,16,057,3685
Lemhi County,Idaho,16,059,1237
Lewis County,Idaho,16,061,559
Lincoln County,Idaho,16,063,496
Madison County,Idaho,16,065,3416
Minidoka County,Idaho,16,067,1911
Nez Perce County,Idaho,16,069,4915
Oneida County,Idaho,16,071,564
Owyhee County,Idaho,16,073,1047
Payette County,Idaho,16,075,2081
Power County,Idaho,16,077,778
Shoshone County,Idaho,16,079,1848
Teton County,Idaho,16,081,1124
Twin Falls County,Idaho,16,083,9357
Valley County,Idaho,16,085,1130
Washington County,Idaho,16,087,1339
Adams County,Illinois,17,001,7012
Alexander County,Illinois,17,003,992
Bond County,Illinois,17,005,1574
Boone County,Illinois,17,007,4388
Brown County,Illinois,17,009,806
Bureau County,Illinois,17,011,3675
Calhoun County,Illinois,17,013,382
Carroll County,Illinois,17,015,1631
Cass County,Illinois,17,017,1142
Champaign County,Illinois,17,019,16040
Christian County,Illinois,17,021,3513
Clark County,Illinois,17,023,1350
Clay County,Illinois,17,025,1004
Clinton County,Illinois,17,027,3448
Coles County,Illinois,17,029,4264
Cook County,Illinois,17,031,496750
Crawford County,Illinois,17,033,1946
Cumberland County,Illinois,17,035,900
DeKalb County,Illinois,17,037,9471
De Witt County,Illinois,17,039,1701
Douglas County,Illinois,17,041,1879
DuPage County,Illinois,17,043,84311
Edgar County,Illinois,17,045,1793
Edwards County,Illinois,17,047,627
Effingham County,Illinois,17,049,2855
Fayette County,Illinois,17,051,1661
Ford County,Illinois,17,053,1430
Franklin County,Illinois,17,055,4992
Fulton County,Illinois,17,057,3954
Gallatin County,Illinois,17,059,561
Greene County,Illinois,17,061,1324
Grundy County,Illinois,17,063,5766
Hamilton County,Illinois,17,065,1126
Hancock County,Illinois,17,067,2125
Hardin County,Illinois,17,069,469
Henderson County,Illinois,17,071,823
Henry County,Illinois,17,073,5231
Iroquois County,Illinois,17,075,3195
Jackson County,Illinois,17,077,5424
Jasper County,Illinois,17,079,938
Jefferson County,Illinois,17,081,4565
Jersey County,Illinois,17,083,2702
Jo Daviess County,Illinois,17,085,2229
Johnson County,Illinois,17,087,1430
Kane County,Illinois,17,089,44799
Kankakee County,Illinois,17,091,12229
Kendall County,Illinois,17,093,12338
Knox County,Illinois,17,095,5216
Lake County,Illinois,17,097,61532
LaSalle County,Illinois,17,099,11936
Lawrence County,Illinois,17,101,1645
Lee County,Illinois,17,103,4040
Livingston County,Illinois,17,105,4103
Logan County,Illinois,17,107,3347
McDonough County,Illinois,17,109,2520
McHenry County,Illinois,17,111,32070
McLean County,Illinois,17,113,13719
Macon County,Illinois,17,115,10835
Macoupin County,Illinois,17,117,5440
Madison County,Illinois,17,119,28345
Marion County,Illinois,17,121,3953
Marshall County,Illinois,17,123,1430
Mason County,Illinois,17,125,1591
Massac County,Illinois,17,127,1787
Menard County,Illinois,17,129,1176
Mercer County,Illinois,17,131,1760
Monroe County,Illinois,17,133,3202
Montgomery County,Illinois,17,135,3107
Morgan County,Illinois,17,137,3163
Moultrie County,Illinois,17,139,1053
Ogle County,Illinois,17,141,5567
Peoria County,Illinois,17,143,18804
Perry County,Illinois,17,145,2340
Piatt County,Illinois,17,147,1786
Pike County,Illinois,17,149,1440
Pope County,Illinois,17,151,486
Pulaski County,Illinois,17,153,632
Putnam County,Illinois,17,155,717
Randolph County,Illinois,17,157,3356
Richland County,Illinois,17,159,1398
Rock Island County,Illinois,17,161,16024
Saint Clair County,Illinois,17,163,31253
Saline County,Illinois,17,165,2964
Sangamon County,Illinois,17,167,19607
Schuyler County,Illinois,17,169,821
Scott County,Illinois,17,171,436
Shelby County,Illinois,17,173,1989
Stark County,Illinois,17,175,596
Stephenson County,Illinois,17,177,5215
Tazewell County,Illinois,17,179,14026
Union County,Illinois,17,181,1777
Vermilion County,Illinois,17,183,7504
Wabash County,Illinois,17,185,977
Warren County,Illinois,17,187,1764
Washington County,Illinois,17,189,1583
Wayne County,Illinois,17,191,1640
White County,Illinois,17,193,1513
Whiteside County,Illinois,17,195,5720
Will County,Illinois,17,197,66618
Williamson County,Illinois,17,199,8315
Winnebago County,Illinois,17,201,27751
Woodford County,Illinois,17,203,4107
Adams County,Indiana,18,001,2410
Allen County,Indiana,18,003,36279
Bartholomew County,Indiana,18,005,6943
Benton County,Indiana,18,007,800
Blackford County,Indiana,18,009,1157
Boone County,Indiana,18,011,4858
Brown County,Indiana,18,013,1491
Carroll County,Indiana,18,015,1696
Cass County,Indiana,18,017,3292
Clark County,Indiana,18,019,11321
Clay County,Indiana,18,021,2411
Clinton County,Indiana,18,023,2655
Crawford County,Indiana,18,025,729
Daviess County,Indiana,18,027,2082
Dearborn County,Indiana,18,029,5091
Decatur County,Indiana,18,031,1847
DeKalb County,Indiana,18,033,4132
Delaware County,Indiana,18,035,9880
Dubois County,Indiana,18,037,2838
Elkhart County,Indiana,18,039,14830
Fayette County,Indiana,18,041,2048
Floyd County,Indiana,18,043,7536
Fountain County,Indiana,18,045,1472
Franklin County,Indiana,18,047,1559
Fulton County,Indiana,18,049,1964
Gibson County,Indiana,18,051,3608
Grant County,Indiana,18,053,5666
Greene County,Indiana,18,055,3240
Hamilton County,Indiana,18,057,23772
Hancock County,Indiana,18,059,6715
Harrison County,Indiana,18,061,3600
Hendricks County,Indiana,18,063,14195
Henry County,Indiana,18,065,4257
Howard County,Indiana,18,067,9106
Huntington County,Indiana,18,069,3502
Jackson County,Indiana,18,071,3574
Jasper County,Indiana,18,073,3001
Jay County,Indiana,18,075,1445
Jefferson County,Indiana,18,077,2807
Jennings County,Indiana,18,079,2663
Johnson County,Indiana,18,081,12742
Knox County,Indiana,18,083,3307
Kosciusko County,Indiana,18,085,6571
LaGrange County,Indiana,18,087,2061
Lake County,Indiana,18,089,54520
LaPorte County,Indiana,18,091,10674
Lawrence County,Indiana,18,093,4097
Madison County,Indiana,18,095,12531
Marion County,Indiana,18,097,85635
Marshall County,Indiana,18,099,3462
Martin County,Indiana,18,101,855
Miami County,Indiana,18,103,3771
Monroe County,Indiana,18,105,10338
Montgomery County,Indiana,18,107,3162
Morgan County,Indiana,18,109,7254
Newton County,Indiana,18,111,1311
Noble County,Indiana,18,113,3266
Ohio County,Indiana,18,115,585
Orange County,Indiana,18,117,1562
Owen County,Indiana,18,119,1794
Parke County,Indiana,18,121,1712
Perry County,Indiana,18,123,1446
Pike County,Indiana,18,125,947
Porter County,Indiana,18,127,16917
Posey County,Indiana,18,129,2445
Pulaski County,Indiana,18,131,1077
Putnam County,Indiana,18,133,3614
Randolph County,Indiana,18,135,2178
Ripley County,Indiana,18,137,2034
Rush County,Indiana,18,139,1380
Saint Joseph County,Indiana,18,141,25959
Scott County,Indiana,18,143,2026
Shelby County,Indiana,18,145,3702
Spencer County,Indiana,18,147,1557
Starke County,Indiana,18,149,1726
Steuben County,Indiana,18,151,2872
Sullivan County,Indiana,18,153,1732
Switzerland County,Indiana,18,155,835
Tippecanoe County,Indiana,18,157,12592
Tipton County,Indiana,18,159,1577
Union County,Indiana,18,161,785
Vanderburgh County,Indiana,18,163,20240
Vermillion County,Indiana,18,165,1288
Vigo County,Indiana,18,167,10531
Wabash County,Indiana,18,169,2764
Warren County,Indiana,18,171,754
Warrick County,Indiana,18,173,5335
Washington County,Indiana,18,175,2270
