County,State,State_FIPS,County_FIPS,some_college_1_plus_year
Anchorage Municipality,Alaska,02,020,38777.0
Bethel Census Area,Alaska,02,050,1418.0
Bristol Bay Borough,Alaska,02,060,209.0
Fairbanks North Star Borough,Alaska,02,090,13944.0
Haines Borough,Alaska,02,100,386.0
Juneau City and Borough,Alaska,02,110,4379.0
Kenai Peninsula Borough,Alaska,02,122,8892.0
Kodiak Island Borough,Alaska,02,150,1811.0
Matanuska-Susitna Borough,Alaska,02,170,12805.0
Nome Census Area,Alaska,02,180,779.0
North Slope Borough,Alaska,02,185,1449.0
Sitka City and Borough,Alaska,02,220,1268.0
Southeast Fairbanks Census Area,Alaska,02,240,1060.0
Valdez-Cordova Census Area,Alaska,02,261,1384.0
Wade Hampton Census Area,Alaska,02,270,474.0
Northwest Arctic Borough,Alaska,02,188,565.0
Aleutians East Borough,Alaska,02,013,459.0
Aleutians West Census Area,Alaska,02,016,986.0
Dillingham Census Area,Alaska,02,070,431.0
Lake and Peninsula Borough,Alaska,02,164,174.0
Denali Borough,Alaska,02,068,314.0
Yukon-Koyukuk Census Area,Alaska,02,290,667.0
Hoonah-Angoon Census Area,Alaska,02,105,309.0
Skagway Municipality,Alaska,02,230,169.0
Yakutat City and Borough,Alaska,02,282,96.0
Ketchikan Gateway Borough,Alaska,02,130,1796.0
Petersburg Borough,Alaska,02,195,495.0
Prince of Wales-Hyder Census Area,Alaska,02,198,949.0
Wrangell City and Borough,Alaska,02,275,426.0
Apache County,Arizona,04,001,8833.0
Cochise County,Arizona,04,003,19088.0
Coconino County,Arizona,04,005,13941.0
Gila County,Arizona,04,007,6923.0
Graham County,Arizona,04,009,4620.0
Greenlee County,Arizona,04,011,1058.0
Maricopa County,Arizona,04,013,451949.0
Mohave County,Arizona,04,015,28959.0
Navajo County,Arizona,04,017,14971.0
Pima County,Arizona,04,019,125043.0
Pinal County,Arizona,04,021,48036.0
Santa Cruz County,Arizona,04,023,4218.0
Yavapai County,Arizona,04,025,33986.0
La Paz County,Arizona,04,012,2590.0
Yuma County,Arizona,04,027,21089.0
Arkansas County,Arkansas,05,001,1806.0
Ashley County,Arkansas,05,003,2523.0
Baxter County,Arkansas,05,005,5502.0
Benton County,Arkansas,05,007,21644.0
Boone County,Arkansas,05,009,4465.0
Bradley County,Arkansas,05,011,1030.0
Calhoun County,Arkansas,05,013,399.0
Carroll County,Arkansas,05,015,3170.0
Chicot County,Arkansas,05,017,1175.0
Clark County,Arkansas,05,019,1943.0
Clay County,Arkansas,05,021,1263.0
Cleburne County,Arkansas,05,023,2955.0
Cleveland County,Arkansas,05,025,772.0
Columbia County,Arkansas,05,027,2148.0
Conway County,Arkansas,05,029,2001.0
Craighead County,Arkansas,05,031,10161.0
Crawford County,Arkansas,05,033,5965.0
Crittenden County,Arkansas,05,035,5456.0
Cross County,Arkansas,05,037,1309.0
Dallas County,Arkansas,05,039,417.0
Desha County,Arkansas,05,041,1124.0
Drew County,Arkansas,05,043,1765.0
Faulkner County,Arkansas,05,045,12427.0
Franklin County,Arkansas,05,047,1621.0
Fulton County,Arkansas,05,049,1133.0
Garland County,Arkansas,05,051,12335.0
Grant County,Arkansas,05,053,1763.0
Greene County,Arkansas,05,055,4057.0
Hempstead County,Arkansas,05,057,2629.0
Hot Spring County,Arkansas,05,059,3212.0
Howard County,Arkansas,05,061,1442.0
Independence County,Arkansas,05,063,3754.0
Izard County,Arkansas,05,065,1626.0
Jackson County,Arkansas,05,067,1316.0
Jefferson County,Arkansas,05,069,8356.0
Johnson County,Arkansas,05,071,1909.0
Lafayette County,Arkansas,05,073,676.0
Lawrence County,Arkansas,05,075,1274.0
Lee County,Arkansas,05,077,764.0
Lincoln County,Arkansas,05,079,1104.0
Little River County,Arkansas,05,081,1642.0
Logan County,Arkansas,05,083,2264.0
Lonoke County,Arkansas,05,085,8092.0
Madison County,Arkansas,05,087,1378.0
Marion County,Arkansas,05,089,2227.0
Miller County,Arkansas,05,091,5154.0
Mississippi County,Arkansas,05,093,4497.0
Monroe County,Arkansas,05,095,733.0
Montgomery County,Arkansas,05,097,982.0
Nevada County,Arkansas,05,099,1053.0
Newton County,Arkansas,05,101,861.0
Ouachita County,Arkansas,05,103,2264.0
Perry County,Arkansas,05,105,984.0
Phillips County,Arkansas,05,107,2100.0
Pike County,Arkansas,05,109,1165.0
Poinsett County,Arkansas,05,111,2119.0
Polk County,Arkansas,05,113,2410.0
Pope County,Arkansas,05,115,6582.0
Prairie County,Arkansas,05,117,865.0
Pulaski County,Arkansas,05,119,46806.0
Randolph County,Arkansas,05,121,1819.0
Saint Francis County,Arkansas,05,123,2974.0
Saline County,Arkansas,05,125,13346.0
Scott County,Arkansas,05,127,1130.0
Searcy County,Arkansas,05,129,867.0
Sebastian County,Arkansas,05,131,13174.0
Sevier County,Arkansas,05,133,1569.0
Sharp County,Arkansas,05,135,1528.0
Stone County,Arkansas,05,137,1248.0
Union County,Arkansas,05,139,4148.0
Van Buren County,Arkansas,05,141,1855.0
Washington County,Arkansas,05,143,19321.0
White County,Arkansas,05,145,6847.0
Woodruff County,Arkansas,05,147,420.0
Yell County,Arkansas,05,149,1679.0
Alameda County,California,06,001,152450.0
Alpine County,California,06,003,140.0
Amador County,California,06,005,6140.0
Butte County,California,06,007,29299.0
Calaveras County,California,06,009,8090.0
Colusa County,California,06,011,1955.0
Contra Costa County,California,06,013,118662.0
Del Norte County,California,06,015,3227.0
El Dorado County,California,06,017,25810.0
Fresno County,California,06,019,94007.0
Glenn County,California,06,021,3248.0
Humboldt County,California,06,023,18570.0
Imperial County,California,06,025,19008.0
Inyo County,California,06,027,2476.0
Kern County,California,06,029,88538.0
Kings County,California,06,031,16584.0
Lake County,California,06,033,9304.0
Lassen County,California,06,035,4357.0
Los Angeles County,California,06,037,985216.0
Madera County,California,06,039,16784.0
Marin County,California,06,041,27807.0
Mariposa County,California,06,043,3046.0
Mendocino County,California,06,045,11786.0
Merced County,California,06,047,23607.0
Modoc County,California,06,049,1283.0
Mono County,California,06,051,1949.0
Monterey County,California,06,053,37174.0
Napa County,California,06,055,15701.0
Nevada County,California,06,057,15763.0
Orange County,California,06,059,323064.0
Placer County,California,06,061,48633.0
Plumas County,California,06,063,3629.0
Riverside County,California,06,065,255542.0
Sacramento County,California,06,067,175982.0
San Benito County,California,06,069,7028.0
San Bernardino County,California,06,071,224059.0
San Diego County,California,06,073,348787.0
San Francisco County,California,06,075,77733.0
San Joaquin County,California,06,077,73106.0
San Luis Obispo County,California,06,079,36525.0
San Mateo County,California,06,081,74774.0
Santa Barbara County,California,06,083,42459.0
Santa Clara County,California,06,085,156694.0
Santa Cruz County,California,06,087,31207.0
Shasta County,California,06,089,27776.0
Sierra County,California,06,091,423.0
Siskiyou County,California,06,093,6510.0
Solano County,California,06,095,59276.0
Sonoma County,California,06,097,61107.0
Stanislaus County,California,06,099,54140.0
Sutter County,California,06,101,10313.0
Tehama County,California,06,103,8607.0
Trinity County,California,06,105,2693.0
Tulare County,California,06,107,41361.0
Tuolumne County,California,06,109,8940.0
Ventura County,California,06,111,93831.0
Yolo County,California,06,113,17135.0
Yuba County,California,06,115,9407.0
Alamosa County,Colorado,08,003,2094.0
Archuleta County,Colorado,08,007,1564.0
Baca County,Colorado,08,009,547.0
Bent County,Colorado,08,011,550.0
Chaffee County,Colorado,08,015,2328.0
Cheyenne County,Colorado,08,017,213.0
Clear Creek County,Colorado,08,019,1456.0
Conejos County,Colorado,08,021,1072.0
Costilla County,Colorado,08,023,533.0
Crowley County,Colorado,08,025,523.0
Custer County,Colorado,08,027,740.0
Delta County,Colorado,08,029,3839.0
Dolores County,Colorado,08,033,262.0
Douglas County,Colorado,08,035,28906.0
Eagle County,Colorado,08,037,4795.0
Elbert County,Colorado,08,039,3040.0
El Paso County,Colorado,08,041,75532.0
Fremont County,Colorado,08,043,6183.0
Garfield County,Colorado,08,045,5991.0
Gilpin County,Colorado,08,047,968.0
Grand County,Colorado,08,049,1696.0
Gunnison County,Colorado,08,051,1346.0
Huerfano County,Colorado,08,055,783.0
Jackson County,Colorado,08,057,181.0
Kiowa County,Colorado,08,061,153.0
Kit Carson County,Colorado,08,063,988.0
Lake County,Colorado,08,065,644.0
La Plata County,Colorado,08,067,6672.0
Larimer County,Colorado,08,069,34678.0
Las Animas County,Colorado,08,071,1915.0
Lincoln County,Colorado,08,073,455.0
Logan County,Colorado,08,075,2453.0
Mesa County,Colorado,08,077,17787.0
Moffat County,Colorado,08,081,1506.0
Montezuma County,Colorado,08,083,3443.0
Montrose County,Colorado,08,085,4541.0
Morgan County,Colorado,08,087,2978.0
Otero County,Colorado,08,089,2113.0
Ouray County,Colorado,08,091,650.0
Park County,Colorado,08,093,2677.0
Phillips County,Colorado,08,095,493.0
Pitkin County,Colorado,08,097,2305.0
Prowers County,Colorado,08,099,1428.0
Pueblo County,Colorado,08,101,19059.0
Rio Blanco County,Colorado,08,103,822.0
Rio Grande County,Colorado,08,105,1354.0
Routt County,Colorado,08,107,2557.0
Saguache County,Colorado,08,109,751.0
San Miguel County,Colorado,08,113,1010.0
Sedgwick County,Colorado,08,115,227.0
Summit County,Colorado,08,117,3760.0
Teller County,Colorado,08,119,2955.0
Washington County,Colorado,08,121,672.0
Yuma County,Colorado,08,125,1385.0
Adams County,Colorado,08,001,45080.0
Arapahoe County,Colorado,08,005,66764.0
Boulder County,Colorado,08,013,25516.0
Broomfield County,Colorado,08,014,6542.0
Denver County,Colorado,08,031,61412.0
Jefferson County,Colorado,08,059,61939.0
Weld County,Colorado,08,123,27840.0
Fairfield County,Connecticut,09,001,69635.0
Hartford County,Connecticut,09,003,75190.0
Litchfield County,Connecticut,09,005,17677.0
Middlesex County,Connecticut,09,007,14671.0
New Haven County,Connecticut,09,009,72548.0
New London County,Connecticut,09,011,25609.0
Tolland County,Connecticut,09,013,12041.0
Windham County,Connecticut,09,015,11055.0
Kent County,Delaware,10,001,16161.0
New Castle County,Delaware,10,003,49609.0
Sussex County,Delaware,10,005,18309.0
Alachua County,Florida,12,001,19929.0
Baker County,Florida,12,003,1803.0
Bay County,Florida,12,005,19322.0
Bradford County,Florida,12,007,2853.0
Brevard County,Florida,12,009,60008.0
Broward County,Florida,12,011,191011.0
Calhoun County,Florida,12,013,1305.0
Charlotte County,Florida,12,015,20996.0
Citrus County,Florida,12,017,16299.0
Clay County,Florida,12,019,22751.0
Collier County,Florida,12,021,33460.0
Columbia County,Florida,12,023,7639.0
Miami-Dade County,Florida,12,086,214123.0
DeSoto County,Florida,12,027,2639.0
Dixie County,Florida,12,029,1974.0
Duval County,Florida,12,031,92693.0
Escambia County,Florida,12,033,31473.0
Flagler County,Florida,12,035,11878.0
Franklin County,Florida,12,037,1103.0
Gadsden County,Florida,12,039,4239.0
Gilchrist County,Florida,12,041,1925.0
Glades County,Florida,12,043,1099.0
Gulf County,Florida,12,045,1799.0
Hamilton County,Florida,12,047,1178.0
Hardee County,Florida,12,049,1583.0
Hendry County,Florida,12,051,2386.0
Hernando County,Florida,12,053,19359.0
Highlands County,Florida,12,055,10081.0
Hillsborough County,Florida,12,057,122935.0
Holmes County,Florida,12,059,2054.0
Indian River County,Florida,12,061,14864.0
Jackson County,Florida,12,063,4654.0
Jefferson County,Florida,12,065,1695.0
Lafayette County,Florida,12,067,1025.0
Lake County,Florida,12,069,33167.0
Lee County,Florida,12,071,67079.0
Leon County,Florida,12,073,21653.0
Levy County,Florida,12,075,3890.0
Liberty County,Florida,12,077,578.0
Madison County,Florida,12,079,1762.0
Manatee County,Florida,12,081,33567.0
Marion County,Florida,12,083,35479.0
Martin County,Florida,12,085,16621.0
Monroe County,Florida,12,087,9077.0
Nassau County,Florida,12,089,8043.0
Okaloosa County,Florida,12,091,22492.0
Okeechobee County,Florida,12,093,3190.0
Orange County,Florida,12,095,109901.0
Osceola County,Florida,12,097,28804.0
Palm Beach County,Florida,12,099,142672.0
Pasco County,Florida,12,101,49083.0
Pinellas County,Florida,12,103,101825.0
Polk County,Florida,12,105,58100.0
Putnam County,Florida,12,107,6687.0
Saint Johns County,Florida,12,109,21222.0
Saint Lucie County,Florida,12,111,29028.0
Santa Rosa County,Florida,12,113,17105.0
Sarasota County,Florida,12,115,43407.0
Seminole County,Florida,12,117,47272.0
Sumter County,Florida,12,119,12074.0
Suwannee County,Florida,12,121,3377.0
Taylor County,Florida,12,123,2326.0
Union County,Florida,12,125,1330.0
Volusia County,Florida,12,127,59002.0
Wakulla County,Florida,12,129,3502.0
Walton County,Florida,12,131,6587.0
Washington County,Florida,12,133,2565.0
Appling County,Georgia,13,001,1197.0
Atkinson County,Georgia,13,003,620.0
Bacon County,Georgia,13,005,855.0
Baker County,Georgia,13,007,260.0
Baldwin County,Georgia,13,009,4259.0
Banks County,Georgia,13,011,1303.0
Barrow County,Georgia,13,013,6598.0
Bartow County,Georgia,13,015,9101.0
Ben Hill County,Georgia,13,017,1513.0
Berrien County,Georgia,13,019,1792.0
Bibb County,Georgia,13,021,15972.0
Bleckley County,Georgia,13,023,896.0
Brantley County,Georgia,13,025,1637.0
Brooks County,Georgia,13,027,1808.0
Bryan County,Georgia,13,029,3201.0
Bulloch County,Georgia,13,031,6147.0
Burke County,Georgia,13,033,2331.0
Butts County,Georgia,13,035,2118.0
Calhoun County,Georgia,13,037,590.0
Camden County,Georgia,13,039,6003.0
Candler County,Georgia,13,043,851.0
Carroll County,Georgia,13,045,10068.0
Catoosa County,Georgia,13,047,7355.0
Charlton County,Georgia,13,049,1254.0
Chatham County,Georgia,13,051,32301.0
Chattahoochee County,Georgia,13,053,940.0
Chattooga County,Georgia,13,055,1846.0
Cherokee County,Georgia,13,057,24678.0
Clarke County,Georgia,13,059,8846.0
Clay County,Georgia,13,061,320.0
Clayton County,Georgia,13,063,29751.0
Clinch County,Georgia,13,065,501.0
Cobb County,Georgia,13,067,71844.0
Coffee County,Georgia,13,069,3528.0
Colquitt County,Georgia,13,071,2956.0
Columbia County,Georgia,13,073,13910.0
Cook County,Georgia,13,075,1463.0
Coweta County,Georgia,13,077,13335.0
Crawford County,Georgia,13,079,1362.0
Crisp County,Georgia,13,081,2270.0
Dade County,Georgia,13,083,1696.0
Dawson County,Georgia,13,085,2614.0
Decatur County,Georgia,13,087,2748.0
DeKalb County,Georgia,13,089,74091.0
Dodge County,Georgia,13,091,1499.0
Dooly County,Georgia,13,093,1224.0
Dougherty County,Georgia,13,095,12371.0
Douglas County,Georgia,13,097,13943.0
Early County,Georgia,13,099,1057.0
Echols County,Georgia,13,101,295.0
Effingham County,Georgia,13,103,5094.0
Elbert County,Georgia,13,105,1565.0
Emanuel County,Georgia,13,107,2110.0
Evans County,Georgia,13,109,815.0
Fannin County,Georgia,13,111,2161.0
Fayette County,Georgia,13,113,11732.0
Floyd County,Georgia,13,115,9715.0
Forsyth County,Georgia,13,117,16000.0
Franklin County,Georgia,13,119,2003.0
Fulton County,Georgia,13,121,91287.0
Gilmer County,Georgia,13,123,2968.0
Glascock County,Georgia,13,125,322.0
Glynn County,Georgia,13,127,9021.0
Gordon County,Georgia,13,129,4835.0
Grady County,Georgia,13,131,1867.0
Greene County,Georgia,13,133,1385.0
Gwinnett County,Georgia,13,135,80274.0
Habersham County,Georgia,13,137,4077.0
Hall County,Georgia,13,139,16693.0
Hancock County,Georgia,13,141,661.0
Haralson County,Georgia,13,143,2503.0
Harris County,Georgia,13,145,3977.0
Hart County,Georgia,13,147,2643.0
Heard County,Georgia,13,149,1145.0
Henry County,Georgia,13,151,22532.0
Houston County,Georgia,13,153,17098.0
Irwin County,Georgia,13,155,1057.0
Jackson County,Georgia,13,157,5605.0
Jasper County,Georgia,13,159,1166.0
Jeff Davis County,Georgia,13,161,1324.0
Jefferson County,Georgia,13,163,1338.0
Jenkins County,Georgia,13,165,662.0
Johnson County,Georgia,13,167,1017.0
Jones County,Georgia,13,169,2892.0
Lamar County,Georgia,13,171,1845.0
Lanier County,Georgia,13,173,1216.0
Laurens County,Georgia,13,175,3499.0
Lee County,Georgia,13,177,3072.0
Liberty County,Georgia,13,179,7847.0
Lincoln County,Georgia,13,181,828.0
Long County,Georgia,13,183,1546.0
Lowndes County,Georgia,13,185,11106.0
Lumpkin County,Georgia,13,187,3055.0
McDuffie County,Georgia,13,189,1835.0
McIntosh County,Georgia,13,191,1506.0
Macon County,Georgia,13,193,1482.0
Madison County,Georgia,13,195,2640.0
Marion County,Georgia,13,197,865.0
Meriwether County,Georgia,13,199,1850.0
Miller County,Georgia,13,201,655.0
Mitchell County,Georgia,13,205,1901.0
Monroe County,Georgia,13,207,2677.0
Montgomery County,Georgia,13,209,716.0
Morgan County,Georgia,13,211,1690.0
Murray County,Georgia,13,213,3271.0
Muscogee County,Georgia,13,215,23820.0
Newton County,Georgia,13,217,10813.0
Oconee County,Georgia,13,219,2978.0
Oglethorpe County,Georgia,13,221,1439.0
Paulding County,Georgia,13,223,15046.0
Peach County,Georgia,13,225,3102.0
Pickens County,Georgia,13,227,3253.0
Pierce County,Georgia,13,229,1889.0
Pike County,Georgia,13,231,2000.0
Polk County,Georgia,13,233,3472.0
Pulaski County,Georgia,13,235,996.0
Putnam County,Georgia,13,237,2044.0
Quitman County,Georgia,13,239,250.0
Rabun County,Georgia,13,241,1783.0
Randolph County,Georgia,13,243,576.0
Richmond County,Georgia,13,245,22287.0
Rockdale County,Georgia,13,247,9547.0
Schley County,Georgia,13,249,484.0
Screven County,Georgia,13,251,1239.0
Seminole County,Georgia,13,253,946.0
Spalding County,Georgia,13,255,6205.0
Stephens County,Georgia,13,257,2383.0
Stewart County,Georgia,13,259,344.0
Sumter County,Georgia,13,261,2716.0
Talbot County,Georgia,13,263,514.0
Taliaferro County,Georgia,13,265,90.0
Tattnall County,Georgia,13,267,2392.0
Taylor County,Georgia,13,269,827.0
Telfair County,Georgia,13,271,940.0
Terrell County,Georgia,13,273,790.0
Thomas County,Georgia,13,275,4530.0
Tift County,Georgia,13,277,3434.0
Toombs County,Georgia,13,279,2272.0
Towns County,Georgia,13,281,1068.0
Treutlen County,Georgia,13,283,492.0
Troup County,Georgia,13,285,7017.0
Turner County,Georgia,13,287,558.0
Twiggs County,Georgia,13,289,541.0
Union County,Georgia,13,291,2328.0
Upson County,Georgia,13,293,3018.0
Walker County,Georgia,13,295,7030.0
Walton County,Georgia,13,297,9537.0
Ware County,Georgia,13,299,3614.0
Warren County,Georgia,13,301,387.0
Washington County,Georgia,13,303,1642.0
Wayne County,Georgia,13,305,2932.0
Webster County,Georgia,13,307,188.0
Wheeler County,Georgia,13,309,362.0
White County,Georgia,13,311,3194.0
Whitfield County,Georgia,13,313,9457.0
Wilcox County,Georgia,13,315,758.0
Wilkes County,Georgia,13,317,819.0
Wilkinson County,Georgia,13,319,858.0
Worth County,Georgia,13,321,1704.0
Hawaii County,Hawaii,15,001,22868.0
Honolulu County,Hawaii,15,003,106405.0
Kauai County,Hawaii,15,007,8808.0
Kalawao County,Hawaii,15,005,1.0
Maui County,Hawaii,15,009,20510.0
Ada County,Idaho,16,001,50224.0
Adams County,Idaho,16,003,613.0
Bannock County,Idaho,16,005,10373.0
Bear Lake County,Idaho,16,007,734.0
Benewah County,Idaho,16,009,1048.0
Bingham County,Idaho,16,011,5063.0
Blaine County,Idaho,16,013,2693.0
Boise County,Idaho,16,015,978.0
Bonner County,Idaho,16,017,6325.0
Bonneville County,Idaho,16,019,11157.0
Boundary County,Idaho,16,021,1534.0
Butte County,Idaho,16,023,394.0
Camas County,Idaho,16,025,183.0
Canyon County,Idaho,16,027,19848.0
Caribou County,Idaho,16,029,815.0
Cassia County,Idaho,16,031,2335.0
Clearwater County,Idaho,16,035,1248.0
Custer County,Idaho,16,037,512.0
Elmore County,Idaho,16,039,2972.0
Franklin County,Idaho,16,041,1420.0
Fremont County,Idaho,16,043,1461.0
Gem County,Idaho,16,045,2043.0
Gooding County,Idaho,16,047,1444.0
Idaho County,Idaho,16,049,1986.0
Jefferson County,Idaho,16,051,2370.0
Jerome County,Idaho,16,053,1980.0
Kootenai County,Idaho,16,055,19384.0
Latah County,Idaho,16,057,3788.0
Lemhi County,Idaho,16,059,1063.0
Lewis County,Idaho,16,061,560.0
Lincoln County,Idaho,16,063,522.0
Madison County,Idaho,16,065,3232.0
Minidoka County,Idaho,16,067,2135.0
Nez Perce County,Idaho,16,069,5165.0
Oneida County,Idaho,16,071,609.0
Owyhee County,Idaho,16,073,985.0
Payette County,Idaho,16,075,2280.0
Power County,Idaho,16,077,605.0
Shoshone County,Idaho,16,079,1729.0
Teton County,Idaho,16,081,1117.0
Twin Falls County,Idaho,16,083,9475.0
Valley County,Idaho,16,085,1374.0
Washington County,Idaho,16,087,1275.0
Adams County,Illinois,17,001,7039.0
Alexander County,Illinois,17,003,966.0
Bond County,Illinois,17,005,1632.0
Boone County,Illinois,17,007,4968.0
Brown County,Illinois,17,009,739.0
Bureau County,Illinois,17,011,3990.0
Calhoun County,Illinois,17,013,519.0
Carroll County,Illinois,17,015,1555.0
Cass County,Illinois,17,017,1093.0
Champaign County,Illinois,17,019,16527.0
Christian County,Illinois,17,021,3408.0
Clark County,Illinois,17,023,1505.0
Clay County,Illinois,17,025,1214.0
Clinton County,Illinois,17,027,3784.0
Coles County,Illinois,17,029,4750.0
Cook County,Illinois,17,031,497449.0
Crawford County,Illinois,17,033,2010.0
Cumberland County,Illinois,17,035,971.0
DeKalb County,Illinois,17,037,9776.0
De Witt County,Illinois,17,039,1910.0
Douglas County,Illinois,17,041,1859.0
DuPage County,Illinois,17,043,83978.0
Edgar County,Illinois,17,045,1734.0
Edwards County,Illinois,17,047,542.0
Effingham County,Illinois,17,049,2999.0
Fayette County,Illinois,17,051,1823.0
Ford County,Illinois,17,053,1601.0
Franklin County,Illinois,17,055,4730.0
Fulton County,Illinois,17,057,4114.0
Gallatin County,Illinois,17,059,639.0
Greene County,Illinois,17,061,1319.0
Grundy County,Illinois,17,063,5566.0
Hamilton County,Illinois,17,065,1030.0
Hancock County,Illinois,17,067,2080.0
Hardin County,Illinois,17,069,494.0
Henderson County,Illinois,17,071,763.0
Henry County,Illinois,17,073,4730.0
Iroquois County,Illinois,17,075,2995.0
Jackson County,Illinois,17,077,5946.0
Jasper County,Illinois,17,079,839.0
Jefferson County,Illinois,17,081,4437.0
Jersey County,Illinois,17,083,2742.0
Jo Daviess County,Illinois,17,085,2301.0
Johnson County,Illinois,17,087,1446.0
Kane County,Illinois,17,089,46497.0
Kankakee County,Illinois,17,091,13127.0
Kendall County,Illinois,17,093,13102.0
Knox County,Illinois,17,095,5287.0
Lake County,Illinois,17,097,60463.0
LaSalle County,Illinois,17,099,12570.0
Lawrence County,Illinois,17,101,1566.0
Lee County,Illinois,17,103,4021.0
Livingston County,Illinois,17,105,4207.0
Logan County,Illinois,17,107,3812.0
McDonough County,Illinois,17,109,2436.0
McHenry County,Illinois,17,111,33292.0
McLean County,Illinois,17,113,12867.0
Macon County,Illinois,17,115,10964.0
Macoupin County,Illinois,17,117,5449.0
Madison County,Illinois,17,119,29586.0
Marion County,Illinois,17,121,4264.0
Marshall County,Illinois,17,123,1273.0
Mason County,Illinois,17,125,1419.0
Massac County,Illinois,17,127,1701.0
Menard County,Illinois,17,129,1317.0
Mercer County,Illinois,17,131,1783.0
Monroe County,Illinois,17,133,3484.0
Montgomery County,Illinois,17,135,2784.0
Morgan County,Illinois,17,137,2857.0
Moultrie County,Illinois,17,139,1255.0
Ogle County,Illinois,17,141,5623.0
Peoria County,Illinois,17,143,17967.0
Perry County,Illinois,17,145,2377.0
Piatt County,Illinois,17,147,1815.0
Pike County,Illinois,17,149,1595.0
Pope County,Illinois,17,151,509.0
Pulaski County,Illinois,17,153,602.0
Putnam County,Illinois,17,155,690.0
Randolph County,Illinois,17,157,3439.0
Richland County,Illinois,17,159,1425.0
Rock Island County,Illinois,17,161,16686.0
Saint Clair County,Illinois,17,163,31941.0
Saline County,Illinois,17,165,3215.0
Sangamon County,Illinois,17,167,19461.0
Schuyler County,Illinois,17,169,861.0
Scott County,Illinois,17,171,506.0
Shelby County,Illinois,17,173,1936.0
Stark County,Illinois,17,175,579.0
Stephenson County,Illinois,17,177,5005.0
Tazewell County,Illinois,17,179,14152.0
Union County,Illinois,17,181,1839.0
Vermilion County,Illinois,17,183,7604.0
Wabash County,Illinois,17,185,917.0
Warren County,Illinois,17,187,1524.0
Washington County,Illinois,17,189,1370.0
Wayne County,Illinois,17,191,1695.0
White County,Illinois,17,193,1604.0
Whiteside County,Illinois,17,195,5616.0
Will County,Illinois,17,197,65121.0
Williamson County,Illinois,17,199,8316.0
Winnebago County,Illinois,17,201,28727.0
Woodford County,Illinois,17,203,3928.0
Adams County,Indiana,18,001,2215.0
Allen County,Indiana,18,003,36804.0
Bartholomew County,Indiana,18,005,6559.0
Benton County,Indiana,18,007,744.0
Blackford County,Indiana,18,009,1086.0
Boone County,Indiana,18,011,4336.0
Brown County,Indiana,18,013,1607.0
Carroll County,Indiana,18,015,1744.0
Cass County,Indiana,18,017,3266.0
