County,State,State_FIPS,County_FIPS,some_college_less_1_year
Aleutians West Census Area,Alaska,02,016,113.0
Dillingham Census Area,Alaska,02,070,273.0
Lake and Peninsula Borough,Alaska,02,164,41.0
Denali Borough,Alaska,02,068,59.0
Yukon-Koyukuk Census Area,Alaska,02,290,245.0
Hoonah-Angoon Census Area,Alaska,02,105,90.0
Skagway Municipality,Alaska,02,230,40.0
Yakutat City and Borough,Alaska,02,282,29.0
Ketchikan Gateway Borough,Alaska,02,130,1032.0
Petersburg Borough,Alaska,02,195,132.0
Prince of Wales-Hyder Census Area,Alaska,02,198,280.0
Wrangell City and Borough,Alaska,02,275,141.0
Apache County,Arizona,04,001,1489.0
Cochise County,Arizona,04,003,6927.0
Coconino County,Arizona,04,005,4788.0
Gila County,Arizona,04,007,3919.0
Graham County,Arizona,04,009,2222.0
Greenlee County,Arizona,04,011,373.0
Maricopa County,Arizona,04,013,198834.0
Mohave County,Arizona,04,015,15039.0
Navajo County,Arizona,04,017,4610.0
Pima County,Arizona,04,019,48697.0
Pinal County,Arizona,04,021,27092.0
Santa Cruz County,Arizona,04,023,1541.0
Yavapai County,Arizona,04,025,15054.0
La Paz County,Arizona,04,012,828.0
Yuma County,Arizona,04,027,8931.0
Arkansas County,Arkansas,05,001,872.0
Ashley County,Arkansas,05,003,786.0
Baxter County,Arkansas,05,005,2863.0
Benton County,Arkansas,05,007,9912.0
Boone County,Arkansas,05,009,2431.0
Bradley County,Arkansas,05,011,313.0
Calhoun County,Arkansas,05,013,198.0
Carroll County,Arkansas,05,015,1375.0
Chicot County,Arkansas,05,017,304.0
Clark County,Arkansas,05,019,760.0
Clay County,Arkansas,05,021,818.0
Cleburne County,Arkansas,05,023,1465.0
Cleveland County,Arkansas,05,025,303.0
Columbia County,Arkansas,05,027,719.0
Conway County,Arkansas,05,029,965.0
Craighead County,Arkansas,05,031,4533.0
Crawford County,Arkansas,05,033,3768.0
Crittenden County,Arkansas,05,035,1920.0
Cross County,Arkansas,05,037,823.0
Dallas County,Arkansas,05,039,272.0
Desha County,Arkansas,05,041,575.0
Drew County,Arkansas,05,043,603.0
Faulkner County,Arkansas,05,045,4482.0
Franklin County,Arkansas,05,047,1086.0
Fulton County,Arkansas,05,049,1030.0
Garland County,Arkansas,05,051,6142.0
Grant County,Arkansas,05,053,827.0
Greene County,Arkansas,05,055,2307.0
Hempstead County,Arkansas,05,057,866.0
Hot Spring County,Arkansas,05,059,1951.0
Howard County,Arkansas,05,061,478.0
Independence County,Arkansas,05,063,1768.0
Izard County,Arkansas,05,065,606.0
Jackson County,Arkansas,05,067,811.0
Jefferson County,Arkansas,05,069,4048.0
Johnson County,Arkansas,05,071,999.0
Lafayette County,Arkansas,05,073,224.0
Lawrence County,Arkansas,05,075,918.0
Lee County,Arkansas,05,077,393.0
Lincoln County,Arkansas,05,079,438.0
Little River County,Arkansas,05,081,977.0
Logan County,Arkansas,05,083,943.0
Lonoke County,Arkansas,05,085,3627.0
Madison County,Arkansas,05,087,603.0
Marion County,Arkansas,05,089,1015.0
Miller County,Arkansas,05,091,2925.0
Mississippi County,Arkansas,05,093,2464.0
Monroe County,Arkansas,05,095,275.0
Montgomery County,Arkansas,05,097,515.0
Nevada County,Arkansas,05,099,235.0
Newton County,Arkansas,05,101,217.0
Ouachita County,Arkansas,05,103,1181.0
Perry County,Arkansas,05,105,558.0
Phillips County,Arkansas,05,107,921.0
Pike County,Arkansas,05,109,677.0
Poinsett County,Arkansas,05,111,1172.0
Polk County,Arkansas,05,113,1237.0
Pope County,Arkansas,05,115,3021.0
Prairie County,Arkansas,05,117,294.0
Pulaski County,Arkansas,05,119,15815.0
Randolph County,Arkansas,05,121,947.0
Saint Francis County,Arkansas,05,123,1165.0
Saline County,Arkansas,05,125,5339.0
Scott County,Arkansas,05,127,556.0
Searcy County,Arkansas,05,129,327.0
Sebastian County,Arkansas,05,131,6225.0
Sevier County,Arkansas,05,133,553.0
Sharp County,Arkansas,05,135,890.0
Stone County,Arkansas,05,137,546.0
Union County,Arkansas,05,139,1543.0
Van Buren County,Arkansas,05,141,759.0
Washington County,Arkansas,05,143,7389.0
White County,Arkansas,05,145,2977.0
Woodruff County,Arkansas,05,147,343.0
Yell County,Arkansas,05,149,1126.0
Alameda County,California,06,001,51968.0
Alpine County,California,06,003,43.0
Amador County,California,06,005,2673.0
Butte County,California,06,007,11851.0
Calaveras County,California,06,009,2896.0
Colusa County,California,06,011,671.0
Contra Costa County,California,06,013,47813.0
Del Norte County,California,06,015,1615.0
El Dorado County,California,06,017,10936.0
Fresno County,California,06,019,38218.0
Glenn County,California,06,021,1426.0
Humboldt County,California,06,023,7475.0
Imperial County,California,06,025,5773.0
Inyo County,California,06,027,1133.0
Kern County,California,06,029,35788.0
Kings County,California,06,031,5717.0
Lake County,California,06,033,4252.0
Lassen County,California,06,035,2879.0
Los Angeles County,California,06,037,306692.0
Madera County,California,06,039,6575.0
Marin County,California,06,041,7601.0
Mariposa County,California,06,043,1292.0
Mendocino County,California,06,045,5919.0
Merced County,California,06,047,11375.0
Modoc County,California,06,049,1088.0
Mono County,California,06,051,366.0
Monterey County,California,06,053,13427.0
Napa County,California,06,055,6634.0
Nevada County,California,06,057,6509.0
Orange County,California,06,059,114807.0
Placer County,California,06,061,19606.0
Plumas County,California,06,063,1319.0
Riverside County,California,06,065,113921.0
Sacramento County,California,06,067,70504.0
San Benito County,California,06,069,2386.0
San Bernardino County,California,06,071,99376.0
San Diego County,California,06,073,125361.0
San Francisco County,California,06,075,23316.0
San Joaquin County,California,06,077,35029.0
San Luis Obispo County,California,06,079,13074.0
San Mateo County,California,06,081,26369.0
Santa Barbara County,California,06,083,16239.0
Santa Clara County,California,06,085,53334.0
Santa Cruz County,California,06,087,9784.0
Shasta County,California,06,089,11265.0
Sierra County,California,06,091,155.0
Siskiyou County,California,06,093,2821.0
Solano County,California,06,095,23585.0
Sonoma County,California,06,097,27488.0
Stanislaus County,California,06,099,27035.0
Sutter County,California,06,101,4539.0
Tehama County,California,06,103,4031.0
Trinity County,California,06,105,636.0
Tulare County,California,06,107,15379.0
Tuolumne County,California,06,109,4515.0
Ventura County,California,06,111,35945.0
Yolo County,California,06,113,7768.0
Yuba County,California,06,115,3926.0
Alamosa County,Colorado,08,003,674.0
Archuleta County,Colorado,08,007,537.0
Baca County,Colorado,08,009,235.0
Bent County,Colorado,08,011,357.0
Chaffee County,Colorado,08,015,1023.0
Cheyenne County,Colorado,08,017,92.0
Clear Creek County,Colorado,08,019,346.0
Conejos County,Colorado,08,021,306.0
Costilla County,Colorado,08,023,108.0
Crowley County,Colorado,08,025,253.0
Custer County,Colorado,08,027,528.0
Delta County,Colorado,08,029,1525.0
Dolores County,Colorado,08,033,88.0
Douglas County,Colorado,08,035,11061.0
Eagle County,Colorado,08,037,1422.0
Elbert County,Colorado,08,039,1425.0
El Paso County,Colorado,08,041,31817.0
Fremont County,Colorado,08,043,3091.0
Garfield County,Colorado,08,045,2840.0
Gilpin County,Colorado,08,047,170.0
Grand County,Colorado,08,049,611.0
Gunnison County,Colorado,08,051,324.0
Huerfano County,Colorado,08,055,457.0
Jackson County,Colorado,08,057,70.0
Kiowa County,Colorado,08,061,82.0
Kit Carson County,Colorado,08,063,394.0
Lake County,Colorado,08,065,324.0
La Plata County,Colorado,08,067,2531.0
Larimer County,Colorado,08,069,13659.0
Las Animas County,Colorado,08,071,802.0
Lincoln County,Colorado,08,073,223.0
Logan County,Colorado,08,075,1083.0
Mesa County,Colorado,08,077,7824.0
Moffat County,Colorado,08,081,796.0
Montezuma County,Colorado,08,083,1220.0
Montrose County,Colorado,08,085,1945.0
Morgan County,Colorado,08,087,1411.0
Otero County,Colorado,08,089,1129.0
Ouray County,Colorado,08,091,166.0
Park County,Colorado,08,093,1017.0
Phillips County,Colorado,08,095,232.0
Pitkin County,Colorado,08,097,512.0
Prowers County,Colorado,08,099,679.0
Pueblo County,Colorado,08,101,8979.0
Rio Blanco County,Colorado,08,103,372.0
Rio Grande County,Colorado,08,105,569.0
Routt County,Colorado,08,107,741.0
Saguache County,Colorado,08,109,152.0
San Miguel County,Colorado,08,113,158.0
Sedgwick County,Colorado,08,115,177.0
Summit County,Colorado,08,117,692.0
Teller County,Colorado,08,119,1079.0
Washington County,Colorado,08,121,272.0
Yuma County,Colorado,08,125,406.0
Adams County,Colorado,08,001,22009.0
Arapahoe County,Colorado,08,005,25534.0
Boulder County,Colorado,08,013,8579.0
Broomfield County,Colorado,08,014,2211.0
Denver County,Colorado,08,031,19470.0
Jefferson County,Colorado,08,059,25438.0
Weld County,Colorado,08,123,14457.0
Fairfield County,Connecticut,09,001,26512.0
Hartford County,Connecticut,09,003,32943.0
Litchfield County,Connecticut,09,005,8173.0
Middlesex County,Connecticut,09,007,6755.0
New Haven County,Connecticut,09,009,30827.0
New London County,Connecticut,09,011,12541.0
Tolland County,Connecticut,09,013,6148.0
Windham County,Connecticut,09,015,6317.0
Kent County,Delaware,10,001,7382.0
New Castle County,Delaware,10,003,22937.0
Sussex County,Delaware,10,005,9445.0
Alachua County,Florida,12,001,8514.0
Baker County,Florida,12,003,1738.0
Bay County,Florida,12,005,10568.0
Bradford County,Florida,12,007,1077.0
Brevard County,Florida,12,009,32886.0
Broward County,Florida,12,011,75938.0
Calhoun County,Florida,12,013,733.0
Charlotte County,Florida,12,015,12110.0
Citrus County,Florida,12,017,9941.0
Clay County,Florida,12,019,11949.0
Collier County,Florida,12,021,13559.0
Columbia County,Florida,12,023,3971.0
Miami-Dade County,Florida,12,086,79923.0
DeSoto County,Florida,12,027,1503.0
Dixie County,Florida,12,029,729.0
Duval County,Florida,12,031,46415.0
Escambia County,Florida,12,033,13789.0
Flagler County,Florida,12,035,7203.0
Franklin County,Florida,12,037,633.0
Gadsden County,Florida,12,039,1916.0
Gilchrist County,Florida,12,041,713.0
Glades County,Florida,12,043,502.0
Gulf County,Florida,12,045,1064.0
Hamilton County,Florida,12,047,642.0
Hardee County,Florida,12,049,979.0
Hendry County,Florida,12,051,1372.0
Hernando County,Florida,12,053,10353.0
Highlands County,Florida,12,055,6092.0
Hillsborough County,Florida,12,057,51326.0
Holmes County,Florida,12,059,924.0
Indian River County,Florida,12,061,8281.0
Jackson County,Florida,12,063,2994.0
Jefferson County,Florida,12,065,774.0
Lafayette County,Florida,12,067,401.0
Lake County,Florida,12,069,19036.0
Lee County,Florida,12,071,35785.0
Leon County,Florida,12,073,10455.0
Levy County,Florida,12,075,2197.0
Liberty County,Florida,12,077,330.0
Madison County,Florida,12,079,1050.0
Manatee County,Florida,12,081,19906.0
Marion County,Florida,12,083,20306.0
Martin County,Florida,12,085,8109.0
Monroe County,Florida,12,087,4195.0
Nassau County,Florida,12,089,4363.0
Okaloosa County,Florida,12,091,10963.0
Okeechobee County,Florida,12,093,2019.0
Orange County,Florida,12,095,46535.0
Osceola County,Florida,12,097,14025.0
Palm Beach County,Florida,12,099,58994.0
Pasco County,Florida,12,101,26750.0
Pinellas County,Florida,12,103,52877.0
Polk County,Florida,12,105,29000.0
Putnam County,Florida,12,107,3113.0
Saint Johns County,Florida,12,109,12002.0
Saint Lucie County,Florida,12,111,15613.0
Santa Rosa County,Florida,12,113,8939.0
Sarasota County,Florida,12,115,22261.0
Seminole County,Florida,12,117,17092.0
Sumter County,Florida,12,119,9952.0
Suwannee County,Florida,12,121,2586.0
Taylor County,Florida,12,123,1118.0
Union County,Florida,12,125,825.0
Volusia County,Florida,12,127,30932.0
Wakulla County,Florida,12,129,1827.0
Walton County,Florida,12,131,3718.0
Washington County,Florida,12,133,1478.0
Appling County,Georgia,13,001,559.0
Atkinson County,Georgia,13,003,210.0
Bacon County,Georgia,13,005,513.0
Baker County,Georgia,13,007,103.0
Baldwin County,Georgia,13,009,1427.0
Banks County,Georgia,13,011,750.0
Barrow County,Georgia,13,013,4579.0
Bartow County,Georgia,13,015,4281.0
Ben Hill County,Georgia,13,017,720.0
Berrien County,Georgia,13,019,569.0
Bibb County,Georgia,13,021,5056.0
Bleckley County,Georgia,13,023,485.0
Brantley County,Georgia,13,025,946.0
Brooks County,Georgia,13,027,708.0
Bryan County,Georgia,13,029,1416.0
Bulloch County,Georgia,13,031,2394.0
Burke County,Georgia,13,033,724.0
Butts County,Georgia,13,035,1034.0
Calhoun County,Georgia,13,037,213.0
Camden County,Georgia,13,039,2755.0
Candler County,Georgia,13,043,443.0
Carroll County,Georgia,13,045,4881.0
Catoosa County,Georgia,13,047,3159.0
Charlton County,Georgia,13,049,413.0
Chatham County,Georgia,13,051,11832.0
Chattahoochee County,Georgia,13,053,388.0
Chattooga County,Georgia,13,055,786.0
Cherokee County,Georgia,13,057,10383.0
Clarke County,Georgia,13,059,2840.0
Clay County,Georgia,13,061,89.0
Clayton County,Georgia,13,063,9769.0
Clinch County,Georgia,13,065,246.0
Cobb County,Georgia,13,067,23616.0
Coffee County,Georgia,13,069,1335.0
Colquitt County,Georgia,13,071,1611.0
Columbia County,Georgia,13,073,5591.0
Cook County,Georgia,13,075,463.0
Coweta County,Georgia,13,077,6221.0
Crawford County,Georgia,13,079,745.0
Crisp County,Georgia,13,081,1008.0
Dade County,Georgia,13,083,642.0
Dawson County,Georgia,13,085,926.0
Decatur County,Georgia,13,087,903.0
DeKalb County,Georgia,13,089,20579.0
Dodge County,Georgia,13,091,807.0
Dooly County,Georgia,13,093,469.0
Dougherty County,Georgia,13,095,3548.0
Douglas County,Georgia,13,097,5915.0
Early County,Georgia,13,099,251.0
Echols County,Georgia,13,101,151.0
Effingham County,Georgia,13,103,2543.0
Elbert County,Georgia,13,105,634.0
Emanuel County,Georgia,13,107,713.0
Evans County,Georgia,13,109,358.0
Fannin County,Georgia,13,111,1394.0
Fayette County,Georgia,13,113,4313.0
Floyd County,Georgia,13,115,3626.0
Forsyth County,Georgia,13,117,7542.0
Franklin County,Georgia,13,119,891.0
Fulton County,Georgia,13,121,24437.0
Gilmer County,Georgia,13,123,1334.0
Glascock County,Georgia,13,125,108.0
Glynn County,Georgia,13,127,3935.0
Gordon County,Georgia,13,129,2835.0
Grady County,Georgia,13,131,1051.0
Greene County,Georgia,13,133,764.0
Gwinnett County,Georgia,13,135,28230.0
Habersham County,Georgia,13,137,2119.0
Hall County,Georgia,13,139,8606.0
Hancock County,Georgia,13,141,274.0
Haralson County,Georgia,13,143,1380.0
Harris County,Georgia,13,145,1714.0
Hart County,Georgia,13,147,1109.0
Heard County,Georgia,13,149,373.0
Henry County,Georgia,13,151,9569.0
Houston County,Georgia,13,153,6742.0
Irwin County,Georgia,13,155,401.0
Jackson County,Georgia,13,157,3027.0
Jasper County,Georgia,13,159,826.0
Jeff Davis County,Georgia,13,161,562.0
Jefferson County,Georgia,13,163,346.0
Jenkins County,Georgia,13,165,344.0
Johnson County,Georgia,13,167,371.0
Jones County,Georgia,13,169,1136.0
Lamar County,Georgia,13,171,812.0
Lanier County,Georgia,13,173,292.0
Laurens County,Georgia,13,175,1485.0
Lee County,Georgia,13,177,1501.0
Liberty County,Georgia,13,179,3140.0
Lincoln County,Georgia,13,181,315.0
Long County,Georgia,13,183,981.0
Lowndes County,Georgia,13,185,3604.0
Lumpkin County,Georgia,13,187,1273.0
McDuffie County,Georgia,13,189,655.0
McIntosh County,Georgia,13,191,690.0
Macon County,Georgia,13,193,576.0
Madison County,Georgia,13,195,1280.0
Marion County,Georgia,13,197,359.0
Meriwether County,Georgia,13,199,947.0
Miller County,Georgia,13,201,221.0
Mitchell County,Georgia,13,205,1085.0
Monroe County,Georgia,13,207,927.0
Montgomery County,Georgia,13,209,293.0
Morgan County,Georgia,13,211,613.0
Murray County,Georgia,13,213,1411.0
Muscogee County,Georgia,13,215,8722.0
Newton County,Georgia,13,217,4494.0
Oconee County,Georgia,13,219,1427.0
Oglethorpe County,Georgia,13,221,557.0
Paulding County,Georgia,13,223,6445.0
Peach County,Georgia,13,225,982.0
Pickens County,Georgia,13,227,1324.0
Pierce County,Georgia,13,229,954.0
Pike County,Georgia,13,231,807.0
Polk County,Georgia,13,233,1601.0
Pulaski County,Georgia,13,235,507.0
Putnam County,Georgia,13,237,959.0
Quitman County,Georgia,13,239,81.0
Rabun County,Georgia,13,241,737.0
Randolph County,Georgia,13,243,260.0
Richmond County,Georgia,13,245,8063.0
Rockdale County,Georgia,13,247,3303.0
Schley County,Georgia,13,249,203.0
Screven County,Georgia,13,251,415.0
Seminole County,Georgia,13,253,447.0
Spalding County,Georgia,13,255,2628.0
Stephens County,Georgia,13,257,965.0
Stewart County,Georgia,13,259,184.0
Sumter County,Georgia,13,261,1036.0
Talbot County,Georgia,13,263,267.0
Taliaferro County,Georgia,13,265,59.0
Tattnall County,Georgia,13,267,1132.0
Taylor County,Georgia,13,269,288.0
Telfair County,Georgia,13,271,324.0
Terrell County,Georgia,13,273,384.0
Thomas County,Georgia,13,275,2115.0
Tift County,Georgia,13,277,1597.0
Toombs County,Georgia,13,279,881.0
Towns County,Georgia,13,281,520.0
Treutlen County,Georgia,13,283,269.0
Troup County,Georgia,13,285,3090.0
Turner County,Georgia,13,287,319.0
Twiggs County,Georgia,13,289,337.0
Union County,Georgia,13,291,1626.0
Upson County,Georgia,13,293,1092.0
Walker County,Georgia,13,295,2908.0
Walton County,Georgia,13,297,4035.0
Ware County,Georgia,13,299,1611.0
Warren County,Georgia,13,301,109.0
Washington County,Georgia,13,303,912.0
Wayne County,Georgia,13,305,1562.0
Webster County,Georgia,13,307,93.0
Wheeler County,Georgia,13,309,116.0
White County,Georgia,13,311,1523.0
Whitfield County,Georgia,13,313,4024.0
Wilcox County,Georgia,13,315,220.0
Wilkes County,Georgia,13,317,360.0
Wilkinson County,Georgia,13,319,327.0
Worth County,Georgia,13,321,808.0
Hawaii County,Hawaii,15,001,7501.0
Honolulu County,Hawaii,15,003,38720.0
Kauai County,Hawaii,15,007,2213.0
Kalawao County,Hawaii,15,005,5.0
Maui County,Hawaii,15,009,7422.0
Ada County,Idaho,16,001,25365.0
Adams County,Idaho,16,003,226.0
Bannock County,Idaho,16,005,4730.0
Bear Lake County,Idaho,16,007,349.0
Benewah County,Idaho,16,009,535.0
Bingham County,Idaho,16,011,2380.0
Blaine County,Idaho,16,013,739.0
Boise County,Idaho,16,015,499.0
Bonner County,Idaho,16,017,2622.0
Bonneville County,Idaho,16,019,5610.0
Boundary County,Idaho,16,021,695.0
Butte County,Idaho,16,023,234.0
Camas County,Idaho,16,025,33.0
Canyon County,Idaho,16,027,12249.0
Caribou County,Idaho,16,029,380.0
Cassia County,Idaho,16,031,997.0
Clearwater County,Idaho,16,035,609.0
Custer County,Idaho,16,037,276.0
Elmore County,Idaho,16,039,1503.0
Franklin County,Idaho,16,041,855.0
Fremont County,Idaho,16,043,593.0
Gem County,Idaho,16,045,928.0
Gooding County,Idaho,16,047,531.0
Idaho County,Idaho,16,049,1209.0
Jefferson County,Idaho,16,051,1286.0
Jerome County,Idaho,16,053,1211.0
Kootenai County,Idaho,16,055,9314.0
Latah County,Idaho,16,057,1153.0
Lemhi County,Idaho,16,059,458.0
Lewis County,Idaho,16,061,216.0
Lincoln County,Idaho,16,063,235.0
Madison County,Idaho,16,065,1138.0
Minidoka County,Idaho,16,067,896.0
Nez Perce County,Idaho,16,069,2565.0
Oneida County,Idaho,16,071,302.0
Owyhee County,Idaho,16,073,553.0
Payette County,Idaho,16,075,1567.0
Power County,Idaho,16,077,352.0
Shoshone County,Idaho,16,079,640.0
Teton County,Idaho,16,081,299.0
Twin Falls County,Idaho,16,083,4166.0
Valley County,Idaho,16,085,582.0
Washington County,Idaho,16,087,704.0
Adams County,Illinois,17,001,4487.0
Alexander County,Illinois,17,003,365.0
Bond County,Illinois,17,005,1111.0
Boone County,Illinois,17,007,2691.0
Brown County,Illinois,17,009,485.0
Bureau County,Illinois,17,011,1913.0
Calhoun County,Illinois,17,013,197.0
Carroll County,Illinois,17,015,971.0
Cass County,Illinois,17,017,731.0
Champaign County,Illinois,17,019,7967.0
Christian County,Illinois,17,021,2051.0
Clark County,Illinois,17,023,1077.0
Clay County,Illinois,17,025,861.0
Clinton County,Illinois,17,027,2352.0
Coles County,Illinois,17,029,2677.0
Cook County,Illinois,17,031,177965.0
Crawford County,Illinois,17,033,1144.0
Cumberland County,Illinois,17,035,747.0
DeKalb County,Illinois,17,037,5397.0
De Witt County,Illinois,17,039,1007.0
Douglas County,Illinois,17,041,1006.0
DuPage County,Illinois,17,043,36730.0
Edgar County,Illinois,17,045,981.0
Edwards County,Illinois,17,047,411.0
Effingham County,Illinois,17,049,1722.0
Fayette County,Illinois,17,051,1025.0
Ford County,Illinois,17,053,679.0
Franklin County,Illinois,17,055,3243.0
Fulton County,Illinois,17,057,2462.0
Gallatin County,Illinois,17,059,372.0
Greene County,Illinois,17,061,841.0
Grundy County,Illinois,17,063,3195.0
Hamilton County,Illinois,17,065,554.0
Hancock County,Illinois,17,067,891.0
Hardin County,Illinois,17,069,360.0
Henderson County,Illinois,17,071,407.0
Henry County,Illinois,17,073,2868.0
Iroquois County,Illinois,17,075,1706.0
Jackson County,Illinois,17,077,2190.0
Jasper County,Illinois,17,079,414.0
Jefferson County,Illinois,17,081,2731.0
Jersey County,Illinois,17,083,1230.0
Jo Daviess County,Illinois,17,085,1132.0
Johnson County,Illinois,17,087,1056.0
Kane County,Illinois,17,089,22647.0
Kankakee County,Illinois,17,091,6015.0
Kendall County,Illinois,17,093,5604.0
Knox County,Illinois,17,095,2880.0
Lake County,Illinois,17,097,26042.0
LaSalle County,Illinois,17,099,7174.0
Lawrence County,Illinois,17,101,1022.0
Lee County,Illinois,17,103,2355.0
Livingston County,Illinois,17,105,2159.0
Logan County,Illinois,17,107,1742.0
McDonough County,Illinois,17,109,1457.0
McHenry County,Illinois,17,111,16544.0
McLean County,Illinois,17,113,7050.0
Macon County,Illinois,17,115,6590.0
Macoupin County,Illinois,17,117,3109.0
Madison County,Illinois,17,119,15264.0
Marion County,Illinois,17,121,2509.0
Marshall County,Illinois,17,123,903.0
Mason County,Illinois,17,125,805.0
Massac County,Illinois,17,127,1066.0
Menard County,Illinois,17,129,669.0
Mercer County,Illinois,17,131,972.0
Monroe County,Illinois,17,133,2247.0
Montgomery County,Illinois,17,135,1827.0
Morgan County,Illinois,17,137,2007.0
Moultrie County,Illinois,17,139,913.0
Ogle County,Illinois,17,141,3457.0
Peoria County,Illinois,17,143,10326.0
Perry County,Illinois,17,145,1284.0
Piatt County,Illinois,17,147,656.0
Pike County,Illinois,17,149,1153.0
Pope County,Illinois,17,151,500.0
Pulaski County,Illinois,17,153,452.0
Putnam County,Illinois,17,155,483.0
Randolph County,Illinois,17,157,1998.0
Richland County,Illinois,17,159,1038.0
Rock Island County,Illinois,17,161,9112.0
Saint Clair County,Illinois,17,163,13450.0
Saline County,Illinois,17,165,1546.0
Sangamon County,Illinois,17,167,11481.0
Schuyler County,Illinois,17,169,471.0
Scott County,Illinois,17,171,319.0
Shelby County,Illinois,17,173,1004.0
Stark County,Illinois,17,175,332.0
Stephenson County,Illinois,17,177,3434.0
Tazewell County,Illinois,17,179,8733.0
Union County,Illinois,17,181,1164.0
Vermilion County,Illinois,17,183,4486.0
Wabash County,Illinois,17,185,777.0
Warren County,Illinois,17,187,1044.0
Washington County,Illinois,17,189,856.0
Wayne County,Illinois,17,191,1014.0
White County,Illinois,17,193,1083.0
Whiteside County,Illinois,17,195,4184.0
Will County,Illinois,17,197,33108.0
Williamson County,Illinois,17,199,4544.0
Winnebago County,Illinois,17,201,18032.0
Woodford County,Illinois,17,203,1790.0
Adams County,Indiana,18,001,1377.0
Allen County,Indiana,18,003,16460.0
Bartholomew County,Indiana,18,005,2968.0
Benton County,Indiana,18,007,353.0
Blackford County,Indiana,18,009,553.0
Boone County,Indiana,18,011,2257.0
Brown County,Indiana,18,013,857.0
Carroll County,Indiana,18,015,955.0
Cass County,Indiana,18,017,1892.0
Clark County,Indiana,18,019,6024.0
Clay County,Indiana,18,021,1026.0
Clinton County,Indiana,18,023,1444.0
Crawford County,Indiana,18,025,434.0
Daviess County,Indiana,18,027,1036.0
Dearborn County,Indiana,18,029,1939.0
Decatur County,Indiana,18,031,1003.0
DeKalb County,Indiana,18,033,2136.0
Delaware County,Indiana,18,035,4676.0
