County,State,State_FIPS,County_FIPS,high_school_only_percentage
Eagle County,Colorado,08,037,17.9
Elbert County,Colorado,08,039,26.1
El Paso County,Colorado,08,041,20.6
Fremont County,Colorado,08,043,39.2
Garfield County,Colorado,08,045,28.7
Gilpin County,Colorado,08,047,24.3
Grand County,Colorado,08,049,25.7
Gunnison County,Colorado,08,051,18.1
Huerfano County,Colorado,08,055,27.4
Jackson County,Colorado,08,057,37.2
Kiowa County,Colorado,08,061,35.2
Kit Carson County,Colorado,08,063,38.1
Lake County,Colorado,08,065,33.6
La Plata County,Colorado,08,067,19.3
Larimer County,Colorado,08,069,19.4
Las Animas County,Colorado,08,071,29.6
Lincoln County,Colorado,08,073,49.7
Logan County,Colorado,08,075,34.2
Mesa County,Colorado,08,077,29.3
Moffat County,Colorado,08,081,39.9
Montezuma County,Colorado,08,083,29.5
Montrose County,Colorado,08,085,32.1
Morgan County,Colorado,08,087,31.8
Otero County,Colorado,08,089,28.4
Ouray County,Colorado,08,091,18.2
Park County,Colorado,08,093,26.0
Phillips County,Colorado,08,095,32.4
Pitkin County,Colorado,08,097,13.8
Prowers County,Colorado,08,099,27.6
Pueblo County,Colorado,08,101,29.3
Rio Blanco County,Colorado,08,103,33.6
Rio Grande County,Colorado,08,105,27.4
Routt County,Colorado,08,107,21.6
Saguache County,Colorado,08,109,26.3
San Miguel County,Colorado,08,113,14.8
Sedgwick County,Colorado,08,115,33.8
Summit County,Colorado,08,117,17.0
Teller County,Colorado,08,119,25.4
Washington County,Colorado,08,121,34.1
Yuma County,Colorado,08,125,33.1
Adams County,Colorado,08,001,28.5
Arapahoe County,Colorado,08,005,20.6
Boulder County,Colorado,08,013,12.9
Broomfield County,Colorado,08,014,15.0
Denver County,Colorado,08,031,17.6
Jefferson County,Colorado,08,059,20.9
Weld County,Colorado,08,123,27.0
Fairfield County,Connecticut,09,001,22.4
Hartford County,Connecticut,09,003,27.2
Litchfield County,Connecticut,09,005,29.5
Middlesex County,Connecticut,09,007,27.2
New Haven County,Connecticut,09,009,30.3
New London County,Connecticut,09,011,30.8
Tolland County,Connecticut,09,013,27.1
Windham County,Connecticut,09,015,33.3
Kent County,Delaware,10,001,33.6
New Castle County,Delaware,10,003,28.9
Sussex County,Delaware,10,005,34.7
Alachua County,Florida,12,001,21.9
Baker County,Florida,12,003,41.5
Bay County,Florida,12,005,30.6
Bradford County,Florida,12,007,34.8
Brevard County,Florida,12,009,28.9
Broward County,Florida,12,011,27.3
Calhoun County,Florida,12,013,39.9
Charlotte County,Florida,12,015,34.2
Citrus County,Florida,12,017,37.5
Clay County,Florida,12,019,30.7
Collier County,Florida,12,021,26.2
Columbia County,Florida,12,023,36.1
Miami-Dade County,Florida,12,086,28.4
DeSoto County,Florida,12,027,40.7
Dixie County,Florida,12,029,43.2
Duval County,Florida,12,031,28.0
Escambia County,Florida,12,033,28.2
Flagler County,Florida,12,035,33.4
Franklin County,Florida,12,037,35.8
Gadsden County,Florida,12,039,35.6
Gilchrist County,Florida,12,041,39.3
Glades County,Florida,12,043,44.0
Gulf County,Florida,12,045,35.7
Hamilton County,Florida,12,047,38.5
Hardee County,Florida,12,049,40.4
Hendry County,Florida,12,051,31.7
Hernando County,Florida,12,053,36.6
Highlands County,Florida,12,055,36.9
Hillsborough County,Florida,12,057,27.2
Holmes County,Florida,12,059,37.6
Indian River County,Florida,12,061,30.1
Jackson County,Florida,12,063,35.5
Jefferson County,Florida,12,065,32.6
Lafayette County,Florida,12,067,37.3
Lake County,Florida,12,069,33.5
Lee County,Florida,12,071,30.7
Leon County,Florida,12,073,18.6
Levy County,Florida,12,075,41.3
Liberty County,Florida,12,077,46.5
Madison County,Florida,12,079,38.6
Manatee County,Florida,12,081,30.9
Marion County,Florida,12,083,37.2
Martin County,Florida,12,085,26.1
Monroe County,Florida,12,087,28.8
Nassau County,Florida,12,089,34.9
Okaloosa County,Florida,12,091,25.5
Okeechobee County,Florida,12,093,37.9
Orange County,Florida,12,095,25.7
Osceola County,Florida,12,097,33.6
Palm Beach County,Florida,12,099,25.1
Pasco County,Florida,12,101,33.2
Pinellas County,Florida,12,103,29.1
Polk County,Florida,12,105,35.9
Putnam County,Florida,12,107,38.2
Saint Johns County,Florida,12,109,21.2
Saint Lucie County,Florida,12,111,33.2
Santa Rosa County,Florida,12,113,27.3
Sarasota County,Florida,12,115,29.8
Seminole County,Florida,12,117,23.4
Sumter County,Florida,12,119,30.4
Suwannee County,Florida,12,121,40.0
Taylor County,Florida,12,123,41.1
Union County,Florida,12,125,39.6
Volusia County,Florida,12,127,33.5
Wakulla County,Florida,12,129,37.4
Walton County,Florida,12,131,26.5
Washington County,Florida,12,133,41.8
Appling County,Georgia,13,001,40.8
Atkinson County,Georgia,13,003,40.0
Bacon County,Georgia,13,005,41.0
Baker County,Georgia,13,007,41.5
Baldwin County,Georgia,13,009,37.0
Banks County,Georgia,13,011,42.9
Barrow County,Georgia,13,013,33.7
Bartow County,Georgia,13,015,34.4
Ben Hill County,Georgia,13,017,43.1
Berrien County,Georgia,13,019,38.8
Bibb County,Georgia,13,021,32.2
Bleckley County,Georgia,13,023,42.3
Brantley County,Georgia,13,025,45.6
Brooks County,Georgia,13,027,38.5
Bryan County,Georgia,13,029,25.8
Bulloch County,Georgia,13,031,27.6
Burke County,Georgia,13,033,38.2
Butts County,Georgia,13,035,44.5
Calhoun County,Georgia,13,037,40.2
Camden County,Georgia,13,039,32.5
Candler County,Georgia,13,043,35.9
Carroll County,Georgia,13,045,35.2
Catoosa County,Georgia,13,047,31.8
Charlton County,Georgia,13,049,46.3
Chatham County,Georgia,13,051,25.0
Chattahoochee County,Georgia,13,053,26.7
Chattooga County,Georgia,13,055,39.2
Cherokee County,Georgia,13,057,24.1
Clarke County,Georgia,13,059,21.4
Clay County,Georgia,13,061,46.0
Clayton County,Georgia,13,063,31.8
Clinch County,Georgia,13,065,38.6
Cobb County,Georgia,13,067,19.0
Coffee County,Georgia,13,069,39.5
Colquitt County,Georgia,13,071,37.0
Columbia County,Georgia,13,073,24.5
Cook County,Georgia,13,075,39.0
Coweta County,Georgia,13,077,31.2
Crawford County,Georgia,13,079,37.6
Crisp County,Georgia,13,081,37.8
Dade County,Georgia,13,083,36.1
Dawson County,Georgia,13,085,29.0
Decatur County,Georgia,13,087,33.9
DeKalb County,Georgia,13,089,20.9
Dodge County,Georgia,13,091,42.4
Dooly County,Georgia,13,093,40.1
Dougherty County,Georgia,13,095,28.4
Douglas County,Georgia,13,097,31.4
Early County,Georgia,13,099,40.6
Echols County,Georgia,13,101,35.3
Effingham County,Georgia,13,103,36.9
Elbert County,Georgia,13,105,45.3
Emanuel County,Georgia,13,107,40.2
Evans County,Georgia,13,109,39.7
Fannin County,Georgia,13,111,38.8
Fayette County,Georgia,13,113,20.7
Floyd County,Georgia,13,115,31.0
Forsyth County,Georgia,13,117,17.6
Franklin County,Georgia,13,119,40.0
Fulton County,Georgia,13,121,18.1
Gilmer County,Georgia,13,123,35.9
Glascock County,Georgia,13,125,43.3
Glynn County,Georgia,13,127,27.6
Gordon County,Georgia,13,129,35.3
Grady County,Georgia,13,131,37.2
Greene County,Georgia,13,133,33.5
Gwinnett County,Georgia,13,135,23.3
Habersham County,Georgia,13,137,34.2
Hall County,Georgia,13,139,27.7
Hancock County,Georgia,13,141,40.3
Haralson County,Georgia,13,143,36.7
Harris County,Georgia,13,145,26.9
Hart County,Georgia,13,147,37.7
Heard County,Georgia,13,149,43.6
Henry County,Georgia,13,151,29.9
Houston County,Georgia,13,153,29.3
Irwin County,Georgia,13,155,43.5
Jackson County,Georgia,13,157,33.3
Jasper County,Georgia,13,159,41.2
Jeff Davis County,Georgia,13,161,38.5
Jefferson County,Georgia,13,163,41.4
Jenkins County,Georgia,13,165,39.7
Johnson County,Georgia,13,167,37.6
Jones County,Georgia,13,169,38.1
Lamar County,Georgia,13,171,38.7
Lanier County,Georgia,13,173,28.7
Laurens County,Georgia,13,175,44.0
Lee County,Georgia,13,177,28.8
Liberty County,Georgia,13,179,31.5
Lincoln County,Georgia,13,181,42.5
Long County,Georgia,13,183,34.6
Lowndes County,Georgia,13,185,29.2
Lumpkin County,Georgia,13,187,29.0
McDuffie County,Georgia,13,189,39.7
McIntosh County,Georgia,13,191,35.1
Macon County,Georgia,13,193,34.7
Madison County,Georgia,13,195,39.7
Marion County,Georgia,13,197,38.5
Meriwether County,Georgia,13,199,38.9
Miller County,Georgia,13,201,38.7
Mitchell County,Georgia,13,205,40.8
Monroe County,Georgia,13,207,35.4
Montgomery County,Georgia,13,209,38.6
Morgan County,Georgia,13,211,35.0
Murray County,Georgia,13,213,35.8
Muscogee County,Georgia,13,215,26.8
Newton County,Georgia,13,217,31.4
Oconee County,Georgia,13,219,20.9
Oglethorpe County,Georgia,13,221,37.0
Paulding County,Georgia,13,223,33.5
Peach County,Georgia,13,225,30.9
Pickens County,Georgia,13,227,29.7
Pierce County,Georgia,13,229,40.4
Pike County,Georgia,13,231,41.6
Polk County,Georgia,13,233,37.2
Pulaski County,Georgia,13,235,42.9
Putnam County,Georgia,13,237,38.2
Quitman County,Georgia,13,239,42.6
Rabun County,Georgia,13,241,33.0
Randolph County,Georgia,13,243,31.5
Richmond County,Georgia,13,245,30.8
Rockdale County,Georgia,13,247,32.2
Schley County,Georgia,13,249,33.9
Screven County,Georgia,13,251,40.5
Seminole County,Georgia,13,253,39.3
Spalding County,Georgia,13,255,38.0
Stephens County,Georgia,13,257,37.3
Stewart County,Georgia,13,259,35.3
Sumter County,Georgia,13,261,31.3
Talbot County,Georgia,13,263,44.9
Taliaferro County,Georgia,13,265,45.4
Tattnall County,Georgia,13,267,38.6
Taylor County,Georgia,13,269,35.8
Telfair County,Georgia,13,271,48.0
Terrell County,Georgia,13,273,29.5
Thomas County,Georgia,13,275,32.8
Tift County,Georgia,13,277,34.5
Toombs County,Georgia,13,279,39.3
Towns County,Georgia,13,281,31.9
Treutlen County,Georgia,13,283,39.5
Troup County,Georgia,13,285,35.5
Turner County,Georgia,13,287,36.5
Twiggs County,Georgia,13,289,35.9
Union County,Georgia,13,291,35.1
Upson County,Georgia,13,293,36.3
Walker County,Georgia,13,295,36.7
Walton County,Georgia,13,297,36.6
Ware County,Georgia,13,299,40.9
Warren County,Georgia,13,301,44.5
Washington County,Georgia,13,303,40.7
Wayne County,Georgia,13,305,40.5
Webster County,Georgia,13,307,44.8
Wheeler County,Georgia,13,309,53.4
White County,Georgia,13,311,31.5
Whitfield County,Georgia,13,313,28.5
Wilcox County,Georgia,13,315,49.0
Wilkes County,Georgia,13,317,42.0
Wilkinson County,Georgia,13,319,50.1
Worth County,Georgia,13,321,40.7
Hawaii County,Hawaii,15,001,31.7
Honolulu County,Hawaii,15,003,26.2
Kauai County,Hawaii,15,007,31.1
Kalawao County,Hawaii,15,005,36.9
Maui County,Hawaii,15,009,31.5
Ada County,Idaho,16,001,21.8
Adams County,Idaho,16,003,37.7
Bannock County,Idaho,16,005,26.5
Bear Lake County,Idaho,16,007,39.0
Benewah County,Idaho,16,009,38.7
Bingham County,Idaho,16,011,30.5
Blaine County,Idaho,16,013,19.5
Boise County,Idaho,16,015,27.7
Bonner County,Idaho,16,017,30.5
Bonneville County,Idaho,16,019,26.9
Boundary County,Idaho,16,021,37.7
Butte County,Idaho,16,023,35.1
Camas County,Idaho,16,025,29.4
Canyon County,Idaho,16,027,32.3
Caribou County,Idaho,16,029,35.9
Cassia County,Idaho,16,031,28.4
Clearwater County,Idaho,16,035,36.8
Custer County,Idaho,16,037,31.0
Elmore County,Idaho,16,039,27.8
Franklin County,Idaho,16,041,32.5
Fremont County,Idaho,16,043,33.9
Gem County,Idaho,16,045,39.8
Gooding County,Idaho,16,047,33.4
Idaho County,Idaho,16,049,37.1
Jefferson County,Idaho,16,051,29.5
Jerome County,Idaho,16,053,29.8
Kootenai County,Idaho,16,055,28.0
Latah County,Idaho,16,057,20.1
Lemhi County,Idaho,16,059,33.4
Lewis County,Idaho,16,061,34.4
Lincoln County,Idaho,16,063,35.8
Madison County,Idaho,16,065,15.1
Minidoka County,Idaho,16,067,29.1
Nez Perce County,Idaho,16,069,31.6
Oneida County,Idaho,16,071,37.8
Owyhee County,Idaho,16,073,37.1
Payette County,Idaho,16,075,33.9
Power County,Idaho,16,077,36.8
Shoshone County,Idaho,16,079,37.0
Teton County,Idaho,16,081,19.3
Twin Falls County,Idaho,16,083,29.3
Valley County,Idaho,16,085,26.6
Washington County,Idaho,16,087,34.0
Adams County,Illinois,17,001,35.4
Alexander County,Illinois,17,003,34.2
Bond County,Illinois,17,005,40.7
Boone County,Illinois,17,007,35.4
Brown County,Illinois,17,009,39.2
Bureau County,Illinois,17,011,39.0
Calhoun County,Illinois,17,013,44.7
Carroll County,Illinois,17,015,41.5
Cass County,Illinois,17,017,46.4
Champaign County,Illinois,17,019,22.2
Christian County,Illinois,17,021,43.3
Clark County,Illinois,17,023,39.0
Clay County,Illinois,17,025,38.3
Clinton County,Illinois,17,027,31.6
Coles County,Illinois,17,029,31.1
Cook County,Illinois,17,031,23.7
Crawford County,Illinois,17,033,34.1
Cumberland County,Illinois,17,035,38.6
DeKalb County,Illinois,17,037,26.1
De Witt County,Illinois,17,039,37.2
Douglas County,Illinois,17,041,35.3
DuPage County,Illinois,17,043,18.7
Edgar County,Illinois,17,045,36.7
Edwards County,Illinois,17,047,36.5
Effingham County,Illinois,17,049,36.6
Fayette County,Illinois,17,051,40.3
Ford County,Illinois,17,053,37.7
Franklin County,Illinois,17,055,33.3
Fulton County,Illinois,17,057,34.6
Gallatin County,Illinois,17,059,40.2
Greene County,Illinois,17,061,42.3
Grundy County,Illinois,17,063,36.4
Hamilton County,Illinois,17,065,36.4
Hancock County,Illinois,17,067,38.5
Hardin County,Illinois,17,069,34.9
Henderson County,Illinois,17,071,45.2
Henry County,Illinois,17,073,33.7
Iroquois County,Illinois,17,075,41.1
Jackson County,Illinois,17,077,24.8
Jasper County,Illinois,17,079,37.5
Jefferson County,Illinois,17,081,32.0
Jersey County,Illinois,17,083,36.7
Jo Daviess County,Illinois,17,085,37.1
Johnson County,Illinois,17,087,30.9
Kane County,Illinois,17,089,23.2
Kankakee County,Illinois,17,091,34.0
Kendall County,Illinois,17,093,24.2
Knox County,Illinois,17,095,36.7
Lake County,Illinois,17,097,20.9
LaSalle County,Illinois,17,099,36.6
Lawrence County,Illinois,17,101,34.3
Lee County,Illinois,17,103,36.3
Livingston County,Illinois,17,105,41.5
Logan County,Illinois,17,107,34.6
McDonough County,Illinois,17,109,28.9
McHenry County,Illinois,17,111,26.9
McLean County,Illinois,17,113,25.5
Macon County,Illinois,17,115,34.7
Macoupin County,Illinois,17,117,38.3
Madison County,Illinois,17,119,31.7
Marion County,Illinois,17,121,35.8
Marshall County,Illinois,17,123,40.4
Mason County,Illinois,17,125,42.7
Massac County,Illinois,17,127,34.0
Menard County,Illinois,17,129,34.9
Mercer County,Illinois,17,131,41.5
Monroe County,Illinois,17,133,32.3
Montgomery County,Illinois,17,135,40.4
Morgan County,Illinois,17,137,41.9
Moultrie County,Illinois,17,139,34.9
Ogle County,Illinois,17,141,33.8
Peoria County,Illinois,17,143,27.6
Perry County,Illinois,17,145,38.3
Piatt County,Illinois,17,147,34.6
Pike County,Illinois,17,149,41.4
Pope County,Illinois,17,151,32.3
Pulaski County,Illinois,17,153,34.7
Putnam County,Illinois,17,155,39.6
Randolph County,Illinois,17,157,41.0
Richland County,Illinois,17,159,33.3
Rock Island County,Illinois,17,161,31.2
Saint Clair County,Illinois,17,163,28.4
Saline County,Illinois,17,165,31.4
Sangamon County,Illinois,17,167,27.8
Schuyler County,Illinois,17,169,36.8
Scott County,Illinois,17,171,50.2
Shelby County,Illinois,17,173,47.0
Stark County,Illinois,17,175,37.3
Stephenson County,Illinois,17,177,35.2
Tazewell County,Illinois,17,179,32.9
Union County,Illinois,17,181,32.6
Vermilion County,Illinois,17,183,40.6
Wabash County,Illinois,17,185,32.4
Warren County,Illinois,17,187,34.5
Washington County,Illinois,17,189,32.6
Wayne County,Illinois,17,191,35.1
White County,Illinois,17,193,36.3
Whiteside County,Illinois,17,195,36.2
Will County,Illinois,17,197,26.9
Williamson County,Illinois,17,199,30.5
Winnebago County,Illinois,17,201,32.3
Woodford County,Illinois,17,203,32.8
Adams County,Indiana,18,001,41.6
Allen County,Indiana,18,003,29.1
Bartholomew County,Indiana,18,005,34.9
Benton County,Indiana,18,007,45.1
Blackford County,Indiana,18,009,48.2
Boone County,Indiana,18,011,25.4
Brown County,Indiana,18,013,36.1
Carroll County,Indiana,18,015,40.8
Cass County,Indiana,18,017,39.5
Clark County,Indiana,18,019,34.1
Clay County,Indiana,18,021,44.8
Clinton County,Indiana,18,023,45.3
Crawford County,Indiana,18,025,47.7
Daviess County,Indiana,18,027,36.3
Dearborn County,Indiana,18,029,40.2
Decatur County,Indiana,18,031,43.5
DeKalb County,Indiana,18,033,41.9
Delaware County,Indiana,18,035,35.6
Dubois County,Indiana,18,037,40.3
Elkhart County,Indiana,18,039,36.7
Fayette County,Indiana,18,041,43.1
Floyd County,Indiana,18,043,31.8
Fountain County,Indiana,18,045,44.2
Franklin County,Indiana,18,047,42.1
Fulton County,Indiana,18,049,41.0
Gibson County,Indiana,18,051,39.7
Grant County,Indiana,18,053,41.0
Greene County,Indiana,18,055,40.3
Hamilton County,Indiana,18,057,15.7
Hancock County,Indiana,18,059,33.2
Harrison County,Indiana,18,061,41.9
Hendricks County,Indiana,18,063,28.5
Henry County,Indiana,18,065,43.4
Howard County,Indiana,18,067,36.5
Huntington County,Indiana,18,069,43.4
Jackson County,Indiana,18,071,45.9
Jasper County,Indiana,18,073,41.3
Jay County,Indiana,18,075,47.7
Jefferson County,Indiana,18,077,39.6
Jennings County,Indiana,18,079,47.2
