County,State,State_FIPS,County_FIPS,some_college_less_1_year
Southeast Fairbanks Census Area,Alaska,02,240,305.0
Valdez-Cordova Census Area,Alaska,02,261,525.0
Wade Hampton Census Area,Alaska,02,270,
Northwest Arctic Borough,Alaska,02,188,288.0
Aleutians East Borough,Alaska,02,013,79.0
Aleutians West Census Area,Alaska,02,016,116.0
Dillingham Census Area,Alaska,02,070,300.0
Lake and Peninsula Borough,Alaska,02,164,59.0
Denali Borough,Alaska,02,068,61.0
Yukon-Koyukuk Census Area,Alaska,02,290,269.0
Hoonah-Angoon Census Area,Alaska,02,105,73.0
Skagway Municipality,Alaska,02,230,55.0
Yakutat City and Borough,Alaska,02,282,27.0
Ketchikan Gateway Borough,Alaska,02,130,928.0
Petersburg Borough,Alaska,02,195,154.0
Prince of Wales-Hyder Census Area,Alaska,02,198,245.0
Wrangell City and Borough,Alaska,02,275,127.0
Apache County,Arizona,04,001,1848.0
Cochise County,Arizona,04,003,6675.0
Coconino County,Arizona,04,005,4911.0
Gila County,Arizona,04,007,3780.0
Graham County,Arizona,04,009,2047.0
Greenlee County,Arizona,04,011,396.0
Maricopa County,Arizona,04,013,190365.0
Mohave County,Arizona,04,015,14717.0
Navajo County,Arizona,04,017,4466.0
Pima County,Arizona,04,019,47520.0
Pinal County,Arizona,04,021,24494.0
Santa Cruz County,Arizona,04,023,1369.0
Yavapai County,Arizona,04,025,14291.0
La Paz County,Arizona,04,012,1002.0
Yuma County,Arizona,04,027,9424.0
Arkansas County,Arkansas,05,001,851.0
Ashley County,Arkansas,05,003,990.0
Baxter County,Arkansas,05,005,2792.0
Benton County,Arkansas,05,007,9537.0
Boone County,Arkansas,05,009,2371.0
Bradley County,Arkansas,05,011,420.0
Calhoun County,Arkansas,05,013,193.0
Carroll County,Arkansas,05,015,1677.0
Chicot County,Arkansas,05,017,415.0
Clark County,Arkansas,05,019,855.0
Clay County,Arkansas,05,021,862.0
Cleburne County,Arkansas,05,023,1436.0
Cleveland County,Arkansas,05,025,320.0
Columbia County,Arkansas,05,027,894.0
Conway County,Arkansas,05,029,1054.0
Craighead County,Arkansas,05,031,4279.0
Crawford County,Arkansas,05,033,3794.0
Crittenden County,Arkansas,05,035,1868.0
Cross County,Arkansas,05,037,700.0
Dallas County,Arkansas,05,039,289.0
Desha County,Arkansas,05,041,628.0
Drew County,Arkansas,05,043,612.0
Faulkner County,Arkansas,05,045,4343.0
Franklin County,Arkansas,05,047,992.0
Fulton County,Arkansas,05,049,983.0
Garland County,Arkansas,05,051,5713.0
Grant County,Arkansas,05,053,1023.0
Greene County,Arkansas,05,055,2146.0
Hempstead County,Arkansas,05,057,887.0
Hot Spring County,Arkansas,05,059,1639.0
Howard County,Arkansas,05,061,574.0
Independence County,Arkansas,05,063,1892.0
Izard County,Arkansas,05,065,635.0
Jackson County,Arkansas,05,067,782.0
Jefferson County,Arkansas,05,069,3658.0
Johnson County,Arkansas,05,071,1008.0
Lafayette County,Arkansas,05,073,250.0
Lawrence County,Arkansas,05,075,885.0
Lee County,Arkansas,05,077,335.0
Lincoln County,Arkansas,05,079,519.0
Little River County,Arkansas,05,081,900.0
Logan County,Arkansas,05,083,1060.0
Lonoke County,Arkansas,05,085,3325.0
Madison County,Arkansas,05,087,601.0
Marion County,Arkansas,05,089,880.0
Miller County,Arkansas,05,091,2615.0
Mississippi County,Arkansas,05,093,2088.0
Monroe County,Arkansas,05,095,302.0
Montgomery County,Arkansas,05,097,568.0
Nevada County,Arkansas,05,099,284.0
Newton County,Arkansas,05,101,266.0
Ouachita County,Arkansas,05,103,1287.0
Perry County,Arkansas,05,105,522.0
Phillips County,Arkansas,05,107,1030.0
Pike County,Arkansas,05,109,729.0
Poinsett County,Arkansas,05,111,1144.0
Polk County,Arkansas,05,113,1272.0
Pope County,Arkansas,05,115,2871.0
Prairie County,Arkansas,05,117,354.0
Pulaski County,Arkansas,05,119,15227.0
Randolph County,Arkansas,05,121,882.0
Saint Francis County,Arkansas,05,123,1080.0
Saline County,Arkansas,05,125,5224.0
Scott County,Arkansas,05,127,524.0
Searcy County,Arkansas,05,129,377.0
Sebastian County,Arkansas,05,131,6086.0
Sevier County,Arkansas,05,133,668.0
Sharp County,Arkansas,05,135,980.0
Stone County,Arkansas,05,137,604.0
Union County,Arkansas,05,139,1821.0
Van Buren County,Arkansas,05,141,831.0
Washington County,Arkansas,05,143,6944.0
White County,Arkansas,05,145,3145.0
Woodruff County,Arkansas,05,147,276.0
Yell County,Arkansas,05,149,998.0
Alameda County,California,06,001,52027.0
Alpine County,California,06,003,64.0
Amador County,California,06,005,2811.0
Butte County,California,06,007,12578.0
Calaveras County,California,06,009,3367.0
Colusa County,California,06,011,702.0
Contra Costa County,California,06,013,45829.0
Del Norte County,California,06,015,1726.0
El Dorado County,California,06,017,10445.0
Fresno County,California,06,019,37506.0
Glenn County,California,06,021,1217.0
Humboldt County,California,06,023,6777.0
Imperial County,California,06,025,5656.0
Inyo County,California,06,027,938.0
Kern County,California,06,029,34132.0
Kings County,California,06,031,6582.0
Lake County,California,06,033,4032.0
Lassen County,California,06,035,2947.0
Los Angeles County,California,06,037,298573.0
Madera County,California,06,039,5679.0
Marin County,California,06,041,8000.0
Mariposa County,California,06,043,1323.0
Mendocino County,California,06,045,5769.0
Merced County,California,06,047,10921.0
Modoc County,California,06,049,1000.0
Mono County,California,06,051,551.0
Monterey County,California,06,053,13822.0
Napa County,California,06,055,6467.0
Nevada County,California,06,057,6121.0
Orange County,California,06,059,111510.0
Placer County,California,06,061,19764.0
Plumas County,California,06,063,1263.0
Riverside County,California,06,065,112056.0
Sacramento County,California,06,067,71428.0
San Benito County,California,06,069,2347.0
San Bernardino County,California,06,071,94960.0
San Diego County,California,06,073,122035.0
San Francisco County,California,06,075,21752.0
San Joaquin County,California,06,077,32023.0
San Luis Obispo County,California,06,079,13600.0
San Mateo County,California,06,081,26076.0
Santa Barbara County,California,06,083,15812.0
Santa Clara County,California,06,085,54310.0
Santa Cruz County,California,06,087,9030.0
Shasta County,California,06,089,11705.0
Sierra County,California,06,091,167.0
Siskiyou County,California,06,093,3008.0
Solano County,California,06,095,23455.0
Sonoma County,California,06,097,26016.0
Stanislaus County,California,06,099,25335.0
Sutter County,California,06,101,4849.0
Tehama County,California,06,103,4015.0
Trinity County,California,06,105,598.0
Tulare County,California,06,107,15593.0
Tuolumne County,California,06,109,4106.0
Ventura County,California,06,111,35133.0
Yolo County,California,06,113,7618.0
Yuba County,California,06,115,4146.0
Alamosa County,Colorado,08,003,539.0
Archuleta County,Colorado,08,007,447.0
Baca County,Colorado,08,009,233.0
Bent County,Colorado,08,011,311.0
Chaffee County,Colorado,08,015,833.0
Cheyenne County,Colorado,08,017,86.0
Clear Creek County,Colorado,08,019,355.0
Conejos County,Colorado,08,021,225.0
Costilla County,Colorado,08,023,111.0
Crowley County,Colorado,08,025,244.0
Custer County,Colorado,08,027,400.0
Delta County,Colorado,08,029,1567.0
Dolores County,Colorado,08,033,57.0
Douglas County,Colorado,08,035,9949.0
Eagle County,Colorado,08,037,924.0
Elbert County,Colorado,08,039,1380.0
El Paso County,Colorado,08,041,30680.0
Fremont County,Colorado,08,043,2982.0
Garfield County,Colorado,08,045,3084.0
Gilpin County,Colorado,08,047,392.0
Grand County,Colorado,08,049,663.0
Gunnison County,Colorado,08,051,316.0
Huerfano County,Colorado,08,055,393.0
Jackson County,Colorado,08,057,51.0
Kiowa County,Colorado,08,061,102.0
Kit Carson County,Colorado,08,063,432.0
Lake County,Colorado,08,065,324.0
La Plata County,Colorado,08,067,2358.0
Larimer County,Colorado,08,069,12791.0
Las Animas County,Colorado,08,071,848.0
Lincoln County,Colorado,08,073,221.0
Logan County,Colorado,08,075,1230.0
Mesa County,Colorado,08,077,7219.0
Moffat County,Colorado,08,081,957.0
Montezuma County,Colorado,08,083,1491.0
Montrose County,Colorado,08,085,1980.0
Morgan County,Colorado,08,087,1507.0
Otero County,Colorado,08,089,1345.0
Ouray County,Colorado,08,091,181.0
Park County,Colorado,08,093,982.0
Phillips County,Colorado,08,095,300.0
Pitkin County,Colorado,08,097,460.0
Prowers County,Colorado,08,099,589.0
Pueblo County,Colorado,08,101,8864.0
Rio Blanco County,Colorado,08,103,344.0
Rio Grande County,Colorado,08,105,644.0
Routt County,Colorado,08,107,780.0
Saguache County,Colorado,08,109,219.0
San Miguel County,Colorado,08,113,165.0
Sedgwick County,Colorado,08,115,191.0
Summit County,Colorado,08,117,890.0
Teller County,Colorado,08,119,1254.0
Washington County,Colorado,08,121,258.0
Yuma County,Colorado,08,125,546.0
Adams County,Colorado,08,001,21053.0
Arapahoe County,Colorado,08,005,26676.0
Boulder County,Colorado,08,013,8457.0
Broomfield County,Colorado,08,014,2168.0
Denver County,Colorado,08,031,19641.0
Jefferson County,Colorado,08,059,25387.0
Weld County,Colorado,08,123,13448.0
Fairfield County,Connecticut,09,001,26859.0
Hartford County,Connecticut,09,003,33990.0
Litchfield County,Connecticut,09,005,8215.0
Middlesex County,Connecticut,09,007,6735.0
New Haven County,Connecticut,09,009,31033.0
New London County,Connecticut,09,011,12230.0
Tolland County,Connecticut,09,013,5910.0
Windham County,Connecticut,09,015,6023.0
Kent County,Delaware,10,001,7063.0
New Castle County,Delaware,10,003,22466.0
Sussex County,Delaware,10,005,9414.0
Alachua County,Florida,12,001,8237.0
Baker County,Florida,12,003,1442.0
Bay County,Florida,12,005,9626.0
Bradford County,Florida,12,007,1174.0
Brevard County,Florida,12,009,32672.0
Broward County,Florida,12,011,68972.0
Calhoun County,Florida,12,013,712.0
Charlotte County,Florida,12,015,11799.0
Citrus County,Florida,12,017,9794.0
Clay County,Florida,12,019,10129.0
Collier County,Florida,12,021,13388.0
Columbia County,Florida,12,023,3784.0
Miami-Dade County,Florida,12,086,75840.0
DeSoto County,Florida,12,027,1493.0
Dixie County,Florida,12,029,965.0
Duval County,Florida,12,031,44852.0
Escambia County,Florida,12,033,14644.0
Flagler County,Florida,12,035,6315.0
Franklin County,Florida,12,037,716.0
Gadsden County,Florida,12,039,2081.0
Gilchrist County,Florida,12,041,633.0
Glades County,Florida,12,043,431.0
Gulf County,Florida,12,045,983.0
Hamilton County,Florida,12,047,764.0
Hardee County,Florida,12,049,985.0
Hendry County,Florida,12,051,997.0
Hernando County,Florida,12,053,10979.0
Highlands County,Florida,12,055,6016.0
Hillsborough County,Florida,12,057,50583.0
Holmes County,Florida,12,059,1006.0
Indian River County,Florida,12,061,8725.0
Jackson County,Florida,12,063,2820.0
Jefferson County,Florida,12,065,860.0
Lafayette County,Florida,12,067,293.0
Lake County,Florida,12,069,18956.0
Lee County,Florida,12,071,34674.0
Leon County,Florida,12,073,9841.0
Levy County,Florida,12,075,2411.0
Liberty County,Florida,12,077,384.0
Madison County,Florida,12,079,1305.0
Manatee County,Florida,12,081,17436.0
Marion County,Florida,12,083,20994.0
Martin County,Florida,12,085,8115.0
Monroe County,Florida,12,087,4115.0
Nassau County,Florida,12,089,4621.0
Okaloosa County,Florida,12,091,10444.0
Okeechobee County,Florida,12,093,1700.0
Orange County,Florida,12,095,45189.0
Osceola County,Florida,12,097,13595.0
Palm Beach County,Florida,12,099,57940.0
Pasco County,Florida,12,101,26115.0
Pinellas County,Florida,12,103,50750.0
Polk County,Florida,12,105,27773.0
Putnam County,Florida,12,107,3589.0
Saint Johns County,Florida,12,109,10617.0
Saint Lucie County,Florida,12,111,15907.0
Santa Rosa County,Florida,12,113,9019.0
Sarasota County,Florida,12,115,22650.0
Seminole County,Florida,12,117,17568.0
Sumter County,Florida,12,119,9457.0
Suwannee County,Florida,12,121,2262.0
Taylor County,Florida,12,123,1064.0
Union County,Florida,12,125,799.0
Volusia County,Florida,12,127,28157.0
Wakulla County,Florida,12,129,1706.0
Walton County,Florida,12,131,3585.0
Washington County,Florida,12,133,1378.0
Appling County,Georgia,13,001,531.0
Atkinson County,Georgia,13,003,194.0
Bacon County,Georgia,13,005,304.0
Baker County,Georgia,13,007,126.0
Baldwin County,Georgia,13,009,1207.0
Banks County,Georgia,13,011,637.0
Barrow County,Georgia,13,013,3843.0
Bartow County,Georgia,13,015,4082.0
Ben Hill County,Georgia,13,017,713.0
Berrien County,Georgia,13,019,561.0
Bibb County,Georgia,13,021,4645.0
Bleckley County,Georgia,13,023,374.0
Brantley County,Georgia,13,025,758.0
Brooks County,Georgia,13,027,618.0
Bryan County,Georgia,13,029,1246.0
Bulloch County,Georgia,13,031,2312.0
Burke County,Georgia,13,033,648.0
Butts County,Georgia,13,035,938.0
Calhoun County,Georgia,13,037,266.0
Camden County,Georgia,13,039,2951.0
Candler County,Georgia,13,043,258.0
Carroll County,Georgia,13,045,4378.0
Catoosa County,Georgia,13,047,3093.0
Charlton County,Georgia,13,049,345.0
Chatham County,Georgia,13,051,10819.0
Chattahoochee County,Georgia,13,053,473.0
Chattooga County,Georgia,13,055,839.0
Cherokee County,Georgia,13,057,9851.0
Clarke County,Georgia,13,059,3125.0
Clay County,Georgia,13,061,78.0
Clayton County,Georgia,13,063,9495.0
Clinch County,Georgia,13,065,217.0
Cobb County,Georgia,13,067,23686.0
Coffee County,Georgia,13,069,1451.0
Colquitt County,Georgia,13,071,1812.0
Columbia County,Georgia,13,073,5070.0
Cook County,Georgia,13,075,527.0
Coweta County,Georgia,13,077,6196.0
Crawford County,Georgia,13,079,760.0
Crisp County,Georgia,13,081,1195.0
Dade County,Georgia,13,083,629.0
Dawson County,Georgia,13,085,1105.0
Decatur County,Georgia,13,087,1023.0
DeKalb County,Georgia,13,089,21133.0
Dodge County,Georgia,13,091,645.0
Dooly County,Georgia,13,093,395.0
Dougherty County,Georgia,13,095,3592.0
Douglas County,Georgia,13,097,6391.0
Early County,Georgia,13,099,258.0
Echols County,Georgia,13,101,152.0
Effingham County,Georgia,13,103,2717.0
Elbert County,Georgia,13,105,523.0
Emanuel County,Georgia,13,107,796.0
Evans County,Georgia,13,109,378.0
Fannin County,Georgia,13,111,1168.0
Fayette County,Georgia,13,113,3943.0
Floyd County,Georgia,13,115,3996.0
Forsyth County,Georgia,13,117,7574.0
Franklin County,Georgia,13,119,821.0
Fulton County,Georgia,13,121,24812.0
Gilmer County,Georgia,13,123,1203.0
Glascock County,Georgia,13,125,95.0
Glynn County,Georgia,13,127,3957.0
Gordon County,Georgia,13,129,2455.0
Grady County,Georgia,13,131,918.0
Greene County,Georgia,13,133,617.0
Gwinnett County,Georgia,13,135,27820.0
Habersham County,Georgia,13,137,1672.0
Hall County,Georgia,13,139,7561.0
Hancock County,Georgia,13,141,413.0
Haralson County,Georgia,13,143,1308.0
Harris County,Georgia,13,145,1757.0
Hart County,Georgia,13,147,1205.0
Heard County,Georgia,13,149,311.0
Henry County,Georgia,13,151,8787.0
Houston County,Georgia,13,153,7321.0
Irwin County,Georgia,13,155,453.0
Jackson County,Georgia,13,157,2836.0
Jasper County,Georgia,13,159,698.0
Jeff Davis County,Georgia,13,161,552.0
Jefferson County,Georgia,13,163,333.0
Jenkins County,Georgia,13,165,306.0
Johnson County,Georgia,13,167,379.0
Jones County,Georgia,13,169,1389.0
Lamar County,Georgia,13,171,762.0
Lanier County,Georgia,13,173,482.0
Laurens County,Georgia,13,175,1475.0
Lee County,Georgia,13,177,1678.0
Liberty County,Georgia,13,179,3261.0
Lincoln County,Georgia,13,181,327.0
Long County,Georgia,13,183,557.0
Lowndes County,Georgia,13,185,4012.0
Lumpkin County,Georgia,13,187,1221.0
McDuffie County,Georgia,13,189,694.0
McIntosh County,Georgia,13,191,688.0
Macon County,Georgia,13,193,456.0
Madison County,Georgia,13,195,1193.0
Marion County,Georgia,13,197,538.0
Meriwether County,Georgia,13,199,906.0
Miller County,Georgia,13,201,255.0
Mitchell County,Georgia,13,205,945.0
Monroe County,Georgia,13,207,1181.0
Montgomery County,Georgia,13,209,228.0
Morgan County,Georgia,13,211,619.0
Murray County,Georgia,13,213,1356.0
Muscogee County,Georgia,13,215,8933.0
Newton County,Georgia,13,217,4469.0
Oconee County,Georgia,13,219,1458.0
Oglethorpe County,Georgia,13,221,523.0
Paulding County,Georgia,13,223,6165.0
Peach County,Georgia,13,225,1109.0
Pickens County,Georgia,13,227,1204.0
Pierce County,Georgia,13,229,676.0
Pike County,Georgia,13,231,796.0
Polk County,Georgia,13,233,1810.0
Pulaski County,Georgia,13,235,394.0
Putnam County,Georgia,13,237,964.0
Quitman County,Georgia,13,239,106.0
Rabun County,Georgia,13,241,670.0
Randolph County,Georgia,13,243,204.0
Richmond County,Georgia,13,245,8345.0
Rockdale County,Georgia,13,247,3568.0
Schley County,Georgia,13,249,113.0
Screven County,Georgia,13,251,470.0
Seminole County,Georgia,13,253,432.0
Spalding County,Georgia,13,255,2638.0
Stephens County,Georgia,13,257,893.0
Stewart County,Georgia,13,259,128.0
Sumter County,Georgia,13,261,1021.0
Talbot County,Georgia,13,263,269.0
Taliaferro County,Georgia,13,265,52.0
Tattnall County,Georgia,13,267,999.0
Taylor County,Georgia,13,269,385.0
Telfair County,Georgia,13,271,325.0
Terrell County,Georgia,13,273,279.0
Thomas County,Georgia,13,275,1989.0
Tift County,Georgia,13,277,1599.0
Toombs County,Georgia,13,279,987.0
Towns County,Georgia,13,281,564.0
Treutlen County,Georgia,13,283,171.0
Troup County,Georgia,13,285,3015.0
Turner County,Georgia,13,287,407.0
Twiggs County,Georgia,13,289,235.0
Union County,Georgia,13,291,1719.0
Upson County,Georgia,13,293,1310.0
Walker County,Georgia,13,295,3044.0
Walton County,Georgia,13,297,4103.0
Ware County,Georgia,13,299,1334.0
Warren County,Georgia,13,301,120.0
Washington County,Georgia,13,303,771.0
Wayne County,Georgia,13,305,1314.0
Webster County,Georgia,13,307,50.0
Wheeler County,Georgia,13,309,100.0
White County,Georgia,13,311,1502.0
Whitfield County,Georgia,13,313,3618.0
Wilcox County,Georgia,13,315,221.0
Wilkes County,Georgia,13,317,390.0
Wilkinson County,Georgia,13,319,290.0
Worth County,Georgia,13,321,767.0
Hawaii County,Hawaii,15,001,7161.0
Honolulu County,Hawaii,15,003,37814.0
Kauai County,Hawaii,15,007,1938.0
Kalawao County,Hawaii,15,005,2.0
Maui County,Hawaii,15,009,6700.0
Ada County,Idaho,16,001,23460.0
Adams County,Idaho,16,003,155.0
Bannock County,Idaho,16,005,4265.0
Bear Lake County,Idaho,16,007,286.0
Benewah County,Idaho,16,009,483.0
Bingham County,Idaho,16,011,2744.0
Blaine County,Idaho,16,013,844.0
Boise County,Idaho,16,015,512.0
Bonner County,Idaho,16,017,2737.0
Bonneville County,Idaho,16,019,5460.0
Boundary County,Idaho,16,021,587.0
Butte County,Idaho,16,023,206.0
Camas County,Idaho,16,025,71.0
Canyon County,Idaho,16,027,11103.0
Caribou County,Idaho,16,029,409.0
Cassia County,Idaho,16,031,1214.0
Clearwater County,Idaho,16,035,570.0
Custer County,Idaho,16,037,259.0
Elmore County,Idaho,16,039,1416.0
Franklin County,Idaho,16,041,850.0
Fremont County,Idaho,16,043,572.0
Gem County,Idaho,16,045,1016.0
Gooding County,Idaho,16,047,695.0
Idaho County,Idaho,16,049,1135.0
Jefferson County,Idaho,16,051,1181.0
Jerome County,Idaho,16,053,1126.0
Kootenai County,Idaho,16,055,8736.0
Latah County,Idaho,16,057,1205.0
Lemhi County,Idaho,16,059,661.0
Lewis County,Idaho,16,061,257.0
Lincoln County,Idaho,16,063,217.0
Madison County,Idaho,16,065,1157.0
Minidoka County,Idaho,16,067,1035.0
Nez Perce County,Idaho,16,069,2536.0
Oneida County,Idaho,16,071,239.0
Owyhee County,Idaho,16,073,532.0
Payette County,Idaho,16,075,1713.0
Power County,Idaho,16,077,332.0
Shoshone County,Idaho,16,079,696.0
Teton County,Idaho,16,081,442.0
Twin Falls County,Idaho,16,083,4038.0
Valley County,Idaho,16,085,508.0
Washington County,Idaho,16,087,697.0
Adams County,Illinois,17,001,4397.0
Alexander County,Illinois,17,003,462.0
Bond County,Illinois,17,005,966.0
Boone County,Illinois,17,007,2989.0
Brown County,Illinois,17,009,435.0
Bureau County,Illinois,17,011,1858.0
Calhoun County,Illinois,17,013,237.0
Carroll County,Illinois,17,015,911.0
Cass County,Illinois,17,017,802.0
Champaign County,Illinois,17,019,7637.0
Christian County,Illinois,17,021,2132.0
Clark County,Illinois,17,023,1085.0
Clay County,Illinois,17,025,873.0
Clinton County,Illinois,17,027,2430.0
Coles County,Illinois,17,029,2752.0
Cook County,Illinois,17,031,178304.0
Crawford County,Illinois,17,033,1072.0
Cumberland County,Illinois,17,035,818.0
DeKalb County,Illinois,17,037,5139.0
De Witt County,Illinois,17,039,1015.0
Douglas County,Illinois,17,041,1052.0
DuPage County,Illinois,17,043,37674.0
Edgar County,Illinois,17,045,930.0
Edwards County,Illinois,17,047,469.0
Effingham County,Illinois,17,049,1878.0
Fayette County,Illinois,17,051,1152.0
Ford County,Illinois,17,053,825.0
Franklin County,Illinois,17,055,3177.0
Fulton County,Illinois,17,057,2595.0
Gallatin County,Illinois,17,059,396.0
Greene County,Illinois,17,061,1075.0
Grundy County,Illinois,17,063,3274.0
Hamilton County,Illinois,17,065,611.0
Hancock County,Illinois,17,067,1123.0
Hardin County,Illinois,17,069,278.0
Henderson County,Illinois,17,071,372.0
Henry County,Illinois,17,073,3293.0
Iroquois County,Illinois,17,075,1579.0
Jackson County,Illinois,17,077,2107.0
Jasper County,Illinois,17,079,417.0
Jefferson County,Illinois,17,081,2507.0
Jersey County,Illinois,17,083,1380.0
Jo Daviess County,Illinois,17,085,1261.0
Johnson County,Illinois,17,087,1026.0
Kane County,Illinois,17,089,21247.0
Kankakee County,Illinois,17,091,6318.0
Kendall County,Illinois,17,093,5397.0
Knox County,Illinois,17,095,2749.0
Lake County,Illinois,17,097,25245.0
LaSalle County,Illinois,17,099,7171.0
Lawrence County,Illinois,17,101,1272.0
Lee County,Illinois,17,103,2246.0
Livingston County,Illinois,17,105,2288.0
Logan County,Illinois,17,107,2061.0
McDonough County,Illinois,17,109,1405.0
McHenry County,Illinois,17,111,16687.0
McLean County,Illinois,17,113,6680.0
Macon County,Illinois,17,115,6604.0
Macoupin County,Illinois,17,117,3015.0
Madison County,Illinois,17,119,15089.0
Marion County,Illinois,17,121,2492.0
Marshall County,Illinois,17,123,806.0
Mason County,Illinois,17,125,901.0
Massac County,Illinois,17,127,1028.0
Menard County,Illinois,17,129,737.0
Mercer County,Illinois,17,131,1015.0
Monroe County,Illinois,17,133,2188.0
Montgomery County,Illinois,17,135,1829.0
Morgan County,Illinois,17,137,1906.0
Moultrie County,Illinois,17,139,1043.0
Ogle County,Illinois,17,141,3380.0
Peoria County,Illinois,17,143,10039.0
Perry County,Illinois,17,145,1424.0
Piatt County,Illinois,17,147,786.0
Pike County,Illinois,17,149,1075.0
Pope County,Illinois,17,151,301.0
Pulaski County,Illinois,17,153,416.0
Putnam County,Illinois,17,155,403.0
Randolph County,Illinois,17,157,2085.0
Richland County,Illinois,17,159,1020.0
Rock Island County,Illinois,17,161,8620.0
Saint Clair County,Illinois,17,163,13675.0
Saline County,Illinois,17,165,1584.0
Sangamon County,Illinois,17,167,11635.0
Schuyler County,Illinois,17,169,401.0
Scott County,Illinois,17,171,344.0
Shelby County,Illinois,17,173,1307.0
Stark County,Illinois,17,175,339.0
Stephenson County,Illinois,17,177,3689.0
Tazewell County,Illinois,17,179,8673.0
Union County,Illinois,17,181,1099.0
Vermilion County,Illinois,17,183,4724.0
Wabash County,Illinois,17,185,929.0
Warren County,Illinois,17,187,1030.0
Washington County,Illinois,17,189,946.0
Wayne County,Illinois,17,191,1173.0
White County,Illinois,17,193,1085.0
Whiteside County,Illinois,17,195,4513.0
Will County,Illinois,17,197,32422.0
Williamson County,Illinois,17,199,4501.0
Winnebago County,Illinois,17,201,17140.0
Woodford County,Illinois,17,203,1846.0
Adams County,Indiana,18,001,1481.0
Allen County,Indiana,18,003,16390.0
Bartholomew County,Indiana,18,005,3293.0
Benton County,Indiana,18,007,341.0
Blackford County,Indiana,18,009,478.0
Boone County,Indiana,18,011,2001.0
Brown County,Indiana,18,013,783.0
Carroll County,Indiana,18,015,1153.0
Cass County,Indiana,18,017,1924.0
Clark County,Indiana,18,019,5676.0
Clay County,Indiana,18,021,959.0
Clinton County,Indiana,18,023,1502.0
Crawford County,Indiana,18,025,463.0
Daviess County,Indiana,18,027,1006.0
Dearborn County,Indiana,18,029,2160.0
Decatur County,Indiana,18,031,1136.0
DeKalb County,Indiana,18,033,2199.0
Delaware County,Indiana,18,035,5036.0
