County,State,State_FIPS,County_FIPS,some_college_1_plus_year
Jackson County,Arkansas,05,067,1652.0
Jefferson County,Arkansas,05,069,7539.0
Johnson County,Arkansas,05,071,1853.0
Lafayette County,Arkansas,05,073,639.0
Lawrence County,Arkansas,05,075,1595.0
Lee County,Arkansas,05,077,819.0
Lincoln County,Arkansas,05,079,1145.0
Little River County,Arkansas,05,081,1527.0
Logan County,Arkansas,05,083,2310.0
Lonoke County,Arkansas,05,085,7825.0
Madison County,Arkansas,05,087,1264.0
Marion County,Arkansas,05,089,2122.0
Miller County,Arkansas,05,091,5302.0
Mississippi County,Arkansas,05,093,4125.0
Monroe County,Arkansas,05,095,836.0
Montgomery County,Arkansas,05,097,967.0
Nevada County,Arkansas,05,099,786.0
Newton County,Arkansas,05,101,912.0
Ouachita County,Arkansas,05,103,2315.0
Perry County,Arkansas,05,105,1078.0
Phillips County,Arkansas,05,107,2118.0
Pike County,Arkansas,05,109,1210.0
Poinsett County,Arkansas,05,111,2360.0
Polk County,Arkansas,05,113,2159.0
Pope County,Arkansas,05,115,5947.0
Prairie County,Arkansas,05,117,848.0
Pulaski County,Arkansas,05,119,46976.0
Randolph County,Arkansas,05,121,1876.0
Saint Francis County,Arkansas,05,123,3044.0
Saline County,Arkansas,05,125,14078.0
Scott County,Arkansas,05,127,946.0
Searcy County,Arkansas,05,129,816.0
Sebastian County,Arkansas,05,131,13669.0
Sevier County,Arkansas,05,133,1647.0
Sharp County,Arkansas,05,135,1778.0
Stone County,Arkansas,05,137,1415.0
Union County,Arkansas,05,139,4046.0
Van Buren County,Arkansas,05,141,1826.0
Washington County,Arkansas,05,143,20530.0
White County,Arkansas,05,145,6184.0
Woodruff County,Arkansas,05,147,525.0
Yell County,Arkansas,05,149,1741.0
Alameda County,California,06,001,158154.0
Alpine County,California,06,003,158.0
Amador County,California,06,005,6038.0
Butte County,California,06,007,30970.0
Calaveras County,California,06,009,7777.0
Colusa County,California,06,011,2172.0
Contra Costa County,California,06,013,122600.0
Del Norte County,California,06,015,3491.0
El Dorado County,California,06,017,25363.0
Fresno County,California,06,019,99157.0
Glenn County,California,06,021,3031.0
Humboldt County,California,06,023,17821.0
Imperial County,California,06,025,20465.0
Inyo County,California,06,027,2247.0
Kern County,California,06,029,85785.0
Kings County,California,06,031,18245.0
Lake County,California,06,033,8291.0
Lassen County,California,06,035,3413.0
Los Angeles County,California,06,037,1005215.0
Madera County,California,06,039,17525.0
Marin County,California,06,041,27053.0
Mariposa County,California,06,043,2668.0
Mendocino County,California,06,045,11392.0
Merced County,California,06,047,24362.0
Modoc County,California,06,049,768.0
Mono County,California,06,051,2295.0
Monterey County,California,06,053,37394.0
Napa County,California,06,055,16198.0
Nevada County,California,06,057,14832.0
Orange County,California,06,059,322610.0
Placer County,California,06,061,49756.0
Plumas County,California,06,063,3522.0
Riverside County,California,06,065,264568.0
Sacramento County,California,06,067,177673.0
San Benito County,California,06,069,7378.0
San Bernardino County,California,06,071,228659.0
San Diego County,California,06,073,366929.0
San Francisco County,California,06,075,75714.0
San Joaquin County,California,06,077,71795.0
San Luis Obispo County,California,06,079,36263.0
San Mateo County,California,06,081,69644.0
Santa Barbara County,California,06,083,43909.0
Santa Clara County,California,06,085,155095.0
Santa Cruz County,California,06,087,29354.0
Shasta County,California,06,089,28942.0
Sierra County,California,06,091,658.0
Siskiyou County,California,06,093,6962.0
Solano County,California,06,095,61268.0
Sonoma County,California,06,097,62210.0
Stanislaus County,California,06,099,57600.0
Sutter County,California,06,101,11006.0
Tehama County,California,06,103,8706.0
Trinity County,California,06,105,2402.0
Tulare County,California,06,107,42516.0
Tuolumne County,California,06,109,8378.0
Ventura County,California,06,111,96020.0
Yolo County,California,06,113,17187.0
Yuba County,California,06,115,10349.0
Alamosa County,Colorado,08,003,1732.0
Archuleta County,Colorado,08,007,1591.0
Baca County,Colorado,08,009,446.0
Bent County,Colorado,08,011,552.0
Chaffee County,Colorado,08,015,2462.0
Cheyenne County,Colorado,08,017,200.0
Clear Creek County,Colorado,08,019,1302.0
Conejos County,Colorado,08,021,1286.0
Costilla County,Colorado,08,023,625.0
Crowley County,Colorado,08,025,574.0
Custer County,Colorado,08,027,652.0
Delta County,Colorado,08,029,3765.0
Dolores County,Colorado,08,033,236.0
Douglas County,Colorado,08,035,30444.0
Eagle County,Colorado,08,037,4813.0
Elbert County,Colorado,08,039,2899.0
El Paso County,Colorado,08,041,76638.0
Fremont County,Colorado,08,043,6233.0
Garfield County,Colorado,08,045,4764.0
Gilpin County,Colorado,08,047,1284.0
Grand County,Colorado,08,049,1581.0
Gunnison County,Colorado,08,051,1519.0
Huerfano County,Colorado,08,055,1119.0
Jackson County,Colorado,08,057,228.0
Kiowa County,Colorado,08,061,156.0
Kit Carson County,Colorado,08,063,856.0
Lake County,Colorado,08,065,478.0
La Plata County,Colorado,08,067,7208.0
Larimer County,Colorado,08,069,32507.0
Las Animas County,Colorado,08,071,1802.0
Lincoln County,Colorado,08,073,410.0
Logan County,Colorado,08,075,2406.0
Mesa County,Colorado,08,077,18857.0
Moffat County,Colorado,08,081,1473.0
Montezuma County,Colorado,08,083,3451.0
Montrose County,Colorado,08,085,5201.0
Morgan County,Colorado,08,087,2905.0
Otero County,Colorado,08,089,2266.0
Ouray County,Colorado,08,091,691.0
Park County,Colorado,08,093,2775.0
Phillips County,Colorado,08,095,448.0
Pitkin County,Colorado,08,097,1488.0
Prowers County,Colorado,08,099,1544.0
Pueblo County,Colorado,08,101,20388.0
Rio Blanco County,Colorado,08,103,781.0
Rio Grande County,Colorado,08,105,1440.0
Routt County,Colorado,08,107,2288.0
Saguache County,Colorado,08,109,881.0
San Miguel County,Colorado,08,113,1011.0
Sedgwick County,Colorado,08,115,268.0
Summit County,Colorado,08,117,3318.0
Teller County,Colorado,08,119,3201.0
Washington County,Colorado,08,121,808.0
Yuma County,Colorado,08,125,1115.0
Adams County,Colorado,08,001,47779.0
Arapahoe County,Colorado,08,005,65682.0
Boulder County,Colorado,08,013,23553.0
Broomfield County,Colorado,08,014,6376.0
Denver County,Colorado,08,031,63921.0
Jefferson County,Colorado,08,059,64683.0
Weld County,Colorado,08,123,29709.0
Fairfield County,Connecticut,09,001,69043.0
Hartford County,Connecticut,09,003,72633.0
Litchfield County,Connecticut,09,005,16983.0
Middlesex County,Connecticut,09,007,13214.0
New Haven County,Connecticut,09,009,72229.0
New London County,Connecticut,09,011,25834.0
Tolland County,Connecticut,09,013,11236.0
Windham County,Connecticut,09,015,11147.0
Kent County,Delaware,10,001,18071.0
New Castle County,Delaware,10,003,47678.0
Sussex County,Delaware,10,005,20451.0
Alachua County,Florida,12,001,20221.0
Baker County,Florida,12,003,2175.0
Bay County,Florida,12,005,21332.0
Bradford County,Florida,12,007,2825.0
Brevard County,Florida,12,009,62843.0
Broward County,Florida,12,011,188862.0
Calhoun County,Florida,12,013,1449.0
Charlotte County,Florida,12,015,22198.0
Citrus County,Florida,12,017,15725.0
Clay County,Florida,12,019,22282.0
Collier County,Florida,12,021,33175.0
Columbia County,Florida,12,023,7553.0
Miami-Dade County,Florida,12,086,221443.0
DeSoto County,Florida,12,027,2047.0
Dixie County,Florida,12,029,1672.0
Duval County,Florida,12,031,93645.0
Escambia County,Florida,12,033,33767.0
Flagler County,Florida,12,035,12653.0
Franklin County,Florida,12,037,1030.0
Gadsden County,Florida,12,039,4568.0
Gilchrist County,Florida,12,041,1688.0
Glades County,Florida,12,043,1133.0
Gulf County,Florida,12,045,1552.0
Hamilton County,Florida,12,047,1187.0
Hardee County,Florida,12,049,1578.0
Hendry County,Florida,12,051,2874.0
Hernando County,Florida,12,053,21171.0
Highlands County,Florida,12,055,10476.0
Hillsborough County,Florida,12,057,127317.0
Holmes County,Florida,12,059,1965.0
Indian River County,Florida,12,061,14130.0
Jackson County,Florida,12,063,5186.0
Jefferson County,Florida,12,065,1173.0
Lafayette County,Florida,12,067,646.0
Lake County,Florida,12,069,35621.0
Lee County,Florida,12,071,70488.0
Leon County,Florida,12,073,22129.0
Levy County,Florida,12,075,4002.0
Liberty County,Florida,12,077,508.0
Madison County,Florida,12,079,1657.0
Manatee County,Florida,12,081,35454.0
Marion County,Florida,12,083,34993.0
Martin County,Florida,12,085,18066.0
Monroe County,Florida,12,087,9366.0
Nassau County,Florida,12,089,8328.0
Okaloosa County,Florida,12,091,23562.0
Okeechobee County,Florida,12,093,2899.0
Orange County,Florida,12,095,119260.0
Osceola County,Florida,12,097,38137.0
Palm Beach County,Florida,12,099,143784.0
Pasco County,Florida,12,101,52710.0
Pinellas County,Florida,12,103,105845.0
Polk County,Florida,12,105,64899.0
Putnam County,Florida,12,107,7124.0
Saint Johns County,Florida,12,109,21536.0
Saint Lucie County,Florida,12,111,31358.0
Santa Rosa County,Florida,12,113,17859.0
Sarasota County,Florida,12,115,44091.0
Seminole County,Florida,12,117,46230.0
Sumter County,Florida,12,119,13570.0
Suwannee County,Florida,12,121,3529.0
Taylor County,Florida,12,123,2075.0
Union County,Florida,12,125,1704.0
Volusia County,Florida,12,127,59223.0
Wakulla County,Florida,12,129,3983.0
Walton County,Florida,12,131,7492.0
Washington County,Florida,12,133,2438.0
Appling County,Georgia,13,001,1653.0
Atkinson County,Georgia,13,003,550.0
Bacon County,Georgia,13,005,1045.0
Baker County,Georgia,13,007,344.0
Baldwin County,Georgia,13,009,3862.0
Banks County,Georgia,13,011,1429.0
Barrow County,Georgia,13,013,6751.0
Bartow County,Georgia,13,015,10633.0
Ben Hill County,Georgia,13,017,1487.0
Berrien County,Georgia,13,019,1700.0
Bibb County,Georgia,13,021,16058.0
Bleckley County,Georgia,13,023,1026.0
Brantley County,Georgia,13,025,1345.0
Brooks County,Georgia,13,027,1693.0
Bryan County,Georgia,13,029,3634.0
Bulloch County,Georgia,13,031,7059.0
Burke County,Georgia,13,033,2521.0
Butts County,Georgia,13,035,2000.0
Calhoun County,Georgia,13,037,775.0
Camden County,Georgia,13,039,6146.0
Candler County,Georgia,13,043,956.0
Carroll County,Georgia,13,045,11616.0
Catoosa County,Georgia,13,047,7628.0
Charlton County,Georgia,13,049,1221.0
Chatham County,Georgia,13,051,35187.0
Chattahoochee County,Georgia,13,053,872.0
Chattooga County,Georgia,13,055,2216.0
Cherokee County,Georgia,13,057,26638.0
Clarke County,Georgia,13,059,9206.0
Clay County,Georgia,13,061,374.0
Clayton County,Georgia,13,063,30549.0
Clinch County,Georgia,13,065,706.0
Cobb County,Georgia,13,067,73149.0
Coffee County,Georgia,13,069,3656.0
Colquitt County,Georgia,13,071,3138.0
Columbia County,Georgia,13,073,15259.0
Cook County,Georgia,13,075,1518.0
Coweta County,Georgia,13,077,14803.0
Crawford County,Georgia,13,079,1732.0
Crisp County,Georgia,13,081,2207.0
Dade County,Georgia,13,083,1756.0
Dawson County,Georgia,13,085,2540.0
Decatur County,Georgia,13,087,3137.0
DeKalb County,Georgia,13,089,73992.0
Dodge County,Georgia,13,091,2038.0
Dooly County,Georgia,13,093,1384.0
Dougherty County,Georgia,13,095,11202.0
Douglas County,Georgia,13,097,14260.0
Early County,Georgia,13,099,1127.0
Echols County,Georgia,13,101,374.0
Effingham County,Georgia,13,103,5720.0
Elbert County,Georgia,13,105,1591.0
Emanuel County,Georgia,13,107,1872.0
Evans County,Georgia,13,109,768.0
Fannin County,Georgia,13,111,2648.0
Fayette County,Georgia,13,113,10509.0
Floyd County,Georgia,13,115,9905.0
Forsyth County,Georgia,13,117,17503.0
Franklin County,Georgia,13,119,1798.0
Fulton County,Georgia,13,121,91667.0
Gilmer County,Georgia,13,123,2940.0
Glascock County,Georgia,13,125,315.0
Glynn County,Georgia,13,127,9657.0
Gordon County,Georgia,13,129,5354.0
Grady County,Georgia,13,131,2058.0
Greene County,Georgia,13,133,1573.0
Gwinnett County,Georgia,13,135,83184.0
Habersham County,Georgia,13,137,3573.0
Hall County,Georgia,13,139,16999.0
Hancock County,Georgia,13,141,793.0
Haralson County,Georgia,13,143,3007.0
Harris County,Georgia,13,145,4469.0
Hart County,Georgia,13,147,2576.0
Heard County,Georgia,13,149,1102.0
Henry County,Georgia,13,151,22567.0
Houston County,Georgia,13,153,18898.0
Irwin County,Georgia,13,155,626.0
Jackson County,Georgia,13,157,5912.0
Jasper County,Georgia,13,159,1103.0
Jeff Davis County,Georgia,13,161,1612.0
Jefferson County,Georgia,13,163,1351.0
Jenkins County,Georgia,13,165,871.0
Johnson County,Georgia,13,167,814.0
Jones County,Georgia,13,169,3038.0
Lamar County,Georgia,13,171,1707.0
Lanier County,Georgia,13,173,1122.0
Laurens County,Georgia,13,175,3677.0
Lee County,Georgia,13,177,2764.0
Liberty County,Georgia,13,179,7685.0
Lincoln County,Georgia,13,181,800.0
Long County,Georgia,13,183,2398.0
Lowndes County,Georgia,13,185,10354.0
Lumpkin County,Georgia,13,187,2930.0
McDuffie County,Georgia,13,189,2005.0
McIntosh County,Georgia,13,191,1681.0
Macon County,Georgia,13,193,1827.0
Madison County,Georgia,13,195,2590.0
Marion County,Georgia,13,197,1010.0
Meriwether County,Georgia,13,199,2306.0
Miller County,Georgia,13,201,716.0
Mitchell County,Georgia,13,205,1817.0
Monroe County,Georgia,13,207,2696.0
Montgomery County,Georgia,13,209,961.0
Morgan County,Georgia,13,211,2063.0
Murray County,Georgia,13,213,2953.0
Muscogee County,Georgia,13,215,23340.0
Newton County,Georgia,13,217,12344.0
Oconee County,Georgia,13,219,2748.0
Oglethorpe County,Georgia,13,221,1400.0
Paulding County,Georgia,13,223,16993.0
Peach County,Georgia,13,225,3659.0
Pickens County,Georgia,13,227,3656.0
Pierce County,Georgia,13,229,1719.0
Pike County,Georgia,13,231,2207.0
Polk County,Georgia,13,233,3840.0
Pulaski County,Georgia,13,235,1236.0
Putnam County,Georgia,13,237,2076.0
Quitman County,Georgia,13,239,259.0
Rabun County,Georgia,13,241,1588.0
Randolph County,Georgia,13,243,843.0
Richmond County,Georgia,13,245,22059.0
Rockdale County,Georgia,13,247,8403.0
Schley County,Georgia,13,249,628.0
Screven County,Georgia,13,251,1588.0
Seminole County,Georgia,13,253,856.0
Spalding County,Georgia,13,255,5782.0
Stephens County,Georgia,13,257,2289.0
Stewart County,Georgia,13,259,308.0
Sumter County,Georgia,13,261,2766.0
Talbot County,Georgia,13,263,513.0
Taliaferro County,Georgia,13,265,83.0
Tattnall County,Georgia,13,267,1947.0
Taylor County,Georgia,13,269,1033.0
Telfair County,Georgia,13,271,871.0
Terrell County,Georgia,13,273,1083.0
Thomas County,Georgia,13,275,4198.0
Tift County,Georgia,13,277,3226.0
Toombs County,Georgia,13,279,2534.0
Towns County,Georgia,13,281,1443.0
Treutlen County,Georgia,13,283,643.0
Troup County,Georgia,13,285,7077.0
Turner County,Georgia,13,287,653.0
Twiggs County,Georgia,13,289,616.0
Union County,Georgia,13,291,2376.0
Upson County,Georgia,13,293,2603.0
Walker County,Georgia,13,295,7226.0
Walton County,Georgia,13,297,8603.0
Ware County,Georgia,13,299,3295.0
Warren County,Georgia,13,301,366.0
Washington County,Georgia,13,303,1657.0
Wayne County,Georgia,13,305,2451.0
Webster County,Georgia,13,307,157.0
Wheeler County,Georgia,13,309,572.0
White County,Georgia,13,311,3302.0
Whitfield County,Georgia,13,313,9639.0
Wilcox County,Georgia,13,315,754.0
Wilkes County,Georgia,13,317,831.0
Wilkinson County,Georgia,13,319,686.0
Worth County,Georgia,13,321,1855.0
Hawaii County,Hawaii,15,001,23658.0
Honolulu County,Hawaii,15,003,102470.0
Kauai County,Hawaii,15,007,7793.0
Kalawao County,Hawaii,15,005,10.0
Maui County,Hawaii,15,009,20660.0
Ada County,Idaho,16,001,48168.0
Adams County,Idaho,16,003,542.0
Bannock County,Idaho,16,005,10411.0
Bear Lake County,Idaho,16,007,667.0
Benewah County,Idaho,16,009,1149.0
Bingham County,Idaho,16,011,5104.0
Blaine County,Idaho,16,013,2263.0
Boise County,Idaho,16,015,831.0
Bonner County,Idaho,16,017,6700.0
Bonneville County,Idaho,16,019,11699.0
Boundary County,Idaho,16,021,1320.0
Butte County,Idaho,16,023,352.0
Camas County,Idaho,16,025,151.0
Canyon County,Idaho,16,027,21030.0
Caribou County,Idaho,16,029,806.0
Cassia County,Idaho,16,031,2441.0
Clearwater County,Idaho,16,035,1335.0
Custer County,Idaho,16,037,592.0
Elmore County,Idaho,16,039,3343.0
Franklin County,Idaho,16,041,1276.0
Fremont County,Idaho,16,043,1402.0
Gem County,Idaho,16,045,1623.0
Gooding County,Idaho,16,047,1577.0
Idaho County,Idaho,16,049,2112.0
Jefferson County,Idaho,16,051,2284.0
Jerome County,Idaho,16,053,2022.0
Kootenai County,Idaho,16,055,21599.0
Latah County,Idaho,16,057,3625.0
Lemhi County,Idaho,16,059,1191.0
Lewis County,Idaho,16,061,633.0
Lincoln County,Idaho,16,063,586.0
Madison County,Idaho,16,065,3055.0
Minidoka County,Idaho,16,067,2226.0
Nez Perce County,Idaho,16,069,5431.0
Oneida County,Idaho,16,071,550.0
Owyhee County,Idaho,16,073,1042.0
Payette County,Idaho,16,075,2526.0
Power County,Idaho,16,077,626.0
Shoshone County,Idaho,16,079,1744.0
Teton County,Idaho,16,081,1418.0
Twin Falls County,Idaho,16,083,10245.0
Valley County,Idaho,16,085,2075.0
Washington County,Idaho,16,087,1319.0
Adams County,Illinois,17,001,6992.0
Alexander County,Illinois,17,003,708.0
Bond County,Illinois,17,005,1375.0
Boone County,Illinois,17,007,4759.0
Brown County,Illinois,17,009,668.0
Bureau County,Illinois,17,011,3505.0
Calhoun County,Illinois,17,013,604.0
Carroll County,Illinois,17,015,1419.0
Cass County,Illinois,17,017,908.0
Champaign County,Illinois,17,019,16930.0
Christian County,Illinois,17,021,2999.0
Clark County,Illinois,17,023,1441.0
Clay County,Illinois,17,025,1517.0
Clinton County,Illinois,17,027,3922.0
Coles County,Illinois,17,029,4993.0
Cook County,Illinois,17,031,500380.0
Crawford County,Illinois,17,033,2028.0
Cumberland County,Illinois,17,035,1012.0
DeKalb County,Illinois,17,037,10067.0
De Witt County,Illinois,17,039,1877.0
Douglas County,Illinois,17,041,1878.0
DuPage County,Illinois,17,043,81707.0
Edgar County,Illinois,17,045,1599.0
Edwards County,Illinois,17,047,566.0
Effingham County,Illinois,17,049,2701.0
Fayette County,Illinois,17,051,2144.0
Ford County,Illinois,17,053,1513.0
Franklin County,Illinois,17,055,5005.0
Fulton County,Illinois,17,057,4180.0
Gallatin County,Illinois,17,059,569.0
Greene County,Illinois,17,061,1371.0
Grundy County,Illinois,17,063,5867.0
Hamilton County,Illinois,17,065,958.0
Hancock County,Illinois,17,067,1940.0
Hardin County,Illinois,17,069,405.0
Henderson County,Illinois,17,071,641.0
Henry County,Illinois,17,073,4723.0
Iroquois County,Illinois,17,075,2921.0
Jackson County,Illinois,17,077,5839.0
Jasper County,Illinois,17,079,732.0
Jefferson County,Illinois,17,081,4152.0
Jersey County,Illinois,17,083,2317.0
Jo Daviess County,Illinois,17,085,2692.0
Johnson County,Illinois,17,087,1506.0
Kane County,Illinois,17,089,47957.0
Kankakee County,Illinois,17,091,12757.0
Kendall County,Illinois,17,093,13472.0
Knox County,Illinois,17,095,5596.0
Lake County,Illinois,17,097,58950.0
LaSalle County,Illinois,17,099,12432.0
Lawrence County,Illinois,17,101,1484.0
Lee County,Illinois,17,103,4037.0
Livingston County,Illinois,17,105,3630.0
Logan County,Illinois,17,107,3385.0
McDonough County,Illinois,17,109,2298.0
McHenry County,Illinois,17,111,33195.0
McLean County,Illinois,17,113,12244.0
Macon County,Illinois,17,115,11449.0
Macoupin County,Illinois,17,117,4881.0
Madison County,Illinois,17,119,31299.0
Marion County,Illinois,17,121,4399.0
Marshall County,Illinois,17,123,1191.0
Mason County,Illinois,17,125,1201.0
Massac County,Illinois,17,127,1762.0
Menard County,Illinois,17,129,1359.0
Mercer County,Illinois,17,131,1688.0
Monroe County,Illinois,17,133,3636.0
Montgomery County,Illinois,17,135,3060.0
Morgan County,Illinois,17,137,3155.0
Moultrie County,Illinois,17,139,1348.0
Ogle County,Illinois,17,141,5526.0
Peoria County,Illinois,17,143,18072.0
Perry County,Illinois,17,145,2157.0
Piatt County,Illinois,17,147,1719.0
Pike County,Illinois,17,149,1528.0
Pope County,Illinois,17,151,581.0
Pulaski County,Illinois,17,153,743.0
Putnam County,Illinois,17,155,621.0
Randolph County,Illinois,17,157,3136.0
Richland County,Illinois,17,159,1408.0
Rock Island County,Illinois,17,161,16489.0
Saint Clair County,Illinois,17,163,29614.0
Saline County,Illinois,17,165,3180.0
Sangamon County,Illinois,17,167,19498.0
Schuyler County,Illinois,17,169,821.0
Scott County,Illinois,17,171,455.0
Shelby County,Illinois,17,173,2111.0
Stark County,Illinois,17,175,492.0
Stephenson County,Illinois,17,177,5095.0
Tazewell County,Illinois,17,179,13690.0
Union County,Illinois,17,181,1799.0
Vermilion County,Illinois,17,183,7013.0
Wabash County,Illinois,17,185,1109.0
Warren County,Illinois,17,187,1314.0
Washington County,Illinois,17,189,1662.0
Wayne County,Illinois,17,191,1561.0
White County,Illinois,17,193,1415.0
Whiteside County,Illinois,17,195,6021.0
Will County,Illinois,17,197,65555.0
Williamson County,Illinois,17,199,8520.0
Winnebago County,Illinois,17,201,28799.0
Woodford County,Illinois,17,203,3363.0
Adams County,Indiana,18,001,2691.0
Allen County,Indiana,18,003,36932.0
Bartholomew County,Indiana,18,005,6200.0
Benton County,Indiana,18,007,864.0
Blackford County,Indiana,18,009,1046.0
Boone County,Indiana,18,011,4509.0
Brown County,Indiana,18,013,1627.0
Carroll County,Indiana,18,015,2113.0
Cass County,Indiana,18,017,3464.0
