County,State,State_FIPS,County_FIPS,per_capita_income
Dallas County,Arkansas,05,039,16838
Desha County,Arkansas,05,041,19822
Drew County,Arkansas,05,043,17057
Faulkner County,Arkansas,05,045,24401
Franklin County,Arkansas,05,047,19135
Fulton County,Arkansas,05,049,19326
Garland County,Arkansas,05,051,23170
Grant County,Arkansas,05,053,23239
Greene County,Arkansas,05,055,19652
Hempstead County,Arkansas,05,057,17376
Hot Spring County,Arkansas,05,059,19286
Howard County,Arkansas,05,061,18707
Independence County,Arkansas,05,063,20289
Izard County,Arkansas,05,065,18040
Jackson County,Arkansas,05,067,15609
Jefferson County,Arkansas,05,069,19353
Johnson County,Arkansas,05,071,19366
Lafayette County,Arkansas,05,073,17212
Lawrence County,Arkansas,05,075,15971
Lee County,Arkansas,05,077,12529
Lincoln County,Arkansas,05,079,15023
Little River County,Arkansas,05,081,19880
Logan County,Arkansas,05,083,19046
Lonoke County,Arkansas,05,085,23218
Madison County,Arkansas,05,087,18754
Marion County,Arkansas,05,089,18188
Miller County,Arkansas,05,091,20636
Mississippi County,Arkansas,05,093,18905
Monroe County,Arkansas,05,095,16939
Montgomery County,Arkansas,05,097,19021
Nevada County,Arkansas,05,099,18695
Newton County,Arkansas,05,101,17884
Ouachita County,Arkansas,05,103,18975
Perry County,Arkansas,05,105,22047
Phillips County,Arkansas,05,107,16830
Pike County,Arkansas,05,109,18377
Poinsett County,Arkansas,05,111,16919
Polk County,Arkansas,05,113,19116
Pope County,Arkansas,05,115,19918
Prairie County,Arkansas,05,117,18137
Pulaski County,Arkansas,05,119,27414
Randolph County,Arkansas,05,121,18871
Saint Francis County,Arkansas,05,123,15511
Saline County,Arkansas,05,125,25962
Scott County,Arkansas,05,127,18934
Searcy County,Arkansas,05,129,16731
Sebastian County,Arkansas,05,131,23222
Sevier County,Arkansas,05,133,16021
Sharp County,Arkansas,05,135,16714
Stone County,Arkansas,05,137,17403
Union County,Arkansas,05,139,20718
Van Buren County,Arkansas,05,141,18782
Washington County,Arkansas,05,143,23264
White County,Arkansas,05,145,21793
Woodruff County,Arkansas,05,147,19087
Yell County,Arkansas,05,149,16992
Alameda County,California,06,001,35763
Alpine County,California,06,003,25527
Amador County,California,06,005,27347
Butte County,California,06,007,23787
Calaveras County,California,06,009,29329
Colusa County,California,06,011,21579
Contra Costa County,California,06,013,38219
Del Norte County,California,06,015,19072
El Dorado County,California,06,017,34884
Fresno County,California,06,019,20208
Glenn County,California,06,021,22148
Humboldt County,California,06,023,23540
Imperial County,California,06,025,16763
Inyo County,California,06,027,27441
Kern County,California,06,029,20295
Kings County,California,06,031,18429
Lake County,California,06,033,21537
Lassen County,California,06,035,19931
Los Angeles County,California,06,037,27749
Madera County,California,06,039,17847
Marin County,California,06,041,56791
Mariposa County,California,06,043,26988
Mendocino County,California,06,045,23306
Merced County,California,06,047,18177
Modoc County,California,06,049,21200
Mono County,California,06,051,28046
Monterey County,California,06,053,24775
Napa County,California,06,055,34795
Nevada County,California,06,057,32346
Orange County,California,06,059,34057
Placer County,California,06,061,34886
Plumas County,California,06,063,29806
Riverside County,California,06,065,23591
Sacramento County,California,06,067,26739
San Benito County,California,06,069,25914
San Bernardino County,California,06,071,21332
San Diego County,California,06,073,30668
San Francisco County,California,06,075,48486
San Joaquin County,California,06,077,22589
San Luis Obispo County,California,06,079,29954
San Mateo County,California,06,081,45732
Santa Barbara County,California,06,083,30352
Santa Clara County,California,06,085,41513
Santa Cruz County,California,06,087,32295
Shasta County,California,06,089,23670
Sierra County,California,06,091,24996
Siskiyou County,California,06,093,22293
Solano County,California,06,095,28929
Sonoma County,California,06,097,32835
Stanislaus County,California,06,099,21663
Sutter County,California,06,101,23602
Tehama County,California,06,103,20439
Trinity County,California,06,105,22905
Tulare County,California,06,107,17894
Tuolumne County,California,06,109,25943
Ventura County,California,06,111,32930
Yolo County,California,06,113,27730
Yuba County,California,06,115,19244
Alamosa County,Colorado,08,003,19487
Archuleta County,Colorado,08,007,29793
Baca County,Colorado,08,009,22318
Bent County,Colorado,08,011,15081
Chaffee County,Colorado,08,015,27182
Cheyenne County,Colorado,08,017,23647
Clear Creek County,Colorado,08,019,41716
Conejos County,Colorado,08,021,17316
Costilla County,Colorado,08,023,20742
Crowley County,Colorado,08,025,17187
Custer County,Colorado,08,027,25761
Delta County,Colorado,08,029,24771
Dolores County,Colorado,08,033,22880
Douglas County,Colorado,08,035,43634
Eagle County,Colorado,08,037,39497
Elbert County,Colorado,08,039,36077
El Paso County,Colorado,08,041,28867
Fremont County,Colorado,08,043,18954
Garfield County,Colorado,08,045,26603
Gilpin County,Colorado,08,047,38022
Grand County,Colorado,08,049,31684
Gunnison County,Colorado,08,051,27654
Huerfano County,Colorado,08,055,24058
Jackson County,Colorado,08,057,25936
Kiowa County,Colorado,08,061,22482
Kit Carson County,Colorado,08,063,21850
Lake County,Colorado,08,065,25029
La Plata County,Colorado,08,067,30151
Larimer County,Colorado,08,069,30740
Las Animas County,Colorado,08,071,22180
Lincoln County,Colorado,08,073,19703
Logan County,Colorado,08,075,22581
Mesa County,Colorado,08,077,26700
Moffat County,Colorado,08,081,24577
Montezuma County,Colorado,08,083,23548
Montrose County,Colorado,08,085,22897
Morgan County,Colorado,08,087,20680
Otero County,Colorado,08,089,19078
Ouray County,Colorado,08,091,33015
Park County,Colorado,08,093,31504
Phillips County,Colorado,08,095,20720
Pitkin County,Colorado,08,097,51814
Prowers County,Colorado,08,099,18941
Pueblo County,Colorado,08,101,21940
Rio Blanco County,Colorado,08,103,27586
Rio Grande County,Colorado,08,105,20557
Routt County,Colorado,08,107,34873
Saguache County,Colorado,08,109,20726
San Miguel County,Colorado,08,113,40827
Sedgwick County,Colorado,08,115,21536
Summit County,Colorado,08,117,34025
Teller County,Colorado,08,119,31075
Washington County,Colorado,08,121,24977
Yuma County,Colorado,08,125,22498
Adams County,Colorado,08,001,24195
Arapahoe County,Colorado,08,005,32595
Boulder County,Colorado,08,013,38011
Broomfield County,Colorado,08,014,37442
Denver County,Colorado,08,031,33251
Jefferson County,Colorado,08,059,36087
Weld County,Colorado,08,123,25468
Fairfield County,Connecticut,09,001,48721
Hartford County,Connecticut,09,003,34698
Litchfield County,Connecticut,09,005,37667
Middlesex County,Connecticut,09,007,39992
New Haven County,Connecticut,09,009,32523
New London County,Connecticut,09,011,33782
Tolland County,Connecticut,09,013,34392
Windham County,Connecticut,09,015,27893
Kent County,Delaware,10,001,24851
New Castle County,Delaware,10,003,32406
Sussex County,Delaware,10,005,26908
Alachua County,Florida,12,001,24857
Baker County,Florida,12,003,19852
Bay County,Florida,12,005,24498
Bradford County,Florida,12,007,17749
Brevard County,Florida,12,009,27009
Broward County,Florida,12,011,28205
Calhoun County,Florida,12,013,14675
Charlotte County,Florida,12,015,26286
Citrus County,Florida,12,017,23148
Clay County,Florida,12,019,26577
Collier County,Florida,12,021,36439
Columbia County,Florida,12,023,19306
Miami-Dade County,Florida,12,086,23174
DeSoto County,Florida,12,027,15088
Dixie County,Florida,12,029,16851
Duval County,Florida,12,031,26143
Escambia County,Florida,12,033,23441
Flagler County,Florida,12,035,24497
Franklin County,Florida,12,037,19843
Gadsden County,Florida,12,039,17615
Gilchrist County,Florida,12,041,20180
Glades County,Florida,12,043,16011
Gulf County,Florida,12,045,18546
Hamilton County,Florida,12,047,16295
Hardee County,Florida,12,049,15366
Hendry County,Florida,12,051,16133
Hernando County,Florida,12,053,21411
Highlands County,Florida,12,055,20072
Hillsborough County,Florida,12,057,27149
Holmes County,Florida,12,059,16845
Indian River County,Florida,12,061,30532
Jackson County,Florida,12,063,17525
Jefferson County,Florida,12,065,21184
Lafayette County,Florida,12,067,18660
Lake County,Florida,12,069,24183
Lee County,Florida,12,071,27348
Leon County,Florida,12,073,26196
Levy County,Florida,12,075,18304
Liberty County,Florida,12,077,16266
Madison County,Florida,12,079,15538
Manatee County,Florida,12,081,27322
Marion County,Florida,12,083,21992
Martin County,Florida,12,085,34057
Monroe County,Florida,12,087,33974
Nassau County,Florida,12,089,28926
Okaloosa County,Florida,12,091,28600
Okeechobee County,Florida,12,093,17787
Orange County,Florida,12,095,24877
Osceola County,Florida,12,097,19007
Palm Beach County,Florida,12,099,32858
Pasco County,Florida,12,101,23736
Pinellas County,Florida,12,103,29262
Polk County,Florida,12,105,21285
Putnam County,Florida,12,107,18377
Saint Johns County,Florida,12,109,36836
Saint Lucie County,Florida,12,111,23285
Santa Rosa County,Florida,12,113,26861
Sarasota County,Florida,12,115,32313
Seminole County,Florida,12,117,28675
Sumter County,Florida,12,119,27504
Suwannee County,Florida,12,121,18431
Taylor County,Florida,12,123,17045
Union County,Florida,12,125,13590
Volusia County,Florida,12,127,23973
Wakulla County,Florida,12,129,21797
Walton County,Florida,12,131,25845
Washington County,Florida,12,133,17385
Appling County,Georgia,13,001,19643
Atkinson County,Georgia,13,003,15958
Bacon County,Georgia,13,005,18558
Baker County,Georgia,13,007,17019
Baldwin County,Georgia,13,009,18622
Banks County,Georgia,13,011,20231
Barrow County,Georgia,13,013,21379
Bartow County,Georgia,13,015,21022
Ben Hill County,Georgia,13,017,14204
Berrien County,Georgia,13,019,16784
Bibb County,Georgia,13,021,20982
Bleckley County,Georgia,13,023,20156
Brantley County,Georgia,13,025,16938
Brooks County,Georgia,13,027,19409
Bryan County,Georgia,13,029,27556
Bulloch County,Georgia,13,031,18587
Burke County,Georgia,13,033,16171
Butts County,Georgia,13,035,20363
Calhoun County,Georgia,13,037,14868
Camden County,Georgia,13,039,22701
Candler County,Georgia,13,043,17974
Carroll County,Georgia,13,045,21227
Catoosa County,Georgia,13,047,21690
Charlton County,Georgia,13,049,17102
Chatham County,Georgia,13,051,25093
Chattahoochee County,Georgia,13,053,20042
Chattooga County,Georgia,13,055,16045
Cherokee County,Georgia,13,057,29615
Clarke County,Georgia,13,059,19295
Clay County,Georgia,13,061,12982
Clayton County,Georgia,13,063,17950
Clinch County,Georgia,13,065,17815
Cobb County,Georgia,13,067,33069
Coffee County,Georgia,13,069,17031
Colquitt County,Georgia,13,071,17025
Columbia County,Georgia,13,073,30949
Cook County,Georgia,13,075,18592
Coweta County,Georgia,13,077,26757
Crawford County,Georgia,13,079,20556
Crisp County,Georgia,13,081,18185
Dade County,Georgia,13,083,21690
Dawson County,Georgia,13,085,27330
Decatur County,Georgia,13,087,18059
DeKalb County,Georgia,13,089,28810
Dodge County,Georgia,13,091,18114
Dooly County,Georgia,13,093,14510
Dougherty County,Georgia,13,095,18619
Douglas County,Georgia,13,097,23626
Early County,Georgia,13,099,17579
Echols County,Georgia,13,101,15861
Effingham County,Georgia,13,103,24824
Elbert County,Georgia,13,105,18835
Emanuel County,Georgia,13,107,17064
Evans County,Georgia,13,109,18998
Fannin County,Georgia,13,111,19164
Fayette County,Georgia,13,113,35344
Floyd County,Georgia,13,115,20500
Forsyth County,Georgia,13,117,34582
Franklin County,Georgia,13,119,18234
Fulton County,Georgia,13,121,36757
Gilmer County,Georgia,13,123,21317
Glascock County,Georgia,13,125,17984
Glynn County,Georgia,13,127,26724
Gordon County,Georgia,13,129,19177
Grady County,Georgia,13,131,15734
Greene County,Georgia,13,133,27828
Gwinnett County,Georgia,13,135,25932
Habersham County,Georgia,13,137,18910
Hall County,Georgia,13,139,23645
Hancock County,Georgia,13,141,12381
Haralson County,Georgia,13,143,19789
Harris County,Georgia,13,145,31482
Hart County,Georgia,13,147,20371
Heard County,Georgia,13,149,18964
Henry County,Georgia,13,151,25299
Houston County,Georgia,13,153,25195
Irwin County,Georgia,13,155,18207
Jackson County,Georgia,13,157,23247
Jasper County,Georgia,13,159,21297
Jeff Davis County,Georgia,13,161,17684
Jefferson County,Georgia,13,163,14757
Jenkins County,Georgia,13,165,17565
Johnson County,Georgia,13,167,16807
Jones County,Georgia,13,169,24485
Lamar County,Georgia,13,171,18800
Lanier County,Georgia,13,173,17264
Laurens County,Georgia,13,175,18625
Lee County,Georgia,13,177,26357
Liberty County,Georgia,13,179,20791
Lincoln County,Georgia,13,181,20641
Long County,Georgia,13,183,17158
Lowndes County,Georgia,13,185,18897
Lumpkin County,Georgia,13,187,20908
McDuffie County,Georgia,13,189,17922
McIntosh County,Georgia,13,191,21484
Macon County,Georgia,13,193,13865
Madison County,Georgia,13,195,19939
Marion County,Georgia,13,197,17479
Meriwether County,Georgia,13,199,18821
Miller County,Georgia,13,201,19674
Mitchell County,Georgia,13,205,15694
Monroe County,Georgia,13,207,22888
Montgomery County,Georgia,13,209,16460
Morgan County,Georgia,13,211,25933
Murray County,Georgia,13,213,16449
Muscogee County,Georgia,13,215,22856
Newton County,Georgia,13,217,21484
Oconee County,Georgia,13,219,33801
Oglethorpe County,Georgia,13,221,20493
Paulding County,Georgia,13,223,24168
Peach County,Georgia,13,225,19431
Pickens County,Georgia,13,227,26686
Pierce County,Georgia,13,229,20001
Pike County,Georgia,13,231,22191
Polk County,Georgia,13,233,18336
Pulaski County,Georgia,13,235,17781
Putnam County,Georgia,13,237,26321
Quitman County,Georgia,13,239,14201
Rabun County,Georgia,13,241,22260
Randolph County,Georgia,13,243,18094
Richmond County,Georgia,13,245,20526
Rockdale County,Georgia,13,247,23461
Schley County,Georgia,13,249,19037
Screven County,Georgia,13,251,18640
Seminole County,Georgia,13,253,17641
Spalding County,Georgia,13,255,19783
Stephens County,Georgia,13,257,18557
Stewart County,Georgia,13,259,13238
Sumter County,Georgia,13,261,17879
Talbot County,Georgia,13,263,16993
Taliaferro County,Georgia,13,265,14381
Tattnall County,Georgia,13,267,15280
Taylor County,Georgia,13,269,17078
Telfair County,Georgia,13,271,12489
Terrell County,Georgia,13,273,16836
Thomas County,Georgia,13,275,19983
Tift County,Georgia,13,277,18933
Toombs County,Georgia,13,279,18716
Towns County,Georgia,13,281,20419
Treutlen County,Georgia,13,283,19410
Troup County,Georgia,13,285,21443
Turner County,Georgia,13,287,17609
Twiggs County,Georgia,13,289,17952
Union County,Georgia,13,291,22156
Upson County,Georgia,13,293,17978
Walker County,Georgia,13,295,20865
Walton County,Georgia,13,297,22824
Ware County,Georgia,13,299,18842
Warren County,Georgia,13,301,17884
Washington County,Georgia,13,303,17515
Wayne County,Georgia,13,305,17270
Webster County,Georgia,13,307,19082
Wheeler County,Georgia,13,309,8948
White County,Georgia,13,311,22059
Whitfield County,Georgia,13,313,19497
Wilcox County,Georgia,13,315,13228
Wilkes County,Georgia,13,317,17120
Wilkinson County,Georgia,13,319,17228
Worth County,Georgia,13,321,18551
Hawaii County,Hawaii,15,001,24635
Honolulu County,Hawaii,15,003,30361
Kauai County,Hawaii,15,007,26658
Kalawao County,Hawaii,15,005,45515
Maui County,Hawaii,15,009,29517
Ada County,Idaho,16,001,27452
Adams County,Idaho,16,003,21555
Bannock County,Idaho,16,005,21327
Bear Lake County,Idaho,16,007,21853
Benewah County,Idaho,16,009,20198
Bingham County,Idaho,16,011,18872
Blaine County,Idaho,16,013,35524
Boise County,Idaho,16,015,24324
Bonner County,Idaho,16,017,23221
Bonneville County,Idaho,16,019,22657
Boundary County,Idaho,16,021,19877
Butte County,Idaho,16,023,20995
Camas County,Idaho,16,025,21830
Canyon County,Idaho,16,027,17755
Caribou County,Idaho,16,029,23586
Cassia County,Idaho,16,031,17801
Clearwater County,Idaho,16,035,20256
Custer County,Idaho,16,037,23965
Elmore County,Idaho,16,039,20646
Franklin County,Idaho,16,041,17620
Fremont County,Idaho,16,043,19475
Gem County,Idaho,16,045,20250
Gooding County,Idaho,16,047,18373
Idaho County,Idaho,16,049,19168
Jefferson County,Idaho,16,051,19598
Jerome County,Idaho,16,053,17182
Kootenai County,Idaho,16,055,24685
Latah County,Idaho,16,057,22322
Lemhi County,Idaho,16,059,23998
Lewis County,Idaho,16,061,19910
Lincoln County,Idaho,16,063,16530
Madison County,Idaho,16,065,15133
Minidoka County,Idaho,16,067,19597
Nez Perce County,Idaho,16,069,24257
Oneida County,Idaho,16,071,18920
Owyhee County,Idaho,16,073,15945
Payette County,Idaho,16,075,19165
Power County,Idaho,16,077,17684
Shoshone County,Idaho,16,079,20487
Teton County,Idaho,16,081,22436
Twin Falls County,Idaho,16,083,20588
Valley County,Idaho,16,085,25785
Washington County,Idaho,16,087,20380
Adams County,Illinois,17,001,24217
Alexander County,Illinois,17,003,13619
Bond County,Illinois,17,005,23195
Boone County,Illinois,17,007,25888
Brown County,Illinois,17,009,20555
Bureau County,Illinois,17,011,26705
Calhoun County,Illinois,17,013,26924
Carroll County,Illinois,17,015,27118
Cass County,Illinois,17,017,22257
Champaign County,Illinois,17,019,25713
Christian County,Illinois,17,021,23915
Clark County,Illinois,17,023,24296
Clay County,Illinois,17,025,22279
Clinton County,Illinois,17,027,27802
Coles County,Illinois,17,029,21970
Cook County,Illinois,17,031,30183
Crawford County,Illinois,17,033,25214
Cumberland County,Illinois,17,035,22952
DeKalb County,Illinois,17,037,23696
De Witt County,Illinois,17,039,26704
Douglas County,Illinois,17,041,23732
DuPage County,Illinois,17,043,38570
Edgar County,Illinois,17,045,23368
Edwards County,Illinois,17,047,20898
Effingham County,Illinois,17,049,27051
Fayette County,Illinois,17,051,21523
Ford County,Illinois,17,053,25448
Franklin County,Illinois,17,055,20394
Fulton County,Illinois,17,057,22318
Gallatin County,Illinois,17,059,23862
Greene County,Illinois,17,061,22307
Grundy County,Illinois,17,063,28725
Hamilton County,Illinois,17,065,21960
Hancock County,Illinois,17,067,23714
Hardin County,Illinois,17,069,22366
Henderson County,Illinois,17,071,25902
Henry County,Illinois,17,073,27117
Iroquois County,Illinois,17,075,25098
Jackson County,Illinois,17,077,20527
Jasper County,Illinois,17,079,24174
Jefferson County,Illinois,17,081,22620
Jersey County,Illinois,17,083,25467
Jo Daviess County,Illinois,17,085,29675
Johnson County,Illinois,17,087,18763
Kane County,Illinois,17,089,30082
Kankakee County,Illinois,17,091,23779
Kendall County,Illinois,17,093,31276
Knox County,Illinois,17,095,22093
Lake County,Illinois,17,097,38018
LaSalle County,Illinois,17,099,25709
Lawrence County,Illinois,17,101,14147
Lee County,Illinois,17,103,25409
Livingston County,Illinois,17,105,24952
Logan County,Illinois,17,107,21445
McDonough County,Illinois,17,109,20042
McHenry County,Illinois,17,111,32341
McLean County,Illinois,17,113,30460
Macon County,Illinois,17,115,26232
Macoupin County,Illinois,17,117,24658
Madison County,Illinois,17,119,27407
Marion County,Illinois,17,121,21887
Marshall County,Illinois,17,123,25975
Mason County,Illinois,17,125,23199
Massac County,Illinois,17,127,22047
Menard County,Illinois,17,129,28330
Mercer County,Illinois,17,131,26620
Monroe County,Illinois,17,133,31758
Montgomery County,Illinois,17,135,19917
Morgan County,Illinois,17,137,24337
Moultrie County,Illinois,17,139,23786
Ogle County,Illinois,17,141,26635
Peoria County,Illinois,17,143,28438
Perry County,Illinois,17,145,19716
Piatt County,Illinois,17,147,31190
Pike County,Illinois,17,149,21344
Pope County,Illinois,17,151,20448
Pulaski County,Illinois,17,153,19867
Putnam County,Illinois,17,155,27074
Randolph County,Illinois,17,157,21976
Richland County,Illinois,17,159,23621
Rock Island County,Illinois,17,161,26455
Saint Clair County,Illinois,17,163,26234
Saline County,Illinois,17,165,21596
Sangamon County,Illinois,17,167,29974
Schuyler County,Illinois,17,169,23656
Scott County,Illinois,17,171,24471
Shelby County,Illinois,17,173,23069
Stark County,Illinois,17,175,26843
Stephenson County,Illinois,17,177,23350
Tazewell County,Illinois,17,179,28037
Union County,Illinois,17,181,21719
Vermilion County,Illinois,17,183,21225
Wabash County,Illinois,17,185,24096
Warren County,Illinois,17,187,21832
Washington County,Illinois,17,189,26325
Wayne County,Illinois,17,191,22526
White County,Illinois,17,193,25375
Whiteside County,Illinois,17,195,24525
Will County,Illinois,17,197,30377
Williamson County,Illinois,17,199,23605
Winnebago County,Illinois,17,201,24495
Woodford County,Illinois,17,203,30926
Adams County,Indiana,18,001,20160
Allen County,Indiana,18,003,25279
Bartholomew County,Indiana,18,005,27359
Benton County,Indiana,18,007,23049
Blackford County,Indiana,18,009,20322
Boone County,Indiana,18,011,37482
Brown County,Indiana,18,013,25833
Carroll County,Indiana,18,015,24531
Cass County,Indiana,18,017,21700
Clark County,Indiana,18,019,24312
Clay County,Indiana,18,021,21474
Clinton County,Indiana,18,023,21554
Crawford County,Indiana,18,025,20504
Daviess County,Indiana,18,027,21416
Dearborn County,Indiana,18,029,27058
Decatur County,Indiana,18,031,22046
DeKalb County,Indiana,18,033,22827
Delaware County,Indiana,18,035,20854
Dubois County,Indiana,18,037,25589
Elkhart County,Indiana,18,039,21109
Fayette County,Indiana,18,041,18757
Floyd County,Indiana,18,043,27185
Fountain County,Indiana,18,045,23063
Franklin County,Indiana,18,047,24085
Fulton County,Indiana,18,049,21226
Gibson County,Indiana,18,051,24258
Grant County,Indiana,18,053,20516
Greene County,Indiana,18,055,22235
Hamilton County,Indiana,18,057,39521
Hancock County,Indiana,18,059,28111
Harrison County,Indiana,18,061,23244
Hendricks County,Indiana,18,063,29830
Henry County,Indiana,18,065,20309
Howard County,Indiana,18,067,24071
Huntington County,Indiana,18,069,22601
Jackson County,Indiana,18,071,22568
Jasper County,Indiana,18,073,24297
Jay County,Indiana,18,075,19236
Jefferson County,Indiana,18,077,21524
Jennings County,Indiana,18,079,20109
Johnson County,Indiana,18,081,28575
Knox County,Indiana,18,083,21047
Kosciusko County,Indiana,18,085,24881
LaGrange County,Indiana,18,087,19356
Lake County,Indiana,18,089,23918
LaPorte County,Indiana,18,091,22852
Lawrence County,Indiana,18,093,22169
Madison County,Indiana,18,095,21527
Marion County,Indiana,18,097,24124
Marshall County,Indiana,18,099,21933
Martin County,Indiana,18,101,22817
Miami County,Indiana,18,103,20475
Monroe County,Indiana,18,105,23032
Montgomery County,Indiana,18,107,22679
Morgan County,Indiana,18,109,25781
Newton County,Indiana,18,111,25594
Noble County,Indiana,18,113,21889
Ohio County,Indiana,18,115,25443
Orange County,Indiana,18,117,18576
Owen County,Indiana,18,119,21318
Parke County,Indiana,18,121,20534
Perry County,Indiana,18,123,20934
Pike County,Indiana,18,125,22245
Porter County,Indiana,18,127,28669
Posey County,Indiana,18,129,29187
Pulaski County,Indiana,18,131,21641
Putnam County,Indiana,18,133,21520
Randolph County,Indiana,18,135,21592
Ripley County,Indiana,18,137,22059
Rush County,Indiana,18,139,23396
Saint Joseph County,Indiana,18,141,23509
Scott County,Indiana,18,143,20481
Shelby County,Indiana,18,145,24459
Spencer County,Indiana,18,147,23641
Starke County,Indiana,18,149,19773
Steuben County,Indiana,18,151,23975
Sullivan County,Indiana,18,153,19821
Switzerland County,Indiana,18,155,20019
Tippecanoe County,Indiana,18,157,23691
Tipton County,Indiana,18,159,25093
Union County,Indiana,18,161,20883
