County,State,State_FIPS,County_FIPS,age_18_and_under_percentage
Santa Cruz County,Arizona,04,023,27.6
Yavapai County,Arizona,04,025,16.8
La Paz County,Arizona,04,012,16.5
Yuma County,Arizona,04,027,25.6
Arkansas County,Arkansas,05,001,23.0
Ashley County,Arkansas,05,003,23.3
Baxter County,Arkansas,05,005,17.5
Benton County,Arkansas,05,007,26.8
Boone County,Arkansas,05,009,22.8
Bradley County,Arkansas,05,011,23.7
Calhoun County,Arkansas,05,013,19.9
Carroll County,Arkansas,05,015,22.0
Chicot County,Arkansas,05,017,22.7
Clark County,Arkansas,05,019,19.1
Clay County,Arkansas,05,021,22.0
Cleburne County,Arkansas,05,023,19.0
Cleveland County,Arkansas,05,025,22.6
Columbia County,Arkansas,05,027,21.2
Conway County,Arkansas,05,029,22.9
Craighead County,Arkansas,05,031,24.8
Crawford County,Arkansas,05,033,24.8
Crittenden County,Arkansas,05,035,27.4
Cross County,Arkansas,05,037,24.0
Dallas County,Arkansas,05,039,22.8
Desha County,Arkansas,05,041,25.7
Drew County,Arkansas,05,043,21.7
Faulkner County,Arkansas,05,045,23.5
Franklin County,Arkansas,05,047,23.5
Fulton County,Arkansas,05,049,20.5
Garland County,Arkansas,05,051,20.4
Grant County,Arkansas,05,053,22.9
Greene County,Arkansas,05,055,24.6
Hempstead County,Arkansas,05,057,26.0
Hot Spring County,Arkansas,05,059,20.9
Howard County,Arkansas,05,061,25.8
Independence County,Arkansas,05,063,23.9
Izard County,Arkansas,05,065,18.2
Jackson County,Arkansas,05,067,20.2
Jefferson County,Arkansas,05,069,22.4
Johnson County,Arkansas,05,071,24.3
Lafayette County,Arkansas,05,073,19.7
Lawrence County,Arkansas,05,075,22.4
Lee County,Arkansas,05,077,18.9
Lincoln County,Arkansas,05,079,17.3
Little River County,Arkansas,05,081,22.1
Logan County,Arkansas,05,083,22.2
Lonoke County,Arkansas,05,085,26.1
Madison County,Arkansas,05,087,23.7
Marion County,Arkansas,05,089,18.5
Miller County,Arkansas,05,091,23.8
Mississippi County,Arkansas,05,093,26.6
Monroe County,Arkansas,05,095,20.4
Montgomery County,Arkansas,05,097,18.9
Nevada County,Arkansas,05,099,22.7
Newton County,Arkansas,05,101,19.8
Ouachita County,Arkansas,05,103,22.6
Perry County,Arkansas,05,105,22.8
Phillips County,Arkansas,05,107,26.0
Pike County,Arkansas,05,109,21.7
Poinsett County,Arkansas,05,111,23.8
Polk County,Arkansas,05,113,23.3
Pope County,Arkansas,05,115,22.9
Prairie County,Arkansas,05,117,20.4
Pulaski County,Arkansas,05,119,23.5
Randolph County,Arkansas,05,121,22.9
Saint Francis County,Arkansas,05,123,22.0
Saline County,Arkansas,05,125,23.6
Scott County,Arkansas,05,127,25.9
Searcy County,Arkansas,05,129,20.1
Sebastian County,Arkansas,05,131,24.2
Sevier County,Arkansas,05,133,28.7
Sharp County,Arkansas,05,135,21.3
Stone County,Arkansas,05,137,19.9
Union County,Arkansas,05,139,24.1
Van Buren County,Arkansas,05,141,20.1
Washington County,Arkansas,05,143,24.8
White County,Arkansas,05,145,23.6
Woodruff County,Arkansas,05,147,21.7
Yell County,Arkansas,05,149,24.9
Alameda County,California,06,001,21.0
Alpine County,California,06,003,20.9
Amador County,California,06,005,15.4
Butte County,California,06,007,20.1
Calaveras County,California,06,009,17.2
Colusa County,California,06,011,27.4
Contra Costa County,California,06,013,23.1
Del Norte County,California,06,015,21.7
El Dorado County,California,06,017,20.4
Fresno County,California,06,019,28.6
Glenn County,California,06,021,26.8
Humboldt County,California,06,023,19.3
Imperial County,California,06,025,28.7
Inyo County,California,06,027,20.1
Kern County,California,06,029,29.2
Kings County,California,06,031,27.3
Lake County,California,06,033,20.7
Lassen County,California,06,035,15.8
Los Angeles County,California,06,037,22.2
Madera County,California,06,039,27.6
Marin County,California,06,041,20.3
Mariposa County,California,06,043,16.3
Mendocino County,California,06,045,21.6
Merced County,California,06,047,29.8
Modoc County,California,06,049,19.4
Mono County,California,06,051,19.0
Monterey County,California,06,053,26.3
Napa County,California,06,055,21.3
Nevada County,California,06,057,17.3
Orange County,California,06,059,22.5
Placer County,California,06,061,22.6
Plumas County,California,06,063,16.4
Riverside County,California,06,065,25.8
Sacramento County,California,06,067,24.0
San Benito County,California,06,069,26.3
San Bernardino County,California,06,071,26.8
San Diego County,California,06,073,22.0
San Francisco County,California,06,075,13.4
San Joaquin County,California,06,077,27.5
San Luis Obispo County,California,06,079,17.9
San Mateo County,California,06,081,21.1
Santa Barbara County,California,06,083,22.3
Santa Clara County,California,06,085,22.5
Santa Cruz County,California,06,087,19.6
Shasta County,California,06,089,21.6
Sierra County,California,06,091,15.1
Siskiyou County,California,06,093,20.2
Solano County,California,06,095,22.5
Sonoma County,California,06,097,20.1
Stanislaus County,California,06,099,27.2
Sutter County,California,06,101,26.2
Tehama County,California,06,103,24.0
Trinity County,California,06,105,16.9
Tulare County,California,06,107,31.2
Tuolumne County,California,06,109,16.7
Ventura County,California,06,111,23.5
Yolo County,California,06,113,21.4
Yuba County,California,06,115,27.7
Alamosa County,Colorado,08,003,23.9
Archuleta County,Colorado,08,007,17.1
Baca County,Colorado,08,009,20.7
Bent County,Colorado,08,011,15.4
Chaffee County,Colorado,08,015,15.5
Cheyenne County,Colorado,08,017,33.9
Clear Creek County,Colorado,08,019,15.7
Conejos County,Colorado,08,021,27.1
Costilla County,Colorado,08,023,18.2
Crowley County,Colorado,08,025,12.7
Custer County,Colorado,08,027,17.2
Delta County,Colorado,08,029,20.4
Dolores County,Colorado,08,033,19.3
Douglas County,Colorado,08,035,27.2
Eagle County,Colorado,08,037,22.3
Elbert County,Colorado,08,039,21.9
El Paso County,Colorado,08,041,24.6
Fremont County,Colorado,08,043,16.5
Garfield County,Colorado,08,045,25.7
Gilpin County,Colorado,08,047,16.2
Grand County,Colorado,08,049,17.6
Gunnison County,Colorado,08,051,17.7
Huerfano County,Colorado,08,055,16.1
Jackson County,Colorado,08,057,19.1
Kiowa County,Colorado,08,061,28.8
Kit Carson County,Colorado,08,063,23.5
Lake County,Colorado,08,065,16.7
La Plata County,Colorado,08,067,19.2
Larimer County,Colorado,08,069,20.1
Las Animas County,Colorado,08,071,18.0
Lincoln County,Colorado,08,073,20.0
Logan County,Colorado,08,075,21.4
Mesa County,Colorado,08,077,22.0
Moffat County,Colorado,08,081,25.9
Montezuma County,Colorado,08,083,22.4
Montrose County,Colorado,08,085,22.0
Morgan County,Colorado,08,087,26.3
Otero County,Colorado,08,089,23.4
Ouray County,Colorado,08,091,14.6
Park County,Colorado,08,093,17.3
Phillips County,Colorado,08,095,25.7
Pitkin County,Colorado,08,097,16.0
Prowers County,Colorado,08,099,25.1
Pueblo County,Colorado,08,101,22.9
Rio Blanco County,Colorado,08,103,25.7
Rio Grande County,Colorado,08,105,23.4
Routt County,Colorado,08,107,18.6
Saguache County,Colorado,08,109,21.8
San Miguel County,Colorado,08,113,18.3
Sedgwick County,Colorado,08,115,22.9
Summit County,Colorado,08,117,16.5
Teller County,Colorado,08,119,18.1
Washington County,Colorado,08,121,22.9
Yuma County,Colorado,08,125,26.8
Adams County,Colorado,08,001,27.2
Arapahoe County,Colorado,08,005,24.1
Boulder County,Colorado,08,013,19.6
Broomfield County,Colorado,08,014,23.7
Denver County,Colorado,08,031,20.2
Jefferson County,Colorado,08,059,20.3
Weld County,Colorado,08,123,26.6
Fairfield County,Connecticut,09,001,23.0
Hartford County,Connecticut,09,003,21.3
Litchfield County,Connecticut,09,005,18.8
Middlesex County,Connecticut,09,007,18.4
New Haven County,Connecticut,09,009,20.6
New London County,Connecticut,09,011,19.8
Tolland County,Connecticut,09,013,17.9
Windham County,Connecticut,09,015,20.2
Kent County,Delaware,10,001,23.2
New Castle County,Delaware,10,003,21.8
Sussex County,Delaware,10,005,19.0
Alachua County,Florida,12,001,18.0
Baker County,Florida,12,003,24.1
Bay County,Florida,12,005,21.6
Bradford County,Florida,12,007,20.3
Brevard County,Florida,12,009,18.5
Broward County,Florida,12,011,21.4
Calhoun County,Florida,12,013,21.4
Charlotte County,Florida,12,015,12.5
Citrus County,Florida,12,017,14.9
Clay County,Florida,12,019,23.8
Collier County,Florida,12,021,17.7
Columbia County,Florida,12,023,21.9
Miami-Dade County,Florida,12,086,20.4
DeSoto County,Florida,12,027,19.6
Dixie County,Florida,12,029,18.6
Duval County,Florida,12,031,22.7
Escambia County,Florida,12,033,20.9
Flagler County,Florida,12,035,17.5
Franklin County,Florida,12,037,16.4
Gadsden County,Florida,12,039,21.9
Gilchrist County,Florida,12,041,20.2
Glades County,Florida,12,043,15.9
Gulf County,Florida,12,045,16.4
Hamilton County,Florida,12,047,19.0
Hardee County,Florida,12,049,26.5
Hendry County,Florida,12,051,26.9
Hernando County,Florida,12,053,18.6
Highlands County,Florida,12,055,17.3
Hillsborough County,Florida,12,057,22.9
Holmes County,Florida,12,059,19.6
Indian River County,Florida,12,061,16.8
Jackson County,Florida,12,063,18.6
Jefferson County,Florida,12,065,16.4
Lafayette County,Florida,12,067,22.5
Lake County,Florida,12,069,19.6
Lee County,Florida,12,071,18.1
Leon County,Florida,12,073,18.7
Levy County,Florida,12,075,19.9
Liberty County,Florida,12,077,16.7
Madison County,Florida,12,079,19.0
Manatee County,Florida,12,081,18.9
Marion County,Florida,12,083,18.7
Martin County,Florida,12,085,16.6
Monroe County,Florida,12,087,15.1
Nassau County,Florida,12,089,20.1
Okaloosa County,Florida,12,091,22.2
Okeechobee County,Florida,12,093,21.8
Orange County,Florida,12,095,22.5
Osceola County,Florida,12,097,24.8
Palm Beach County,Florida,12,099,19.4
Pasco County,Florida,12,101,20.4
Pinellas County,Florida,12,103,16.6
Polk County,Florida,12,105,22.4
Putnam County,Florida,12,107,21.5
Saint Johns County,Florida,12,109,21.9
Saint Lucie County,Florida,12,111,20.3
Santa Rosa County,Florida,12,113,22.2
Sarasota County,Florida,12,115,14.6
Seminole County,Florida,12,117,21.3
Sumter County,Florida,12,119,7.3
Suwannee County,Florida,12,121,21.7
Taylor County,Florida,12,123,19.2
Union County,Florida,12,125,18.9
Volusia County,Florida,12,127,17.9
Wakulla County,Florida,12,129,21.4
Walton County,Florida,12,131,20.3
Washington County,Florida,12,133,19.8
Appling County,Georgia,13,001,25.0
Atkinson County,Georgia,13,003,27.4
Bacon County,Georgia,13,005,25.6
Baker County,Georgia,13,007,19.8
Baldwin County,Georgia,13,009,19.2
Banks County,Georgia,13,011,23.0
Barrow County,Georgia,13,013,26.6
Bartow County,Georgia,13,015,24.7
Ben Hill County,Georgia,13,017,25.3
Berrien County,Georgia,13,019,24.2
Bibb County,Georgia,13,021,24.8
Bleckley County,Georgia,13,023,21.9
Brantley County,Georgia,13,025,24.1
Brooks County,Georgia,13,027,21.9
Bryan County,Georgia,13,029,29.3
Bulloch County,Georgia,13,031,20.0
Burke County,Georgia,13,033,26.1
Butts County,Georgia,13,035,20.7
Calhoun County,Georgia,13,037,17.9
Camden County,Georgia,13,039,24.5
Candler County,Georgia,13,043,25.1
Carroll County,Georgia,13,045,24.0
Catoosa County,Georgia,13,047,23.2
Charlton County,Georgia,13,049,19.1
Chatham County,Georgia,13,051,21.8
Chattahoochee County,Georgia,13,053,21.5
Chattooga County,Georgia,13,055,22.6
Cherokee County,Georgia,13,057,25.3
Clarke County,Georgia,13,059,17.4
Clay County,Georgia,13,061,19.5
Clayton County,Georgia,13,063,28.1
Clinch County,Georgia,13,065,26.8
Cobb County,Georgia,13,067,24.2
Coffee County,Georgia,13,069,24.6
Colquitt County,Georgia,13,071,26.4
Columbia County,Georgia,13,073,25.7
Cook County,Georgia,13,075,25.9
Coweta County,Georgia,13,077,25.1
Crawford County,Georgia,13,079,21.2
Crisp County,Georgia,13,081,24.9
Dade County,Georgia,13,083,18.9
Dawson County,Georgia,13,085,21.0
Decatur County,Georgia,13,087,24.6
DeKalb County,Georgia,13,089,23.4
Dodge County,Georgia,13,091,20.0
Dooly County,Georgia,13,093,18.2
Dougherty County,Georgia,13,095,24.3
Douglas County,Georgia,13,097,26.4
Early County,Georgia,13,099,24.9
Echols County,Georgia,13,101,21.6
Effingham County,Georgia,13,103,26.8
Elbert County,Georgia,13,105,21.9
Emanuel County,Georgia,13,107,25.1
Evans County,Georgia,13,109,26.5
Fannin County,Georgia,13,111,17.1
Fayette County,Georgia,13,113,23.4
Floyd County,Georgia,13,115,23.4
Forsyth County,Georgia,13,117,28.3
Franklin County,Georgia,13,119,22.0
Fulton County,Georgia,13,121,22.5
Gilmer County,Georgia,13,123,19.7
Glascock County,Georgia,13,125,23.4
Glynn County,Georgia,13,127,22.5
Gordon County,Georgia,13,129,25.0
Grady County,Georgia,13,131,24.9
Greene County,Georgia,13,133,19.2
Gwinnett County,Georgia,13,135,27.4
Habersham County,Georgia,13,137,22.7
Hall County,Georgia,13,139,26.0
Hancock County,Georgia,13,141,14.2
Haralson County,Georgia,13,143,24.3
Harris County,Georgia,13,145,21.9
Hart County,Georgia,13,147,21.0
Heard County,Georgia,13,149,23.3
Henry County,Georgia,13,151,26.4
Houston County,Georgia,13,153,25.7
Irwin County,Georgia,13,155,21.7
Jackson County,Georgia,13,157,25.5
Jasper County,Georgia,13,159,23.9
Jeff Davis County,Georgia,13,161,27.0
Jefferson County,Georgia,13,163,23.8
Jenkins County,Georgia,13,165,23.1
Johnson County,Georgia,13,167,19.8
Jones County,Georgia,13,169,23.7
Lamar County,Georgia,13,171,20.9
Lanier County,Georgia,13,173,25.5
Laurens County,Georgia,13,175,24.7
Lee County,Georgia,13,177,26.6
Liberty County,Georgia,13,179,28.3
Lincoln County,Georgia,13,181,19.5
Long County,Georgia,13,183,28.1
Lowndes County,Georgia,13,185,24.0
Lumpkin County,Georgia,13,187,18.0
McDuffie County,Georgia,13,189,25.5
McIntosh County,Georgia,13,191,17.3
Macon County,Georgia,13,193,19.5
Madison County,Georgia,13,195,23.1
Marion County,Georgia,13,197,19.4
Meriwether County,Georgia,13,199,21.9
Miller County,Georgia,13,201,22.9
Mitchell County,Georgia,13,205,23.2
Monroe County,Georgia,13,207,20.9
Montgomery County,Georgia,13,209,21.0
Morgan County,Georgia,13,211,22.5
Murray County,Georgia,13,213,25.1
Muscogee County,Georgia,13,215,24.8
Newton County,Georgia,13,217,26.7
Oconee County,Georgia,13,219,26.8
Oglethorpe County,Georgia,13,221,21.5
Paulding County,Georgia,13,223,27.0
Peach County,Georgia,13,225,21.5
Pickens County,Georgia,13,227,20.6
Pierce County,Georgia,13,229,25.1
Pike County,Georgia,13,231,23.9
Polk County,Georgia,13,233,25.9
Pulaski County,Georgia,13,235,17.6
Putnam County,Georgia,13,237,20.5
Quitman County,Georgia,13,239,18.5
Rabun County,Georgia,13,241,17.0
Randolph County,Georgia,13,243,25.7
Richmond County,Georgia,13,245,23.3
Rockdale County,Georgia,13,247,25.3
Schley County,Georgia,13,249,23.7
Screven County,Georgia,13,251,21.8
Seminole County,Georgia,13,253,21.5
Spalding County,Georgia,13,255,24.0
Stephens County,Georgia,13,257,22.4
Stewart County,Georgia,13,259,13.2
Sumter County,Georgia,13,261,23.3
Talbot County,Georgia,13,263,17.5
Taliaferro County,Georgia,13,265,14.5
Tattnall County,Georgia,13,267,20.7
Taylor County,Georgia,13,269,20.7
Telfair County,Georgia,13,271,17.0
Terrell County,Georgia,13,273,23.3
Thomas County,Georgia,13,275,24.0
Tift County,Georgia,13,277,24.9
Toombs County,Georgia,13,279,26.7
Towns County,Georgia,13,281,12.9
Treutlen County,Georgia,13,283,23.3
Troup County,Georgia,13,285,24.8
Turner County,Georgia,13,287,24.3
Twiggs County,Georgia,13,289,19.3
Union County,Georgia,13,291,16.5
Upson County,Georgia,13,293,23.2
Walker County,Georgia,13,295,22.1
Walton County,Georgia,13,297,25.2
Ware County,Georgia,13,299,24.0
Warren County,Georgia,13,301,21.1
Washington County,Georgia,13,303,22.2
Wayne County,Georgia,13,305,24.8
Webster County,Georgia,13,307,23.9
Wheeler County,Georgia,13,309,16.9
White County,Georgia,13,311,20.2
Whitfield County,Georgia,13,313,26.4
Wilcox County,Georgia,13,315,19.1
Wilkes County,Georgia,13,317,20.8
Wilkinson County,Georgia,13,319,23.0
Worth County,Georgia,13,321,23.2
Hawaii County,Hawaii,15,001,21.9
Honolulu County,Hawaii,15,003,21.4
Kauai County,Hawaii,15,007,22.0
Kalawao County,Hawaii,15,005,5.3
Maui County,Hawaii,15,009,22.1
Ada County,Idaho,16,001,24.5
Adams County,Idaho,16,003,18.3
Bannock County,Idaho,16,005,26.6
Bear Lake County,Idaho,16,007,26.8
Benewah County,Idaho,16,009,23.4
Bingham County,Idaho,16,011,31.4
Blaine County,Idaho,16,013,22.9
Boise County,Idaho,16,015,17.9
Bonner County,Idaho,16,017,20.0
Bonneville County,Idaho,16,019,31.2
Boundary County,Idaho,16,021,23.7
Butte County,Idaho,16,023,22.6
Camas County,Idaho,16,025,24.9
Canyon County,Idaho,16,027,29.3
Caribou County,Idaho,16,029,29.3
Cassia County,Idaho,16,031,32.3
Clearwater County,Idaho,16,035,16.5
Custer County,Idaho,16,037,17.1
Elmore County,Idaho,16,039,25.6
Franklin County,Idaho,16,041,33.2
Fremont County,Idaho,16,043,27.0
Gem County,Idaho,16,045,23.4
Gooding County,Idaho,16,047,27.4
Idaho County,Idaho,16,049,19.8
Jefferson County,Idaho,16,051,34.5
Jerome County,Idaho,16,053,31.0
Kootenai County,Idaho,16,055,23.2
Latah County,Idaho,16,057,18.8
Lemhi County,Idaho,16,059,18.4
Lewis County,Idaho,16,061,23.1
Lincoln County,Idaho,16,063,30.5
Madison County,Idaho,16,065,27.3
Minidoka County,Idaho,16,067,28.7
Nez Perce County,Idaho,16,069,21.7
Oneida County,Idaho,16,071,29.3
Owyhee County,Idaho,16,073,26.4
Payette County,Idaho,16,075,27.0
Power County,Idaho,16,077,30.1
Shoshone County,Idaho,16,079,20.1
Teton County,Idaho,16,081,26.4
Twin Falls County,Idaho,16,083,27.8
Valley County,Idaho,16,085,18.2
Washington County,Idaho,16,087,23.4
Adams County,Illinois,17,001,22.6
Alexander County,Illinois,17,003,24.2
Bond County,Illinois,17,005,19.2
Boone County,Illinois,17,007,25.6
Brown County,Illinois,17,009,15.7
Bureau County,Illinois,17,011,21.7
Calhoun County,Illinois,17,013,21.0
Carroll County,Illinois,17,015,19.5
Cass County,Illinois,17,017,24.1
Champaign County,Illinois,17,019,18.9
Christian County,Illinois,17,021,20.6
Clark County,Illinois,17,023,23.0
Clay County,Illinois,17,025,22.3
Clinton County,Illinois,17,027,21.2
Coles County,Illinois,17,029,18.1
Cook County,Illinois,17,031,22.2
Crawford County,Illinois,17,033,19.9
Cumberland County,Illinois,17,035,22.8
DeKalb County,Illinois,17,037,21.7
De Witt County,Illinois,17,039,21.8
Douglas County,Illinois,17,041,25.2
DuPage County,Illinois,17,043,23.1
Edgar County,Illinois,17,045,20.8
Edwards County,Illinois,17,047,23.3
Effingham County,Illinois,17,049,23.6
Fayette County,Illinois,17,051,20.8
Ford County,Illinois,17,053,22.9
Franklin County,Illinois,17,055,22.2
Fulton County,Illinois,17,057,20.0
Gallatin County,Illinois,17,059,20.7
Greene County,Illinois,17,061,21.0
Grundy County,Illinois,17,063,25.6
Hamilton County,Illinois,17,065,22.2
Hancock County,Illinois,17,067,20.9
Hardin County,Illinois,17,069,17.6
Henderson County,Illinois,17,071,18.4
Henry County,Illinois,17,073,22.5
Iroquois County,Illinois,17,075,21.9
Jackson County,Illinois,17,077,18.2
Jasper County,Illinois,17,079,23.0
Jefferson County,Illinois,17,081,22.1
Jersey County,Illinois,17,083,21.0
Jo Daviess County,Illinois,17,085,19.2
Johnson County,Illinois,17,087,18.5
Kane County,Illinois,17,089,26.3
Kankakee County,Illinois,17,091,23.4
Kendall County,Illinois,17,093,29.2
Knox County,Illinois,17,095,19.7
Lake County,Illinois,17,097,24.8
LaSalle County,Illinois,17,099,21.8
Lawrence County,Illinois,17,101,19.4
Lee County,Illinois,17,103,19.9
Livingston County,Illinois,17,105,21.6
Logan County,Illinois,17,107,19.3
McDonough County,Illinois,17,109,16.7
McHenry County,Illinois,17,111,24.2
McLean County,Illinois,17,113,21.8
Macon County,Illinois,17,115,22.3
Macoupin County,Illinois,17,117,21.4
Madison County,Illinois,17,119,22.0
Marion County,Illinois,17,121,22.9
Marshall County,Illinois,17,123,20.1
Mason County,Illinois,17,125,20.7
Massac County,Illinois,17,127,22.2
Menard County,Illinois,17,129,22.1
Mercer County,Illinois,17,131,21.6
Monroe County,Illinois,17,133,22.6
Montgomery County,Illinois,17,135,19.8
Morgan County,Illinois,17,137,19.1
Moultrie County,Illinois,17,139,25.3
Ogle County,Illinois,17,141,22.8
Peoria County,Illinois,17,143,23.8
Perry County,Illinois,17,145,19.1
Piatt County,Illinois,17,147,22.5
Pike County,Illinois,17,149,22.5
Pope County,Illinois,17,151,14.3
Pulaski County,Illinois,17,153,21.5
Putnam County,Illinois,17,155,19.8
Randolph County,Illinois,17,157,19.4
Richland County,Illinois,17,159,22.7
Rock Island County,Illinois,17,161,22.4
Saint Clair County,Illinois,17,163,23.7
Saline County,Illinois,17,165,21.7
Sangamon County,Illinois,17,167,22.6
Schuyler County,Illinois,17,169,19.0
Scott County,Illinois,17,171,22.4
Shelby County,Illinois,17,173,21.4
Stark County,Illinois,17,175,21.8
Stephenson County,Illinois,17,177,21.6
Tazewell County,Illinois,17,179,22.9
Union County,Illinois,17,181,20.9
Vermilion County,Illinois,17,183,23.8
Wabash County,Illinois,17,185,22.2
Warren County,Illinois,17,187,22.4
Washington County,Illinois,17,189,21.6
Wayne County,Illinois,17,191,22.7
White County,Illinois,17,193,22.0
Whiteside County,Illinois,17,195,22.4
Will County,Illinois,17,197,25.7
Williamson County,Illinois,17,199,21.9
Winnebago County,Illinois,17,201,23.6
Woodford County,Illinois,17,203,24.7
Adams County,Indiana,18,001,31.3
Allen County,Indiana,18,003,26.0
Bartholomew County,Indiana,18,005,24.0
Benton County,Indiana,18,007,25.0
Blackford County,Indiana,18,009,21.3
Boone County,Indiana,18,011,26.8
Brown County,Indiana,18,013,18.3
Carroll County,Indiana,18,015,22.7
Cass County,Indiana,18,017,23.4
Clark County,Indiana,18,019,22.9
Clay County,Indiana,18,021,23.1
Clinton County,Indiana,18,023,26.2
Crawford County,Indiana,18,025,22.2
Daviess County,Indiana,18,027,29.3
Dearborn County,Indiana,18,029,22.8
Decatur County,Indiana,18,031,24.5
DeKalb County,Indiana,18,033,24.6
Delaware County,Indiana,18,035,18.7
Dubois County,Indiana,18,037,24.7
Elkhart County,Indiana,18,039,27.8
Fayette County,Indiana,18,041,22.2
Floyd County,Indiana,18,043,23.0
Fountain County,Indiana,18,045,22.2
Franklin County,Indiana,18,047,23.7
Fulton County,Indiana,18,049,23.5
Gibson County,Indiana,18,051,23.4
Grant County,Indiana,18,053,20.8
Greene County,Indiana,18,055,22.1
Hamilton County,Indiana,18,057,27.8
Hancock County,Indiana,18,059,23.6
Harrison County,Indiana,18,061,22.5
Hendricks County,Indiana,18,063,25.6
Henry County,Indiana,18,065,20.7
Howard County,Indiana,18,067,22.7
Huntington County,Indiana,18,069,21.8
Jackson County,Indiana,18,071,24.6
Jasper County,Indiana,18,073,23.9
Jay County,Indiana,18,075,25.9
Jefferson County,Indiana,18,077,20.8
Jennings County,Indiana,18,079,23.5
