County,State,State_FIPS,County_FIPS,asian_population
Boone County,Arkansas,05,009,35635
Bradley County,Arkansas,05,011,7151
Calhoun County,Arkansas,05,013,4038
Carroll County,Arkansas,05,015,24495
Chicot County,Arkansas,05,017,5001
Clark County,Arkansas,05,019,16984
Clay County,Arkansas,05,021,15788
Cleburne County,Arkansas,05,023,25112
Cleveland County,Arkansas,05,025,7496
Columbia County,Arkansas,05,027,14887
Conway County,Arkansas,05,029,18015
Craighead County,Arkansas,05,031,79779
Crawford County,Arkansas,05,033,55896
Crittenden County,Arkansas,05,035,23618
Cross County,Arkansas,05,037,13563
Dallas County,Arkansas,05,039,4500
Desha County,Arkansas,05,041,6304
Drew County,Arkansas,05,043,12905
Faulkner County,Arkansas,05,045,95037
Franklin County,Arkansas,05,047,17299
Fulton County,Arkansas,05,049,11947
Garland County,Arkansas,05,051,82186
Grant County,Arkansas,05,053,16970
Greene County,Arkansas,05,055,40639
Hempstead County,Arkansas,05,057,14700
Hot Spring County,Arkansas,05,059,28431
Howard County,Arkansas,05,061,9557
Independence County,Arkansas,05,063,34503
Izard County,Arkansas,05,065,12985
Jackson County,Arkansas,05,067,14483
Jefferson County,Arkansas,05,069,33097
Johnson County,Arkansas,05,071,24063
Lafayette County,Arkansas,05,073,4721
Lawrence County,Arkansas,05,075,16884
Lee County,Arkansas,05,077,4462
Lincoln County,Arkansas,05,079,9389
Little River County,Arkansas,05,081,9808
Logan County,Arkansas,05,083,21202
Lonoke County,Arkansas,05,085,60317
Madison County,Arkansas,05,087,14892
Marion County,Arkansas,05,089,16163
Miller County,Arkansas,05,091,31497
Mississippi County,Arkansas,05,093,29621
Monroe County,Arkansas,05,095,4749
Montgomery County,Arkansas,05,097,9023
Nevada County,Arkansas,05,099,6089
Newton County,Arkansas,05,101,7931
Ouachita County,Arkansas,05,103,14929
Perry County,Arkansas,05,105,9921
Phillips County,Arkansas,05,107,7898
Pike County,Arkansas,05,109,10228
Poinsett County,Arkansas,05,111,22312
Polk County,Arkansas,05,113,18947
Pope County,Arkansas,05,115,55440
Prairie County,Arkansas,05,117,7567
Pulaski County,Arkansas,05,119,227061
Randolph County,Arkansas,05,121,17486
Saint Francis County,Arkansas,05,123,12765
Saline County,Arkansas,05,125,96401
Scott County,Arkansas,05,127,10127
Searcy County,Arkansas,05,129,7923
Sebastian County,Arkansas,05,131,103792
Sevier County,Arkansas,05,133,11856
Sharp County,Arkansas,05,135,16743
Stone County,Arkansas,05,137,12250
Union County,Arkansas,05,139,27050
Van Buren County,Arkansas,05,141,16607
Washington County,Arkansas,05,143,162107
White County,Arkansas,05,145,69731
Woodruff County,Arkansas,05,147,5134
Yell County,Arkansas,05,149,19245
Alameda County,California,06,001,690261
Alpine County,California,06,003,771
Amador County,California,06,005,33454
Butte County,California,06,007,182734
Calaveras County,California,06,009,41672
Colusa County,California,06,011,14491
Contra Costa County,California,06,013,656311
Del Norte County,California,06,015,20804
El Dorado County,California,06,017,157853
Fresno County,California,06,019,552475
Glenn County,California,06,021,21943
Humboldt County,California,06,023,110418
Imperial County,California,06,025,115496
Inyo County,California,06,027,14339
Kern County,California,06,029,572420
Kings County,California,06,031,109704
Lake County,California,06,033,54450
Lassen County,California,06,035,24515
Los Angeles County,California,06,037,5126367
Madera County,California,06,039,121045
Marin County,California,06,041,200333
Mariposa County,California,06,043,16357
Mendocino County,California,06,045,72596
Merced County,California,06,047,170229
Modoc County,California,06,049,8392
Mono County,California,06,051,11313
Monterey County,California,06,053,296264
Napa County,California,06,055,109997
Nevada County,California,06,057,90896
Orange County,California,06,059,1852969
Placer County,California,06,061,290923
Plumas County,California,06,063,18467
Riverside County,California,06,065,1422604
Sacramento County,California,06,067,845111
San Benito County,California,06,069,41820
San Bernardino County,California,06,071,1240228
San Diego County,California,06,073,2182604
San Francisco County,California,06,075,408857
San Joaquin County,California,06,077,403225
San Luis Obispo County,California,06,079,224800
San Mateo County,California,06,081,424219
Santa Barbara County,California,06,083,320583
Santa Clara County,California,06,085,896937
Santa Cruz County,California,06,087,214231
Shasta County,California,06,089,155791
Sierra County,California,06,091,3031
Siskiyou County,California,06,093,38919
Solano County,California,06,095,214436
Sonoma County,California,06,097,390474
Stanislaus County,California,06,099,391597
Sutter County,California,06,101,61951
Tehama County,California,06,103,53613
Trinity County,California,06,105,12201
Tulare County,California,06,107,343225
Tuolumne County,California,06,109,48477
Ventura County,California,06,111,578324
Yolo County,California,06,113,132734
Yuba County,California,06,115,50090
Alamosa County,Colorado,08,003,12676
Archuleta County,Colorado,08,007,11109
Baca County,Colorado,08,009,3546
Bent County,Colorado,08,011,4999
Chaffee County,Colorado,08,015,16529
Cheyenne County,Colorado,08,017,2211
Clear Creek County,Colorado,08,019,8616
Conejos County,Colorado,08,021,6656
Costilla County,Colorado,08,023,2806
Crowley County,Colorado,08,025,4723
Custer County,Colorado,08,027,3679
Delta County,Colorado,08,029,28900
Dolores County,Colorado,08,033,1952
Douglas County,Colorado,08,035,255465
Eagle County,Colorado,08,037,46407
Elbert County,Colorado,08,039,21681
El Paso County,Colorado,08,041,496821
Fremont County,Colorado,08,043,39568
Garfield County,Colorado,08,045,50794
Gilpin County,Colorado,08,047,4915
Grand County,Colorado,08,049,13876
Gunnison County,Colorado,08,051,14264
Huerfano County,Colorado,08,055,4949
Jackson County,Colorado,08,057,1455
Kiowa County,Colorado,08,061,1679
Kit Carson County,Colorado,08,063,7502
Lake County,Colorado,08,065,5194
La Plata County,Colorado,08,067,44241
Larimer County,Colorado,08,069,269668
Las Animas County,Colorado,08,071,13099
Lincoln County,Colorado,08,073,4744
Logan County,Colorado,08,075,21069
Mesa County,Colorado,08,077,129829
Moffat County,Colorado,08,081,12436
Montezuma County,Colorado,08,083,21111
Montrose County,Colorado,08,085,37108
Morgan County,Colorado,08,087,24362
Otero County,Colorado,08,089,16402
Ouray County,Colorado,08,091,4171
Park County,Colorado,08,093,15887
Phillips County,Colorado,08,095,4163
Pitkin County,Colorado,08,097,15992
Prowers County,Colorado,08,099,11668
Pueblo County,Colorado,08,101,130181
Rio Blanco County,Colorado,08,103,6300
Rio Grande County,Colorado,08,105,9625
Routt County,Colorado,08,107,22342
Saguache County,Colorado,08,109,5021
San Miguel County,Colorado,08,113,7090
Sedgwick County,Colorado,08,115,2246
Summit County,Colorado,08,117,25388
Teller County,Colorado,08,119,21879
Washington County,Colorado,08,121,4604
Yuma County,Colorado,08,125,9337
Adams County,Colorado,08,001,339521
Arapahoe County,Colorado,08,005,425585
Boulder County,Colorado,08,013,256966
Broomfield County,Colorado,08,014,47741
Denver County,Colorado,08,031,434767
Jefferson County,Colorado,08,059,477873
Weld County,Colorado,08,123,219458
Fairfield County,Connecticut,09,001,698200
Hartford County,Connecticut,09,003,652004
Litchfield County,Connecticut,09,005,178999
Middlesex County,Connecticut,09,007,147521
New Haven County,Connecticut,09,009,649832
New London County,Connecticut,09,011,225661
Tolland County,Connecticut,09,013,136758
Windham County,Connecticut,09,015,107223
Kent County,Delaware,10,001,111217
New Castle County,Delaware,10,003,364855
Sussex County,Delaware,10,005,154732
Alachua County,Florida,12,001,173450
Baker County,Florida,12,003,22472
Bay County,Florida,12,005,138636
Bradford County,Florida,12,007,21998
Brevard County,Florida,12,009,453374
Broward County,Florida,12,011,1115121
Calhoun County,Florida,12,013,11752
Charlotte County,Florida,12,015,144824
Citrus County,Florida,12,017,131655
Clay County,Florida,12,019,156672
Collier County,Florida,12,021,276733
Columbia County,Florida,12,023,52519
Miami-Dade County,Florida,12,086,1835134
DeSoto County,Florida,12,027,27708
Dixie County,Florida,12,029,15064
Duval County,Florida,12,031,533595
Escambia County,Florida,12,033,207330
Flagler County,Florida,12,035,77323
Franklin County,Florida,12,037,9455
Gadsden County,Florida,12,039,16981
Gilchrist County,Florida,12,041,15462
Glades County,Florida,12,043,9925
Gulf County,Florida,12,045,13412
Hamilton County,Florida,12,047,8922
Hardee County,Florida,12,049,22793
Hendry County,Florida,12,051,25715
Hernando County,Florida,12,053,155671
Highlands County,Florida,12,055,83786
Hillsborough County,Florida,12,057,897612
Holmes County,Florida,12,059,18151
Indian River County,Florida,12,061,119897
Jackson County,Florida,12,063,34460
Jefferson County,Florida,12,065,8901
Lafayette County,Florida,12,067,7188
Lake County,Florida,12,069,246644
Lee County,Florida,12,071,518332
Leon County,Florida,12,073,172867
Levy County,Florida,12,075,34929
Liberty County,Florida,12,077,6950
Madison County,Florida,12,079,10794
Manatee County,Florida,12,081,267864
Marion County,Florida,12,083,269677
Martin County,Florida,12,085,128414
Monroe County,Florida,12,087,65987
Nassau County,Florida,12,089,65018
Okaloosa County,Florida,12,091,149037
Okeechobee County,Florida,12,093,33893
Orange County,Florida,12,095,736222
Osceola County,Florida,12,097,199830
Palm Beach County,Florida,12,099,988739
Pasco County,Florida,12,101,415565
Pinellas County,Florida,12,103,766745
Polk County,Florida,12,105,466784
Putnam County,Florida,12,107,58364
Saint Johns County,Florida,12,109,166053
Saint Lucie County,Florida,12,111,201301
Santa Rosa County,Florida,12,113,132028
Sarasota County,Florida,12,115,345034
Seminole County,Florida,12,117,337053
Sumter County,Florida,12,119,78387
Suwannee County,Florida,12,121,34594
Taylor County,Florida,12,123,17039
Union County,Florida,12,125,11496
Volusia County,Florida,12,127,408660
Wakulla County,Florida,12,129,24979
Walton County,Florida,12,131,47448
Washington County,Florida,12,133,19635
Appling County,Georgia,13,001,13213
Atkinson County,Georgia,13,003,5466
Bacon County,Georgia,13,005,8582
Baker County,Georgia,13,007,1664
Baldwin County,Georgia,13,009,25594
Banks County,Georgia,13,011,16817
Barrow County,Georgia,13,013,54791
Bartow County,Georgia,13,015,81451
Ben Hill County,Georgia,13,017,10317
Berrien County,Georgia,13,019,15992
Bibb County,Georgia,13,021,68510
Bleckley County,Georgia,13,023,8994
Brantley County,Georgia,13,025,16983
Brooks County,Georgia,13,027,9547
Bryan County,Georgia,13,029,23892
Bulloch County,Georgia,13,031,46479
Burke County,Georgia,13,033,10952
Butts County,Georgia,13,035,16467
Calhoun County,Georgia,13,037,2292
Camden County,Georgia,13,039,37526
Candler County,Georgia,13,043,7421
Carroll County,Georgia,13,045,85498
Catoosa County,Georgia,13,047,59765
Charlton County,Georgia,13,049,9474
Chatham County,Georgia,13,051,142035
Chattahoochee County,Georgia,13,053,7856
Chattooga County,Georgia,13,055,22186
Cherokee County,Georgia,13,057,184134
Clarke County,Georgia,13,059,76182
Clay County,Georgia,13,061,1024
Clayton County,Georgia,13,063,54168
Clinch County,Georgia,13,065,4602
Cobb County,Georgia,13,067,431175
Coffee County,Georgia,13,069,27047
Colquitt County,Georgia,13,071,29497
Columbia County,Georgia,13,073,93858
Cook County,Georgia,13,075,11385
Coweta County,Georgia,13,077,97097
Crawford County,Georgia,13,079,9285
Crisp County,Georgia,13,081,12592
Dade County,Georgia,13,083,16001
Dawson County,Georgia,13,085,20948
Decatur County,Georgia,13,087,14851
DeKalb County,Georgia,13,089,238153
Dodge County,Georgia,13,091,14611
Dooly County,Georgia,13,093,6434
Dougherty County,Georgia,13,095,29075
Douglas County,Georgia,13,097,73624
Early County,Georgia,13,099,5310
Echols County,Georgia,13,101,2386
Effingham County,Georgia,13,103,42703
Elbert County,Georgia,13,105,13842
Emanuel County,Georgia,13,107,13814
Evans County,Georgia,13,109,6638
Fannin County,Georgia,13,111,22771
Fayette County,Georgia,13,113,76970
Floyd County,Georgia,13,115,76481
Forsyth County,Georgia,13,117,148369
Franklin County,Georgia,13,119,19479
Fulton County,Georgia,13,121,418611
Gilmer County,Georgia,13,123,25910
Glascock County,Georgia,13,125,2722
Glynn County,Georgia,13,127,54278
Gordon County,Georgia,13,129,46360
Grady County,Georgia,13,131,15360
Greene County,Georgia,13,133,8909
Gwinnett County,Georgia,13,135,429264
Habersham County,Georgia,13,137,37852
Hall County,Georgia,13,139,147944
Hancock County,Georgia,13,141,2292
Haralson County,Georgia,13,143,26392
Harris County,Georgia,13,145,24810
Hart County,Georgia,13,147,19824
Heard County,Georgia,13,149,10161
Henry County,Georgia,13,151,113302
Houston County,Georgia,13,153,88417
Irwin County,Georgia,13,155,6814
Jackson County,Georgia,13,157,52595
Jasper County,Georgia,13,159,10128
Jeff Davis County,Georgia,13,161,11466
Jefferson County,Georgia,13,163,7125
Jenkins County,Georgia,13,165,4944
Johnson County,Georgia,13,167,6202
Jones County,Georgia,13,169,20854
Lamar County,Georgia,13,171,11879
Lanier County,Georgia,13,173,6768
Laurens County,Georgia,13,175,29672
Lee County,Georgia,13,177,21897
Liberty County,Georgia,13,179,30655
Lincoln County,Georgia,13,181,5252
Long County,Georgia,13,183,8997
Lowndes County,Georgia,13,185,62521
Lumpkin County,Georgia,13,187,27716
McDuffie County,Georgia,13,189,12726
McIntosh County,Georgia,13,191,8590
Macon County,Georgia,13,193,5241
Madison County,Georgia,13,195,24793
Marion County,Georgia,13,197,5138
Meriwether County,Georgia,13,199,12730
Miller County,Georgia,13,201,4276
Mitchell County,Georgia,13,205,11541
Monroe County,Georgia,13,207,19067
Montgomery County,Georgia,13,209,6328
Morgan County,Georgia,13,211,13086
Murray County,Georgia,13,213,37056
Muscogee County,Georgia,13,215,88711
Newton County,Georgia,13,217,55027
Oconee County,Georgia,13,219,28678
Oglethorpe County,Georgia,13,221,11489
Paulding County,Georgia,13,223,110431
Peach County,Georgia,13,225,13177
Pickens County,Georgia,13,227,28246
Pierce County,Georgia,13,229,15891
Pike County,Georgia,13,231,15342
Polk County,Georgia,13,233,33817
Pulaski County,Georgia,13,235,8397
Putnam County,Georgia,13,237,14536
Quitman County,Georgia,13,239,1179
Rabun County,Georgia,13,241,15344
Randolph County,Georgia,13,243,2780
Richmond County,Georgia,13,245,80324
Rockdale County,Georgia,13,247,39798
Schley County,Georgia,13,249,3175
Screven County,Georgia,13,251,7944
Seminole County,Georgia,13,253,5699
Spalding County,Georgia,13,255,40376
Stephens County,Georgia,13,257,22251
Stewart County,Georgia,13,259,2156
Sumter County,Georgia,13,261,14654
Talbot County,Georgia,13,263,2634
Taliaferro County,Georgia,13,265,683
Tattnall County,Georgia,13,267,15883
Taylor County,Georgia,13,269,5155
Telfair County,Georgia,13,271,9662
Terrell County,Georgia,13,273,3516
Thomas County,Georgia,13,275,26450
Tift County,Georgia,13,277,25328
Toombs County,Georgia,13,279,18972
Towns County,Georgia,13,281,10161
Treutlen County,Georgia,13,283,4454
Troup County,Georgia,13,285,40940
Turner County,Georgia,13,287,5157
Twiggs County,Georgia,13,289,5114
Union County,Georgia,13,291,20647
Upson County,Georgia,13,293,18960
Walker County,Georgia,13,295,63426
Walton County,Georgia,13,297,66277
Ware County,Georgia,13,299,24017
Warren County,Georgia,13,301,2179
Washington County,Georgia,13,303,9674
Wayne County,Georgia,13,305,22460
Webster County,Georgia,13,307,1630
Wheeler County,Georgia,13,309,4070
White County,Georgia,13,311,25450
Whitfield County,Georgia,13,313,82779
Wilcox County,Georgia,13,315,5529
Wilkes County,Georgia,13,317,5510
Wilkinson County,Georgia,13,319,5743
Worth County,Georgia,13,321,15178
Hawaii County,Hawaii,15,001,61467
Honolulu County,Hawaii,15,003,198788
Kauai County,Hawaii,15,007,21898
Kalawao County,Hawaii,15,005,26
Maui County,Hawaii,15,009,53729
Ada County,Idaho,16,001,357347
Adams County,Idaho,16,003,3792
Bannock County,Idaho,16,005,74030
Bear Lake County,Idaho,16,007,5855
Benewah County,Idaho,16,009,8037
Bingham County,Idaho,16,011,39302
Blaine County,Idaho,16,013,19448
Boise County,Idaho,16,015,6812
Bonner County,Idaho,16,017,39366
Bonneville County,Idaho,16,019,95195
Boundary County,Idaho,16,021,10280
Butte County,Idaho,16,023,2678
Camas County,Idaho,16,025,1100
Canyon County,Idaho,16,027,170710
Caribou County,Idaho,16,029,6574
Cassia County,Idaho,16,031,19980
Clearwater County,Idaho,16,035,8216
Custer County,Idaho,16,037,4222
Elmore County,Idaho,16,039,22991
Franklin County,Idaho,16,041,11970
Fremont County,Idaho,16,043,12653
Gem County,Idaho,16,045,15915
Gooding County,Idaho,16,047,13475
Idaho County,Idaho,16,049,15194
Jefferson County,Idaho,16,051,24106
Jerome County,Idaho,16,053,19957
Kootenai County,Idaho,16,055,130560
Latah County,Idaho,16,057,34319
Lemhi County,Idaho,16,059,7646
Lewis County,Idaho,16,061,3484
Lincoln County,Idaho,16,063,4593
Madison County,Idaho,16,065,35526
Minidoka County,Idaho,16,067,16841
Nez Perce County,Idaho,16,069,35252
Oneida County,Idaho,16,071,4127
Owyhee County,Idaho,16,073,10244
Payette County,Idaho,16,075,20769
Power County,Idaho,16,077,6899
Shoshone County,Idaho,16,079,12336
Teton County,Idaho,16,081,9498
Twin Falls County,Idaho,16,083,70358
Valley County,Idaho,16,085,9669
Washington County,Idaho,16,087,9255
Adams County,Illinois,17,001,62772
Alexander County,Illinois,17,003,5136
Bond County,Illinois,17,005,16310
Boone County,Illinois,17,007,49084
Brown County,Illinois,17,009,5534
Bureau County,Illinois,17,011,33504
Calhoun County,Illinois,17,013,5019
Carroll County,Illinois,17,015,14877
Cass County,Illinois,17,017,12457
Champaign County,Illinois,17,019,149377
Christian County,Illinois,17,021,33576
Clark County,Illinois,17,023,16122
Clay County,Illinois,17,025,13541
Clinton County,Illinois,17,027,35375
Coles County,Illinois,17,029,50053
Cook County,Illinois,17,031,2863244
Crawford County,Illinois,17,033,18483
Cumberland County,Illinois,17,035,10844
DeKalb County,Illinois,17,037,88731
De Witt County,Illinois,17,039,16143
Douglas County,Illinois,17,041,19080
DuPage County,Illinois,17,043,733889
Edgar County,Illinois,17,045,18280
Edwards County,Illinois,17,047,6529
Effingham County,Illinois,17,049,33377
Fayette County,Illinois,17,051,21475
Ford County,Illinois,17,053,13743
Franklin County,Illinois,17,055,38694
Fulton County,Illinois,17,057,35098
Gallatin County,Illinois,17,059,5541
Greene County,Illinois,17,061,13561
Grundy County,Illinois,17,063,47173
Hamilton County,Illinois,17,065,8306
Hancock County,Illinois,17,067,18724
Hardin County,Illinois,17,069,4178
Henderson County,Illinois,17,071,6942
Henry County,Illinois,17,073,47691
Iroquois County,Illinois,17,075,28786
Jackson County,Illinois,17,077,46909
Jasper County,Illinois,17,079,9564
Jefferson County,Illinois,17,081,34518
Jersey County,Illinois,17,083,22471
Jo Daviess County,Illinois,17,085,21967
Johnson County,Illinois,17,087,10987
Kane County,Illinois,17,089,374917
Kankakee County,Illinois,17,091,89183
Kendall County,Illinois,17,093,94545
Knox County,Illinois,17,095,46685
Lake County,Illinois,17,097,538529
LaSalle County,Illinois,17,099,106411
Lawrence County,Illinois,17,101,13943
Lee County,Illinois,17,103,33297
Livingston County,Illinois,17,105,35934
Logan County,Illinois,17,107,26298
McDonough County,Illinois,17,109,29655
McHenry County,Illinois,17,111,277590
McLean County,Illinois,17,113,142715
Macon County,Illinois,17,115,88497
Macoupin County,Illinois,17,117,46787
Madison County,Illinois,17,119,238047
Marion County,Illinois,17,121,36925
Marshall County,Illinois,17,123,12290
Mason County,Illinois,17,125,14483
Massac County,Illinois,17,127,14069
Menard County,Illinois,17,129,12585
Mercer County,Illinois,17,131,16117
Monroe County,Illinois,17,133,32184
Montgomery County,Illinois,17,135,28213
Morgan County,Illinois,17,137,32704
Moultrie County,Illinois,17,139,14485
Ogle County,Illinois,17,141,51350
Peoria County,Illinois,17,143,140189
Perry County,Illinois,17,145,19782
Piatt County,Illinois,17,147,16393
Pike County,Illinois,17,149,15983
Pope County,Illinois,17,151,4168
Pulaski County,Illinois,17,153,4011
Putnam County,Illinois,17,155,5751
Randolph County,Illinois,17,157,29655
Richland County,Illinois,17,159,15709
Rock Island County,Illinois,17,161,119913
Saint Clair County,Illinois,17,163,175312
Saline County,Illinois,17,165,23326
Sangamon County,Illinois,17,167,165133
Schuyler County,Illinois,17,169,7199
Scott County,Illinois,17,171,5257
Shelby County,Illinois,17,173,22022
Stark County,Illinois,17,175,5865
Stephenson County,Illinois,17,177,41798
Tazewell County,Illinois,17,179,129863
Union County,Illinois,17,181,17156
Vermilion County,Illinois,17,183,67979
Wabash County,Illinois,17,185,11695
Warren County,Illinois,17,187,16256
Washington County,Illinois,17,189,14421
Wayne County,Illinois,17,191,16532
White County,Illinois,17,193,14474
Whiteside County,Illinois,17,195,54225
Will County,Illinois,17,197,521030
Williamson County,Illinois,17,199,61520
Winnebago County,Illinois,17,201,238746
Woodford County,Illinois,17,203,37511
Adams County,Indiana,18,001,33293
Allen County,Indiana,18,003,283451
Bartholomew County,Indiana,18,005,69713
Benton County,Indiana,18,007,8596
Blackford County,Indiana,18,009,12586
Boone County,Indiana,18,011,53204
Brown County,Indiana,18,013,14873
Carroll County,Indiana,18,015,19697
Cass County,Indiana,18,017,35510
Clark County,Indiana,18,019,96105
Clay County,Indiana,18,021,26384
Clinton County,Indiana,18,023,31269
Crawford County,Indiana,18,025,10445
Daviess County,Indiana,18,027,30131
Dearborn County,Indiana,18,029,48622
Decatur County,Indiana,18,031,25014
DeKalb County,Indiana,18,033,41209
Delaware County,Indiana,18,035,104891
Dubois County,Indiana,18,037,40949
Elkhart County,Indiana,18,039,167229
Fayette County,Indiana,18,041,23534
Floyd County,Indiana,18,043,67839
Fountain County,Indiana,18,045,16749
Franklin County,Indiana,18,047,22809
Fulton County,Indiana,18,049,19777
Gibson County,Indiana,18,051,31841
Grant County,Indiana,18,053,62297
Greene County,Indiana,18,055,32320
Hamilton County,Indiana,18,057,239504
Hancock County,Indiana,18,059,65757
Harrison County,Indiana,18,061,37906
Hendricks County,Indiana,18,063,130260
Henry County,Indiana,18,065,47096
Howard County,Indiana,18,067,73808
Huntington County,Indiana,18,069,36243
Jackson County,Indiana,18,071,40280
Jasper County,Indiana,18,073,32450
Jay County,Indiana,18,075,20814
Jefferson County,Indiana,18,077,30762
Jennings County,Indiana,18,079,27741
Johnson County,Indiana,18,081,129924
Knox County,Indiana,18,083,36431
Kosciusko County,Indiana,18,085,71369
LaGrange County,Indiana,18,087,35423
Lake County,Indiana,18,089,308862
LaPorte County,Indiana,18,091,94747
Lawrence County,Indiana,18,093,45026
Madison County,Indiana,18,095,116145
Marion County,Indiana,18,097,581610
Marshall County,Indiana,18,099,43444
Martin County,Indiana,18,101,10126
Miami County,Indiana,18,103,33752
Monroe County,Indiana,18,105,120019
Montgomery County,Indiana,18,107,36808
Morgan County,Indiana,18,109,67338
Newton County,Indiana,18,111,13790
Noble County,Indiana,18,113,45795
Ohio County,Indiana,18,115,5914
Orange County,Indiana,18,117,19320
Owen County,Indiana,18,119,21210
Parke County,Indiana,18,121,16721
Perry County,Indiana,18,123,18565
Pike County,Indiana,18,125,12659
Porter County,Indiana,18,127,151211
Posey County,Indiana,18,129,25123
Pulaski County,Indiana,18,131,13167
Putnam County,Indiana,18,133,35733
Randolph County,Indiana,18,135,25324
Ripley County,Indiana,18,137,28067
Rush County,Indiana,18,139,17007
Saint Joseph County,Indiana,18,141,212651
Scott County,Indiana,18,143,23635
Shelby County,Indiana,18,145,42008
Spencer County,Indiana,18,147,20309
Starke County,Indiana,18,149,22492
Steuben County,Indiana,18,151,31629
Sullivan County,Indiana,18,153,20292
Switzerland County,Indiana,18,155,10360
Tippecanoe County,Indiana,18,157,146220
Tipton County,Indiana,18,159,15835
Union County,Indiana,18,161,7249
