County,State,State_FIPS,County_FIPS,asian_population
Mariposa County,California,06,043,15402.0
Mendocino County,California,06,045,72935.0
Merced County,California,06,047,149434.0
Modoc County,California,06,049,7976.0
Mono County,California,06,051,11921.0
Monterey County,California,06,053,230992.0
Napa County,California,06,055,102467.0
Nevada County,California,06,057,91726.0
Orange County,California,06,059,1931263.0
Placer County,California,06,061,316716.0
Plumas County,California,06,063,16855.0
Riverside County,California,06,065,1444654.0
Sacramento County,California,06,067,873905.0
San Benito County,California,06,069,49245.0
San Bernardino County,California,06,071,1315238.0
San Diego County,California,06,073,2345667.0
San Francisco County,California,06,075,406056.0
San Joaquin County,California,06,077,419288.0
San Luis Obispo County,California,06,079,241123.0
San Mateo County,California,06,081,388318.0
Santa Barbara County,California,06,083,344778.0
Santa Clara County,California,06,085,857092.0
Santa Cruz County,California,06,087,204866.0
Shasta County,California,06,089,155124.0
Sierra County,California,06,091,2963.0
Siskiyou County,California,06,093,36847.0
Solano County,California,06,095,232437.0
Sonoma County,California,06,097,373667.0
Stanislaus County,California,06,099,415911.0
Sutter County,California,06,101,66293.0
Tehama County,California,06,103,54795.0
Trinity County,California,06,105,10924.0
Tulare County,California,06,107,340462.0
Tuolumne County,California,06,109,47447.0
Ventura County,California,06,111,678658.0
Yolo County,California,06,113,150617.0
Yuba County,California,06,115,58016.0
Alamosa County,Colorado,08,003,13918.0
Archuleta County,Colorado,08,007,11136.0
Baca County,Colorado,08,009,3357.0
Bent County,Colorado,08,011,5287.0
Chaffee County,Colorado,08,015,18324.0
Cheyenne County,Colorado,08,017,1894.0
Clear Creek County,Colorado,08,019,8947.0
Conejos County,Colorado,08,021,7216.0
Costilla County,Colorado,08,023,3311.0
Crowley County,Colorado,08,025,5098.0
Custer County,Colorado,08,027,4441.0
Delta County,Colorado,08,029,28866.0
Dolores County,Colorado,08,033,1795.0
Douglas County,Colorado,08,035,298665.0
Eagle County,Colorado,08,037,48591.0
Elbert County,Colorado,08,039,24062.0
El Paso County,Colorado,08,041,556174.0
Fremont County,Colorado,08,043,42504.0
Garfield County,Colorado,08,045,50833.0
Gilpin County,Colorado,08,047,5562.0
Grand County,Colorado,08,049,14510.0
Gunnison County,Colorado,08,051,16083.0
Huerfano County,Colorado,08,055,6140.0
Jackson County,Colorado,08,057,1234.0
Kiowa County,Colorado,08,061,1433.0
Kit Carson County,Colorado,08,063,6861.0
Lake County,Colorado,08,065,6614.0
La Plata County,Colorado,08,067,48924.0
Larimer County,Colorado,08,069,314957.0
Las Animas County,Colorado,08,071,12111.0
Lincoln County,Colorado,08,073,4971.0
Logan County,Colorado,08,075,20452.0
Mesa County,Colorado,08,077,142163.0
Moffat County,Colorado,08,081,12388.0
Montezuma County,Colorado,08,083,21077.0
Montrose County,Colorado,08,085,39254.0
Morgan County,Colorado,08,087,25319.0
Otero County,Colorado,08,089,16479.0
Ouray County,Colorado,08,091,4684.0
Park County,Colorado,08,093,16856.0
Phillips County,Colorado,08,095,4146.0
Pitkin County,Colorado,08,097,16339.0
Prowers County,Colorado,08,099,11351.0
Pueblo County,Colorado,08,101,133497.0
Rio Blanco County,Colorado,08,103,5898.0
Rio Grande County,Colorado,08,105,10346.0
Routt County,Colorado,08,107,24002.0
Saguache County,Colorado,08,109,5948.0
San Miguel County,Colorado,08,113,7619.0
Sedgwick County,Colorado,08,115,2175.0
Summit County,Colorado,08,117,27978.0
Teller County,Colorado,08,119,23221.0
Washington County,Colorado,08,121,4641.0
Yuma County,Colorado,08,125,9587.0
Adams County,Colorado,08,001,411153.0
Arapahoe County,Colorado,08,005,461113.0
Boulder County,Colorado,08,013,286950.0
Broomfield County,Colorado,08,014,58579.0
Denver County,Colorado,08,031,537029.0
Jefferson County,Colorado,08,059,520619.0
Weld County,Colorado,08,123,275792.0
Fairfield County,Connecticut,09,001,688856.0
Hartford County,Connecticut,09,003,631471.0
Litchfield County,Connecticut,09,005,168841.0
Middlesex County,Connecticut,09,007,143486.0
New Haven County,Connecticut,09,009,628640.0
New London County,Connecticut,09,011,215896.0
Tolland County,Connecticut,09,013,132820.0
Windham County,Connecticut,09,015,104021.0
Kent County,Delaware,10,001,116954.0
New Castle County,Delaware,10,003,357185.0
Sussex County,Delaware,10,005,184098.0
Alachua County,Florida,12,001,182813.0
Baker County,Florida,12,003,23279.0
Bay County,Florida,12,005,147657.0
Bradford County,Florida,12,007,21101.0
Brevard County,Florida,12,009,482985.0
Broward County,Florida,12,011,1170083.0
Calhoun County,Florida,12,013,11553.0
Charlotte County,Florida,12,015,162847.0
Citrus County,Florida,12,017,134668.0
Clay County,Florida,12,019,167504.0
Collier County,Florida,12,021,329909.0
Columbia County,Florida,12,023,53651.0
Miami-Dade County,Florida,12,086,2028500.0
DeSoto County,Florida,12,027,31079.0
Dixie County,Florida,12,029,14333.0
Duval County,Florida,12,031,559532.0
Escambia County,Florida,12,033,213368.0
Flagler County,Florida,12,035,90342.0
Franklin County,Florida,12,037,9555.0
Gadsden County,Florida,12,039,18202.0
Gilchrist County,Florida,12,041,16382.0
Glades County,Florida,12,043,10780.0
Gulf County,Florida,12,045,12384.0
Hamilton County,Florida,12,047,8805.0
Hardee County,Florida,12,049,21824.0
Hendry County,Florida,12,051,32023.0
Hernando County,Florida,12,053,165227.0
Highlands County,Florida,12,055,83541.0
Hillsborough County,Florida,12,057,1002119.0
Holmes County,Florida,12,059,17237.0
Indian River County,Florida,12,061,133103.0
Jackson County,Florida,12,063,33057.0
Jefferson County,Florida,12,065,8894.0
Lafayette County,Florida,12,067,6931.0
Lake County,Florida,12,069,285337.0
Lee County,Florida,12,071,622299.0
Leon County,Florida,12,073,177974.0
Levy County,Florida,12,075,35391.0
Liberty County,Florida,12,077,6682.0
Madison County,Florida,12,079,10713.0
Manatee County,Florida,12,081,328110.0
Marion County,Florida,12,083,289561.0
Martin County,Florida,12,085,140110.0
Monroe County,Florida,12,087,66728.0
Nassau County,Florida,12,089,75070.0
Okaloosa County,Florida,12,091,159371.0
Okeechobee County,Florida,12,093,35138.0
Orange County,Florida,12,095,857963.0
Osceola County,Florida,12,097,256320.0
Palm Beach County,Florida,12,099,1077422.0
Pasco County,Florida,12,101,456080.0
Pinellas County,Florida,12,103,785739.0
Polk County,Florida,12,105,528843.0
Putnam County,Florida,12,107,58814.0
Saint Johns County,Florida,12,109,216331.0
Saint Lucie County,Florida,12,111,228616.0
Santa Rosa County,Florida,12,113,149250.0
Sarasota County,Florida,12,115,381414.0
Seminole County,Florida,12,117,349813.0
Sumter County,Florida,12,119,111290.0
Suwannee County,Florida,12,121,36431.0
Taylor County,Florida,12,123,16678.0
Union County,Florida,12,125,11268.0
Volusia County,Florida,12,127,436700.0
Wakulla County,Florida,12,129,26579.0
Walton County,Florida,12,131,59228.0
Washington County,Florida,12,133,19725.0
Appling County,Georgia,13,001,13750.0
Atkinson County,Georgia,13,003,6196.0
Bacon County,Georgia,13,005,8956.0
Baker County,Georgia,13,007,1710.0
Baldwin County,Georgia,13,009,24245.0
Banks County,Georgia,13,011,17392.0
Barrow County,Georgia,13,013,62276.0
Bartow County,Georgia,13,015,87869.0
Ben Hill County,Georgia,13,017,10163.0
Berrien County,Georgia,13,019,15904.0
Bibb County,Georgia,13,021,61569.0
Bleckley County,Georgia,13,023,8955.0
Brantley County,Georgia,13,025,17610.0
Brooks County,Georgia,13,027,9298.0
Bryan County,Georgia,13,029,28542.0
Bulloch County,Georgia,13,031,49581.0
Burke County,Georgia,13,033,10988.0
Butts County,Georgia,13,035,16393.0
Calhoun County,Georgia,13,037,2163.0
Camden County,Georgia,13,039,38864.0
Candler County,Georgia,13,043,7242.0
Carroll County,Georgia,13,045,87519.0
Catoosa County,Georgia,13,047,61587.0
Charlton County,Georgia,13,049,8661.0
Chatham County,Georgia,13,051,152025.0
Chattahoochee County,Georgia,13,053,7136.0
Chattooga County,Georgia,13,055,21271.0
Cherokee County,Georgia,13,057,213668.0
Clarke County,Georgia,13,059,79862.0
Clay County,Georgia,13,061,1056.0
Clayton County,Georgia,13,063,46348.0
Clinch County,Georgia,13,065,4383.0
Cobb County,Georgia,13,067,440462.0
Coffee County,Georgia,13,069,29175.0
Colquitt County,Georgia,13,071,29029.0
Columbia County,Georgia,13,073,111355.0
Cook County,Georgia,13,075,11796.0
Coweta County,Georgia,13,077,109508.0
Crawford County,Georgia,13,079,9236.0
Crisp County,Georgia,13,081,11973.0
Dade County,Georgia,13,083,15318.0
Dawson County,Georgia,13,085,23628.0
Decatur County,Georgia,13,087,14002.0
DeKalb County,Georgia,13,089,257388.0
Dodge County,Georgia,13,091,14001.0
Dooly County,Georgia,13,093,6194.0
Dougherty County,Georgia,13,095,23655.0
Douglas County,Georgia,13,097,66197.0
Early County,Georgia,13,099,4670.0
Echols County,Georgia,13,101,2939.0
Effingham County,Georgia,13,103,49360.0
Elbert County,Georgia,13,105,13059.0
Emanuel County,Georgia,13,107,14069.0
Evans County,Georgia,13,109,6199.0
Fannin County,Georgia,13,111,24517.0
Fayette County,Georgia,13,113,75117.0
Floyd County,Georgia,13,115,76218.0
Forsyth County,Georgia,13,117,180891.0
Franklin County,Georgia,13,119,19429.0
Fulton County,Georgia,13,121,462133.0
Gilmer County,Georgia,13,123,27832.0
Glascock County,Georgia,13,125,2655.0
Glynn County,Georgia,13,127,57857.0
Gordon County,Georgia,13,129,50276.0
Grady County,Georgia,13,131,16251.0
Greene County,Georgia,13,133,10246.0
Gwinnett County,Georgia,13,135,443421.0
Habersham County,Georgia,13,137,38434.0
Hall County,Georgia,13,139,170110.0
Hancock County,Georgia,13,141,2080.0
Haralson County,Georgia,13,143,26978.0
Harris County,Georgia,13,145,27006.0
Hart County,Georgia,13,147,19950.0
Heard County,Georgia,13,149,10198.0
Henry County,Georgia,13,151,107871.0
Houston County,Georgia,13,153,92662.0
Irwin County,Georgia,13,155,6503.0
Jackson County,Georgia,13,157,58699.0
Jasper County,Georgia,13,159,10496.0
Jeff Davis County,Georgia,13,161,11601.0
Jefferson County,Georgia,13,163,6796.0
Jenkins County,Georgia,13,165,5207.0
Johnson County,Georgia,13,167,6218.0
Jones County,Georgia,13,169,20836.0
Lamar County,Georgia,13,171,12363.0
Lanier County,Georgia,13,173,7683.0
Laurens County,Georgia,13,175,27786.0
Lee County,Georgia,13,177,21662.0
Liberty County,Georgia,13,179,28086.0
Lincoln County,Georgia,13,181,5295.0
Long County,Georgia,13,183,11937.0
Lowndes County,Georgia,13,185,65740.0
Lumpkin County,Georgia,13,187,30546.0
McDuffie County,Georgia,13,189,11585.0
McIntosh County,Georgia,13,191,8826.0
Macon County,Georgia,13,193,4558.0
Madison County,Georgia,13,195,24637.0
Marion County,Georgia,13,197,5191.0
Meriwether County,Georgia,13,199,12102.0
Miller County,Georgia,13,201,3940.0
Mitchell County,Georgia,13,205,10929.0
Monroe County,Georgia,13,207,20035.0
Montgomery County,Georgia,13,209,6053.0
Morgan County,Georgia,13,211,13693.0
Murray County,Georgia,13,213,38443.0
Muscogee County,Georgia,13,215,84841.0
Newton County,Georgia,13,217,54442.0
Oconee County,Georgia,13,219,33718.0
Oglethorpe County,Georgia,13,221,11909.0
Paulding County,Georgia,13,223,119808.0
Peach County,Georgia,13,225,13261.0
Pickens County,Georgia,13,227,27993.0
Pierce County,Georgia,13,229,16503.0
Pike County,Georgia,13,231,16152.0
Polk County,Georgia,13,233,33219.0
Pulaski County,Georgia,13,235,6743.0
Putnam County,Georgia,13,237,14970.0
Quitman County,Georgia,13,239,865.0
Rabun County,Georgia,13,241,15313.0
Randolph County,Georgia,13,243,2422.0
Richmond County,Georgia,13,245,74934.0
Rockdale County,Georgia,13,247,34832.0
Schley County,Georgia,13,249,3638.0
Screven County,Georgia,13,251,7783.0
Seminole County,Georgia,13,253,5170.0
Spalding County,Georgia,13,255,40803.0
Stephens County,Georgia,13,257,21785.0
Stewart County,Georgia,13,259,1483.0
Sumter County,Georgia,13,261,12836.0
Talbot County,Georgia,13,263,2606.0
Taliaferro County,Georgia,13,265,547.0
Tattnall County,Georgia,13,267,14907.0
Taylor County,Georgia,13,269,4682.0
Telfair County,Georgia,13,271,8349.0
Terrell County,Georgia,13,273,3164.0
Thomas County,Georgia,13,275,26765.0
Tift County,Georgia,13,277,26142.0
Toombs County,Georgia,13,279,17156.0
Towns County,Georgia,13,281,11140.0
Treutlen County,Georgia,13,283,4960.0
Troup County,Georgia,13,285,40778.0
Turner County,Georgia,13,287,4550.0
Twiggs County,Georgia,13,289,4589.0
Union County,Georgia,13,291,22580.0
Upson County,Georgia,13,293,17868.0
Walker County,Georgia,13,295,63519.0
Walton County,Georgia,13,297,70869.0
Ware County,Georgia,13,299,23071.0
Warren County,Georgia,13,301,1986.0
Washington County,Georgia,13,303,8909.0
Wayne County,Georgia,13,305,22251.0
Webster County,Georgia,13,307,1390.0
Wheeler County,Georgia,13,309,4465.0
White County,Georgia,13,311,27699.0
Whitfield County,Georgia,13,313,92420.0
Wilcox County,Georgia,13,315,5567.0
Wilkes County,Georgia,13,317,5182.0
Wilkinson County,Georgia,13,319,5333.0
Worth County,Georgia,13,321,14049.0
Hawaii County,Hawaii,15,001,66493.0
Honolulu County,Hawaii,15,003,206218.0
Kauai County,Hawaii,15,007,23229.0
Kalawao County,Hawaii,15,005,16.0
Maui County,Hawaii,15,009,58891.0
Ada County,Idaho,16,001,413350.0
Adams County,Idaho,16,003,3911.0
Bannock County,Idaho,16,005,76327.0
Bear Lake County,Idaho,16,007,5659.0
Benewah County,Idaho,16,009,7916.0
Bingham County,Idaho,16,011,37701.0
Blaine County,Idaho,16,013,21206.0
Boise County,Idaho,16,015,7016.0
Bonner County,Idaho,16,017,41441.0
Bonneville County,Idaho,16,019,102331.0
Boundary County,Idaho,16,021,11145.0
Butte County,Idaho,16,023,2567.0
Camas County,Idaho,16,025,1045.0
Canyon County,Idaho,16,027,180081.0
Caribou County,Idaho,16,029,6636.0
Cassia County,Idaho,16,031,22067.0
Clearwater County,Idaho,16,035,8040.0
Custer County,Idaho,16,037,3807.0
Elmore County,Idaho,16,039,22766.0
Franklin County,Idaho,16,041,12748.0
Fremont County,Idaho,16,043,12342.0
Gem County,Idaho,16,045,15611.0
Gooding County,Idaho,16,047,14091.0
Idaho County,Idaho,16,049,15319.0
Jefferson County,Idaho,16,051,26039.0
Jerome County,Idaho,16,053,22161.0
Kootenai County,Idaho,16,055,147874.0
Latah County,Idaho,16,057,36325.0
Lemhi County,Idaho,16,059,7430.0
Lewis County,Idaho,16,061,3327.0
Lincoln County,Idaho,16,063,4978.0
Madison County,Idaho,16,065,36286.0
Minidoka County,Idaho,16,067,19373.0
Nez Perce County,Idaho,16,069,36037.0
Oneida County,Idaho,16,071,4293.0
Owyhee County,Idaho,16,073,9139.0
Payette County,Idaho,16,075,20452.0
Power County,Idaho,16,077,6448.0
Shoshone County,Idaho,16,079,11792.0
Teton County,Idaho,16,081,10153.0
Twin Falls County,Idaho,16,083,77944.0
Valley County,Idaho,16,085,10576.0
Washington County,Idaho,16,087,8834.0
Adams County,Illinois,17,001,61406.0
Alexander County,Illinois,17,003,3954.0
Bond County,Illinois,17,005,15077.0
Boone County,Illinois,17,007,46852.0
Brown County,Illinois,17,009,5265.0
Bureau County,Illinois,17,011,30937.0
Calhoun County,Illinois,17,013,4719.0
Carroll County,Illinois,17,015,13883.0
Cass County,Illinois,17,017,11058.0
Champaign County,Illinois,17,019,150820.0
Christian County,Illinois,17,021,31774.0
Clark County,Illinois,17,023,15220.0
Clay County,Illinois,17,025,12782.0
Clinton County,Illinois,17,027,35247.0
Coles County,Illinois,17,029,47722.0
Cook County,Illinois,17,031,2946314.0
Crawford County,Illinois,17,033,17119.0
Cumberland County,Illinois,17,035,10544.0
DeKalb County,Illinois,17,037,87649.0
De Witt County,Illinois,17,039,15305.0
Douglas County,Illinois,17,041,18792.0
DuPage County,Illinois,17,043,713707.0
Edgar County,Illinois,17,045,17212.0
Edwards County,Illinois,17,047,6250.0
Effingham County,Illinois,17,049,33128.0
Fayette County,Illinois,17,051,20245.0
Ford County,Illinois,17,053,12610.0
Franklin County,Illinois,17,055,37716.0
Fulton County,Illinois,17,057,33002.0
Gallatin County,Illinois,17,059,4888.0
Greene County,Illinois,17,061,12723.0
Grundy County,Illinois,17,063,47276.0
Hamilton County,Illinois,17,065,8114.0
Hancock County,Illinois,17,067,17512.0
Hardin County,Illinois,17,069,3764.0
Henderson County,Illinois,17,071,6647.0
Henry County,Illinois,17,073,46313.0
Iroquois County,Illinois,17,075,25746.0
Jackson County,Illinois,17,077,44208.0
Jasper County,Illinois,17,079,9333.0
Jefferson County,Illinois,17,081,33162.0
Jersey County,Illinois,17,083,21211.0
Jo Daviess County,Illinois,17,085,20973.0
Johnson County,Illinois,17,087,10954.0
Kane County,Illinois,17,089,387883.0
Kankakee County,Illinois,17,091,88023.0
Kendall County,Illinois,17,093,102605.0
Knox County,Illinois,17,095,43219.0
Lake County,Illinois,17,097,531609.0
LaSalle County,Illinois,17,099,101568.0
Lawrence County,Illinois,17,101,14073.0
Lee County,Illinois,17,103,31133.0
Livingston County,Illinois,17,105,33377.0
Logan County,Illinois,17,107,25667.0
McDonough County,Illinois,17,109,27372.0
McHenry County,Illinois,17,111,284009.0
McLean County,Illinois,17,113,143728.0
Macon County,Illinois,17,115,82154.0
Macoupin County,Illinois,17,117,43970.0
Madison County,Illinois,17,119,231440.0
Marion County,Illinois,17,121,34902.0
Marshall County,Illinois,17,123,11336.0
Mason County,Illinois,17,125,13214.0
Massac County,Illinois,17,127,12956.0
Menard County,Illinois,17,129,11942.0
Mercer County,Illinois,17,131,15128.0
Monroe County,Illinois,17,133,33251.0
Montgomery County,Illinois,17,135,27265.0
Morgan County,Illinois,17,137,30809.0
Moultrie County,Illinois,17,139,14310.0
Ogle County,Illinois,17,141,48105.0
Peoria County,Illinois,17,143,132888.0
Perry County,Illinois,17,145,18779.0
Piatt County,Illinois,17,147,15914.0
Pike County,Illinois,17,149,15185.0
Pope County,Illinois,17,151,3893.0
Pulaski County,Illinois,17,153,3620.0
Putnam County,Illinois,17,155,5532.0
Randolph County,Illinois,17,157,28031.0
Richland County,Illinois,17,159,15178.0
Rock Island County,Illinois,17,161,115405.0
Saint Clair County,Illinois,17,163,168096.0
Saline County,Illinois,17,165,22234.0
Sangamon County,Illinois,17,167,161188.0
Schuyler County,Illinois,17,169,6219.0
Scott County,Illinois,17,171,4886.0
Shelby County,Illinois,17,173,21357.0
Stark County,Illinois,17,175,5290.0
Stephenson County,Illinois,17,177,38702.0
Tazewell County,Illinois,17,179,127484.0
Union County,Illinois,17,181,15963.0
Vermilion County,Illinois,17,183,63747.0
Wabash County,Illinois,17,185,11062.0
Warren County,Illinois,17,187,15107.0
Washington County,Illinois,17,189,13594.0
Wayne County,Illinois,17,191,15849.0
White County,Illinois,17,193,13527.0
Whiteside County,Illinois,17,195,52852.0
Will County,Illinois,17,197,506424.0
Williamson County,Illinois,17,199,60881.0
Winnebago County,Illinois,17,201,224363.0
Woodford County,Illinois,17,203,37472.0
Adams County,Indiana,18,001,34113.0
Allen County,Indiana,18,003,294017.0
Bartholomew County,Indiana,18,005,70299.0
Benton County,Indiana,18,007,8448.0
