County,State,State_FIPS,County_FIPS,white_population
Northwest Arctic Borough,Alaska,02,188,888
Aleutians East Borough,Alaska,02,013,579
Aleutians West Census Area,Alaska,02,016,1880
Dillingham Census Area,Alaska,02,070,915
Lake and Peninsula Borough,Alaska,02,164,322
Denali Borough,Alaska,02,068,1004
Yukon-Koyukuk Census Area,Alaska,02,290,1248
Hoonah-Angoon Census Area,Alaska,02,105,911
Skagway Municipality,Alaska,02,230,1015
Yakutat City and Borough,Alaska,02,282,201
Ketchikan Gateway Borough,Alaska,02,130,9230
Petersburg Borough,Alaska,02,195,2802
Prince of Wales-Hyder Census Area,Alaska,02,198,2779
Wrangell City and Borough,Alaska,02,275,1613
Apache County,Arizona,04,001,16895
Cochise County,Arizona,04,003,107638
Coconino County,Arizona,04,005,81677
Gila County,Arizona,04,007,41791
Graham County,Arizona,04,009,25172
Greenlee County,Arizona,04,011,6866
Maricopa County,Arizona,04,013,3018608
Mohave County,Arizona,04,015,179540
Navajo County,Arizona,04,017,51689
Pima County,Arizona,04,019,729000
Pinal County,Arizona,04,021,242656
Santa Cruz County,Arizona,04,023,34027
Yavapai County,Arizona,04,025,189934
La Paz County,Arizona,04,012,14481
Yuma County,Arizona,04,027,143632
Arkansas County,Arkansas,05,001,13898
Ashley County,Arkansas,05,003,15307
Baxter County,Arkansas,05,005,40215
Benton County,Arkansas,05,007,178326
Boone County,Arkansas,05,009,35442
Bradley County,Arkansas,05,011,7161
Calhoun County,Arkansas,05,013,4072
Carroll County,Arkansas,05,015,24175
Chicot County,Arkansas,05,017,5057
Clark County,Arkansas,05,019,16973
Clay County,Arkansas,05,021,15958
Cleburne County,Arkansas,05,023,25025
Cleveland County,Arkansas,05,025,7507
Columbia County,Arkansas,05,027,15112
Conway County,Arkansas,05,029,17897
Craighead County,Arkansas,05,031,78671
Crawford County,Arkansas,05,033,55161
Crittenden County,Arkansas,05,035,24073
Cross County,Arkansas,05,037,13690
Dallas County,Arkansas,05,039,4552
Desha County,Arkansas,05,041,6393
Drew County,Arkansas,05,043,12904
Faulkner County,Arkansas,05,045,93069
Franklin County,Arkansas,05,047,17354
Fulton County,Arkansas,05,049,11927
Garland County,Arkansas,05,051,81998
Grant County,Arkansas,05,053,16862
Greene County,Arkansas,05,055,40176
Hempstead County,Arkansas,05,057,14719
Hot Spring County,Arkansas,05,059,28327
Howard County,Arkansas,05,061,9623
Independence County,Arkansas,05,063,34099
Izard County,Arkansas,05,065,13116
Jackson County,Arkansas,05,067,14545
Jefferson County,Arkansas,05,069,33697
Johnson County,Arkansas,05,071,23945
Lafayette County,Arkansas,05,073,4756
Lawrence County,Arkansas,05,075,16876
Lee County,Arkansas,05,077,4496
Lincoln County,Arkansas,05,079,9324
Little River County,Arkansas,05,081,9746
Logan County,Arkansas,05,083,21321
Lonoke County,Arkansas,05,085,59251
Madison County,Arkansas,05,087,14776
Marion County,Arkansas,05,089,16230
Miller County,Arkansas,05,091,31225
Mississippi County,Arkansas,05,093,29759
Monroe County,Arkansas,05,095,4877
Montgomery County,Arkansas,05,097,8918
Nevada County,Arkansas,05,099,5962
Newton County,Arkansas,05,101,7994
Ouachita County,Arkansas,05,103,15050
Perry County,Arkansas,05,105,9968
Phillips County,Arkansas,05,107,8006
Pike County,Arkansas,05,109,10100
Poinsett County,Arkansas,05,111,22427
Polk County,Arkansas,05,113,18962
Pope County,Arkansas,05,115,55304
Prairie County,Arkansas,05,117,7548
Pulaski County,Arkansas,05,119,226923
Randolph County,Arkansas,05,121,17512
Saint Francis County,Arkansas,05,123,12889
Saline County,Arkansas,05,125,94072
Scott County,Arkansas,05,127,10270
Searcy County,Arkansas,05,129,7910
Sebastian County,Arkansas,05,131,102389
Sevier County,Arkansas,05,133,11501
Sharp County,Arkansas,05,135,16773
Stone County,Arkansas,05,137,12183
Union County,Arkansas,05,139,27082
Van Buren County,Arkansas,05,141,16640
Washington County,Arkansas,05,143,160221
White County,Arkansas,05,145,68865
Woodruff County,Arkansas,05,147,5203
Yell County,Arkansas,05,149,19540
Alameda County,California,06,001,677040
Alpine County,California,06,003,758
Amador County,California,06,005,33641
Butte County,California,06,007,182022
Calaveras County,California,06,009,42099
Colusa County,California,06,011,14169
Contra Costa County,California,06,013,639036
Del Norte County,California,06,015,21022
El Dorado County,California,06,017,157699
Fresno County,California,06,019,556526
Glenn County,California,06,021,21015
Humboldt County,California,06,023,110110
Imperial County,California,06,025,116384
Inyo County,California,06,027,13893
Kern County,California,06,029,537410
Kings County,California,06,031,107334
Lake County,California,06,033,55225
Lassen County,California,06,035,24986
Los Angeles County,California,06,037,4961910
Madera County,California,06,039,117587
Marin County,California,06,041,200047
Mariposa County,California,06,043,16510
Mendocino County,California,06,045,73196
Merced County,California,06,047,166042
Modoc County,California,06,049,8470
Mono County,California,06,051,11368
Monterey County,California,06,053,284397
Napa County,California,06,055,108377
Nevada County,California,06,057,90959
Orange County,California,06,059,1839676
Placer County,California,06,061,284169
Plumas County,California,06,063,18706
Riverside County,California,06,065,1365281
Sacramento County,California,06,067,839130
San Benito County,California,06,069,37593
San Bernardino County,California,06,071,1219774
San Diego County,California,06,073,2147740
San Francisco County,California,06,075,406874
San Joaquin County,California,06,077,398739
San Luis Obispo County,California,06,079,223464
San Mateo County,California,06,081,423328
Santa Barbara County,California,06,083,317602
Santa Clara County,California,06,085,879240
Santa Cruz County,California,06,087,214289
Shasta County,California,06,089,156316
Sierra County,California,06,091,3126
Siskiyou County,California,06,093,38777
Solano County,California,06,095,212062
Sonoma County,California,06,097,384721
Stanislaus County,California,06,099,385134
Sutter County,California,06,101,61613
Tehama County,California,06,103,52513
Trinity County,California,06,105,12084
Tulare County,California,06,107,332169
Tuolumne County,California,06,109,48883
Ventura County,California,06,111,559845
Yolo County,California,06,113,131341
Yuba County,California,06,115,49292
Alamosa County,Colorado,08,003,12333
Archuleta County,Colorado,08,007,10929
Baca County,Colorado,08,009,3528
Bent County,Colorado,08,011,5012
Chaffee County,Colorado,08,015,16359
Cheyenne County,Colorado,08,017,2157
Clear Creek County,Colorado,08,019,8654
Conejos County,Colorado,08,021,6529
Costilla County,Colorado,08,023,2866
Crowley County,Colorado,08,025,4580
Custer County,Colorado,08,027,3724
Delta County,Colorado,08,029,28518
Dolores County,Colorado,08,033,1924
Douglas County,Colorado,08,035,248595
Eagle County,Colorado,08,037,46274
Elbert County,Colorado,08,039,21518
El Paso County,Colorado,08,041,486171
Fremont County,Colorado,08,043,37995
Garfield County,Colorado,08,045,49388
Gilpin County,Colorado,08,047,4835
Grand County,Colorado,08,049,13977
Gunnison County,Colorado,08,051,13897
Huerfano County,Colorado,08,055,5185
Jackson County,Colorado,08,057,1429
Kiowa County,Colorado,08,061,1590
Kit Carson County,Colorado,08,063,7352
Lake County,Colorado,08,065,5381
La Plata County,Colorado,08,067,43598
Larimer County,Colorado,08,069,265289
Las Animas County,Colorado,08,071,13235
Lincoln County,Colorado,08,073,4851
Logan County,Colorado,08,075,20696
Mesa County,Colorado,08,077,127590
Moffat County,Colorado,08,081,12607
Montezuma County,Colorado,08,083,20899
Montrose County,Colorado,08,085,36640
Morgan County,Colorado,08,087,24369
Otero County,Colorado,08,089,16434
Ouray County,Colorado,08,091,4150
Park County,Colorado,08,093,15650
Phillips County,Colorado,08,095,4087
Pitkin County,Colorado,08,097,15654
Prowers County,Colorado,08,099,11555
Pueblo County,Colorado,08,101,127486
Rio Blanco County,Colorado,08,103,6111
Rio Grande County,Colorado,08,105,10068
Routt County,Colorado,08,107,21948
Saguache County,Colorado,08,109,5065
San Miguel County,Colorado,08,113,6993
Sedgwick County,Colorado,08,115,2285
Summit County,Colorado,08,117,25308
Teller County,Colorado,08,119,21769
Washington County,Colorado,08,121,4577
Yuma County,Colorado,08,125,9280
Adams County,Colorado,08,001,328366
Arapahoe County,Colorado,08,005,418778
Boulder County,Colorado,08,013,253057
Broomfield County,Colorado,08,014,46188
Denver County,Colorado,08,031,421523
Jefferson County,Colorado,08,059,470455
Weld County,Colorado,08,123,213114
Fairfield County,Connecticut,09,001,698756
Hartford County,Connecticut,09,003,653059
Litchfield County,Connecticut,09,005,179114
Middlesex County,Connecticut,09,007,147370
New Haven County,Connecticut,09,009,649991
New London County,Connecticut,09,011,225399
Tolland County,Connecticut,09,013,135913
Windham County,Connecticut,09,015,106324
Kent County,Delaware,10,001,109418
New Castle County,Delaware,10,003,365830
Sussex County,Delaware,10,005,151178
Alachua County,Florida,12,001,173051
Baker County,Florida,12,003,22287
Bay County,Florida,12,005,137959
Bradford County,Florida,12,007,22011
Brevard County,Florida,12,009,453634
Broward County,Florida,12,011,1111680
Calhoun County,Florida,12,013,11668
Charlotte County,Florida,12,015,143923
Citrus County,Florida,12,017,131271
Clay County,Florida,12,019,155042
Collier County,Florida,12,021,271973
Columbia County,Florida,12,023,52160
Miami-Dade County,Florida,12,086,1794730
DeSoto County,Florida,12,027,26570
Dixie County,Florida,12,029,14997
Duval County,Florida,12,031,530593
Escambia County,Florida,12,033,208376
Flagler County,Florida,12,035,76474
Franklin County,Florida,12,037,9773
Gadsden County,Florida,12,039,17127
Gilchrist County,Florida,12,041,15274
Glades County,Florida,12,043,10298
Gulf County,Florida,12,045,12340
Hamilton County,Florida,12,047,8908
Hardee County,Florida,12,049,22901
Hendry County,Florida,12,051,26524
Hernando County,Florida,12,053,153968
Highlands County,Florida,12,055,83967
Hillsborough County,Florida,12,057,890392
Holmes County,Florida,12,059,18167
Indian River County,Florida,12,061,118153
Jackson County,Florida,12,063,34134
Jefferson County,Florida,12,065,8822
Lafayette County,Florida,12,067,7376
Lake County,Florida,12,069,242871
Lee County,Florida,12,071,510405
Leon County,Florida,12,073,171987
Levy County,Florida,12,075,34853
Liberty County,Florida,12,077,7071
Madison County,Florida,12,079,10834
Manatee County,Florida,12,081,266303
Marion County,Florida,12,083,267887
Martin County,Florida,12,085,127722
Monroe County,Florida,12,087,65742
Nassau County,Florida,12,089,64034
Okaloosa County,Florida,12,091,149733
Okeechobee County,Florida,12,093,34014
Orange County,Florida,12,095,717711
Osceola County,Florida,12,097,191793
Palm Beach County,Florida,12,099,971148
Pasco County,Florida,12,101,411709
Pinellas County,Florida,12,103,769296
Polk County,Florida,12,105,456933
Putnam County,Florida,12,107,58863
Saint Johns County,Florida,12,109,161720
Saint Lucie County,Florida,12,111,199387
Santa Rosa County,Florida,12,113,130575
Sarasota County,Florida,12,115,342987
Seminole County,Florida,12,117,332935
Sumter County,Florida,12,119,74205
Suwannee County,Florida,12,121,34230
Taylor County,Florida,12,123,16660
Union County,Florida,12,125,11477
Volusia County,Florida,12,127,412897
Wakulla County,Florida,12,129,24529
Walton County,Florida,12,131,46623
Washington County,Florida,12,133,19571
Appling County,Georgia,13,001,12942
Atkinson County,Georgia,13,003,5793
Bacon County,Georgia,13,005,8513
Baker County,Georgia,13,007,1472
Baldwin County,Georgia,13,009,26033
Banks County,Georgia,13,011,16548
Barrow County,Georgia,13,013,53540
Bartow County,Georgia,13,015,80027
Ben Hill County,Georgia,13,017,10386
Berrien County,Georgia,13,019,15889
Bibb County,Georgia,13,021,68843
Bleckley County,Georgia,13,023,8865
Brantley County,Georgia,13,025,16681
Brooks County,Georgia,13,027,9744
Bryan County,Georgia,13,029,23334
Bulloch County,Georgia,13,031,45605
Burke County,Georgia,13,033,10940
Butts County,Georgia,13,035,16324
Calhoun County,Georgia,13,037,2266
Camden County,Georgia,13,039,36871
Candler County,Georgia,13,043,7303
Carroll County,Georgia,13,045,84851
Catoosa County,Georgia,13,047,59257
Charlton County,Georgia,13,049,8345
Chatham County,Georgia,13,051,139303
Chattahoochee County,Georgia,13,053,7776
Chattooga County,Georgia,13,055,22215
Cherokee County,Georgia,13,057,179975
Clarke County,Georgia,13,059,74657
Clay County,Georgia,13,061,692
Clayton County,Georgia,13,063,54255
Clinch County,Georgia,13,065,4616
Cobb County,Georgia,13,067,425644
Coffee County,Georgia,13,069,27326
Colquitt County,Georgia,13,071,29204
Columbia County,Georgia,13,073,91728
Cook County,Georgia,13,075,11309
Coweta County,Georgia,13,077,94260
Crawford County,Georgia,13,079,9317
Crisp County,Georgia,13,081,12466
Dade County,Georgia,13,083,15940
Dawson County,Georgia,13,085,20875
Decatur County,Georgia,13,087,15093
DeKalb County,Georgia,13,089,234810
Dodge County,Georgia,13,091,14590
Dooly County,Georgia,13,093,6323
Dougherty County,Georgia,13,095,29708
Douglas County,Georgia,13,097,73559
Early County,Georgia,13,099,5382
Echols County,Georgia,13,101,2706
Effingham County,Georgia,13,103,42013
Elbert County,Georgia,13,105,13615
Emanuel County,Georgia,13,107,14031
Evans County,Georgia,13,109,6705
Fannin County,Georgia,13,111,22593
Fayette County,Georgia,13,113,76802
Floyd County,Georgia,13,115,75950
Forsyth County,Georgia,13,117,144316
Franklin County,Georgia,13,119,19692
Fulton County,Georgia,13,121,408470
Gilmer County,Georgia,13,123,25968
Glascock County,Georgia,13,125,2686
Glynn County,Georgia,13,127,54007
Gordon County,Georgia,13,129,45895
Grady County,Georgia,13,131,15218
Greene County,Georgia,13,133,8925
Gwinnett County,Georgia,13,135,431224
Habersham County,Georgia,13,137,36933
Hall County,Georgia,13,139,145316
Hancock County,Georgia,13,141,1382
Haralson County,Georgia,13,143,26405
Harris County,Georgia,13,145,24174
Hart County,Georgia,13,147,19583
Heard County,Georgia,13,149,10181
Henry County,Georgia,13,151,113168
Houston County,Georgia,13,153,87820
Irwin County,Georgia,13,155,6871
Jackson County,Georgia,13,157,51590
Jasper County,Georgia,13,159,10201
Jeff Davis County,Georgia,13,161,11217
Jefferson County,Georgia,13,163,7178
Jenkins County,Georgia,13,165,5051
Johnson County,Georgia,13,167,6187
Jones County,Georgia,13,169,20801
Lamar County,Georgia,13,171,11847
Lanier County,Georgia,13,173,6569
Laurens County,Georgia,13,175,29535
Lee County,Georgia,13,177,21902
Liberty County,Georgia,13,179,30047
Lincoln County,Georgia,13,181,5311
Long County,Georgia,13,183,8883
Lowndes County,Georgia,13,185,61602
Lumpkin County,Georgia,13,187,27176
McDuffie County,Georgia,13,189,12766
McIntosh County,Georgia,13,191,8470
Macon County,Georgia,13,193,5228
Madison County,Georgia,13,195,24909
Marion County,Georgia,13,197,5071
Meriwether County,Georgia,13,199,13058
Miller County,Georgia,13,201,4281
Mitchell County,Georgia,13,205,11297
Monroe County,Georgia,13,207,18854
Montgomery County,Georgia,13,209,6293
Morgan County,Georgia,13,211,13054
Murray County,Georgia,13,213,37251
Muscogee County,Georgia,13,215,88691
Newton County,Georgia,13,217,54649
Oconee County,Georgia,13,219,28179
Oglethorpe County,Georgia,13,221,11423
Paulding County,Georgia,13,223,107324
Peach County,Georgia,13,225,13203
Pickens County,Georgia,13,227,27977
Pierce County,Georgia,13,229,15656
Pike County,Georgia,13,231,15128
Polk County,Georgia,13,233,33871
Pulaski County,Georgia,13,235,7711
Putnam County,Georgia,13,237,14507
Quitman County,Georgia,13,239,1083
Rabun County,Georgia,13,241,15574
Randolph County,Georgia,13,243,2772
Richmond County,Georgia,13,245,80672
Rockdale County,Georgia,13,247,41591
Schley County,Georgia,13,249,3185
Screven County,Georgia,13,251,7970
Seminole County,Georgia,13,253,5547
Spalding County,Georgia,13,255,40169
Stephens County,Georgia,13,257,22265
Stewart County,Georgia,13,259,2112
Sumter County,Georgia,13,261,14691
Talbot County,Georgia,13,263,2637
Taliaferro County,Georgia,13,265,797
Tattnall County,Georgia,13,267,15899
Taylor County,Georgia,13,269,5228
Telfair County,Georgia,13,271,9348
Terrell County,Georgia,13,273,3552
Thomas County,Georgia,13,275,26603
Tift County,Georgia,13,277,25459
Toombs County,Georgia,13,279,18536
Towns County,Georgia,13,281,10135
Treutlen County,Georgia,13,283,4446
Troup County,Georgia,13,285,40913
Turner County,Georgia,13,287,5183
Twiggs County,Georgia,13,289,5244
Union County,Georgia,13,291,20380
Upson County,Georgia,13,293,19057
Walker County,Georgia,13,295,63076
Walton County,Georgia,13,297,65466
Ware County,Georgia,13,299,23952
Warren County,Georgia,13,301,2194
Washington County,Georgia,13,303,9592
Wayne County,Georgia,13,305,22378
Webster County,Georgia,13,307,1532
Wheeler County,Georgia,13,309,3966
White County,Georgia,13,311,25480
Whitfield County,Georgia,13,313,79642
Wilcox County,Georgia,13,315,5507
Wilkes County,Georgia,13,317,5562
Wilkinson County,Georgia,13,319,5693
Worth County,Georgia,13,321,15175
Hawaii County,Hawaii,15,001,61035
Honolulu County,Hawaii,15,003,197515
Kauai County,Hawaii,15,007,21710
Kalawao County,Hawaii,15,005,26
Maui County,Hawaii,15,009,53556
Ada County,Idaho,16,001,350935
Adams County,Idaho,16,003,3597
Bannock County,Idaho,16,005,73194
Bear Lake County,Idaho,16,007,5866
Benewah County,Idaho,16,009,8041
Bingham County,Idaho,16,011,38068
Blaine County,Idaho,16,013,19619
Boise County,Idaho,16,015,6779
Bonner County,Idaho,16,017,39291
Bonneville County,Idaho,16,019,92998
Boundary County,Idaho,16,021,10243
Butte County,Idaho,16,023,2787
Camas County,Idaho,16,025,1075
Canyon County,Idaho,16,027,166168
Caribou County,Idaho,16,029,6597
Cassia County,Idaho,16,031,19507
Clearwater County,Idaho,16,035,8247
Custer County,Idaho,16,037,4181
Elmore County,Idaho,16,039,22812
Franklin County,Idaho,16,041,11808
Fremont County,Idaho,16,043,12645
Gem County,Idaho,16,045,15937
Gooding County,Idaho,16,047,13577
Idaho County,Idaho,16,049,15010
Jefferson County,Idaho,16,051,23003
Jerome County,Idaho,16,053,19623
Kootenai County,Idaho,16,055,128309
Latah County,Idaho,16,057,34104
Lemhi County,Idaho,16,059,7615
Lewis County,Idaho,16,061,3421
Lincoln County,Idaho,16,063,4613
Madison County,Idaho,16,065,34994
Minidoka County,Idaho,16,067,16017
Nez Perce County,Idaho,16,069,35161
Oneida County,Idaho,16,071,4060
Owyhee County,Idaho,16,073,10310
Payette County,Idaho,16,075,20419
Power County,Idaho,16,077,6814
Shoshone County,Idaho,16,079,12391
Teton County,Idaho,16,081,8985
Twin Falls County,Idaho,16,083,68983
Valley County,Idaho,16,085,9688
Washington County,Idaho,16,087,9153
Adams County,Illinois,17,001,62911
Alexander County,Illinois,17,003,5242
Bond County,Illinois,17,005,17229
Boone County,Illinois,17,007,48625
Brown County,Illinois,17,009,5551
Bureau County,Illinois,17,011,33557
Calhoun County,Illinois,17,013,5036
Carroll County,Illinois,17,015,15056
Cass County,Illinois,17,017,12411
Champaign County,Illinois,17,019,148607
Christian County,Illinois,17,021,33649
Clark County,Illinois,17,023,16233
Clay County,Illinois,17,025,13675
Clinton County,Illinois,17,027,35215
Coles County,Illinois,17,029,50173
Cook County,Illinois,17,031,2799307
Crawford County,Illinois,17,033,18480
Cumberland County,Illinois,17,035,10861
DeKalb County,Illinois,17,037,88513
De Witt County,Illinois,17,039,16133
Douglas County,Illinois,17,041,19119
DuPage County,Illinois,17,043,732256
Edgar County,Illinois,17,045,18405
Edwards County,Illinois,17,047,6545
Effingham County,Illinois,17,049,33368
Fayette County,Illinois,17,051,21567
Ford County,Illinois,17,053,13794
Franklin County,Illinois,17,055,38662
Fulton County,Illinois,17,057,35300
Gallatin County,Illinois,17,059,5627
Greene County,Illinois,17,061,13636
Grundy County,Illinois,17,063,46526
Hamilton County,Illinois,17,065,8317
Hancock County,Illinois,17,067,18787
Hardin County,Illinois,17,069,4187
Henderson County,Illinois,17,071,7159
Henry County,Illinois,17,073,47781
Iroquois County,Illinois,17,075,28909
Jackson County,Illinois,17,077,46993
Jasper County,Illinois,17,079,9634
Jefferson County,Illinois,17,081,34630
Jersey County,Illinois,17,083,22453
Jo Daviess County,Illinois,17,085,21926
Johnson County,Illinois,17,087,10800
Kane County,Illinois,17,089,375143
Kankakee County,Illinois,17,091,88644
Kendall County,Illinois,17,093,90183
Knox County,Illinois,17,095,46388
Lake County,Illinois,17,097,535647
LaSalle County,Illinois,17,099,105892
Lawrence County,Illinois,17,101,14789
Lee County,Illinois,17,103,33382
Livingston County,Illinois,17,105,36057
Logan County,Illinois,17,107,26344
McDonough County,Illinois,17,109,29777
McHenry County,Illinois,17,111,277045
McLean County,Illinois,17,113,141772
Macon County,Illinois,17,115,88859
Macoupin County,Illinois,17,117,46898
Madison County,Illinois,17,119,237886
Marion County,Illinois,17,121,37074
Marshall County,Illinois,17,123,12373
Mason County,Illinois,17,125,14630
Massac County,Illinois,17,127,14139
Menard County,Illinois,17,129,12639
Mercer County,Illinois,17,131,16183
Monroe County,Illinois,17,133,31833
Montgomery County,Illinois,17,135,28711
Morgan County,Illinois,17,137,32783
Moultrie County,Illinois,17,139,14445
Ogle County,Illinois,17,141,51088
Peoria County,Illinois,17,143,140017
Perry County,Illinois,17,145,19906
Piatt County,Illinois,17,147,16414
Pike County,Illinois,17,149,16059
Pope County,Illinois,17,151,4188
Pulaski County,Illinois,17,153,4062
Putnam County,Illinois,17,155,5749
Randolph County,Illinois,17,157,29579
Richland County,Illinois,17,159,15650
Rock Island County,Illinois,17,161,120440
Saint Clair County,Illinois,17,163,174596
Saline County,Illinois,17,165,23427
Sangamon County,Illinois,17,167,164902
Schuyler County,Illinois,17,169,7204
Scott County,Illinois,17,171,5337
Shelby County,Illinois,17,173,22063
Stark County,Illinois,17,175,5971
Stephenson County,Illinois,17,177,41818
Tazewell County,Illinois,17,179,129211
Union County,Illinois,17,181,17144
Vermilion County,Illinois,17,183,68091
Wabash County,Illinois,17,185,11784
Warren County,Illinois,17,187,16134
Washington County,Illinois,17,189,14528
Wayne County,Illinois,17,191,16549
White County,Illinois,17,193,14517
Whiteside County,Illinois,17,195,54329
Will County,Illinois,17,197,516603
Williamson County,Illinois,17,199,61328
Winnebago County,Illinois,17,201,238257
Woodford County,Illinois,17,203,37374
Adams County,Indiana,18,001,33126
Allen County,Indiana,18,003,282369
Bartholomew County,Indiana,18,005,69947
Benton County,Indiana,18,007,8598
Blackford County,Indiana,18,009,12683
Boone County,Indiana,18,011,52405
Brown County,Indiana,18,013,14875
Carroll County,Indiana,18,015,19614
Cass County,Indiana,18,017,35401
Clark County,Indiana,18,019,94871
Clay County,Indiana,18,021,26412
Clinton County,Indiana,18,023,31269
Crawford County,Indiana,18,025,10569
Daviess County,Indiana,18,027,29975
Dearborn County,Indiana,18,029,48453
Decatur County,Indiana,18,031,24972
DeKalb County,Indiana,18,033,40933
Delaware County,Indiana,18,035,105144
Dubois County,Indiana,18,037,40510
Elkhart County,Indiana,18,039,166717
Fayette County,Indiana,18,041,23595
Floyd County,Indiana,18,043,67418
Fountain County,Indiana,18,045,16825
Franklin County,Indiana,18,047,22828
Fulton County,Indiana,18,049,19634
Gibson County,Indiana,18,051,31897
Grant County,Indiana,18,053,62331
Greene County,Indiana,18,055,32391
Hamilton County,Indiana,18,057,233080
Hancock County,Indiana,18,059,64884
Harrison County,Indiana,18,061,37499
Hendricks County,Indiana,18,063,128194
Henry County,Indiana,18,065,47005
Howard County,Indiana,18,067,74188
Huntington County,Indiana,18,069,36372
Jackson County,Indiana,18,071,40481
Jasper County,Indiana,18,073,32145
Jay County,Indiana,18,075,20867
Jefferson County,Indiana,18,077,30722
Jennings County,Indiana,18,079,27824
Johnson County,Indiana,18,081,128589
Knox County,Indiana,18,083,36480
Kosciusko County,Indiana,18,085,71104
LaGrange County,Indiana,18,087,35506
Lake County,Indiana,18,089,309443
LaPorte County,Indiana,18,091,94684
Lawrence County,Indiana,18,093,45101
Madison County,Indiana,18,095,116051
Marion County,Indiana,18,097,580466
Marshall County,Indiana,18,099,43289
Martin County,Indiana,18,101,10131
Miami County,Indiana,18,103,34051
Monroe County,Indiana,18,105,118875
Montgomery County,Indiana,18,107,36851
Morgan County,Indiana,18,109,67085
Newton County,Indiana,18,111,13882
Noble County,Indiana,18,113,43537
Ohio County,Indiana,18,115,5913
Orange County,Indiana,18,117,19306
Owen County,Indiana,18,119,21285
Parke County,Indiana,18,121,16714
Perry County,Indiana,18,123,18539
Pike County,Indiana,18,125,12727
Porter County,Indiana,18,127,150082
Posey County,Indiana,18,129,25290
Pulaski County,Indiana,18,131,13247
Putnam County,Indiana,18,133,35720
Randolph County,Indiana,18,135,25261
Ripley County,Indiana,18,137,27879
Rush County,Indiana,18,139,17091
Saint Joseph County,Indiana,18,141,212853
Scott County,Indiana,18,143,23661
Shelby County,Indiana,18,145,41919
Spencer County,Indiana,18,147,20385
Starke County,Indiana,18,149,22598
Steuben County,Indiana,18,151,31443
Sullivan County,Indiana,18,153,20449
Switzerland County,Indiana,18,155,10271
Tippecanoe County,Indiana,18,157,145020
Tipton County,Indiana,18,159,16010
Union County,Indiana,18,161,7241
Vanderburgh County,Indiana,18,163,155193
