County,State,State_FIPS,County_FIPS,white_population
Walker County,Alabama,01,127,60778
Washington County,Alabama,01,129,11333
Wilcox County,Alabama,01,131,3112
Winston County,Alabama,01,133,23442
Anchorage Municipality,Alaska,02,020,195521
Bethel Census Area,Alaska,02,050,2001
Bristol Bay Borough,Alaska,02,060,521
Fairbanks North Star Borough,Alaska,02,090,76665
Haines Borough,Alaska,02,100,2057
Juneau City and Borough,Alaska,02,110,22205
Kenai Peninsula Borough,Alaska,02,122,47497
Kodiak Island Borough,Alaska,02,150,7660
Matanuska-Susitna Borough,Alaska,02,170,77586
Nome Census Area,Alaska,02,180,1664
North Slope Borough,Alaska,02,185,3101
Sitka City and Borough,Alaska,02,220,5865
Southeast Fairbanks Census Area,Alaska,02,240,5678
Valdez-Cordova Census Area,Alaska,02,261,7079
Wade Hampton Census Area,Alaska,02,270,276
Northwest Arctic Borough,Alaska,02,188,902
Aleutians East Borough,Alaska,02,013,720
Aleutians West Census Area,Alaska,02,016,1826
Dillingham Census Area,Alaska,02,070,896
Lake and Peninsula Borough,Alaska,02,164,340
Denali Borough,Alaska,02,068,1820
Yukon-Koyukuk Census Area,Alaska,02,290,1261
Hoonah-Angoon Census Area,Alaska,02,105,1041
Skagway Municipality,Alaska,02,230,844
Yakutat City and Borough,Alaska,02,282,215
Ketchikan Gateway Borough,Alaska,02,130,9233
Petersburg Borough,Alaska,02,195,2733
Prince of Wales-Hyder Census Area,Alaska,02,198,2827
Wrangell City and Borough,Alaska,02,275,1604
Apache County,Arizona,04,001,17165
Cochise County,Arizona,04,003,104532
Coconino County,Arizona,04,005,83712
Gila County,Arizona,04,007,42459
Graham County,Arizona,04,009,28395
Greenlee County,Arizona,04,011,7589
Maricopa County,Arizona,04,013,3137012
Mohave County,Arizona,04,015,179492
Navajo County,Arizona,04,017,52711
Pima County,Arizona,04,019,782731
Pinal County,Arizona,04,021,298828
Santa Cruz County,Arizona,04,023,35147
Yavapai County,Arizona,04,025,194869
La Paz County,Arizona,04,012,14588
Yuma County,Arizona,04,027,152509
Arkansas County,Arkansas,05,001,13727
Ashley County,Arkansas,05,003,15237
Baxter County,Arkansas,05,005,39951
Benton County,Arkansas,05,007,198416
Boone County,Arkansas,05,009,35856
Bradley County,Arkansas,05,011,6991
Calhoun County,Arkansas,05,013,3936
Carroll County,Arkansas,05,015,25397
Chicot County,Arkansas,05,017,4827
Clark County,Arkansas,05,019,16854
Clay County,Arkansas,05,021,15378
Cleburne County,Arkansas,05,023,25158
Cleveland County,Arkansas,05,025,7375
Columbia County,Arkansas,05,027,14740
Conway County,Arkansas,05,029,18177
Craighead County,Arkansas,05,031,81730
Crawford County,Arkansas,05,033,56307
Crittenden County,Arkansas,05,035,23236
Cross County,Arkansas,05,037,13380
Dallas County,Arkansas,05,039,4449
Desha County,Arkansas,05,041,6196
Drew County,Arkansas,05,043,12975
Faulkner County,Arkansas,05,045,98484
Franklin County,Arkansas,05,047,17165
Fulton County,Arkansas,05,049,11915
Garland County,Arkansas,05,051,82093
Grant County,Arkansas,05,053,17098
Greene County,Arkansas,05,055,41228
Hempstead County,Arkansas,05,057,14850
Hot Spring County,Arkansas,05,059,28641
Howard County,Arkansas,05,061,9473
Independence County,Arkansas,05,063,34774
Izard County,Arkansas,05,065,12998
Jackson County,Arkansas,05,067,14320
Jefferson County,Arkansas,05,069,31830
Johnson County,Arkansas,05,071,23919
Lafayette County,Arkansas,05,073,4624
Lawrence County,Arkansas,05,075,16795
Lee County,Arkansas,05,077,4372
Lincoln County,Arkansas,05,079,9414
Little River County,Arkansas,05,081,9688
Logan County,Arkansas,05,083,20846
Lonoke County,Arkansas,05,085,62158
Madison County,Arkansas,05,087,14933
Marion County,Arkansas,05,089,16027
Miller County,Arkansas,05,091,31333
Mississippi County,Arkansas,05,093,29047
Monroe County,Arkansas,05,095,4546
Montgomery County,Arkansas,05,097,8913
Nevada County,Arkansas,05,099,6017
Newton County,Arkansas,05,101,7808
Ouachita County,Arkansas,05,103,14763
Perry County,Arkansas,05,105,9830
Phillips County,Arkansas,05,107,7702
Pike County,Arkansas,05,109,10035
Poinsett County,Arkansas,05,111,21957
Polk County,Arkansas,05,113,19084
Pope County,Arkansas,05,115,56733
Prairie County,Arkansas,05,117,7380
Pulaski County,Arkansas,05,119,229193
Randolph County,Arkansas,05,121,17329
Saint Francis County,Arkansas,05,123,12454
Saline County,Arkansas,05,125,99969
Scott County,Arkansas,05,127,9950
Searcy County,Arkansas,05,129,7749
Sebastian County,Arkansas,05,131,104959
Sevier County,Arkansas,05,133,11486
Sharp County,Arkansas,05,135,16541
Stone County,Arkansas,05,137,12149
Union County,Arkansas,05,139,26596
Van Buren County,Arkansas,05,141,16430
Washington County,Arkansas,05,143,162894
White County,Arkansas,05,145,71393
Woodruff County,Arkansas,05,147,5009
Yell County,Arkansas,05,149,18259
Alameda County,California,06,001,700110
Alpine County,California,06,003,848
Amador County,California,06,005,32766
Butte County,California,06,007,185351
Calaveras County,California,06,009,41320
Colusa County,California,06,011,16642
Contra Costa County,California,06,013,672957
Del Norte County,California,06,015,21356
El Dorado County,California,06,017,158210
Fresno County,California,06,019,560516
Glenn County,California,06,021,23178
Humboldt County,California,06,023,111409
Imperial County,California,06,025,119903
Inyo County,California,06,027,15014
Kern County,California,06,029,613143
Kings County,California,06,031,108970
Lake County,California,06,033,52877
Lassen County,California,06,035,24441
Los Angeles County,California,06,037,5277461
Madera County,California,06,039,123945
Marin County,California,06,041,202139
Mariposa County,California,06,043,15944
Mendocino County,California,06,045,71752
Merced County,California,06,047,172936
Modoc County,California,06,049,8445
Mono County,California,06,051,12050
Monterey County,California,06,053,314643
Napa County,California,06,055,108198
Nevada County,California,06,057,91072
Orange County,California,06,059,1912743
Placer County,California,06,061,299557
Plumas County,California,06,063,17784
Riverside County,California,06,065,1475081
Sacramento County,California,06,067,860827
San Benito County,California,06,069,46772
San Bernardino County,California,06,071,1294675
San Diego County,California,06,073,2241045
San Francisco County,California,06,075,411561
San Joaquin County,California,06,077,407287
San Luis Obispo County,California,06,079,228238
San Mateo County,California,06,081,423875
Santa Barbara County,California,06,083,315639
Santa Clara County,California,06,085,900332
Santa Cruz County,California,06,087,215390
Shasta County,California,06,089,155190
Sierra County,California,06,091,2866
Siskiyou County,California,06,093,38396
Solano County,California,06,095,223454
Sonoma County,California,06,097,389753
Stanislaus County,California,06,099,396550
Sutter County,California,06,101,63332
Tehama County,California,06,103,55071
Trinity County,California,06,105,12003
Tulare County,California,06,107,359118
Tuolumne County,California,06,109,47788
Ventura County,California,06,111,629868
Yolo County,California,06,113,134753
Yuba County,California,06,115,50623
Alamosa County,Colorado,08,003,13052
Archuleta County,Colorado,08,007,10694
Baca County,Colorado,08,009,3574
Bent County,Colorado,08,011,5015
Chaffee County,Colorado,08,015,17055
Cheyenne County,Colorado,08,017,2129
Clear Creek County,Colorado,08,019,8524
Conejos County,Colorado,08,021,7025
Costilla County,Colorado,08,023,2953
Crowley County,Colorado,08,025,4816
Custer County,Colorado,08,027,4132
Delta County,Colorado,08,029,29122
Dolores County,Colorado,08,033,1644
Douglas County,Colorado,08,035,267064
Eagle County,Colorado,08,037,47028
Elbert County,Colorado,08,039,22216
El Paso County,Colorado,08,041,515313
Fremont County,Colorado,08,043,40171
Garfield County,Colorado,08,045,51193
Gilpin County,Colorado,08,047,5049
Grand County,Colorado,08,049,13439
Gunnison County,Colorado,08,051,14728
Huerfano County,Colorado,08,055,5051
Jackson County,Colorado,08,057,1334
Kiowa County,Colorado,08,061,1394
Kit Carson County,Colorado,08,063,7749
Lake County,Colorado,08,065,5899
La Plata County,Colorado,08,067,45749
Larimer County,Colorado,08,069,278420
Las Animas County,Colorado,08,071,12826
Lincoln County,Colorado,08,073,4685
Logan County,Colorado,08,075,20957
Mesa County,Colorado,08,077,134785
Moffat County,Colorado,08,081,12531
Montezuma County,Colorado,08,083,21291
Montrose County,Colorado,08,085,37313
Morgan County,Colorado,08,087,25265
Otero County,Colorado,08,089,16979
Ouray County,Colorado,08,091,4351
Park County,Colorado,08,093,15503
Phillips County,Colorado,08,095,4118
Pitkin County,Colorado,08,097,16216
Prowers County,Colorado,08,099,11661
Pueblo County,Colorado,08,101,127247
Rio Blanco County,Colorado,08,103,6428
Rio Grande County,Colorado,08,105,9578
Routt County,Colorado,08,107,22438
Saguache County,Colorado,08,109,5102
San Miguel County,Colorado,08,113,7238
Sedgwick County,Colorado,08,115,2204
Summit County,Colorado,08,117,25054
Teller County,Colorado,08,119,21938
Washington County,Colorado,08,121,4623
Yuma County,Colorado,08,125,9416
Adams County,Colorado,08,001,363206
Arapahoe County,Colorado,08,005,437019
Boulder County,Colorado,08,013,263961
Broomfield County,Colorado,08,014,49804
Denver County,Colorado,08,031,458669
Jefferson County,Colorado,08,059,489943
Weld County,Colorado,08,123,225083
Fairfield County,Connecticut,09,001,694586
Hartford County,Connecticut,09,003,652952
Litchfield County,Connecticut,09,005,177287
Middlesex County,Connecticut,09,007,147489
New Haven County,Connecticut,09,009,649673
New London County,Connecticut,09,011,225906
Tolland County,Connecticut,09,013,136835
Windham County,Connecticut,09,015,107826
Kent County,Delaware,10,001,112559
New Castle County,Delaware,10,003,361966
Sussex County,Delaware,10,005,160949
Alachua County,Florida,12,001,174974
Baker County,Florida,12,003,22758
Bay County,Florida,12,005,140914
Bradford County,Florida,12,007,21560
Brevard County,Florida,12,009,456026
Broward County,Florida,12,011,1129974
Calhoun County,Florida,12,013,12020
Charlotte County,Florida,12,015,146266
Citrus County,Florida,12,017,130835
Clay County,Florida,12,019,158978
Collier County,Florida,12,021,287351
Columbia County,Florida,12,023,52384
Miami-Dade County,Florida,12,086,1916250
DeSoto County,Florida,12,027,28461
Dixie County,Florida,12,029,14218
Duval County,Florida,12,031,539304
Escambia County,Florida,12,033,208609
Flagler County,Florida,12,035,78444
Franklin County,Florida,12,037,9444
Gadsden County,Florida,12,039,17902
Gilchrist County,Florida,12,041,15531
Glades County,Florida,12,043,10261
Gulf County,Florida,12,045,12279
Hamilton County,Florida,12,047,8889
Hardee County,Florida,12,049,22191
Hendry County,Florida,12,051,26406
Hernando County,Florida,12,053,155440
Highlands County,Florida,12,055,83588
Hillsborough County,Florida,12,057,913889
Holmes County,Florida,12,059,17934
Indian River County,Florida,12,061,120850
Jackson County,Florida,12,063,34048
Jefferson County,Florida,12,065,8701
Lafayette County,Florida,12,067,6925
Lake County,Florida,12,069,250925
Lee County,Florida,12,071,533670
Leon County,Florida,12,073,175105
Levy County,Florida,12,075,35177
Liberty County,Florida,12,077,6295
Madison County,Florida,12,079,10922
Manatee County,Florida,12,081,276626
Marion County,Florida,12,083,271846
Martin County,Florida,12,085,128198
Monroe County,Florida,12,087,66376
Nassau County,Florida,12,089,67032
Okaloosa County,Florida,12,091,149824
Okeechobee County,Florida,12,093,33703
Orange County,Florida,12,095,766259
Osceola County,Florida,12,097,212949
Palm Beach County,Florida,12,099,1015518
Pasco County,Florida,12,101,418289
Pinellas County,Florida,12,103,765324
Polk County,Florida,12,105,481454
Putnam County,Florida,12,107,57225
Saint Johns County,Florida,12,109,176628
Saint Lucie County,Florida,12,111,204921
Santa Rosa County,Florida,12,113,135058
Sarasota County,Florida,12,115,349248
Seminole County,Florida,12,117,344150
Sumter County,Florida,12,119,86428
Suwannee County,Florida,12,121,35633
Taylor County,Florida,12,123,17133
Union County,Florida,12,125,11361
Volusia County,Florida,12,127,407579
Wakulla County,Florida,12,129,25312
Walton County,Florida,12,131,49055
Washington County,Florida,12,133,19694
Appling County,Georgia,13,001,13986
Atkinson County,Georgia,13,003,5425
Bacon County,Georgia,13,005,8734
Baker County,Georgia,13,007,1345
Baldwin County,Georgia,13,009,25345
Banks County,Georgia,13,011,17103
Barrow County,Georgia,13,013,56235
Bartow County,Georgia,13,015,83685
Ben Hill County,Georgia,13,017,10608
Berrien County,Georgia,13,019,16120
Bibb County,Georgia,13,021,67677
Bleckley County,Georgia,13,023,9054
Brantley County,Georgia,13,025,17504
Brooks County,Georgia,13,027,9433
Bryan County,Georgia,13,029,25130
Bulloch County,Georgia,13,031,47070
Burke County,Georgia,13,033,11197
Butts County,Georgia,13,035,16504
Calhoun County,Georgia,13,037,2254
Camden County,Georgia,13,039,38101
Candler County,Georgia,13,043,7442
Carroll County,Georgia,13,045,85370
Catoosa County,Georgia,13,047,60396
Charlton County,Georgia,13,049,9405
Chatham County,Georgia,13,051,147373
Chattahoochee County,Georgia,13,053,8294
Chattooga County,Georgia,13,055,22051
Cherokee County,Georgia,13,057,189362
Clarke County,Georgia,13,059,77814
Clay County,Georgia,13,061,1104
Clayton County,Georgia,13,063,56804
Clinch County,Georgia,13,065,4727
Cobb County,Georgia,13,067,440885
Coffee County,Georgia,13,069,27501
Colquitt County,Georgia,13,071,31124
Columbia County,Georgia,13,073,97731
Cook County,Georgia,13,075,11665
Coweta County,Georgia,13,077,100107
Crawford County,Georgia,13,079,9289
Crisp County,Georgia,13,081,12681
Dade County,Georgia,13,083,15885
Dawson County,Georgia,13,085,21242
Decatur County,Georgia,13,087,14862
DeKalb County,Georgia,13,089,247659
Dodge County,Georgia,13,091,14574
Dooly County,Georgia,13,093,6576
Dougherty County,Georgia,13,095,27839
Douglas County,Georgia,13,097,72219
Early County,Georgia,13,099,5143
Echols County,Georgia,13,101,3180
Effingham County,Georgia,13,103,43783
Elbert County,Georgia,13,105,13271
Emanuel County,Georgia,13,107,13905
Evans County,Georgia,13,109,6561
Fannin County,Georgia,13,111,22922
Fayette County,Georgia,13,113,77153
Floyd County,Georgia,13,115,75261
Forsyth County,Georgia,13,117,156889
Franklin County,Georgia,13,119,19094
Fulton County,Georgia,13,121,432915
Gilmer County,Georgia,13,123,26093
Glascock County,Georgia,13,125,2773
Glynn County,Georgia,13,127,53870
Gordon County,Georgia,13,129,48398
Grady County,Georgia,13,131,15955
Greene County,Georgia,13,133,9276
Gwinnett County,Georgia,13,135,433200
Habersham County,Georgia,13,137,38065
Hall County,Georgia,13,139,149939
Hancock County,Georgia,13,141,2224
Haralson County,Georgia,13,143,26341
Harris County,Georgia,13,145,25621
Hart County,Georgia,13,147,19537
Heard County,Georgia,13,149,10234
Henry County,Georgia,13,151,113020
Houston County,Georgia,13,153,89838
Irwin County,Georgia,13,155,6685
Jackson County,Georgia,13,157,53632
Jasper County,Georgia,13,159,10177
Jeff Davis County,Georgia,13,161,11708
Jefferson County,Georgia,13,163,7164
Jenkins County,Georgia,13,165,5148
Johnson County,Georgia,13,167,6163
Jones County,Georgia,13,169,21103
Lamar County,Georgia,13,171,11917
Lanier County,Georgia,13,173,7211
Laurens County,Georgia,13,175,29631
Lee County,Georgia,13,177,21761
Liberty County,Georgia,13,179,30639
Lincoln County,Georgia,13,181,5168
Long County,Georgia,13,183,9848
Lowndes County,Georgia,13,185,64175
Lumpkin County,Georgia,13,187,28598
McDuffie County,Georgia,13,189,12482
McIntosh County,Georgia,13,191,8609
Macon County,Georgia,13,193,5158
Madison County,Georgia,13,195,24272
Marion County,Georgia,13,197,5160
Meriwether County,Georgia,13,199,12460
Miller County,Georgia,13,201,4208
Mitchell County,Georgia,13,205,11445
Monroe County,Georgia,13,207,19620
Montgomery County,Georgia,13,209,6498
Morgan County,Georgia,13,211,13131
Murray County,Georgia,13,213,37429
Muscogee County,Georgia,13,215,90595
Newton County,Georgia,13,217,55217
Oconee County,Georgia,13,219,29583
Oglethorpe County,Georgia,13,221,11532
Paulding County,Georgia,13,223,114219
Peach County,Georgia,13,225,12987
Pickens County,Georgia,13,227,28266
Pierce County,Georgia,13,229,16145
Pike County,Georgia,13,231,15563
Polk County,Georgia,13,233,32550
Pulaski County,Georgia,13,235,7861
Putnam County,Georgia,13,237,14614
Quitman County,Georgia,13,239,1014
Rabun County,Georgia,13,241,15220
Randolph County,Georgia,13,243,2661
Richmond County,Georgia,13,245,79813
Rockdale County,Georgia,13,247,39035
Schley County,Georgia,13,249,3390
Screven County,Georgia,13,251,7964
Seminole County,Georgia,13,253,5631
Spalding County,Georgia,13,255,40400
Stephens County,Georgia,13,257,22078
Stewart County,Georgia,13,259,1681
Sumter County,Georgia,13,261,14090
Talbot County,Georgia,13,263,2645
Taliaferro County,Georgia,13,265,735
Tattnall County,Georgia,13,267,16212
Taylor County,Georgia,13,269,5102
Telfair County,Georgia,13,271,9831
Terrell County,Georgia,13,273,3469
Thomas County,Georgia,13,275,26592
Tift County,Georgia,13,277,25217
Toombs County,Georgia,13,279,18860
Towns County,Georgia,13,281,10138
Treutlen County,Georgia,13,283,4653
Troup County,Georgia,13,285,41377
Turner County,Georgia,13,287,4872
Twiggs County,Georgia,13,289,4921
Union County,Georgia,13,291,20680
Upson County,Georgia,13,293,18947
Walker County,Georgia,13,295,63389
Walton County,Georgia,13,297,67546
Ware County,Georgia,13,299,23931
Warren County,Georgia,13,301,2115
Washington County,Georgia,13,303,9589
Wayne County,Georgia,13,305,22449
Webster County,Georgia,13,307,1501
Wheeler County,Georgia,13,309,4537
White County,Georgia,13,311,26093
Whitfield County,Georgia,13,313,89609
Wilcox County,Georgia,13,315,5480
Wilkes County,Georgia,13,317,5421
Wilkinson County,Georgia,13,319,5707
Worth County,Georgia,13,321,15098
Hawaii County,Hawaii,15,001,61793
Honolulu County,Hawaii,15,003,205420
Kauai County,Hawaii,15,007,22688
Kalawao County,Hawaii,15,005,33
Maui County,Hawaii,15,009,54554
Ada County,Idaho,16,001,368528
Adams County,Idaho,16,003,3724
Bannock County,Idaho,16,005,75158
Bear Lake County,Idaho,16,007,5806
Benewah County,Idaho,16,009,7960
Bingham County,Idaho,16,011,39671
Blaine County,Idaho,16,013,18742
Boise County,Idaho,16,015,6682
Bonner County,Idaho,16,017,39101
Bonneville County,Idaho,16,019,95910
Boundary County,Idaho,16,021,10239
Butte County,Idaho,16,023,2631
Camas County,Idaho,16,025,1133
Canyon County,Idaho,16,027,175620
Caribou County,Idaho,16,029,6762
Cassia County,Idaho,16,031,21014
Clearwater County,Idaho,16,035,8143
Custer County,Idaho,16,037,4243
Elmore County,Idaho,16,039,22125
Franklin County,Idaho,16,041,12352
Fremont County,Idaho,16,043,12404
Gem County,Idaho,16,045,15879
Gooding County,Idaho,16,047,12986
Idaho County,Idaho,16,049,15320
Jefferson County,Idaho,16,051,24795
Jerome County,Idaho,16,053,19855
Kootenai County,Idaho,16,055,133515
Latah County,Idaho,16,057,35183
Lemhi County,Idaho,16,059,7583
Lewis County,Idaho,16,061,3523
Lincoln County,Idaho,16,063,4578
Madison County,Idaho,16,065,35742
Minidoka County,Idaho,16,067,17267
Nez Perce County,Idaho,16,069,35576
Oneida County,Idaho,16,071,4115
Owyhee County,Idaho,16,073,10285
Payette County,Idaho,16,075,20976
Power County,Idaho,16,077,6759
Shoshone County,Idaho,16,079,12228
Teton County,Idaho,16,081,9973
Twin Falls County,Idaho,16,083,72065
Valley County,Idaho,16,085,9539
Washington County,Idaho,16,087,9257
Adams County,Illinois,17,001,62691
Alexander County,Illinois,17,003,4886
Bond County,Illinois,17,005,16165
Boone County,Illinois,17,007,48666
Brown County,Illinois,17,009,5714
Bureau County,Illinois,17,011,33210
Calhoun County,Illinois,17,013,4978
Carroll County,Illinois,17,015,14632
Cass County,Illinois,17,017,12000
Champaign County,Illinois,17,019,151026
Christian County,Illinois,17,021,33336
Clark County,Illinois,17,023,15945
Clay County,Illinois,17,025,13313
Clinton County,Illinois,17,027,35618
Coles County,Illinois,17,029,49961
Cook County,Illinois,17,031,2955886
Crawford County,Illinois,17,033,18325
Cumberland County,Illinois,17,035,10798
DeKalb County,Illinois,17,037,87960
De Witt County,Illinois,17,039,15972
Douglas County,Illinois,17,041,19069
DuPage County,Illinois,17,043,740739
Edgar County,Illinois,17,045,18020
Edwards County,Illinois,17,047,6540
Effingham County,Illinois,17,049,33376
Fayette County,Illinois,17,051,20716
Ford County,Illinois,17,053,13690
Franklin County,Illinois,17,055,38568
Fulton County,Illinois,17,057,34855
Gallatin County,Illinois,17,059,5347
Greene County,Illinois,17,061,13463
Grundy County,Illinois,17,063,47649
Hamilton County,Illinois,17,065,8242
Hancock County,Illinois,17,067,18549
Hardin County,Illinois,17,069,4051
Henderson County,Illinois,17,071,6939
Henry County,Illinois,17,073,47446
Iroquois County,Illinois,17,075,28260
Jackson County,Illinois,17,077,46977
Jasper County,Illinois,17,079,9489
Jefferson County,Illinois,17,081,34048
Jersey County,Illinois,17,083,22345
Jo Daviess County,Illinois,17,085,21992
Johnson County,Illinois,17,087,11304
Kane County,Illinois,17,089,380303
Kankakee County,Illinois,17,091,89959
Kendall County,Illinois,17,093,97755
Knox County,Illinois,17,095,45973
Lake County,Illinois,17,097,552805
LaSalle County,Illinois,17,099,106836
Lawrence County,Illinois,17,101,12675
Lee County,Illinois,17,103,32753
Livingston County,Illinois,17,105,35633
Logan County,Illinois,17,107,24765
McDonough County,Illinois,17,109,29483
McHenry County,Illinois,17,111,279631
McLean County,Illinois,17,113,144639
Macon County,Illinois,17,115,87351
Macoupin County,Illinois,17,117,46241
Madison County,Illinois,17,119,238129
Marion County,Illinois,17,121,36417
Marshall County,Illinois,17,123,11999
Mason County,Illinois,17,125,14212
Massac County,Illinois,17,127,13721
Menard County,Illinois,17,129,12370
Mercer County,Illinois,17,131,15945
Monroe County,Illinois,17,133,32551
Montgomery County,Illinois,17,135,26905
Morgan County,Illinois,17,137,32426
Moultrie County,Illinois,17,139,14607
Ogle County,Illinois,17,141,51016
Peoria County,Illinois,17,143,140356
Perry County,Illinois,17,145,19554
Piatt County,Illinois,17,147,16288
Pike County,Illinois,17,149,15807
Pope County,Illinois,17,151,4147
Pulaski County,Illinois,17,153,3866
Putnam County,Illinois,17,155,5707
Randolph County,Illinois,17,157,29400
Richland County,Illinois,17,159,15751
Rock Island County,Illinois,17,161,120312
Saint Clair County,Illinois,17,163,175392
Saline County,Illinois,17,165,23278
Sangamon County,Illinois,17,167,165471
Schuyler County,Illinois,17,169,7242
Scott County,Illinois,17,171,5255
Shelby County,Illinois,17,173,21976
Stark County,Illinois,17,175,5806
Stephenson County,Illinois,17,177,41201
Tazewell County,Illinois,17,179,130703
Union County,Illinois,17,181,16949
Vermilion County,Illinois,17,183,67356
Wabash County,Illinois,17,185,11510
Warren County,Illinois,17,187,16210
Washington County,Illinois,17,189,14250
Wayne County,Illinois,17,191,16359
White County,Illinois,17,193,14394
Whiteside County,Illinois,17,195,53933
Will County,Illinois,17,197,518956
Williamson County,Illinois,17,199,61907
Winnebago County,Illinois,17,201,233936
Woodford County,Illinois,17,203,37782
Adams County,Indiana,18,001,33553
Allen County,Indiana,18,003,286171
Bartholomew County,Indiana,18,005,68934
Benton County,Indiana,18,007,8657
Blackford County,Indiana,18,009,12382
Boone County,Indiana,18,011,55100
Brown County,Indiana,18,013,14762
Carroll County,Indiana,18,015,19772
Cass County,Indiana,18,017,34353
Clark County,Indiana,18,019,98805
Clay County,Indiana,18,021,26242
Clinton County,Indiana,18,023,31001
Crawford County,Indiana,18,025,10403
Daviess County,Indiana,18,027,30908
Dearborn County,Indiana,18,029,48658
Decatur County,Indiana,18,031,25130
DeKalb County,Indiana,18,033,40972
Delaware County,Indiana,18,035,104843
Dubois County,Indiana,18,037,40745
Elkhart County,Indiana,18,039,170022
Fayette County,Indiana,18,041,23385
Floyd County,Indiana,18,043,68313
Fountain County,Indiana,18,045,16628
Franklin County,Indiana,18,047,22645
Fulton County,Indiana,18,049,19856
Gibson County,Indiana,18,051,31857
Grant County,Indiana,18,053,62025
Greene County,Indiana,18,055,32386
Hamilton County,Indiana,18,057,249358
Hancock County,Indiana,18,059,67239
Harrison County,Indiana,18,061,38249
Hendricks County,Indiana,18,063,133892
Henry County,Indiana,18,065,47053
Howard County,Indiana,18,067,73372
Huntington County,Indiana,18,069,35997
Jackson County,Indiana,18,071,40050
Jasper County,Indiana,18,073,32564
Jay County,Indiana,18,075,20984
Jefferson County,Indiana,18,077,30718
Jennings County,Indiana,18,079,27587
Johnson County,Indiana,18,081,132712
Knox County,Indiana,18,083,36249
Kosciusko County,Indiana,18,085,72109
LaGrange County,Indiana,18,087,36593
Lake County,Indiana,18,089,307902
LaPorte County,Indiana,18,091,94796
Lawrence County,Indiana,18,093,44714
Madison County,Indiana,18,095,115801
Marion County,Indiana,18,097,578316
Marshall County,Indiana,18,099,44078
Martin County,Indiana,18,101,10065
Miami County,Indiana,18,103,33433
Monroe County,Indiana,18,105,122116
Montgomery County,Indiana,18,107,36858
Morgan County,Indiana,18,109,67504
Newton County,Indiana,18,111,13800
Noble County,Indiana,18,113,45959
Ohio County,Indiana,18,115,5938
Orange County,Indiana,18,117,19233
Owen County,Indiana,18,119,21010
Parke County,Indiana,18,121,16610
Perry County,Indiana,18,123,18489
Pike County,Indiana,18,125,12713
Porter County,Indiana,18,127,152665
Posey County,Indiana,18,129,24892
Pulaski County,Indiana,18,131,12897
Putnam County,Indiana,18,133,35411
Randolph County,Indiana,18,135,25236
Ripley County,Indiana,18,137,27902
Rush County,Indiana,18,139,16808
Saint Joseph County,Indiana,18,141,212416
Scott County,Indiana,18,143,23477
Shelby County,Indiana,18,145,41919
Spencer County,Indiana,18,147,20186
Starke County,Indiana,18,149,22610
Steuben County,Indiana,18,151,32044
Sullivan County,Indiana,18,153,19967
Switzerland County,Indiana,18,155,10270
Tippecanoe County,Indiana,18,157,150497
Tipton County,Indiana,18,159,15478
Union County,Indiana,18,161,7173
