County,State,State_FIPS,County_FIPS,health_insurance_rate
Sebastian County,Arkansas,05,131,86.3
Sevier County,Arkansas,05,133,81.4
Sharp County,Arkansas,05,135,85.4
Stone County,Arkansas,05,137,88.3
Union County,Arkansas,05,139,86.9
Van Buren County,Arkansas,05,141,84.6
Washington County,Arkansas,05,143,86.5
White County,Arkansas,05,145,87.7
Woodruff County,Arkansas,05,147,83.7
Yell County,Arkansas,05,149,87.4
Alameda County,California,06,001,91.6
Alpine County,California,06,003,85.2
Amador County,California,06,005,93.0
Butte County,California,06,007,89.3
Calaveras County,California,06,009,91.7
Colusa County,California,06,011,84.4
Contra Costa County,California,06,013,91.5
Del Norte County,California,06,015,89.2
El Dorado County,California,06,017,92.4
Fresno County,California,06,019,85.8
Glenn County,California,06,021,85.5
Humboldt County,California,06,023,85.6
Imperial County,California,06,025,85.2
Inyo County,California,06,027,89.7
Kern County,California,06,029,86.7
Kings County,California,06,031,87.3
Lake County,California,06,033,85.4
Lassen County,California,06,035,91.8
Los Angeles County,California,06,037,84.1
Madera County,California,06,039,85.7
Marin County,California,06,041,93.6
Mariposa County,California,06,043,92.7
Mendocino County,California,06,045,87.4
Merced County,California,06,047,87.0
Modoc County,California,06,049,85.6
Mono County,California,06,051,80.1
Monterey County,California,06,053,83.9
Napa County,California,06,055,90.9
Nevada County,California,06,057,88.8
Orange County,California,06,059,87.7
Placer County,California,06,061,92.3
Plumas County,California,06,063,89.7
Riverside County,California,06,065,85.3
Sacramento County,California,06,067,89.6
San Benito County,California,06,069,88.6
San Bernardino County,California,06,071,85.9
San Diego County,California,06,073,87.8
San Francisco County,California,06,075,93.1
San Joaquin County,California,06,077,88.3
San Luis Obispo County,California,06,079,89.9
San Mateo County,California,06,081,92.8
Santa Barbara County,California,06,083,86.4
Santa Clara County,California,06,085,92.3
Santa Cruz County,California,06,087,89.8
Shasta County,California,06,089,88.4
Sierra County,California,06,091,91.9
Siskiyou County,California,06,093,90.1
Solano County,California,06,095,90.8
Sonoma County,California,06,097,89.9
Stanislaus County,California,06,099,88.5
Sutter County,California,06,101,86.8
Tehama County,California,06,103,89.2
Trinity County,California,06,105,83.6
Tulare County,California,06,107,85.1
Tuolumne County,California,06,109,91.3
Ventura County,California,06,111,87.7
Yolo County,California,06,113,90.6
Yuba County,California,06,115,87.8
Alamosa County,Colorado,08,003,86.9
Archuleta County,Colorado,08,007,79.7
Baca County,Colorado,08,009,87.0
Bent County,Colorado,08,011,85.2
Chaffee County,Colorado,08,015,86.9
Cheyenne County,Colorado,08,017,82.3
Clear Creek County,Colorado,08,019,90.8
Conejos County,Colorado,08,021,84.3
Costilla County,Colorado,08,023,85.8
Crowley County,Colorado,08,025,89.6
Custer County,Colorado,08,027,83.3
Delta County,Colorado,08,029,84.0
Dolores County,Colorado,08,033,89.7
Douglas County,Colorado,08,035,95.7
Eagle County,Colorado,08,037,81.6
Elbert County,Colorado,08,039,92.6
El Paso County,Colorado,08,041,90.6
Fremont County,Colorado,08,043,90.3
Garfield County,Colorado,08,045,76.5
Gilpin County,Colorado,08,047,89.4
Grand County,Colorado,08,049,82.4
Gunnison County,Colorado,08,051,86.8
Huerfano County,Colorado,08,055,86.6
Jackson County,Colorado,08,057,87.8
Kiowa County,Colorado,08,061,88.6
Kit Carson County,Colorado,08,063,84.3
Lake County,Colorado,08,065,83.4
La Plata County,Colorado,08,067,87.1
Larimer County,Colorado,08,069,91.5
Las Animas County,Colorado,08,071,89.0
Lincoln County,Colorado,08,073,93.5
Logan County,Colorado,08,075,87.0
Mesa County,Colorado,08,077,87.3
Moffat County,Colorado,08,081,85.9
Montezuma County,Colorado,08,083,80.6
Montrose County,Colorado,08,085,85.1
Morgan County,Colorado,08,087,90.6
Otero County,Colorado,08,089,87.4
Ouray County,Colorado,08,091,87.6
Park County,Colorado,08,093,88.4
Phillips County,Colorado,08,095,86.9
Pitkin County,Colorado,08,097,86.3
Prowers County,Colorado,08,099,87.3
Pueblo County,Colorado,08,101,90.6
Rio Blanco County,Colorado,08,103,89.6
Rio Grande County,Colorado,08,105,85.9
Routt County,Colorado,08,107,88.5
Saguache County,Colorado,08,109,75.2
San Miguel County,Colorado,08,113,87.6
Sedgwick County,Colorado,08,115,88.0
Summit County,Colorado,08,117,80.5
Teller County,Colorado,08,119,91.4
Washington County,Colorado,08,121,92.1
Yuma County,Colorado,08,125,84.9
Adams County,Colorado,08,001,84.4
Arapahoe County,Colorado,08,005,88.6
Boulder County,Colorado,08,013,92.6
Broomfield County,Colorado,08,014,94.5
Denver County,Colorado,08,031,87.0
Jefferson County,Colorado,08,059,92.0
Weld County,Colorado,08,123,89.0
Fairfield County,Connecticut,09,001,89.9
Hartford County,Connecticut,09,003,94.1
Litchfield County,Connecticut,09,005,94.0
Middlesex County,Connecticut,09,007,95.0
New Haven County,Connecticut,09,009,92.9
New London County,Connecticut,09,011,94.6
Tolland County,Connecticut,09,013,96.0
Windham County,Connecticut,09,015,93.7
Kent County,Delaware,10,001,92.2
New Castle County,Delaware,10,003,93.1
Sussex County,Delaware,10,005,91.4
Alachua County,Florida,12,001,87.7
Baker County,Florida,12,003,87.5
Bay County,Florida,12,005,83.9
Bradford County,Florida,12,007,84.2
Brevard County,Florida,12,009,86.8
Broward County,Florida,12,011,82.0
Calhoun County,Florida,12,013,80.8
Charlotte County,Florida,12,015,86.0
Citrus County,Florida,12,017,88.0
Clay County,Florida,12,019,88.1
Collier County,Florida,12,021,81.4
Columbia County,Florida,12,023,85.5
Miami-Dade County,Florida,12,086,76.9
DeSoto County,Florida,12,027,75.6
Dixie County,Florida,12,029,82.3
Duval County,Florida,12,031,86.2
Escambia County,Florida,12,033,87.2
Flagler County,Florida,12,035,85.5
Franklin County,Florida,12,037,80.9
Gadsden County,Florida,12,039,84.2
Gilchrist County,Florida,12,041,80.9
Glades County,Florida,12,043,76.6
Gulf County,Florida,12,045,84.6
Hamilton County,Florida,12,047,86.9
Hardee County,Florida,12,049,79.2
Hendry County,Florida,12,051,70.2
Hernando County,Florida,12,053,86.1
Highlands County,Florida,12,055,84.8
Hillsborough County,Florida,12,057,84.9
Holmes County,Florida,12,059,82.3
Indian River County,Florida,12,061,84.4
Jackson County,Florida,12,063,87.5
Jefferson County,Florida,12,065,90.0
Lafayette County,Florida,12,067,77.2
Lake County,Florida,12,069,86.7
Lee County,Florida,12,071,83.1
Leon County,Florida,12,073,89.8
Levy County,Florida,12,075,81.8
Liberty County,Florida,12,077,79.3
Madison County,Florida,12,079,83.0
Manatee County,Florida,12,081,85.0
Marion County,Florida,12,083,84.8
Martin County,Florida,12,085,86.3
Monroe County,Florida,12,087,79.0
Nassau County,Florida,12,089,86.7
Okaloosa County,Florida,12,091,86.6
Okeechobee County,Florida,12,093,79.6
Orange County,Florida,12,095,82.1
Osceola County,Florida,12,097,80.3
Palm Beach County,Florida,12,099,84.0
Pasco County,Florida,12,101,86.6
Pinellas County,Florida,12,103,86.2
Polk County,Florida,12,105,84.3
Putnam County,Florida,12,107,80.8
Saint Johns County,Florida,12,109,90.5
Saint Lucie County,Florida,12,111,82.8
Santa Rosa County,Florida,12,113,88.3
Sarasota County,Florida,12,115,87.0
Seminole County,Florida,12,117,86.4
Sumter County,Florida,12,119,91.9
Suwannee County,Florida,12,121,84.1
Taylor County,Florida,12,123,86.1
Union County,Florida,12,125,87.4
Volusia County,Florida,12,127,84.6
Wakulla County,Florida,12,129,88.1
Walton County,Florida,12,131,82.5
Washington County,Florida,12,133,86.5
Appling County,Georgia,13,001,81.5
Atkinson County,Georgia,13,003,74.3
Bacon County,Georgia,13,005,83.6
Baker County,Georgia,13,007,81.1
Baldwin County,Georgia,13,009,87.0
Banks County,Georgia,13,011,82.8
Barrow County,Georgia,13,013,83.2
Bartow County,Georgia,13,015,84.4
Ben Hill County,Georgia,13,017,80.5
Berrien County,Georgia,13,019,77.2
Bibb County,Georgia,13,021,84.5
Bleckley County,Georgia,13,023,88.4
Brantley County,Georgia,13,025,75.6
Brooks County,Georgia,13,027,80.8
Bryan County,Georgia,13,029,86.8
Bulloch County,Georgia,13,031,85.3
Burke County,Georgia,13,033,84.3
Butts County,Georgia,13,035,84.2
Calhoun County,Georgia,13,037,80.3
Camden County,Georgia,13,039,86.8
Candler County,Georgia,13,043,78.7
Carroll County,Georgia,13,045,84.5
Catoosa County,Georgia,13,047,86.0
Charlton County,Georgia,13,049,79.4
Chatham County,Georgia,13,051,83.9
Chattahoochee County,Georgia,13,053,89.9
Chattooga County,Georgia,13,055,83.1
Cherokee County,Georgia,13,057,86.7
Clarke County,Georgia,13,059,84.6
Clay County,Georgia,13,061,74.4
Clayton County,Georgia,13,063,77.3
Clinch County,Georgia,13,065,79.3
Cobb County,Georgia,13,067,84.6
Coffee County,Georgia,13,069,77.8
Colquitt County,Georgia,13,071,73.3
Columbia County,Georgia,13,073,91.2
Cook County,Georgia,13,075,77.5
Coweta County,Georgia,13,077,89.3
Crawford County,Georgia,13,079,85.8
Crisp County,Georgia,13,081,81.9
Dade County,Georgia,13,083,84.0
Dawson County,Georgia,13,085,86.6
Decatur County,Georgia,13,087,80.7
DeKalb County,Georgia,13,089,82.9
Dodge County,Georgia,13,091,85.2
Dooly County,Georgia,13,093,82.4
Dougherty County,Georgia,13,095,80.5
Douglas County,Georgia,13,097,84.4
Early County,Georgia,13,099,81.6
Echols County,Georgia,13,101,67.2
Effingham County,Georgia,13,103,88.3
Elbert County,Georgia,13,105,85.6
Emanuel County,Georgia,13,107,77.7
Evans County,Georgia,13,109,83.0
Fannin County,Georgia,13,111,84.7
Fayette County,Georgia,13,113,92.3
Floyd County,Georgia,13,115,84.3
Forsyth County,Georgia,13,117,90.1
Franklin County,Georgia,13,119,81.6
Fulton County,Georgia,13,121,86.3
Gilmer County,Georgia,13,123,77.7
Glascock County,Georgia,13,125,83.8
Glynn County,Georgia,13,127,83.7
Gordon County,Georgia,13,129,81.9
Grady County,Georgia,13,131,79.0
Greene County,Georgia,13,133,82.9
Gwinnett County,Georgia,13,135,81.7
Habersham County,Georgia,13,137,82.3
Hall County,Georgia,13,139,80.6
Hancock County,Georgia,13,141,86.0
Haralson County,Georgia,13,143,84.4
Harris County,Georgia,13,145,88.7
Hart County,Georgia,13,147,82.3
Heard County,Georgia,13,149,85.7
Henry County,Georgia,13,151,86.9
Houston County,Georgia,13,153,86.7
Irwin County,Georgia,13,155,81.6
Jackson County,Georgia,13,157,85.9
Jasper County,Georgia,13,159,84.5
Jeff Davis County,Georgia,13,161,81.8
Jefferson County,Georgia,13,163,79.3
Jenkins County,Georgia,13,165,84.3
Johnson County,Georgia,13,167,81.5
Jones County,Georgia,13,169,86.4
Lamar County,Georgia,13,171,81.9
Lanier County,Georgia,13,173,78.4
Laurens County,Georgia,13,175,86.2
Lee County,Georgia,13,177,88.8
Liberty County,Georgia,13,179,86.2
Lincoln County,Georgia,13,181,85.1
Long County,Georgia,13,183,82.8
Lowndes County,Georgia,13,185,82.6
Lumpkin County,Georgia,13,187,85.5
McDuffie County,Georgia,13,189,83.4
McIntosh County,Georgia,13,191,83.9
Macon County,Georgia,13,193,79.6
Madison County,Georgia,13,195,84.0
Marion County,Georgia,13,197,83.7
Meriwether County,Georgia,13,199,83.3
Miller County,Georgia,13,201,83.7
Mitchell County,Georgia,13,205,78.6
Monroe County,Georgia,13,207,87.2
Montgomery County,Georgia,13,209,84.0
Morgan County,Georgia,13,211,86.6
Murray County,Georgia,13,213,80.4
Muscogee County,Georgia,13,215,85.4
Newton County,Georgia,13,217,86.5
Oconee County,Georgia,13,219,91.2
Oglethorpe County,Georgia,13,221,85.8
Paulding County,Georgia,13,223,87.5
Peach County,Georgia,13,225,82.1
Pickens County,Georgia,13,227,87.3
Pierce County,Georgia,13,229,81.2
Pike County,Georgia,13,231,83.4
Polk County,Georgia,13,233,83.5
Pulaski County,Georgia,13,235,83.6
Putnam County,Georgia,13,237,83.8
Quitman County,Georgia,13,239,82.2
Rabun County,Georgia,13,241,77.6
Randolph County,Georgia,13,243,80.1
Richmond County,Georgia,13,245,84.8
Rockdale County,Georgia,13,247,82.6
Schley County,Georgia,13,249,80.5
Screven County,Georgia,13,251,81.2
Seminole County,Georgia,13,253,81.5
Spalding County,Georgia,13,255,83.1
Stephens County,Georgia,13,257,84.1
Stewart County,Georgia,13,259,77.8
Sumter County,Georgia,13,261,85.2
Talbot County,Georgia,13,263,86.0
Taliaferro County,Georgia,13,265,81.0
Tattnall County,Georgia,13,267,84.4
Taylor County,Georgia,13,269,80.0
Telfair County,Georgia,13,271,83.4
Terrell County,Georgia,13,273,81.6
Thomas County,Georgia,13,275,83.1
Tift County,Georgia,13,277,79.5
Toombs County,Georgia,13,279,77.6
Towns County,Georgia,13,281,86.7
Treutlen County,Georgia,13,283,83.1
Troup County,Georgia,13,285,86.1
Turner County,Georgia,13,287,78.1
Twiggs County,Georgia,13,289,85.1
Union County,Georgia,13,291,87.6
Upson County,Georgia,13,293,83.8
Walker County,Georgia,13,295,84.7
Walton County,Georgia,13,297,87.2
Ware County,Georgia,13,299,81.9
Warren County,Georgia,13,301,82.9
Washington County,Georgia,13,303,85.7
Wayne County,Georgia,13,305,79.9
Webster County,Georgia,13,307,87.4
Wheeler County,Georgia,13,309,79.5
White County,Georgia,13,311,86.0
Whitfield County,Georgia,13,313,79.0
Wilcox County,Georgia,13,315,85.1
Wilkes County,Georgia,13,317,83.9
Wilkinson County,Georgia,13,319,89.3
Worth County,Georgia,13,321,80.7
Hawaii County,Hawaii,15,001,93.4
Honolulu County,Hawaii,15,003,95.5
Kauai County,Hawaii,15,007,93.3
Kalawao County,Hawaii,15,005,92.7
Maui County,Hawaii,15,009,93.0
Ada County,Idaho,16,001,89.3
Adams County,Idaho,16,003,81.7
Bannock County,Idaho,16,005,88.8
Bear Lake County,Idaho,16,007,90.0
Benewah County,Idaho,16,009,82.6
Bingham County,Idaho,16,011,86.8
Blaine County,Idaho,16,013,83.5
Boise County,Idaho,16,015,87.6
Bonner County,Idaho,16,017,85.2
Bonneville County,Idaho,16,019,88.1
Boundary County,Idaho,16,021,78.5
Butte County,Idaho,16,023,86.4
Camas County,Idaho,16,025,78.1
Canyon County,Idaho,16,027,83.6
Caribou County,Idaho,16,029,91.7
Cassia County,Idaho,16,031,81.7
Clearwater County,Idaho,16,035,86.6
Custer County,Idaho,16,037,86.2
Elmore County,Idaho,16,039,86.9
Franklin County,Idaho,16,041,87.0
Fremont County,Idaho,16,043,85.7
Gem County,Idaho,16,045,81.6
Gooding County,Idaho,16,047,79.2
Idaho County,Idaho,16,049,86.8
Jefferson County,Idaho,16,051,86.8
Jerome County,Idaho,16,053,76.8
Kootenai County,Idaho,16,055,86.7
Latah County,Idaho,16,057,91.8
Lemhi County,Idaho,16,059,84.7
Lewis County,Idaho,16,061,82.5
Lincoln County,Idaho,16,063,75.5
Madison County,Idaho,16,065,91.7
Minidoka County,Idaho,16,067,76.7
Nez Perce County,Idaho,16,069,87.7
Oneida County,Idaho,16,071,87.0
Owyhee County,Idaho,16,073,73.9
Payette County,Idaho,16,075,83.2
Power County,Idaho,16,077,85.5
Shoshone County,Idaho,16,079,84.7
Teton County,Idaho,16,081,86.0
Twin Falls County,Idaho,16,083,85.0
Valley County,Idaho,16,085,83.2
Washington County,Idaho,16,087,81.8
Adams County,Illinois,17,001,93.2
Alexander County,Illinois,17,003,87.7
Bond County,Illinois,17,005,94.5
Boone County,Illinois,17,007,91.9
Brown County,Illinois,17,009,95.1
Bureau County,Illinois,17,011,92.4
Calhoun County,Illinois,17,013,96.0
Carroll County,Illinois,17,015,92.4
Cass County,Illinois,17,017,90.0
Champaign County,Illinois,17,019,93.3
Christian County,Illinois,17,021,93.3
Clark County,Illinois,17,023,92.0
Clay County,Illinois,17,025,92.0
Clinton County,Illinois,17,027,94.8
Coles County,Illinois,17,029,90.7
Cook County,Illinois,17,031,87.4
Crawford County,Illinois,17,033,91.2
Cumberland County,Illinois,17,035,93.8
DeKalb County,Illinois,17,037,91.7
De Witt County,Illinois,17,039,93.1
Douglas County,Illinois,17,041,85.0
DuPage County,Illinois,17,043,92.5
Edgar County,Illinois,17,045,92.6
Edwards County,Illinois,17,047,92.8
Effingham County,Illinois,17,049,93.4
Fayette County,Illinois,17,051,88.3
Ford County,Illinois,17,053,92.6
Franklin County,Illinois,17,055,90.1
Fulton County,Illinois,17,057,92.0
Gallatin County,Illinois,17,059,93.1
Greene County,Illinois,17,061,91.6
Grundy County,Illinois,17,063,94.5
Hamilton County,Illinois,17,065,89.7
Hancock County,Illinois,17,067,93.9
Hardin County,Illinois,17,069,89.9
Henderson County,Illinois,17,071,92.7
Henry County,Illinois,17,073,94.1
Iroquois County,Illinois,17,075,91.8
Jackson County,Illinois,17,077,91.9
Jasper County,Illinois,17,079,93.3
Jefferson County,Illinois,17,081,91.7
Jersey County,Illinois,17,083,92.1
Jo Daviess County,Illinois,17,085,93.5
Johnson County,Illinois,17,087,92.4
Kane County,Illinois,17,089,88.8
Kankakee County,Illinois,17,091,91.5
Kendall County,Illinois,17,093,95.1
Knox County,Illinois,17,095,91.3
Lake County,Illinois,17,097,91.0
LaSalle County,Illinois,17,099,92.1
Lawrence County,Illinois,17,101,91.3
Lee County,Illinois,17,103,92.9
Livingston County,Illinois,17,105,93.5
Logan County,Illinois,17,107,94.0
McDonough County,Illinois,17,109,92.9
McHenry County,Illinois,17,111,93.0
McLean County,Illinois,17,113,94.6
Macon County,Illinois,17,115,92.7
Macoupin County,Illinois,17,117,92.7
Madison County,Illinois,17,119,93.4
Marion County,Illinois,17,121,91.1
Marshall County,Illinois,17,123,94.7
Mason County,Illinois,17,125,93.1
Massac County,Illinois,17,127,92.3
Menard County,Illinois,17,129,95.5
Mercer County,Illinois,17,131,96.0
Monroe County,Illinois,17,133,95.8
Montgomery County,Illinois,17,135,94.1
Morgan County,Illinois,17,137,93.1
Moultrie County,Illinois,17,139,87.0
Ogle County,Illinois,17,141,93.1
Peoria County,Illinois,17,143,92.5
Perry County,Illinois,17,145,94.0
Piatt County,Illinois,17,147,95.7
Pike County,Illinois,17,149,90.7
Pope County,Illinois,17,151,93.7
Pulaski County,Illinois,17,153,92.5
Putnam County,Illinois,17,155,93.0
Randolph County,Illinois,17,157,93.3
Richland County,Illinois,17,159,93.3
Rock Island County,Illinois,17,161,91.9
Saint Clair County,Illinois,17,163,90.8
Saline County,Illinois,17,165,91.5
Sangamon County,Illinois,17,167,94.0
Schuyler County,Illinois,17,169,83.2
Scott County,Illinois,17,171,92.3
Shelby County,Illinois,17,173,93.4
Stark County,Illinois,17,175,92.1
Stephenson County,Illinois,17,177,93.1
Tazewell County,Illinois,17,179,94.6
Union County,Illinois,17,181,91.5
Vermilion County,Illinois,17,183,91.4
Wabash County,Illinois,17,185,92.4
Warren County,Illinois,17,187,93.9
Washington County,Illinois,17,189,94.2
Wayne County,Illinois,17,191,91.8
White County,Illinois,17,193,91.6
Whiteside County,Illinois,17,195,92.8
Will County,Illinois,17,197,92.8
Williamson County,Illinois,17,199,91.8
Winnebago County,Illinois,17,201,91.6
Woodford County,Illinois,17,203,95.6
Adams County,Indiana,18,001,78.6
Allen County,Indiana,18,003,87.8
Bartholomew County,Indiana,18,005,89.3
Benton County,Indiana,18,007,86.8
Blackford County,Indiana,18,009,86.6
Boone County,Indiana,18,011,92.7
Brown County,Indiana,18,013,88.3
Carroll County,Indiana,18,015,88.2
Cass County,Indiana,18,017,87.6
Clark County,Indiana,18,019,88.2
Clay County,Indiana,18,021,90.0
Clinton County,Indiana,18,023,87.8
Crawford County,Indiana,18,025,91.7
Daviess County,Indiana,18,027,77.4
Dearborn County,Indiana,18,029,91.6
Decatur County,Indiana,18,031,88.8
DeKalb County,Indiana,18,033,88.6
Delaware County,Indiana,18,035,88.8
Dubois County,Indiana,18,037,93.3
Elkhart County,Indiana,18,039,81.6
Fayette County,Indiana,18,041,85.4
Floyd County,Indiana,18,043,91.0
Fountain County,Indiana,18,045,90.6
Franklin County,Indiana,18,047,91.6
Fulton County,Indiana,18,049,87.8
Gibson County,Indiana,18,051,90.0
Grant County,Indiana,18,053,88.3
Greene County,Indiana,18,055,87.8
Hamilton County,Indiana,18,057,94.0
Hancock County,Indiana,18,059,91.4
Harrison County,Indiana,18,061,91.4
Hendricks County,Indiana,18,063,92.5
Henry County,Indiana,18,065,87.8
Howard County,Indiana,18,067,89.3
Huntington County,Indiana,18,069,89.5
Jackson County,Indiana,18,071,89.0
Jasper County,Indiana,18,073,91.3
Jay County,Indiana,18,075,87.9
Jefferson County,Indiana,18,077,89.2
Jennings County,Indiana,18,079,88.6
