County,State,State_FIPS,County_FIPS,high_school_and_above_percentage
Talladega County,Alabama,01,121,11.8
Tallapoosa County,Alabama,01,123,15.3
Tuscaloosa County,Alabama,01,125,24.2
Walker County,Alabama,01,127,10.4
Washington County,Alabama,01,129,6.9
Wilcox County,Alabama,01,131,11.4
Winston County,Alabama,01,133,11.6
Anchorage Municipality,Alaska,02,020,31.5
Bethel Census Area,Alaska,02,050,8.6
Bristol Bay Borough,Alaska,02,060,17.9
Fairbanks North Star Borough,Alaska,02,090,25.0
Haines Borough,Alaska,02,100,29.9
Juneau City and Borough,Alaska,02,110,35.1
Kenai Peninsula Borough,Alaska,02,122,21.4
Kodiak Island Borough,Alaska,02,150,22.2
Matanuska-Susitna Borough,Alaska,02,170,18.9
Nome Census Area,Alaska,02,180,13.8
North Slope Borough,Alaska,02,185,15.0
Sitka City and Borough,Alaska,02,220,32.1
Southeast Fairbanks Census Area,Alaska,02,240,22.4
Valdez-Cordova Census Area,Alaska,02,261,21.2
Wade Hampton Census Area,Alaska,02,270,5.0
Northwest Arctic Borough,Alaska,02,188,9.9
Aleutians East Borough,Alaska,02,013,13.4
Aleutians West Census Area,Alaska,02,016,10.3
Dillingham Census Area,Alaska,02,070,14.2
Lake and Peninsula Borough,Alaska,02,164,13.7
Denali Borough,Alaska,02,068,14.3
Yukon-Koyukuk Census Area,Alaska,02,290,7.1
Hoonah-Angoon Census Area,Alaska,02,105,24.4
Skagway Municipality,Alaska,02,230,21.7
Yakutat City and Borough,Alaska,02,282,36.5
Ketchikan Gateway Borough,Alaska,02,130,20.9
Petersburg Borough,Alaska,02,195,22.5
Prince of Wales-Hyder Census Area,Alaska,02,198,15.9
Wrangell City and Borough,Alaska,02,275,22.8
Apache County,Arizona,04,001,8.7
Cochise County,Arizona,04,003,23.3
Coconino County,Arizona,04,005,30.1
Gila County,Arizona,04,007,17.6
Graham County,Arizona,04,009,13.0
Greenlee County,Arizona,04,011,13.4
Maricopa County,Arizona,04,013,30.9
Mohave County,Arizona,04,015,12.9
Navajo County,Arizona,04,017,14.6
Pima County,Arizona,04,019,30.8
Pinal County,Arizona,04,021,17.5
Santa Cruz County,Arizona,04,023,22.5
Yavapai County,Arizona,04,025,26.3
La Paz County,Arizona,04,012,10.7
Yuma County,Arizona,04,027,13.9
Arkansas County,Arkansas,05,001,12.9
Ashley County,Arkansas,05,003,11.1
Baxter County,Arkansas,05,005,16.5
Benton County,Arkansas,05,007,30.3
Boone County,Arkansas,05,009,15.7
Bradley County,Arkansas,05,011,11.6
Calhoun County,Arkansas,05,013,4.1
Carroll County,Arkansas,05,015,16.4
Chicot County,Arkansas,05,017,11.3
Clark County,Arkansas,05,019,21.8
Clay County,Arkansas,05,021,8.1
Cleburne County,Arkansas,05,023,17.9
Cleveland County,Arkansas,05,025,12.2
Columbia County,Arkansas,05,027,20.0
Conway County,Arkansas,05,029,12.3
Craighead County,Arkansas,05,031,23.2
Crawford County,Arkansas,05,033,13.6
Crittenden County,Arkansas,05,035,14.0
Cross County,Arkansas,05,037,9.2
Dallas County,Arkansas,05,039,8.1
Desha County,Arkansas,05,041,11.6
Drew County,Arkansas,05,043,22.2
Faulkner County,Arkansas,05,045,25.4
Franklin County,Arkansas,05,047,13.0
Fulton County,Arkansas,05,049,10.7
Garland County,Arkansas,05,051,22.8
Grant County,Arkansas,05,053,16.4
Greene County,Arkansas,05,055,11.9
Hempstead County,Arkansas,05,057,14.5
Hot Spring County,Arkansas,05,059,9.9
Howard County,Arkansas,05,061,12.8
Independence County,Arkansas,05,063,11.9
Izard County,Arkansas,05,065,10.3
Jackson County,Arkansas,05,067,9.3
Jefferson County,Arkansas,05,069,15.7
Johnson County,Arkansas,05,071,14.9
Lafayette County,Arkansas,05,073,11.2
Lawrence County,Arkansas,05,075,7.8
Lee County,Arkansas,05,077,5.2
Lincoln County,Arkansas,05,079,7.0
Little River County,Arkansas,05,081,8.9
Logan County,Arkansas,05,083,10.5
Lonoke County,Arkansas,05,085,19.1
Madison County,Arkansas,05,087,9.7
Marion County,Arkansas,05,089,12.5
Miller County,Arkansas,05,091,11.0
Mississippi County,Arkansas,05,093,11.9
Monroe County,Arkansas,05,095,11.8
Montgomery County,Arkansas,05,097,10.7
Nevada County,Arkansas,05,099,9.1
Newton County,Arkansas,05,101,13.9
Ouachita County,Arkansas,05,103,15.7
Perry County,Arkansas,05,105,11.5
Phillips County,Arkansas,05,107,11.1
Pike County,Arkansas,05,109,10.5
Poinsett County,Arkansas,05,111,8.9
Polk County,Arkansas,05,113,11.5
Pope County,Arkansas,05,115,19.6
Prairie County,Arkansas,05,117,10.3
Pulaski County,Arkansas,05,119,32.6
Randolph County,Arkansas,05,121,10.4
Saint Francis County,Arkansas,05,123,9.0
Saline County,Arkansas,05,125,22.9
Scott County,Arkansas,05,127,8.5
Searcy County,Arkansas,05,129,7.9
Sebastian County,Arkansas,05,131,20.1
Sevier County,Arkansas,05,133,7.6
Sharp County,Arkansas,05,135,11.9
Stone County,Arkansas,05,137,10.6
Union County,Arkansas,05,139,15.6
Van Buren County,Arkansas,05,141,14.4
Washington County,Arkansas,05,143,28.7
White County,Arkansas,05,145,17.1
Woodruff County,Arkansas,05,147,10.1
Yell County,Arkansas,05,149,9.5
Alameda County,California,06,001,41.1
Alpine County,California,06,003,30.3
Amador County,California,06,005,18.0
Butte County,California,06,007,24.4
Calaveras County,California,06,009,20.7
Colusa County,California,06,011,13.9
Contra Costa County,California,06,013,39.8
Del Norte County,California,06,015,11.7
El Dorado County,California,06,017,33.0
Fresno County,California,06,019,19.0
Glenn County,California,06,021,12.9
Humboldt County,California,06,023,25.5
Imperial County,California,06,025,12.2
Inyo County,California,06,027,21.5
Kern County,California,06,029,14.4
Kings County,California,06,031,10.3
Lake County,California,06,033,16.8
Lassen County,California,06,035,11.4
Los Angeles County,California,06,037,30.0
Madera County,California,06,039,14.2
Marin County,California,06,041,53.2
Mariposa County,California,06,043,19.2
Mendocino County,California,06,045,20.0
Merced County,California,06,047,12.2
Modoc County,California,06,049,17.7
Mono County,California,06,051,25.4
Monterey County,California,06,053,22.1
Napa County,California,06,055,30.4
Nevada County,California,06,057,34.8
Orange County,California,06,059,38.8
Placer County,California,06,061,37.0
Plumas County,California,06,063,23.4
Riverside County,California,06,065,21.2
Sacramento County,California,06,067,28.0
San Benito County,California,06,069,17.5
San Bernardino County,California,06,071,18.1
San Diego County,California,06,073,35.3
San Francisco County,California,06,075,52.6
San Joaquin County,California,06,077,17.5
San Luis Obispo County,California,06,079,31.3
San Mateo County,California,06,081,43.5
Santa Barbara County,California,06,083,32.2
Santa Clara County,California,06,085,48.2
Santa Cruz County,California,06,087,36.5
Shasta County,California,06,089,20.2
Sierra County,California,06,091,11.9
Siskiyou County,California,06,093,23.9
Solano County,California,06,095,23.0
Sonoma County,California,06,097,31.5
Stanislaus County,California,06,099,16.4
Sutter County,California,06,101,18.7
Tehama County,California,06,103,13.6
Trinity County,California,06,105,21.7
Tulare County,California,06,107,12.5
Tuolumne County,California,06,109,17.1
Ventura County,California,06,111,32.5
Yolo County,California,06,113,38.0
Yuba County,California,06,115,13.2
Alamosa County,Colorado,08,003,20.3
Archuleta County,Colorado,08,007,35.3
Baca County,Colorado,08,009,17.9
Bent County,Colorado,08,011,6.8
Chaffee County,Colorado,08,015,31.8
Cheyenne County,Colorado,08,017,18.4
Clear Creek County,Colorado,08,019,37.3
Conejos County,Colorado,08,021,20.8
Costilla County,Colorado,08,023,15.4
Crowley County,Colorado,08,025,11.7
Custer County,Colorado,08,027,31.2
Delta County,Colorado,08,029,17.8
Dolores County,Colorado,08,033,13.1
Douglas County,Colorado,08,035,59.0
Eagle County,Colorado,08,037,45.0
Elbert County,Colorado,08,039,30.9
El Paso County,Colorado,08,041,37.2
Fremont County,Colorado,08,043,13.1
Garfield County,Colorado,08,045,22.7
Gilpin County,Colorado,08,047,28.9
Grand County,Colorado,08,049,27.4
Gunnison County,Colorado,08,051,50.5
Huerfano County,Colorado,08,055,25.4
Jackson County,Colorado,08,057,19.3
Kiowa County,Colorado,08,061,22.4
Kit Carson County,Colorado,08,063,15.2
Lake County,Colorado,08,065,22.4
La Plata County,Colorado,08,067,41.8
Larimer County,Colorado,08,069,44.1
Las Animas County,Colorado,08,071,15.7
Lincoln County,Colorado,08,073,9.3
Logan County,Colorado,08,075,13.9
Mesa County,Colorado,08,077,24.4
Moffat County,Colorado,08,081,14.6
Montezuma County,Colorado,08,083,27.7
Montrose County,Colorado,08,085,24.2
Morgan County,Colorado,08,087,14.5
Otero County,Colorado,08,089,13.8
Ouray County,Colorado,08,091,48.5
Park County,Colorado,08,093,32.5
Phillips County,Colorado,08,095,21.3
Pitkin County,Colorado,08,097,55.4
Prowers County,Colorado,08,099,16.9
Pueblo County,Colorado,08,101,20.3
Rio Blanco County,Colorado,08,103,19.7
Rio Grande County,Colorado,08,105,17.0
Routt County,Colorado,08,107,42.6
Saguache County,Colorado,08,109,20.1
San Miguel County,Colorado,08,113,50.6
Sedgwick County,Colorado,08,115,16.9
Summit County,Colorado,08,117,42.8
Teller County,Colorado,08,119,31.5
Washington County,Colorado,08,121,16.3
Yuma County,Colorado,08,125,14.5
Adams County,Colorado,08,001,20.5
Arapahoe County,Colorado,08,005,39.7
Boulder County,Colorado,08,013,59.3
Broomfield County,Colorado,08,014,51.7
Denver County,Colorado,08,031,41.8
Jefferson County,Colorado,08,059,42.1
Weld County,Colorado,08,123,24.7
Fairfield County,Connecticut,09,001,46.4
Hartford County,Connecticut,09,003,35.6
Litchfield County,Connecticut,09,005,32.1
Middlesex County,Connecticut,09,007,39.2
New Haven County,Connecticut,09,009,33.2
New London County,Connecticut,09,011,31.2
Tolland County,Connecticut,09,013,36.9
Windham County,Connecticut,09,015,20.4
Kent County,Delaware,10,001,20.2
New Castle County,Delaware,10,003,33.9
Sussex County,Delaware,10,005,22.5
Alachua County,Florida,12,001,42.4
Baker County,Florida,12,003,6.1
Bay County,Florida,12,005,20.9
Bradford County,Florida,12,007,7.4
Brevard County,Florida,12,009,28.9
Broward County,Florida,12,011,31.2
Calhoun County,Florida,12,013,5.9
Charlotte County,Florida,12,015,22.9
Citrus County,Florida,12,017,17.9
Clay County,Florida,12,019,22.8
Collier County,Florida,12,021,35.4
Columbia County,Florida,12,023,12.1
Miami-Dade County,Florida,12,086,26.8
DeSoto County,Florida,12,027,11.1
Dixie County,Florida,12,029,8.6
Duval County,Florida,12,031,25.9
Escambia County,Florida,12,033,24.7
Flagler County,Florida,12,035,25.1
Franklin County,Florida,12,037,12.4
Gadsden County,Florida,12,039,13.9
Gilchrist County,Florida,12,041,12.1
Glades County,Florida,12,043,8.7
Gulf County,Florida,12,045,12.5
Hamilton County,Florida,12,047,6.4
Hardee County,Florida,12,049,8.4
Hendry County,Florida,12,051,7.8
Hernando County,Florida,12,053,17.1
Highlands County,Florida,12,055,16.2
Hillsborough County,Florida,12,057,30.0
Holmes County,Florida,12,059,8.3
Indian River County,Florida,12,061,29.0
Jackson County,Florida,12,063,12.7
Jefferson County,Florida,12,065,12.2
Lafayette County,Florida,12,067,10.4
Lake County,Florida,12,069,22.2
Lee County,Florida,12,071,26.1
Leon County,Florida,12,073,44.3
Levy County,Florida,12,075,12.0
Liberty County,Florida,12,077,9.9
Madison County,Florida,12,079,7.4
Manatee County,Florida,12,081,27.8
Marion County,Florida,12,083,18.4
Martin County,Florida,12,085,32.2
Monroe County,Florida,12,087,27.8
Nassau County,Florida,12,089,23.7
Okaloosa County,Florida,12,091,29.9
Okeechobee County,Florida,12,093,10.2
Orange County,Florida,12,095,30.2
Osceola County,Florida,12,097,17.4
Palm Beach County,Florida,12,099,35.0
Pasco County,Florida,12,101,20.4
Pinellas County,Florida,12,103,29.0
Polk County,Florida,12,105,18.3
Putnam County,Florida,12,107,13.2
Saint Johns County,Florida,12,109,43.2
Saint Lucie County,Florida,12,111,19.9
Santa Rosa County,Florida,12,113,26.3
Sarasota County,Florida,12,115,33.2
Seminole County,Florida,12,117,35.3
Sumter County,Florida,12,119,25.1
Suwannee County,Florida,12,121,9.7
Taylor County,Florida,12,123,9.9
Union County,Florida,12,125,8.7
Volusia County,Florida,12,127,22.1
Wakulla County,Florida,12,129,14.3
Walton County,Florida,12,131,23.8
Washington County,Florida,12,133,11.5
Appling County,Georgia,13,001,13.1
Atkinson County,Georgia,13,003,6.4
Bacon County,Georgia,13,005,7.3
Baker County,Georgia,13,007,6.4
Baldwin County,Georgia,13,009,17.8
Banks County,Georgia,13,011,12.5
Barrow County,Georgia,13,013,15.2
Bartow County,Georgia,13,015,16.0
Ben Hill County,Georgia,13,017,10.9
Berrien County,Georgia,13,019,10.0
Bibb County,Georgia,13,021,23.0
Bleckley County,Georgia,13,023,11.3
Brantley County,Georgia,13,025,5.7
Brooks County,Georgia,13,027,11.7
Bryan County,Georgia,13,029,30.9
Bulloch County,Georgia,13,031,25.4
Burke County,Georgia,13,033,8.1
Butts County,Georgia,13,035,6.6
Calhoun County,Georgia,13,037,9.6
Camden County,Georgia,13,039,17.3
Candler County,Georgia,13,043,15.9
Carroll County,Georgia,13,045,18.4
Catoosa County,Georgia,13,047,18.0
Charlton County,Georgia,13,049,8.4
Chatham County,Georgia,13,051,29.9
Chattahoochee County,Georgia,13,053,31.3
Chattooga County,Georgia,13,055,7.2
Cherokee County,Georgia,13,057,35.3
Clarke County,Georgia,13,059,42.3
Clay County,Georgia,13,061,10.5
Clayton County,Georgia,13,063,14.6
Clinch County,Georgia,13,065,13.8
Cobb County,Georgia,13,067,45.1
Coffee County,Georgia,13,069,10.7
Colquitt County,Georgia,13,071,12.9
Columbia County,Georgia,13,073,37.1
Cook County,Georgia,13,075,11.9
Coweta County,Georgia,13,077,27.0
Crawford County,Georgia,13,079,12.5
Crisp County,Georgia,13,081,12.0
Dade County,Georgia,13,083,15.6
Dawson County,Georgia,13,085,24.7
Decatur County,Georgia,13,087,13.5
DeKalb County,Georgia,13,089,39.1
Dodge County,Georgia,13,091,11.6
Dooly County,Georgia,13,093,9.3
Dougherty County,Georgia,13,095,16.9
Douglas County,Georgia,13,097,22.6
Early County,Georgia,13,099,11.5
Echols County,Georgia,13,101,4.0
Effingham County,Georgia,13,103,15.7
Elbert County,Georgia,13,105,13.8
Emanuel County,Georgia,13,107,9.4
Evans County,Georgia,13,109,13.7
Fannin County,Georgia,13,111,15.8
Fayette County,Georgia,13,113,43.7
Floyd County,Georgia,13,115,17.6
Forsyth County,Georgia,13,117,46.4
Franklin County,Georgia,13,119,12.6
Fulton County,Georgia,13,121,50.2
Gilmer County,Georgia,13,123,15.2
Glascock County,Georgia,13,125,8.7
Glynn County,Georgia,13,127,27.2
Gordon County,Georgia,13,129,13.9
Grady County,Georgia,13,131,9.7
Greene County,Georgia,13,133,22.8
Gwinnett County,Georgia,13,135,35.5
Habersham County,Georgia,13,137,19.0
Hall County,Georgia,13,139,22.2
Hancock County,Georgia,13,141,8.7
Haralson County,Georgia,13,143,11.1
Harris County,Georgia,13,145,29.4
Hart County,Georgia,13,147,16.0
Heard County,Georgia,13,149,7.1
Henry County,Georgia,13,151,23.3
Houston County,Georgia,13,153,25.9
Irwin County,Georgia,13,155,7.4
Jackson County,Georgia,13,157,18.4
Jasper County,Georgia,13,159,13.4
Jeff Davis County,Georgia,13,161,9.1
Jefferson County,Georgia,13,163,7.4
Jenkins County,Georgia,13,165,13.1
Johnson County,Georgia,13,167,8.5
Jones County,Georgia,13,169,17.9
Lamar County,Georgia,13,171,10.2
Lanier County,Georgia,13,173,11.0
Laurens County,Georgia,13,175,14.0
Lee County,Georgia,13,177,19.6
Liberty County,Georgia,13,179,15.5
Lincoln County,Georgia,13,181,12.6
Long County,Georgia,13,183,11.5
Lowndes County,Georgia,13,185,21.9
Lumpkin County,Georgia,13,187,21.6
McDuffie County,Georgia,13,189,11.4
McIntosh County,Georgia,13,191,16.8
Macon County,Georgia,13,193,8.2
Madison County,Georgia,13,195,13.5
Marion County,Georgia,13,197,8.8
Meriwether County,Georgia,13,199,8.2
Miller County,Georgia,13,201,9.2
Mitchell County,Georgia,13,205,7.7
Monroe County,Georgia,13,207,15.6
Montgomery County,Georgia,13,209,14.7
Morgan County,Georgia,13,211,22.9
Murray County,Georgia,13,213,7.9
Muscogee County,Georgia,13,215,22.8
Newton County,Georgia,13,217,17.2
Oconee County,Georgia,13,219,46.4
Oglethorpe County,Georgia,13,221,15.4
Paulding County,Georgia,13,223,20.6
Peach County,Georgia,13,225,18.1
Pickens County,Georgia,13,227,23.5
Pierce County,Georgia,13,229,9.5
Pike County,Georgia,13,231,15.1
Polk County,Georgia,13,233,10.0
Pulaski County,Georgia,13,235,6.9
Putnam County,Georgia,13,237,17.8
Quitman County,Georgia,13,239,5.7
Rabun County,Georgia,13,241,29.4
Randolph County,Georgia,13,243,12.6
Richmond County,Georgia,13,245,19.0
Rockdale County,Georgia,13,247,23.7
Schley County,Georgia,13,249,9.6
Screven County,Georgia,13,251,11.4
Seminole County,Georgia,13,253,11.5
Spalding County,Georgia,13,255,15.4
Stephens County,Georgia,13,257,14.7
Stewart County,Georgia,13,259,5.9
Sumter County,Georgia,13,261,18.6
Talbot County,Georgia,13,263,11.5
Taliaferro County,Georgia,13,265,10.0
Tattnall County,Georgia,13,267,8.5
Taylor County,Georgia,13,269,6.7
Telfair County,Georgia,13,271,8.0
Terrell County,Georgia,13,273,7.4
Thomas County,Georgia,13,275,15.7
Tift County,Georgia,13,277,16.6
Toombs County,Georgia,13,279,13.9
Towns County,Georgia,13,281,24.4
Treutlen County,Georgia,13,283,7.9
Troup County,Georgia,13,285,20.2
Turner County,Georgia,13,287,8.1
Twiggs County,Georgia,13,289,13.1
Union County,Georgia,13,291,19.7
Upson County,Georgia,13,293,10.8
Walker County,Georgia,13,295,13.3
Walton County,Georgia,13,297,19.3
Ware County,Georgia,13,299,13.7
Warren County,Georgia,13,301,8.9
Washington County,Georgia,13,303,9.8
Wayne County,Georgia,13,305,9.1
Webster County,Georgia,13,307,8.4
Wheeler County,Georgia,13,309,4.4
White County,Georgia,13,311,21.7
Whitfield County,Georgia,13,313,14.2
Wilcox County,Georgia,13,315,7.0
Wilkes County,Georgia,13,317,16.8
Wilkinson County,Georgia,13,319,8.2
Worth County,Georgia,13,321,9.2
Hawaii County,Hawaii,15,001,24.0
Honolulu County,Hawaii,15,003,30.8
Kauai County,Hawaii,15,007,23.9
Kalawao County,Hawaii,15,005,60.6
Maui County,Hawaii,15,009,23.4
Ada County,Idaho,16,001,37.8
Adams County,Idaho,16,003,20.4
Bannock County,Idaho,16,005,27.1
Bear Lake County,Idaho,16,007,15.7
Benewah County,Idaho,16,009,10.5
Bingham County,Idaho,16,011,18.3
Blaine County,Idaho,16,013,44.7
Boise County,Idaho,16,015,21.3
Bonner County,Idaho,16,017,20.4
Bonneville County,Idaho,16,019,30.3
Boundary County,Idaho,16,021,19.3
Butte County,Idaho,16,023,18.0
Camas County,Idaho,16,025,22.2
Canyon County,Idaho,16,027,17.5
Caribou County,Idaho,16,029,16.1
Cassia County,Idaho,16,031,17.1
Clearwater County,Idaho,16,035,13.7
Custer County,Idaho,16,037,28.1
Elmore County,Idaho,16,039,15.0
Franklin County,Idaho,16,041,19.9
Fremont County,Idaho,16,043,20.3
Gem County,Idaho,16,045,15.2
Gooding County,Idaho,16,047,12.3
Idaho County,Idaho,16,049,13.6
Jefferson County,Idaho,16,051,22.3
Jerome County,Idaho,16,053,12.7
Kootenai County,Idaho,16,055,25.0
Latah County,Idaho,16,057,43.2
Lemhi County,Idaho,16,059,22.7
Lewis County,Idaho,16,061,16.4
Lincoln County,Idaho,16,063,12.9
Madison County,Idaho,16,065,33.6
Minidoka County,Idaho,16,067,10.8
Nez Perce County,Idaho,16,069,19.2
Oneida County,Idaho,16,071,12.7
Owyhee County,Idaho,16,073,8.2
Payette County,Idaho,16,075,17.0
Power County,Idaho,16,077,15.4
Shoshone County,Idaho,16,079,14.0
Teton County,Idaho,16,081,33.2
Twin Falls County,Idaho,16,083,17.1
Valley County,Idaho,16,085,35.7
Washington County,Idaho,16,087,17.7
Adams County,Illinois,17,001,21.0
Alexander County,Illinois,17,003,8.3
Bond County,Illinois,17,005,20.8
Boone County,Illinois,17,007,18.9
Brown County,Illinois,17,009,10.8
Bureau County,Illinois,17,011,17.6
Calhoun County,Illinois,17,013,13.1
Carroll County,Illinois,17,015,14.5
Cass County,Illinois,17,017,11.3
Champaign County,Illinois,17,019,43.4
Christian County,Illinois,17,021,11.7
Clark County,Illinois,17,023,16.9
Clay County,Illinois,17,025,12.8
Clinton County,Illinois,17,027,17.4
Coles County,Illinois,17,029,24.1
Cook County,Illinois,17,031,34.1
Crawford County,Illinois,17,033,15.6
Cumberland County,Illinois,17,035,9.6
DeKalb County,Illinois,17,037,28.1
De Witt County,Illinois,17,039,16.4
Douglas County,Illinois,17,041,13.7
DuPage County,Illinois,17,043,48.1
Edgar County,Illinois,17,045,16.6
Edwards County,Illinois,17,047,11.5
Effingham County,Illinois,17,049,19.5
Fayette County,Illinois,17,051,13.5
Ford County,Illinois,17,053,15.8
Franklin County,Illinois,17,055,13.8
Fulton County,Illinois,17,057,12.4
Gallatin County,Illinois,17,059,11.5
Greene County,Illinois,17,061,11.6
Grundy County,Illinois,17,063,17.3
Hamilton County,Illinois,17,065,13.3
Hancock County,Illinois,17,067,16.8
Hardin County,Illinois,17,069,10.3
Henderson County,Illinois,17,071,14.9
Henry County,Illinois,17,073,19.7
Iroquois County,Illinois,17,075,13.9
Jackson County,Illinois,17,077,35.3
Jasper County,Illinois,17,079,13.4
Jefferson County,Illinois,17,081,17.2
Jersey County,Illinois,17,083,15.6
Jo Daviess County,Illinois,17,085,22.4
Johnson County,Illinois,17,087,12.3
Kane County,Illinois,17,089,32.6
Kankakee County,Illinois,17,091,15.5
Kendall County,Illinois,17,093,33.2
Knox County,Illinois,17,095,17.2
Lake County,Illinois,17,097,43.0
LaSalle County,Illinois,17,099,15.8
Lawrence County,Illinois,17,101,6.4
Lee County,Illinois,17,103,15.4
Livingston County,Illinois,17,105,13.3
Logan County,Illinois,17,107,14.9
McDonough County,Illinois,17,109,35.4
McHenry County,Illinois,17,111,33.3
McLean County,Illinois,17,113,43.3
Macon County,Illinois,17,115,22.8
Macoupin County,Illinois,17,117,15.5
Madison County,Illinois,17,119,24.1
Marion County,Illinois,17,121,13.7
Marshall County,Illinois,17,123,17.1
Mason County,Illinois,17,125,13.8
Massac County,Illinois,17,127,16.3
Menard County,Illinois,17,129,20.1
Mercer County,Illinois,17,131,13.0
Monroe County,Illinois,17,133,27.2
Montgomery County,Illinois,17,135,11.5
Morgan County,Illinois,17,137,19.1
Moultrie County,Illinois,17,139,13.8
Ogle County,Illinois,17,141,18.4
Peoria County,Illinois,17,143,30.4
Perry County,Illinois,17,145,13.0
Piatt County,Illinois,17,147,23.6
Pike County,Illinois,17,149,11.6
Pope County,Illinois,17,151,9.5
Pulaski County,Illinois,17,153,9.4
Putnam County,Illinois,17,155,13.2
Randolph County,Illinois,17,157,9.6
Richland County,Illinois,17,159,19.3
Rock Island County,Illinois,17,161,22.0
Saint Clair County,Illinois,17,163,25.7
Saline County,Illinois,17,165,14.1
Sangamon County,Illinois,17,167,33.3
Schuyler County,Illinois,17,169,19.9
Scott County,Illinois,17,171,19.1
Shelby County,Illinois,17,173,14.8
Stark County,Illinois,17,175,15.7
Stephenson County,Illinois,17,177,18.6
Tazewell County,Illinois,17,179,24.6
Union County,Illinois,17,181,18.8
Vermilion County,Illinois,17,183,13.2
Wabash County,Illinois,17,185,16.2
Warren County,Illinois,17,187,18.3
Washington County,Illinois,17,189,18.3
Wayne County,Illinois,17,191,12.7
White County,Illinois,17,193,14.2
Whiteside County,Illinois,17,195,16.0
Will County,Illinois,17,197,31.8
Williamson County,Illinois,17,199,23.0
Winnebago County,Illinois,17,201,21.4
Woodford County,Illinois,17,203,25.9
Adams County,Indiana,18,001,15.3
Allen County,Indiana,18,003,27.7
Bartholomew County,Indiana,18,005,29.6
Benton County,Indiana,18,007,13.9
Blackford County,Indiana,18,009,9.2
Boone County,Indiana,18,011,40.6
Brown County,Indiana,18,013,19.5
Carroll County,Indiana,18,015,16.0
Cass County,Indiana,18,017,13.3
Clark County,Indiana,18,019,18.4
Clay County,Indiana,18,021,13.2
Clinton County,Indiana,18,023,11.7
Crawford County,Indiana,18,025,11.3
Daviess County,Indiana,18,027,10.7
Dearborn County,Indiana,18,029,15.8
Decatur County,Indiana,18,031,13.7
DeKalb County,Indiana,18,033,16.5
Delaware County,Indiana,18,035,22.1
Dubois County,Indiana,18,037,18.8
Elkhart County,Indiana,18,039,18.8
Fayette County,Indiana,18,041,8.9
Floyd County,Indiana,18,043,23.1
Fountain County,Indiana,18,045,10.8
Franklin County,Indiana,18,047,16.3
Fulton County,Indiana,18,049,14.2
Gibson County,Indiana,18,051,13.7
Grant County,Indiana,18,053,16.3
Greene County,Indiana,18,055,11.2
Hamilton County,Indiana,18,057,58.7
Hancock County,Indiana,18,059,26.4
Harrison County,Indiana,18,061,14.0
Hendricks County,Indiana,18,063,33.2
Henry County,Indiana,18,065,12.6
Howard County,Indiana,18,067,20.8
Huntington County,Indiana,18,069,16.5
Jackson County,Indiana,18,071,13.9
Jasper County,Indiana,18,073,13.4
Jay County,Indiana,18,075,8.3
Jefferson County,Indiana,18,077,17.6
Jennings County,Indiana,18,079,7.5
